  I     	  II     	  AO     	  AO'		  FA     	  FA'		
-36.32   	-35.71   	 52.31   	   0.00		 54.53   	 -10.17		
-43.64   	-22.89   	 52.31   	  -5.09		 54.49   	 -15.26		
-57.98   	 -0.31   	 52.29   	 -20.35		 54.43   	 -15.26		
-78.74   	 28.38   	 52.21   	 -25.43		 54.36   	 -15.26		
-98.27   	 57.07   	 52.11   	 -35.61		 54.30   	 -15.26		
-97.66   	 80.87   	 51.96   	 -40.69		 54.24   	 -15.26		
-53.41   	 98.88   	 51.80   	 -40.69		 54.18   	 -15.26		
 47.91   	116.27   	 51.64   	 -40.69		 54.12   	 -15.26		
198.36   	136.11   	 51.47   	 -40.69		 54.06   	 -15.26		
361.94   	144.35   	 51.31   	 -40.69		 54.00   	 -20.35		
488.89   	104.68   	 51.15   	 -35.61		 53.92   	 -15.26		
541.69   	 -9.77   	 51.01   	 -35.61		 53.86   	 -20.35		
514.83   	-186.46   	 50.86   	 -35.61		 53.77   	 -20.35		
433.04   	-368.35   	 50.72   	 -30.52		 53.69   	 -15.26		
332.03   	-486.76   	 50.60   	 -30.52		 53.63   	 -20.35		
235.90   	-515.14   	 50.48   	 -30.52		 53.55   	 -20.35		
153.50   	-493.77   	 50.36   	 -25.43		 53.47   	 -20.35		
 84.53   	-491.94   	 50.25   	 -25.43		 53.39   	 -20.35		
 32.96   	-540.16   	 50.15   	 -20.35		 53.31   	 -20.35		
  5.49   	-608.22   	 50.07   	 -20.35		 53.22   	 -20.35		
  2.75   	-634.77(R)	 49.99   	 -15.26		 53.14   	 -25.43		
 14.04   	-579.83   	 49.93   	  -5.09		 53.04   	 -25.43		
 23.80   	-455.02   	 49.91   	  -5.09		 52.94   	 -25.43		
 21.67   	-310.36   	 49.89(D)	  10.17		 52.84   	 -25.43		
  7.02   	-191.04   	 49.93   	  15.26		 52.74   	 -25.43		
-11.29   	-115.05   	 49.99   	  30.52		 52.63   	 -30.52		
-24.72   	-76.60   	 50.11   	  35.61		 52.51   	 -25.43		
-28.99   	-57.68   	 50.25   	  35.61		 52.41   	 -30.52		
-25.33   	-44.25   	 50.40   	  30.52		 52.29   	 -30.52		
-19.53   	-29.30   	 50.52   	  30.52		 52.17   	 -30.52		
-16.48   	-14.34   	 50.64   	  40.69		 52.04   	 -35.61		
-18.31   	 -3.05   	 50.80   	  81.38		 51.90   	 -30.52		
-22.89   	  1.83   	 51.13   	 147.51		 51.78   	 -35.61		
-26.86   	  0.92   	 51.72   	 239.06		 51.64   	 -35.61		
-28.38   	 -1.83   	 52.68   	 356.05		 51.50   	 -30.52		
-27.77   	 -3.05   	 54.10   	 462.87		 51.37   	 -30.52		
-26.86   	 -1.53   	 55.95   	 554.42		 51.25   	 -30.52		
-26.55   	  2.14   	 58.17   	 615.46		 51.13   	 -30.52		
-26.55   	  7.02   	 60.63   	 635.81		 51.01   	 -25.43		
-26.25   	 12.21   	 63.17   	 620.55		 50.91   	 -20.35		
-25.63   	 16.78   	 65.66   	 574.77		 50.82   	 -15.26		
-25.02   	 19.53   	 67.95   	 508.65		 50.76   	 -15.26		
-24.72   	 21.36   	 69.99   	 422.18		 50.70   	 -10.17		
-24.72   	 23.19   	 71.68   	 310.27		 50.66(D)	   0.00		
-25.33   	 24.72   	 72.92   	 198.37		 50.66   	   0.00		
-25.63   	 25.94   	 73.71   	 111.90		 50.66   	  15.26		
-25.63   	 27.47   	 74.16   	  86.47		 50.72   	  25.43		
-24.72   	 28.99   	 74.51   	  91.56		 50.82   	  45.78		
-23.19   	 30.82   	 74.87   	 132.25		 51.01   	  76.30		
-21.67   	 32.04   	 75.40   	 178.03		 51.31   	 111.90		
-20.75   	 32.35   	 76.11   	 223.80		 51.76   	 147.51		
-20.75   	 31.74   	 77.01   	 274.67		 52.35   	 198.37		
-20.75   	 32.04   	 78.11   	 295.01		 53.14   	 239.06		
-19.53   	 34.48   	 79.29   	 284.84		 54.10   	 295.01		
-16.17   	 38.76   	 80.43   	 228.89		 55.28   	 335.71		
-10.99   	 42.42   	 81.34   	 132.25		 56.62   	 381.48		
 -6.41   	 43.33   	 81.87   	  35.61		 58.15   	 427.26		
 -4.88   	 39.98   	 82.01   	 -40.69		 59.86   	 457.78		
 -6.10   	 34.48   	 81.85   	 -76.30		 61.69   	 488.30		
 -7.93   	 30.52   	 81.55   	 -66.12		 63.64   	 518.82		
 -7.93   	 30.82   	 81.28   	 -15.26		 65.72   	 539.16		
 -5.49   	 35.40   	 81.22   	  86.47		 67.87   	 554.42		
 -2.14   	 41.81   	 81.57   	 208.54		 70.09   	 559.51		
  0.31   	 47.30   	 82.40   	 381.48		 72.33   	 569.68		
  1.22   	 49.44   	 83.93   	 625.63		 74.61   	 569.68		
  1.53   	 49.13   	 86.43   	 910.47		 76.89   	 564.60		
  3.66   	 47.61   	 90.07   	1174.97		 79.15   	 554.42		
  7.93   	 47.30   	 94.77   	1307.22		 81.36   	 549.34		
 13.43   	 49.74   	100.00   	1225.83		 83.56   	 528.99		
 17.70   	 54.63   	104.90   	 935.91		 85.68   	 518.82		
 20.45   	 60.42   	108.65   	 462.87		 87.75   	 503.56		
 21.67   	 64.70   	110.50   	 -71.21		 89.77   	 483.21		
 22.89   	 66.83   	110.21   	-564.60		 91.70   	 467.95		
 25.63   	 68.36   	107.95   	-905.39		 93.57   	 447.61		
 30.21   	 71.11   	104.33   	-1027.46		 95.36   	 432.35		
 35.10   	 76.90   	100.22   	-930.82		 97.09   	 406.92		
 39.67   	 84.53   	 96.50   	-625.63		 98.72   	 386.57		
 43.03   	 91.55   	 94.00   	-198.37		100.26   	 371.31		
 45.47   	 97.05   	 93.20   	 249.24		101.75   	 350.97		
 49.13   	100.71   	 94.20   	 615.46		103.15   	 330.62		
 54.63   	104.06   	 96.66   	 834.18		104.48   	 315.36		
 61.95   	107.42   	100.00   	 885.04		105.74   	 289.93		
 69.58   	111.39   	103.54   	 768.05		106.90   	 279.75		
 75.99   	115.97   	106.61   	 534.08		108.02   	 259.41		
 82.09   	121.15   	108.75   	 259.41		109.05   	 239.06		
 88.50   	126.34   	109.79   	  15.26		110.01   	 223.80		
 95.21   	130.62   	109.85   	-132.25		110.90   	 203.46		
102.23   	133.67   	109.32   	-142.42		111.72   	 193.29		
109.25   	135.80   	108.75   	 -40.69		112.49   	 172.94		
115.66   	138.85   	108.59   	 101.73		113.18   	 162.77		
121.77   	143.74   	108.99   	 239.06		113.83   	 142.42		
126.95   	148.93   	109.95   	 310.27		114.40   	 132.25		
131.23   	152.59   	111.19   	 295.01		114.93   	 116.99		
136.41   	154.11   	112.37   	 188.20		115.40   	 106.82		
143.43   	153.81   	113.12   	  20.35		115.83   	  86.47		
152.59   	152.89   	113.20(S)	-188.20		116.17   	  76.30		
162.05   	152.59   	112.45   	-391.66		116.48   	  55.95		
169.98   	151.98   	110.88   	-544.25		116.70   	  45.78		
175.17   	150.76   	108.71   	-630.72		116.89   	  30.52		
178.53   	148.93   	106.18   	-635.81		117.01   	  20.35		
181.58   	147.71   	103.64   	-574.77		117.09(S)	   0.00		
184.33   	146.48   	101.34   	-473.04		117.09   	 -10.17		
186.16   	144.35   	 99.45   	-350.97		117.05   	 -25.43		
185.55   	138.85   	 98.05   	-254.32		116.95   	 -40.69		
181.27   	128.48   	 97.03   	-188.20		116.78   	 -55.95		
173.95   	114.75   	 96.28   	-162.77		116.56   	 -76.30		
163.88   	101.01   	 95.63   	-167.85		116.26   	 -86.47		
152.59   	 90.64   	 94.95   	-198.37		115.91   	-101.73		
140.38   	 83.92   	 94.16   	-228.89		115.50   	-116.99		
126.65   	 80.26   	 93.24   	-244.15		115.04   	-132.25		
111.69   	 75.99   	 92.27   	-228.89		114.51   	-152.59		
 95.21   	 69.58   	 91.35   	-188.20		113.90   	-167.85		
 78.74   	 60.42   	 90.60   	-116.99		113.22   	-178.03		
 63.78   	 50.35   	 90.13   	 -40.69		112.51   	-198.37		
 50.66   	 42.11   	 89.97   	  30.52		111.72   	-213.63		
 39.37   	 37.23   	 90.09   	  81.38		110.86   	-223.80		
 28.69   	 35.10   	 90.42   	  96.64		109.97   	-239.06		
 18.31   	 34.18   	 90.80   	  86.47		109.01   	-259.41		
  7.93   	 32.96   	 91.15   	  55.95		107.98   	-264.50		
 -1.53   	 30.21   	 91.37   	   5.09		106.92   	-274.67		
 -9.77   	 26.55   	 91.39   	 -40.69		105.82   	-284.84		
-16.48   	 23.19   	 91.23   	 -71.21		104.68   	-284.84		
-21.97   	 20.75   	 90.95   	 -91.56		103.54   	-284.84		
-26.86   	 18.62   	 90.58   	 -96.64		102.40   	-284.84		
-30.82   	 15.87   	 90.19   	 -96.64		101.26   	-279.75		
-34.48   	 12.51   	 89.81   	 -81.38		100.14   	-269.58		
-38.15   	  9.77   	 89.48   	 -76.30		 99.06   	-259.41		
-41.81   	  9.46   	 89.18   	 -76.30		 98.03   	-254.32		
-44.56   	 11.29   	 88.87   	 -76.30		 97.01   	-244.15		
-46.08   	 13.73   	 88.57   	 -81.38		 96.03   	-233.98		
-46.08   	 14.95   	 88.24   	 -96.64		 95.10   	-218.72		
-45.47   	 15.26   	 87.85   	-111.90		 94.22   	-213.63		
-44.56   	 15.26   	 87.41   	-122.07		 93.37   	-203.46		
-44.25   	 15.87   	 86.92   	-132.25		 92.55   	-193.29		
-44.56   	 17.09   	 86.39   	-137.33		 91.78   	-183.11		
-44.56   	 17.40   	 85.84   	-132.25		 91.05   	-178.03		
-44.86   	 16.78   	 85.31   	-132.25		 90.34   	-162.77		
-44.86   	 15.26   	 84.78   	-116.99		 89.68   	-162.77		
-45.17   	 13.73   	 84.31   	-111.90		 89.03   	-152.59		
-45.78   	 12.82   	 83.87   	-101.73		 88.42   	-147.51		
-46.08   	 12.82   	 83.46   	 -96.64		 87.83   	-137.33		
-45.78   	 12.82   	 83.07   	 -96.64		 87.28   	-137.33		
-44.56   	 12.82   	 82.69   	 -86.47		 86.73   	-127.16		
-43.33   	 12.51   	 82.34   	 -91.56		 86.23   	-127.16		
-42.42   	 12.21   	 81.97   	 -91.56		 85.72   	-122.07		
-42.11   	 11.90   	 81.61   	 -96.64		 85.23   	-116.99		
-41.81   	 12.21   	 81.22   	 -96.64		 84.76   	-116.99		
-41.20   	 13.43   	 80.83   	-101.73		 84.29   	-106.82		
-39.98   	 15.56   	 80.43   	 -96.64		 83.87   	-111.90		
-38.45   	 17.70   	 80.04   	 -96.64		 83.42   	-106.82		
-36.93   	 19.23   	 79.65   	 -91.56		 82.99   	-101.73		
-36.32   	 18.92   	 79.29   	 -81.38		 82.58   	-101.73		
-36.62   	 16.78   	 78.96   	 -76.30		 82.18   	 -96.64		
-37.84   	 13.43   	 78.66   	 -71.21		 81.79   	 -91.56		
-39.06   	 10.07   	 78.37   	 -71.21		 81.42   	 -91.56		
-39.98   	  8.24   	 78.09   	 -71.21		 81.06   	 -91.56		
-39.67   	  8.85   	 77.80   	 -71.21		 80.69   	 -81.38		
-38.76   	 11.29   	 77.52   	 -71.21		 80.37   	 -81.38		
-37.84   	 13.43   	 77.23   	 -76.30		 80.04   	 -76.30		
-37.54   	 14.34   	 76.93   	 -76.30		 79.74   	 -76.30		
-37.54   	 14.04   	 76.62   	 -76.30		 79.43   	 -71.21		
-37.84   	 13.43   	 76.32   	 -81.38		 79.15   	 -71.21		
-38.45   	 13.12   	 75.99   	 -76.30		 78.86   	 -66.12		
-39.67   	 12.51   	 75.69   	 -71.21		 78.60   	 -66.12		
-42.11   	 11.60   	 75.40   	 -71.21		 78.33   	 -66.12		
-45.47   	  9.77   	 75.12   	 -66.12		 78.07   	 -61.04		
-47.91   	  8.24   	 74.85   	 -71.21		 77.82   	 -55.95		
-49.13   	  7.02   	 74.57   	 -66.12		 77.60   	 -61.04		
-49.44   	  6.10   	 74.30   	 -66.12		 77.35   	 -55.95		
-49.44   	  4.88   	 74.04   	 -55.95		 77.13   	 -61.04		
-50.05   	  3.05   	 73.81   	 -50.86		 76.89   	 -50.86		
-50.96   	  1.22   	 73.61   	 -40.69		 76.68   	 -55.95		
-50.96   	  0.00   	 73.45   	 -40.69		 76.46   	 -55.95		
-49.74   	  0.31   	 73.29   	 -45.78		 76.24   	 -55.95		
-47.61   	  1.53   	 73.10   	 -66.12		 76.01   	 -55.95		
-47.00   	  2.75   	 72.84   	 -76.30		 75.79   	 -55.95		
-48.22   	  3.97   	 72.53   	 -96.64		 75.56   	 -50.86		
-50.96   	  4.58   	 72.15   	-106.82		 75.36   	 -55.95		
-52.49   	  6.71   	 71.72   	-111.90		 75.14   	 -50.86		
-49.44   	 12.51   	 71.27   	 -96.64		 74.93   	 -55.95		
-41.81   	 23.50   	 70.88   	 -81.38		 74.71   	 -55.95		
-32.35   	 39.98   	 70.56   	 -66.12		 74.49   	 -50.86		
-24.72   	 57.07   	 70.29   	 -40.69		 74.28   	 -55.95		
-21.36   	 69.58   	 70.13   	 -25.43		 74.06   	 -50.86		
-23.19   	 73.24   	 70.03   	 -15.26		 73.86   	 -55.95		
-28.38   	 68.36   	 69.97   	 -10.17		 73.63   	 -50.86		
-34.18   	 60.12   	 69.93   	 -20.35		 73.43   	 -55.95		
-37.84   	 54.93   	 69.85   	 -30.52		 73.20   	 -50.86		
-37.84   	 57.07   	 69.73   	 -40.69		 73.00   	 -55.95		
-33.87   	 65.61   	 69.56   	 -45.78		 72.78   	 -55.95		
-27.47   	 77.51   	 69.38   	 -61.04		 72.55   	 -55.95		
-20.75   	 86.98   	 69.14   	 -55.95		 72.33   	 -50.86		
-15.26   	 90.94   	 68.91   	 -55.95		 72.13   	 -55.95		
-12.51   	 88.20   	 68.69   	 -50.86		 71.90   	 -50.86		
-12.51   	 81.48   	 68.48   	 -45.78		 71.70   	 -55.95		
-15.87   	 72.63   	 68.30   	 -30.52		 71.47   	 -50.86		
-22.89   	 61.95   	 68.18   	 -25.43		 71.27   	 -50.86		
-32.04   	 48.83   	 68.08   	 -25.43		 71.07   	 -50.86		
-39.67   	 32.65   	 67.98   	 -20.35		 70.86   	 -50.86		
-42.72   	 17.40   	 67.89   	 -20.35		 70.66   	 -50.86		
-37.84   	  8.85   	 67.81   	 -25.43		 70.46   	 -50.86		
-25.63   	 11.29   	 67.71   	 -20.35		 70.25   	 -50.86		
 -8.54   	 24.11   	 67.63   	 -20.35		 70.05   	 -45.78		
  7.93   	 40.28   	 67.55   	 -20.35		 69.87   	 -45.78		
 18.62   	 51.27   	 67.47   	 -15.26		 69.68   	 -45.78		
 19.23   	 50.96   	 67.41   	 -25.43		 69.50   	 -40.69		
  7.93   	 39.67   	 67.30   	 -20.35		 69.34   	 -45.78		
-12.82   	 21.06   	 67.22   	 -25.43		 69.16   	 -40.69		
-37.84   	  1.53   	 67.12   	 -20.35		 68.99   	 -35.61		
-59.51   	-14.65   	 67.04   	 -25.43		 68.85   	 -40.69		
-73.55   	-25.33   	 66.94   	 -25.43		 68.69   	 -35.61		
-78.43   	-31.43   	 66.84   	 -25.43		 68.55   	 -35.61		
-75.99   	-34.18   	 66.73   	 -25.43		 68.40   	 -30.52		
-71.72   	-34.48   	 66.63   	 -25.43		 68.28   	 -30.52		
-68.66   	-33.26   	 66.53   	 -35.61		 68.16   	 -25.43		
-68.97   	-32.35   	 66.39   	 -40.69		 68.06   	 -30.52		
-71.11   	-32.96   	 66.23   	 -55.95		 67.93   	 -25.43		
-73.24   	-35.40   	 66.00   	 -66.12		 67.83   	 -25.43		
-74.77   	-37.84   	 65.74   	 -76.30		 67.73   	 -20.35		
-75.68   	-38.15   	 65.43   	 -81.38		 67.65   	 -25.43		
-75.99   	-36.01   	 65.11   	 -81.38		 67.55   	 -25.43		
-76.90   	-32.35   	 64.78   	 -71.21		 67.45   	 -25.43		
-76.90   	-29.30   	 64.50   	 -66.12		 67.34   	 -25.43		
-76.29   	-27.16   	 64.23   	 -45.78		 67.24   	 -25.43		
-74.77   	-25.63   	 64.05   	 -30.52		 67.14   	 -25.43		
-72.94   	-24.11   	 63.93   	 -15.26		 67.04   	 -30.52		
-71.41   	-22.58   	 63.87   	 -10.17		 66.92   	 -25.43		
-71.11   	-21.67   	 63.82   	   0.00		 66.82   	 -30.52		
-71.41   	-21.36   	 63.82   	   0.00		 66.69   	 -30.52		
-71.72   	-21.06   	 63.82   	   0.00		 66.57   	 -35.61		
-71.11   	-19.53   	 63.82   	 -10.17		 66.43   	 -30.52		
-70.80   	-16.48   	 63.78   	 -20.35		 66.31   	 -30.52		
-74.16   	-10.68   	 63.70   	 -25.43		 66.18   	 -35.61		
-85.45   	  0.92   	 63.60   	 -35.61		 66.04   	 -35.61		
-104.68   	 21.06   	 63.46   	 -45.78		 65.90   	 -35.61		
-126.04   	 49.74   	 63.28   	 -45.78		 65.76   	 -35.61		
-133.67   	 85.45   	 63.09   	 -50.86		 65.62   	 -30.52		
-105.29   	122.68   	 62.89   	 -50.86		 65.49   	 -35.61		
-22.89   	158.69   	 62.69   	 -55.95		 65.35   	 -35.61		
113.53   	191.96   	 62.46   	 -55.95		 65.21   	 -35.61		
279.24   	213.62   	 62.24   	 -50.86		 65.07   	 -35.61		
427.86   	195.62   	 62.03   	 -55.95		 64.92   	 -35.61		
513.92   	106.20   	 61.81   	 -45.78		 64.78   	 -30.52		
517.88   	-59.51   	 61.63   	 -50.86		 64.66   	 -35.61		
455.63   	-260.62   	 61.42   	 -45.78		 64.52   	 -35.61		
361.63   	-426.94   	 61.24   	 -40.69		 64.37   	 -30.52		
267.33   	-505.68   	 61.08   	 -40.69		 64.25   	 -30.52		
185.85   	-509.03   	 60.92   	 -40.69		 64.13   	 -30.52		
116.27   	-500.49   	 60.75   	 -35.61		 64.01   	 -30.52		
 58.90   	-534.06   	 60.61   	 -30.52		 63.89   	 -30.52		
 21.97   	-603.03   	 60.49   	 -25.43		 63.76   	 -35.61		
 11.29   	-651.55(R)	 60.39   	 -20.35		 63.62   	 -30.52		
 19.53   	-624.08   	 60.30   	 -15.26		 63.50   	 -30.52		
 29.60   	-512.08   	 60.24   	  -5.09		 63.38   	 -35.61		
 25.63   	-357.67   	 60.22   	   0.00		 63.23   	 -30.52		
  5.49   	-214.54   	 60.22   	   5.09		 63.11   	 -40.69		
-20.75   	-114.14   	 60.24   	   5.09		 62.95   	 -35.61		
-40.28   	-58.29   	 60.26   	 -10.17		 62.81   	 -35.61		
-48.22   	-33.26   	 60.22   	 -20.35		 62.67   	 -40.69		
-47.91   	-21.67   	 60.14   	 -25.43		 62.50   	 -40.69		
-46.39   	-11.90   	 60.04   	 -30.52		 62.34   	 -40.69		
-47.91   	  0.61   	 59.92   	 -20.35		 62.18   	 -40.69		
-51.88   	 14.65   	 59.84(D)	  10.17		 62.01   	 -40.69		
-56.15   	 25.63   	 59.88   	  50.86		 61.85   	 -45.78		
-58.59   	 30.52   	 60.08   	 106.82		 61.67   	 -40.69		
-58.59   	 31.13   	 60.51   	 183.11		 61.51   	 -40.69		
-57.07   	 32.04   	 61.24   	 249.24		 61.34   	 -40.69		
-55.24   	 35.71   	 62.24   	 325.53		 61.18   	 -35.61		
-54.02   	 40.59   	 63.54   	 391.66		 61.04   	 -35.61		
-54.02   	 44.86   	 65.11   	 442.52		 60.89   	 -35.61		
-54.93   	 47.91   	 66.88   	 467.95		 60.75   	 -30.52		
-55.85   	 50.05   	 68.75   	 473.04		 60.63   	 -25.43		
-55.24   	 51.88   	 70.64   	 452.69		 60.53   	 -25.43		
-52.19   	 54.02   	 72.45   	 401.83		 60.43   	 -20.35		
-48.83   	 55.85   	 74.06   	 330.62		 60.35   	 -15.26		
-46.39   	 56.76   	 75.38   	 249.24		 60.28   	 -10.17		
-46.39   	 57.07   	 76.38   	 167.85		 60.24   	  -5.09		
-48.52   	 57.68   	 77.05   	 101.73		 60.22(D)	   0.00		
-50.35   	 57.68   	 77.46   	  71.21		 60.22   	  15.26		
-50.35   	 57.37   	 77.74   	  66.12		 60.28   	  25.43		
-48.52   	 55.85   	 78.01   	  96.64		 60.39   	  50.86		
-45.78   	 54.32   	 78.39   	 152.59		 60.59   	  71.21		
-42.72   	 54.63   	 79.00   	 249.24		 60.87   	 101.73		
-40.28   	 57.68   	 80.00   	 361.14		 61.28   	 132.25		
-38.15   	 62.26   	 81.44   	 457.78		 61.81   	 167.85		
-37.23   	 66.53   	 83.28   	 518.82		 62.48   	 208.54		
-36.93   	 68.97   	 85.35   	 528.99		 63.32   	 244.15		
-36.93   	 68.97   	 87.47   	 478.13		 64.29   	 284.84		
-37.23   	 68.36   	 89.38   	 371.31		 65.43   	 315.36		
-36.93   	 68.66   	 90.86   	 244.15		 66.69   	 350.97		
-36.62   	 69.58   	 91.84   	 111.90		 68.10   	 376.40		
-35.40   	 71.11   	 92.29   	  15.26		 69.60   	 406.92		
-33.26   	 72.33   	 92.35   	 -40.69		 71.23   	 427.26		
-30.52   	 73.85   	 92.19   	 -55.95		 72.94   	 452.69		
-27.16   	 75.99   	 91.96   	 -35.61		 74.75   	 462.87		
-24.72   	 78.74   	 91.82   	   0.00		 76.60   	 478.13		
-23.19   	 81.79   	 91.82   	  45.78		 78.51   	 483.21		
-22.58   	 83.92   	 92.00   	 122.07		 80.45   	 488.30		
-21.97   	 84.84   	 92.49   	 218.72		 82.40   	 488.30		
-20.14   	 85.14   	 93.37   	 340.79		 84.35   	 488.30		
-17.09   	 86.67   	 94.73   	 457.78		 86.31   	 478.13		
-12.51   	 90.64   	 96.56   	 569.68		 88.22   	 478.13		
 -7.93   	 95.52   	 98.84   	 630.72		 90.13   	 462.87		
 -4.27   	100.40   	101.36   	 645.98		 91.98   	 457.78		
 -1.83   	103.76   	103.95   	 595.11		 93.81   	 442.52		
  0.31   	106.20   	106.33   	 508.65		 95.58   	 432.35		
  3.05   	109.25   	108.36   	 401.83		 97.31   	 417.09		
  7.63   	114.75   	109.97   	 295.01		 98.98   	 406.92		
 13.43   	121.77   	111.15   	 193.29		100.61   	 391.66		
 19.53   	128.17   	111.92   	  96.64		102.18   	 376.40		
 25.02   	132.75   	112.31   	  25.43		103.68   	 356.05		
 29.91   	135.50   	112.41   	 -20.35		105.11   	 345.88		
 34.48   	137.94   	112.33   	 -45.78		106.49   	 330.62		
 39.37   	140.99   	112.15   	 -55.95		107.81   	 315.36		
 44.56   	144.96   	111.92   	 -45.78		109.07   	 295.01		
 50.35   	148.93   	111.74   	 -10.17		110.25   	 284.84		
 57.07   	152.89   	111.70   	  61.04		111.39   	 264.50		
 64.09   	156.25   	111.94   	 147.51		112.45   	 249.24		
 72.02   	159.91   	112.53   	 223.80		113.45   	 233.98		
 79.65   	163.88   	113.43   	 259.41		114.38   	 213.63		
 87.28   	167.24   	114.47   	 233.98		115.24   	 203.46		
 94.30   	169.98   	115.40   	 142.42		116.05   	 188.20		
101.01   	170.90   	115.97   	  20.35		116.81   	 172.94		
107.12   	170.29   	116.05(S)	-116.99		117.50   	 157.68		
112.00   	168.76   	115.58   	-244.15		118.13   	 147.51		
116.27   	167.24   	114.61   	-325.53		118.72   	 132.25		
119.93   	166.02   	113.31   	-361.14		119.25   	 116.99		
123.90   	164.49   	111.86   	-340.79		119.71   	 111.90		
127.87   	162.35   	110.50   	-269.58		120.16   	  91.56		
131.53   	159.00   	109.42   	-157.68		120.53   	  86.47		
134.28   	154.42   	108.79   	 -15.26		120.87   	  71.21		
135.50   	148.62   	108.73   	 122.07		121.16   	  55.95		
135.50   	142.82   	109.22   	 223.80		121.38   	  50.86		
133.06   	136.11   	110.11   	 274.67		121.59   	  40.69		
127.26   	128.48   	111.21   	 264.50		121.75   	  30.52		
117.19   	119.63   	112.27   	 198.37		121.87   	  15.26		
104.06   	110.78   	113.06   	  86.47		121.93   	  10.17		
 89.42   	103.15   	113.41   	 -40.69		121.97(S)	   0.00		
 75.07   	 97.66   	113.24   	-157.68		121.97   	 -10.17		
 61.65   	 93.08   	112.61   	-254.32		121.93   	 -25.43		
 49.13   	 86.98   	111.60   	-310.27		121.83   	 -30.52		
 36.62   	 77.82   	110.36   	-335.71		121.71   	 -45.78		
 23.19   	 67.14   	109.01   	-325.53		121.53   	 -50.86		
  9.46   	 57.07   	107.71   	-315.36		121.32   	 -71.21		
 -3.97   	 50.35   	106.45   	-305.19		121.04   	 -76.30		
-15.56   	 45.78   	105.23   	-310.27		120.73   	 -91.56		
-25.33   	 40.89   	103.99   	-335.71		120.37   	-101.73		
-33.57   	 34.18   	102.64   	-356.05		119.96   	-116.99		
-41.20   	 26.86   	101.22   	-376.40		119.49   	-132.25		
-49.13   	 21.67   	 99.71   	-356.05		118.96   	-147.51		
-56.46   	 19.84   	 98.29   	-295.01		118.37   	-162.77		
-62.87   	 20.45   	 97.11   	-203.46		117.72   	-183.11		
-66.83   	 21.36   	 96.30   	 -86.47		116.99   	-203.46		
-69.27   	 20.75   	 95.95   	  20.35		116.17   	-218.72		
-70.50   	 18.62   	 96.03   	  91.56		115.30   	-233.98		
-71.11   	 15.26   	 96.40   	 116.99		114.36   	-254.32		
-71.11   	 11.29   	 96.87   	 101.73		113.35   	-264.50		
-70.50   	  7.63   	 97.27   	  45.78		112.29   	-274.67		
-69.58   	  3.97   	 97.46   	 -30.52		111.19   	-279.75		
-68.97   	  1.53   	 97.33   	-101.73		110.07   	-284.84		
-68.97   	  0.31   	 96.93   	-152.59		108.93   	-284.84		
-69.58   	  0.31   	 96.32   	-188.20		107.79   	-279.75		
-70.50   	  0.31   	 95.56   	-193.29		106.67   	-279.75		
-72.02   	  0.92   	 94.79   	-178.03		105.55   	-269.58		
-73.85   	  2.14   	 94.08   	-152.59		104.48   	-264.50		
-75.38   	  3.66   	 93.47   	-132.25		103.42   	-254.32		
-77.21   	  5.19   	 92.94   	-106.82		102.40   	-249.24		
-78.43   	  6.10   	 92.51   	 -91.56		101.40   	-239.06		
-79.04   	  7.02   	 92.15   	 -91.56		100.45   	-228.89		
-78.13   	  8.85   	 91.78   	 -96.64		 99.53   	-223.80		
-75.68   	 12.21   	 91.39   	-106.82		 98.64   	-213.63		
-72.02   	 15.56   	 90.97   	-111.90		 97.78   	-203.46		
-68.66   	 17.40   	 90.52   	-116.99		 96.97   	-203.46		
-66.53   	 16.17   	 90.05   	-116.99		 96.15   	-188.20		
-66.22   	 13.73   	 89.58   	-111.90		 95.40   	-188.20		
-66.83   	 11.90   	 89.13   	-101.73		 94.65   	-178.03		
-67.14   	 12.21   	 88.73   	 -96.64		 93.94   	-172.94		
-66.22   	 14.04   	 88.34   	 -91.56		 93.24   	-167.85		
-64.70   	 16.48   	 87.98   	 -91.56		 92.57   	-157.68		
-63.78   	 17.40   	 87.61   	-101.73		 91.94   	-157.68		
-63.78   	 16.78   	 87.20   	-111.90		 91.31   	-147.51		
-64.09   	 14.95   	 86.75   	-122.07		 90.72   	-147.51		
-63.78   	 12.82   	 86.27   	-137.33		 90.13   	-137.33		
-62.87   	 10.99   	 85.72   	-137.33		 89.58   	-132.25		
-61.65   	 10.38   	 85.17   	-132.25		 89.05   	-127.16		
-61.34   	 10.38   	 84.64   	-116.99		 88.54   	-122.07		
-61.95   	 11.29   	 84.17   	-101.73		 88.06   	-116.99		
-63.17   	 12.82   	 83.76   	 -81.38		 87.59   	-111.90		
-64.09   	 14.04   	 83.44   	 -71.21		 87.14   	-111.90		
-64.09   	 15.26   	 83.15   	 -61.04		 86.69   	-101.73		
-63.78   	 15.56   	 82.91   	 -66.12		 86.29   	-101.73		
-63.17   	 15.26   	 82.64   	 -76.30		 85.88   	 -96.64		
-62.26   	 14.95   	 82.34   	 -86.47		 85.49   	 -91.56		
-61.95   	 15.56   	 81.99   	 -96.64		 85.13   	 -91.56		
-61.95   	 17.09   	 81.61   	-101.73		 84.76   	 -91.56		
-62.26   	 18.01   	 81.20   	-101.73		 84.39   	 -81.38		
