  I     	  II     	  LV     	  LV'		
-48.52   	-102.54   	 82.24   	 305.19		
-50.35   	-114.44   	 83.46   	 274.67		
-49.13   	-112.92   	 84.56   	 249.24		
-48.83   	-103.15   	 85.55   	 228.89		
-51.27   	-95.21   	 86.47   	 213.63		
-55.54   	-94.60   	 87.32   	 193.29		
-60.73   	-98.88   	 88.10   	 188.20		
-66.22   	-102.54   	 88.85   	 183.11		
-72.94   	-103.15   	 89.58   	 172.94		
-81.79   	-103.76   	 90.27   	 172.94		
-91.25   	-109.25   	 90.97   	 167.85		
-98.88   	-119.02   	 91.64   	 152.59		
-103.15   	-125.43   	 92.25   	 147.51		
-106.20   	-122.38   	 92.84   	 127.16		
-110.47   	-110.78   	 93.35   	 111.90		
-118.10   	-98.88   	 93.79   	  91.56		
-129.09   	-95.21   	 94.16   	  66.12		
-141.91   	-101.01   	 94.42   	  45.78		
-153.20   	-112.30   	 94.61   	  25.43		
-162.35   	-121.77   	 94.71   	  25.43		
-168.15   	-124.21   	 94.81   	  20.35		
-170.90   	-119.32   	 94.89   	  30.52		
-171.51   	-109.86   	 95.01   	  40.69		
-169.68   	-97.05   	 95.18   	  61.04		
-166.02   	-81.48   	 95.42   	  71.21		
-159.30   	-62.56   	 95.71   	  76.30		
-149.84   	-42.11   	 96.01   	  71.21		
-138.24   	-24.72   	 96.30   	  66.12		
-124.51   	-14.04   	 96.56   	  45.78		
-108.34   	 -8.24   	 96.74   	  20.35		
-88.50   	 -3.36   	 96.83(S)	   0.00		
-65.00   	  4.58   	 96.83   	 -30.52		
-40.89   	 14.04   	 96.70   	 -50.86		
-19.84   	 18.62   	 96.50   	 -71.21		
 -4.27   	 16.78   	 96.22   	 -86.47		
  6.10   	 12.21   	 95.87   	-101.73		
 13.12   	 11.60   	 95.46   	-116.99		
 17.40   	 16.48   	 94.99   	-127.16		
 20.14   	 23.50   	 94.49   	-137.33		
 22.58   	 26.86   	 93.94   	-152.59		
 26.55   	 26.25   	 93.33   	-178.03		
 34.18   	 25.63   	 92.61   	-198.37		
 43.33   	 27.47   	 91.82   	-218.72		
 48.52   	 28.99   	 90.95   	-254.32		
 44.86   	 27.16   	 89.93   	-284.84		
 33.57   	 21.97   	 88.79   	-320.45		
 19.53   	 16.48   	 87.51   	-350.97		
  9.77   	 12.51   	 86.10   	-366.22		
  7.63   	  7.93   	 84.64   	-376.40		
 10.07   	  0.61   	 83.13   	-371.31		
 11.90   	-10.07   	 81.65   	-356.05		
 11.29   	-18.92   	 80.22   	-361.14		
 10.07   	-21.36   	 78.78   	-381.48		
 11.29   	-17.09   	 77.25   	-432.35		
 14.95   	 -8.54   	 75.52   	-518.82		
 18.62   	 -0.92   	 73.45   	-610.37		
 19.53   	  2.75   	 71.01   	-712.10		
 16.17   	  0.61   	 68.16   	-798.57		
 10.99   	 -7.02   	 64.96   	-859.61		
  7.32   	-15.26   	 61.53   	-895.22		
  8.24   	-19.23   	 57.94   	-895.22		
 12.51   	-14.95   	 54.36   	-869.78		
 18.31   	 -4.88   	 50.88   	-824.00		
 22.58   	  4.88   	 47.59   	-757.88		
 23.19   	  8.85   	 44.56   	-691.76		
 21.06   	  7.32   	 41.79   	-625.63		
 16.48   	  4.27   	 39.29   	-564.60		
 10.38   	  0.92   	 37.03   	-508.65		
  4.27   	 -5.19   	 34.99   	-467.95		
 -0.61   	-18.31   	 33.12   	-437.43		
 -2.14   	-37.23   	 31.37   	-406.92		
 -1.53   	-53.10   	 29.75   	-396.74		
 -1.22   	-55.54   	 28.16   	-381.48		
 -3.05   	-40.59   	 26.63   	-376.40		
 -6.10   	-14.65   	 25.13   	-366.22		
 -8.24   	  7.32   	 23.66   	-361.14		
 -6.10   	 13.73   	 22.22   	-350.97		
 -0.92   	  2.75   	 20.81   	-340.79		
  3.36   	-17.70   	 19.45   	-315.36		
  3.97   	-34.48   	 18.19   	-300.10		
  1.22   	-38.15   	 16.99   	-274.67		
 -2.44   	-28.38   	 15.89   	-249.24		
 -3.97   	-11.90   	 14.89   	-218.72		
 -2.75   	  0.61   	 14.02   	-198.37		
 -0.92   	  0.92   	 13.22   	-167.85		
 -0.61   	-10.68   	 12.55   	-137.33		
 -2.14   	-26.55   	 12.00   	-122.07		
 -3.97   	-35.71   	 11.52   	 -91.56		
 -4.58   	-32.65   	 11.15   	 -76.30		
 -4.58   	-20.45   	 10.84   	 -50.86		
 -4.58   	 -9.46   	 10.64   	 -40.69		
 -5.19   	 -8.54   	 10.48   	 -15.26		
 -5.80   	-16.48   	 10.42(D)	   0.00		
 -6.41   	-25.63   	 10.42   	  10.17		
 -6.41   	-26.86   	 10.46   	  25.43		
 -4.88   	-16.78   	 10.56   	  40.69		
 -2.44   	 -1.22   	 10.72   	  40.69		
  0.61   	 10.68   	 10.89   	  50.86		
  3.05   	 12.51   	 11.09   	  50.86		
  3.66   	  3.66   	 11.29   	  50.86		
  2.75   	 -9.46   	 11.50   	  45.78		
  1.83   	-18.62   	 11.68   	  50.86		
  2.14   	-17.70   	 11.88   	  50.86		
  3.97   	 -6.41   	 12.09   	  45.78		
  5.80   	 11.90   	 12.27   	  40.69		
  6.41   	 31.13   	 12.43   	  40.69		
  7.63   	 48.22   	 12.59   	  40.69		
 12.21   	 64.70   	 12.76   	  40.69		
 20.75   	 81.48   	 12.92   	  35.61		
 30.52   	 97.66   	 13.06   	  30.52		
 37.84   	109.86   	 13.18   	  30.52		
 41.50   	117.49   	 13.31   	  25.43		
 42.72   	121.46   	 13.41   	  25.43		
 47.00   	126.04   	 13.51   	  20.35		
 57.37   	135.50   	 13.59   	  15.26		
 72.02   	150.45   	 13.65   	  20.35		
 86.67   	165.71   	 13.73   	  15.26		
 95.83   	175.48   	 13.79   	  15.26		
 98.27   	176.70   	 13.86   	  15.26		
 94.60   	167.85   	 13.92   	  20.35		
 86.36   	151.06   	 14.00   	  15.26		
 75.38   	130.31   	 14.06   	  15.26		
 60.73   	108.95   	 14.12   	  15.26		
 41.81   	 89.11   	 14.18   	  20.35		
 19.23   	 70.50   	 14.26   	  20.35		
 -2.75   	 49.74   	 14.34   	  25.43		
-19.23   	 24.72   	 14.45   	  25.43		
-26.86   	 -4.27   	 14.55   	  25.43		
-26.86   	-30.82   	 14.65   	  35.61		
-24.11   	-47.00   	 14.79   	  40.69		
-22.89   	-49.44   	 14.95   	  45.78		
-23.50   	-42.42   	 15.14   	  50.86		
-24.41   	-32.96   	 15.34   	  61.04		
-24.11   	-27.16   	 15.58   	  66.12		
-21.97   	-26.55   	 15.85   	  76.30		
-20.14   	-27.77   	 16.15   	  86.47		
-18.92   	-30.52   	 16.50   	  86.47		
-17.09   	-36.01   	 16.85   	  96.64		
-14.95   	-46.08   	 17.23   	  96.64		
-18.31   	-57.07   	 17.62   	  96.64		
-34.48   	-58.90   	 18.01   	  96.64		
-61.34   	-43.33   	 18.39   	  96.64		
-82.40   	-10.99   	 18.78   	  96.64		
-70.80   	 25.33   	 19.17   	  96.64		
 -2.14   	 53.10   	 19.55   	  96.64		
125.73   	 71.41   	 19.94   	  91.56		
280.76   	101.01   	 20.31   	  91.56		
408.02   	167.85   	 20.67   	  91.56		
459.90   	278.63   	 21.04   	  81.38		
419.92   	406.49   	 21.36   	  86.47		
314.03   	503.54   	 21.71   	  76.30		
190.43   	527.95(R)	 22.01(E)	  71.21		
 93.08   	471.50   	 22.30   	  61.04		
 38.45   	361.94   	 22.54   	  61.04		
 18.31   	244.45   	 22.79   	  50.86		
 16.17   	157.78   	 22.99   	  45.78		
 19.84   	115.36   	 23.17   	  45.78		
 19.53   	102.54   	 23.36   	  40.69		
  5.80   	 90.64   	 23.52   	  45.78		
-28.38   	 52.49   	 23.70   	  50.86		
-79.65   	-18.01   	 23.91   	  61.04		
-131.23   	-101.32   	 24.15   	  81.38		
-161.13   	-165.41   	 24.48   	 101.73		
-156.25   	-188.29   	 24.88   	 137.33		
-124.21   	-172.42   	 25.43   	 162.77		
-85.14   	-140.38   	 26.08   	 208.54		
-56.46   	-114.44   	 26.92   	 244.15		
-43.33   	-104.68   	 27.89   	 284.84		
-40.28   	-105.59   	 29.03   	 325.53		
-39.06   	-105.90   	 30.34   	 361.14		
-36.93   	-100.10   	 31.78   	 401.83		
-35.71   	-90.33   	 33.39   	 437.43		
-37.54   	-82.40   	 35.14   	 483.21		
-42.42   	-80.57   	 37.07   	 513.73		
-47.30   	-84.84   	 39.12   	 559.51		
-48.83   	-91.86   	 41.36   	 595.11		
-46.39   	-97.96   	 43.74   	 630.72		
-42.11   	-100.71   	 46.27   	 671.41		
-38.45   	-100.40   	 48.95   	 691.76		
-38.15   	-97.96   	 51.72   	 701.93		
-41.20   	-93.99   	 54.53   	 701.93		
-45.78   	-88.50   	 57.33   	 676.50		
-48.52   	-82.70   	 60.04   	 656.15		
-47.91   	-79.04   	 62.67   	 615.46		
-45.78   	-80.26   	 65.13   	 579.86		
-44.86   	-86.98   	 67.45   	 534.08		
-44.86   	-95.21   	 69.58   	 503.56		
-44.86   	-101.01   	 71.60   	 462.87		
-44.25   	-101.32   	 73.45   	 437.43		
-44.86   	-95.52   	 75.20   	 412.00		
-48.52   	-86.67   	 76.85   	 386.57		
-55.85   	-77.51   	 78.39   	 366.22		
-62.26   	-71.72   	 79.86   	 350.97		
-62.87   	-70.19   	 81.26   	 325.53		
-56.76   	-74.16   	 82.56   	 305.19		
-49.74   	-83.01   	 83.78   	 289.93		
-47.00   	-95.21   	 84.94   	 274.67		
-52.19   	-106.20   	 86.04   	 254.32		
-62.87   	-112.30   	 87.06   	 244.15		
-74.77   	-113.22   	 88.04   	 228.89		
-83.31   	-111.08   	 88.95   	 218.72		
-87.59   	-109.86   	 89.83   	 203.46		
-89.72   	-111.39   	 90.64   	 198.37		
-92.47   	-114.44   	 91.43   	 178.03		
-97.96   	-115.66   	 92.15   	 172.94		
-104.98   	-114.75   	 92.84   	 152.59		
-111.39   	-113.83   	 93.45   	 142.42		
-117.19   	-115.05   	 94.02   	 127.16		
-123.29   	-119.02   	 94.53   	 116.99		
-132.75   	-124.82   	 94.99   	 101.73		
-146.18   	-130.00   	 95.40   	  86.47		
-161.74   	-134.28   	 95.75   	  76.30		
-175.78   	-137.33   	 96.05   	  66.12		
-184.94   	-137.33   	 96.32   	  55.95		
-187.99   	-131.23   	 96.54   	  45.78		
-185.85   	-118.10   	 96.72   	  45.78		
-180.05   	-101.01   	 96.91   	  35.61		
-173.65   	-86.06   	 97.05   	  30.52		
-168.15   	-76.60   	 97.17   	  30.52		
-164.18   	-70.80   	 97.29   	  25.43		
-160.83   	-62.56   	 97.40   	  20.35		
-155.03   	-47.91   	 97.48   	  15.26		
-142.82   	-27.47   	 97.54   	  10.17		
-123.60   	 -6.71   	 97.58   	   5.09		
-99.79   	  8.24   	 97.60(S)	  -5.09		
-75.38   	 14.95   	 97.58   	 -10.17		
-53.71   	 14.04   	 97.54   	 -20.35		
-36.62   	  9.77   	 97.46   	 -30.52		
-21.97   	  6.71   	 97.33   	 -40.69		
 -8.24   	  7.93   	 97.17   	 -50.86		
  3.36   	 11.90   	 96.97   	 -61.04		
 10.68   	 15.26   	 96.72   	 -76.30		
 12.51   	 14.95   	 96.42   	 -91.56		
  9.77   	 10.99   	 96.05   	-111.90		
  7.02   	  7.02   	 95.60   	-127.16		
  8.24   	  6.41   	 95.10   	-157.68		
 13.12   	  9.16   	 94.47   	-183.11		
 18.31   	 11.60   	 93.73   	-213.63		
 21.67   	 10.07   	 92.88   	-239.06		
 21.67   	  2.44   	 91.92   	-274.67		
 19.53   	 -6.71   	 90.82   	-295.01		
 17.40   	-11.29   	 89.64   	-310.27		
 14.95   	 -8.54   	 88.40   	-320.45		
 12.21   	  0.00   	 87.12   	-340.79		
 10.99   	  8.54   	 85.76   	-371.31		
 11.90   	 12.51   	 84.27   	-417.09		
 14.65   	 10.38   	 82.60   	-483.21		
 18.62   	  3.66   	 80.67   	-544.25		
 21.06   	 -3.05   	 78.49   	-615.46		
 20.75   	 -6.41   	 76.03   	-676.50		
 18.01   	 -5.19   	 73.33   	-727.36		
 13.43   	 -0.31   	 70.42   	-757.88		
  7.63   	  3.36   	 67.39   	-778.23		
  2.44   	  2.44   	 64.27   	-783.31		
  0.61   	 -3.36   	 61.14   	-773.14		
  3.05   	 -9.77   	 58.05   	-752.79		
  8.85   	-12.51   	 55.04   	-722.28		
 14.34   	-10.07   	 52.15   	-681.58		
 16.48   	 -4.88   	 49.42   	-640.89		
 13.12   	 -2.75   	 46.86   	-605.29		
  6.41   	 -6.71   	 44.44   	-564.60		
  0.00   	-14.95   	 42.18   	-534.08		
 -3.36   	-22.89   	 40.04   	-493.39		
 -3.36   	-25.63   	 38.07   	-473.04		
 -1.83   	-22.89   	 36.17   	-447.61		
 -1.53   	-17.40   	 34.38   	-427.26		
 -2.44   	-13.73   	 32.68   	-417.09		
 -3.05   	-14.95   	 31.01   	-396.74		
 -3.05   	-20.45   	 29.42   	-391.66		
 -3.36   	-27.47   	 27.85   	-376.40		
 -5.19   	-32.35   	 26.35   	-361.14		
 -7.93   	-32.96   	 24.90   	-350.97		
 -9.77   	-29.30   	 23.50   	-330.62		
 -8.54   	-21.97   	 22.18   	-310.27		
 -5.19   	-13.43   	 20.94   	-284.84		
 -2.14   	 -7.02   	 19.80   	-264.50		
 -1.53   	 -6.10   	 18.74   	-228.89		
 -2.75   	-11.60   	 17.82   	-203.46		
 -4.58   	-20.14   	 17.01   	-178.03		
 -4.58   	-26.55   	 16.30   	-147.51		
 -2.44   	-26.55   	 15.71   	-116.99		
  1.22   	-20.75   	 15.24   	 -96.64		
  3.36   	-14.34   	 14.85   	 -71.21		
  1.53   	-12.51   	 14.57   	 -55.95		
 -3.97   	-16.17   	 14.34   	 -30.52		
-10.68   	-20.14   	 14.22   	 -20.35		
-14.04   	-19.53   	 14.14(D)	   0.00		
-12.82   	-14.04   	 14.14   	  10.17		
 -8.24   	 -7.93   	 14.18   	  20.35		
 -3.66   	 -5.19   	 14.26   	  30.52		
 -1.22   	 -7.93   	 14.38   	  40.69		
 -1.53   	-14.34   	 14.55   	  50.86		
 -3.66   	-21.06   	 14.75   	  61.04		
 -6.10   	-26.25   	 14.99   	  66.12		
 -7.93   	-27.16   	 15.26   	  66.12		
 -7.32   	-21.97   	 15.52   	  71.21		
 -3.05   	 -8.24   	 15.81   	  71.21		
  4.58   	 13.73   	 16.09   	  71.21		
 12.82   	 38.45   	 16.38   	  66.12		
 17.09   	 57.37   	 16.64   	  61.04		
 17.09   	 65.92   	 16.89   	  50.86		
 15.56   	 66.53   	 17.09   	  50.86		
 17.09   	 68.05   	 17.29   	  45.78		
 24.41   	 79.65   	 17.48   	  35.61		
 36.32   	102.84   	 17.62   	  40.69		
 48.22   	130.31   	 17.78   	  35.61		
 57.07   	151.67   	 17.92   	  35.61		
 62.87   	161.44   	 18.07   	  35.61		
 68.97   	160.83   	 18.21   	  40.69		
 76.90   	156.86   	 18.37   	  35.61		
 85.75   	155.03   	 18.51   	  35.61		
 93.08   	156.86   	 18.66   	  40.69		
 97.96   	159.91   	 18.82   	  30.52		
 98.88   	161.74   	 18.94   	  35.61		
 95.21   	158.39   	 19.08   	  30.52		
 84.53   	148.01   	 19.21   	  25.43		
 63.78   	129.09   	 19.31   	  25.43		
 34.48   	101.93   	 19.41   	  30.52		
  3.97   	 67.75   	 19.53   	  25.43		
-20.45   	 29.91   	 19.63   	  30.52		
-32.65   	 -5.80   	 19.76   	  35.61		
-32.04   	-32.96   	 19.90   	  35.61		
-24.72   	-46.69   	 20.04   	  45.78		
-17.40   	-47.30   	 20.22   	  55.95		
-14.95   	-41.20   	 20.45   	  61.04		
-16.78   	-35.40   	 20.69   	  71.21		
-20.75   	-33.26   	 20.98   	  76.30		
-23.50   	-33.87   	 21.28   	  91.56		
-23.80   	-35.10   	 21.65   	  96.64		
-23.19   	-36.01   	 22.03   	 101.73		
-22.28   	-37.84   	 22.44   	 106.82		
-20.45   	-40.89   	 22.87   	 106.82		
-18.92   	-42.72   	 23.30   	 116.99		
-21.06   	-39.06   	 23.76   	 116.99		
-32.96   	-26.25   	 24.23   	 122.07		
-54.02   	 -3.97   	 24.72   	 116.99		
-70.19   	 21.67   	 25.19   	 122.07		
-54.93   	 43.03   	 25.68   	 116.99		
 16.17   	 57.68   	 26.14   	 111.90		
146.48   	 75.68   	 26.59   	 106.82		
302.43   	117.19   	 27.02   	 101.73		
425.72   	198.36   	 27.43   	  91.56		
465.39   	312.81   	 27.79   	  81.38		
406.49   	427.25   	 28.12   	  76.30		
280.76   	495.30(R)	 28.42(E)	  66.12		
146.18   	486.15   	 28.69   	  61.04		
 51.27   	404.66   	 28.93   	  55.95		
 12.82   	287.17   	 29.16   	  45.78		
 16.17   	179.14   	 29.34   	  45.78		
 33.26   	113.22   	 29.52   	  40.69		
 41.81   	 93.38   	 29.68   	  40.69		
 31.13   	 97.66   	 29.85   	  40.69		
  0.61   	 93.99   	 30.01   	  45.78		
-46.08   	 57.68   	 30.19   	  45.78		
-98.57   	-13.12   	 30.38   	  61.04		
-140.38   	-95.83   	 30.62   	  76.30		
-155.03   	-155.64   	 30.93   	  96.64		
-137.02   	-169.98   	 31.31   	 122.07		
-96.74   	-142.21   	 31.80   	 157.68		
-56.46   	-98.27   	 32.43   	 198.37		
-33.87   	-65.92   	 33.22   	 239.06		
-31.13   	-58.29   	 34.18   	 284.84		
-36.93   	-69.89   	 35.32   	 325.53		
-40.89   	-85.75   	 36.62   	 361.14		
-39.98   	-95.83   	 38.07   	 401.83		
-40.28   	-98.27   	 39.67   	 432.35		
-44.56   	-95.21   	 41.40   	 462.87		
-49.13   	-90.33   	 43.26   	 498.47		
-48.22   	-84.23   	 45.25   	 528.99		
-39.06   	-79.04   	 47.37   	 564.60		
-28.69   	-77.51   	 49.62   	 595.11		
-24.41   	-81.48   	 52.00   	 620.55		
-29.30   	-89.42   	 54.49   	 635.81		
-38.76   	-97.66   	 57.03   	 645.98		
-46.08   	-101.62   	 59.61   	 640.89		
-45.78   	-97.35   	 62.18   	 625.63		
-39.98   	-85.75   	 64.68   	 605.29		
-33.87   	-70.80   	 67.10   	 569.68		
-32.35   	-59.20   	 69.38   	 539.16		
-37.23   	-56.76   	 71.54   	 498.47		
-45.47   	-64.70   	 73.53   	 467.95		
-51.88   	-78.43   	 75.40   	 437.43		
-53.71   	-90.94   	 77.15   	 401.83		
-50.96   	-95.83   	 78.76   	 376.40		
-46.69   	-91.25   	 80.26   	 350.97		
-43.95   	-82.40   	 81.67   	 320.45		
-44.56   	-75.99   	 82.95   	 300.10		
-48.52   	-77.82   	 84.15   	 279.75		
-54.02   	-87.89   	 85.27   	 259.41		
-59.20   	-100.10   	 86.31   	 239.06		
-62.87   	-107.42   	 87.26   	 233.98		
-62.56   	-104.98   	 88.20   	 223.80		
-58.59   	-94.91   	 89.09   	 213.63		
-56.15   	-84.53   	 89.95   	 203.46		
-59.51   	-81.48   	 90.76   	 188.20		
-71.41   	-88.81   	 91.52   	 172.94		
-88.81   	-102.23   	 92.21   	 152.59		
-104.37   	-114.14   	 92.82   	 137.33		
-113.83   	-119.32   	 93.37   	 122.07		
-118.10   	-117.49   	 93.86   	 116.99		
-121.15   	-114.14   	 94.32   	 101.73		
-126.65   	-114.44   	 94.73   	  91.56		
-135.80   	-119.32   	 95.10   	  76.30		
-146.48   	-124.82   	 95.40   	  66.12		
-155.33   	-126.65   	 95.67   	  55.95		
-162.96   	-123.60   	 95.89   	  66.12		
-170.59   	-119.32   	 96.15   	  81.38		
-179.75   	-116.88   	 96.48   	 106.82		
-190.73   	-116.27   	 96.91   	 122.07		
-199.58   	-114.14   	 97.40   	 142.42		
-201.72   	-106.81   	 97.97   	 147.51		
-195.62   	-93.08   	 98.56   	 137.33		
-184.02   	-75.68   	 99.10   	 116.99		
-171.51   	-55.85   	 99.57   	  86.47		
-161.13   	-36.32   	 99.92   	  50.86		
-152.28   	-18.92   	100.12   	  15.26		
-140.99   	 -5.80   	100.18(S)	 -15.26		
-125.12   	  2.14   	100.12   	 -45.78		
-104.06   	  4.58   	 99.94   	 -61.04		
-79.96   	  4.88   	 99.69   	 -71.21		
-55.54   	  6.71   	 99.41   	 -86.47		
-33.57   	 12.82   	 99.06   	 -86.47		
-15.56   	 22.28   	 98.72   	 -91.56		
 -1.83   	 32.35   	 98.35   	-101.73		
  7.93   	 39.67   	 97.94   	-101.73		
 15.56   	 43.33   	 97.54   	-116.99		
 21.06   	 42.42   	 97.07   	-127.16		
 23.80   	 39.37   	 96.56   	-147.51		
 23.50   	 35.71   	 95.97   	-162.77		
 20.45   	 32.04   	 95.32   	-188.20		
 16.48   	 27.77   	 94.57   	-208.54		
 14.65   	 21.97   	 93.73   	-239.06		
 15.87   	 14.65   	 92.78   	-264.50		
 19.23   	  7.32   	 91.72   	-300.10		
 22.58   	  1.22   	 90.52   	-330.62		
 23.19   	 -1.53   	 89.20   	-356.05		
 21.36   	 -0.61   	 87.77   	-381.48		
 18.62   	  2.75   	 86.25   	-381.48		
 16.78   	  6.41   	 84.72   	-371.31		
 16.78   	  9.16   	 83.23   	-340.79		
 18.31   	  9.46   	 81.87   	-310.27		
 20.14   	  8.24   	 80.63   	-310.27		
 21.06   	  6.10   	 79.39   	-335.71		
