  I     	  II     	  AOp     	  AOp'		  FA     	  FA'		
-13.43   	-48.22   	104.21   	-152.59		 98.92   	 -81.38		
 -8.24   	-46.39   	103.60   	-147.51		 98.60   	 -81.38		
 -3.97   	-46.08   	103.01   	-147.51		 98.27   	 -81.38		
 -3.97   	-47.30   	102.42   	-147.51		 97.94   	 -86.47		
 -9.77   	-49.74   	101.83   	-147.51		 97.60   	 -81.38		
-19.23   	-53.10   	101.24   	-147.51		 97.27   	 -81.38		
-27.16   	-56.76   	100.65   	-142.42		 96.95   	 -76.30		
-29.30   	-59.51   	100.08   	-147.51		 96.64   	 -81.38		
-24.41   	-60.73   	 99.49   	-142.42		 96.32   	 -81.38		
-15.56   	-59.51   	 98.92   	-142.42		 95.99   	 -86.47		
 -8.54   	-56.76   	 98.35   	-137.33		 95.65   	 -86.47		
 -6.41   	-54.02   	 97.80   	-142.42		 95.30   	 -81.38		
 -9.46   	-52.80   	 97.23   	-132.25		 94.97   	 -86.47		
-14.04   	-53.41   	 96.70   	-137.33		 94.63   	 -81.38		
-16.78   	-55.24   	 96.15   	-127.16		 94.30   	 -76.30		
-16.48   	-56.76   	 95.65   	-132.25		 94.00   	 -71.21		
-15.26   	-57.98   	 95.12   	-127.16		 93.71   	 -76.30		
-14.95   	-59.51   	 94.61   	-127.16		 93.41   	 -81.38		
-16.78   	-62.26   	 94.10   	-127.16		 93.08   	 -81.38		
-18.92   	-65.61   	 93.59   	-122.07		 92.76   	 -76.30		
-18.31   	-67.75   	 93.10   	-122.07		 92.45   	 -76.30		
-14.34   	-65.92   	 92.61   	-116.99		 92.15   	 -71.21		
 -8.85   	-57.68   	 92.15   	-116.99		 91.86   	 -71.21		
 -5.19   	-42.72   	 91.68   	-116.99		 91.58   	 -66.12		
 -4.88   	-24.41   	 91.21   	-111.90		 91.31   	 -61.04		
 -6.10   	 -5.80   	 90.76   	-111.90		 91.07   	 -61.04		
 -4.58   	  9.46   	 90.32   	-111.90		 90.82   	 -61.04		
  0.92   	 19.23   	 89.87   	-106.82		 90.58   	 -66.12		
  7.63   	 23.50   	 89.44   	-101.73		 90.32   	 -71.21		
 11.90   	 22.28   	 89.03   	-101.73		 90.03   	 -71.21		
 12.51   	 18.31   	 88.63   	 -96.64		 89.75   	 -61.04		
 11.90   	 15.56   	 88.24   	 -96.64		 89.50   	 -66.12		
 14.04   	 19.23   	 87.85   	 -91.56		 89.24   	 -61.04		
 20.75   	 34.18   	 87.49   	 -91.56		 88.99   	 -66.12		
 29.91   	 60.42   	 87.12   	 -86.47		 88.73   	 -71.21		
 37.84   	 89.72   	 86.77   	 -86.47		 88.44   	 -76.30		
 42.42   	108.64   	 86.43   	 -86.47		 88.14   	 -76.30		
 45.47   	106.81   	 86.08   	 -86.47		 87.83   	 -76.30		
 49.44   	 83.92   	 85.74   	 -81.38		 87.53   	 -81.38		
 56.46   	 50.05   	 85.41   	 -81.38		 87.20   	 -81.38		
 64.70   	 20.14   	 85.09   	 -76.30		 86.88   	 -81.38		
 68.97   	  3.05   	 84.78   	 -81.38		 86.55   	 -81.38		
 64.09   	 -3.36   	 84.46   	 -76.30		 86.23   	 -81.38		
 48.83   	 -5.80   	 84.15   	 -81.38		 85.90   	 -81.38		
 27.47   	-10.68   	 83.82   	 -71.21		 85.57   	 -81.38		
  7.02   	-20.14   	 83.54   	 -76.30		 85.25   	 -76.30		
 -7.32   	-31.43   	 83.23   	 -76.30		 84.94   	 -76.30		
-14.65   	-43.64   	 82.93   	 -66.12		 84.64   	 -81.38		
-17.40   	-56.46   	 82.66   	 -71.21		 84.31   	 -76.30		
-19.23   	-69.89   	 82.38   	 -66.12		 84.01   	 -76.30		
-21.67   	-82.09   	 82.12   	 -66.12		 83.70   	 -76.30		
-24.72   	-91.25   	 81.85   	 -66.12		 83.40   	 -71.21		
-27.16   	-97.05   	 81.59   	 -61.04		 83.11   	 -71.21		
-28.69   	-99.49   	 81.34   	 -61.04		 82.83   	 -71.21		
-28.38   	-100.40   	 81.10   	 -61.04		 82.54   	 -76.30		
-26.25   	-100.10   	 80.85   	 -66.12		 82.24   	 -66.12		
-22.28   	-97.96   	 80.59   	 -66.12		 81.97   	 -61.04		
-18.31   	-94.30   	 80.33   	 -66.12		 81.73   	 -55.95		
-16.17   	-90.03   	 80.06   	 -66.12		 81.51   	 -55.95		
-18.62   	-87.28   	 79.80   	 -71.21		 81.28   	 -55.95		
-25.63   	-87.89   	 79.51   	 -66.12		 81.06   	 -50.86		
-34.18   	-91.86   	 79.25   	 -71.21		 80.85   	 -55.95		
-40.28   	-97.96   	 78.96   	 -71.21		 80.63   	 -55.95		
-41.50   	-103.76   	 78.68   	 -66.12		 80.41   	 -61.04		
-39.98   	-110.17   	 78.41   	 -66.12		 80.16   	 -66.12		
-42.11   	-120.54   	 78.15   	 -71.21		 79.90   	 -66.12		
-54.02   	-140.99   	 77.86   	 -66.12		 79.63   	 -71.21		
-78.13   	-175.78   	 77.60   	 -61.04		 79.35   	 -71.21		
-107.42   	-218.51   	 77.35   	 -61.04		 79.06   	 -61.04		
-128.78   	-252.38   	 77.11   	 -61.04		 78.82   	 -66.12		
-121.46   	-254.21   	 76.87   	 -61.04		 78.56   	 -66.12		
-67.14   	-204.77   	 76.62   	 -55.95		 78.29   	 -61.04		
 44.56   	-97.05   	 76.40   	 -55.95		 78.05   	 -61.04		
209.96   	 65.00   	 76.17   	 -55.95		 77.80   	 -61.04		
404.05   	272.22   	 75.95   	 -50.86		 77.56   	 -61.04		
584.41   	520.02   	 75.75   	 -50.86		 77.31   	 -55.95		
702.82   	801.09   	 75.54   	 -55.95		 77.09   	 -66.12		
722.96   	1076.36   	 75.32   	-106.82		 76.83   	-122.07		
477.60   	1314.70(R)	 74.89   	 -55.95		 76.34   	 -55.95		
292.36   	1174.32   	 74.67   	 -55.95		 76.11   	 -55.95		
131.23   	894.78   	 74.45   	 -61.04		 75.89   	 -45.78		
 17.40   	578.31   	 74.20   	 -61.04		 75.71   	 -50.86		
-54.32   	320.74   	 73.96   	 -61.04		 75.50   	 -45.78		
-104.68   	158.69   	 73.71   	 -61.04		 75.32   	 -35.61		
-148.93   	 75.68   	 73.47   	 -66.12		 75.18   	 -35.61		
-185.85   	 37.84   	 73.20   	 -66.12		 75.04   	 -40.69		
-202.94   	 22.89   	 72.94   	 -66.12		 74.87   	 -50.86		
-191.04   	 20.75   	 72.68   	 -61.04		 74.67   	 -50.86		
-155.64   	 22.89   	 72.43   	 -66.12		 74.47   	 -45.78		
-111.69   	 14.34   	 72.17   	 -61.04		 74.28   	 -55.95		
-75.68   	-13.43   	 71.92   	 -55.95		 74.06   	 -55.95		
-54.93   	-55.54   	 71.70   	 -55.95		 73.83   	 -61.04		
-47.00   	-95.52   	 71.47   	 -55.95		 73.59   	 -61.04		
-45.17   	-119.63   	 71.25   	 -45.78		 73.35   	 -61.04		
-43.95   	-127.26   	 71.07   	 -40.69		 73.10   	 -66.12		
-43.03   	-126.34   	 70.91   	 -35.61		 72.84   	 -61.04		
-42.42   	-122.99   	 70.76   	 -25.43		 72.59   	 -55.95		
-41.50   	-121.15   	 70.66   	 -20.35		 72.37   	 -45.78		
-39.37   	-121.46   	 70.58(D)	   5.09		 72.19   	 -55.95		
-36.01   	-123.29   	 70.60   	  20.35		 71.96   	 -50.86		
-32.65   	-126.65   	 70.68   	  50.86		 71.76   	 -45.78		
-31.74   	-130.92   	 70.88   	  86.47		 71.58   	 -50.86		
-32.65   	-135.50   	 71.23   	 127.16		 71.37   	 -40.69		
-33.57   	-139.16   	 71.74   	 172.94		 71.21   	 -30.52		
-32.96   	-140.99   	 72.43   	 228.89		 71.09   	 -25.43		
-30.21   	-140.08   	 73.35   	 274.67		 70.99   	  -5.09		
-26.55   	-136.72   	 74.45   	 330.62		 70.97(D)	  10.17		
-23.80   	-132.45   	 75.77   	 376.40		 71.01   	  30.52		
-21.36   	-130.00   	 77.27   	 412.00		 71.13   	  45.78		
-18.62   	-130.00   	 78.92   	 447.61		 71.31   	  76.30		
-15.56   	-131.53   	 80.71   	 473.04		 71.62   	 132.25		
-14.04   	-132.75   	 82.60   	 483.21		 72.15   	 239.06		
-14.95   	-132.45   	 84.54   	 488.30		 73.10   	 427.26		
-18.01   	-130.92   	 86.49   	 483.21		 74.81   	 712.10		
-20.75   	-129.09   	 88.42   	 478.13		 77.66   	1073.24		
-20.45   	-127.56   	 90.34   	 462.87		 81.95   	1368.26		
-16.17   	-125.12   	 92.19   	 447.61		 87.43   	1434.38		
 -9.77   	-121.15   	 93.98   	 437.43		 93.16   	1256.35		
 -4.27   	-115.97   	 95.73   	 417.09		 98.19   	 946.08		
 -1.53   	-112.61   	 97.40   	 412.00		101.97   	 696.84		
 -0.92   	-112.92   	 99.04   	 391.66		104.76   	 595.11		
 -0.31   	-115.05   	100.61   	 391.66		107.14   	 625.63		
  2.44   	-115.36   	102.18   	 376.40		109.64   	 707.02		
  7.32   	-110.78   	103.68   	 376.40		112.47   	 732.45		
 12.82   	-102.23   	105.19   	 361.14		115.40   	 712.10		
 17.09   	-94.60   	106.63   	 361.14		118.25   	 666.32		
 19.23   	-91.25   	108.08   	 356.05		120.92   	 651.07		
 19.84   	-92.47   	109.50   	 345.88		123.52   	 686.67		
 20.14   	-94.30   	110.88   	 335.71		126.27   	 717.19		
 21.36   	-93.38   	112.23   	 330.62		129.13   	 701.93		
 24.11   	-89.42   	113.55   	 325.53		131.94   	 651.07		
 27.47   	-83.01   	114.85   	 310.27		134.55   	 554.42		
 31.13   	-76.60   	116.09   	 310.27		136.76   	 478.13		
 33.87   	-70.19   	117.33   	 295.01		138.68   	 432.35		
 35.71   	-64.39   	118.51   	 284.84		140.41   	 417.09		
 36.32   	-59.20   	119.65   	 274.67		142.07   	 396.74		
 36.62   	-55.54   	120.75   	 259.41		143.66   	 361.14		
 36.93   	-52.80   	121.79   	 249.24		145.11   	 310.27		
 37.23   	-49.13   	122.79   	 233.98		146.35   	 249.24		
 37.54   	-43.33   	123.72   	 218.72		147.34   	 218.72		
 38.15   	-33.87   	124.60   	 208.54		148.22   	 188.20		
 38.76   	-21.67   	125.43   	 193.29		148.97   	 157.68		
 39.67   	 -8.24   	126.20   	 183.11		149.60   	 122.07		
 39.98   	  3.97   	126.94   	 172.94		150.09   	  91.56		
 38.45   	 12.82   	127.63   	 157.68		150.46   	  66.12		
 35.71   	 17.09   	128.26   	 147.51		150.72   	  50.86		
 32.96   	 18.31   	128.85   	 137.33		150.93   	  61.04		
 32.65   	 19.84   	129.40   	 132.25		151.17   	  66.12		
 34.79   	 22.58   	129.93   	 116.99		151.43   	  55.95		
 37.23   	 26.25   	130.40   	 101.73		151.66   	  40.69		
 37.84   	 28.69   	130.80   	  96.64		151.82   	  15.26		
 34.48   	 27.47   	131.19   	  81.38		151.88(S)	  -5.09		
 27.16   	 22.28   	131.52   	  71.21		151.86   	 -25.43		
 17.70   	 14.34   	131.80   	  61.04		151.76   	 -50.86		
  8.54   	  5.49   	132.04   	  45.78		151.56   	 -66.12		
  1.53   	 -2.44   	132.23   	  35.61		151.29   	 -91.56		
 -3.05   	 -9.16   	132.37   	  20.35		150.93   	-116.99		
 -6.71   	-16.48   	132.45   	  10.17		150.46   	-142.42		
 -9.46   	-26.55   	132.49(S)	 -10.17		149.89   	-167.85		
-12.82   	-38.15   	132.45   	 -20.35		149.22   	-183.11		
-15.26   	-47.91   	132.37   	 -40.69		148.48   	-193.29		
-17.09   	-52.19   	132.21   	 -55.95		147.71   	-218.72		
-19.53   	-50.96   	131.98   	 -76.30		146.84   	-239.06		
-22.89   	-47.30   	131.68   	-106.82		145.88   	-259.41		
-26.55   	-45.78   	131.25   	-127.16		144.84   	-274.67		
-28.38   	-47.91   	130.74   	-152.59		143.74   	-310.27		
-26.25   	-50.66   	130.13   	-183.11		142.50   	-350.97		
-21.67   	-51.27   	129.40   	-213.63		141.10   	-376.40		
-17.40   	-49.13   	128.54   	-239.06		139.59   	-412.00		
-15.26   	-44.86   	127.59   	-264.50		137.94   	-442.52		
-15.87   	-41.81   	126.53   	-279.75		136.17   	-483.21		
-18.62   	-40.89   	125.41   	-295.01		134.24   	-513.73		
-22.28   	-42.11   	124.23   	-300.10		132.19   	-549.34		
-25.94   	-42.72   	123.03   	-295.01		129.99   	-579.86		
-28.38   	-42.11   	121.85   	-295.01		127.67   	-584.94		
-29.30   	-40.28   	120.67   	-274.67		125.33   	-584.94		
-28.38   	-38.15   	119.57   	-259.41		122.99   	-574.77		
-27.77   	-37.54   	118.53   	-244.15		120.69   	-569.68		
-27.77   	-37.54   	117.56   	-223.80		118.41   	-544.25		
-28.38   	-36.62   	116.66   	-208.54		116.24   	-498.47		
-26.55   	-32.96   	115.83   	-188.20		114.24   	-437.43		
-21.06   	-27.47   	115.08   	-178.03		112.49   	-356.05		
-14.65   	-23.19   	114.36   	-167.85		111.07   	-264.50		
-10.99   	-22.28   	113.69   	-162.77		110.01   	-244.15		
-12.82   	-24.41   	113.04   	-152.59		109.03   	-259.41		
-19.53   	-27.77   	112.43   	-147.51		108.00   	-264.50		
-27.16   	-29.91   	111.84   	-147.51		106.94   	-259.41		
-32.35   	-31.13   	111.25   	-142.42		105.90   	-249.24		
-32.65   	-31.13   	110.68   	-142.42		104.90   	-228.89		
-28.38   	-29.60   	110.11   	-142.42		103.99   	-193.29		
-22.28   	-26.86   	109.54   	-142.42		103.21   	-183.11		
-16.48   	-22.58   	108.97   	-137.33		102.48   	-188.20		
-13.12   	-19.84   	108.42   	-142.42		101.73   	-188.20		
-14.34   	-20.45   	107.85   	-142.42		100.98   	-178.03		
-19.53   	-24.11   	107.28   	-142.42		100.26   	-157.68		
-25.63   	-28.69   	106.71   	-147.51		 99.63   	-147.51		
-28.08   	-31.13   	106.12   	-142.42		 99.04   	-137.33		
-25.33   	-30.82   	105.55   	-147.51		 98.49   	-127.16		
-19.53   	-29.60   	104.96   	-147.51		 97.99   	-127.16		
-14.95   	-29.91   	104.37   	-147.51		 97.48   	-132.25		
-14.34   	-32.35   	103.78   	-147.51		 96.95   	-132.25		
-17.70   	-35.40   	103.19   	-147.51		 96.42   	-127.16		
-22.28   	-37.23   	102.60   	-142.42		 95.91   	-122.07		
-25.02   	-37.23   	102.03   	-142.42		 95.42   	-111.90		
-25.33   	-36.93   	101.46   	-137.33		 94.97   	 -96.64		
-24.41   	-37.84   	100.92   	-137.33		 94.59   	 -96.64		
-23.50   	-39.98   	100.37   	-137.33		 94.20   	 -86.47		
-22.58   	-41.50   	 99.82   	-132.25		 93.86   	 -86.47		
-21.67   	-41.81   	 99.29   	-132.25		 93.51   	 -71.21		
-20.14   	-40.89   	 98.76   	-127.16		 93.22   	 -61.04		
-18.62   	-40.28   	 98.25   	-127.16		 92.98   	 -66.12		
-18.92   	-42.11   	 97.74   	-127.16		 92.72   	 -55.95		
-21.67   	-47.30   	 97.23   	-122.07		 92.49   	 -55.95		
-25.94   	-53.71   	 96.74   	-122.07		 92.27   	 -55.95		
-30.52   	-58.59   	 96.26   	-122.07		 92.04   	 -45.78		
-33.57   	-60.12   	 95.77   	-122.07		 91.86   	 -50.86		
-33.87   	-57.68   	 95.28   	-116.99		 91.66   	 -45.78		
-32.35   	-53.10   	 94.81   	-116.99		 91.47   	 -45.78		
-30.21   	-49.13   	 94.34   	-116.99		 91.29   	 -40.69		
-28.38   	-47.00   	 93.88   	-116.99		 91.13   	 -45.78		
-27.47   	-47.30   	 93.41   	-111.90		 90.95   	 -35.61		
-26.86   	-49.44   	 92.96   	-111.90		 90.80   	 -40.69		
-26.25   	-52.19   	 92.51   	-106.82		 90.64   	 -45.78		
-25.94   	-54.63   	 92.09   	-111.90		 90.46   	 -40.69		
-24.72   	-56.76   	 91.64   	-106.82		 90.29   	 -45.78		
-22.58   	-58.59   	 91.21   	-101.73		 90.11   	 -55.95		
-21.06   	-59.81   	 90.80   	-106.82		 89.89   	 -50.86		
-21.97   	-60.42   	 90.38   	-101.73		 89.68   	 -50.86		
-27.16   	-60.73   	 89.97   	-106.82		 89.48   	 -55.95		
-35.40   	-59.81   	 89.54   	 -96.64		 89.26   	 -50.86		
-42.11   	-57.98   	 89.16   	-101.73		 89.05   	 -61.04		
-43.64   	-55.54   	 88.75   	 -96.64		 88.81   	 -50.86		
-38.45   	-51.57   	 88.36   	-101.73		 88.61   	 -61.04		
-28.99   	-43.64   	 87.95   	 -91.56		 88.36   	 -55.95		
-20.45   	-30.21   	 87.59   	 -96.64		 88.14   	 -50.86		
-14.95   	-12.21   	 87.20   	 -96.64		 87.93   	 -50.86		
-12.82   	  5.80   	 86.82   	 -91.56		 87.73   	 -61.04		
-12.51   	 18.92   	 86.45   	 -91.56		 87.49   	 -55.95		
-11.29   	 23.80   	 86.08   	 -91.56		 87.26   	 -55.95		
 -9.16   	 21.06   	 85.72   	 -91.56		 87.04   	 -61.04		
 -6.41   	 14.65   	 85.35   	 -86.47		 86.80   	 -61.04		
 -2.75   	  9.77   	 85.00   	 -91.56		 86.55   	 -55.95		
  1.83   	 10.68   	 84.64   	 -86.47		 86.33   	 -55.95		
  8.54   	 21.67   	 84.29   	 -86.47		 86.10   	 -55.95		
 16.78   	 43.64   	 83.95   	 -86.47		 85.88   	 -61.04		
 22.89   	 70.80   	 83.60   	 -81.38		 85.64   	 -66.12		
 24.41   	 92.77   	 83.28   	 -86.47		 85.37   	 -66.12		
 21.06   	 99.49   	 82.93   	 -81.38		 85.11   	 -71.21		
 17.70   	 87.59   	 82.60   	 -81.38		 84.82   	 -71.21		
 18.62   	 62.56   	 82.28   	 -86.47		 84.54   	 -66.12		
 26.25   	 36.32   	 81.93   	 -76.30		 84.27   	 -66.12		
 36.93   	 17.40   	 81.63   	 -81.38		 84.01   	 -66.12		
 43.95   	  7.32   	 81.30   	 -76.30		 83.74   	 -66.12		
 41.50   	  2.44   	 81.00   	 -76.30		 83.48   	 -76.30		
 29.30   	 -1.22   	 80.69   	 -76.30		 83.17   	 -76.30		
 11.90   	 -5.80   	 80.39   	 -71.21		 82.87   	 -76.30		
 -5.49   	-12.82   	 80.10   	 -66.12		 82.56   	 -76.30		
-18.62   	-24.11   	 79.84   	 -66.12		 82.26   	 -76.30		
-27.16   	-41.50   	 79.57   	 -66.12		 81.95   	 -71.21		
-32.35   	-63.78   	 79.31   	 -66.12		 81.67   	 -71.21		
-35.71   	-84.23   	 79.04   	 -61.04		 81.38   	 -76.30		
-36.93   	-96.13   	 78.80   	 -55.95		 81.08   	 -76.30		
-34.79   	-96.44   	 78.58   	 -61.04		 80.77   	 -66.12		
-29.91   	-89.42   	 78.33   	 -55.95		 80.51   	 -71.21		
-25.02   	-82.09   	 78.11   	 -61.04		 80.22   	 -71.21		
-23.50   	-80.57   	 77.86   	 -55.95		 79.94   	 -71.21		
-25.33   	-84.84   	 77.64   	 -61.04		 79.65   	 -71.21		
-28.99   	-90.64   	 77.40   	 -55.95		 79.37   	 -61.04		
-31.74   	-93.69   	 77.17   	 -61.04		 79.12   	 -61.04		
-32.35   	-93.08   	 76.93   	 -61.04		 78.88   	 -61.04		
-31.43   	-90.33   	 76.68   	 -55.95		 78.64   	 -61.04		
-31.43   	-87.89   	 76.46   	 -55.95		 78.39   	 -61.04		
-32.96   	-88.20   	 76.24   	 -61.04		 78.15   	 -61.04		
-36.32   	-92.77   	 75.99   	 -55.95		 77.90   	 -61.04		
-41.81   	-102.84   	 75.77   	 -50.86		 77.66   	 -66.12		
-51.27   	-121.77   	 75.56   	 -55.95		 77.40   	 -66.12		
-66.83   	-152.89   	 75.34   	 -55.95		 77.13   	 -61.04		
-88.50   	-196.53   	 75.12   	 -50.86		 76.89   	 -61.04		
-112.00   	-243.53   	 74.91   	 -50.86		 76.64   	 -50.86		
-126.34   	-274.96   	 74.71   	 -50.86		 76.44   	 -50.86		
-114.14   	-268.25   	 74.51   	 -45.78		 76.24   	 -45.78		
-57.68   	-206.30   	 74.32   	 -45.78		 76.05   	 -55.95		
 51.57   	-85.45   	 74.14   	 -45.78		 75.83   	 -50.86		
208.13   	 88.50   	 73.96   	 -40.69		 75.63   	 -50.86		
385.74   	306.09   	 73.79   	 -40.69		 75.42   	 -45.78		
542.91   	564.58   	 73.63   	 -45.78		 75.24   	 -45.78		
637.21   	858.46   	 73.45   	 -81.38		 75.06   	-101.73		
550.23   	1346.44   	 73.12   	 -45.78		 74.65   	 -55.95		
393.68   	1379.39(R)	 72.94   	 -45.78		 74.42   	 -55.95		
217.29   	1212.46   	 72.76   	 -50.86		 74.20   	 -45.78		
 64.09   	895.69   	 72.55   	 -50.86		 74.02   	 -40.69		
-43.03   	544.74   	 72.35   	 -50.86		 73.86   	 -35.61		
-105.90   	268.25   	 72.15   	 -50.86		 73.71   	 -30.52		
-141.30   	107.73   	 71.94   	 -55.95		 73.59   	 -35.61		
-166.02   	 41.50   	 71.72   	 -55.95		 73.45   	 -40.69		
-184.94   	 25.33   	 71.50   	 -50.86		 73.29   	 -40.69		
-191.04   	 24.41   	 71.29   	 -55.95		 73.12   	 -50.86		
-178.53   	 23.19   	 71.07   	 -50.86		 72.92   	 -55.95		
-149.84   	 15.56   	 70.86   	 -50.86		 72.70   	 -50.86		
-114.44   	 -4.58   	 70.66   	 -50.86		 72.49   	 -50.86		
-82.70   	-39.06   	 70.46   	 -45.78		 72.29   	 -50.86		
-61.34   	-79.65   	 70.27   	 -40.69		 72.09   	 -55.95		
-50.05   	-113.22   	 70.11   	 -40.69		 71.86   	 -50.86		
-45.47   	-131.23   	 69.95   	 -40.69		 71.66   	 -45.78		
-44.25   	-135.50   	 69.79   	 -30.52		 71.47   	 -50.86		
-43.95   	-132.75   	 69.66   	 -25.43		 71.27   	 -40.69		
-42.72   	-130.00   	 69.56   	 -15.26		 71.11   	 -35.61		
-40.89   	-130.31   	 69.50   	  -5.09		 70.97   	 -35.61		
-38.76   	-133.97   	 69.48(D)	  10.17		 70.82   	 -35.61		
-37.54   	-140.08   	 69.52   	  30.52		 70.68   	 -30.52		
-37.54   	-146.48   	 69.64   	  66.12		 70.56   	 -30.52		
-37.54   	-150.76   	 69.91   	 101.73		 70.44   	 -30.52		
-36.93   	-152.59   	 70.32   	 142.42		 70.32   	 -20.35		
-35.40   	-152.59   	 70.88   	 193.29		 70.23   	 -15.26		
-32.35   	-150.76   	 71.66   	 249.24		 70.17(D)	   0.00		
-27.77   	-147.09   	 72.65   	 295.01		 70.17   	  10.17		
-22.28   	-141.60   	 73.83   	 345.88		 70.21   	  20.35		
-17.40   	-137.02   	 75.22   	 391.66		 70.29   	  45.78		
-14.95   	-134.58   	 76.79   	 427.26		 70.48   	  66.12		
-15.26   	-134.58   	 78.49   	 457.78		 70.74   	  96.64		
-16.17   	-134.89   	 80.33   	 473.04		 71.13   	 157.68		
-15.87   	-133.97   	 82.22   	 483.21		 71.76   	 279.75		
-13.73   	-131.23   	 84.15   	 483.21		 72.88   	 473.04		
-11.90   	-128.48   	 86.08   	 473.04		 74.77   	 757.88		
-12.51   	-127.26   	 87.98   	 462.87		 77.80   	1083.41		
-14.04   	-127.56   	 89.83   	 447.61		 82.14   	1327.56		
-14.04   	-127.26   	 91.62   	 432.35		 87.45   	1358.08		
-10.38   	-124.21   	 93.35   	 417.09		 92.88   	1169.88		
 -5.19   	-118.71   	 95.01   	 406.92		 97.56   	 905.39		
 -2.14   	-113.53   	 96.64   	 396.74		101.18   	 722.28		
 -3.36   	-111.39   	 98.23   	 386.57		104.07   	 651.07		
 -6.71   	-112.92   	 99.78   	 386.57		106.67   	 666.32		
 -8.85   	-115.36   	101.32   	 381.48		109.34   	 707.02		
 -6.71   	-115.97   	102.85   	 381.48		112.17   	 737.54		
 -0.31   	-112.92   	104.37   	 376.40		115.12   	 732.45		
  7.63   	-106.81   	105.88   	 376.40		118.05   	 717.19		
 14.95   	-99.49   	107.39   	 371.31		120.92   	 707.02		
 20.75   	-93.38   	108.87   	 366.22		123.74   	 727.36		
 24.41   	-89.42   	110.34   	 361.14		126.65   	 732.45		
 25.63   	-87.28   	111.78   	 350.97		129.58   	 707.02		
 25.33   	-85.75   	113.18   	 345.88		132.41   	 635.81		
 25.02   	-82.70   	114.57   	 340.79		134.95   	 559.51		
 25.94   	-77.82   	115.93   	 325.53		137.19   	 493.39		
 28.08   	-72.02   	117.23   	 320.45		139.17   	 457.78		
 30.52   	-66.53   	118.51   	 310.27		141.00   	 422.18		
 31.74   	-61.95   	119.76   	 300.10		142.69   	 396.74		
 32.04   	-57.68   	120.96   	 289.93		144.27   	 361.14		
 32.96   	-51.88   	122.12   	 279.75		145.72   	 320.45		
 35.10   	-42.72   	123.23   	 269.58		147.00   	 274.67		
 37.84   	-31.43   	124.31   	 259.41		148.10   	 254.32		
 38.76   	-19.53   	125.35   	 249.24		149.11   	 228.89		
 36.32   	 -9.46   	126.35   	 239.06		150.03   	 213.63		
 31.43   	 -0.92   	127.30   	 223.80		150.88   	 183.11		
 27.16   	  6.71   	128.20   	 213.63		151.62   	 162.77		
 25.94   	 14.95   	129.05   	 203.46		152.27   	 142.42		
 29.30   	 24.41   	129.87   	 188.20		152.84   	 122.07		
 34.48   	 33.26   	130.62   	 178.03		153.33   	 116.99		
 37.84   	 39.37   	131.33   	 157.68		153.79   	 122.07		
 37.23   	 40.89   	131.96   	 152.59		154.28   	  96.64		
 32.65   	 37.54   	132.57   	 132.25		154.67   	  66.12		
 26.55   	 31.13   	133.10   	 122.07		154.93   	  40.69		
 21.97   	 24.11   	133.59   	 106.82		155.10   	  10.17		
 18.62   	 18.01   	134.02   	  91.56		155.14(S)	 -10.17		
 15.56   	 13.73   	134.38   	  81.38		155.10   	 -25.43		
 10.38   	  9.46   	134.71   	  61.04		154.99   	 -35.61		
  3.05   	  3.97   	134.95   	  50.86		154.85   	 -61.04		
 -5.49   	 -3.97   	135.16   	  40.69		154.61   	-101.73		
-12.82   	-12.82   	135.32   	  20.35		154.20   	-132.25		
-16.78   	-20.45   	135.40   	  15.26		153.67   	-152.59		
-17.70   	-25.63   	135.46(S)	  -5.09		153.06   	-172.94		
-15.56   	-28.08   	135.44   	 -15.26		152.37   	-193.29		
-12.82   	-30.21   	135.38   	 -25.43		151.60   	-213.63		
-11.60   	-34.18   	135.28   	 -45.78		150.74   	-239.06		
-12.21   	-39.06   	135.10   	 -61.04		149.79   	-259.41		
-14.04   	-43.33   	134.85   	 -81.38		148.75   	-279.75		
-15.56   	-45.17   	134.53   	-101.73		147.63   	-284.84		
-16.48   	-44.56   	134.12   	-127.16		146.49   	-300.10		
-17.70   	-42.72   	133.61   	-147.51		145.29   	-320.45		
-19.84   	-41.81   	133.02   	-183.11		144.01   	-350.97		
-22.89   	-41.81   	132.29   	-203.46		142.60   	-381.48		
-24.11   	-40.89   	131.47   	-233.98		141.08   	-412.00		
-21.36   	-37.84   	130.54   	-259.41		139.43   	-437.43		
-16.17   	-33.57   	129.50   	-279.75		137.68   	-462.87		
-10.99   	-29.60   	128.38   	-295.01		135.83   	-493.39		
 -9.16   	-28.08   	127.20   	-300.10		133.86   	-523.90		
-11.90   	-28.38   	126.00   	-300.10		131.76   	-534.08		
-17.70   	-29.60   	124.80   	-295.01		129.62   	-549.34		
-24.72   	-29.91   	123.62   	-279.75		127.43   	-559.51		
-29.91   	-28.99   	122.50   	-264.50		125.19   	-569.68		
-31.74   	-26.25   	121.44   	-249.24		122.91   	-559.51		
-29.91   	-22.58   	120.45   	-223.80		120.67   	-539.16		
-25.94   	-18.31   	119.55   	-213.63		118.51   	-508.65		
-21.67   	-15.26   	118.70   	-193.29		116.48   	-447.61		
-17.70   	-13.73   	117.92   	-178.03		114.69   	-366.22		
-14.65   	-14.04   	117.21   	-167.85		113.22   	-284.84		
