  I     	  II     	  AOp     	  AOp'		  AO     	  AO'		
-45.17   	-105.59   	 80.47   	-106.82		 83.72   	-137.33		
-41.20   	-109.56   	 80.04   	 -71.21		 83.17   	-116.99		
-40.59   	-85.75   	 79.76   	 -35.61		 82.71   	-101.73		
-61.34   	-61.34   	 79.61   	  10.17		 82.30   	 -81.38		
-64.70   	-39.98   	 79.65   	  50.86		 81.97   	 -55.95		
-44.56   	 -0.61   	 79.86   	  96.64		 81.75   	 -30.52		
-51.27   	  0.00   	 80.24   	 132.25		 81.63   	 -10.17		
-40.89   	  6.10   	 80.77   	 137.33		 81.59   	   0.00		
-29.60   	 13.73   	 81.32   	 132.25		 81.59   	  10.17		
-36.32   	  0.92   	 81.85   	  91.56		 81.63   	  10.17		
-42.11   	  5.80   	 82.22   	  40.69		 81.67   	  -5.09		
-41.81   	  7.93   	 82.38   	 -30.52		 81.65   	 -25.43		
-43.95   	 13.43   	 82.26   	-106.82		 81.55   	 -45.78		
-51.57   	 14.65   	 81.83   	-172.94		 81.36   	 -71.21		
-54.02   	 18.31   	 81.14   	-223.80		 81.08   	 -96.64		
-57.98   	 22.28   	 80.24   	-239.06		 80.69   	-111.90		
-52.19   	 19.84   	 79.29   	-239.06		 80.24   	-127.16		
-53.41   	 20.45   	 78.33   	-223.80		 79.74   	-132.25		
-55.24   	 25.94   	 77.44   	-188.20		 79.21   	-137.33		
-53.41   	 30.82   	 76.68   	-162.77		 78.66   	-132.25		
-69.89   	 49.44   	 76.03   	-132.25		 78.13   	-132.25		
-111.39   	 90.33   	 75.50   	-127.16		 77.60   	-137.33		
-136.41   	149.54   	 74.99   	-132.25		 77.05   	-137.33		
-124.21   	227.66   	 74.47   	-147.51		 76.50   	-142.42		
-93.08   	314.64   	 73.88   	-167.85		 75.93   	-147.51		
 15.56   	404.36   	 73.20   	-188.20		 75.34   	-152.59		
190.73   	485.53   	 72.45   	-203.46		 74.73   	-157.68		
393.98   	559.69   	 71.64   	-203.46		 74.10   	-157.68		
639.95   	516.97   	 70.82   	-193.29		 73.47   	-157.68		
866.09   	247.19   	 70.05   	-172.94		 72.84   	-147.51		
1030.88   	-121.46   	 69.36   	-142.42		 72.25   	-137.33		
1058.65   	-570.98   	 68.79   	-106.82		 71.70   	-127.16		
950.93   	-935.06   	 68.36   	 -81.38		 71.19   	-111.90		
789.49   	-1029.05   	 68.04   	 -55.95		 70.74   	-101.73		
615.23   	-1063.23(R)	 67.81   	 -50.86		 70.34   	 -91.56		
494.08   	-1038.51   	 67.61   	 -55.95		 69.97   	 -91.56		
415.34   	-945.43   	 67.39   	 -71.21		 69.60   	 -86.47		
339.97   	-831.30   	 67.10   	 -91.56		 69.26   	 -96.64		
255.74   	-581.67   	 66.73   	-127.16		 68.87   	-101.73		
140.08   	-300.90   	 66.23   	-152.59		 68.46   	-111.90		
 43.03   	-99.18   	 65.62   	-183.11		 68.02   	-122.07		
-18.01   	  8.85   	 64.88   	-198.37		 67.53   	-132.25		
-60.73   	 18.92   	 64.09   	-213.63		 67.00   	-142.42		
-74.77   	 29.30   	 63.23   	-208.54		 66.43   	-147.51		
-68.36   	 42.72   	 62.40   	-193.29		 65.84   	-147.51		
-52.19   	 56.76   	 61.63   	-178.03		 65.25   	-152.59		
-49.44   	 79.04   	 60.92   	-137.33		 64.64   	-142.42		
-49.13   	 77.51   	 60.37   	 -96.64		 64.07   	-137.33		
-56.46   	 80.87   	 59.98   	 -50.86		 63.52   	-116.99		
-80.57   	 92.16   	 59.78(D)	   5.09		 63.05   	-101.73		
-88.50   	 87.89   	 59.80   	  66.12		 62.64   	 -81.38		
-79.65   	 88.50   	 60.06   	 127.16		 62.32   	 -45.78		
-64.70   	 94.91   	 60.57   	 183.11		 62.14   	 -15.26		
-48.52   	100.71   	 61.30   	 244.15		 62.08(D)	  25.43		
-45.47   	117.49   	 62.28   	 295.01		 62.18   	  66.12		
-57.98   	117.49   	 63.46   	 345.88		 62.44   	 106.82		
-75.99   	122.38   	 64.84   	 391.66		 62.87   	 152.59		
-80.87   	121.46   	 66.41   	 432.35		 63.48   	 193.29		
-81.18   	114.14   	 68.14   	 467.95		 64.25   	 244.15		
-79.04   	115.36   	 70.01   	 488.30		 65.23   	 279.75		
-69.58   	115.66   	 71.96   	 513.73		 66.35   	 320.45		
-75.99   	115.36   	 74.02   	 513.73		 67.63   	 356.05		
-70.50   	122.07   	 76.07   	 523.90		 69.05   	 386.57		
-65.92   	129.39   	 78.17   	 513.73		 70.60   	 412.00		
-62.87   	126.95   	 80.22   	 503.56		 72.25   	 432.35		
-61.34   	127.87   	 82.24   	 488.30		 73.98   	 442.52		
-64.39   	130.00   	 84.19   	 473.04		 75.75   	 457.78		
-63.17   	130.62   	 86.08   	 457.78		 77.58   	 467.95		
-67.75   	141.30   	 87.91   	 442.52		 79.45   	 473.04		
-65.92   	146.48   	 89.68   	 432.35		 81.34   	 473.04		
-69.27   	157.78   	 91.41   	 422.18		 83.23   	 478.13		
-82.09   	158.08   	 93.10   	 417.09		 85.15   	 483.21		
-79.04   	153.20   	 94.77   	 406.92		 87.08   	 483.21		
-79.96   	164.18   	 96.40   	 396.74		 89.01   	 483.21		
-77.82   	163.57   	 97.99   	 396.74		 90.95   	 488.30		
-62.56   	171.51   	 99.57   	 386.57		 92.90   	 488.30		
-62.26   	184.63   	101.12   	 391.66		 94.85   	 483.21		
-62.26   	180.66   	102.69   	 401.83		 96.78   	 493.39		
-58.59   	199.89   	104.29   	 422.18		 98.76   	 493.39		
-66.22   	227.66   	105.98   	 442.52		100.73   	 498.47		
-68.36   	231.93   	107.75   	 473.04		102.73   	 508.65		
-67.14   	258.18   	109.64   	 508.65		104.76   	 513.73		
-69.27   	274.35   	111.68   	 544.25		106.82   	 528.99		
-64.09   	284.12   	113.86   	 564.60		108.93   	 539.16		
-54.02   	310.67   	116.11   	 579.86		111.09   	 549.34		
-44.86   	332.03   	118.43   	 569.68		113.29   	 549.34		
-39.37   	351.87   	120.71   	 554.42		115.48   	 549.34		
-28.08   	370.18   	122.93   	 528.99		117.68   	 549.34		
-28.08   	400.09   	125.05   	 483.21		119.88   	 544.25		
-22.58   	427.25   	126.98   	 452.69		122.05   	 539.16		
-12.21   	455.63   	128.79   	 422.18		124.21   	 528.99		
 -8.85   	480.35   	130.48   	 401.83		126.33   	 513.73		
 -2.14   	491.03   	132.08   	 401.83		128.38   	 503.56		
  0.92   	507.81   	133.69   	 412.00		130.40   	 493.39		
  9.77   	523.38   	135.34   	 427.26		132.37   	 478.13		
 14.34   	525.21   	137.05   	 452.69		134.28   	 457.78		
 26.86   	531.01   	138.86   	 462.87		136.11   	 452.69		
 40.28   	526.43   	140.71   	 473.04		137.92   	 437.43		
 45.78   	513.31   	142.60   	 462.87		139.67   	 427.26		
 53.41   	505.98   	144.46   	 452.69		141.38   	 417.09		
 47.91   	494.69   	146.27   	 442.52		143.05   	 412.00		
 42.11   	468.14   	148.04   	 422.18		144.70   	 396.74		
 32.35   	444.95   	149.72   	 412.00		146.29   	 386.57		
 18.01   	416.26   	151.37   	 417.09		147.83   	 376.40		
 19.84   	375.67   	153.04   	 412.00		149.34   	 366.22		
 18.31   	346.68   	154.69   	 412.00		150.80   	 356.05		
  9.77   	301.51   	156.34   	 396.74		152.23   	 345.88		
 17.70   	252.38   	157.92   	 366.22		153.61   	 330.62		
  8.54   	223.08   	159.39   	 330.62		154.93   	 325.53		
 -2.75   	184.94   	160.71   	 274.67		156.24   	 310.27		
 -9.46   	159.00   	161.81   	 228.89		157.48   	 305.19		
-18.62   	136.72   	162.73   	 178.03		158.70   	 295.01		
-31.74   	106.51   	163.44   	 142.42		159.88   	 289.93		
-40.89   	 88.81   	164.01   	 116.99		161.04   	 279.75		
-38.45   	 73.24   	164.48   	 101.73		162.16   	 279.75		
-41.20   	 65.61   	164.88   	 106.82		163.28   	 269.58		
-42.11   	 55.24   	165.31   	 122.07		164.35   	 259.41		
-43.95   	 47.30   	165.80   	 137.33		165.39   	 244.15		
-51.57   	 43.64   	166.35   	 152.59		166.37   	 233.98		
-50.66   	 32.96   	166.96   	 152.59		167.30   	 208.54		
-48.52   	 34.18   	167.57   	 147.51		168.14   	 193.29		
-47.30   	 34.79   	168.16   	 127.16		168.91   	 162.77		
-51.88   	 24.72   	168.67   	  96.64		169.56   	 132.25		
-57.68   	 18.92   	169.05   	  61.04		170.09   	 101.73		
-65.00   	 14.04   	169.30   	  10.17		170.50   	  71.21		
-55.85   	  6.71   	169.34(S)	 -45.78		170.78   	  35.61		
-44.86   	  8.54   	169.15   	-106.82		170.93(S)	   0.00		
-51.57   	  3.05   	168.73   	-178.03		170.93   	 -35.61		
-53.71   	  4.27   	168.02   	-244.15		170.78   	 -71.21		
-57.98   	 -1.83   	167.04   	-310.27		170.50   	-116.99		
-59.51   	 -7.63   	165.80   	-361.14		170.03   	-152.59		
-58.59   	 -3.36   	164.35   	-401.83		169.42   	-193.29		
-52.80   	-11.90   	162.75   	-437.43		168.65   	-233.98		
-54.32   	-16.78   	161.00   	-462.87		167.71   	-274.67		
-52.80   	-18.62   	159.14   	-473.04		166.61   	-320.45		
-44.25   	-22.28   	157.25   	-493.39		165.33   	-356.05		
-40.28   	-19.53   	155.28   	-508.65		163.91   	-396.74		
-41.20   	-13.73   	153.24   	-518.82		162.32   	-437.43		
-49.13   	-14.04   	151.17   	-539.16		160.57   	-467.95		
-50.35   	-13.43   	149.01   	-559.51		158.70   	-503.56		
-51.88   	-14.04   	146.77   	-574.77		156.68   	-528.99		
-53.10   	-16.78   	144.48   	-595.11		154.57   	-554.42		
-49.44   	-16.78   	142.10   	-605.29		152.35   	-569.68		
-57.68   	-17.40   	139.67   	-605.29		150.07   	-584.94		
-55.85   	-14.04   	137.25   	-610.37		147.73   	-584.94		
-57.37   	 -9.77   	134.81   	-600.20		145.39   	-590.03		
-62.26   	 -5.19   	132.41   	-579.86		143.03   	-584.94		
-59.51   	  2.75   	130.09   	-564.60		140.69   	-579.86		
-62.56   	  5.19   	127.83   	-539.16		138.37   	-564.60		
-62.56   	  9.46   	125.68   	-518.82		136.11   	-554.42		
-56.76   	 13.43   	123.60   	-488.30		133.90   	-539.16		
-54.32   	 15.87   	121.65   	-467.95		131.74   	-518.82		
-56.46   	 20.14   	119.78   	-442.52		129.66   	-503.56		
-57.37   	 25.94   	118.01   	-417.09		127.65   	-488.30		
-51.88   	 29.60   	116.34   	-401.83		125.70   	-467.95		
-52.19   	 29.30   	114.73   	-376.40		123.82   	-452.69		
-55.24   	 32.04   	113.22   	-361.14		122.01   	-437.43		
-57.98   	 30.52   	111.78   	-345.88		120.26   	-417.09		
-62.87   	 34.48   	110.40   	-325.53		118.60   	-401.83		
-72.33   	 36.01   	109.09   	-310.27		116.99   	-386.57		
-56.15   	 36.01   	107.85   	-300.10		115.44   	-366.22		
-45.17   	 44.56   	106.65   	-289.93		113.98   	-356.05		
-51.27   	 45.78   	105.49   	-274.67		112.55   	-340.79		
-42.11   	 50.05   	104.39   	-269.58		111.19   	-330.62		
-48.83   	 53.41   	103.32   	-254.32		109.87   	-310.27		
-48.83   	 48.83   	102.30   	-249.24		108.63   	-305.19		
-41.20   	 47.00   	101.30   	-233.98		107.41   	-284.84		
-49.44   	 44.25   	100.37   	-223.80		106.27   	-274.67		
-49.44   	 42.72   	 99.47   	-213.63		105.17   	-264.50		
-55.85   	 38.45   	 98.62   	-193.29		104.11   	-249.24		
-57.98   	 39.98   	 97.84   	-178.03		103.11   	-233.98		
-42.72   	 36.01   	 97.13   	-167.85		102.18   	-228.89		
-42.11   	 38.76   	 96.46   	-152.59		101.26   	-208.54		
-46.69   	 41.81   	 95.85   	-147.51		100.43   	-203.46		
-53.41   	 31.74   	 95.26   	-132.25		 99.61   	-188.20		
-48.52   	 35.40   	 94.73   	-132.25		 98.86   	-183.11		
-44.25   	 33.57   	 94.20   	-127.16		 98.13   	-178.03		
-50.05   	 27.16   	 93.69   	-122.07		 97.42   	-167.85		
-44.25   	 28.38   	 93.20   	-127.16		 96.74   	-167.85		
-47.30   	 23.50   	 92.70   	-127.16		 96.07   	-162.77		
-59.20   	 14.04   	 92.19   	-132.25		 95.42   	-162.77		
-47.91   	  8.54   	 91.66   	-137.33		 94.77   	-162.77		
-38.45   	 -7.32   	 91.11   	-137.33		 94.12   	-162.77		
-46.39   	-31.43   	 90.56   	-147.51		 93.47   	-162.77		
-39.67   	-44.25   	 89.97   	-152.59		 92.82   	-162.77		
-46.08   	-66.83   	 89.36   	-157.68		 92.17   	-157.68		
-47.91   	-85.45   	 88.73   	-157.68		 91.54   	-162.77		
-38.15   	-96.13   	 88.10   	-162.77		 90.88   	-162.77		
-50.05   	-117.80   	 87.45   	-157.68		 90.23   	-162.77		
-42.11   	-131.23   	 86.82   	-157.68		 89.58   	-157.68		
-41.81   	-128.17   	 86.18   	-152.59		 88.95   	-152.59		
-60.42   	-136.11   	 85.57   	-147.51		 88.34   	-152.59		
-60.12   	-132.14   	 84.98   	-147.51		 87.73   	-152.59		
-58.90   	-115.97   	 84.39   	-137.33		 87.12   	-142.42		
-54.02   	-116.58   	 83.85   	-132.25		 86.55   	-147.51		
-50.66   	-101.01   	 83.32   	-127.16		 85.96   	-137.33		
-44.25   	-79.65   	 82.81   	-122.07		 85.41   	-137.33		
-38.76   	-74.77   	 82.32   	-116.99		 84.86   	-137.33		
-47.30   	-60.12   	 81.85   	-122.07		 84.31   	-132.25		
-53.41   	-32.65   	 81.36   	-122.07		 83.78   	-132.25		
-43.95   	-10.38   	 80.87   	-122.07		 83.26   	-127.16		
-46.39   	  6.10   	 80.39   	-127.16		 82.75   	-132.25		
-53.71   	 30.52   	 79.88   	-132.25		 82.22   	-137.33		
-48.52   	 38.45   	 79.35   	-142.42		 81.67   	-132.25		
-52.19   	 39.98   	 78.78   	-142.42		 81.14   	-132.25		
-63.48   	 38.76   	 78.21   	-147.51		 80.61   	-132.25		
-57.37   	 35.10   	 77.62   	-152.59		 80.08   	-137.33		
-43.95   	 35.40   	 77.01   	-147.51		 79.53   	-137.33		
-43.03   	 41.81   	 76.42   	-152.59		 78.98   	-132.25		
-39.06   	 45.78   	 75.81   	-142.42		 78.45   	-132.25		
-37.54   	 45.47   	 75.24   	-137.33		 77.92   	-127.16		
-43.33   	 47.61   	 74.69   	-132.25		 77.42   	-132.25		
-47.91   	 45.17   	 74.16   	-122.07		 76.89   	-122.07		
-49.44   	 46.08   	 73.67   	-116.99		 76.40   	-122.07		
-52.19   	 51.27   	 73.20   	-106.82		 75.91   	-122.07		
-56.46   	 52.80   	 72.78   	-106.82		 75.42   	-111.90		
-64.09   	 68.36   	 72.35   	 -91.56		 74.97   	-111.90		
-95.52   	108.34   	 71.98   	 -96.64		 74.53   	-106.82		
-122.07   	180.36   	 71.60   	 -86.47		 74.10   	-101.73		
-132.75   	257.87   	 71.25   	 -81.38		 73.69   	 -96.64		
-101.01   	340.58   	 70.93   	 -81.38		 73.31   	 -96.64		
  0.61   	448.00   	 70.60   	 -76.30		 72.92   	 -86.47		
152.89   	527.95   	 70.29   	 -76.30		 72.57   	 -86.47		
355.22   	631.41   	 69.99   	 -71.21		 72.23   	 -81.38		
592.04   	644.23   	 69.70   	 -66.12		 71.90   	 -76.30		
807.19   	406.49   	 69.44   	 -66.12		 71.60   	 -76.30		
986.94   	 40.28   	 69.18   	 -61.04		 71.29   	 -71.21		
1064.15   	-425.72   	 68.93   	 -55.95		 71.01   	 -71.21		
1001.89   	-832.52   	 68.71   	 -61.04		 70.72   	 -66.12		
879.52   	-987.55   	 68.46   	 -50.86		 70.46   	 -66.12		
733.34   	-1032.41(R)	 68.26   	 -55.95		 70.19   	 -66.12		
600.89   	-1016.24   	 68.04   	 -55.95		 69.93   	 -61.04		
516.66   	-938.42   	 67.81   	 -50.86		 69.68   	 -61.04		
442.20   	-832.82   	 67.61   	 -50.86		 69.44   	 -61.04		
339.66   	-608.52   	 67.41   	 -55.95		 69.20   	 -55.95		
225.83   	-329.59   	 67.18   	 -50.86		 68.97   	 -61.04		
108.03   	-113.22   	 66.98   	 -45.78		 68.73   	 -55.95		
  8.85   	 16.78   	 66.80   	 -50.86		 68.50   	 -61.04		
-44.86   	 49.74   	 66.59   	 -45.78		 68.26   	 -61.04		
-66.53   	 56.15   	 66.41   	 -45.78		 68.02   	 -66.12		
-63.78   	 73.55   	 66.23   	 -35.61		 67.75   	 -61.04		
-47.30   	 83.01   	 66.08   	 -30.52		 67.51   	 -61.04		
-30.21   	 89.72   	 65.96   	 -15.26		 67.26   	 -61.04		
-34.18   	 96.44   	 65.90(D)	   5.09		 67.02   	 -55.95		
-43.64   	 97.35   	 65.92   	  20.35		 66.80   	 -55.95		
-54.63   	 94.60   	 66.00   	  50.86		 66.57   	 -40.69		
-68.05   	104.68   	 66.21   	  76.30		 66.41   	 -35.61		
-72.94   	105.59   	 66.51   	 106.82		 66.27   	 -15.26		
-73.55   	107.73   	 66.94   	 137.33		 66.21(D)	   5.09		
-74.46   	125.43   	 67.49   	 167.85		 66.23   	  25.43		
-77.51   	143.43   	 68.16   	 188.20		 66.33   	  50.86		
-74.46   	134.89   	 68.91   	 218.72		 66.53   	  81.38		
-67.75   	137.33   	 69.79   	 233.98		 66.86   	 106.82		
-59.20   	137.02   	 70.72   	 259.41		 67.28   	 137.33		
-53.10   	131.84   	 71.76   	 279.75		 67.83   	 172.94		
-58.59   	140.08   	 72.88   	 300.10		 68.52   	 198.37		
-63.78   	141.91   	 74.08   	 315.36		 69.32   	 228.89		
-67.75   	138.55   	 75.34   	 330.62		 70.23   	 259.41		
-66.83   	142.82   	 76.66   	 340.79		 71.27   	 279.75		
-63.17   	150.15   	 78.03   	 350.97		 72.39   	 310.27		
-66.22   	151.98   	 79.43   	 361.14		 73.63   	 325.53		
-71.41   	157.47   	 80.87   	 366.22		 74.93   	 350.97		
-69.58   	157.78   	 82.34   	 376.40		 76.34   	 361.14		
-70.50   	156.56   	 83.85   	 376.40		 77.78   	 376.40		
-59.20   	163.27   	 85.35   	 381.48		 79.29   	 396.74		
-52.80   	169.68   	 86.88   	 386.57		 80.87   	 406.92		
-54.63   	175.17   	 88.42   	 386.57		 82.50   	 417.09		
-56.15   	181.58   	 89.97   	 396.74		 84.17   	 437.43		
-62.26   	183.72   	 91.56   	 401.83		 85.92   	 442.52		
-61.95   	189.21   	 93.16   	 417.09		 87.69   	 457.78		
-65.31   	199.89   	 94.83   	 432.35		 89.52   	 473.04		
-74.16   	202.64   	 96.56   	 452.69		 91.41   	 478.13		
-70.80   	211.79   	 98.37   	 483.21		 93.33   	 493.39		
-64.39   	219.73   	100.30   	 498.47		 95.30   	 508.65		
-68.36   	227.97   	102.30   	 528.99		 97.33   	 513.73		
-54.32   	247.19   	104.41   	 544.25		 99.39   	 528.99		
-53.41   	254.82   	106.59   	 559.51		101.51   	 534.08		
-56.46   	278.63   	108.83   	 564.60		103.64   	 544.25		
-57.37   	298.46   	111.09   	 569.68		105.82   	 554.42		
-52.19   	316.47   	113.37   	 569.68		108.04   	 564.60		
-48.52   	348.51   	115.65   	 569.68		110.29   	 564.60		
-50.35   	360.11   	117.92   	 559.51		112.55   	 564.60		
-34.48   	384.22   	120.16   	 549.34		114.81   	 569.68		
-28.69   	411.38   	122.36   	 554.42		117.09   	 569.68		
-27.77   	434.57   	124.58   	 549.34		119.37   	 559.51		
-20.14   	459.59   	126.77   	 549.34		121.61   	 559.51		
-22.58   	478.21   	128.97   	 549.34		123.84   	 549.34		
-14.65   	497.74   	131.17   	 539.16		126.04   	 544.25		
 -7.32   	510.56   	133.33   	 528.99		128.22   	 528.99		
 -4.27   	529.17   	135.44   	 508.65		130.34   	 523.90		
  9.16   	545.04   	137.48   	 478.13		132.43   	 513.73		
  9.77   	552.06   	139.39   	 457.78		134.49   	 503.56		
 17.70   	561.83   	141.22   	 432.35		136.50   	 493.39		
 38.76   	554.81   	142.95   	 422.18		138.47   	 483.21		
 41.81   	546.57   	144.64   	 422.18		140.41   	 473.04		
 44.56   	532.23   	146.33   	 432.35		142.30   	 467.95		
 53.10   	514.22   	148.06   	 452.69		144.17   	 457.78		
 56.46   	503.54   	149.87   	 483.21		146.00   	 447.61		
 58.29   	478.82   	151.80   	 508.65		147.79   	 437.43		
 62.56   	452.58   	153.83   	 513.73		149.54   	 422.18		
 50.05   	413.21   	155.89   	 498.47		151.23   	 406.92		
 34.18   	368.65   	157.88   	 462.87		152.86   	 391.66		
 36.93   	331.42   	159.73   	 401.83		154.42   	 371.31		
 33.87   	290.83   	161.34   	 335.71		155.91   	 356.05		
 21.67   	253.91   	162.69   	 254.32		157.33   	 340.79		
 15.26   	221.86   	163.70   	 178.03		158.70   	 325.53		
  3.97   	192.26   	164.41   	 116.99		160.00   	 315.36		
-14.04   	160.83   	164.88   	  81.38		161.26   	 295.01		
-15.26   	146.18   	165.21   	  50.86		162.44   	 284.84		
-22.58   	128.17   	165.41   	  50.86		163.58   	 269.58		
-40.28   	104.98   	165.61   	  61.04		164.66   	 249.24		
-39.98   	 95.83   	165.86   	  71.21		165.66   	 239.06		
-32.96   	 76.90   	166.14   	  91.56		166.61   	 213.63		
-31.43   	 62.87   	166.51   	  96.64		167.47   	 198.37		
-22.58   	 55.85   	166.90   	 101.73		168.26   	 178.03		
-28.38   	 51.57   	167.30   	  91.56		168.97   	 157.68		
-38.45   	 49.44   	167.67   	  76.30		169.60   	 132.25		
-39.67   	 44.25   	167.97   	  50.86		170.13   	 106.82		
-32.65   	 47.00   	168.18   	  20.35		170.56   	  91.56		
-29.30   	 45.78   	168.26(S)	 -20.35		170.93   	  66.12		
-32.04   	 33.57   	168.18   	 -61.04		171.19   	  40.69		
-38.76   	 32.35   	167.93   	 -96.64		171.35   	  15.26		
-50.05   	 26.25   	167.55   	-142.42		171.41(S)	 -15.26		
-44.86   	 15.56   	166.98   	-172.94		171.35   	 -35.61		
-36.62   	 20.75   	166.29   	-203.46		171.21   	 -66.12		
-24.11   	 23.19   	165.47   	-233.98		170.95   	 -96.64		
-17.09   	 11.60   	164.54   	-254.32		170.56   	-127.16		
-19.23   	 21.36   	163.52   	-279.75		170.05   	-157.68		
-30.52   	 11.60   	162.40   	-305.19		169.42   	-193.29		
-41.50   	 14.65   	161.18   	-325.53		168.65   	-223.80		
-54.02   	 19.23   	159.88   	-350.97		167.75   	-264.50		
-53.71   	  1.53   	158.47   	-376.40		166.69   	-295.01		
-47.91   	 10.07   	156.97   	-406.92		165.51   	-335.71		
-29.91   	  2.44   	155.34   	-432.35		164.17   	-376.40		
-15.56   	 -0.92   	153.61   	-467.95		162.66   	-412.00		
-16.17   	 10.68   	151.74   	-498.47		161.02   	-447.61		
-19.84   	  0.92   	149.75   	-528.99		159.23   	-483.21		
-23.50   	  0.00   	147.63   	-549.34		157.29   	-513.73		
-32.04   	 -3.36   	145.43   	-569.68		155.24   	-539.16		
-41.20   	 -5.49   	143.15   	-579.86		153.08   	-559.51		
-47.61   	  0.31   	140.83   	-584.94		150.84   	-574.77		
-61.65   	 -1.22   	138.49   	-584.94		148.54   	-584.94		
-62.87   	 10.68   	136.15   	-574.77		146.20   	-584.94		
-61.34   	 11.29   	133.86   	-559.51		143.87   	-584.94		
-61.95   	 13.43   	131.62   	-539.16		141.53   	-579.86		
-51.57   	 23.80   	129.46   	-523.90		139.21   	-564.60		
-49.13   	 19.84   	127.36   	-493.39		136.95   	-549.34		
-36.93   	 31.13   	125.39   	-473.04		134.75   	-534.08		
-15.56   	 35.40   	123.50   	-447.61		132.61   	-513.73		
-21.36   	 32.96   	121.71   	-417.09		130.56   	-493.39		
-30.21   	 40.28   	120.04   	-396.74		128.59   	-473.04		
-49.74   	 39.06   	118.45   	-371.31		126.69   	-457.78		
-74.77   	 38.76   	116.97   	-350.97		124.86   	-437.43		
-78.74   	 44.56   	115.56   	-335.71		123.11   	-417.09		
-68.66   	 52.49   	114.22   	-320.45		121.44   	-401.83		
-60.42   	 52.80   	112.94   	-310.27		119.84   	-381.48		
-45.17   	 57.37   	111.70   	-300.10		118.31   	-371.31		
-39.06   	 52.49   	110.50   	-289.93		116.83   	-361.14		
-34.48   	 51.88   	109.34   	-279.75		115.38   	-340.79		
-34.79   	 53.10   	108.22   	-279.75		114.02   	-335.71		
-33.87   	 58.59   	107.10   	-269.58		112.68   	-320.45		
-34.48   	 65.61   	106.02   	-259.41		111.39   	-310.27		
-50.05   	 59.51   	104.98   	-259.41		110.15   	-300.10		
-54.93   	 51.27   	103.95   	-249.24		108.95   	-289.93		
-62.56   	 47.91   	102.95   	-249.24		107.79   	-284.84		
-67.14   	 51.57   	101.95   	-239.06		106.65   	-269.58		
-52.80   	 58.59   	101.00   	-233.98		105.57   	-269.58		
-42.11   	 60.42   	100.06   	-228.89		104.50   	-254.32		
-31.13   	 56.15   	 99.15   	-223.80		103.48   	-249.24		
-22.28   	 48.52   	 98.25   	-218.72		102.48   	-244.15		
-23.80   	 40.89   	 97.37   	-213.63		101.51   	-239.06		
-34.18   	 41.50   	 96.52   	-208.54		100.55   	-228.89		
-38.45   	 38.45   	 95.69   	-203.46		 99.63   	-228.89		
-40.59   	 32.35   	 94.87   	-198.37		 98.72   	-218.72		
-42.42   	 11.90   	 94.08   	-193.29		 97.84   	-213.63		
-36.62   	 -9.77   	 93.31   	-188.20		 96.99   	-203.46		
-39.67   	-25.02   	 92.55   	-183.11		 96.17   	-208.54		
-52.49   	-54.32   	 91.82   	-178.03		 95.34   	-198.37		
-54.93   	-57.37   	 91.11   	-172.94		 94.55   	-193.29		
-63.48   	-77.82   	 90.42   	-172.94		 93.77   	-188.20		
-58.59   	-96.74   	 89.72   	-172.94		 93.02   	-188.20		
-48.52   	-101.62   	 89.03   	-172.94		 92.27   	-183.11		
-35.10   	-118.10   	 88.34   	-167.85		 91.54   	-178.03		
-24.11   	-114.44   	 87.67   	-172.94		 90.82   	-172.94		
-27.47   	-112.30   	 86.98   	-167.85		 90.13   	-172.94		
-31.74   	-114.44   	 86.31   	-162.77		 89.44   	-172.94		
-48.22   	-102.84   	 85.66   	-157.68		 88.75   	-162.77		
-56.76   	-101.62   	 85.03   	-152.59		 88.10   	-162.77		
-55.24   	-94.30   	 84.41   	-147.51		 87.45   	-162.77		
-53.71   	-72.63   	 83.82   	-142.42		 86.80   	-152.59		
-41.81   	-68.97   	 83.26   	-137.33		 86.18   	-152.59		
-34.48   	-47.61   	 82.71   	-137.33		 85.57   	-152.59		
-39.67   	 -7.02   	 82.16   	-127.16		 84.96   	-142.42		
-36.01   	  3.66   	 81.65   	-132.25		 84.39   	-142.42		
-36.62   	 35.40   	 81.12   	-127.16		 83.82   	-137.33		
-39.98   	 52.19   	 80.61   	-122.07		 83.28   	-137.33		
-34.79   	 45.47   	 80.12   	-127.16		 82.73   	-132.25		
-35.10   	 54.32   	 79.61   	-122.07		 82.20   	-127.16		
-34.48   	 52.49   	 79.12   	-122.07		 81.69   	-132.25		
-36.62   	 48.22   	 78.64   	-122.07		 81.16   	-122.07		
-35.10   	 47.30   	 78.15   	-122.07		 80.67   	-122.07		
-27.77   	 47.61   	 77.66   	-116.99		 80.18   	-122.07		
-40.28   	 46.69   	 77.19   	-116.99		 79.69   	-116.99		
-41.50   	 49.13   	 76.72   	-116.99		 79.23   	-116.99		
-39.98   	 52.80   	 76.26   	-106.82		 78.76   	-111.90		
-37.84   	 57.98   	 75.83   	-106.82		 78.31   	-106.82		
-28.69   	 53.71   	 75.40   	-101.73		 77.88   	-106.82		
-26.25   	 61.34   	 74.99   	 -96.64		 77.46   	-106.82		
-29.30   	 64.70   	 74.61   	 -91.56		 77.03   	-101.73		
-54.93   	 73.55   	 74.24   	 -86.47		 76.62   	 -96.64		
