  I     	  II     	  LVp     	  LVp'		
-44.56   	-104.68   	113.16   	 635.81		
-40.89   	-101.01   	115.71   	 610.37		
-37.84   	-101.01   	118.15   	 590.03		
-36.01   	-102.84   	120.51   	 569.68		
-34.79   	-104.06   	122.79   	 559.51		
-33.26   	-102.84   	125.02   	 554.42		
-29.30   	-98.88   	127.24   	 544.25		
-23.19   	-93.38   	129.42   	 534.08		
-17.09   	-86.98   	131.56   	 528.99		
-12.82   	-78.74   	133.67   	 513.73		
-10.68   	-67.75   	135.73   	 508.65		
 -9.46   	-54.02   	137.76   	 498.47		
 -6.10   	-40.28   	139.76   	 483.21		
  0.61   	-30.21   	141.69   	 473.04		
  9.16   	-22.28   	143.58   	 462.87		
 18.62   	-12.82   	145.43   	 442.52		
 26.86   	  1.22   	147.20   	 427.26		
 33.87   	 20.14   	148.91   	 401.83		
 38.76   	 38.76   	150.52   	 386.57		
 41.81   	 52.80   	152.06   	 371.31		
 43.03   	 61.65   	153.55   	 361.14		
 44.25   	 68.66   	154.99   	 345.88		
 46.39   	 76.29   	156.38   	 335.71		
 50.96   	 83.31   	157.72   	 325.53		
 56.15   	 87.28   	159.02   	 315.36		
 60.42   	 88.50   	160.28   	 310.27		
 62.87   	 89.42   	161.53   	 295.01		
 61.65   	 92.16   	162.71   	 284.84		
 57.68   	 95.52   	163.84   	 274.67		
 50.96   	 95.83   	164.94   	 259.41		
 43.03   	 90.64   	165.98   	 254.32		
 35.10   	 80.26   	167.00   	 249.24		
 28.69   	 67.44   	168.00   	 233.98		
 24.41   	 54.93   	168.93   	 223.80		
 21.67   	 42.72   	169.83   	 218.72		
 18.31   	 29.30   	170.70   	 208.54		
 12.82   	 14.95   	171.54   	 198.37		
  5.19   	  0.92   	172.33   	 188.20		
 -2.75   	-11.60   	173.08   	 178.03		
 -8.54   	-21.06   	173.79   	 162.77		
-11.90   	-28.69   	174.44   	 157.68		
-14.65   	-36.32   	175.08   	 137.33		
-18.92   	-45.78   	175.62   	 127.16		
-24.11   	-57.07   	176.13   	 106.82		
-28.99   	-68.05   	176.56   	  96.64		
-31.74   	-75.68   	176.95   	  76.30		
-32.35   	-79.04   	177.25   	  61.04		
-32.65   	-79.35   	177.50   	  40.69		
-33.87   	-79.65   	177.66   	  20.35		
-35.40   	-81.48   	177.74   	   5.09		
-36.32   	-84.84   	177.76(S)	 -20.35		
-36.32   	-86.36   	177.68   	 -40.69		
-35.71   	-85.75   	177.52   	 -66.12		
-35.40   	-82.70   	177.25   	 -91.56		
-36.01   	-80.26   	176.89   	-116.99		
-37.23   	-80.57   	176.42   	-142.42		
-38.15   	-83.31   	175.85   	-172.94		
-39.06   	-86.36   	175.16   	-198.37		
-40.89   	-88.50   	174.36   	-228.89		
-42.11   	-88.20   	173.45   	-264.50		
-42.72   	-86.06   	172.39   	-305.19		
-42.42   	-83.92   	171.17   	-350.97		
-41.20   	-84.23   	169.77   	-412.00		
-39.67   	-85.75   	168.12   	-478.13		
-38.76   	-87.89   	166.20   	-559.51		
-38.15   	-89.42   	163.97   	-640.89		
-37.84   	-90.64   	161.40   	-727.36		
-37.84   	-92.47   	158.49   	-808.75		
-38.15   	-95.52   	155.26   	-890.13		
-38.76   	-98.27   	151.70   	-966.43		
-40.28   	-97.96   	147.83   	-1027.46		
-42.42   	-93.99   	143.72   	-1093.59		
-44.56   	-87.89   	139.35   	-1144.45		
-45.47   	-82.70   	134.77   	-1190.23		
-44.56   	-82.09   	130.01   	-1225.83		
-42.72   	-86.36   	125.11   	-1256.35		
-41.20   	-92.77   	120.08   	-1276.70		
-40.59   	-98.27   	114.97   	-1291.96		
-40.28   	-99.49   	109.81   	-1291.96		
-38.76   	-94.91   	104.64   	-1286.87		
-35.40   	-85.14   	 99.49   	-1276.70		
-30.82   	-71.41   	 94.38   	-1261.44		
-25.94   	-54.93   	 89.34   	-1236.01		
-22.28   	-35.71   	 84.39   	-1210.58		
-18.92   	-14.04   	 79.55   	-1180.06		
-15.26   	  8.24   	 74.83   	-1149.54		
-10.99   	 26.86   	 70.23   	-1103.76		
 -6.71   	 38.76   	 65.82   	-1068.15		
 -3.66   	 43.33   	 61.55   	-1017.29		
 -2.14   	 42.72   	 57.48   	-976.60		
 -0.92   	 43.95   	 53.57   	-915.56		
  2.44   	 51.57   	 49.91   	-869.78		
  7.93   	 66.22   	 46.43   	-808.75		
 13.73   	 82.40   	 43.19   	-747.71		
 16.48   	 93.38   	 40.20   	-696.84		
 14.04   	 93.69   	 37.42   	-640.89		
  7.02   	 83.92   	 34.85   	-579.86		
 -0.31   	 68.36   	 32.53   	-534.08		
 -3.97   	 51.57   	 30.40   	-488.30		
 -1.83   	 34.48   	 28.44   	-437.43		
  5.19   	 16.17   	 26.69   	-401.83		
 14.04   	 -2.75   	 25.09   	-361.14		
 20.75   	-19.53   	 23.64   	-325.53		
 22.28   	-31.43   	 22.34   	-289.93		
 18.01   	-37.23   	 21.18   	-259.41		
  9.46   	-40.28   	 20.14   	-228.89		
 -1.22   	-46.08   	 19.23   	-198.37		
-12.21   	-58.90   	 18.43   	-172.94		
-22.89   	-78.43   	 17.74   	-137.33		
-31.13   	-100.10   	 17.19   	-111.90		
-36.32   	-118.10   	 16.74   	 -86.47		
-37.23   	-127.26   	 16.40   	 -61.04		
-33.87   	-127.87   	 16.15   	 -35.61		
-28.38   	-123.29   	 16.01   	 -15.26		
-23.80   	-118.10   	 15.95(D)	   0.00		
-22.89   	-114.75   	 15.95   	  15.26		
-24.72   	-113.83   	 16.01   	  30.52		
-28.08   	-113.83   	 16.13   	  35.61		
-31.43   	-113.22   	 16.28   	  50.86		
-34.18   	-111.39   	 16.48   	  50.86		
-36.93   	-106.20   	 16.68   	  61.04		
-39.67   	-93.99   	 16.93   	  71.21		
-41.81   	-70.19   	 17.21   	  76.30		
-37.23   	-28.99   	 17.52   	  86.47		
-17.40   	 37.54   	 17.86   	  91.56		
 25.63   	141.91   	 18.23   	 106.82		
 96.44   	296.33   	 18.66   	 116.99		
190.12   	500.49   	 19.13   	 127.16		
291.75   	733.95   	 19.63   	 137.33		
383.30   	944.82   	 20.18   	 147.51		
446.17   	1060.18(R)	 20.77(E)	 152.59		
465.70   	1021.12   	 21.38   	 152.59		
430.30   	821.23   	 21.99   	 152.59		
335.39   	518.80   	 22.60   	 157.68		
192.57   	218.51   	 23.23   	 152.59		
 34.18   	 15.26   	 23.85   	 157.68		
-94.60   	-57.07   	 24.48   	 152.59		
-157.47   	-34.48   	 25.09   	 167.85		
-149.54   	 12.21   	 25.76   	 172.94		
-101.01   	 28.69   	 26.45   	 198.37		
-55.54   	  3.66   	 27.24   	 223.80		
-39.67   	-42.72   	 28.14   	 269.58		
-51.27   	-84.53   	 29.22   	 315.36		
-69.89   	-109.86   	 30.48   	 381.48		
-78.43   	-121.77   	 32.00   	 447.61		
-72.94   	-128.78   	 33.79   	 534.08		
-62.87   	-135.19   	 35.93   	 610.37		
-57.07   	-140.99   	 38.37   	 701.93		
-57.07   	-145.26   	 41.18   	 783.31		
-60.12   	-147.09   	 44.31   	 859.61		
-62.26   	-145.87   	 47.75   	 935.91		
-61.65   	-143.43   	 51.50   	1007.12		
-59.20   	-141.91   	 55.52   	1052.90		
-56.76   	-141.91   	 59.74   	1103.76		
-54.32   	-142.21   	 64.15   	1124.11		
-52.19   	-139.47   	 68.65   	1129.19		
-50.35   	-133.06   	 73.16   	1124.11		
-48.22   	-123.60   	 77.66   	1093.59		
-45.78   	-115.05   	 82.03   	1057.98		
-42.42   	-110.17   	 86.27   	1002.03		
-39.37   	-109.25   	 90.27   	 946.08		
-36.62   	-109.56   	 94.06   	 890.13		
-35.71   	-108.03   	 97.62   	 829.09		
-36.93   	-104.06   	100.94   	 778.23		
-39.06   	-99.18   	104.05   	 742.62		
-39.98   	-95.83   	107.02   	 701.93		
-37.54   	-93.69   	109.83   	 676.50		
-32.04   	-90.94   	112.53   	 656.15		
-24.41   	-85.75   	115.16   	 640.89		
-17.70   	-78.74   	117.72   	 625.63		
-14.04   	-70.80   	120.22   	 620.55		
-13.73   	-62.87   	122.71   	 610.37		
-14.34   	-54.32   	125.15   	 600.20		
-14.04   	-45.17   	127.55   	 600.20		
-10.99   	-36.32   	129.95   	 595.11		
 -5.19   	-28.38   	132.33   	 584.94		
  2.14   	-21.06   	134.67   	 574.77		
  9.46   	-13.73   	136.97   	 564.60		
 15.87   	 -5.49   	139.23   	 544.25		
 21.36   	  5.19   	141.40   	 528.99		
 25.63   	 17.40   	143.52   	 513.73		
 30.52   	 31.13   	145.57   	 488.30		
 36.93   	 45.47   	147.53   	 473.04		
 44.25   	 59.81   	149.42   	 457.78		
 51.27   	 72.02   	151.25   	 432.35		
 55.85   	 82.09   	152.98   	 422.18		
 58.29   	 90.33   	154.67   	 391.66		
 59.20   	 98.27   	156.24   	 376.40		
 60.12   	108.34   	157.74   	 356.05		
 62.26   	120.54   	159.17   	 330.62		
 64.39   	133.06   	160.49   	 315.36		
 65.61   	142.21   	161.75   	 300.10		
 64.09   	145.57   	162.95   	 279.75		
 60.42   	142.21   	164.07   	 274.67		
 55.24   	134.28   	165.17   	 259.41		
 49.44   	123.90   	166.20   	 244.15		
 43.95   	112.61   	167.18   	 239.06		
 39.37   	100.71   	168.14   	 223.80		
 34.18   	 87.89   	169.03   	 213.63		
 28.38   	 74.77   	169.89   	 203.46		
 21.06   	 61.95   	170.70   	 193.29		
 12.82   	 50.05   	171.47   	 178.03		
  5.49   	 38.15   	172.19   	 172.94		
  0.92   	 25.63   	172.88   	 157.68		
 -2.44   	 11.60   	173.51   	 147.51		
 -5.49   	 -3.97   	174.10   	 132.25		
-10.68   	-18.92   	174.63   	 122.07		
-17.70   	-30.52   	175.12   	 106.82		
-23.80   	-36.93   	175.54   	  96.64		
-27.16   	-39.37   	175.93   	  86.47		
-27.47   	-41.20   	176.28   	  66.12		
-25.94   	-45.47   	176.54   	  50.86		
-24.41   	-52.49   	176.74   	  35.61		
-24.11   	-59.51   	176.89   	  20.35		
-24.11   	-62.87   	176.97(S)	  -5.09		
-25.02   	-61.95   	176.95   	 -20.35		
-27.47   	-59.51   	176.87   	 -50.86		
-30.52   	-58.59   	176.66   	 -71.21		
-33.26   	-59.81   	176.38   	 -96.64		
-34.18   	-62.26   	175.99   	-127.16		
-32.96   	-62.87   	175.48   	-162.77		
-31.13   	-61.04   	174.83   	-188.20		
-29.60   	-59.20   	174.08   	-223.80		
-28.38   	-59.51   	173.18   	-269.58		
-27.47   	-61.95   	172.11   	-315.36		
-27.47   	-65.92   	170.84   	-371.31		
-28.38   	-69.58   	169.36   	-432.35		
-29.91   	-72.63   	167.63   	-513.73		
-31.74   	-75.38   	165.57   	-590.03		
-32.35   	-78.43   	163.21   	-676.50		
-31.13   	-80.87   	160.51   	-773.14		
-29.91   	-82.70   	157.42   	-859.61		
-29.60   	-83.92   	153.98   	-946.08		
-29.91   	-84.53   	150.19   	-1032.55		
-30.82   	-84.23   	146.06   	-1098.67		
-31.13   	-83.31   	141.67   	-1169.88		
-30.82   	-81.18   	136.99   	-1225.83		
-29.30   	-78.74   	132.08   	-1271.61		
-27.47   	-76.60   	127.00   	-1307.22		
-25.94   	-74.16   	121.77   	-1332.65		
-25.63   	-72.33   	116.44   	-1353.00		
-26.55   	-70.50   	111.03   	-1347.91		
-28.38   	-69.58   	105.64   	-1347.91		
-30.21   	-69.27   	100.24   	-1337.74		
-30.21   	-67.14   	 94.89   	-1307.22		
-28.08   	-59.81   	 89.66   	-1286.87		
-23.80   	-45.47   	 84.52   	-1251.27		
-18.01   	-25.02   	 79.51   	-1220.75		
-11.60   	 -2.75   	 74.63   	-1180.06		
 -4.88   	 17.70   	 69.91   	-1144.45		
  2.44   	 34.79   	 65.33   	-1098.67		
  9.16   	 49.44   	 60.94   	-1057.98		
 13.73   	 61.04   	 56.70   	-1012.20		
 14.65   	 67.75   	 52.65   	-961.34		
 12.21   	 68.36   	 48.81   	-920.65		
  8.54   	 65.00   	 45.13   	-864.70		
  7.63   	 65.31   	 41.67   	-813.83		
 11.90   	 74.46   	 38.41   	-752.79		
 19.84   	 91.55   	 35.40   	-701.93		
 26.55   	108.03   	 32.59   	-635.81		
 27.77   	114.75   	 30.05   	-579.86		
 22.28   	107.73   	 27.73   	-518.82		
 13.12   	 91.25   	 25.66   	-457.78		
  6.71   	 72.63   	 23.82   	-412.00		
  7.02   	 54.93   	 22.18   	-361.14		
 14.04   	 36.01   	 20.73   	-320.45		
 23.50   	 15.26   	 19.45   	-279.75		
 31.13   	 -5.80   	 18.33   	-249.24		
 32.96   	-22.58   	 17.33   	-213.63		
 29.60   	-32.35   	 16.48   	-188.20		
 21.97   	-35.40   	 15.73   	-157.68		
 11.90   	-38.76   	 15.10   	-132.25		
 -0.31   	-48.22   	 14.57   	-106.82		
-13.12   	-65.92   	 14.14   	 -81.38		
-25.02   	-88.50   	 13.81   	 -55.95		
-32.96   	-108.95   	 13.59   	 -35.61		
-35.10   	-120.85   	 13.45   	 -10.17		
-32.04   	-122.68   	 13.41(D)	  10.17		
-27.16   	-118.71   	 13.45   	  30.52		
-23.19   	-115.05   	 13.57   	  40.69		
-22.28   	-114.75   	 13.73   	  61.04		
-23.50   	-116.27   	 13.98   	  66.12		
-25.02   	-116.58   	 14.24   	  71.21		
-25.63   	-113.53   	 14.53   	  81.38		
-25.94   	-108.03   	 14.85   	  86.47		
-26.55   	-101.62   	 15.20   	  91.56		
-28.38   	-92.16   	 15.56   	  91.56		
-32.35   	-75.38   	 15.93   	  96.64		
-34.79   	-45.47   	 16.32   	 106.82		
-27.77   	  4.58   	 16.74   	 111.90		
 -0.92   	 85.45   	 17.19   	 116.99		
 54.02   	211.18   	 17.66   	 132.25		
137.33   	389.10   	 18.19   	 137.33		
237.12   	609.13   	 18.74   	 142.42		
335.08   	834.35   	 19.31   	 157.68		
411.99   	998.23   	 19.94   	 162.77		
453.80   	1030.27(R)	 20.59(E)	 162.77		
448.30   	898.44   	 21.24   	 167.85		
386.05   	631.41   	 21.91   	 172.94		
267.03   	317.69   	 22.60   	 167.85		
112.30   	 64.39   	 23.28   	 162.77		
-35.71   	-62.26   	 23.93   	 167.85		
-131.84   	-68.66   	 24.60   	 167.85		
-153.50   	-17.70   	 25.27   	 178.03		
-117.19   	 21.06   	 25.98   	 193.29		
-65.61   	 14.95   	 26.75   	 223.80		
-36.62   	-26.25   	 27.65   	 254.32		
-40.28   	-73.85   	 28.67   	 305.19		
-61.34   	-106.81   	 29.89   	 361.14		
-77.82   	-122.68   	 31.33   	 432.35		
-79.35   	-130.62   	 33.06   	 508.65		
-70.19   	-137.63   	 35.10   	 590.03		
-59.51   	-144.35   	 37.46   	 676.50		
-53.41   	-148.32   	 40.16   	 752.79		
-52.80   	-148.01   	 43.17   	 829.09		
-55.85   	-145.26   	 46.49   	 905.39		
-60.42   	-142.52   	 50.11   	 966.43		
-63.78   	-141.60   	 53.98   	1022.38		
-62.87   	-141.30   	 58.07   	1068.15		
-57.07   	-139.47   	 62.34   	1098.67		
-49.13   	-135.50   	 66.73   	1113.93		
-43.64   	-131.53   	 71.19   	1103.76		
-42.42   	-129.39   	 75.60   	1088.50		
-44.56   	-129.39   	 79.96   	1047.81		
-47.30   	-130.00   	 84.15   	1002.03		
-48.22   	-128.17   	 88.16   	 951.17		
-46.39   	-123.29   	 91.96   	 900.30		
-42.72   	-116.58   	 95.56   	 849.44		
-38.76   	-109.56   	 98.96   	 803.66		
-35.40   	-104.37   	102.18   	 762.97		
-32.96   	-101.01   	105.23   	 737.54		
-31.13   	-100.10   	108.18   	 707.02		
-29.91   	-100.71   	111.01   	 686.67		
-28.69   	-101.32   	113.75   	 676.50		
-26.86   	-99.18   	116.46   	 656.15		
-23.19   	-93.69   	119.08   	 651.07		
-18.62   	-84.84   	121.69   	 635.81		
-13.73   	-74.77   	124.23   	 625.63		
 -9.77   	-65.31   	126.73   	 610.37		
 -6.41   	-58.90   	129.18   	 590.03		
 -2.75   	-54.32   	131.54   	 574.77		
  2.75   	-49.74   	133.83   	 554.42		
  9.46   	-43.03   	136.05   	 534.08		
 15.56   	-33.57   	138.19   	 523.90		
 18.92   	-22.89   	140.28   	 513.73		
 20.45   	-10.99   	142.34   	 498.47		
 21.97   	  1.53   	144.33   	 483.21		
 26.25   	 15.56   	146.27   	 473.04		
 33.87   	 31.74   	148.16   	 452.69		
 43.03   	 49.13   	149.97   	 437.43		
 50.96   	 65.61   	151.72   	 417.09		
 56.76   	 80.26   	153.39   	 396.74		
 60.12   	 93.38   	154.97   	 386.57		
 61.04   	105.29   	156.52   	 366.22		
 59.81   	117.19   	157.99   	 350.97		
 57.68   	127.87   	159.39   	 335.71		
 56.15   	136.72   	160.73   	 320.45		
 56.76   	141.30   	162.01   	 310.27		
 58.29   	139.16   	163.25   	 289.93		
 58.59   	129.39   	164.41   	 279.75		
 56.76   	114.44   	165.53   	 259.41		
 52.49   	 98.57   	166.57   	 249.24		
 46.08   	 84.23   	167.57   	 239.06		
 38.15   	 71.72   	168.52   	 223.80		
 28.99   	 58.90   	169.42   	 213.63		
 19.53   	 43.33   	170.27   	 208.54		
 10.38   	 25.94   	171.11   	 188.20		
  3.97   	  9.16   	171.86   	 183.11		
  0.31   	 -4.58   	172.59   	 172.94		
 -2.44   	-16.48   	173.29   	 162.77		
 -6.71   	-28.38   	173.94   	 147.51		
-12.82   	-40.28   	174.53   	 132.25		
-19.53   	-50.66   	175.06   	 122.07		
-24.41   	-57.68   	175.54   	 111.90		
-25.02   	-61.34   	175.99   	  91.56		
-23.19   	-65.31   	176.36   	  76.30		
-21.67   	-71.72   	176.66   	  61.04		
-23.50   	-79.35   	176.91   	  40.69		
-28.08   	-84.84   	177.07   	  15.26		
-33.26   	-86.06   	177.13(S)	  -5.09		
-34.79   	-84.53   	177.11   	 -30.52		
-32.96   	-83.62   	176.99   	 -55.95		
-30.21   	-86.67   	176.76   	 -86.47		
-30.52   	-92.16   	176.42   	-122.07		
-34.18   	-97.05   	175.93   	-147.51		
-39.37   	-99.49   	175.34   	-183.11		
-43.03   	-99.49   	174.61   	-213.63		
-43.03   	-100.40   	173.75   	-249.24		
-39.37   	-102.54   	172.76   	-289.93		
-35.40   	-106.51   	171.60   	-330.62		
-32.96   	-109.86   	170.27   	-386.57		
-32.65   	-110.78   	168.73   	-442.52		
-34.18   	-109.25   	166.96   	-518.82		
-36.32   	-106.51   	164.88   	-595.11		
-38.45   	-104.98   	162.50   	-686.67		
-39.67   	-105.90   	159.76   	-778.23		
-39.98   	-108.64   	156.64   	-874.87		
-39.37   	-111.39   	153.14   	-966.43		
-38.45   	-112.92   	149.28   	-1052.90		
-38.76   	-112.30   	145.07   	-1129.19		
-40.28   	-111.08   	140.55   	-1200.40		
-42.11   	-109.86   	135.75   	-1251.27		
-43.33   	-108.64   	130.74   	-1297.04		
-43.03   	-107.42   	125.55   	-1327.56		
-41.50   	-105.90   	120.24   	-1347.91		
-40.28   	-104.68   	114.85   	-1353.00		
-39.67   	-103.76   	109.44   	-1353.00		
-39.37   	-102.23   	104.03   	-1342.82		
-38.45   	-97.96   	 98.66   	-1322.48		
-36.62   	-89.11   	 93.37   	-1302.13		
-33.26   	-75.38   	 88.16   	-1266.53		
-28.99   	-57.98   	 83.09   	-1236.01		
-23.80   	-38.15   	 78.15   	-1195.32		
-17.40   	-17.40   	 73.37   	-1154.62		
-11.60   	  2.14   	 68.75   	-1113.93		
 -7.02   	 18.92   	 64.29   	-1073.24		
 -5.80   	 30.21   	 60.00   	-1032.55		
 -7.63   	 34.79   	 55.87   	-981.68		
-10.07   	 34.18   	 51.94   	-940.99		
-10.07   	 32.04   	 48.18   	-895.22		
 -7.02   	 33.57   	 44.60   	-844.35		
 -1.53   	 43.95   	 41.22   	-793.49		
  4.58   	 61.95   	 38.05   	-747.71		
  9.16   	 80.57   	 35.06   	-696.84		
 10.99   	 91.86   	 32.27   	-640.89		
 10.68   	 91.25   	 29.70   	-584.94		
  8.54   	 79.04   	 27.37   	-534.08		
  5.49   	 60.42   	 25.23   	-478.13		
  2.44   	 39.67   	 23.32   	-427.26		
  0.61   	 18.31   	 21.61   	-376.40		
  1.22   	 -3.97   	 20.10   	-325.53		
  4.58   	-24.11   	 18.80   	-284.84		
 10.68   	-38.45   	 17.66   	-239.06		
 16.78   	-45.47   	 16.70   	-208.54		
 17.09   	-49.13   	 15.87   	-167.85		
  8.85   	-54.93   	 15.20   	-142.42		
 -7.02   	-67.14   	 14.63   	-111.90		
-24.72   	-85.75   	 14.18   	 -86.47		
-36.62   	-106.51   	 13.84   	 -66.12		
-39.37   	-123.90   	 13.57   	 -35.61		
-36.62   	-136.72   	 13.43   	 -20.35		
-33.87   	-144.65   	 13.35(D)	   5.09		
-34.18   	-148.01   	 13.37   	  20.35		
-36.62   	-148.01   	 13.45   	  35.61		
-37.84   	-145.57   	 13.59   	  50.86		
-35.10   	-141.60   	 13.79   	  61.04		
-29.91   	-136.72   	 14.04   	  71.21		
-25.94   	-132.75   	 14.32   	  81.38		
-25.94   	-130.92   	 14.65   	  91.56		
-29.91   	-130.31   	 15.02   	  91.56		
-35.71   	-127.87   	 15.38   	 101.73		
-41.81   	-117.19   	 15.79   	 106.82		
-45.78   	-92.77   	 16.22   	 116.99		
-42.42   	-50.66   	 16.68   	 122.07		
-23.19   	 15.26   	 17.17   	 132.25		
 21.97   	115.97   	 17.70   	 137.33		
 96.44   	264.89   	 18.25   	 147.51		
193.48   	463.87   	 18.84   	 152.59		
296.33   	690.61   	 19.45   	 162.77		
386.05   	892.03   	 20.10   	 162.77		
445.56   	993.35(R)	 20.75(E)	 167.85		
462.34   	937.50   	 21.42   	 167.85		
425.42   	725.10   	 22.10   	 167.85		
328.98   	420.84   	 22.77   	 172.94		
185.24   	132.14   	 23.46   	 167.85		
 27.47   	-50.05   	 24.13   	 167.85		
-97.35   	-99.79   	 24.80   	 172.94		
-154.42   	-62.26   	 25.49   	 178.03		
-142.21   	-11.60   	 26.21   	 193.29		
-93.69   	  1.22   	 26.98   	 213.63		
-51.88   	-30.52   	 27.83   	 249.24		
-40.89   	-80.87   	 28.83   	 284.84		
-56.15   	-122.07   	 29.97   	 340.79		
-74.77   	-142.82   	 31.33   	 401.83		
-79.96   	-149.23   	 32.94   	 467.95		
-70.50   	-151.67   	 34.81   	 554.42		
-56.15   	-155.03   	 37.03   	 625.63		
-46.69   	-159.91   	 39.53   	 712.10		
-44.86   	-163.88   	 42.38   	 783.31		
-49.13   	-166.63   	 45.51   	 859.61		
-55.24   	-167.24   	 48.95   	 925.73		
-60.42   	-166.63   	 52.65   	 986.77		
-62.26   	-165.10   	 56.60   	1037.64		
-59.20   	-162.05   	 60.75   	1078.33		
-51.88   	-158.39   	 65.07   	1103.76		
-44.56   	-155.03   	 69.48   	1108.85		
-40.89   	-153.20   	 73.92   	1108.85		
-42.11   	-152.89   	 78.35   	1078.33		
-46.39   	-151.67   	 82.66   	1042.72		
-49.44   	-147.09   	 86.84   	 996.94		
-49.13   	-140.38   	 90.82   	 946.08		
-44.56   	-133.36   	 94.61   	 890.13		
-38.45   	-128.48   	 98.17   	 839.26		
-33.87   	-126.34   	101.53   	 793.49		
-32.35   	-126.95   	104.70   	 762.97		
-33.26   	-128.17   	107.75   	 727.36		
-35.40   	-128.48   	110.66   	 707.02		
-37.23   	-126.04   	113.49   	 686.67		
-37.23   	-120.54   	116.24   	 676.50		
-34.18   	-112.92   	118.94   	 661.24		
-28.69   	-104.37   	121.59   	 651.07		
-21.36   	-96.44   	124.19   	 635.81		
-14.65   	-89.42   	126.73   	 630.72		
-10.07   	-82.70   	129.26   	 615.46		
 -6.71   	-75.38   	131.72   	 600.20		
 -3.66   	-67.14   	134.12   	 584.94		
  0.31   	-58.59   	136.46   	 559.51		
  4.88   	-50.05   	138.70   	 539.16		
  9.46   	-40.89   	140.85   	 508.65		
 14.65   	-29.30   	142.89   	 483.21		
 21.97   	-14.95   	144.82   	 462.87		
 31.74   	  2.44   	146.67   	 442.52		
 42.42   	 19.84   	148.44   	 422.18		
 50.05   	 33.87   	150.13   	 417.09		
 52.49   	 43.33   	151.80   	 401.83		
 50.35   	 49.13   	153.41   	 391.66		
 47.61   	 54.32   	154.97   	 381.48		
 48.52   	 62.26   	156.50   	 366.22		
