  I     	  II     	  LV     	  LV'		
-57.98   	-85.45   	143.66   	-666.32		
-57.07   	-85.14   	141.00   	-737.54		
-57.68   	-86.06   	138.05   	-813.83		
-60.12   	-87.28   	134.79   	-890.13		
-63.48   	-87.59   	131.23   	-981.68		
-66.83   	-86.36   	127.30   	-1073.24		
-68.05   	-83.31   	123.01   	-1159.71		
-67.14   	-79.35   	118.37   	-1251.27		
-65.61   	-75.68   	113.37   	-1327.56		
-65.00   	-72.63   	108.06   	-1398.77		
-65.00   	-71.41   	102.46   	-1439.47		
-64.70   	-72.02   	 96.70   	-1464.90		
-64.09   	-72.94   	 90.84   	-1469.98		
-63.78   	-73.55   	 84.96   	-1449.64		
-64.39   	-72.94   	 79.17   	-1403.86		
-65.92   	-71.72   	 73.55   	-1358.08		
-66.83   	-71.11   	 68.12   	-1291.96		
-65.92   	-71.11   	 62.95   	-1230.92		
-63.48   	-71.41   	 58.03   	-1154.62		
-60.73   	-70.50   	 53.41   	-1093.59		
-57.37   	-68.36   	 49.03   	-1027.46		
-54.02   	-65.61   	 44.92   	-966.43		
-50.35   	-63.78   	 41.06   	-905.39		
-47.91   	-63.78   	 37.44   	-844.35		
-46.69   	-65.00   	 34.06   	-783.31		
-46.69   	-65.61   	 30.93   	-717.19		
-47.00   	-64.39   	 28.06   	-661.24		
-46.08   	-61.95   	 25.41   	-590.03		
-44.25   	-59.20   	 23.05   	-528.99		
-41.81   	-58.59   	 20.94   	-473.04		
-40.28   	-59.81   	 19.04   	-412.00		
-39.37   	-61.65   	 17.40   	-371.31		
-39.06   	-63.17   	 15.91   	-325.53		
-38.15   	-64.09   	 14.61   	-289.93		
-37.23   	-65.31   	 13.45   	-264.50		
-36.32   	-68.05   	 12.39   	-239.06		
-36.01   	-71.72   	 11.43   	-223.80		
-36.32   	-75.07   	 10.54   	-198.37		
-37.54   	-76.90   	  9.75   	-188.20		
-39.37   	-76.29   	  8.99   	-167.85		
-40.59   	-73.85   	  8.32   	-142.42		
-40.89   	-70.80   	  7.75   	-127.16		
-40.28   	-68.66   	  7.24   	-101.73		
-39.37   	-69.27   	  6.84   	 -86.47		
