  I     	  II     	  LVp     	  LVp'		  CH2     	  CH2'		
 90.33   	166.02   	 18.33   	 106.82		 78.43   	 -25.43		
 96.74   	169.07   	 18.76   	  96.64		 78.33   	 -25.43		
 94.91   	172.73   	 19.15   	  81.38		 78.23   	 -25.43		
 97.05   	181.88   	 19.47   	  50.86		 78.13   	 -20.35		
103.45   	191.35   	 19.67   	  30.52		 78.05   	 -25.43		
118.71   	202.94   	 19.80   	   5.09		 77.94   	 -20.35		
145.26   	215.76   	 19.82   	  -5.09		 77.86   	 -20.35		
174.26   	223.39   	 19.80   	  -5.09		 77.78   	 -20.35		
185.55   	225.83   	 19.78   	  10.17		 77.70   	 -15.26		
173.65   	223.08   	 19.82   	  30.52		 77.64   	 -20.35		
167.24   	229.19   	 19.94   	  50.86		 77.56   	 -20.35		
154.42   	238.65   	 20.14   	  66.12		 77.48   	 -15.26		
157.17   	256.04   	 20.41   	  61.04		 77.42   	 -20.35		
185.55   	282.29   	 20.65   	  55.95		 77.33   	 -20.35		
183.72   	289.61   	 20.87   	  45.78		 77.25   	 -25.43		
175.48   	284.12   	 21.06   	  35.61		 77.15   	 -20.35		
171.81   	275.57   	 21.20   	  25.43		 77.07   	 -25.43		
148.93   	268.86   	 21.30   	  25.43		 76.97   	 -30.52		
138.55   	274.35   	 21.40   	  20.35		 76.85   	 -25.43		
130.00   	279.54   	 21.49   	  30.52		 76.74   	 -30.52		
104.68   	263.06   	 21.61   	  40.69		 76.62   	 -30.52		
 77.21   	225.83   	 21.77   	  50.86		 76.50   	 -35.61		
 51.57   	188.60   	 21.97   	  66.12		 76.36   	 -30.52		
 31.13   	165.10   	 22.24   	  86.47		 76.24   	 -30.52		
 10.38   	157.78   	 22.58   	 101.73		 76.11   	 -35.61		
  1.22   	164.79   	 22.99   	 116.99		 75.97   	 -30.52		
  4.27   	167.54   	 23.46   	 132.25		 75.85   	 -30.52		
  0.31   	159.61   	 23.99   	 142.42		 75.73   	 -30.52		
  2.75   	159.91   	 24.56   	 142.42		 75.60   	 -30.52		
  4.58   	164.79   	 25.13   	 147.51		 75.48   	 -30.52		
 -0.31   	168.76   	 25.72   	 132.25		 75.36   	 -25.43		
  0.31   	172.42   	 26.25   	 127.16		 75.26   	 -30.52		
  3.97   	173.34   	 26.75   	 116.99		 75.14   	 -30.52		
  3.36   	173.95   	 27.22   	 116.99		 75.01   	 -25.43		
  3.66   	174.87   	 27.69   	 127.16		 74.91   	 -30.52		
  3.66   	178.22   	 28.20   	 147.51		 74.79   	 -30.52		
  3.36   	179.44   	 28.79   	 178.03		 74.67   	 -30.52		
  7.32   	179.44   	 29.50   	 213.63		 74.55   	 -25.43		
  8.54   	181.27   	 30.36   	 259.41		 74.45   	 -30.52		
  8.54   	183.11   	 31.39   	 295.01		 74.32   	 -30.52		
 10.38   	185.85   	 32.57   	 320.45		 74.20   	 -30.52		
 10.38   	187.68   	 33.86   	 335.71		 74.08   	 -30.52		
 12.82   	190.43   	 35.20   	 320.45		 73.96   	 -30.52		
 13.12   	191.65   	 36.48   	 279.75		 73.83   	 -35.61		
 11.29   	192.26   	 37.60   	 208.54		 73.69   	 -35.61		
  6.10   	191.96   	 38.43   	 132.25		 73.55   	 -35.61		
 -5.80   	184.33   	 38.96   	  35.61		 73.41   	 -35.61		
-16.17   	168.15   	 39.10   	 -45.78		 73.27   	 -35.61		
  3.66   	146.48   	 38.92   	-111.90		 73.12   	 -35.61		
 54.63   	128.48   	 38.47   	-152.59		 72.98   	 -40.69		
137.33   	124.51   	 37.86   	-172.94		 72.82   	 -35.61		
245.67   	151.98   	 37.17   	-167.85		 72.68   	 -30.52		
364.69   	215.15   	 36.50   	-157.68		 72.55   	 -35.61		
468.44   	301.82   	 35.87   	-132.25		 72.41   	 -30.52		
588.68   	415.34   	 35.34   	-116.99		 72.29   	 -35.61		
682.07   	558.78   	 34.87   	-101.73		 72.15   	 -30.52		
737.00   	722.35   	 34.47   	 -91.56		 72.02   	 -30.52		
787.96(R)	875.55   	 34.10   	 -86.47		 71.90   	 -25.43		
741.58   	925.60   	 33.75   	 -86.47		 71.80   	 -30.52		
514.53   	779.42   	 33.41   	 -76.30		 71.68   	 -30.52		
229.80   	501.71   	 33.10   	 -71.21		 71.56   	 -25.43		
-69.58   	158.08   	 32.82   	 -50.86		 71.45   	 -30.52		
-311.28   	-203.25   	 32.61   	 -25.43		 71.33   	 -30.52		
-352.78   	-416.87   	 32.51(E)	  10.17		 71.21   	 -25.43		
-200.20   	-542.91   	 32.55   	  50.86		 71.11   	 -30.52		
-115.36   	-642.40   	 32.76   	 106.82		 70.99   	 -30.52		
-90.33   	-640.56   	 33.18   	 172.94		 70.86   	 -35.61		
-59.81   	-574.34   	 33.88   	 249.24		 70.72   	 -30.52		
-146.18   	-501.10   	 34.87   	 335.71		 70.60   	 -30.52		
-238.34   	-423.89   	 36.22   	 447.61		 70.48   	 -35.61		
-265.81   	-367.43   	 38.01   	 579.86		 70.34   	 -30.52		
-311.58   	-359.80   	 40.33   	 722.28		 70.21   	 -30.52		
-333.86   	-363.16   	 43.21   	 869.78		 70.09   	 -30.52		
-339.05   	-357.06   	 46.69   	 986.77		 69.97   	 -25.43		
-325.32   	-350.04   	 50.64   	1057.98		 69.87   	 -30.52		
-335.39   	-344.54   	 54.87   	1052.90		 69.75   	 -25.43		
-357.67   	-354.31   	 59.08   	 986.77		 69.64   	 -30.52		
-354.61   	-339.05   	 63.03   	 890.13		 69.52   	 -25.43		
-328.37   	-314.03   	 66.59   	 773.14		 69.42   	 -30.52		
-307.31   	-276.18   	 69.68   	 676.50		 69.30   	 -25.43		
-261.23   	-214.84   	 72.39   	 630.72		 69.20   	 -30.52		
-214.54   	-137.02   	 74.91   	 630.72		 69.07   	 -30.52		
-171.81   	-58.29   	 77.44   	 656.15		 68.95   	 -30.52		
-117.49   	 15.26   	 80.06   	 671.41		 68.83   	 -25.43		
-79.65   	 80.26   	 82.75   	 651.07		 68.73   	 -30.52		
-54.32   	120.24   	 85.35   	 574.77		 68.61   	 -30.52		
-37.23   	141.91   	 87.65   	 452.69		 68.48   	 -30.52		
-30.52   	159.30   	 89.46   	 320.45		 68.36   	 -30.52		
-19.84   	172.12   	 90.74   	 213.63		 68.24   	 -30.52		
-10.38   	179.14   	 91.60   	 162.77		 68.12   	 -35.61		
 -6.10   	186.77   	 92.25   	 178.03		 67.98   	 -30.52		
 -3.66   	190.73   	 92.96   	 239.06		 67.85   	 -30.52		
 -3.36   	188.29   	 93.92   	 335.71		 67.73   	 -35.61		
 -2.14   	191.65   	 95.26   	 422.18		 67.59   	 -30.52		
  1.22   	195.01   	 96.95   	 457.78		 67.47   	 -30.52		
  3.05   	194.40   	 98.78   	 427.26		 67.34   	 -30.52		
  4.27   	195.31   	100.49   	 335.71		 67.22   	 -25.43		
  4.27   	191.65   	101.83   	 218.72		 67.12   	 -30.52		
  4.58   	189.82   	102.71   	  96.64		 67.00   	 -30.52		
  6.41   	190.73   	103.09   	  -5.09		 66.88   	 -30.52		
  7.02   	190.73   	103.07   	 -55.95		 66.75   	 -25.43		
  9.16   	191.65   	102.85   	 -55.95		 66.65   	 -25.43		
  8.85   	188.60   	102.62   	 -15.26		 66.55   	 -15.26		
 10.38   	187.99   	102.56   	  35.61		 66.49   	 -15.26		
 10.68   	185.85   	102.71   	  81.38		 66.43   	   5.09		
  8.85   	182.50   	103.03   	  96.64		 66.45   	  20.35		
  9.16   	183.11   	103.42   	  61.04		 66.53   	  55.95		
  8.54   	180.97   	103.66(S)	 -61.04		 66.75   	 101.73		
  8.54   	177.61   	103.42   	-249.24		 67.16   	 178.03		
  7.32   	175.48   	102.42   	-478.13		 67.87   	 269.58		
  5.49   	172.12   	100.51   	-666.32		 68.95   	 371.31		
  2.44   	169.37   	 97.84   	-747.71		 70.44   	 462.87		
  1.22   	166.93   	 94.85   	-656.15		 72.29   	 549.34		
 -0.92   	163.27   	 92.23   	-406.92		 74.49   	 600.20		
 -4.58   	156.86   	 90.60   	 -76.30		 76.89   	 630.72		
 -6.10   	150.45   	 90.29   	 259.41		 79.41   	 640.89		
-10.07   	144.96   	 91.33   	 483.21		 81.97   	 620.55		
-14.04   	139.16   	 93.27   	 549.34		 84.46   	 600.20		
-15.87   	134.28   	 95.46   	 412.00		 86.86   	 569.68		
-17.70   	128.17   	 97.11   	 106.82		 89.13   	 539.16		
-20.14   	120.85   	 97.54   	-310.27		 91.29   	 503.56		
-22.89   	114.14   	 96.30   	-701.93		 93.31   	 473.04		
-28.08   	104.68   	 93.49   	-971.51		 95.20   	 452.69		
-35.10   	 93.69   	 89.60   	-1042.72		 97.01   	 422.18		
-39.37   	 86.36   	 85.43   	-910.47		 98.70   	 401.83		
-40.59   	 78.43   	 81.79   	-625.63		100.30   	 381.48		
-37.84   	 73.85   	 79.29   	-274.67		101.83   	 356.05		
-37.84   	 70.19   	 78.19   	  35.61		103.25   	 335.71		
-36.93   	 65.61   	 78.33   	 239.06		104.60   	 305.19		
-37.54   	 59.81   	 79.29   	 315.36		105.82   	 279.75		
-36.93   	 56.76   	 80.55   	 264.50		106.94   	 254.32		
-30.52   	 58.59   	 81.61   	 147.51		107.95   	 228.89		
-23.19   	 61.04   	 82.20   	  15.26		108.87   	 203.46		
-14.34   	 65.92   	 82.26   	 -55.95		109.68   	 178.03		
 -4.27   	 72.02   	 82.03   	 -66.12		110.40   	 157.68		
  6.71   	 79.65   	 81.77   	 -10.17		111.03   	 137.33		
 16.78   	 89.42   	 81.73   	  66.12		111.58   	 111.90		
 30.21   	103.76   	 81.99   	 122.07		112.02   	  91.56		
 43.03   	121.77   	 82.48   	 147.51		112.39   	  66.12		
 53.71   	137.63   	 83.07   	 162.77		112.65   	  40.69		
 68.66   	161.44   	 83.72   	 198.37		112.82   	  10.17		
 80.57   	185.24   	 84.52   	 264.50		112.86   	 -10.17		
 92.16   	208.74   	 85.57   	 335.71		112.82   	 -40.69		
103.76   	234.68   	 86.92   	 386.57		112.65   	 -61.04		
112.30   	257.57   	 88.46   	 401.83		112.41   	 -86.47		
117.80   	278.02   	 90.07   	 381.48		112.06   	-111.90		
121.77   	296.94   	 91.60   	 325.53		111.62   	-132.25		
125.43   	315.55   	 92.90   	 244.15		111.09   	-152.59		
128.17   	333.86   	 93.88   	 162.77		110.48   	-167.85		
131.53   	348.21   	 94.53   	 101.73		109.81   	-188.20		
131.53   	361.63   	 94.93   	  76.30		109.05   	-198.37		
132.14   	374.45   	 95.24   	  91.56		108.26   	-208.54		
131.84   	384.22   	 95.60   	 106.82		107.43   	-218.72		
130.62   	393.98   	 96.03   	  86.47		106.55   	-223.80		
133.97   	403.14   	 96.38   	  10.17		105.66   	-223.80		
130.92   	408.33   	 96.42   	-137.33		104.76   	-228.89		
129.70   	412.29   	 95.87   	-335.71		103.84   	-223.80		
127.87   	413.82   	 94.53   	-544.25		102.95   	-218.72		
125.43   	417.79   	 92.35   	-712.10		102.07   	-213.63		
126.95   	422.36   	 89.50   	-778.23		101.22   	-208.54		
125.12   	425.72   	 86.39   	-732.45		100.39   	-203.46		
123.60   	428.16   	 83.46   	-625.63		 99.57   	-198.37		
122.68   	429.69   	 80.96   	-559.51		 98.78   	-183.11		
121.15   	430.30   	 78.72   	-630.72		 98.05   	-183.11		
125.43   	433.04   	 76.20   	-869.78		 97.31   	-167.85		
124.51   	435.18   	 72.72   	-1241.09		 96.64   	-162.77		
123.90   	437.01   	 67.75   	-1622.58		 95.99   	-157.68		
122.07   	437.62   	 61.26   	-1902.33		 95.36   	-147.51		
119.93   	436.10   	 53.65   	-1993.89		 94.77   	-137.33		
120.85   	437.32   	 45.68   	-1841.29		 94.22   	-132.25		
119.32   	436.10   	 38.31   	-1480.16		 93.69   	-116.99		
119.32   	433.65   	 32.39   	-996.94		 93.22   	-116.99		
116.58   	432.13   	 28.40   	-508.65		 92.76   	-101.73		
114.14   	432.13   	 26.37   	-116.99		 92.35   	-101.73		
114.75   	430.91   	 25.90   	 122.07		 91.94   	 -91.56		
113.53   	428.47   	 26.39   	 193.29		 91.58   	 -91.56		
113.22   	429.38   	 27.16   	 116.99		 91.21   	 -86.47		
111.39   	424.50   	 27.63   	 -45.78		 90.86   	 -91.56		
107.42   	422.36   	 27.45   	-223.80		 90.50   	 -86.47		
106.20   	424.80   	 26.55   	-371.31		 90.15   	 -91.56		
103.45   	423.58   	 25.07   	-447.61		 89.79   	 -96.64		
101.93   	421.45   	 23.28   	-427.26		 89.40   	 -96.64		
102.54   	423.28   	 21.57   	-345.88		 89.01   	-101.73		
 99.49   	420.84   	 20.18   	-228.89		 88.61   	-106.82		
 97.35   	419.92   	 19.27   	-116.99		 88.18   	-116.99		
 96.13   	422.06   	 18.80   	 -35.61		 87.71   	-116.99		
 91.55   	419.31   	 18.66   	   0.00		 87.24   	-127.16		
 90.03   	419.01   	 18.66   	 -10.17		 86.73   	-127.16		
 90.03   	419.92   	 18.62   	 -40.69		 86.23   	-132.25		
 88.20   	419.01   	 18.45   	 -91.56		 85.70   	-132.25		
 86.67   	421.45   	 18.09   	-116.99		 85.17   	-127.16		
 85.45   	423.89   	 17.62   	-137.33		 84.66   	-127.16		
 83.31   	423.89   	 17.07   	-122.07		 84.15   	-122.07		
 81.48   	426.64   	 16.58   	 -96.64		 83.66   	-106.82		
 79.65   	425.72   	 16.20   	 -55.95		 83.23   	-101.73		
 81.18   	427.25   	 15.97   	 -10.17		 82.83   	 -91.56		
 78.43   	428.47   	 15.93   	  20.35		 82.46   	 -81.38		
 76.29   	428.77   	 16.01   	  35.61		 82.14   	 -71.21		
 78.74   	433.35   	 16.15   	  40.69		 81.85   	 -66.12		
 77.51   	436.10   	 16.32   	  25.43		 81.59   	 -61.04		
 74.16   	434.27   	 16.42   	  -5.09		 81.34   	 -61.04		
 77.82   	435.18   	 16.40   	 -30.52		 81.10   	 -50.86		
 75.38   	436.40   	 16.28   	 -55.95		 80.89   	 -50.86		
 75.38   	437.93   	 16.05   	 -61.04		 80.69   	 -50.86		
 78.13   	440.98   	 15.81   	 -61.04		 80.49   	 -45.78		
 75.68   	442.20   	 15.56   	 -35.61		 80.30   	 -45.78		
 73.24   	443.42   	 15.42   	  -5.09		 80.12   	 -45.78		
 75.07   	443.42   	 15.40(D)	  25.43		 79.94   	 -45.78		
 79.65   	447.69   	 15.50   	  66.12		 79.76   	 -40.69		
 91.86   	457.76   	 15.77   	  86.47		 79.59   	 -35.61		
108.34   	463.87   	 16.11   	 106.82		 79.45   	 -40.69		
122.99   	467.22   	 16.54   	 116.99		 79.29   	 -35.61		
139.77   	469.97   	 17.01   	 116.99		 79.15   	 -40.69		
151.37   	475.77   	 17.48   	 122.07		 78.98   	 -35.61		
160.22   	482.18   	 17.97   	 127.16		 78.84   	 -35.61		
168.76   	487.67   	 18.47   	 132.25		 78.70   	 -30.52		
166.63   	492.86   	 19.00   	 132.25		 78.58   	 -35.61		
165.10   	495.91   	 19.53   	 137.33		 78.43   	 -35.61		
169.68   	500.49   	 20.08   	 127.16		 78.29   	 -35.61		
177.92   	510.25   	 20.59   	 111.90		 78.15   	 -30.52		
202.33   	526.12   	 21.04   	  76.30		 78.03   	 -30.52		
230.71   	532.84   	 21.34   	  40.69		 77.90   	 -30.52		
242.31   	529.79   	 21.51   	  -5.09		 77.78   	 -30.52		
235.29   	531.01   	 21.49   	 -40.69		 77.66   	 -25.43		
221.86   	528.56   	 21.32   	 -71.21		 77.56   	 -30.52		
209.05   	531.01   	 21.04   	 -76.30		 77.44   	 -25.43		
207.21   	553.89   	 20.73   	 -71.21		 77.33   	 -25.43		
231.32   	570.07   	 20.45   	 -35.61		 77.23   	 -25.43		
239.56   	581.67   	 20.31   	  -5.09		 77.13   	 -25.43		
228.27   	582.28   	 20.28   	  30.52		 77.03   	 -20.35		
222.78   	571.29   	 20.41   	  66.12		 76.95   	 -25.43		
199.89   	564.27   	 20.67   	  81.38		 76.85   	 -20.35		
182.19   	560.61   	 21.00   	  86.47		 76.76   	 -25.43		
173.03   	564.58   	 21.34   	  76.30		 76.66   	 -20.35		
146.18   	548.71   	 21.65   	  66.12		 76.58   	 -20.35		
119.32   	512.70   	 21.91   	  55.95		 76.50   	 -20.35		
 87.89   	473.02   	 22.14   	  50.86		 76.42   	 -20.35		
 68.05   	448.91   	 22.34   	  55.95		 76.34   	 -25.43		
 51.27   	442.81   	 22.56   	  66.12		 76.24   	 -20.35		
 33.26   	441.89   	 22.83   	  96.64		 76.15   	 -25.43		
 33.87   	445.56   	 23.21   	 127.16		 76.05   	 -20.35		
 26.25   	436.40   	 23.72   	 152.59		 75.97   	 -25.43		
 23.19   	423.28   	 24.33   	 167.85		 75.87   	 -20.35		
 25.02   	432.13   	 25.00   	 178.03		 75.79   	 -25.43		
 18.31   	435.18   	 25.72   	 167.85		 75.69   	 -20.35		
 17.70   	437.93   	 26.39   	 152.59		 75.60   	 -25.43		
 15.26   	437.93   	 27.00   	 132.25		 75.50   	 -20.35		
 14.34   	433.65   	 27.53   	 111.90		 75.42   	 -25.43		
 14.65   	436.71   	 27.98   	 101.73		 75.32   	 -25.43		
 10.99   	433.65   	 28.38   	 111.90		 75.22   	 -25.43		
 12.51   	434.57   	 28.83   	 122.07		 75.12   	 -25.43		
 12.82   	435.79   	 29.32   	 147.51		 75.01   	 -30.52		
 10.99   	432.13   	 29.91   	 183.11		 74.89   	 -30.52		
 11.60   	434.57   	 30.64   	 208.54		 74.77   	 -30.52		
 10.68   	436.40   	 31.47   	 239.06		 74.65   	 -30.52		
  9.77   	434.57   	 32.43   	 264.50		 74.53   	 -30.52		
 12.51   	435.79   	 33.49   	 279.75		 74.40   	 -30.52		
 12.21   	434.27   	 34.61   	 274.67		 74.28   	 -30.52		
  8.54   	432.43   	 35.71   	 249.24		 74.16   	 -30.52		
  4.88   	429.08   	 36.70   	 203.46		 74.04   	 -30.52		
 -3.05   	422.67   	 37.52   	 137.33		 73.92   	 -30.52		
-18.31   	408.94   	 38.07   	  55.95		 73.79   	 -30.52		
-14.65   	389.10   	 38.29   	 -20.35		 73.67   	 -35.61		
 24.41   	368.35   	 38.21   	 -91.56		 73.53   	 -30.52		
 90.33   	354.92   	 37.84   	-137.33		 73.41   	 -35.61		
186.16   	365.60   	 37.29   	-172.94		 73.27   	 -30.52		
305.79   	413.82   	 36.60   	-172.94		 73.14   	 -35.61		
409.85   	487.67   	 35.91   	-167.85		 73.00   	 -35.61		
517.88   	590.52   	 35.24   	-147.51		 72.86   	 -30.52		
632.02   	720.52   	 34.65   	-127.16		 72.74   	 -30.52		
691.22   	874.02   	 34.14   	-106.82		 72.61   	 -30.52		
746.46   	1037.60   	 33.71   	 -96.64		 72.49   	 -30.52		
755.00(R)	1144.10   	 33.33   	 -81.38		 72.37   	 -25.43		
592.96   	1073.91   	 33.00   	 -76.30		 72.27   	 -25.43		
314.03   	833.74   	 32.70   	 -66.12		 72.17   	 -25.43		
 14.95   	504.46   	 32.43   	 -55.95		 72.06   	 -25.43		
-274.35   	126.34   	 32.21   	 -35.61		 71.96   	 -25.43		
-415.95   	-167.85   	 32.06(E)	   0.00		 71.86   	 -25.43		
-324.40   	-313.11   	 32.06   	  40.69		 71.76   	 -25.43		
-181.58   	-426.94   	 32.23   	 101.73		 71.66   	 -25.43		
-144.65   	-472.72   	 32.63   	 172.94		 71.56   	 -30.52		
-104.68   	-425.42   	 33.33   	 254.32		 71.43   	 -35.61		
-133.36   	-353.09   	 34.34   	 340.79		 71.29   	 -30.52		
-249.02   	-277.40   	 35.71   	 447.61		 71.17   	 -35.61		
-290.83   	-209.05   	 37.50   	 564.60		 71.03   	 -35.61		
-329.28   	-177.00   	 39.76   	 696.84		 70.88   	 -35.61		
-363.46   	-181.88   	 42.54   	 824.00		 70.74   	 -35.61		
-384.83   	-181.88   	 45.84   	 940.99		 70.60   	 -35.61		
-378.11   	-183.72   	 49.60   	1007.12		 70.46   	 -30.52		
-375.67   	-176.09   	 53.63   	1022.38		 70.34   	 -35.61		
-398.25   	-184.94   	 57.72   	 986.77		 70.19   	 -30.52		
-408.63   	-184.33   	 61.67   	 920.65		 70.07   	 -30.52		
-387.27   	-157.17   	 65.35   	 844.35		 69.95   	 -30.52		
-369.57   	-130.62   	 68.73   	 773.14		 69.83   	 -30.52		
-339.36   	-79.04   	 71.82   	 737.54		 69.70   	 -30.52		
-289.00   	 -6.41   	 74.77   	 722.28		 69.58   	 -30.52		
-252.38   	 69.89   	 77.66   	 722.28		 69.46   	 -30.52		
-206.30   	144.65   	 80.55   	 701.93		 69.34   	 -30.52		
-162.35   	210.57   	 83.36   	 630.72		 69.22   	 -30.52		
-133.36   	255.13   	 85.88   	 508.65		 69.09   	 -35.61		
-114.14   	278.93   	 87.91   	 361.14		 68.95   	 -30.52		
-103.45   	295.41   	 89.36   	 233.98		 68.83   	 -30.52		
-96.74   	306.40   	 90.29   	 152.59		 68.71   	 -30.52		
-93.69   	308.84   	 90.91   	 147.51		 68.59   	 -35.61		
-90.03   	313.42   	 91.50   	 198.37		 68.44   	 -30.52		
-89.11   	316.47   	 92.29   	 279.75		 68.32   	 -30.52		
-88.50   	313.11   	 93.41   	 345.88		 68.20   	 -30.52		
-89.11   	314.64   	 94.79   	 386.57		 68.08   	 -30.52		
-88.50   	314.64   	 96.34   	 386.57		 67.95   	 -30.52		
-89.42   	312.50   	 97.88   	 356.05		 67.83   	 -30.52		
-88.81   	313.11   	 99.31   	 295.01		 67.71   	 -30.52		
-89.72   	311.89   	100.49   	 198.37		 67.59   	 -30.52		
-90.33   	310.97   	101.28   	  91.56		 67.47   	 -30.52		
-90.03   	307.31   	101.65(S)	  -5.09		 67.34   	 -30.52		
-91.25   	305.18   	101.63   	 -81.38		 67.22   	 -30.52		
-97.05   	300.60   	101.30   	-111.90		 67.10   	 -30.52		
-96.74   	295.72   	100.85   	 -86.47		 66.98   	 -20.35		
-99.18   	293.27   	100.51   	 -35.61		 66.90   	 -20.35		
-102.23   	287.48   	100.37   	  15.26		 66.82   	  -5.09		
-101.01   	283.20   	100.43   	  15.26		 66.80   	  10.17		
-104.06   	277.71   	100.49   	 -55.95		 66.84   	  40.69		
-105.90   	273.74   	100.26   	-198.37		 67.00   	  81.38		
-107.73   	270.08   	 99.47   	-356.05		 67.32   	 147.51		
-109.25   	263.98   	 98.05   	-457.78		 67.91   	 239.06		
-108.95   	261.23   	 96.22   	-503.56		 68.87   	 330.62		
-115.05   	254.82   	 94.20   	-457.78		 70.19   	 437.43		
-121.77   	247.19   	 92.37   	-345.88		 71.94   	 518.82		
-126.65   	242.31   	 90.99   	-157.68		 74.02   	 590.03		
-135.50   	232.24   	 90.36   	  55.95		 76.38   	 620.55		
-140.08   	224.00   	 90.58   	 259.41		 78.86   	 640.89		
-143.74   	216.98   	 91.62   	 401.83		 81.42   	 630.72		
-148.93   	209.05   	 93.22   	 427.26		 83.95   	 605.29		
-151.67   	199.89   	 94.93   	 350.97		 86.37   	 574.77		
-155.64   	191.35   	 96.34   	 183.11		 88.67   	 539.16		
-158.08   	183.11   	 97.07   	 -71.21		 90.82   	 508.65		
-163.27   	170.59   	 96.78   	-386.57		 92.86   	 478.13		
-169.37   	161.13   	 95.24   	-681.58		 94.77   	 447.61		
-171.20   	151.98   	 92.51   	-874.87		 96.56   	 427.26		
-177.92   	137.94   	 89.01   	-879.96		 98.27   	 401.83		
-179.75   	129.70   	 85.49   	-717.19		 99.88   	 386.57		
-182.19   	119.93   	 82.62   	-427.26		101.42   	 361.14		
-186.77   	109.56   	 80.92   	-132.25		102.87   	 340.79		
-187.07   	102.23   	 80.39   	  86.47		104.23   	 315.36		
-187.68   	 94.91   	 80.73   	 172.94		105.49   	 289.93		
-187.68   	 86.36   	 81.42   	 116.99		106.65   	 269.58		
-185.24   	 83.01   	 81.89   	 -45.78		107.73   	 239.06		
-180.36   	 82.40   	 81.71   	-228.89		108.69   	 213.63		
-176.39   	 79.65   	 80.79   	-325.53		109.54   	 198.37		
-167.24   	 83.31   	 79.49   	-300.10		110.34   	 172.94		
-157.47   	 88.50   	 78.29   	-142.42		111.03   	 152.59		
-147.09   	 92.77   	 77.72   	 111.90		111.64   	 132.25		
-133.67   	107.73   	 78.17   	 381.48		112.17   	 106.82		
-120.85   	122.68   	 79.69   	 579.86		112.59   	  81.38		
-110.78   	137.94   	 82.01   	 661.24		112.92   	  55.95		
-100.40   	157.47   	 84.66   	 615.46		113.14   	  25.43		
-90.94   	176.70   	 87.12   	 457.78		113.24   	  -5.09		
-84.23   	196.53   	 88.95   	 239.06		113.22   	 -35.61		
-74.77   	219.12   	 89.91   	  45.78		113.08   	 -66.12		
-68.05   	239.26   	 90.09   	 -61.04		112.82   	 -91.56		
-63.48   	259.70   	 89.85   	 -45.78		112.45   	-122.07		
-57.07   	280.76   	 89.66   	  55.95		111.96   	-137.33		
-54.63   	296.63   	 89.89   	 178.03		111.41   	-162.77		
-48.22   	314.94   	 90.60   	 228.89		110.76   	-172.94		
-46.69   	330.81   	 91.52   	 198.37		110.07   	-193.29		
-48.83   	339.05   	 92.31   	  96.64		109.30   	-203.46		
-52.19   	349.12   	 92.70   	 -35.61		108.48   	-218.72		
-54.93   	355.22   	 92.55   	-137.33		107.61   	-223.80		
-57.07   	357.67   	 92.00   	-208.54		106.71   	-228.89		
-61.04   	362.85   	 91.17   	-233.98		105.80   	-228.89		
-60.73   	369.87   	 90.23   	-244.15		104.88   	-233.98		
-69.58   	372.01   	 89.26   	-259.41		103.95   	-233.98		
-72.63   	375.67   	 88.22   	-279.75		103.01   	-228.89		
-74.46   	377.20   	 87.10   	-300.10		102.10   	-223.80		
-78.13   	375.98   	 85.90   	-330.62		101.20   	-223.80		
-77.21   	376.89   	 84.58   	-386.57		100.30   	-213.63		
-79.35   	377.20   	 83.03   	-523.90		 99.45   	-203.46		
-80.26   	376.89   	 80.94   	-773.14		 98.64   	-203.46		
-83.01   	374.76   	 77.84   	-1113.93		 97.82   	-188.20		
-83.92   	372.92   	 73.39   	-1490.33		 97.07   	-178.03		
-85.75   	371.40   	 67.43   	-1815.86		 96.36   	-172.94		
-88.81   	370.48   	 60.16   	-1998.97		 95.67   	-162.77		
-85.45   	372.01   	 52.17   	-1978.63		 95.01   	-147.51		
-87.28   	371.70   	 44.25   	-1770.08		 94.42   	-142.42		
-92.16   	367.74   	 37.17   	-1403.86		 93.86   	-132.25		
-95.52   	363.16   	 31.56   	-971.51		 93.33   	-127.16		
-103.45   	358.28   	 27.67   	-549.34		 92.82   	-111.90		
-107.73   	353.39   	 25.47   	-213.63		 92.37   	-111.90		
-109.56   	350.95   	 24.62   	  -5.09		 91.92   	-101.73		
-112.00   	348.51   	 24.60   	  55.95		 91.52   	-101.73		
-113.83   	343.93   	 24.82   	  -5.09		 91.11   	 -96.64		
-116.27   	341.19   	 24.80   	-142.42		 90.72   	-101.73		
-117.19   	338.44   	 24.23   	-300.10		 90.32   	-101.73		
-118.71   	335.69   	 23.03   	-417.09		 89.91   	-101.73		
-120.85   	332.95   	 21.36   	-462.87		 89.50   	-106.82		
-123.29   	330.20   	 19.51   	-432.35		 89.07   	-111.90		
-128.17   	327.45   	 17.78   	-335.71		 88.63   	-111.90		
-130.62   	323.18   	 16.44   	-213.63		 88.18   	-122.07		
-132.14   	319.82   	 15.58   	 -86.47		 87.69   	-127.16		
-134.28   	316.47   	 15.24   	   0.00		 87.18   	-127.16		
-137.33   	311.28   	 15.24   	  35.61		 86.67   	-132.25		
-137.63   	313.42   	 15.38   	  20.35		 86.14   	-137.33		
-145.57   	307.92   	 15.46   	 -35.61		 85.59   	-132.25		
-149.54   	305.79   	 15.32   	-106.82		 85.07   	-137.33		
-152.89   	307.01   	 14.89   	-178.03		 84.52   	-127.16		
