  I     	  II     	  LVp     	  LVp'		  CH2     	  CH2'		
 75.68   	155.33   	 24.66   	 162.77		 70.32   	 -40.69		
 73.85   	155.94   	 25.31   	 162.77		 70.15   	 -40.69		
 76.29   	156.86   	 25.96   	 183.11		 69.99   	 -35.61		
 74.46   	153.20   	 26.69   	 193.29		 69.85   	 -30.52		
 76.29   	151.98   	 27.47   	 208.54		 69.73   	 -35.61		
 77.21   	155.33   	 28.30   	 218.72		 69.58   	 -25.43		
 77.51   	156.56   	 29.18   	 233.98		 69.48   	 -30.52		
 79.35   	155.94   	 30.11   	 233.98		 69.36   	 -25.43		
 75.68   	153.50   	 31.05   	 223.80		 69.26   	 -30.52		
 76.60   	151.98   	 31.94   	 203.46		 69.14   	 -25.43		
 76.29   	153.50   	 32.76   	 172.94		 69.03   	 -25.43		
 70.19   	152.28   	 33.45   	 122.07		 68.93   	 -30.52		
 66.83   	149.84   	 33.94   	  66.12		 68.81   	 -25.43		
 49.44   	135.50   	 34.20   	  15.26		 68.71   	 -25.43		
 47.61   	113.53   	 34.26   	 -40.69		 68.61   	 -30.52		
 81.18   	 87.28   	 34.10   	 -76.30		 68.48   	 -30.52		
146.18   	 75.99   	 33.79   	-111.90		 68.36   	 -30.52		
241.70   	 90.33   	 33.35   	-132.25		 68.24   	 -35.61		
354.31   	139.47   	 32.82   	-142.42		 68.10   	 -35.61		
461.12   	221.25   	 32.25   	-147.51		 67.95   	 -35.61		
567.32   	327.15   	 31.66   	-142.42		 67.81   	 -40.69		
682.07   	459.59   	 31.09   	-142.42		 67.65   	 -40.69		
748.60   	617.68   	 30.52   	-142.42		 67.49   	 -35.61		
801.39   	780.94   	 29.95   	-132.25		 67.34   	 -40.69		
817.87(R)	891.72   	 29.42   	-127.16		 67.18   	 -35.61		
671.08   	812.68   	 28.91   	-106.82		 67.04   	 -35.61		
405.88   	548.40   	 28.48   	 -91.56		 66.90   	 -35.61		
123.60   	195.92   	 28.12   	 -61.04		 66.75   	 -30.52		
-165.41   	-209.35   	 27.87(E)	 -20.35		 66.63   	 -30.52		
-322.88   	-513.61   	 27.79   	  20.35		 66.51   	 -25.43		
-249.63   	-646.67   	 27.87   	  71.21		 66.41   	 -30.52		
-114.75   	-745.24   	 28.16   	 127.16		 66.29   	 -25.43		
-81.79   	-776.06   	 28.67   	 198.37		 66.18   	 -25.43		
-40.89   	-720.21   	 29.46   	 269.58		 66.08   	 -25.43		
-60.73   	-641.78   	 30.54   	 361.14		 65.98   	 -30.52		
-173.03   	-561.83   	 31.98   	 462.87		 65.86   	 -30.52		
-212.40   	-488.59   	 33.84   	 574.77		 65.74   	 -30.52		
-251.16   	-459.29   	 36.13   	 696.84		 65.62   	 -25.43		
-292.05   	-474.24   	 38.92   	 818.92		 65.51   	 -25.43		
-320.74   	-477.91   	 42.20   	 915.56		 65.41   	 -25.43		
-322.88   	-482.48   	 45.86   	 981.68		 65.31   	 -30.52		
-330.20   	-474.55   	 49.79   	1007.12		 65.19   	 -25.43		
-356.45   	-474.85   	 53.81   	 991.86		 65.09   	 -30.52		
-375.37   	-476.07   	 57.78   	 956.25		 64.96   	 -30.52		
-364.38   	-455.32   	 61.61   	 895.22		 64.84   	 -30.52		
-348.82   	-429.99   	 65.19   	 844.35		 64.72   	 -35.61		
-321.66   	-381.77   	 68.57   	 793.49		 64.58   	 -30.52		
-267.03   	-317.99   	 71.74   	 747.71		 64.46   	 -30.52		
-218.51   	-233.76   	 74.73   	 671.41		 64.33   	 -35.61		
-158.39   	-152.59   	 77.42   	 564.60		 64.19   	 -35.61		
-104.06   	-85.14   	 79.67   	 417.09		 64.05   	 -30.52		
-68.66   	-24.11   	 81.34   	 254.32		 63.93   	 -35.61		
-47.61   	  6.71   	 82.36   	 111.90		 63.78   	 -35.61		
-37.84   	 26.86   	 82.81   	  40.69		 63.64   	 -35.61		
-30.21   	 40.59   	 82.97   	  71.21		 63.50   	 -30.52		
-19.23   	 52.19   	 83.26   	 188.20		 63.38   	 -35.61		
-14.04   	 53.41   	 84.01   	 366.22		 63.23   	 -30.52		
 -9.46   	 59.20   	 85.47   	 534.08		 63.11   	 -30.52		
-10.99   	 60.42   	 87.61   	 645.98		 62.99   	 -30.52		
-15.56   	 57.07   	 90.19   	 666.32		 62.87   	 -30.52		
-16.48   	 58.90   	 92.86   	 605.29		 62.75   	 -30.52		
-17.09   	 56.46   	 95.28   	 478.13		 62.62   	 -30.52		
-18.31   	 55.85   	 97.19   	 335.71		 62.50   	 -35.61		
-18.31   	 51.27   	 98.53   	 178.03		 62.36   	 -30.52		
-15.26   	 50.96   	 99.25   	  20.35		 62.24   	 -30.52		
-14.34   	 48.22   	 99.33(S)	-116.99		 62.12   	 -30.52		
-17.70   	 46.08   	 98.86   	-228.89		 61.99   	 -30.52		
-17.70   	 43.33   	 97.94   	-289.93		 61.87   	 -20.35		
-22.28   	 40.89   	 96.78   	-310.27		 61.79   	 -20.35		
-24.11   	 40.59   	 95.54   	-284.84		 61.71   	 -10.17		
-21.36   	 35.71   	 94.40   	-233.98		 61.67   	   0.00		
-19.84   	 34.79   	 93.47   	-198.37		 61.67   	  20.35		
-21.06   	 28.99   	 92.68   	-178.03		 61.75   	  40.69		
-18.92   	 25.63   	 91.96   	-193.29		 61.91   	  81.38		
-23.50   	 20.75   	 91.19   	-228.89		 62.24   	 142.42		
-30.52   	 12.51   	 90.27   	-274.67		 62.81   	 228.89		
-32.35   	 11.60   	 89.18   	-305.19		 63.72   	 325.53		
-47.91   	  0.31   	 87.95   	-284.84		 65.03   	 427.26		
-50.96   	 -5.19   	 86.82   	-188.20		 66.73   	 523.90		
-47.00   	 -7.63   	 86.06   	 -50.86		 68.83   	 590.03		
-55.54   	-20.75   	 85.86   	  96.64		 71.19   	 625.63		
-51.88   	-22.89   	 86.25   	 183.11		 73.69   	 640.89		
-55.54   	-32.65   	 86.98   	 142.42		 76.26   	 625.63		
-62.56   	-39.37   	 87.55   	  -5.09		 78.76   	 600.20		
-64.09   	-46.08   	 87.53   	-223.80		 81.16   	 564.60		
-70.50   	-60.42   	 86.63   	-452.69		 83.42   	 528.99		
-76.60   	-69.58   	 84.82   	-651.07		 85.53   	 498.47		
-79.96   	-78.74   	 82.22   	-803.66		 87.53   	 467.95		
-82.09   	-88.20   	 79.00   	-844.35		 89.40   	 437.43		
-86.06   	-97.96   	 75.63   	-747.71		 91.15   	 417.09		
-88.81   	-106.51   	 72.63   	-513.73		 92.82   	 391.66		
-94.30   	-116.88   	 70.58   	-188.20		 94.38   	 376.40		
-103.76   	-129.39   	 69.83   	 122.07		 95.89   	 350.97		
-106.81   	-133.97   	 70.32   	 356.05		 97.29   	 330.62		
-104.98   	-140.69   	 71.74   	 447.61		 98.62   	 310.27		
-104.37   	-149.54   	 73.53   	 396.74		 99.86   	 284.84		
-100.10   	-153.20   	 75.12   	 213.63		101.00   	 259.41		
-98.57   	-159.00   	 75.97   	  -5.09		102.03   	 239.06		
-92.16   	-162.35   	 75.95   	-193.29		102.99   	 218.72		
-86.98   	-161.44   	 75.18   	-274.67		103.87   	 198.37		
-81.18   	-159.91   	 74.08   	-239.06		104.66   	 178.03		
-65.00   	-153.20   	 73.12   	 -91.56		105.37   	 157.68		
-62.56   	-147.09   	 72.76   	 116.99		106.00   	 137.33		
-54.93   	-136.41   	 73.22   	 325.53		106.55   	 116.99		
-42.72   	-123.29   	 74.53   	 467.95		107.02   	  91.56		
-35.71   	-106.20   	 76.40   	 513.73		107.39   	  66.12		
-20.14   	-90.03   	 78.45   	 457.78		107.65   	  40.69		
 -3.36   	-69.27   	 80.28   	 325.53		107.81   	  10.17		
 12.21   	-44.86   	 81.59   	 183.11		107.85   	 -15.26		
 28.38   	-21.67   	 82.32   	  61.04		107.79   	 -40.69		
 39.67   	  5.80   	 82.56   	  -5.09		107.63   	 -71.21		
 44.25   	 31.43   	 82.54   	 -20.35		107.34   	 -91.56		
 47.61   	 49.13   	 82.46   	  25.43		106.98   	-116.99		
 52.49   	 67.75   	 82.56   	  96.64		106.51   	-137.33		
 54.63   	 82.70   	 82.95   	 167.85		105.96   	-157.68		
 56.15   	 95.21   	 83.62   	 198.37		105.33   	-172.94		
 56.76   	109.25   	 84.41   	 193.29		104.64   	-183.11		
 41.50   	115.36   	 85.19   	 142.42		103.91   	-198.37		
 36.62   	127.26   	 85.76   	  81.38		103.11   	-208.54		
 34.18   	131.53   	 86.08   	   5.09		102.28   	-208.54		
 36.01   	139.47   	 86.10   	 -76.30		101.44   	-218.72		
 41.20   	146.18   	 85.80   	-147.51		100.57   	-223.80		
 42.11   	151.06   	 85.21   	-223.80		 99.67   	-223.80		
 39.67   	156.56   	 84.31   	-284.84		 98.78   	-228.89		
 30.52   	154.42   	 83.17   	-340.79		 97.86   	-223.80		
 23.19   	153.20   	 81.81   	-391.66		 96.97   	-218.72		
 22.28   	149.84   	 80.24   	-452.69		 96.09   	-218.72		
 23.50   	148.32   	 78.43   	-595.11		 95.22   	-213.63		
 29.60   	155.64   	 76.05   	-839.26		 94.36   	-203.46		
 32.04   	158.39   	 72.70   	-1169.88		 93.55   	-193.29		
 21.97   	159.00   	 68.02   	-1505.59		 92.78   	-188.20		
 18.31   	159.30   	 61.99   	-1775.17		 92.02   	-178.03		
 14.95   	152.89   	 54.89   	-1912.51		 91.31   	-167.85		
  9.16   	148.32   	 47.24   	-1887.07		 90.64   	-152.59		
 22.89   	151.67   	 39.69   	-1688.70		 90.03   	-147.51		
 20.14   	149.23   	 32.94   	-1368.26		 89.44   	-137.33		
  9.46   	147.09   	 27.47   	-981.68		 88.89   	-122.07		
 11.90   	149.23   	 23.54   	-600.20		 88.40   	-116.99		
 -0.61   	140.69   	 21.14   	-289.93		 87.93   	-106.82		
  0.31   	136.72   	 19.98   	 -86.47		 87.51   	-101.73		
  4.58   	136.72   	 19.63   	  -5.09		 87.10   	 -96.64		
 -0.31   	131.23   	 19.61   	 -45.78		 86.71   	 -91.56		
  1.53   	135.19   	 19.43   	-147.51		 86.35   	 -91.56		
 -5.80   	132.14   	 18.84   	-279.75		 85.98   	 -96.64		
 -6.10   	126.95   	 17.72   	-386.57		 85.59   	 -91.56		
 -9.46   	122.99   	 16.17   	-437.43		 85.23   	-101.73		
 -5.80   	119.63   	 14.43   	-427.26		 84.82   	-101.73		
 -2.75   	119.63   	 12.72   	-361.14		 84.41   	-106.82		
 -9.46   	118.71   	 11.27   	-254.32		 83.99   	-111.90		
 -4.27   	121.15   	 10.25   	-147.51		 83.54   	-116.99		
-17.09   	111.39   	  9.66   	 -55.95		 83.07   	-127.16		
-26.25   	103.15   	  9.44   	  -5.09		 82.56   	-132.25		
-26.25   	100.71   	  9.42   	  10.17		 82.03   	-132.25		
-37.54   	 94.60   	  9.46   	 -15.26		 81.51   	-142.42		
-34.18   	101.93   	  9.40   	 -66.12		 80.94   	-137.33		
-33.87   	107.12   	  9.14   	-116.99		 80.39   	-137.33		
-38.45   	105.29   	  8.67   	-147.51		 79.84   	-137.33		
-31.74   	108.34   	  8.08   	-157.68		 79.29   	-127.16		
-35.71   	101.01   	  7.45   	-132.25		 78.78   	-116.99		
-39.98   	100.40   	  6.92   	 -81.38		 78.31   	-106.82		
-35.40   	105.29   	  6.59   	 -20.35		 77.88   	 -91.56		
-42.42   	101.93   	  6.51   	  35.61		 77.52   	 -86.47		
-44.86   	100.40   	  6.65   	  76.30		 77.17   	 -71.21		
-42.11   	101.01   	  6.96   	  86.47		 76.89   	 -66.12		
-49.44   	 97.05   	  7.30   	  71.21		 76.62   	 -61.04		
-50.66   	 96.74   	  7.59   	  30.52		 76.38   	 -55.95		
-53.41   	 97.35   	  7.71   	 -15.26		 76.15   	 -55.95		
-52.80   	 99.18   	  7.65   	 -55.95		 75.93   	 -50.86		
-49.44   	 95.52   	  7.43   	 -81.38		 75.73   	 -55.95		
-50.96   	 96.44   	  7.10   	 -81.38		 75.50   	 -61.04		
-46.39   	103.15   	  6.78   	 -71.21		 75.26   	 -55.95		
-43.64   	 98.88   	  6.49   	 -40.69		 75.04   	 -61.04		
-39.98   	101.32   	  6.33   	  -5.09		 74.79   	 -61.04		
-43.95   	102.23   	  6.31(D)	  30.52		 74.55   	 -61.04		
-36.93   	104.98   	  6.43   	  50.86		 74.30   	 -61.04		
-37.54   	104.98   	  6.63   	  66.12		 74.06   	 -55.95		
-39.06   	112.30   	  6.90   	  66.12		 73.83   	 -61.04		
-19.84   	116.88   	  7.16   	  61.04		 73.59   	 -55.95		
-14.04   	117.49   	  7.41   	  50.86		 73.37   	 -50.86		
 -4.27   	124.82   	  7.61   	  45.78		 73.16   	 -50.86		
 18.01   	128.17   	  7.79   	  45.78		 72.96   	 -45.78		
 18.62   	127.87   	  7.98   	  50.86		 72.78   	 -40.69		
 34.48   	135.80   	  8.18   	  55.95		 72.61   	 -40.69		
 38.15   	133.97   	  8.40   	  55.95		 72.45   	 -35.61		
 32.35   	137.94   	  8.63   	  61.04		 72.31   	 -35.61		
 44.25   	151.37   	  8.87   	  50.86		 72.17   	 -35.61		
 54.93   	155.94   	  9.07   	  40.69		 72.02   	 -30.52		
 71.41   	167.85   	  9.24   	  30.52		 71.90   	 -30.52		
 92.47   	174.26   	  9.36   	  25.43		 71.78   	 -30.52		
107.12   	175.48   	  9.46   	  20.35		 71.66   	 -25.43		
 99.49   	175.17   	  9.54   	  20.35		 71.56   	 -30.52		
 96.13   	178.53   	  9.62   	  15.26		 71.43   	 -20.35		
 92.77   	195.62   	  9.68   	  15.26		 71.35   	 -25.43		
 95.83   	216.37   	  9.75   	  10.17		 71.25   	 -20.35		
121.46   	238.65   	  9.79   	  10.17		 71.17   	 -25.43		
123.90   	249.63   	  9.83   	   0.00		 71.07   	 -20.35		
122.07   	243.23   	  9.83   	   0.00		 70.99   	 -20.35		
104.37   	220.34   	  9.83   	 -10.17		 70.91   	 -20.35		
 63.78   	205.99   	  9.79   	  -5.09		 70.82   	 -20.35		
 38.45   	202.64   	  9.77   	   0.00		 70.74   	 -25.43		
 17.40   	199.89   	  9.77   	   5.09		 70.64   	 -20.35		
 -8.85   	180.36   	  9.79   	  20.35		 70.56   	 -25.43		
-25.33   	151.98   	  9.87   	  35.61		 70.46   	 -25.43		
-48.22   	113.22   	 10.01   	  50.86		 70.36   	 -20.35		
-73.55   	 87.59   	 10.21   	  61.04		 70.27   	 -25.43		
-88.50   	 80.87   	 10.46   	  76.30		 70.17   	 -30.52		
-110.17   	 78.13   	 10.76   	  91.56		 70.05   	 -25.43		
-124.82   	 78.43   	 11.13   	 106.82		 69.95   	 -30.52		
-119.93   	 69.27   	 11.56   	 116.99		 69.83   	 -25.43		
-118.10   	 67.44   	 12.02   	 122.07		 69.73   	 -30.52		
-109.86   	 74.46   	 12.51   	 127.16		 69.60   	 -30.52		
-98.27   	 75.99   	 13.02   	 127.16		 69.48   	 -25.43		
-105.59   	 78.74   	 13.53   	 116.99		 69.38   	 -30.52		
-115.05   	 72.63   	 14.00   	 101.73		 69.26   	 -30.52		
-115.97   	 72.02   	 14.40   	  81.38		 69.14   	 -35.61		
-126.65   	 72.02   	 14.73   	  50.86		 68.99   	 -30.52		
-124.82   	 72.33   	 14.93   	  25.43		 68.87   	 -35.61		
-123.60   	 78.43   	 15.04   	  -5.09		 68.73   	 -35.61		
-125.12   	 74.77   	 15.02   	 -20.35		 68.59   	 -40.69		
-116.88   	 76.29   	 14.93   	 -40.69		 68.42   	 -35.61		
-115.66   	 77.82   	 14.77   	 -40.69		 68.28   	 -35.61		
-112.92   	 76.90   	 14.61   	 -30.52		 68.14   	 -35.61		
-110.17   	 75.99   	 14.49   	 -15.26		 68.00   	 -35.61		
-110.47   	 79.65   	 14.43   	  15.26		 67.85   	 -35.61		
-110.47   	 77.21   	 14.49   	  50.86		 67.71   	 -30.52		
-118.10   	 75.99   	 14.69   	  96.64		 67.59   	 -35.61		
-126.34   	 77.21   	 15.08   	 132.25		 67.45   	 -30.52		
-129.39   	 68.66   	 15.61   	 167.85		 67.32   	 -35.61		
-142.82   	 58.29   	 16.28   	 188.20		 67.18   	 -35.61		
-149.23   	 43.33   	 17.03   	 193.29		 67.04   	 -35.61		
-126.34   	 22.58   	 17.80   	 167.85		 66.90   	 -35.61		
-81.48   	  3.66   	 18.47   	 127.16		 66.75   	 -35.61		
-14.04   	  2.14   	 18.98   	  66.12		 66.61   	 -40.69		
 87.59   	 38.76   	 19.25   	 -10.17		 66.45   	 -40.69		
195.01   	105.59   	 19.21   	 -91.56		 66.29   	 -40.69		
299.99   	204.47   	 18.84   	-152.59		 66.12   	 -40.69		
422.97   	324.40   	 18.23   	-198.37		 65.96   	 -40.69		
517.58   	484.62   	 17.44   	-213.63		 65.80   	 -40.69		
584.11   	654.60   	 16.58   	-208.54		 65.64   	 -40.69		
649.72(R)	796.20   	 15.75   	-167.85		 65.47   	 -40.69		
591.74   	798.03   	 15.08   	-122.07		 65.31   	 -35.61		
379.94   	588.07   	 14.59   	 -61.04		 65.17   	 -35.61		
162.96   	268.25   	 14.34(E)	   5.09		 65.03   	 -35.61		
-84.53   	-125.43   	 14.36   	  76.30		 64.88   	 -30.52		
-260.62   	-479.13   	 14.67   	 137.33		 64.76   	 -30.52		
-242.00   	-636.90   	 15.22   	 208.54		 64.64   	 -30.52		
-138.24   	-734.25   	 16.05   	 264.50		 64.52   	 -30.52		
-150.45   	-773.93   	 17.11   	 325.53		 64.39   	 -25.43		
-158.69   	-710.45   	 18.41   	 381.48		 64.29   	 -30.52		
-173.03   	-651.55   	 19.94   	 432.35		 64.17   	 -30.52		
-283.20   	-593.57   	 21.67   	 483.21		 64.05   	 -30.52		
-344.24   	-522.46   	 23.60   	 544.25		 63.93   	 -30.52		
-395.81   	-489.50   	 25.78   	 620.55		 63.80   	 -35.61		
-457.15   	-484.01   	 28.26   	 712.10		 63.66   	 -35.61		
-498.35   	-475.46   	 31.11   	 813.83		 63.52   	 -35.61		
-516.36   	-473.63   	 34.36   	 920.65		 63.38   	 -35.61		
-527.04   	-470.58   	 38.05   	 996.94		 63.23   	 -40.69		
-568.54   	-456.54   	 42.03   	1042.72		 63.07   	 -40.69		
-609.13   	-455.02   	 46.21   	1052.90		 62.91   	 -40.69		
-620.12   	-444.64   	 50.42   	1022.38		 62.75   	 -40.69		
-592.04   	-421.14   	 54.51   	 976.60		 62.58   	 -40.69		
-556.64   	-406.19   	 58.41   	 920.65		 62.42   	 -35.61		
-512.08   	-378.72   	 62.10   	 869.78		 62.28   	 -35.61		
-447.39   	-331.12   	 65.57   	 839.26		 62.14   	 -30.52		
-403.75   	-276.79   	 68.93   	 808.75		 62.01   	 -35.61		
-347.29   	-210.57   	 72.17   	 752.79		 61.87   	 -30.52		
-289.92   	-141.91   	 75.18   	 671.41		 61.75   	 -30.52		
-264.89   	-87.28   	 77.86   	 539.16		 61.63   	 -30.52		
-239.87   	-52.19   	 80.02   	 396.74		 61.51   	 -25.43		
-229.80   	-39.06   	 81.61   	 264.50		 61.40   	 -30.52		
-219.73   	-29.60   	 82.66   	 198.37		 61.28   	 -25.43		
-208.13   	-22.89   	 83.46   	 218.72		 61.18   	 -25.43		
-200.50   	-17.09   	 84.33   	 320.45		 61.08   	 -20.35		
-195.31   	-14.65   	 85.62   	 462.87		 61.00   	 -25.43		
-197.45   	-14.95   	 87.47   	 574.77		 60.89   	 -20.35		
-197.45   	-17.70   	 89.77   	 615.46		 60.81   	 -20.35		
-199.58   	-17.40   	 92.23   	 549.34		 60.73   	 -20.35		
-201.42   	-14.95   	 94.42   	 391.66		 60.65   	 -20.35		
-201.72   	-13.73   	 95.99   	 167.85		 60.57   	 -25.43		
-202.64   	-14.65   	 96.66(S)	 -71.21		 60.47   	 -20.35		
-202.94   	-19.53   	 96.38   	-269.58		 60.39   	 -20.35		
-200.50   	-20.14   	 95.30   	-401.83		 60.30   	 -15.26		
-199.58   	-24.11   	 93.69   	-432.35		 60.24   	 -15.26		
-200.50   	-27.16   	 91.96   	-376.40		 60.18   	 -15.26		
-203.25   	-28.38   	 90.46   	-249.24		 60.12   	  -5.09		
-205.99   	-33.26   	 89.46   	-101.73		 60.10   	   0.00		
-205.69   	-35.40   	 89.05   	  15.26		 60.10   	  10.17		
-206.91   	-38.76   	 89.11   	  66.12		 60.14   	  30.52		
-205.69   	-39.98   	 89.38   	  35.61		 60.26   	  50.86		
-205.08   	-40.59   	 89.52   	 -55.95		 60.47   	  91.56		
-204.47   	-43.95   	 89.30   	-152.59		 60.83   	 157.68		
-208.13   	-47.00   	 88.69   	-198.37		 61.46   	 233.98		
-212.71   	-50.66   	 87.89   	-157.68		 62.40   	 325.53		
-213.32   	-57.37   	 87.26   	 -15.26		 63.70   	 417.09		
-216.06   	-61.65   	 87.20   	 188.20		 65.37   	 498.47		
-218.81   	-67.44   	 87.95   	 396.74		 67.36   	 554.42		
-218.20   	-72.63   	 89.54   	 518.82		 69.58   	 579.86		
-221.86   	-77.51   	 91.62   	 503.56		 71.90   	 590.03		
-227.66   	-86.06   	 93.63   	 361.14		 74.26   	 574.77		
-231.93   	-90.94   	 95.08   	 111.90		 76.56   	 554.42		
-237.12   	-99.79   	 95.52   	-183.11		 78.78   	 518.82		
-240.48   	-108.03   	 94.79   	-452.69		 80.85   	 498.47		
-243.84   	-111.69   	 92.98   	-645.98		 82.85   	 467.95		
-249.33   	-119.32   	 90.40   	-747.71		 84.72   	 447.61		
-252.99   	-126.04   	 87.41   	-742.62		 86.51   	 427.26		
-259.09   	-132.45   	 84.44   	-661.24		 88.22   	 406.92		
-263.98   	-141.91   	 81.79   	-523.90		 89.85   	 396.74		
-265.81   	-150.45   	 79.69   	-345.88		 91.43   	 386.57		
-266.72   	-154.42   	 78.31   	-147.51		 92.98   	 366.22		
-268.55   	-158.69   	 77.72   	  45.78		 94.45   	 356.05		
-267.03   	-161.44   	 77.90   	 188.20		 95.87   	 345.88		
-263.06   	-159.91   	 78.66   	 274.67		 97.25   	 320.45		
-261.23   	-162.96   	 79.76   	 279.75		 98.53   	 310.27		
-256.04   	-164.18   	 80.87   	 218.72		 99.78   	 289.93		
-249.63   	-162.05   	 81.75   	 116.99		100.94   	 274.67		
-243.84   	-162.05   	 82.22   	  10.17		102.03   	 254.32		
-234.07   	-154.42   	 82.26   	 -50.86		103.05   	 233.98		
-223.39   	-145.57   	 82.05   	 -30.52		103.99   	 218.72		
-209.05   	-134.58   	 81.93   	  55.95		104.86   	 198.37		
-194.70   	-121.15   	 82.16   	 188.20		105.66   	 178.03		
-180.05   	-108.64   	 82.91   	 289.93		106.37   	 157.68		
-165.10   	-93.38   	 84.07   	 330.62		107.00   	 137.33		
-149.54   	-75.68   	 85.39   	 295.01		107.55   	 111.90		
-133.67   	-56.46   	 86.57   	 188.20		108.00   	  86.47		
-118.10   	-36.32   	 87.32   	  76.30		108.34   	  61.04		
-103.45   	-16.78   	 87.63   	 -35.61		108.59   	  30.52		
-92.16   	  2.14   	 87.49   	-111.90		108.71   	   5.09		
-82.09   	 18.01   	 87.04   	-152.59		108.73   	 -25.43		
-74.16   	 33.57   	 86.43   	-152.59		108.63   	 -50.86		
-65.92   	 49.44   	 85.82   	-116.99		108.42   	 -76.30		
-58.90   	 61.34   	 85.35   	 -76.30		108.12   	 -96.64		
-54.02   	 72.02   	 85.05   	 -35.61		107.73   	-116.99		
-49.74   	 81.79   	 84.90   	 -20.35		107.26   	-132.25		
-46.39   	 89.72   	 84.82   	 -50.86		106.73   	-142.42		
-44.86   	 96.44   	 84.62   	-132.25		106.16   	-157.68		
-42.42   	100.10   	 84.09   	-249.24		105.53   	-167.85		
-40.28   	104.98   	 83.09   	-406.92		104.86   	-167.85		
-37.84   	108.34   	 81.46   	-625.63		104.19   	-178.03		
-33.57   	112.00   	 78.96   	-905.39		103.48   	-178.03		
-32.65   	114.75   	 75.34   	-1205.49		102.77   	-178.03		
-29.60   	118.41   	 70.52   	-1475.07		102.05   	-183.11		
-29.91   	116.88   	 64.62   	-1653.10		101.32   	-178.03		
-29.91   	116.58   	 58.01   	-1703.96		100.61   	-172.94		
-27.77   	118.71   	 51.19   	-1592.06		 99.92   	-172.94		
-26.25   	116.58   	 44.82   	-1342.82		 99.23   	-167.85		
-23.50   	117.49   	 39.45   	-1017.29		 98.56   	-162.77		
-22.58   	117.49   	 35.38   	-676.50		 97.90   	-162.77		
-21.06   	116.58   	 32.68   	-381.48		 97.25   	-152.59		
-20.75   	114.44   	 31.15   	-183.11		 96.64   	-152.59		
-21.06   	113.22   	 30.42   	 -96.64		 96.03   	-147.51		
-18.92   	113.22   	 30.03   	-111.90		 95.44   	-147.51		
-20.45   	109.25   	 29.58   	-188.20		 94.85   	-142.42		
-19.84   	108.03   	 28.83   	-289.93		 94.28   	-147.51		
-18.31   	107.73   	 27.67   	-361.14		 93.69   	-147.51		
-19.53   	105.59   	 26.23   	-396.74		 93.10   	-147.51		
-19.53   	103.76   	 24.64   	-376.40		 92.51   	-152.59		
-17.40   	103.76   	 23.13   	-300.10		 91.90   	-152.59		
-19.84   	101.32   	 21.93   	-208.54		 91.29   	-152.59		
-18.92   	101.62   	 21.10   	-122.07		 90.68   	-157.68		
-19.23   	101.93   	 20.61   	 -61.04		 90.05   	-157.68		
-22.58   	100.71   	 20.37   	 -35.61		 89.42   	-162.77		
-20.45   	103.15   	 20.22   	 -61.04		 88.77   	-162.77		
-21.36   	101.62   	 19.98   	-106.82		 88.12   	-167.85		
-22.28   	100.40   	 19.55   	-167.85		 87.45   	-162.77		
-19.84   	103.15   	 18.88   	-213.63		 86.80   	-162.77		
-20.75   	101.93   	 18.03   	-239.06		 86.14   	-152.59		
-25.02   	 98.88   	 17.07   	-223.80		 85.53   	-147.51		
-24.11   	 99.18   	 16.17   	-183.11		 84.94   	-137.33		
-24.41   	 98.57   	 15.44   	-116.99		 84.39   	-116.99		
-25.33   	 97.96   	 14.97   	 -40.69		 83.93   	-106.82		
-23.80   	 99.79   	 14.81   	  25.43		 83.50   	 -91.56		
-25.02   	101.62   	 14.91   	  76.30		 83.13   	 -81.38		
-27.77   	101.62   	 15.22   	  86.47		 82.81   	 -76.30		
-27.47   	103.76   	 15.56   	  71.21		 82.50   	 -61.04		
-26.55   	105.90   	 15.85   	  30.52		 82.26   	 -61.04		
-25.63   	107.73   	 15.97   	 -20.35		 82.01   	 -55.95		
-23.50   	109.86   	 15.89   	 -61.04		 81.79   	 -50.86		
-22.28   	108.34   	 15.65   	 -91.56		 81.59   	 -50.86		
-21.97   	110.17   	 15.28   	 -96.64		 81.38   	 -50.86		
-19.84   	111.08   	 14.89   	 -76.30		 81.18   	 -50.86		
-18.62   	110.78   	 14.59   	 -35.61		 80.98   	 -45.78		
-20.45   	112.92   	 14.45(D)	   5.09		 80.79   	 -50.86		
-19.53   	115.05   	 14.47   	  45.78		 80.59   	 -45.78		
-17.09   	115.97   	 14.65   	  81.38		 80.41   	 -40.69		
-12.82   	119.32   	 14.97   	  96.64		 80.24   	 -45.78		
 -9.77   	122.07   	 15.36   	  96.64		 80.06   	 -45.78		
 -7.93   	121.77   	 15.75   	  86.47		 79.88   	 -40.69		
 -7.93   	122.99   	 16.09   	  71.21		 79.71   	 -45.78		
 -7.63   	125.12   	 16.38   	  55.95		 79.53   	 -35.61		
 -2.44   	126.95   	 16.60   	  40.69		 79.39   	 -40.69		
  5.80   	133.67   	 16.76   	  35.61		 79.23   	 -40.69		
 19.53   	139.77   	 16.91   	  40.69		 79.06   	 -35.61		
 33.87   	144.96   	 17.07   	  55.95		 78.92   	 -35.61		
 50.05   	151.67   	 17.29   	  71.21		 78.78   	 -30.52		
 68.05   	156.25   	 17.58   	  91.56		 78.66   	 -30.52		
 80.26   	160.83   	 17.94   	  96.64		 78.53   	 -25.43		
