  I     	  II     	  LV     	  LV'		
 19.23   	 62.26   	 16.38   	 -86.47		
 33.87   	 64.39   	 16.03   	 -81.38		
 49.74   	 65.61   	 15.71   	 -71.21		
 58.59   	 69.27   	 15.42   	 -66.12		
 55.85   	 73.55   	 15.16   	 -55.95		
 42.42   	 73.55   	 14.93   	 -50.86		
 24.72   	 63.78   	 14.73   	 -40.69		
 14.04   	 44.86   	 14.57   	 -30.52		
 16.78   	 22.89   	 14.45   	 -15.26		
 31.74   	  6.10   	 14.38   	   0.00		
 51.27   	 -1.83   	 14.38   	  10.17		
 65.31   	 -4.27   	 14.43   	  15.26		
 66.83   	 -7.63   	 14.49   	  25.43		
 53.71   	-15.26   	 14.59   	  25.43		
 29.60   	-27.77   	 14.69   	  20.35		
  0.00   	-42.72   	 14.77   	  15.26		
-26.55   	-56.46   	 14.83   	  10.17		
-43.64   	-68.66   	 14.87   	   5.09		
-50.35   	-81.48   	 14.89   	   0.00		
-50.35   	-95.83   	 14.89   	  -5.09		
-49.74   	-110.47   	 14.87   	   0.00		
-52.19   	-122.38   	 14.87   	   0.00		
-55.85   	-128.48   	 14.87   	   5.09		
-56.15   	-127.56   	 14.89   	  15.26		
-50.66   	-121.15   	 14.95   	  20.35		
-40.28   	-111.69   	 15.04   	  25.43		
-26.25   	-97.66   	 15.14   	  20.35		
 -5.19   	-75.38   	 15.22   	  25.43		
 25.33   	-42.42   	 15.32   	  15.26		
 60.73   	 -2.75   	 15.38   	  20.35		
 88.81   	 38.15   	 15.46   	  10.17		
 99.18   	 82.40   	 15.50   	  10.17		
 96.74   	140.99   	 15.54   	  15.26		
105.90   	228.27   	 15.61   	  15.26		
156.86   	344.85   	 15.67   	  30.52		
264.28   	472.41   	 15.79   	  35.61		
416.26   	584.72   	 15.93   	  50.86		
584.11   	666.50   	 16.13   	  61.04		
737.30   	716.25   	 16.38   	  81.38		
855.10   	736.69(R)	 16.70(E)	  91.56		
926.82   	719.60   	 17.07   	 106.82		
949.10   	651.25   	 17.50   	 116.99		
927.43   	533.14   	 17.97   	 132.25		
874.63   	390.93   	 18.49   	 147.51		
807.80   	264.59   	 19.08   	 157.68		
736.69   	179.14   	 19.72   	 167.85		
657.04   	130.31   	 20.39   	 188.20		
554.81   	 95.52   	 21.14   	 208.54		
422.06   	 56.46   	 21.97   	 228.89		
270.69   	 12.82   	 22.89   	 254.32		
125.12   	-28.08   	 23.91   	 289.93		
 11.29   	-63.78   	 25.07   	 330.62		
-57.98   	-97.05   	 26.39   	 381.48		
-88.20   	-127.87   	 27.91   	 437.43		
-97.35   	-150.15   	 29.66   	 508.65		
-101.32   	-157.78   	 31.70   	 579.86		
-107.73   	-151.67   	 34.02   	 666.32		
-116.58   	-143.13   	 36.68   	 742.62		
-124.21   	-141.91   	 39.65   	 818.92		
-128.17   	-149.84   	 42.93   	 879.96		
-130.62   	-159.91   	 46.45   	 930.82		
-132.75   	-164.49   	 50.17   	 956.25		
-136.11   	-160.83   	 54.00   	 956.25		
-139.77   	-153.81   	 57.82   	 946.08		
-142.82   	-148.62   	 61.61   	 910.47		
-145.26   	-148.32   	 65.25   	 869.78		
-147.40   	-152.28   	 68.73   	 818.92		
-148.62   	-156.25   	 72.00   	 778.23		
-148.93   	-156.86   	 75.12   	 737.54		
-148.62   	-154.72   	 78.07   	 712.10		
-148.32   	-151.06   	 80.92   	 686.67		
-148.01   	-148.32   	 83.66   	 671.41		
-146.79   	-146.48   	 86.35   	 661.24		
-144.96   	-143.13   	 88.99   	 656.15		
-143.43   	-137.33   	 91.62   	 645.98		
-142.82   	-129.39   	 94.20   	 635.81		
-143.74   	-123.60   	 96.74   	 615.46		
-143.74   	-121.46   	 99.21   	 595.11		
-141.60   	-123.29   	101.59   	 574.77		
-136.72   	-126.65   	103.89   	 544.25		
-130.00   	-126.65   	106.06   	 518.82		
-123.60   	-119.63   	108.14   	 488.30		
-117.80   	-106.20   	110.09   	 462.87		
-112.00   	-90.33   	111.94   	 432.35		
-107.73   	-77.51   	113.67   	 406.92		
-105.29   	-71.41   	115.30   	 376.40		
-105.59   	-72.63   	116.81   	 350.97		
-107.12   	-76.29   	118.21   	 325.53		
-108.03   	-76.29   	119.51   	 305.19		
-105.59   	-68.05   	120.73   	 274.67		
-99.79   	-51.27   	121.83   	 259.41		
-92.16   	-29.91   	122.87   	 233.98		
-83.92   	 -8.54   	123.80   	 213.63		
-76.29   	  9.46   	124.66   	 198.37		
-69.89   	 23.50   	125.45   	 172.94		
-65.61   	 34.18   	126.14   	 162.77		
-63.48   	 42.42   	126.80   	 147.51		
-62.87   	 47.91   	127.39   	 127.16		
-62.56   	 51.27   	127.89   	 116.99		
-61.04   	 54.93   	128.36   	 106.82		
-55.24   	 64.09   	128.79   	  86.47		
