  I     	  II     	  AO     	  AO'		  FAC     	  FAC'		
 -0.92   	-30.82   	 58.35   	 -25.43		 47.83   	 -20.35		
 -3.36   	-35.10   	 58.25   	 -25.43		 47.75   	 -20.35		
 -7.93   	-43.95   	 58.15   	 -25.43		 47.67   	 -20.35		
-11.60   	-50.96   	 58.05   	 -25.43		 47.59   	 -20.35		
-11.29   	-53.71   	 57.94   	 -25.43		 47.51   	 -20.35		
 -7.63   	-55.85   	 57.84   	 -25.43		 47.43   	 -20.35		
 -5.49   	-62.87   	 57.74   	 -25.43		 47.34   	 -25.43		
-10.38   	-75.07   	 57.64   	 -30.52		 47.24   	 -15.26		
-23.19   	-86.06   	 57.52   	 -25.43		 47.18   	 -25.43		
-37.54   	-82.09   	 57.42   	 -30.52		 47.08   	 -25.43		
-38.15   	-46.39   	 57.29   	 -30.52		 46.98   	 -20.35		
-10.68   	 40.89   	 57.17   	 -35.61		 46.90   	 -20.35		
 51.57   	198.97   	 57.03   	 -35.61		 46.82   	 -20.35		
146.79   	441.89   	 56.89   	 -35.61		 46.73   	 -25.43		
260.01   	755.62   	 56.74   	 -35.61		 46.63   	 -35.61		
365.60   	1069.03   	 56.60   	 -71.21		 46.49   	 -45.78		
440.37   	1250.31(R)	 56.32   	 -30.52		 46.31   	 -25.43		
387.57   	994.57   	 56.20   	 -30.52		 46.21   	 -20.35		
296.94   	577.70   	 56.07   	 -25.43		 46.12   	 -25.43		
205.08   	152.89   	 55.97   	 -25.43		 46.02   	 -20.35		
137.94   	-141.60   	 55.87   	 -25.43		 45.94   	 -20.35		
 99.49   	-254.21   	 55.77   	 -20.35		 45.86   	 -20.35		
 75.07   	-224.61   	 55.69   	 -25.43		 45.78   	 -15.26		
 48.22   	-133.36   	 55.58   	 -20.35		 45.72   	 -20.35		
 15.26   	-54.93   	 55.50   	 -20.35		 45.64   	 -20.35		
-16.48   	-23.19   	 55.42   	 -20.35		 45.55   	 -20.35		
-36.62   	-33.57   	 55.34   	 -20.35		 45.47   	 -30.52		
-41.81   	-63.17   	 55.26   	 -15.26		 45.35   	 -15.26		
-36.01   	-93.99   	 55.20   	 -10.17		 45.29   	 -20.35		
-27.16   	-116.27   	 55.16(D)	   0.00		 45.21   	 -15.26		
-20.75   	-127.87   	 55.16   	  15.26		 45.15   	 -15.26		
-20.14   	-131.84   	 55.22   	  30.52		 45.09   	 -10.17		
-25.63   	-132.14   	 55.34   	  50.86		 45.05   	 -20.35		
-34.48   	-130.62   	 55.54   	  71.21		 44.96   	 -15.26		
-41.81   	-128.48   	 55.83   	  96.64		 44.90   	 -20.35		
-42.72   	-127.26   	 56.22   	 116.99		 44.82   	 -15.26		
-36.93   	-127.56   	 56.68   	 142.42		 44.76   	 -10.17		
-29.60   	-129.70   	 57.25   	 167.85		 44.72   	 -25.43		
-26.25   	-131.23   	 57.92   	 193.29		 44.62   	 -35.61		
-28.99   	-131.53   	 58.70   	 233.98		 44.48   	 -30.52		
-35.10   	-132.14   	 59.63   	 264.50		 44.35   	 -25.43		
-39.06   	-133.36   	 60.69   	 300.10		 44.25   	 -30.52		
-37.84   	-136.72   	 61.89   	 325.53		 44.13   	 -30.52		
-32.04   	-141.60   	 63.19   	 345.88		 44.01   	 -30.52		
-26.55   	-146.79   	 64.58   	 345.88		 43.89   	 -20.35		
-25.33   	-150.76   	 65.96   	 330.62		 43.80   	 -10.17		
-29.30   	-151.06   	 67.28   	 310.27		 43.76(D)	  15.26		
-36.01   	-145.87   	 68.52   	 279.75		 43.82   	  35.61		
-42.72   	-136.72   	 69.64   	 244.15		 43.97   	  45.78		
-45.78   	-126.34   	 70.62   	 198.37		 44.15   	  61.04		
-44.25   	-119.63   	 71.41   	 162.77		 44.39   	 111.90		
-39.06   	-119.02   	 72.06   	 142.42		 44.84   	 157.68		
-33.26   	-123.90   	 72.63   	 127.16		 45.47   	 249.24		
-29.60   	-130.62   	 73.14   	 127.16		 46.47   	 361.14		
-29.30   	-134.28   	 73.65   	 137.33		 47.91   	 473.04		
-31.74   	-132.45   	 74.20   	 147.51		 49.81   	 549.34		
-35.10   	-127.87   	 74.79   	 167.85		 52.00   	 554.42		
-38.45   	-124.21   	 75.46   	 188.20		 54.22   	 528.99		
-41.50   	-124.21   	 76.22   	 193.29		 56.34   	 483.21		
-44.56   	-126.34   	 76.99   	 203.46		 58.27   	 452.69		
-45.78   	-127.56   	 77.80   	 208.54		 60.08   	 437.43		
-43.95   	-124.82   	 78.64   	 203.46		 61.83   	 442.52		
-39.06   	-119.93   	 79.45   	 198.37		 63.60   	 442.52		
-35.10   	-116.58   	 80.24   	 198.37		 65.37   	 432.35		
-35.40   	-117.19   	 81.04   	 193.29		 67.10   	 437.43		
-40.59   	-119.93   	 81.81   	 198.37		 68.85   	 432.35		
-47.00   	-120.85   	 82.60   	 208.54		 70.58   	 412.00		
-50.35   	-117.19   	 83.44   	 218.72		 72.23   	 432.35		
-49.44   	-110.47   	 84.31   	 233.98		 73.96   	 462.87		
-47.00   	-103.15   	 85.25   	 254.32		 75.81   	 452.69		
-44.86   	-96.74   	 86.27   	 269.58		 77.62   	 442.52		
-41.81   	-90.64   	 87.34   	 274.67		 79.39   	 437.43		
-36.93   	-84.23   	 88.44   	 279.75		 81.14   	 437.43		
-32.35   	-77.51   	 89.56   	 264.50		 82.89   	 417.09		
-32.35   	-71.41   	 90.62   	 249.24		 84.56   	 396.74		
-40.28   	-67.75   	 91.62   	 228.89		 86.14   	 371.31		
-53.41   	-65.61   	 92.53   	 208.54		 87.63   	 361.14		
-64.70   	-64.39   	 93.37   	 188.20		 89.07   	 325.53		
-68.36   	-62.56   	 94.12   	 167.85		 90.38   	 315.36		
-65.00   	-59.81   	 94.79   	 157.68		 91.64   	 295.01		
-60.12   	-55.85   	 95.42   	 147.51		 92.82   	 264.50		
-57.07   	-50.66   	 96.01   	 142.42		 93.88   	 218.72		
-56.15   	-43.95   	 96.58   	 142.42		 94.75   	 213.63		
-55.54   	-36.93   	 97.15   	 142.42		 95.60   	 223.80		
-54.93   	-31.43   	 97.72   	 137.33		 96.50   	 208.54		
-56.46   	-29.30   	 98.27   	 127.16		 97.33   	 152.59		
-63.78   	-31.13   	 98.78   	 116.99		 97.94   	 106.82		
-75.68   	-35.10   	 99.25   	 101.73		 98.37   	 111.90		
-86.06   	-37.54   	 99.65   	  86.47		 98.82   	 106.82		
-89.11   	-35.10   	100.00   	  71.21		 99.25   	  96.64		
-83.01   	-28.08   	100.28   	  50.86		 99.63   	  55.95		
-71.41   	-19.53   	100.49   	  35.61		 99.86   	  35.61		
-59.51   	-11.90   	100.63   	  25.43		100.00   	  20.35		
-50.05   	 -5.80   	100.73   	   5.09		100.08   	   5.09		
-42.42   	 -0.61   	100.75(S)	 -10.17		100.10(S)	 -20.35		
-35.71   	  3.97   	100.71   	 -25.43		100.02   	 -30.52		
-29.30   	  7.63   	100.61   	 -40.69		 99.90   	 -50.86		
-24.11   	  8.24   	100.45   	 -55.95		 99.69   	 -61.04		
-21.36   	  6.10   	100.22   	 -71.21		 99.45   	 -66.12		
-21.06   	  2.14   	 99.94   	 -91.56		 99.19   	 -76.30		
-21.67   	 -0.61   	 99.57   	 -96.64		 98.88   	 -96.64		
-20.45   	  0.61   	 99.19   	-111.90		 98.49   	-127.16		
-15.26   	  7.63   	 98.74   	-111.90		 97.99   	-137.33		
 -5.80   	 18.62   	 98.29   	-122.07		 97.44   	-132.25		
  5.80   	 30.82   	 97.80   	-122.07		 96.91   	-147.51		
 16.48   	 39.06   	 97.31   	-137.33		 96.32   	-152.59		
 22.89   	 39.37   	 96.76   	-142.42		 95.71   	-162.77		
 24.72   	 33.26   	 96.19   	-152.59		 95.06   	-172.94		
 23.50   	 24.41   	 95.58   	-162.77		 94.36   	-203.46		
 20.14   	 17.09   	 94.93   	-167.85		 93.55   	-218.72		
 16.48   	 13.12   	 94.26   	-178.03		 92.68   	-233.98		
 13.73   	 11.60   	 93.55   	-178.03		 91.74   	-228.89		
 11.90   	 11.90   	 92.84   	-172.94		 90.82   	-244.15		
  9.46   	 12.21   	 92.15   	-162.77		 89.85   	-244.15		
  6.10   	 12.82   	 91.50   	-152.59		 88.87   	-244.15		
  3.36   	 13.73   	 90.88   	-132.25		 87.89   	-259.41		
  3.66   	 14.65   	 90.36   	-116.99		 86.86   	-269.58		
  7.63   	 14.34   	 89.89   	-106.82		 85.78   	-269.58		
 12.51   	 12.51   	 89.46   	 -91.56		 84.70   	-279.75		
 14.34   	  8.85   	 89.09   	 -76.30		 83.58   	-284.84		
 10.38   	  4.58   	 88.79   	 -76.30		 82.44   	-284.84		
  3.05   	  2.14   	 88.48   	 -76.30		 81.30   	-274.67		
 -2.14   	  3.05   	 88.18   	 -71.21		 80.20   	-279.75		
 -2.44   	  6.71   	 87.89   	 -76.30		 79.08   	-259.41		
 -0.31   	  8.85   	 87.59   	 -81.38		 78.05   	-228.89		
 -1.53   	  6.71   	 87.26   	 -81.38		 77.13   	-208.54		
 -5.80   	  2.75   	 86.94   	 -81.38		 76.30   	-178.03		
 -8.54   	 -0.31   	 86.61   	 -81.38		 75.58   	-167.85		
 -4.27   	  1.22   	 86.29   	 -81.38		 74.91   	-178.03		
  7.32   	  5.80   	 85.96   	 -76.30		 74.20   	-183.11		
 17.70   	  8.54   	 85.66   	 -71.21		 73.47   	-188.20		
 18.01   	  5.80   	 85.37   	 -71.21		 72.72   	-178.03		
  7.32   	 -1.22   	 85.09   	 -71.21		 72.00   	-167.85		
 -7.02   	 -8.24   	 84.80   	 -66.12		 71.33   	-152.59		
-16.17   	-12.51   	 84.54   	 -66.12		 70.72   	-152.59		
-17.09   	-13.43   	 84.27   	 -71.21		 70.11   	-152.59		
-11.90   	-11.90   	 83.99   	 -66.12		 69.50   	-152.59		
 -5.19   	 -9.77   	 83.72   	 -71.21		 68.89   	-142.42		
  2.75   	 -5.49   	 83.44   	 -71.21		 68.32   	-132.25		
 10.99   	  0.00   	 83.15   	 -71.21		 67.79   	-122.07		
 18.31   	  4.27   	 82.87   	 -71.21		 67.30   	-122.07		
 21.36   	  4.88   	 82.58   	 -71.21		 66.82   	-127.16		
 16.78   	  0.92   	 82.30   	 -71.21		 66.31   	-122.07		
  5.80   	 -7.02   	 82.01   	 -71.21		 65.82   	-111.90		
 -7.63   	-17.09   	 81.73   	 -66.12		 65.37   	-106.82		
-17.70   	-25.02   	 81.46   	 -66.12		 64.94   	 -96.64		
-21.97   	-26.86   	 81.20   	 -66.12		 64.56   	 -86.47		
-18.62   	-20.45   	 80.94   	 -71.21		 64.21   	 -86.47		
 -8.54   	 -6.10   	 80.65   	 -66.12		 63.87   	 -86.47		
  4.88   	  9.16   	 80.39   	 -66.12		 63.52   	 -76.30		
 15.87   	 17.70   	 80.12   	 -71.21		 63.21   	 -76.30		
 20.14   	 14.95   	 79.84   	 -71.21		 62.91   	 -50.86		
 16.48   	  4.58   	 79.55   	 -71.21		 62.71   	 -76.30		
  8.24   	 -7.32   	 79.27   	 -71.21		 62.40   	 -91.56		
 -0.31   	-14.95   	 78.98   	 -66.12		 62.03   	 -71.21		
 -4.58   	-15.56   	 78.72   	 -71.21		 61.75   	 -50.86		
 -4.58   	-10.99   	 78.43   	 -71.21		 61.55   	 -50.86		
 -1.83   	 -4.27   	 78.15   	 -66.12		 61.34   	 -61.04		
  0.61   	  2.14   	 77.88   	 -71.21		 61.10   	 -61.04		
  0.61   	  5.80   	 77.60   	 -66.12		 60.85   	 -66.12		
 -2.75   	  4.27   	 77.33   	 -66.12		 60.59   	 -55.95		
 -7.02   	 -2.44   	 77.07   	 -71.21		 60.37   	 -45.78		
 -8.54   	-10.07   	 76.79   	 -66.12		 60.18   	 -40.69		
 -4.88   	-13.43   	 76.52   	 -71.21		 60.02   	 -50.86		
  4.88   	 -9.16   	 76.24   	 -66.12		 59.82   	 -55.95		
 15.87   	  0.92   	 75.97   	 -71.21		 59.59   	 -45.78		
 21.97   	 10.38   	 75.69   	 -71.21		 59.41   	 -30.52		
 19.53   	 14.04   	 75.40   	 -66.12		 59.29   	 -30.52		
  9.46   	 11.29   	 75.14   	 -71.21		 59.17   	 -45.78		
 -0.92   	  6.71   	 74.85   	 -71.21		 58.98   	 -61.04		
 -6.10   	  5.19   	 74.57   	 -71.21		 58.74   	 -50.86		
 -4.27   	  7.93   	 74.28   	 -76.30		 58.53   	 -35.61		
  1.83   	 11.60   	 73.98   	 -71.21		 58.39   	 -30.52		
  7.63   	 13.43   	 73.69   	 -71.21		 58.27   	 -35.61		
  7.63   	 10.07   	 73.41   	 -71.21		 58.13   	 -45.78		
  1.22   	  2.14   	 73.12   	 -71.21		 57.94   	 -50.86		
 -8.54   	 -7.02   	 72.84   	 -76.30		 57.74   	 -45.78		
-16.17   	-12.21   	 72.53   	 -71.21		 57.56   	 -35.61		
-16.78   	-10.38   	 72.25   	 -71.21		 57.42   	 -35.61		
-10.07   	 -3.05   	 71.96   	 -71.21		 57.27   	 -40.69		
  0.00   	  5.49   	 71.68   	 -71.21		 57.11   	 -40.69		
  6.71   	 10.07   	 71.39   	 -66.12		 56.95   	 -35.61		
  7.63   	  8.54   	 71.13   	 -71.21		 56.81   	 -35.61		
  3.05   	  3.36   	 70.84   	 -66.12		 56.66   	 -35.61		
 -1.83   	 -0.61   	 70.58   	 -66.12		 56.52   	 -35.61		
 -3.97   	 -1.53   	 70.32   	 -71.21		 56.38   	 -40.69		
 -3.05   	 -0.31   	 70.03   	 -61.04		 56.22   	 -35.61		
 -1.83   	  1.53   	 69.79   	 -66.12		 56.07   	 -40.69		
 -1.53   	  4.27   	 69.52   	 -66.12		 55.91   	 -35.61		
 -3.05   	  8.85   	 69.26   	 -61.04		 55.77   	 -40.69		
 -6.41   	 14.65   	 69.01   	 -61.04		 55.61   	 -35.61		
 -8.54   	 18.01   	 68.77   	 -66.12		 55.46   	 -35.61		
 -7.02   	 16.48   	 68.50   	 -55.95		 55.32   	 -30.52		
 -1.22   	  9.77   	 68.28   	 -61.04		 55.20   	 -35.61		
  5.19   	  1.83   	 68.04   	 -61.04		 55.06   	 -35.61		
  7.93   	 -2.44   	 67.79   	 -61.04		 54.91   	 -35.61		
  3.97   	 -0.92   	 67.55   	 -55.95		 54.77   	 -40.69		
 -4.88   	  4.27   	 67.32   	 -61.04		 54.61   	 -40.69		
-11.90   	  8.54   	 67.08   	 -55.95		 54.45   	 -35.61		
-10.99   	  9.77   	 66.86   	 -55.95		 54.30   	 -35.61		
 -3.97   	  8.24   	 66.63   	 -55.95		 54.16   	 -30.52		
  5.19   	  6.71   	 66.41   	 -55.95		 54.04   	 -30.52		
 10.99   	  7.32   	 66.18   	 -55.95		 53.92   	 -30.52		
 11.90   	  9.77   	 65.96   	 -55.95		 53.79   	 -30.52		
  8.24   	 11.29   	 65.74   	 -50.86		 53.67   	 -35.61		
  1.53   	  9.77   	 65.53   	 -55.95		 53.53   	 -35.61		
 -6.10   	  5.19   	 65.31   	 -50.86		 53.39   	 -35.61		
-12.21   	  0.31   	 65.11   	 -50.86		 53.24   	 -35.61		
-13.73   	 -2.75   	 64.90   	 -45.78		 53.10   	 -30.52		
-10.68   	 -1.83   	 64.72   	 -50.86		 52.98   	 -35.61		
 -4.88   	  3.05   	 64.52   	 -45.78		 52.84   	 -30.52		
 -0.31   	 10.68   	 64.33   	 -50.86		 52.72   	 -35.61		
  0.92   	 21.06   	 64.13   	 -45.78		 52.57   	 -35.61		
  1.22   	 33.57   	 63.95   	 -45.78		 52.43   	 -35.61		
  4.27   	 47.91   	 63.76   	 -45.78		 52.29   	 -35.61		
 10.68   	 62.87   	 63.58   	 -45.78		 52.15   	 -30.52		
 17.40   	 77.21   	 63.40   	 -45.78		 52.02   	 -30.52		
 20.14   	 89.11   	 63.21   	 -45.78		 51.90   	 -35.61		
 16.48   	 96.74   	 63.03   	 -45.78		 51.76   	 -30.52		
 10.07   	100.40   	 62.85   	 -45.78		 51.64   	 -30.52		
  7.02   	102.54   	 62.67   	 -45.78		 51.52   	 -30.52		
  9.46   	107.42   	 62.48   	 -45.78		 51.39   	 -35.61		
 15.87   	117.80   	 62.30   	 -45.78		 51.25   	 -30.52		
 22.28   	133.97   	 62.12   	 -40.69		 51.13   	 -35.61		
 25.94   	151.98   	 61.95   	 -40.69		 50.99   	 -35.61		
 28.38   	166.63   	 61.79   	 -40.69		 50.84   	 -30.52		
 32.35   	174.87   	 61.63   	 -40.69		 50.72   	 -25.43		
 39.06   	176.39   	 61.46   	 -40.69		 50.62   	 -30.52		
 46.69   	173.95   	 61.30   	 -35.61		 50.50   	 -30.52		
 51.27   	170.29   	 61.16   	 -40.69		 50.38   	 -35.61		
 50.35   	169.37   	 61.00   	 -35.61		 50.23   	 -30.52		
 45.78   	173.34   	 60.85   	 -35.61		 50.11   	 -30.52		
 41.50   	180.66   	 60.71   	 -35.61		 49.99   	 -40.69		
 39.67   	186.77   	 60.57   	 -35.61		 49.83   	 -30.52		
 40.28   	186.16   	 60.43   	 -35.61		 49.70   	 -30.52		
 40.59   	174.56   	 60.28   	 -35.61		 49.58   	 -25.43		
 37.23   	149.84   	 60.14   	 -30.52		 49.48   	 -25.43		
 29.60   	113.83   	 60.02   	 -30.52		 49.38   	 -35.61		
 20.14   	 72.94   	 59.90   	 -30.52		 49.24   	 -35.61		
 11.29   	 35.40   	 59.78   	 -30.52		 49.09   	 -30.52		
  5.19   	  8.54   	 59.65   	 -25.43		 48.97   	 -30.52		
  3.05   	 -5.80   	 59.55   	 -25.43		 48.85   	 -25.43		
  4.27   	-11.29   	 59.45   	 -25.43		 48.75   	 -20.35		
  7.32   	-15.26   	 59.35   	 -25.43		 48.67   	 -25.43		
  9.77   	-21.06   	 59.25   	 -25.43		 48.57   	 -35.61		
 10.07   	-28.08   	 59.15   	 -25.43		 48.42   	 -30.52		
  8.24   	-33.87   	 59.04   	 -25.43		 48.30   	 -20.35		
  5.49   	-36.62   	 58.94   	 -25.43		 48.22   	 -20.35		
  3.66   	-37.84   	 58.84   	 -30.52		 48.14   	 -20.35		
  3.05   	-39.98   	 58.72   	 -25.43		 48.06   	 -25.43		
  1.53   	-43.64   	 58.62   	 -25.43		 47.96   	 -30.52		
 -1.22   	-47.91   	 58.51   	 -30.52		 47.83   	 -20.35		
 -5.80   	-52.49   	 58.39   	 -25.43		 47.75   	 -20.35		
 -9.46   	-57.68   	 58.29   	 -30.52		 47.67   	 -20.35		
-11.90   	-65.61   	 58.17   	 -30.52		 47.59   	 -25.43		
-14.65   	-77.21   	 58.05   	 -25.43		 47.49   	 -25.43		
-21.06   	-88.81   	 57.94   	 -30.52		 47.39   	 -25.43		
-29.60   	-90.33   	 57.82   	 -35.61		 47.28   	 -15.26		
-32.04   	-66.22   	 57.68   	 -35.61		 47.22   	 -20.35		
-17.40   	  2.44   	 57.54   	 -35.61		 47.14   	 -15.26		
 26.86   	136.41   	 57.40   	 -40.69		 47.08   	 -25.43		
106.51   	350.95   	 57.23   	 -40.69		 46.98   	 -35.61		
214.84   	641.17   	 57.07   	 -35.61		 46.84   	 -30.52		
332.03   	958.56   	 56.93   	 -81.38		 46.71   	 -55.95		
466.92   	1257.32(R)	 56.60   	 -30.52		 46.49   	 -30.52		
439.76   	1075.44   	 56.48   	 -35.61		 46.37   	 -20.35		
357.97   	696.41   	 56.34   	 -30.52		 46.29   	 -20.35		
257.87   	253.30   	 56.22   	 -25.43		 46.21   	 -15.26		
175.48   	-100.10   	 56.11   	 -20.35		 46.14   	 -20.35		
125.12   	-277.10   	 56.03   	 -25.43		 46.06   	 -25.43		
 96.74   	-286.56   	 55.93   	 -20.35		 45.96   	 -20.35		
 69.27   	-200.20   	 55.85   	 -20.35		 45.88   	 -25.43		
 33.57   	-101.01   	 55.77   	 -20.35		 45.78   	 -10.17		
 -3.97   	-43.33   	 55.69   	 -20.35		 45.74   	 -20.35		
-30.21   	-38.45   	 55.61   	 -20.35		 45.66   	 -25.43		
-37.84   	-66.83   	 55.52   	 -15.26		 45.55   	 -30.52		
-32.04   	-103.76   	 55.46   	  -5.09		 45.43   	 -25.43		
-22.58   	-130.92   	 55.44   	  -5.09		 45.33   	 -15.26		
-17.09   	-141.60   	 55.42(D)	  15.26		 45.27   	 -15.26		
-17.09   	-139.16   	 55.48   	  25.43		 45.21   	  -5.09		
-21.06   	-131.84   	 55.58   	  45.78		 45.19   	 -20.35		
-25.63   	-125.73   	 55.77   	  66.12		 45.11   	 -20.35		
-30.21   	-122.68   	 56.03   	  86.47		 45.03   	 -20.35		
-33.87   	-123.90   	 56.38   	 106.82		 44.94   	 -10.17		
-36.62   	-128.78   	 56.81   	 132.25		 44.90   	 -10.17		
-36.62   	-134.58   	 57.33   	 157.68		 44.86   	 -20.35		
-34.48   	-138.24   	 57.97   	 183.11		 44.78   	 -30.52		
-31.43   	-138.24   	 58.70   	 223.80		 44.66   	 -25.43		
-28.99   	-136.11   	 59.59   	 259.41		 44.56   	 -25.43		
-28.69   	-134.89   	 60.63   	 295.01		 44.46   	 -30.52		
-29.30   	-134.58   	 61.81   	 330.62		 44.33   	 -30.52		
-27.47   	-134.28   	 63.13   	 350.97		 44.21   	 -30.52		
-23.80   	-134.28   	 64.54   	 350.97		 44.09   	 -25.43		
-23.19   	-135.80   	 65.94   	 340.79		 43.99   	 -10.17		
-28.99   	-140.38   	 67.30   	 325.53		 43.95(D)	  10.17		
-40.59   	-145.57   	 68.61   	 295.01		 43.99   	  25.43		
-50.96   	-147.71   	 69.79   	 264.50		 44.09   	  45.78		
-51.57   	-144.04   	 70.84   	 233.98		 44.27   	  66.12		
-42.11   	-136.72   	 71.78   	 203.46		 44.54   	  91.56		
-29.91   	-131.84   	 72.59   	 178.03		 44.90   	 142.42		
-24.72   	-133.97   	 73.31   	 157.68		 45.47   	 228.89		
-30.21   	-141.91   	 73.94   	 142.42		 46.39   	 345.88		
-41.50   	-151.37   	 74.51   	 142.42		 47.77   	 462.87		
-50.05   	-155.33   	 75.08   	 147.51		 49.62   	 564.60		
-49.74   	-150.15   	 75.67   	 157.68		 51.88   	 600.20		
-40.89   	-138.24   	 76.30   	 172.94		 54.28   	 544.25		
-29.91   	-124.51   	 76.99   	 193.29		 56.46   	 498.47		
-24.11   	-115.36   	 77.76   	 203.46		 58.45   	 473.04		
-26.55   	-113.53   	 78.58   	 213.63		 60.35   	 457.78		
-33.26   	-117.80   	 79.43   	 213.63		 62.18   	 447.61		
-38.45   	-123.29   	 80.28   	 218.72		 63.97   	 432.35		
-38.45   	-126.04   	 81.16   	 223.80		 65.70   	 432.35		
-36.01   	-125.73   	 82.05   	 228.89		 67.43   	 432.35		
-37.23   	-124.82   	 82.97   	 233.98		 69.16   	 452.69		
-43.95   	-125.12   	 83.91   	 249.24		 70.97   	 467.95		
-52.49   	-125.43   	 84.90   	 254.32		 72.84   	 452.69		
-55.85   	-122.68   	 85.92   	 259.41		 74.65   	 427.26		
-50.96   	-115.36   	 86.96   	 259.41		 76.36   	 447.61		
-40.28   	-104.98   	 88.00   	 249.24		 78.15   	 462.87		
-30.52   	-95.21   	 88.99   	 233.98		 80.00   	 457.78		
-26.25   	-87.89   	 89.93   	 208.54		 81.83   	 457.78		
-27.77   	-83.31   	 90.76   	 193.29		 83.66   	 432.35		
-32.96   	-79.96   	 91.54   	 172.94		 85.39   	 376.40		
-39.37   	-77.51   	 92.23   	 157.68		 86.90   	 371.31		
-45.17   	-76.29   	 92.86   	 157.68		 88.38   	 376.40		
-50.96   	-76.90   	 93.49   	 157.68		 89.89   	 381.48		
-56.15   	-77.51   	 94.12   	 172.94		 91.41   	 340.79		
-61.04   	-75.07   	 94.81   	 178.03		 92.78   	 274.67		
-63.17   	-67.14   	 95.52   	 193.29		 93.88   	 239.06		
-61.65   	-53.41   	 96.30   	 203.46		 94.83   	 218.72		
-57.07   	-37.84   	 97.11   	 208.54		 95.71   	 213.63		
-51.27   	-25.33   	 97.94   	 208.54		 96.56   	 208.54		
-48.52   	-19.84   	 98.78   	 203.46		 97.40   	 183.11		
-52.19   	-22.28   	 99.59   	 188.20		 98.13   	 157.68		
-60.73   	-27.47   	100.35   	 172.94		 98.76   	 122.07		
-70.19   	-29.30   	101.04   	 142.42		 99.25   	 101.73		
-75.07   	-25.02   	101.61   	 122.07		 99.65   	  71.21		
-73.55   	-16.17   	102.10   	  96.64		 99.94   	  61.04		
-67.44   	 -8.24   	102.48   	  81.38		100.18   	 111.90		
-60.12   	 -5.49   	102.81   	  61.04		100.63   	 111.90		
-54.63   	 -7.02   	103.05   	  40.69		101.08   	-101.73		
-51.27   	 -8.54   	103.21   	  25.43		100.67   	-172.94		
-48.22   	 -5.80   	103.32   	   5.09		 99.98   	 -30.52		
-43.33   	  1.53   	103.34(S)	 -15.26		 99.86   	 193.29		
-35.10   	  9.46   	103.28   	 -40.69		100.63   	 310.27		
-25.33   	 13.43   	103.11   	 -66.12		101.87(S)	 -86.47		
-16.48   	 12.51   	102.85   	 -86.47		101.53   	-523.90		
-10.68   	  7.93   	102.50   	-111.90		 99.43   	-295.01		
 -7.93   	  4.27   	102.05   	-127.16		 98.25   	 157.68		
 -4.88   	  3.66   	101.55   	-142.42		 98.88   	 142.42		
  0.61   	  6.71   	100.98   	-152.59		 99.45   	-193.29		
  8.54   	 11.90   	100.37   	-162.77		 98.68   	-366.22		
 15.87   	 17.40   	 99.71   	-162.77		 97.21   	-239.06		
 19.84   	 20.45   	 99.06   	-172.94		 96.26   	 -30.52		
 20.14   	 21.06   	 98.37   	-172.94		 96.13   	 -10.17		
 18.92   	 19.53   	 97.68   	-183.11		 96.09   	-152.59		
 17.40   	 15.87   	 96.95   	-193.29		 95.48   	-295.01		
 16.17   	 11.60   	 96.17   	-198.37		 94.30   	-335.71		
 15.87   	  7.93   	 95.38   	-203.46		 92.96   	-269.58		
 16.17   	  5.49   	 94.57   	-203.46		 91.88   	-152.59		
 17.09   	  5.49   	 93.75   	-203.46		 91.27   	-147.51		
 18.01   	  6.10   	 92.94   	-188.20		 90.68   	-254.32		
 17.40   	  7.02   	 92.19   	-178.03		 89.66   	-325.53		
 15.87   	  7.63   	 91.47   	-152.59		 88.36   	-310.27		
 13.73   	  9.16   	 90.86   	-137.33		 87.12   	-239.06		
 12.21   	 12.51   	 90.32   	-116.99		 86.16   	-183.11		
 10.68   	 16.78   	 89.85   	 -96.64		 85.43   	-305.19		
  7.63   	 18.31   	 89.46   	 -81.38		 84.21   	-371.31		
  3.97   	 15.87   	 89.13   	 -76.30		 82.73   	-269.58		
  2.75   	 10.68   	 88.83   	 -71.21		 81.65   	-269.58		
  5.19   	  5.49   	 88.54   	 -71.21		 80.57   	-310.27		
 10.07   	  2.44   	 88.26   	 -71.21		 79.33   	-269.58		
 14.65   	  0.61   	 87.98   	 -71.21		 78.25   	-259.41		
 15.56   	 -2.75   	 87.69   	 -76.30		 77.21   	-167.85		
 14.34   	 -9.16   	 87.39   	 -76.30		 76.54   	 -25.43		
 12.51   	-15.87   	 87.08   	 -81.38		 76.44   	-183.11		
 10.38   	-19.23   	 86.75   	 -76.30		 75.71   	-437.43		
  7.63   	-17.09   	 86.45   	 -71.21		 73.96   	-300.10		
  3.66   	 -9.77   	 86.16   	 -76.30		 72.76   	  71.21		
 -0.31   	 -1.83   	 85.86   	 -71.21		 73.04   	  45.78		
 -2.44   	  2.75   	 85.57   	 -71.21		 73.22   	-223.80		
 -2.75   	  1.22   	 85.29   	 -66.12		 72.33   	-396.74		
 -2.44   	 -4.27   	 85.03   	 -71.21		 70.74   	-366.22		
 -2.75   	-11.60   	 84.74   	 -66.12		 69.28   	-101.73		
 -3.36   	-16.17   	 84.48   	 -71.21		 68.87   	 122.07		
 -1.22   	-16.17   	 84.19   	 -71.21		 69.36   	 122.07		
