  I     	  II     	  LV     	  LV'		  FA     	  FA'		
-199.28   	162.96   	 61.59   	-167.85		 96.36   	 -96.64		
-247.50   	147.09   	 60.92   	-244.15		 95.97   	-101.73		
-288.70   	136.41   	 59.94   	-417.09		 95.56   	-116.99		
-327.45   	123.60   	 58.27   	-625.63		 95.10   	-127.16		
-367.43   	112.30   	 55.77   	-834.18		 94.59   	-137.33		
-405.88   	102.54   	 52.43   	-991.86		 94.04   	-147.51		
-440.98   	 91.55   	 48.46   	-1088.50		 93.45   	-157.68		
-471.50   	 84.23   	 44.11   	-1119.02		 92.82   	-157.68		
-496.22   	 77.51   	 39.63   	-1078.33		 92.19   	-162.77		
-516.97   	 71.11   	 35.32   	-996.94		 91.54   	-167.85		
-536.50   	 66.22   	 31.33   	-874.87		 90.86   	-178.03		
-553.89   	 58.59   	 27.83   	-727.36		 90.15   	-183.11		
-568.24   	 54.32   	 24.92   	-569.68		 89.42   	-183.11		
-583.19   	 49.74   	 22.64   	-422.18		 88.69   	-193.29		
-591.74   	 46.39   	 20.96   	-289.93		 87.91   	-193.29		
-598.45   	 47.30   	 19.80   	-188.20		 87.14   	-198.37		
-607.91   	 42.42   	 19.04   	-127.16		 86.35   	-203.46		
-608.52   	 42.42   	 18.54   	 -81.38		 85.53   	-203.46		
-608.22   	 43.64   	 18.21   	 -71.21		 84.72   	-203.46		
-612.18   	 38.76   	 17.92   	 -66.12		 83.91   	-203.46		
-608.22   	 45.17   	 17.66   	 -71.21		 83.09   	-208.54		
-607.91   	 43.64   	 17.38   	 -76.30		 82.26   	-208.54		
-611.88   	 43.33   	 17.07   	 -61.04		 81.42   	-208.54		
-611.88   	 46.39   	 16.83   	 -50.86		 80.59   	-208.54		
-614.01   	 44.86   	 16.62   	 -25.43		 79.76   	-203.46		
-618.59   	 46.39   	 16.52   	   0.00		 78.94   	-208.54		
-616.15   	 50.05   	 16.52   	  15.26		 78.11   	-198.37		
-611.57   	 51.57   	 16.58   	  15.26		 77.31   	-198.37		
-614.01   	 52.80   	 16.64   	  15.26		 76.52   	-183.11		
-610.96   	 54.93   	 16.70   	  -5.09		 75.79   	-178.03		
-611.88   	 55.85   	 16.68   	 -25.43		 75.08   	-162.77		
-615.84   	 55.24   	 16.58   	 -50.86		 74.42   	-147.51		
-613.71   	 56.76   	 16.38   	 -66.12		 73.83   	-132.25		
-613.10   	 57.68   	 16.11   	 -91.56		 73.31   	-111.90		
-611.88   	 59.20   	 15.75   	-106.82		 72.86   	-101.73		
-611.88   	 59.20   	 15.32   	-116.99		 72.45   	 -86.47		
-612.49   	 62.87   	 14.85   	-137.33		 72.11   	 -76.30		
-614.32   	 64.70   	 14.30   	-137.33		 71.80   	 -71.21		
-615.54   	 67.44   	 13.75   	-132.25		 71.52   	 -66.12		
-615.84   	 73.85   	 13.22   	-122.07		 71.25   	 -61.04		
-615.84   	 75.68   	 12.74   	 -91.56		 71.01   	 -61.04		
-619.51   	 75.38   	 12.37   	 -55.95		 70.76   	 -61.04		
-623.17   	 77.51   	 12.15   	 -15.26		 70.52   	 -55.95		
-627.75   	 76.60   	 12.09   	  35.61		 70.29   	 -55.95		
-631.71   	 77.82   	 12.23   	  71.21		 70.07   	 -55.95		
-628.66   	 83.92   	 12.51   	 101.73		 69.85   	 -50.86		
-629.27   	 82.70   	 12.92   	 127.16		 69.64   	 -55.95		
-627.44   	 85.14   	 13.43   	 147.51		 69.42   	 -55.95		
-628.36   	 84.84   	 14.02   	 157.68		 69.20   	 -50.86		
-627.14   	 86.36   	 14.65   	 157.68		 68.99   	 -55.95		
-628.05   	 91.25   	 15.28   	 162.77		 68.77   	 -50.86		
-630.19   	 91.25   	 15.93   	 157.68		 68.57   	 -45.78		
-630.19   	 93.99   	 16.56   	 147.51		 68.38   	 -45.78		
-635.99   	 96.13   	 17.15   	 147.51		 68.20   	 -40.69		
-637.21   	 93.99   	 17.74   	 127.16		 68.04   	 -35.61		
-636.29   	 96.74   	 18.25   	 122.07		 67.89   	 -35.61		
-634.46   	101.62   	 18.74   	 101.73		 67.75   	 -25.43		
-631.10   	103.15   	 19.15   	  91.56		 67.65   	 -25.43		
-629.88   	107.12   	 19.51   	  66.12		 67.55   	 -25.43		
-630.19   	112.00   	 19.78   	  50.86		 67.45   	 -20.35		
-631.71   	111.08   	 19.98   	  35.61		 67.36   	 -15.26		
-633.54   	110.17   	 20.12   	  10.17		 67.30   	 -15.26		
-634.77   	111.69   	 20.16   	  -5.09		 67.24   	 -15.26		
-633.24   	112.61   	 20.14   	 -25.43		 67.18   	 -10.17		
-635.38   	113.83   	 20.04   	 -40.69		 67.14   	 -10.17		
-637.21   	116.88   	 19.88   	 -55.95		 67.10   	 -10.17		
-636.90   	119.02   	 19.65   	 -66.12		 67.06   	 -10.17		
-639.04   	119.02   	 19.39   	 -71.21		 67.02   	 -10.17		
-636.60   	120.54   	 19.10   	 -76.30		 66.98   	  -5.09		
-637.51   	121.15   	 18.80   	 -76.30		 66.96   	  -5.09		
-634.46   	124.21   	 18.49   	 -71.21		 66.94   	 -10.17		
-635.07   	126.95   	 18.21   	 -66.12		 66.90   	   0.00		
-636.60   	127.26   	 17.94   	 -61.04		 66.90   	  -5.09		
-634.77   	132.14   	 17.70   	 -55.95		 66.88   	  -5.09		
-636.90   	133.67   	 17.48   	 -40.69		 66.86   	 -10.17		
-639.65   	133.97   	 17.31   	 -35.61		 66.82   	  -5.09		
-639.04   	138.85   	 17.17   	 -30.52		 66.80   	  -5.09		
-638.73   	138.55   	 17.05   	 -20.35		 66.77   	 -10.17		
-638.73   	140.38   	 16.97   	 -15.26		 66.73   	 -10.17		
-636.90   	138.85   	 16.91   	  -5.09		 66.69   	 -15.26		
-634.16   	143.13   	 16.89   	  -5.09		 66.63   	 -15.26		
-634.16   	145.57   	 16.87   	   0.00		 66.57   	 -15.26		
-633.54   	144.96   	 16.87   	   0.00		 66.51   	 -20.35		
-631.41   	151.06   	 16.87   	   5.09		 66.43   	 -20.35		
-634.46   	148.93   	 16.89   	   5.09		 66.35   	 -25.43		
-635.68   	149.23   	 16.91   	   5.09		 66.25   	 -25.43		
-634.46   	152.28   	 16.93   	   0.00		 66.14   	 -25.43		
-637.82   	149.84   	 16.93   	  10.17		 66.04   	 -25.43		
-634.16   	154.42   	 16.97   	   5.09		 65.94   	 -25.43		
-634.16   	155.64   	 16.99   	   5.09		 65.84   	 -30.52		
-639.95   	155.64   	 17.01   	   5.09		 65.72   	 -30.52		
-640.26   	159.00   	 17.03   	   5.09		 65.59   	 -30.52		
-641.48   	157.47   	 17.05   	   5.09		 65.47   	 -30.52		
-642.09   	157.47   	 17.07   	   0.00		 65.35   	 -30.52		
-635.68   	163.57   	 17.07   	   5.09		 65.23   	 -30.52		
-632.32   	164.79   	 17.09   	   0.00		 65.11   	 -35.61		
-633.54   	167.85   	 17.09   	   0.00		 64.96   	 -30.52		
-630.49   	173.95   	 17.09   	   0.00		 64.84   	 -35.61		
-629.58   	172.42   	 17.09   	   5.09		 64.70   	 -30.52		
-631.71   	170.90   	 17.11   	   0.00		 64.58   	 -35.61		
-627.75   	174.26   	 17.11   	   5.09		 64.44   	 -35.61		
-629.88   	169.98   	 17.13   	  10.17		 64.29   	 -30.52		
-627.14   	175.78   	 17.17   	  10.17		 64.17   	 -30.52		
-623.17   	182.50   	 17.21   	  10.17		 64.05   	 -35.61		
-619.51   	184.33   	 17.25   	  10.17		 63.91   	 -30.52		
-604.55   	194.40   	 17.29   	  15.26		 63.78   	 -25.43		
-596.62   	196.84   	 17.35   	  15.26		 63.68   	 -30.52		
-584.11   	200.81   	 17.42   	  15.26		 63.56   	 -30.52		
-567.63   	206.60   	 17.48   	  15.26		 63.44   	 -25.43		
-564.58   	204.16   	 17.54   	  15.26		 63.34   	 -25.43		
-560.61   	204.47   	 17.60   	  10.17		 63.23   	 -30.52		
-551.45   	211.18   	 17.64   	  10.17		 63.11   	 -25.43		
-549.93   	216.06   	 17.68   	  10.17		 63.01   	 -25.43		
-548.10   	222.17   	 17.72   	   5.09		 62.91   	 -30.52		
-530.70   	239.87   	 17.74   	   5.09		 62.79   	 -25.43		
-513.31   	247.50   	 17.76   	   0.00		 62.69   	 -30.52		
-493.77   	253.30   	 17.76   	   0.00		 62.56   	 -30.52		
-471.19   	263.37   	 17.76   	  -5.09		 62.44   	 -25.43		
-457.15   	267.94   	 17.74   	  -5.09		 62.34   	 -30.52		
-466.31   	265.20   	 17.72   	 -10.17		 62.22   	 -30.52		
-476.99   	271.91   	 17.68   	 -15.26		 62.10   	 -25.43		
-467.83   	288.70   	 17.62   	 -10.17		 61.99   	 -30.52		
-471.19   	299.68   	 17.58   	 -15.26		 61.87   	 -25.43		
-448.00   	323.79   	 17.52   	 -15.26		 61.77   	 -25.43		
-432.13   	340.88   	 17.46   	 -20.35		 61.67   	 -25.43		
-442.20   	339.36   	 17.38   	 -15.26		 61.57   	 -25.43		
-451.05   	335.39   	 17.31   	 -20.35		 61.46   	 -20.35		
-475.77   	318.91   	 17.23   	 -20.35		 61.38   	 -25.43		
-501.40   	315.25   	 17.15   	 -15.26		 61.28   	 -20.35		
-518.80   	319.21   	 17.09   	 -20.35		 61.20   	 -20.35		
-538.33   	304.57   	 17.01   	 -10.17		 61.12   	 -25.43		
-556.95   	285.34   	 16.97   	 -10.17		 61.02   	 -20.35		
-580.44   	252.08   	 16.93   	  -5.09		 60.94   	 -25.43		
-603.64   	216.06   	 16.91   	   0.00		 60.83   	 -20.35		
-625.92   	203.55   	 16.91   	  10.17		 60.75   	 -25.43		
-646.67   	201.42   	 16.95   	  20.35		 60.65   	 -20.35		
-649.41   	202.03   	 17.03   	  30.52		 60.57   	 -25.43		
-647.28   	197.75   	 17.15   	  40.69		 60.47   	 -25.43		
-646.06   	194.40   	 17.31   	  50.86		 60.37   	 -25.43		
-645.75   	194.70   	 17.52   	  61.04		 60.26   	 -25.43		
-646.67   	201.42   	 17.76   	  76.30		 60.16   	 -25.43		
-650.33   	205.69   	 18.07   	  81.38		 60.06   	 -25.43		
-660.10   	201.42   	 18.39   	  96.64		 59.96   	 -25.43		
-658.87   	205.99   	 18.78   	 116.99		 59.86   	 -25.43		
-661.62   	205.38   	 19.25   	 132.25		 59.76   	 -25.43		
-661.62   	210.88   	 19.78   	 157.68		 59.65   	 -25.43		
-653.38   	221.25   	 20.41   	 188.20		 59.55   	 -25.43		
-649.72   	217.59   	 21.16   	 208.54		 59.45   	 -25.43		
-649.11   	214.23   	 21.99   	 239.06		 59.35   	 -25.43		
-646.36   	217.29   	 22.95   	 249.24		 59.25   	 -20.35		
-647.58   	214.54   	 23.95   	 259.41		 59.17   	 -25.43		
-644.53   	217.90   	 24.98   	 264.50		 59.06   	 -20.35		
-641.17   	221.56   	 26.04   	 249.24		 58.98   	 -20.35		
-648.80   	215.45   	 27.04   	 223.80		 58.90   	 -25.43		
-660.10   	209.05   	 27.93   	 193.29		 58.80   	 -20.35		
-674.74   	203.25   	 28.71   	 152.59		 58.72   	 -25.43		
-687.56   	184.94   	 29.32   	 101.73		 58.62   	 -25.43		
-670.17   	162.96   	 29.73   	  50.86		 58.51   	 -30.52		
-614.93   	153.50   	 29.93   	   5.09		 58.39   	 -30.52		
-535.58   	152.28   	 29.95   	 -45.78		 58.27   	 -30.52		
-444.95   	182.19   	 29.77   	 -91.56		 58.15   	 -35.61		
-333.86   	258.18   	 29.40   	-122.07		 58.01   	 -35.61		
-240.48   	348.82   	 28.91   	-147.51		 57.86   	 -35.61		
-117.19   	467.22   	 28.32   	-172.94		 57.72   	 -40.69		
 -0.92   	630.80   	 27.63   	-178.03		 57.56   	 -35.61		
 76.90   	802.00   	 26.92   	-188.20		 57.42   	 -40.69		
169.98   	970.15   	 26.16   	-178.03		 57.25   	 -35.61		
185.55   	1057.74   	 25.45   	-167.85		 57.11   	 -30.52		
 34.79   	913.39   	 24.78   	-137.33		 56.99   	 -35.61		
-211.49   	621.64   	 24.23   	-106.82		 56.85   	 -30.52		
-491.03   	260.62   	 23.80   	 -55.95		 56.72   	 -30.52		
-753.78   	-139.77   	 23.58   	   0.00		 56.60   	 -25.43		
-860.90   	-376.89   	 23.58   	  66.12		 56.50   	 -20.35		
-731.81   	-486.15   	 23.85   	 127.16		 56.42   	 -25.43		
-658.26   	-574.65   	 24.35   	 193.29		 56.32   	 -20.35		
-655.52   	-573.73   	 25.13   	 269.58		 56.24   	 -20.35		
-634.77   	-513.61   	 26.21   	 340.79		 56.15   	 -25.43		
-738.22   	-449.22   	 27.57   	 427.26		 56.05   	 -20.35		
-849.30   	-384.83   	 29.28   	 523.90		 55.97   	 -25.43		
-895.39   	-332.34   	 31.37   	 640.89		 55.87   	 -30.52		
-953.06   	-322.57   	 33.94   	 773.14		 55.75   	 -30.52		
-992.43   	-336.91   	 37.03   	 915.56		 55.63   	 -30.52		
-1019.59   	-334.17   	 40.69   	1052.90		 55.50   	 -30.52		
-1013.79   	-330.51   	 44.90   	1185.14		 55.38   	 -30.52		
-1042.48   	-319.52   	 49.64   	1297.04		 55.26   	 -30.52		
-1084.90   	-321.96   	 54.83   	1363.17		 55.14   	 -30.52		
-1107.18   	-323.49   	 60.28   	1383.51		 55.02   	 -25.43		
-1100.16   	-308.23   	 65.82   	1353.00		 54.91   	 -25.43		
-1072.39   	-289.00   	 71.23   	1266.53		 54.81   	 -25.43		
-1031.49   	-260.62   	 76.30   	1154.62		 54.71   	 -25.43		
-961.30   	-202.33   	 80.92   	1027.46		 54.61   	 -25.43		
-913.70   	-136.11   	 85.03   	 925.73		 54.51   	 -25.43		
-871.28   	-64.70   	 88.73   	 864.70		 54.40   	 -25.43		
-813.29   	  8.85   	 92.19   	 839.26		 54.30   	 -20.35		
-791.93   	 65.61   	 95.54   	 849.44		 54.22   	 -20.35		
-770.57   	106.51   	 98.94   	 879.96		 54.14   	 -20.35		
-752.56   	125.73   	102.46   	 935.91		 54.06   	 -15.26		
-742.80   	139.16   	106.21   	 991.86		 54.00   	 -15.26		
-730.29   	152.59   	110.17   	1047.81		 53.94   	 -15.26		
-724.79   	160.22   	114.36   	1093.59		 53.88   	 -10.17		
-718.99   	166.02   	118.74   	1134.28		 53.83   	 -10.17		
-718.69   	169.07   	123.28   	1134.28		 53.79   	 -15.26		
-714.42   	169.98   	127.81   	1068.15		 53.73   	 -10.17		
-713.20   	169.37   	132.08   	 946.08		 53.69   	 -15.26		
-708.92   	173.65   	135.87   	 798.57		 53.63   	 -15.26		
-707.40   	173.03   	139.06   	 656.15		 53.57   	 -10.17		
-708.01   	171.51   	141.69   	 544.25		 53.53   	  -5.09		
-706.18   	171.51   	143.87   	 478.13		 53.51(D)	   5.09		
-704.04   	169.98   	145.78   	 483.21		 53.53   	  20.35		
-700.38   	170.90   	147.71   	 620.55		 53.61   	  50.86		
-698.85   	172.42   	150.19   	 905.39		 53.81   	 106.82		
-698.24   	170.59   	153.81   	1291.96		 54.24   	 223.80		
-695.19   	169.98   	158.98   	1693.79		 55.14   	 442.52		
-695.50   	167.85   	165.76   	1993.89		 56.91   	 778.23		
-695.19   	165.10   	173.73   	2126.14		 60.02   	1154.62		
-694.89   	163.27   	182.24   	2070.19		 64.64   	1444.55		
-697.33   	159.91   	190.52   	1841.29		 70.42   	1546.28		
-698.85   	157.78   	197.88   	1490.33		 76.60   	1429.29		
-700.68   	154.11   	203.84   	1078.33		 82.32   	1159.71		
-700.99   	149.84   	208.16   	 656.15		 86.96   	 849.44		
-700.68   	145.26   	210.78   	 289.93		 90.36   	 579.86		
-700.68   	141.60   	211.94(S)	   0.00		 92.68   	 401.83		
-699.77   	137.33   	211.94   	-193.29		 94.28   	 300.10		
-704.04   	130.92   	211.17   	-300.10		 95.48   	 249.24		
-706.79   	123.90   	209.97   	-310.27		 96.48   	 213.63		
-709.84   	115.66   	208.73   	-254.32		 97.33   	 193.29		
-715.64   	106.81   	207.71   	-162.77		 98.11   	 167.85		
-715.64   	101.32   	207.06   	 -76.30		 98.78   	 162.77		
-718.38   	 94.91   	206.75   	 -20.35		 99.43   	 162.77		
-723.57   	 86.36   	206.67   	   5.09		100.08   	 157.68		
-725.71   	 78.74   	206.69   	  15.26		100.71   	 152.59		
-729.37   	 70.19   	206.75   	  20.35		101.32   	 132.25		
-731.20   	 63.78   	206.84   	  45.78		101.85   	 101.73		
-731.20   	 60.73   	207.02   	  66.12		102.26   	  71.21		
-729.37   	 56.46   	207.28   	  96.64		102.54   	  40.69		
-729.06   	 51.57   	207.67   	 122.07		102.71   	   5.09		
-725.40   	 48.83   	208.16   	 142.42		102.73(S)	 -15.26		
-719.60   	 46.39   	208.73   	 137.33		102.66   	 -40.69		
-713.20   	 45.78   	209.28   	 111.90		102.50   	 -55.95		
-705.26   	 47.30   	209.72   	  40.69		102.28   	 -76.30		
-699.77   	 47.30   	209.89   	 -40.69		101.97   	 -86.47		
-691.83   	 51.88   	209.72   	-137.33		101.63   	 -91.56		
-682.68   	 57.98   	209.18   	-249.24		101.26   	-106.82		
-671.08   	 66.83   	208.18   	-345.88		100.83   	-116.99		
-656.13   	 80.26   	206.79   	-432.35		100.37   	-132.25		
-641.48   	 90.33   	205.07   	-508.65		 99.84   	-147.51		
-625.31   	105.29   	203.03   	-574.77		 99.25   	-162.77		
-608.83   	123.90   	200.73   	-630.72		 98.60   	-172.94		
-594.18   	140.08   	198.21   	-676.50		 97.90   	-178.03		
-576.78   	162.66   	195.50   	-722.28		 97.19   	-188.20		
-563.35   	182.19   	192.61   	-762.97		 96.44   	-193.29		
-553.28   	198.06   	189.56   	-803.66		 95.67   	-208.54		
-541.69   	216.67   	186.35   	-834.18		 94.83   	-218.72		
-534.36   	232.85   	183.01   	-869.78		 93.96   	-223.80		
-527.95   	249.02   	179.53   	-895.22		 93.06   	-233.98		
-520.02   	264.59   	175.95   	-920.65		 92.13   	-233.98		
-515.14   	277.10   	172.27   	-940.99		 91.19   	-233.98		
-511.78   	288.39   	168.50   	-971.51		 90.25   	-233.98		
-509.34   	297.24   	164.62   	-996.94		 89.32   	-228.89		
-505.98   	305.79   	160.63   	-1022.38		 88.40   	-228.89		
-503.23   	314.64   	156.54   	-1057.98		 87.49   	-218.72		
-502.01   	320.74   	152.31   	-1088.50		 86.61   	-213.63		
-500.79   	325.93   	147.95   	-1119.02		 85.76   	-208.54		
-500.79   	330.20   	143.48   	-1149.54		 84.92   	-193.29		
-501.10   	331.12   	138.88   	-1195.32		 84.15   	-178.03		
-500.18   	332.95   	134.10   	-1256.35		 83.44   	-167.85		
-497.13   	336.30   	129.07   	-1347.91		 82.77   	-157.68		
-496.22   	336.30   	123.68   	-1459.81		 82.14   	-137.33		
-493.16   	339.97   	117.84   	-1586.97		 81.59   	-122.07		
-490.11   	341.80   	111.49   	-1688.70		 81.10   	-106.82		
-489.20   	338.75   	104.74   	-1749.74		 80.67   	 -86.47		
-487.67   	340.58   	 97.74   	-1744.65		 80.33   	 -76.30		
-486.15   	339.05   	 90.76   	-1673.44		 80.02   	 -61.04		
-486.15   	336.61   	 84.07   	-1525.93		 79.78   	 -55.95		
-484.31   	339.36   	 77.97   	-1307.22		 79.55   	 -45.78		
-483.09   	336.91   	 72.74   	-1057.98		 79.37   	 -40.69		
-484.01   	335.69   	 68.50   	-834.18		 79.21   	 -35.61		
-483.09   	337.52   	 65.17   	-691.76		 79.06   	 -35.61		
-483.40   	336.30   	 62.40   	-640.89		 78.92   	 -30.52		
-484.62   	334.17   	 59.84   	-676.50		 78.80   	 -30.52		
-482.48   	334.17   	 57.13   	-747.71		 78.68   	 -35.61		
-482.48   	330.51   	 54.14   	-824.00		 78.53   	 -30.52		
-480.65   	329.28   	 50.84   	-885.04		 78.41   	 -35.61		
-472.72   	334.78   	 47.30   	-935.91		 78.27   	 -30.52		
-462.65   	342.10   	 43.56   	-966.43		 78.15   	 -30.52		
-441.28   	362.85   	 39.69   	-971.51		 78.03   	 -25.43		
-416.26   	393.98   	 35.81   	-956.25		 77.92   	 -25.43		
-386.66   	427.86   	 31.98   	-900.30		 77.82   	 -25.43		
-340.88   	469.36   	 28.38   	-824.00		 77.72   	 -20.35		
-281.37   	504.76   	 25.09   	-712.10		 77.64   	 -20.35		
-206.91   	549.93   	 22.24   	-584.94		 77.56   	 -20.35		
-136.11   	623.78   	 19.90   	-462.87		 77.48   	 -15.26		
-66.83   	730.29   	 18.05   	-335.71		 77.42   	 -20.35		
-21.97   	869.75   	 16.70   	-233.98		 77.33   	 -15.26		
-71.41   	953.06   	 15.77   	-132.25		 77.27   	 -20.35		
-178.53   	879.52   	 15.24   	 -55.95		 77.19   	 -30.52		
-383.30   	659.18   	 15.02   	   5.09		 77.07   	 -30.52		
-709.53   	343.93   	 15.04(E)	  61.04		 76.95   	 -40.69		
-1076.36   	 -3.36   	 15.28   	 116.99		 76.79   	 -50.86		
-1444.09   	-260.93   	 15.75   	 162.77		 76.58   	 -61.04		
-1846.01   	-434.27   	 16.40   	 203.46		 76.34   	 -66.12		
-2218.63   	-602.72   	 17.21   	 244.15		 76.07   	 -71.21		
-2454.83   	-728.45   	 18.19   	 274.67		 75.79   	 -71.21		
-2598.88   	-809.33   	 19.29   	 300.10		 75.50   	 -76.30		
-2609.86(R)	-880.13   	 20.49   	 305.19		 75.20   	 -71.21		
-2534.79   	-953.98   	 21.71   	 279.75		 74.91   	 -61.04		
-2490.54   	-1050.72   	 22.83   	 233.98		 74.67   	 -55.95		
-2440.19   	-1181.64   	 23.76   	 157.68		 74.45   	 -45.78		
-2297.36   	-1328.74   	 24.39   	  81.38		 74.26   	 -35.61		
-2119.75   	-1354.37   	 24.72   	  30.52		 74.12   	 -25.43		
-1847.23   	-1279.30   	 24.84   	  10.17		 74.02   	 -20.35		
-1557.62   	-1137.09   	 24.88   	  30.52		 73.94   	 -20.35		
-1398.93   	-867.31   	 25.00   	  96.64		 73.86   	 -20.35		
-1165.16   	-604.86   	 25.39   	 167.85		 73.77   	 -25.43		
-933.23   	-370.18   	 26.06   	 259.41		 73.67   	 -25.43		
-741.88   	-151.98   	 27.10   	 335.71		 73.57   	 -30.52		
-566.10   	-22.89   	 28.44   	 391.66		 73.45   	 -30.52		
-521.55   	 36.01   	 30.01   	 427.26		 73.33   	 -30.52		
-548.71   	 47.30   	 31.72   	 447.61		 73.20   	 -35.61		
-599.98   	 29.30   	 33.51   	 473.04		 73.06   	 -30.52		
-662.23   	  1.53   	 35.40   	 518.82		 72.94   	 -30.52		
-689.39   	 -9.46   	 37.48   	 584.94		 72.82   	 -30.52		
-704.65   	 -5.80   	 39.82   	 681.58		 72.70   	 -30.52		
-720.52   	  5.49   	 42.54   	 803.66		 72.57   	 -30.52		
-679.32   	 23.50   	 45.76   	 935.91		 72.45   	 -30.52		
-628.36   	 63.78   	 49.50   	1063.07		 72.33   	 -25.43		
-582.28   	134.89   	 53.75   	1164.80		 72.23   	 -30.52		
-512.08   	206.91   	 58.41   	1215.66		 72.11   	 -25.43		
-455.93   	264.59   	 63.28   	1200.40		 72.00   	 -25.43		
-407.10   	298.46   	 68.08   	1139.36		 71.90   	 -20.35		
-369.26   	296.63   	 72.63   	1032.55		 71.82   	 -25.43		
-357.36   	291.14   	 76.76   	 900.30		 71.72   	 -25.43		
-354.00   	299.68   	 80.37   	 768.05		 71.62   	 -20.35		
-350.95   	307.92   	 83.44   	 640.89		 71.54   	 -25.43		
-341.80   	314.64   	 86.00   	 523.90		 71.43   	 -25.43		
-330.81   	316.16   	 88.10   	 427.26		 71.33   	 -30.52		
-321.35   	318.91   	 89.81   	 345.88		 71.21   	 -30.52		
-313.11   	318.91   	 91.19   	 279.75		 71.09   	 -30.52		
-304.87   	321.35   	 92.31   	 213.63		 70.97   	 -30.52		
-297.85   	324.71   	 93.16   	 157.68		 70.84   	 -25.43		
-288.39   	324.71   	 93.79   	 116.99		 70.74   	 -30.52		
-279.54   	325.32   	 94.26   	  86.47		 70.62   	 -20.35		
-272.52   	326.54   	 94.61   	  76.30		 70.54   	 -25.43		
-260.93   	328.67   	 94.91   	 101.73		 70.44   	 -20.35		
-252.69   	327.45   	 95.32   	 147.51		 70.36   	 -20.35		
-243.84   	328.06   	 95.91   	 218.72		 70.27   	 -15.26		
-233.46   	327.15   	 96.78   	 279.75		 70.21   	 -15.26		
