  I     	  II     	  AO     	  AO'		  AO     	  AO'		
-11.90   	118.10   	132.90(S)	   0.00		129.66   	 178.03		
 -6.10   	121.15   	132.90   	 -15.26		130.38   	 162.77		
  3.05   	127.26   	132.84   	 -30.52		131.03   	 152.59		
  9.46   	130.00   	132.72   	 -50.86		131.64   	 137.33		
 14.04   	133.97   	132.51   	 -61.04		132.19   	 122.07		
 20.14   	143.74   	132.27   	 -86.47		132.67   	 106.82		
 20.45   	142.52   	131.92   	-111.90		133.10   	  91.56		
 21.67   	147.09   	131.47   	-142.42		133.47   	  71.21		
 26.55   	152.28   	130.90   	-178.03		133.75   	  55.95		
 26.86   	147.40   	130.19   	-213.63		133.98   	  35.61		
 32.04   	144.65   	129.34   	-254.32		134.12   	  10.17		
 30.52   	138.85   	128.32   	-305.19		134.16(S)	  -5.09		
 28.69   	134.89   	127.10   	-350.97		134.14   	 -30.52		
 32.96   	130.92   	125.70   	-406.92		134.02   	 -55.95		
 31.13   	133.67   	124.07   	-452.69		133.79   	 -76.30		
 31.13   	138.55   	122.26   	-488.30		133.49   	-106.82		
 34.48   	135.80   	120.30   	-513.73		133.06   	-132.25		
 28.99   	136.41   	118.25   	-503.56		132.53   	-157.68		
 27.47   	139.77   	116.24   	-467.95		131.90   	-188.20		
 32.65   	134.28   	114.36   	-401.83		131.15   	-208.54		
 38.15   	138.85   	112.76   	-310.27		130.31   	-233.98		
 29.60   	138.55   	111.52   	-213.63		129.38   	-254.32		
 38.15   	140.38   	110.66   	-116.99		128.36   	-264.50		
 33.57   	148.62   	110.19   	 -35.61		127.30   	-279.75		
 25.63   	149.84   	110.05   	  25.43		126.18   	-284.84		
 31.13   	154.42   	110.15   	  50.86		125.05   	-284.84		
 28.69   	151.06   	110.36   	  50.86		123.91   	-284.84		
 35.40   	147.09   	110.56   	  30.52		122.77   	-279.75		
 36.32   	150.15   	110.68   	  -5.09		121.65   	-274.67		
 36.62   	152.28   	110.66   	 -45.78		120.55   	-264.50		
 40.59   	154.72   	110.48   	 -81.38		119.49   	-249.24		
 30.52   	152.89   	110.15   	-111.90		118.49   	-233.98		
 29.60   	146.79   	109.70   	-132.25		117.56   	-223.80		
 33.87   	143.74   	109.18   	-142.42		116.66   	-213.63		
 33.57   	144.96   	108.61   	-137.33		115.81   	-193.29		
 32.35   	145.26   	108.06   	-132.25		115.04   	-183.11		
 33.87   	144.96   	107.53   	-116.99		114.30   	-167.85		
 30.82   	136.11   	107.06   	-101.73		113.63   	-162.77		
 24.11   	126.65   	106.65   	 -86.47		112.98   	-147.51		
 24.11   	127.56   	106.31   	 -76.30		112.39   	-142.42		
 22.89   	127.56   	106.00   	 -71.21		111.82   	-132.25		
 26.86   	128.17   	105.72   	 -71.21		111.29   	-127.16		
 27.16   	130.62   	105.43   	 -76.30		110.78   	-122.07		
 28.99   	129.09   	105.13   	 -86.47		110.29   	-116.99		
 29.30   	126.04   	104.78   	 -96.64		109.83   	-116.99		
 30.82   	123.60   	104.39   	-111.90		109.36   	-111.90		
 28.08   	119.63   	103.95   	-116.99		108.91   	-111.90		
 18.62   	112.61   	103.48   	-122.07		108.46   	-106.82		
 25.33   	108.34   	102.99   	-132.25		108.04   	-111.90		
 20.75   	107.73   	102.46   	-127.16		107.59   	-106.82		
 14.04   	107.73   	101.95   	-132.25		107.16   	-106.82		
 28.38   	109.25   	101.42   	-127.16		106.73   	-111.90		
 24.41   	110.17   	100.92   	-127.16		106.29   	-106.82		
 19.53   	113.53   	100.41   	-127.16		105.86   	-111.90		
 32.65   	121.77   	 99.90   	-127.16		105.41   	-106.82		
 30.52   	129.09   	 99.39   	-127.16		104.98   	-111.90		
 30.21   	133.67   	 98.88   	-127.16		104.54   	-111.90		
 41.20   	146.79   	 98.37   	-127.16		104.09   	-111.90		
 44.25   	163.57   	 97.86   	-127.16		103.64   	-116.99		
 53.71   	185.85   	 97.35   	-132.25		103.17   	-111.90		
 63.78   	222.47   	 96.83   	-132.25		102.73   	-116.99		
 69.27   	243.23   	 96.30   	-132.25		102.26   	-116.99		
 74.16   	252.99   	 95.77   	-127.16		101.79   	-116.99		
 81.79   	266.11   	 95.26   	-127.16		101.32   	-122.07		
 86.67   	264.89   	 94.75   	-122.07		100.83   	-116.99		
 91.25   	260.31   	 94.26   	-111.90		100.37   	-122.07		
 94.60   	267.64   	 93.81   	-106.82		 99.88   	-122.07		
 89.72   	261.54   	 93.39   	-101.73		 99.39   	-122.07		
 81.79   	234.38   	 92.98   	 -91.56		 98.90   	-116.99		
 66.22   	200.81   	 92.61   	 -86.47		 98.43   	-122.07		
 47.30   	162.66   	 92.27   	 -86.47		 97.94   	-122.07		
 31.13   	125.73   	 91.92   	 -86.47		 97.46   	-116.99		
 18.92   	107.73   	 91.58   	 -81.38		 96.99   	-116.99		
 16.48   	109.86   	 91.25   	 -91.56		 96.52   	-116.99		
 18.62   	105.29   	 90.88   	 -86.47		 96.05   	-111.90		
 17.40   	 87.89   	 90.54   	 -96.64		 95.60   	-116.99		
 19.84   	 64.70   	 90.15   	 -96.64		 95.14   	-111.90		
 14.34   	 45.17   	 89.77   	 -96.64		 94.69   	-111.90		
 10.38   	 28.99   	 89.38   	 -96.64		 94.24   	-106.82		
 14.34   	 14.04   	 88.99   	 -96.64		 93.81   	-111.90		
 15.26   	 11.60   	 88.61   	 -91.56		 93.37   	-101.73		
 20.45   	 10.38   	 88.24   	 -91.56		 92.96   	-106.82		
 28.08   	 11.60   	 87.87   	 -86.47		 92.53   	-101.73		
 29.60   	 24.72   	 87.53   	 -81.38		 92.13   	-101.73		
 29.91   	 31.74   	 87.20   	 -71.21		 91.72   	 -96.64		
 32.04   	 25.94   	 86.92   	 -71.21		 91.33   	 -96.64		
 33.87   	 20.75   	 86.63   	 -66.12		 90.95   	 -91.56		
 34.48   	 18.62   	 86.37   	 -61.04		 90.58   	 -91.56		
 37.84   	 25.63   	 86.12   	 -66.12		 90.21   	 -91.56		
 36.32   	 38.15   	 85.86   	 -61.04		 89.85   	 -86.47		
 42.72   	 36.62   	 85.62   	 -66.12		 89.50   	 -86.47		
 43.03   	 34.18   	 85.35   	 -71.21		 89.16   	 -81.38		
 43.03   	 28.99   	 85.07   	 -71.21		 88.83   	 -81.38		
 46.69   	 25.02   	 84.78   	 -76.30		 88.50   	 -81.38		
 33.57   	 31.13   	 84.48   	 -81.38		 88.18   	 -81.38		
 28.99   	 36.01   	 84.15   	 -81.38		 87.85   	 -76.30		
 19.53   	 30.82   	 83.82   	 -86.47		 87.55   	 -76.30		
 13.12   	 25.02   	 83.48   	 -81.38		 87.24   	 -76.30		
 13.73   	 22.58   	 83.15   	 -81.38		 86.94   	 -76.30		
 12.82   	 28.38   	 82.83   	 -76.30		 86.63   	 -76.30		
 10.68   	 41.20   	 82.52   	 -71.21		 86.33   	 -76.30		
 13.12   	 50.66   	 82.24   	 -66.12		 86.02   	 -76.30		
  7.32   	 53.41   	 81.97   	 -66.12		 85.72   	 -76.30		
  3.97   	 56.76   	 81.71   	 -55.95		 85.41   	 -71.21		
  9.77   	 56.46   	 81.48   	 -50.86		 85.13   	 -76.30		
  8.54   	 58.90   	 81.28   	 -50.86		 84.82   	 -71.21		
  9.16   	 61.04   	 81.08   	 -50.86		 84.54   	 -71.21		
  9.77   	 56.15   	 80.87   	 -55.95		 84.25   	 -66.12		
  5.80   	 46.69   	 80.65   	 -55.95		 83.99   	 -71.21		
  6.41   	 46.69   	 80.43   	 -61.04		 83.70   	 -71.21		
  6.41   	 47.91   	 80.18   	 -61.04		 83.42   	 -66.12		
  9.16   	 60.73   	 79.94   	 -66.12		 83.15   	 -66.12		
 11.29   	 89.11   	 79.67   	 -71.21		 82.89   	 -66.12		
  1.83   	132.75   	 79.39   	 -71.21		 82.62   	 -66.12		
 23.19   	200.50   	 79.10   	 -71.21		 82.36   	 -66.12		
 31.43   	316.47   	 78.82   	 -71.21		 82.10   	 -66.12		
 45.47   	473.63   	 78.53   	 -66.12		 81.83   	 -66.12		
100.40   	654.60   	 78.27   	 -66.12		 81.57   	 -66.12		
131.23   	879.21   	 78.01   	 -66.12		 81.30   	 -61.04		
176.70   	1111.76   	 77.74   	 -61.04		 81.06   	 -66.12		
264.59   	1262.51   	 77.50   	 -55.95		 80.79   	 -66.12		
340.27   	1318.66(R)	 77.27   	 -55.95		 80.53   	 -61.04		
384.22   	1177.37   	 77.05   	 -50.86		 80.28   	 -66.12		
317.69   	828.25   	 76.85   	 -50.86		 80.02   	 -61.04		
209.35   	413.21   	 76.64   	 -45.78		 79.78   	 -66.12		
 93.99   	102.84   	 76.46   	 -50.86		 79.51   	 -61.04		
 22.89   	-135.80   	 76.26   	 -50.86		 79.27   	 -61.04		
 71.72   	-155.03   	 76.05   	 -55.95		 79.02   	 -61.04		
152.28   	-94.60   	 75.83   	 -55.95		 78.78   	 -61.04		
171.51   	-132.75   	 75.60   	 -55.95		 78.53   	 -55.95		
129.70   	-96.44   	 75.38   	 -61.04		 78.31   	 -61.04		
 71.41   	-101.01   	 75.14   	 -61.04		 78.07   	 -61.04		
 14.95   	-99.49   	 74.89   	 -66.12		 77.82   	 -61.04		
-25.02   	-33.57   	 74.63   	 -61.04		 77.58   	 -55.95		
-28.08   	  0.31   	 74.38   	 -61.04		 77.35   	 -61.04		
-14.34   	 15.87   	 74.14   	 -55.95		 77.11   	 -55.95		
-11.29   	  3.66   	 73.92   	 -50.86		 76.89   	 -61.04		
-10.38   	  5.49   	 73.71   	 -45.78		 76.64   	 -55.95		
 -9.77   	 -2.75   	 73.53   	 -40.69		 76.42   	 -61.04		
-10.38   	 -1.83   	 73.37   	 -35.61		 76.17   	 -55.95		
-19.84   	  3.05   	 73.22   	 -25.43		 75.95   	 -55.95		
-23.19   	  4.27   	 73.12   	 -10.17		 75.73   	 -55.95		
-15.26   	 -0.92   	 73.08(D)	   0.00		 75.50   	 -55.95		
-17.70   	 -2.14   	 73.08   	  25.43		 75.28   	 -55.95		
-20.45   	  3.97   	 73.18   	  55.95		 75.06   	 -50.86		
-17.09   	 -3.36   	 73.41   	  91.56		 74.85   	 -45.78		
-18.92   	 -4.88   	 73.77   	 132.25		 74.67   	 -40.69		
-18.92   	 -6.10   	 74.30   	 172.94		 74.51   	 -40.69		
-18.92   	 -9.46   	 74.99   	 223.80		 74.34   	 -30.52		
-15.26   	 -3.66   	 75.89   	 259.41		 74.22   	 -20.35		
-14.04   	 -1.53   	 76.93   	 295.01		 74.14   	 -10.17		
-14.65   	  0.61   	 78.11   	 325.53		 74.10(D)	   5.09		
-14.04   	 -1.22   	 79.41   	 345.88		 74.12   	  20.35		
-21.36   	 -5.49   	 80.79   	 356.05		 74.20   	  35.61		
-22.58   	 -8.54   	 82.22   	 356.05		 74.34   	  50.86		
-18.31   	-14.04   	 83.64   	 350.97		 74.55   	  76.30		
-21.06   	-14.65   	 85.05   	 335.71		 74.85   	  96.64		
-21.06   	-13.12   	 86.39   	 325.53		 75.24   	 116.99		
-19.84   	 -6.41   	 87.69   	 310.27		 75.71   	 142.42		
-20.45   	  0.31   	 88.93   	 300.10		 76.28   	 162.77		
-23.80   	-10.68   	 90.13   	 284.84		 76.93   	 183.11		
-23.80   	-22.58   	 91.27   	 284.84		 77.66   	 203.46		
-21.97   	-29.30   	 92.41   	 289.93		 78.47   	 223.80		
-25.63   	-36.93   	 93.57   	 295.01		 79.37   	 239.06		
-24.11   	-26.55   	 94.75   	 305.19		 80.33   	 254.32		
-22.89   	-15.26   	 95.97   	 310.27		 81.34   	 274.67		
-24.72   	-21.67   	 97.21   	 315.36		 82.44   	 284.84		
-25.33   	-32.96   	 98.47   	 315.36		 83.58   	 295.01		
-21.36   	-35.71   	 99.74   	 305.19		 84.76   	 300.10		
-27.16   	-46.69   	100.96   	 295.01		 85.96   	 315.36		
-28.08   	-45.17   	102.14   	 284.84		 87.22   	 315.36		
-27.47   	-32.04   	103.28   	 264.50		 88.48   	 325.53		
-33.26   	-33.87   	104.33   	 259.41		 89.79   	 330.62		
-33.57   	-33.57   	105.37   	 254.32		 91.11   	 330.62		
-36.93   	-36.62   	106.39   	 254.32		 92.43   	 335.71		
-39.37   	-49.44   	107.41   	 254.32		 93.77   	 335.71		
-40.28   	-51.27   	108.42   	 259.41		 95.12   	 340.79		
-43.33   	-56.46   	109.46   	 254.32		 96.48   	 335.71		
-45.47   	-66.53   	110.48   	 244.15		 97.82   	 340.79		
-50.05   	-66.53   	111.45   	 213.63		 99.19   	 335.71		
-53.10   	-81.79   	112.31   	 183.11		100.53   	 330.62		
-62.56   	-88.20   	113.04   	 157.68		101.85   	 325.53		
-63.48   	-89.11   	113.67   	 132.25		103.15   	 320.45		
-69.89   	-104.06   	114.20   	 132.25		104.43   	 315.36		
-74.77   	-103.45   	114.73   	 152.59		105.70   	 305.19		
-73.85   	-102.54   	115.34   	 193.29		106.92   	 300.10		
-76.60   	-101.62   	116.11   	 239.06		108.12   	 289.93		
-77.51   	-91.55   	117.07   	 289.93		109.28   	 284.84		
-84.23   	-90.33   	118.23   	 325.53		110.42   	 274.67		
-83.01   	-99.18   	119.53   	 345.88		111.52   	 274.67		
-86.36   	-104.68   	120.92   	 345.88		112.61   	 264.50		
-83.01   	-101.32   	122.30   	 325.53		113.67   	 264.50		
-79.96   	-93.99   	123.60   	 284.84		114.73   	 259.41		
-83.01   	-78.13   	124.74   	 228.89		115.77   	 254.32		
-76.29   	-56.46   	125.66   	 178.03		116.78   	 254.32		
-79.04   	-56.76   	126.37   	 116.99		117.80   	 244.15		
-69.58   	-49.13   	126.84   	  76.30		118.78   	 244.15		
-62.26   	-37.84   	127.14   	  40.69		119.76   	 239.06		
-60.12   	-31.43   	127.30   	  25.43		120.71   	 233.98		
-51.88   	-10.68   	127.41   	  30.52		121.65   	 228.89		
-44.86   	  3.97   	127.53   	  40.69		122.56   	 218.72		
-34.18   	 19.53   	127.69   	  61.04		123.44   	 213.63		
-30.52   	 31.43   	127.93   	  81.38		124.29   	 203.46		
-21.97   	 48.83   	128.26   	 101.73		125.11   	 198.37		
-18.01   	 67.14   	128.67   	 101.73		125.90   	 188.20		
-16.17   	 72.63   	129.07   	 101.73		126.65   	 172.94		
 -6.10   	 75.68   	129.48   	  81.38		127.34   	 167.85		
 -4.27   	 78.43   	129.81   	  50.86		128.02   	 152.59		
  1.83   	 81.79   	130.01   	   5.09		128.63   	 137.33		
  2.14   	 88.81   	130.03(S)	 -45.78		129.18   	 122.07		
  5.19   	 90.03   	129.85   	-101.73		129.66   	 101.73		
 10.07   	 89.72   	129.44   	-162.77		130.07   	  91.56		
  8.24   	 86.36   	128.79   	-223.80		130.44   	  71.21		
 15.56   	 79.04   	127.89   	-279.75		130.72   	  50.86		
 16.48   	 82.70   	126.77   	-330.62		130.93   	  25.43		
 14.34   	 88.81   	125.45   	-376.40		131.03   	  10.17		
 17.09   	 90.64   	123.95   	-417.09		131.07(S)	 -20.35		
 12.82   	 94.91   	122.28   	-442.52		130.99   	 -45.78		
 11.60   	 94.60   	120.51   	-473.04		130.80   	 -66.12		
 11.60   	 96.44   	118.62   	-478.13		130.54   	-101.73		
 11.90   	101.01   	116.70   	-473.04		130.13   	-127.16		
 15.26   	 95.52   	114.81   	-452.69		129.62   	-157.68		
 21.97   	 98.57   	113.00   	-406.92		128.99   	-183.11		
 20.75   	 97.05   	111.37   	-340.79		128.26   	-208.54		
 21.06   	 88.20   	110.01   	-254.32		127.43   	-233.98		
 19.23   	 95.21   	108.99   	-162.77		126.49   	-249.24		
 13.73   	 99.18   	108.34   	 -71.21		125.49   	-269.58		
 16.17   	102.84   	108.06   	   5.09		124.41   	-274.67		
 18.62   	104.98   	108.08   	  61.04		123.32   	-279.75		
 20.14   	101.32   	108.32   	  91.56		122.20   	-279.75		
 22.58   	104.68   	108.69   	  86.47		121.08   	-279.75		
 21.67   	104.98   	109.03   	  61.04		119.96   	-269.58		
 21.97   	104.37   	109.28   	  15.26		118.88   	-259.41		
 20.75   	106.81   	109.34   	 -35.61		117.84   	-249.24		
 17.40   	100.40   	109.20   	 -91.56		116.85   	-233.98		
 18.31   	 91.55   	108.83   	-132.25		115.91   	-218.72		
 16.78   	 96.44   	108.30   	-157.68		115.04   	-203.46		
 16.17   	100.40   	107.67   	-162.77		114.22   	-188.20		
 22.28   	105.59   	107.02   	-157.68		113.47   	-178.03		
 23.50   	112.61   	106.39   	-132.25		112.76   	-162.77		
 21.06   	110.17   	105.86   	 -96.64		112.11   	-152.59		
 22.58   	108.64   	105.47   	 -71.21		111.49   	-137.33		
 22.28   	104.37   	105.19   	 -40.69		110.95   	-132.25		
 21.67   	 98.57   	105.03   	 -20.35		110.42   	-122.07		
 20.14   	 97.66   	104.94   	 -20.35		109.93   	-116.99		
 27.16   	 94.91   	104.86   	 -25.43		109.46   	-106.82		
 16.78   	 88.50   	104.76   	 -45.78		109.03   	-106.82		
 18.62   	 89.42   	104.58   	 -66.12		108.61   	 -96.64		
 18.92   	 80.87   	104.31   	-101.73		108.22   	-101.73		
  9.77   	 74.46   	103.91   	-132.25		107.81   	 -91.56		
 12.82   	 78.43   	103.38   	-157.68		107.45   	 -96.64		
 11.90   	 79.04   	102.75   	-178.03		107.06   	 -96.64		
 12.51   	 85.45   	102.03   	-183.11		106.67   	 -91.56		
 14.04   	 89.72   	101.30   	-188.20		106.31   	 -96.64		
 15.26   	 90.33   	100.55   	-172.94		105.92   	 -96.64		
 12.21   	 91.86   	 99.86   	-157.68		105.53   	-101.73		
 11.29   	 89.42   	 99.23   	-137.33		105.13   	 -96.64		
 17.70   	 89.11   	 98.68   	-122.07		104.74   	-101.73		
 21.67   	 93.08   	 98.19   	-101.73		104.33   	-106.82		
 21.36   	101.32   	 97.78   	 -91.56		103.91   	-106.82		
 28.38   	118.71   	 97.42   	 -81.38		103.48   	-106.82		
 31.43   	143.13   	 97.09   	 -76.30		103.05   	-106.82		
 40.59   	170.59   	 96.78   	 -81.38		102.62   	-111.90		
 58.59   	192.87   	 96.46   	 -81.38		102.18   	-106.82		
 66.22   	209.05   	 96.13   	 -91.56		101.75   	-111.90		
 70.80   	224.91   	 95.77   	-101.73		101.30   	-116.99		
 68.97   	231.63   	 95.36   	-111.90		100.83   	-111.90		
 66.83   	238.65   	 94.91   	-111.90		100.39   	-111.90		
 73.85   	241.39   	 94.47   	-122.07		 99.94   	-111.90		
 73.24   	241.09   	 93.98   	-122.07		 99.49   	-111.90		
 75.38   	224.00   	 93.49   	-122.07		 99.04   	-111.90		
 61.04   	189.21   	 93.00   	-122.07		 98.60   	-111.90		
 38.76   	151.98   	 92.51   	-111.90		 98.15   	-106.82		
 31.74   	112.00   	 92.06   	-106.82		 97.72   	-111.90		
 15.87   	 80.26   	 91.64   	 -96.64		 97.27   	-111.90		
 13.12   	 73.55   	 91.25   	 -96.64		 96.83   	-106.82		
 13.73   	 74.16   	 90.86   	 -86.47		 96.40   	-106.82		
  3.97   	 63.17   	 90.52   	 -81.38		 95.97   	-106.82		
  3.66   	 45.47   	 90.19   	 -81.38		 95.54   	-106.82		
  4.27   	 28.69   	 89.87   	 -81.38		 95.12   	-106.82		
  5.49   	  8.85   	 89.54   	 -76.30		 94.69   	-106.82		
  7.93   	  0.31   	 89.24   	 -76.30		 94.26   	-101.73		
  9.46   	 -3.36   	 88.93   	 -76.30		 93.86   	-101.73		
  6.41   	 -8.54   	 88.63   	 -81.38		 93.45   	 -96.64		
  8.85   	-16.48   	 88.30   	 -76.30		 93.06   	-101.73		
 12.21   	-24.41   	 88.00   	 -81.38		 92.65   	 -96.64		
 14.95   	-18.31   	 87.67   	 -76.30		 92.27   	 -96.64		
 20.45   	 -9.16   	 87.36   	 -81.38		 91.88   	 -91.56		
 22.58   	  7.63   	 87.04   	 -76.30		 91.52   	 -91.56		
 19.23   	 19.84   	 86.73   	 -71.21		 91.15   	 -91.56		
 25.33   	 22.28   	 86.45   	 -71.21		 90.78   	 -91.56		
 27.16   	 17.40   	 86.16   	 -71.21		 90.42   	 -86.47		
 25.33   	  2.14   	 85.88   	 -71.21		 90.07   	 -86.47		
 33.87   	 -4.88   	 85.59   	 -71.21		 89.72   	 -81.38		
 33.26   	 -7.63   	 85.31   	 -71.21		 89.40   	 -86.47		
 33.26   	 -7.63   	 85.03   	 -71.21		 89.05   	 -81.38		
 28.69   	 -3.05   	 84.74   	 -71.21		 88.73   	 -76.30		
 20.45   	  2.44   	 84.46   	 -76.30		 88.42   	 -81.38		
 11.29   	  0.92   	 84.15   	 -76.30		 88.10   	 -81.38		
  3.05   	  3.66   	 83.85   	 -76.30		 87.77   	 -76.30		
  4.88   	  2.44   	 83.54   	 -81.38		 87.47   	 -81.38		
  0.00   	 -3.97   	 83.21   	 -76.30		 87.14   	 -76.30		
 -2.75   	  5.80   	 82.91   	 -76.30		 86.84   	 -76.30		
 -2.14   	 18.92   	 82.60   	 -66.12		 86.53   	 -76.30		
 -4.88   	 31.74   	 82.34   	 -66.12		 86.23   	 -76.30		
 -2.14   	 43.64   	 82.07   	 -61.04		 85.92   	 -76.30		
 -3.36   	 37.23   	 81.83   	 -55.95		 85.62   	 -71.21		
 -3.97   	 25.94   	 81.61   	 -50.86		 85.33   	 -76.30		
 -4.58   	 22.58   	 81.40   	 -50.86		 85.03   	 -71.21		
 -8.54   	 26.55   	 81.20   	 -45.78		 84.74   	 -71.21		
 -6.10   	 37.23   	 81.02   	 -45.78		 84.46   	 -71.21		
 -4.58   	 42.11   	 80.83   	 -45.78		 84.17   	 -71.21		
 -6.10   	 35.40   	 80.65   	 -45.78		 83.89   	 -66.12		
 -4.58   	 31.43   	 80.47   	 -55.95		 83.62   	 -66.12		
 -3.36   	 39.67   	 80.24   	 -50.86		 83.36   	 -66.12		
 -0.92   	 76.90   	 80.04   	 -55.95		 83.09   	 -66.12		
  2.14   	148.93   	 79.82   	 -61.04		 82.83   	 -61.04		
 21.06   	240.78   	 79.57   	 -61.04		 82.58   	 -66.12		
 23.80   	385.74   	 79.33   	 -61.04		 82.32   	 -61.04		
 49.44   	549.93   	 79.08   	 -61.04		 82.07   	 -61.04		
 91.55   	738.83   	 78.84   	 -61.04		 81.83   	 -61.04		
123.60   	975.95   	 78.60   	 -61.04		 81.59   	 -55.95		
189.51   	1178.89   	 78.35   	 -55.95		 81.36   	 -61.04		
268.86   	1308.90   	 78.13   	 -55.95		 81.12   	 -61.04		
331.73   	1313.48(R)	 77.90   	 -55.95		 80.87   	 -55.95		
328.06   	1093.75   	 77.68   	 -50.86		 80.65   	 -61.04		
242.00   	693.97   	 77.48   	 -50.86		 80.41   	 -55.95		
129.39   	301.21   	 77.27   	 -50.86		 80.18   	 -55.95		
 30.82   	  7.93   	 77.07   	 -50.86		 79.96   	 -61.04		
 12.82   	-163.27   	 76.87   	 -50.86		 79.71   	 -55.95		
 83.01   	-98.27   	 76.66   	 -50.86		 79.49   	 -55.95		
141.30   	-61.04   	 76.46   	 -55.95		 79.27   	 -55.95		
140.08   	-89.11   	 76.24   	 -55.95		 79.04   	 -55.95		
 90.33   	-62.87   	 76.01   	 -61.04		 78.82   	 -50.86		
 42.11   	-93.08   	 75.77   	 -55.95		 78.62   	 -55.95		
 -3.66   	-79.04   	 75.54   	 -61.04		 78.39   	 -55.95		
-24.72   	-32.35   	 75.30   	 -61.04		 78.17   	 -55.95		
-28.08   	 -6.71   	 75.06   	 -55.95		 77.94   	 -61.04		
-20.75   	-13.12   	 74.83   	 -55.95		 77.70   	 -55.95		
-21.06   	-20.75   	 74.61   	 -45.78		 77.48   	 -55.95		
-21.36   	-14.34   	 74.42   	 -45.78		 77.25   	 -55.95		
-19.23   	-15.87   	 74.24   	 -40.69		 77.03   	 -61.04		
-23.50   	-14.04   	 74.08   	 -30.52		 76.79   	 -61.04		
-28.69   	-10.99   	 73.96   	 -20.35		 76.54   	 -55.95		
-24.11   	-12.51   	 73.88   	  -5.09		 76.32   	 -61.04		
-23.19   	-10.07   	 73.86(D)	  10.17		 76.07   	 -61.04		
-20.45   	 -8.54   	 73.90   	  35.61		 75.83   	 -55.95		
-24.72   	-14.95   	 74.04   	  71.21		 75.60   	 -55.95		
-27.47   	-10.99   	 74.32   	 106.82		 75.38   	 -55.95		
-23.80   	-13.12   	 74.75   	 147.51		 75.16   	 -45.78		
-23.50   	 -8.85   	 75.34   	 193.29		 74.97   	 -45.78		
-27.47   	 -7.32   	 76.11   	 228.89		 74.79   	 -35.61		
-32.35   	-10.38   	 77.03   	 264.50		 74.65   	 -25.43		
-29.60   	 -9.16   	 78.09   	 295.01		 74.55   	 -20.35		
-28.08   	-11.90   	 79.27   	 325.53		 74.47(D)	   0.00		
-31.43   	 -5.49   	 80.57   	 335.71		 74.47   	  10.17		
-28.99   	 -4.27   	 81.91   	 350.97		 74.51   	  30.52		
-27.16   	-14.04   	 83.32   	 356.05		 74.63   	  50.86		
-35.71   	-14.34   	 84.74   	 345.88		 74.83   	  76.30		
-31.43   	-12.51   	 86.12   	 345.88		 75.14   	  91.56		
-29.30   	-17.09   	 87.51   	 330.62		 75.50   	 116.99		
-28.08   	-14.95   	 88.83   	 320.45		 75.97   	 142.42		
-28.38   	-17.40   	 90.11   	 310.27		 76.54   	 167.85		
-35.40   	-25.33   	 91.35   	 305.19		 77.21   	 183.11		
-34.48   	-24.41   	 92.57   	 295.01		 77.94   	 208.54		
-37.23   	-19.53   	 93.75   	 295.01		 78.78   	 228.89		
-33.57   	-18.01   	 94.93   	 305.19		 79.69   	 244.15		
-29.60   	-21.36   	 96.15   	 305.19		 80.67   	 264.50		
-35.10   	-21.97   	 97.37   	 310.27		 81.73   	 274.67		
-35.10   	-26.25   	 98.62   	 310.27		 82.83   	 284.84		
-38.45   	-28.38   	 99.86   	 315.36		 83.97   	 300.10		
-32.96   	-28.69   	101.12   	 310.27		 85.17   	 305.19		
-35.71   	-33.26   	102.36   	 310.27		 86.39   	 315.36		
-38.15   	-34.48   	103.60   	 305.19		 87.65   	 325.53		
-38.45   	-38.76   	104.82   	 300.10		 88.95   	 330.62		
-46.39   	-38.45   	106.02   	 295.01		 90.27   	 335.71		
-48.22   	-36.93   	107.20   	 284.84		 91.62   	 340.79		
-44.25   	-42.11   	108.34   	 264.50		 92.98   	 345.88		
-47.30   	-54.02   	109.40   	 244.15		 94.36   	 345.88		
-50.66   	-67.44   	110.38   	 218.72		 95.75   	 350.97		
-51.57   	-72.33   	111.25   	 203.46		 97.15   	 350.97		
-56.15   	-75.07   	112.06   	 193.29		 98.56   	 345.88		
-56.15   	-78.13   	112.84   	 193.29		 99.94   	 340.79		
-57.98   	-77.51   	113.61   	 198.37		101.30   	 340.79		
-60.73   	-86.36   	114.40   	 203.46		102.66   	 330.62		
-62.26   	-97.66   	115.22   	 218.72		103.99   	 330.62		
-73.55   	-100.10   	116.09   	 233.98		105.31   	 315.36		
-76.29   	-99.49   	117.03   	 244.15		106.57   	 310.27		
-78.13   	-99.79   	118.01   	 259.41		107.81   	 295.01		
-87.89   	-101.32   	119.04   	 259.41		108.99   	 289.93		
-89.72   	-103.76   	120.08   	 264.50		110.15   	 279.75		
-90.94   	-103.45   	121.14   	 254.32		111.27   	 264.50		
-91.55   	-103.15   	122.16   	 244.15		112.33   	 259.41		
-87.59   	-98.88   	123.13   	 223.80		113.37   	 254.32		
-84.84   	-92.16   	124.03   	 203.46		114.38   	 244.15		
-81.79   	-85.75   	124.84   	 188.20		115.36   	 239.06		
-86.36   	-77.21   	125.59   	 167.85		116.32   	 244.15		
-87.28   	-63.17   	126.27   	 162.77		117.29   	 239.06		
-80.57   	-46.69   	126.92   	 152.59		118.25   	 239.06		
-79.35   	-33.26   	127.53   	 152.59		119.21   	 244.15		
-69.89   	-19.23   	128.14   	 147.51		120.18   	 249.24		
