  I     	  II     	  AOp     	  AOp'		
  4.58   	-19.53   	137.76   	 452.69		
  3.05   	-23.80   	139.57   	 437.43		
 -4.27   	-34.18   	141.32   	 447.61		
-11.90   	-44.86   	143.11   	 498.47		
-14.65   	-48.83   	145.11   	 656.15		
-11.90   	-45.78   	147.73   	 910.47		
 -6.71   	-40.59   	151.37   	1215.66		
 -3.36   	-39.06   	156.24   	1490.33		
 -3.97   	-43.64   	162.20   	1642.92		
 -7.02   	-50.66   	168.77   	1612.40		
 -9.77   	-54.93   	175.22   	1393.69		
-10.07   	-52.80   	180.79   	1007.12		
 -7.63   	-46.39   	184.82   	 513.73		
 -3.97   	-41.50   	186.88   	   0.00		
 -1.53   	-42.72   	186.88   	-457.78		
 -2.44   	-50.35   	185.05   	-773.14		
 -6.71   	-58.90   	181.95   	-885.04		
-11.90   	-61.65   	178.41   	-783.31		
-13.73   	-54.93   	175.28   	-503.56		
-10.07   	-42.11   	173.26   	 -81.38		
 -3.05   	-30.82   	172.94   	 406.92		
  2.14   	-28.08   	174.57   	 879.96		
  0.31   	-34.79   	178.09   	1251.27		
 -8.85   	-45.47   	183.09   	1459.81		
-20.45   	-52.80   	188.93   	1500.50		
-27.77   	-54.63   	194.93   	1414.03		
-28.38   	-53.71   	200.59   	1215.66		
-23.80   	-54.63   	205.45   	 971.51		
-17.70   	-57.68   	209.34   	 722.28		
-12.51   	-59.81   	212.23   	 523.90		
-11.29   	-56.76   	214.32   	 432.35		
-14.34   	-50.35   	216.05   	 534.08		
-20.75   	-43.64   	218.19   	 818.92		
-27.47   	-39.37   	221.46   	1195.32		
-30.21   	-38.45   	226.25   	1541.19		
-27.77   	-40.59   	232.41   	1734.48		
-20.45   	-42.11   	239.35   	1673.44		
-11.60   	-41.81   	246.04   	1353.00		
 -5.19   	-39.06   	251.45   	 788.40		
 -3.05   	-34.79   	254.61   	  61.04		
 -5.80   	-31.74   	254.85   	-747.71		
-12.21   	-32.04   	251.86   	-1551.37		
-19.23   	-33.26   	245.66   	-2263.47		
-22.89   	-32.96   	236.60   	-2838.24		
-23.19   	-30.21   	225.25   	-3219.72		
-21.97   	-28.08   	212.37   	-3402.84		
-21.97   	-30.52   	198.76   	-3407.92		
-24.11   	-38.15   	185.13   	-3240.07		
-27.16   	-47.91   	172.17   	-2975.57		
-28.99   	-53.41   	160.26   	-2634.78		
-27.47   	-50.35   	149.72   	-2283.82		
-23.19   	-39.67   	140.59   	-1948.11		
-17.40   	-26.55   	132.80   	-1663.27		
-11.29   	-18.01   	126.14   	-1444.55		
 -6.71   	-16.78   	120.37   	-1271.61		
 -3.97   	-20.14   	115.28   	-1139.36		
 -2.14   	-22.89   	110.72   	-1037.64		
 -0.31   	-21.36   	106.57   	-930.82		
  0.61   	-17.70   	102.85   	-829.09		
 -0.61   	-15.87   	 99.53   	-707.02		
 -4.88   	-19.23   	 96.70   	-584.94		
-11.29   	-25.94   	 94.36   	-457.78		
-16.17   	-31.13   	 92.53   	-345.88		
-15.87   	-28.99   	 91.15   	-259.41		
 -7.63   	-15.56   	 90.11   	-198.37		
  7.63   	 10.68   	 89.32   	-162.77		
 27.16   	 48.22   	 88.67   	-147.51		
 44.86   	 91.86   	 88.08   	-147.51		
 55.24   	132.45   	 87.49   	-137.33		
 54.63   	160.52   	 86.94   	-116.99		
 46.39   	172.42   	 86.47   	 -81.38		
 39.06   	170.59   	 86.14   	 -20.35		
 42.11   	161.74   	 86.06   	  45.78		
 57.07   	153.20   	 86.25   	 132.25		
 76.29   	146.48   	 86.77   	 208.54		
 90.33   	137.02   	 87.61   	 279.75		
 96.13   	120.24   	 88.73   	 335.71		
100.40   	 97.96   	 90.07   	 371.31		
113.83   	 79.65   	 91.56   	 386.57		
139.77   	 79.96   	 93.10   	 386.57		
170.59   	113.22   	 94.65   	 361.14		
192.87   	181.27   	 96.09   	 325.53		
199.28   	274.35   	 97.40   	 279.75		
197.45   	377.20   	 98.51   	 228.89		
205.69   	478.82   	 99.43   	 183.11		
241.70   	577.70   	100.16   	 127.16		
308.53   	677.80   	100.67   	  86.47		
390.93   	780.94   	101.02   	  40.69		
451.97   	877.08   	101.18   	   0.00		
436.10   	947.88   	101.18   	 -40.69		
291.14   	968.93   	101.02   	 -71.21		
  3.05   	917.05   	100.73   	-101.73		
-385.44   	782.17   	100.33   	-132.25		
-775.76   	571.29   	 99.80   	-157.68		
-1056.82   	314.64   	 99.17   	-172.94		
-1169.43   	 59.51   	 98.47   	-188.20		
-1134.64   	-149.84   	 97.72   	-193.29		
-1029.97   	-291.14   	 96.95   	-193.29		
-933.23   	-368.35   	 96.17   	-183.11		
-879.21   	-402.83   	 95.44   	-172.94		
-853.88   	-419.31   	 94.75   	-157.68		
-826.11   	-430.60   	 94.12   	-137.33		
-778.81   	-436.71   	 93.57   	-122.07		
-717.16   	-435.49   	 93.08   	-101.73		
-660.10   	-428.16   	 92.68   	 -81.38		
-618.29   	-421.45   	 92.35   	 -66.12		
-588.68   	-422.97   	 92.09   	 -45.78		
-557.86   	-433.04   	 91.90   	 -30.52		
-513.31   	-441.59   	 91.78   	 -15.26		
-445.86   	-431.82   	 91.72   	   5.09		
-354.00   	-393.37   	 91.74   	  15.26		
-244.75   	-328.98   	 91.80   	  30.52		
-130.62   	-254.82   	 91.92   	  30.52		
-30.21   	-191.04   	 92.04   	  40.69		
 40.28   	-148.62   	 92.21   	  40.69		
 74.16   	-125.73   	 92.37   	  30.52		
 78.13   	-116.27   	 92.49   	  25.43		
 68.36   	-115.66   	 92.59   	  15.26		
 59.81   	-121.46   	 92.65   	   0.00		
 60.12   	-130.62   	 92.65   	 -15.26		
 67.44   	-137.33   	 92.59   	 -25.43		
 75.99   	-135.80   	 92.49   	 -35.61		
 79.65   	-125.43   	 92.35   	 -45.78		
 76.29   	-111.39   	 92.17   	 -45.78		
 70.19   	-101.32   	 91.98   	 -45.78		
 67.75   	-99.18   	 91.80   	 -35.61		
 72.63   	-102.23   	 91.66   	 -10.17		
 83.31   	-106.20   	 91.62   	  15.26		
 94.30   	-106.81   	 91.68   	  55.95		
 99.18   	-103.76   	 91.90   	 101.73		
 96.74   	-100.40   	 92.31   	 152.59		
 89.72   	-101.62   	 92.92   	 208.54		
 84.53   	-107.42   	 93.75   	 254.32		
 85.45   	-114.14   	 94.77   	 310.27		
 92.77   	-115.66   	 96.01   	 345.88		
102.84   	-110.17   	 97.40   	 386.57		
109.25   	-101.32   	 98.94   	 417.09		
108.95   	-95.21   	100.61   	 437.43		
103.15   	-94.91   	102.36   	 457.78		
 99.18   	-96.74   	104.19   	 473.04		
103.15   	-95.83   	106.08   	 473.04		
114.44   	-90.64   	107.98   	 483.21		
127.26   	-85.45   	109.91   	 478.13		
133.67   	-84.23   	111.82   	 478.13		
131.53   	-89.42   	113.73   	 462.87		
126.34   	-97.35   	115.58   	 457.78		
124.51   	-103.45   	117.42   	 447.61		
128.17   	-106.20   	119.21   	 437.43		
134.58   	-107.12   	120.96   	 417.09		
140.08   	-108.03   	122.62   	 412.00		
144.04   	-107.12   	124.27   	 391.66		
149.84   	-101.32   	125.84   	 376.40		
157.78   	-90.94   	127.34   	 366.22		
165.41   	-80.87   	128.81   	 350.97		
169.37   	-78.43   	130.21   	 340.79		
