  I     	  II     	  AO     	  AO'		
 -4.27   	-22.58   	 84.31   	-106.82		
  8.24   	-10.38   	 83.89   	-122.07		
 20.45   	  0.00   	 83.40   	-122.07		
 28.38   	 10.38   	 82.91   	 -81.38		
 32.35   	 23.50   	 82.58   	 -50.86		
 37.54   	 42.42   	 82.38   	 -45.78		
 49.74   	 65.92   	 82.20   	 -20.35		
 70.80   	 88.50   	 82.12   	 -10.17		
 95.83   	100.40   	 82.07   	 -25.43		
117.19   	 92.77   	 81.97   	 -40.69		
129.39   	 65.00   	 81.81   	 -91.56		
132.75   	 26.86   	 81.44   	-137.33		
131.84   	 -8.24   	 80.89   	-147.51		
130.31   	-31.13   	 80.30   	-142.42		
127.26   	-41.50   	 79.74   	-132.25		
117.19   	-45.47   	 79.21   	 -61.04		
 94.60   	-50.05   	 78.96   	  -5.09		
 58.29   	-60.73   	 78.94   	  40.69		
 14.34   	-80.26   	 79.10   	  61.04		
-26.55   	-106.51   	 79.35   	  66.12		
-54.63   	-134.28   	 79.61   	  61.04		
-66.22   	-155.94   	 79.86   	  71.21		
-63.78   	-164.18   	 80.14   	  15.26		
-54.93   	-159.00   	 80.20   	-147.51		
-47.61   	-147.40   	 79.61   	-300.10		
-45.47   	-137.94   	 78.41   	-350.97		
-47.91   	-134.58   	 77.01   	-223.80		
-51.27   	-135.19   	 76.11   	  86.47		
-52.19   	-135.19   	 76.46   	 320.45		
-49.13   	-131.84   	 77.74   	 315.36		
-43.03   	-126.34   	 79.00   	 162.77		
-37.54   	-122.07   	 79.65   	  45.78		
-33.87   	-121.15   	 79.84   	 -81.38		
-33.57   	-121.77   	 79.51   	-259.41		
-35.10   	-120.54   	 78.47   	-305.19		
-36.32   	-116.58   	 77.25   	-239.06		
-35.71   	-109.86   	 76.30   	-167.85		
-33.26   	-102.54   	 75.63   	 -81.38		
-32.35   	-93.69   	 75.30   	 -10.17		
-37.84   	-77.82   	 75.26   	   5.09		
-50.96   	-50.05   	 75.28   	  45.78		
-64.09   	-10.38   	 75.46   	 111.90		
-60.12   	 35.71   	 75.91   	 157.68		
-18.31   	 80.57   	 76.54   	 147.51		
 74.16   	122.38   	 77.13   	  81.38		
215.15   	169.37   	 77.46   	 -45.78		
389.10   	231.63   	 77.27   	-167.85		
580.14   	308.53   	 76.60   	-259.41		
783.39   	382.08   	 75.56   	-310.27		
999.76   	405.88(R)	 74.32   	-310.27		
1213.07   	325.62   	 73.08   	-269.58		
1369.32   	137.63   	 72.00   	-198.37		
1392.82   	-91.25   	 71.21   	-106.82		
1235.96   	-254.21   	 70.78   	 -30.52		
921.94   	-270.39   	 70.66   	  25.43		
544.74   	-151.98   	 70.76   	  35.61		
219.12   	 -5.19   	 70.91   	  25.43		
 12.82   	 62.56   	 71.01   	  15.26		
-77.82   	 25.63   	 71.07   	  10.17		
-101.93   	-56.76   	 71.11   	   5.09		
-104.98   	-108.64   	 71.13   	 -10.17		
-106.51   	-101.01   	 71.09   	   0.00		
-107.73   	-61.04   	 71.09   	  45.78		
-106.20   	-32.65   	 71.27   	  71.21		
-102.84   	-32.35   	 71.56   	 122.07		
-101.62   	-46.69   	 72.04   	 188.20		
-102.84   	-57.07   	 72.80   	 147.51		
-104.68   	-57.07   	 73.39   	  55.95		
-106.51   	-51.88   	 73.61   	  -5.09		
-108.34   	-46.69   	 73.59   	 -76.30		
-109.56   	-43.03   	 73.29   	-157.68		
-109.25   	-39.98   	 72.65   	-157.68		
-107.12   	-36.62   	 72.02   	-137.33		
-105.90   	-31.74   	 71.47   	 -96.64		
-106.81   	-26.86   	 71.09   	 -35.61		
-109.86   	-24.41   	 70.95   	  76.30		
-113.22   	-26.55   	 71.25   	 233.98		
-115.66   	-31.13   	 72.19   	 391.66		
-116.88   	-34.48   	 73.75   	 503.56		
-117.19   	-32.65   	 75.77   	 544.25		
-116.88   	-25.63   	 77.94   	 528.99		
-116.88   	-15.56   	 80.06   	 442.52		
-117.19   	 -6.71   	 81.83   	 366.22		
-118.10   	 -1.53   	 83.30   	 315.36		
-118.71   	  0.00   	 84.56   	 320.45		
-118.71   	  0.31   	 85.84   	 340.79		
-118.41   	  2.14   	 87.20   	 249.24		
-118.41   	  6.10   	 88.20   	  91.56		
-119.32   	 10.38   	 88.57   	 -35.61		
-122.07   	 12.21   	 88.42   	-111.90		
-126.34   	 10.99   	 87.98   	-116.99		
