  I     	  II     	  LV     	  LV'		
204.77   	 49.13   	180.57   	-513.73		
205.69   	 59.20   	178.51   	-620.55		
210.88   	 85.14   	176.03   	-727.36		
220.03   	122.99   	173.12   	-824.00		
232.54   	165.41   	169.83   	-910.47		
245.97   	205.99   	166.18   	-986.77		
258.18   	240.48   	162.24   	-1047.81		
263.67   	265.50   	158.05   	-1088.50		
259.40   	280.76   	153.69   	-1119.02		
245.97   	288.39   	149.22   	-1134.28		
230.10   	292.66   	144.68   	-1154.62		
222.78   	299.68   	140.06   	-1164.80		
227.66   	310.97   	135.40   	-1159.71		
239.26   	321.96   	130.76   	-1164.80		
246.58   	325.01   	126.10   	-1154.62		
242.31   	315.55   	121.48   	-1154.62		
227.05   	294.80   	116.87   	-1169.88		
211.18   	270.39   	112.19   	-1190.23		
206.60   	255.13   	107.43   	-1241.09		
216.37   	256.65   	102.46   	-1297.04		
233.76   	273.13   	 97.27   	-1368.26		
245.67   	293.27   	 91.80   	-1414.03		
242.92   	304.26   	 86.14   	-1454.72		
228.27   	303.65   	 80.33   	-1449.64		
217.90   	299.38   	 74.53   	-1408.95		
232.54   	300.90   	 68.89   	-1327.56		
285.64   	300.90   	 63.58   	-1220.75		
377.20   	278.02   	 58.70   	-1083.41		
493.47   	214.23   	 54.36   	-956.25		
611.57   	108.03   	 50.54   	-824.00		
705.26   	-35.10   	 47.24   	-717.19		
754.09   	-218.81   	 44.37   	-630.72		
750.12   	-454.41   	 41.85   	-574.77		
702.82   	-740.97   	 39.55   	-539.16		
630.80   	-1043.09   	 37.40   	-513.73		
551.15   	-1294.25   	 35.34   	-493.39		
470.58   	-1436.77   	 33.37   	-467.95		
386.35   	-1460.27(R)	 31.50(E)	-437.43		
296.02   	-1397.40   	 29.75   	-391.66		
198.97   	-1288.45   	 28.18   	-340.79		
 94.60   	-1154.48   	 26.82   	-269.58		
-15.87   	-995.18   	 25.74   	-208.54		
-125.73   	-811.77   	 24.90   	-142.42		
-221.25   	-625.00   	 24.33   	 -86.47		
-285.95   	-463.87   	 23.99   	 -40.69		
-311.58   	-350.34   	 23.82   	   5.09		
-306.40   	-286.25   	 23.85   	  40.69		
-288.09   	-254.52   	 24.01   	  71.21		
-269.17   	-235.29   	 24.29   	 101.73		
-248.72   	-216.98   	 24.70   	 137.33		
-217.59   	-195.01   	 25.25   	 178.03		
-169.68   	-165.71   	 25.96   	 218.72		
-108.95   	-123.29   	 26.84   	 259.41		
-44.25   	-60.12   	 27.87   	 300.10		
 15.56   	 24.41   	 29.07   	 340.79		
 64.39   	118.71   	 30.44   	 371.31		
 99.79   	202.33   	 31.92   	 391.66		
121.46   	256.65   	 33.49   	 412.00		
130.00   	277.71   	 35.14   	 417.09		
130.92   	280.46   	 36.81   	 422.18		
130.92   	289.92   	 38.49   	 437.43		
136.41   	323.79   	 40.24   	 447.61		
150.76   	382.39   	 42.03   	 462.87		
171.20   	450.13   	 43.89   	 483.21		
189.82   	507.81   	 45.82   	 498.47		
198.97   	544.43   	 47.81   	 518.82		
195.62   	562.44   	 49.89   	 528.99		
184.33   	571.90   	 52.00   	 528.99		
174.87   	579.53   	 54.12   	 518.82		
177.00   	588.38   	 56.20   	 503.56		
191.35   	601.50   	 58.21   	 488.30		
209.96   	619.51   	 60.16   	 467.95		
224.30   	641.48   	 62.03   	 447.61		
230.41   	662.84   	 63.82   	 437.43		
230.71   	676.57   	 65.57   	 417.09		
231.93   	680.24   	 67.24   	 401.83		
236.82   	676.88   	 68.85   	 386.57		
243.84   	673.52   	 70.40   	 361.14		
249.94   	677.80   	 71.84   	 340.79		
253.30   	691.83   	 73.20   	 305.19		
256.04   	713.81   	 74.42   	 274.67		
259.09   	736.69   	 75.52   	 239.06		
263.37   	755.62   	 76.48   	 213.63		
268.55   	772.09   	 77.33   	 183.11		
274.05   	791.02   	 78.07   	 162.77		
278.93   	812.99   	 78.72   	 142.42		
281.98   	832.82   	 79.29   	 127.16		
282.59   	845.03   	 79.80   	 111.90		
280.46   	849.30   	 80.24   	  96.64		
276.79   	853.88   	 80.63   	  81.38		
275.27   	869.75   	 80.96   	  66.12		
277.71   	898.44   	 81.22   	  45.78		
283.51   	931.09   	 81.40   	  25.43		
290.53   	960.69   	 81.51   	   5.09		
296.63   	985.41   	 81.53   	 -15.26		
300.60   	1007.69   	 81.46   	 -35.61		
304.26   	1026.92   	 81.32   	 -50.86		
310.36   	1038.51   	 81.12   	 -66.12		
319.82   	1038.82   	 80.85   	 -91.56		
329.90   	1029.66   	 80.49   	-116.99		
337.22   	1016.85   	 80.02   	-137.33		
340.27   	1002.20   	 79.47   	-167.85		
340.27   	979.92   	 78.80   	-198.37		
340.58   	943.60   	 78.01   	-223.80		
342.10   	895.39   	 77.11   	-254.32		
341.80   	844.42   	 76.09   	-284.84		
335.08   	795.29   	 74.95   	-300.10		
320.43   	741.58   	 73.75   	-330.62		
301.21   	673.22   	 72.43   	-340.79		
286.25   	589.60   	 71.07   	-361.14		
279.54   	505.07   	 69.62   	-371.31		
278.02   	437.62   	 68.14   	-386.57		
273.44   	395.51   	 66.59   	-391.66		
260.01   	370.18   	 65.03   	-401.83		
238.34   	343.93   	 63.42   	-412.00		
216.37   	307.31   	 61.77   	-417.09		
202.03   	265.50   	 60.10   	-417.09		
195.92   	231.32   	 58.43   	-417.09		
193.48   	215.45   	 56.76   	-422.18		
191.04   	220.95   	 55.08   	-417.09		
187.68   	242.61   	 53.41   	-422.18		
184.02   	267.33   	 51.72   	-422.18		
178.83   	281.37   	 50.03   	-417.09		
168.15   	277.10   	 48.36   	-417.09		
151.06   	257.26   	 46.69   	-417.09		
132.75   	234.07   	 45.03   	-412.00		
121.46   	220.34   	 43.38   	-406.92		
122.07   	223.08   	 41.75   	-406.92		
131.23   	236.21   	 40.12   	-396.74		
139.77   	245.36   	 38.53   	-391.66		
141.60   	240.17   	 36.97   	-381.48		
137.94   	222.78   	 35.44   	-366.22		
133.97   	204.77   	 33.98   	-350.97		
132.14   	196.23   	 32.57   	-330.62		
132.45   	196.23   	 31.25   	-310.27		
131.84   	195.01   	 30.01   	-284.84		
130.31   	182.80   	 28.87   	-264.50		
130.31   	162.05   	 27.81   	-233.98		
133.97   	145.87   	 26.88   	-203.46		
139.16   	143.13   	 26.06   	-183.11		
141.30   	149.84   	 25.33   	-152.59		
137.63   	152.89   	 24.72   	-132.25		
129.39   	142.52   	 24.19   	-106.82		
119.93   	121.15   	 23.76   	 -81.38		
113.53   	 97.96   	 23.44   	 -66.12		
110.78   	 79.96   	 23.17   	 -40.69		
111.08   	 67.14   	 23.01   	 -20.35		
113.53   	 58.90   	 22.93(D)	   5.09		
116.88   	 56.76   	 22.95   	  25.43		
119.93   	 65.61   	 23.05   	  45.78		
121.15   	 86.98   	 23.23   	  61.04		
119.63   	113.83   	 23.48   	  86.47		
114.44   	131.84   	 23.82   	  91.56		
108.34   	130.92   	 24.19   	 106.82		
102.54   	107.42   	 24.62   	 111.90		
 98.27   	 69.58   	 25.07   	 111.90		
 95.21   	 33.57   	 25.51   	 106.82		
 93.69   	 15.87   	 25.94   	 106.82		
 93.38   	 21.06   	 26.37   	  91.56		
 92.77   	 38.15   	 26.73   	  86.47		
 91.55   	 48.83   	 27.08   	  76.30		
 89.11   	 39.06   	 27.39   	  71.21		
 85.14   	 10.38   	 27.67   	  66.12		
 79.04   	-23.19   	 27.93   	  61.04		
 70.80   	-45.47   	 28.18   	  55.95		
 58.29   	-51.27   	 28.40   	  61.04		
 44.25   	-45.17   	 28.65   	  55.95		
 38.15   	-31.43   	 28.87   	  55.95		
 54.93   	 -4.88   	 29.09   	  50.86		
108.95   	 48.22   	 29.30   	  45.78		
202.64   	141.91   	 29.48   	  35.61		
326.84   	274.05   	 29.62   	  30.52		
465.70   	426.64   	 29.75   	  20.35		
604.55   	575.87   	 29.83   	  15.26		
729.06   	703.74   	 29.89   	  15.26		
820.31   	792.54   	 29.95   	  10.17		
850.22   	813.60   	 29.99   	  10.17		
786.74   	736.39   	 30.03   	  15.26		
621.03   	555.73   	 30.09   	  20.35		
387.57   	321.04   	 30.17   	  25.43		
155.94   	123.60   	 30.27   	  40.69		
 -2.75   	 38.45   	 30.44   	  50.86		
-52.19   	 70.80   	 30.64   	  55.95		
-12.51   	154.72   	 30.86   	  76.30		
 57.98   	208.44   	 31.17   	  91.56		
104.68   	196.23   	 31.54   	 106.82		
109.25   	144.65   	 31.96   	 132.25		
 86.67   	101.01   	 32.49   	 157.68		
 64.39   	 89.72   	 33.12   	 188.20		
 58.90   	 99.49   	 33.88   	 218.72		
 68.05   	105.29   	 34.75   	 259.41		
 79.65   	 93.38   	 35.79   	 305.19		
 85.14   	 70.50   	 37.01   	 350.97		
 84.84   	 52.49   	 38.41   	 406.92		
 83.62   	 47.91   	 40.04   	 457.78		
 84.23   	 54.63   	 41.87   	 503.56		
 86.36   	 63.78   	 43.89   	 549.34		
 87.28   	 66.83   	 46.08   	 590.03		
 86.06   	 59.81   	 48.44   	 620.55		
