  I     	  II     	  LV     	  LV'		  AO     	  AO'		
-27.16   	-249.94   	 15.97   	  66.12		 87.36   	 -50.86		
-25.63   	-256.65   	 16.24   	  91.56		 87.16   	 -61.04		
-25.63   	-261.84   	 16.60   	 106.82		 86.92   	 -71.21		
-27.16   	-263.06   	 17.03   	 116.99		 86.63   	 -86.47		
-31.13   	-260.31   	 17.50   	 116.99		 86.29   	-101.73		
-36.62   	-256.35   	 17.97   	 111.90		 85.88   	-111.90		
-43.64   	-253.60   	 18.41   	 111.90		 85.43   	-122.07		
-50.35   	-253.91   	 18.86   	  96.64		 84.94   	-127.16		
-55.24   	-254.52   	 19.25   	  86.47		 84.44   	-127.16		
-58.29   	-252.99   	 19.59   	  81.38		 83.93   	-127.16		
-60.12   	-247.80   	 19.92   	  71.21		 83.42   	-127.16		
-61.65   	-240.17   	 20.20   	  71.21		 82.91   	-122.07		
-63.48   	-233.76   	 20.49   	  76.30		 82.42   	-122.07		
-64.39   	-231.63   	 20.79   	  76.30		 81.93   	-111.90		
-64.09   	-233.15   	 21.10   	  81.38		 81.48   	-101.73		
-62.87   	-235.29   	 21.42   	  86.47		 81.08   	 -96.64		
-62.26   	-234.99   	 21.77   	  91.56		 80.69   	 -86.47		
-62.26   	-231.93   	 22.14   	 101.73		 80.35   	 -81.38		
-62.56   	-227.05   	 22.54   	  96.64		 80.02   	 -66.12		
-62.87   	-222.47   	 22.93   	  96.64		 79.76   	 -66.12		
-62.26   	-218.20   	 23.32   	  86.47		 79.49   	 -55.95		
-61.04   	-209.35   	 23.66   	  66.12		 79.27   	 -55.95		
-59.81   	-187.68   	 23.93   	  55.95		 79.04   	 -50.86		
-56.76   	-142.82   	 24.15   	  40.69		 78.84   	 -55.95		
-50.35   	-64.39   	 24.31   	  25.43		 78.62   	 -55.95		
-39.06   	 53.71   	 24.41   	  20.35		 78.39   	 -55.95		
-20.14   	210.27   	 24.50   	  15.26		 78.17   	 -66.12		
  7.93   	399.48   	 24.56   	  10.17		 77.90   	 -61.04		
 45.47   	607.91   	 24.60   	  20.35		 77.66   	 -71.21		
 94.60   	810.85   	 24.68   	  25.43		 77.38   	 -71.21		
154.11   	967.71   	 24.78   	  30.52		 77.09   	 -76.30		
212.10   	1022.34(R)	 24.90(E)	  35.61		 76.79   	 -76.30		
242.92   	920.72   	 25.05   	  50.86		 76.48   	 -81.38		
223.69   	652.47   	 25.25   	  55.95		 76.15   	 -76.30		
153.20   	274.96   	 25.47   	  66.12		 75.85   	 -71.21		
 61.65   	-108.64   	 25.74   	  81.38		 75.56   	 -71.21		
 -2.75   	-391.85   	 26.06   	 101.73		 75.28   	 -61.04		
 -7.32   	-523.99   	 26.47   	 127.16		 75.04   	 -61.04		
 37.23   	-531.01   	 26.98   	 157.68		 74.79   	 -50.86		
 85.75   	-480.65   	 27.61   	 203.46		 74.59   	 -50.86		
 93.08   	-431.21   	 28.42   	 254.32		 74.38   	 -50.86		
 48.52   	-402.83   	 29.44   	 315.36		 74.18   	 -50.86		
-23.80   	-385.13   	 30.70   	 386.57		 73.98   	 -50.86		
-86.98   	-361.94   	 32.25   	 473.04		 73.77   	 -55.95		
-116.88   	-330.51   	 34.14   	 564.60		 73.55   	 -55.95		
-114.75   	-303.04   	 36.40   	 681.58		 73.33   	 -50.86		
-98.57   	-290.53   	 39.12   	 803.66		 73.12   	 -45.78		
-86.36   	-292.97   	 42.34   	 935.91		 72.94   	 -35.61		
-84.53   	-301.51   	 46.08   	1073.24		 72.80   	 -20.35		
-90.03   	-307.62   	 50.38   	1210.58		 72.72   	   0.00		
-95.83   	-306.70   	 55.22   	1317.39		 72.72   	  25.43		
-96.74   	-300.90   	 60.49   	1408.95		 72.82   	  50.86		
-93.08   	-294.80   	 66.12   	1454.72		 73.02   	  81.38		
-88.50   	-291.14   	 71.94   	1469.98		 73.35   	 116.99		
-86.98   	-290.22   	 77.82   	1434.38		 73.81   	 142.42		
-88.50   	-290.22   	 83.56   	1363.17		 74.38   	 172.94		
-91.25   	-290.22   	 89.01   	1266.53		 75.08   	 198.37		
-93.38   	-289.61   	 94.08   	1149.54		 75.87   	 218.72		
-94.30   	-289.00   	 98.68   	1022.38		 76.74   	 233.98		
-94.60   	-288.09   	102.77   	 905.39		 77.68   	 249.24		
-93.99   	-286.87   	106.39   	 798.57		 78.68   	 254.32		
-93.38   	-285.34   	109.58   	 727.36		 79.69   	 264.50		
-93.08   	-283.81   	112.49   	 666.32		 80.75   	 264.50		
-92.47   	-282.59   	115.16   	 640.89		 81.81   	 264.50		
-91.86   	-282.59   	117.72   	 625.63		 82.87   	 269.58		
-91.25   	-284.12   	120.22   	 630.72		 83.95   	 274.67		
-91.25   	-286.25   	122.75   	 640.89		 85.05   	 284.84		
-92.16   	-288.70   	125.31   	 640.89		 86.18   	 289.93		
-93.69   	-290.22   	127.87   	 645.98		 87.34   	 295.01		
-95.21   	-290.53   	130.46   	 625.63		 88.52   	 310.27		
-96.44   	-290.53   	132.96   	 600.20		 89.77   	 320.45		
-97.66   	-289.61   	135.36   	 569.68		 91.05   	 330.62		
-98.57   	-288.39   	137.64   	 528.99		 92.37   	 340.79		
-99.18   	-286.56   	139.76   	 483.21		 93.73   	 350.97		
-99.49   	-285.34   	141.69   	 442.52		 95.14   	 350.97		
-99.18   	-285.64   	143.46   	 406.92		 96.54   	 356.05		
-98.57   	-287.78   	145.09   	 391.66		 97.97   	 350.97		
-98.57   	-290.83   	146.65   	 376.40		 99.37   	 345.88		
-99.49   	-293.58   	148.16   	 376.40		100.75   	 330.62		
-101.01   	-295.10   	149.66   	 386.57		102.07   	 320.45		
-102.54   	-295.10   	151.21   	 396.74		103.36   	 300.10		
-103.45   	-294.80   	152.80   	 396.74		104.56   	 289.93		
-104.06   	-295.72   	154.38   	 391.66		105.72   	 264.50		
-104.37   	-297.85   	155.95   	 376.40		106.77   	 249.24		
-105.59   	-300.90   	157.46   	 350.97		107.77   	 228.89		
-108.03   	-303.96   	158.86   	 325.53		108.69   	 213.63		
-111.39   	-306.70   	160.16   	 305.19		109.54   	 218.72		
-114.14   	-309.14   	161.38   	 289.93		110.42   	 223.80		
-116.58   	-312.81   	162.54   	 264.50		111.31   	 233.98		
-119.02   	-317.08   	163.60   	 244.15		112.25   	 239.06		
-121.77   	-321.96   	164.58   	 218.72		113.20   	 244.15		
-125.43   	-326.23   	165.45   	 198.37		114.18   	 254.32		
-129.09   	-329.90   	166.25   	 178.03		115.20   	 259.41		
-133.06   	-332.03   	166.96   	 152.59		116.24   	 269.58		
-137.02   	-333.25   	167.57   	 116.99		117.31   	 264.50		
-140.99   	-333.86   	168.04   	  86.47		118.37   	 264.50		
-145.26   	-334.47   	168.38   	  40.69		119.43   	 259.41		
-148.62   	-333.86   	168.54(S)	  -5.09		120.47   	 254.32		
-150.76   	-332.03   	168.52   	 -45.78		121.48   	 239.06		
-151.06   	-327.76   	168.34   	 -96.64		122.44   	 228.89		
-150.15   	-320.74   	167.95   	-127.16		123.36   	 213.63		
-148.32   	-311.89   	167.45   	-157.68		124.21   	 198.37		
-146.48   	-301.51   	166.82   	-188.20		125.00   	 183.11		
-145.26   	-290.22   	166.06   	-203.46		125.74   	 167.85		
-143.74   	-278.02   	165.25   	-223.80		126.41   	 152.59		
-141.30   	-264.28   	164.35   	-244.15		127.02   	 142.42		
-137.33   	-249.63   	163.38   	-274.67		127.59   	 122.07		
-131.53   	-234.99   	162.28   	-310.27		128.08   	 111.90		
-123.90   	-220.34   	161.04   	-345.88		128.52   	  96.64		
-115.05   	-206.60   	159.65   	-391.66		128.91   	  86.47		
-105.90   	-193.48   	158.09   	-437.43		129.26   	  66.12		
-97.05   	-181.27   	156.34   	-493.39		129.52   	  50.86		
-88.81   	-169.98   	154.36   	-539.16		129.72   	  35.61		
-81.48   	-160.22   	152.21   	-584.94		129.87   	  15.26		
-74.46   	-151.37   	149.87   	-630.72		129.93(S)	 -10.17		
-67.75   	-143.43   	147.34   	-676.50		129.89   	 -35.61		
-61.65   	-137.02   	144.64   	-707.02		129.75   	 -61.04		
-55.85   	-132.75   	141.81   	-747.71		129.50   	 -96.64		
-51.27   	-130.92   	138.82   	-768.05		129.11   	-132.25		
-47.30   	-131.23   	135.75   	-798.57		128.59   	-167.85		
-44.25   	-132.14   	132.55   	-813.83		127.91   	-208.54		
-42.11   	-132.14   	129.30   	-818.92		127.08   	-233.98		
-40.59   	-131.53   	126.02   	-824.00		126.14   	-269.58		
-39.37   	-131.23   	122.73   	-813.83		125.07   	-289.93		
-38.45   	-131.84   	119.47   	-808.75		123.91   	-305.19		
-37.54   	-133.67   	116.24   	-808.75		122.69   	-325.53		
-36.93   	-135.80   	113.00   	-813.83		121.38   	-335.71		
-36.93   	-136.11   	109.75   	-839.26		120.04   	-340.79		
-37.54   	-134.58   	106.39   	-885.04		118.68   	-345.88		
-38.15   	-131.53   	102.85   	-946.08		117.29   	-335.71		
-37.84   	-128.17   	 99.06   	-1022.38		115.95   	-325.53		
-36.32   	-125.73   	 94.97   	-1088.50		114.65   	-305.19		
-34.79   	-124.21   	 90.62   	-1154.62		113.43   	-279.75		
-33.87   	-122.99   	 86.00   	-1200.40		112.31   	-244.15		
-34.18   	-121.15   	 81.20   	-1225.83		111.33   	-208.54		
-35.40   	-119.02   	 76.30   	-1230.92		110.50   	-172.94		
-36.62   	-118.10   	 71.37   	-1210.58		109.81   	-142.42		
-36.62   	-118.41   	 66.53   	-1169.88		109.24   	-106.82		
-36.01   	-119.93   	 61.85   	-1119.02		108.81   	 -86.47		
-35.40   	-121.77   	 57.38   	-1052.90		108.46   	 -66.12		
-35.10   	-122.68   	 53.16   	-971.51		108.20   	 -50.86		
-35.10   	-122.38   	 49.28   	-879.96		108.00   	 -35.61		
-34.48   	-121.46   	 45.76   	-793.49		107.85   	 -35.61		
-32.96   	-120.24   	 42.58   	-696.84		107.71   	 -25.43		
-31.74   	-119.63   	 39.80   	-610.37		107.61   	 -20.35		
-31.43   	-119.93   	 37.35   	-528.99		107.53   	 -20.35		
-32.65   	-121.46   	 35.24   	-462.87		107.45   	 -15.26		
-34.79   	-123.60   	 33.39   	-417.09		107.39   	 -25.43		
-36.32   	-125.43   	 31.72   	-391.66		107.28   	 -25.43		
-36.62   	-126.65   	 30.15   	-391.66		107.18   	 -40.69		
-36.01   	-127.56   	 28.59   	-401.83		107.02   	 -61.04		
-35.71   	-128.48   	 26.98   	-432.35		106.77   	 -76.30		
-36.32   	-129.70   	 25.25   	-452.69		106.47   	-101.73		
-37.23   	-131.53   	 23.44   	-473.04		106.06   	-122.07		
-37.84   	-133.67   	 21.55   	-483.21		105.57   	-137.33		
-37.84   	-135.80   	 19.61   	-467.95		105.03   	-147.51		
-37.54   	-137.63   	 17.74   	-437.43		104.43   	-157.68		
-37.84   	-140.38   	 15.99   	-381.48		103.80   	-157.68		
-38.76   	-144.04   	 14.47   	-310.27		103.17   	-157.68		
-39.67   	-147.71   	 13.22   	-223.80		102.54   	-142.42		
-39.98   	-150.76   	 12.33   	-137.33		101.97   	-137.33		
-39.67   	-152.28   	 11.78   	 -50.86		101.42   	-132.25		
-39.06   	-151.67   	 11.58(D)	  25.43		100.89   	-116.99		
-38.45   	-149.54   	 11.68   	  81.38		100.43   	-116.99		
-37.54   	-145.26   	 12.00   	 122.07		 99.96   	-116.99		
-36.01   	-138.24   	 12.49   	 142.42		 99.49   	-116.99		
-32.96   	-127.26   	 13.06   	 137.33		 99.02   	-111.90		
-28.69   	-110.78   	 13.61   	 132.25		 98.58   	-122.07		
-22.28   	-88.81   	 14.14   	 111.90		 98.09   	-122.07		
-13.73   	-62.56   	 14.59   	  86.47		 97.60   	-122.07		
 -3.97   	-36.32   	 14.93   	  66.12		 97.11   	-127.16		
  5.19   	-14.65   	 15.20   	  50.86		 96.60   	-127.16		
 12.51   	 -0.31   	 15.40   	  45.78		 96.09   	-132.25		
 17.40   	  5.80   	 15.58   	  45.78		 95.56   	-127.16		
 19.84   	  5.80   	 15.77   	  50.86		 95.06   	-127.16		
 20.75   	  3.36   	 15.97   	  66.12		 94.55   	-127.16		
 20.45   	 -1.53   	 16.24   	  76.30		 94.04   	-127.16		
 17.09   	-12.51   	 16.54   	  91.56		 93.53   	-127.16		
  9.46   	-34.79   	 16.91   	  96.64		 93.02   	-127.16		
 -3.36   	-69.58   	 17.29   	  96.64		 92.51   	-127.16		
-18.62   	-110.17   	 17.68   	  86.47		 92.00   	-122.07		
-33.26   	-146.18   	 18.03   	  76.30		 91.52   	-116.99		
-43.03   	-168.46   	 18.33   	  55.95		 91.05   	-111.90		
-47.61   	-175.48   	 18.56   	  35.61		 90.60   	-106.82		
-48.22   	-176.09   	 18.70   	  15.26		 90.17   	 -96.64		
-47.61   	-181.88   	 18.76   	 -10.17		 89.79   	 -86.47		
-48.22   	-198.67   	 18.72   	 -25.43		 89.44   	 -81.38		
-49.74   	-223.08   	 18.62   	 -35.61		 89.11   	 -71.21		
-51.57   	-246.58   	 18.47   	 -40.69		 88.83   	 -71.21		
-52.19   	-261.54   	 18.31   	 -40.69		 88.54   	 -55.95		
-50.66   	-265.81   	 18.15   	 -25.43		 88.32   	 -55.95		
-47.61   	-263.06   	 18.05   	 -15.26		 88.10   	 -45.78		
-43.64   	-257.57   	 17.99   	   0.00		 87.91   	 -45.78		
-40.59   	-251.77   	 17.99   	  15.26		 87.73   	 -45.78		
-39.06   	-246.89   	 18.05   	  15.26		 87.55   	 -40.69		
-38.45   	-242.00   	 18.11   	  25.43		 87.39   	 -50.86		
-38.45   	-237.43   	 18.21   	  15.26		 87.18   	 -50.86		
-37.23   	-233.76   	 18.27   	  10.17		 86.98   	 -66.12		
-34.48   	-231.93   	 18.31   	  -5.09		 86.71   	 -81.38		
-31.13   	-232.85   	 18.29   	 -25.43		 86.39   	-106.82		
-28.38   	-235.29   	 18.19   	 -50.86		 85.96   	-122.07		
-27.47   	-238.34   	 17.99   	 -66.12		 85.47   	-147.51		
-28.69   	-239.87   	 17.72   	 -91.56		 84.88   	-167.85		
-31.43   	-239.26   	 17.35   	 -96.64		 84.21   	-172.94		
-36.01   	-236.51   	 16.97   	 -91.56		 83.52   	-178.03		
-42.11   	-233.76   	 16.60   	 -71.21		 82.81   	-167.85		
-49.13   	-232.24   	 16.32   	 -25.43		 82.14   	-147.51		
-55.24   	-232.85   	 16.22   	  25.43		 81.55   	-132.25		
-59.51   	-233.76   	 16.32   	  81.38		 81.02   	-111.90		
-61.34   	-231.93   	 16.64   	 122.07		 80.57   	 -81.38		
-61.65   	-226.14   	 17.13   	 162.77		 80.24   	 -71.21		
-62.26   	-216.98   	 17.78   	 178.03		 79.96   	 -50.86		
-63.48   	-208.44   	 18.49   	 183.11		 79.76   	 -45.78		
-64.70   	-203.86   	 19.23   	 162.77		 79.57   	 -40.69		
-65.61   	-203.55   	 19.88   	 132.25		 79.41   	 -50.86		
-65.31   	-205.69   	 20.41   	 101.73		 79.21   	 -50.86		
-64.39   	-206.30   	 20.81   	  55.95		 79.00   	 -55.95		
-63.17   	-204.47   	 21.04   	  30.52		 78.78   	 -61.04		
-61.95   	-200.50   	 21.16   	   5.09		 78.53   	 -61.04		
-61.65   	-196.23   	 21.18   	 -10.17		 78.29   	 -61.04		
-61.34   	-190.73   	 21.14   	 -10.17		 78.05   	 -66.12		
-61.04   	-178.83   	 21.10   	   5.09		 77.78   	 -61.04		
-59.51   	-152.89   	 21.12   	  20.35		 77.54   	 -61.04		
-55.24   	-102.84   	 21.20   	  40.69		 77.29   	 -61.04		
-47.00   	-19.84   	 21.36   	  61.04		 77.05   	 -61.04		
-33.87   	100.71   	 21.61   	  76.30		 76.81   	 -66.12		
-14.65   	258.18   	 21.91   	  81.38		 76.54   	 -71.21		
 12.21   	447.39   	 22.24   	  76.30		 76.26   	 -81.38		
 49.44   	656.43   	 22.54   	  66.12		 75.93   	 -86.47		
 99.79   	859.68   	 22.81   	  45.78		 75.58   	 -91.56		
162.35   	1015.01   	 22.99   	  20.35		 75.22   	 -96.64		
222.47   	1064.76(R)	 23.07   	   0.00		 74.83   	-106.82		
252.99   	955.20   	 23.07   	 -15.26		 74.40   	-106.82		
230.71   	680.24   	 23.01   	 -20.35		 73.98   	-106.82		
156.86   	300.60   	 22.93   	 -10.17		 73.55   	-106.82		
 64.70   	-77.82   	 22.89(E)	   5.09		 73.12   	-101.73		
  2.44   	-350.95   	 22.91   	  45.78		 72.72   	-106.82		
  0.92   	-472.72   	 23.09   	  96.64		 72.29   	 -96.64		
 47.00   	-473.33   	 23.48   	 162.77		 71.90   	 -96.64		
 92.77   	-421.14   	 24.13   	 233.98		 71.52   	 -86.47		
 95.52   	-371.70   	 25.07   	 325.53		 71.17   	 -81.38		
 46.69   	-343.63   	 26.37   	 422.18		 70.84   	 -71.21		
-27.77   	-325.01   	 28.06   	 518.82		 70.56   	 -66.12		
-90.03   	-300.60   	 30.13   	 625.63		 70.29   	 -55.95		
-117.80   	-270.39   	 32.63   	 727.36		 70.07   	 -45.78		
-113.22   	-245.97   	 35.54   	 834.18		 69.89   	 -40.69		
-95.52   	-238.04   	 38.88   	 951.17		 69.73   	 -30.52		
-82.09   	-244.45   	 42.69   	1057.98		 69.60   	 -20.35		
-80.57   	-255.13   	 46.92   	1174.97		 69.52   	  -5.09		
-87.28   	-261.54   	 51.62   	1276.70		 69.50(D)	  10.17		
-94.30   	-260.62   	 56.72   	1373.34		 69.54   	  30.52		
-96.44   	-256.04   	 62.22   	1454.72		 69.66   	  55.95		
-93.69   	-252.38   	 68.04   	1500.50		 69.89   	  81.38		
-90.03   	-252.38   	 74.04   	1510.68		 70.21   	 116.99		
-88.81   	-253.91   	 80.08   	1485.24		 70.68   	 142.42		
-90.03   	-255.13   	 86.02   	1414.03		 71.25   	 172.94		
-92.16   	-255.74   	 91.68   	1302.13		 71.94   	 193.29		
-93.69   	-256.35   	 96.89   	1164.80		 72.72   	 208.54		
-94.30   	-257.87   	101.55   	1007.12		 73.55   	 228.89		
-94.30   	-259.09   	105.57   	 854.52		 74.47   	 228.89		
-93.38   	-259.70   	108.99   	 717.19		 75.38   	 233.98		
-92.16   	-259.09   	111.86   	 610.37		 76.32   	 239.06		
-91.55   	-258.18   	114.30   	 539.16		 77.27   	 239.06		
-91.25   	-257.57   	116.46   	 503.56		 78.23   	 244.15		
-90.64   	-257.87   	118.47   	 503.56		 79.21   	 254.32		
-90.33   	-259.09   	120.49   	 544.25		 80.22   	 264.50		
-89.72   	-260.93   	122.66   	 595.11		 81.28   	 289.93		
-89.72   	-262.76   	125.05   	 661.24		 82.44   	 310.27		
-90.33   	-264.59   	127.69   	 717.19		 83.68   	 340.79		
-91.55   	-266.11   	130.56   	 762.97		 85.05   	 366.22		
-92.77   	-266.42   	133.61   	 778.23		 86.51   	 386.57		
-93.99   	-265.50   	136.72   	 752.79		 88.06   	 396.74		
-94.60   	-263.98   	139.73   	 707.02		 89.64   	 396.74		
-95.52   	-262.76   	142.56   	 620.55		 91.23   	 386.57		
-96.74   	-262.45   	145.05   	 518.82		 92.78   	 371.31		
-97.96   	-262.76   	147.12   	 412.00		 94.26   	 356.05		
-99.49   	-263.37   	148.77   	 295.01		 95.69   	 330.62		
-100.10   	-263.67   	149.95   	 208.54		 97.01   	 305.19		
-100.10   	-263.37   	150.78   	 137.33		 98.23   	 279.75		
-99.49   	-263.06   	151.33   	 111.90		 99.35   	 254.32		
-99.49   	-263.67   	151.78   	 116.99		100.37   	 239.06		
-100.10   	-265.20   	152.25   	 162.77		101.32   	 218.72		
-101.32   	-267.03   	152.90   	 228.89		102.20   	 213.63		
-102.54   	-268.25   	153.81   	 300.10		103.05   	 213.63		
-103.45   	-269.17   	155.01   	 361.14		103.91   	 223.80		
-104.37   	-270.39   	156.46   	 401.83		104.80   	 223.80		
-106.20   	-272.83   	158.07   	 417.09		105.70   	 239.06		
-109.86   	-275.88   	159.73   	 406.92		106.65   	 249.24		
-114.14   	-279.24   	161.36   	 366.22		107.65   	 259.41		
-118.10   	-281.98   	162.83   	 310.27		108.69   	 269.58		
-120.85   	-285.03   	164.07   	 249.24		109.77   	 284.84		
-122.38   	-288.70   	165.07   	 183.11		110.90   	 295.01		
-123.90   	-293.27   	165.80   	 132.25		112.09   	 300.10		
-126.65   	-297.24   	166.33   	  81.38		113.29   	 300.10		
-130.62   	-299.38   	166.65   	  55.95		114.49   	 305.19		
-134.58   	-299.38   	166.88   	  35.61		115.71   	 295.01		
-138.24   	-297.85   	167.02   	  20.35		116.89   	 295.01		
-140.99   	-296.02   	167.10   	  15.26		118.07   	 289.93		
-142.82   	-293.27   	167.16   	   5.09		119.23   	 284.84		
-144.35   	-289.61   	167.18(S)	 -10.17		120.37   	 274.67		
-145.26   	-284.12   	167.14   	 -40.69		121.46   	 264.50		
-145.87   	-276.79   	166.98   	 -76.30		122.52   	 249.24		
-145.26   	-267.64   	166.67   	-122.07		123.52   	 223.80		
-143.13   	-256.65   	166.18   	-167.85		124.41   	 193.29		
-139.47   	-244.14   	165.51   	-208.54		125.19   	 172.94		
-135.19   	-229.49   	164.68   	-244.15		125.88   	 147.51		
-130.00   	-213.62   	163.70   	-269.58		126.47   	 142.42		
-123.90   	-197.75   	162.62   	-279.75		127.04   	 147.51		
-117.19   	-182.19   	161.50   	-289.93		127.63   	 157.68		
-108.95   	-167.85   	160.35   	-300.10		128.26   	 172.94		
-99.79   	-154.72   	159.14   	-315.36		128.95   	 183.11		
-90.33   	-142.82   	157.88   	-340.79		129.68   	 188.20		
-81.48   	-132.14   	156.52   	-386.57		130.44   	 178.03		
-74.46   	-122.68   	154.97   	-437.43		131.15   	 167.85		
-68.66   	-115.05   	153.22   	-508.65		131.82   	 147.51		
-63.78   	-108.95   	151.19   	-579.86		132.41   	 116.99		
-58.90   	-104.06   	148.87   	-651.07		132.88   	  71.21		
-53.71   	-99.79   	146.27   	-722.28		133.16   	  15.26		
-48.83   	-96.13   	143.38   	-778.23		133.22(S)	 -40.69		
-44.86   	-93.69   	140.26   	-813.83		133.06   	 -96.64		
-41.81   	-92.16   	137.01   	-844.35		132.67   	-152.59		
-39.37   	-91.86   	133.63   	-854.52		132.06   	-198.37		
-37.54   	-92.47   	130.21   	-839.26		131.27   	-233.98		
-36.01   	-93.99   	126.86   	-824.00		130.34   	-269.58		
-34.79   	-95.83   	123.56   	-793.49		129.26   	-300.10		
-34.18   	-97.35   	120.39   	-768.05		128.06   	-320.45		
-33.57   	-98.27   	117.31   	-762.97		126.77   	-345.88		
-33.26   	-98.27   	114.26   	-773.14		125.39   	-371.31		
-32.96   	-97.66   	111.17   	-813.83		123.91   	-391.66		
-32.65   	-96.74   	107.91   	-885.04		122.34   	-396.74		
-32.04   	-96.44   	104.37   	-971.51		120.75   	-401.83		
-31.13   	-96.44   	100.49   	-1073.24		119.15   	-391.66		
-30.21   	-96.13   	 96.19   	-1174.97		117.58   	-381.48		
-30.21   	-95.52   	 91.50   	-1266.53		116.05   	-361.14		
-31.13   	-93.99   	 86.43   	-1332.65		114.61   	-325.53		
-32.04   	-92.16   	 81.10   	-1373.34		113.31   	-289.93		
-32.35   	-91.55   	 75.60   	-1378.43		112.15   	-254.32		
-31.43   	-91.25   	 70.09   	-1358.08		111.13   	-208.54		
-29.60   	-90.94   	 64.66   	-1297.04		110.29   	-167.85		
-27.77   	-90.03   	 59.47   	-1225.83		109.62   	-122.07		
-26.86   	-88.81   	 54.57   	-1129.19		109.13   	 -86.47		
-26.55   	-88.20   	 50.05   	-1022.38		108.79   	 -55.95		
-26.55   	-89.72   	 45.96   	-915.56		108.57   	 -35.61		
-26.86   	-92.47   	 42.30   	-808.75		108.42   	 -30.52		
-27.47   	-96.13   	 39.06   	-722.28		108.30   	 -35.61		
-28.38   	-99.18   	 36.17   	-651.07		108.16   	 -35.61		
-29.30   	-100.71   	 33.57   	-584.94		108.02   	 -50.86		
-29.30   	-101.62   	 31.23   	-539.16		107.81   	 -55.95		
-29.30   	-102.84   	 29.07   	-503.56		107.59   	 -61.04		
-30.82   	-108.34   	 27.06   	-467.95		107.34   	 -66.12		
-33.87   	-116.58   	 25.19   	-427.26		107.08   	 -66.12		
-37.23   	-119.93   	 23.48   	-396.74		106.82   	 -55.95		
-36.62   	-118.71   	 21.89   	-350.97		106.59   	 -55.95		
-36.62   	-119.02   	 20.49   	-310.27		106.37   	 -45.78		
-40.28   	-119.32   	 19.25   	-269.58		106.18   	 -55.95		
-36.32   	-122.38   	 18.17   	-239.06		105.96   	 -61.04		
-37.23   	-124.51   	 17.21   	-218.72		105.72   	 -71.21		
-41.50   	-127.26   	 16.34   	-203.46		105.43   	 -96.64		
-41.20   	-124.82   	 15.52   	-198.37		105.05   	-116.99		
-38.76   	-121.77   	 14.73   	-203.46		104.58   	-137.33		
-37.23   	-120.85   	 13.92   	-203.46		104.03   	-157.68		
-39.06   	-122.38   	 13.10   	-198.37		103.40   	-172.94		
-34.79   	-121.15   	 12.31   	-178.03		102.71   	-188.20		
-30.82   	-120.54   	 11.60   	-157.68		101.95   	-188.20		
-34.18   	-117.19   	 10.97   	-111.90		101.20   	-193.29		
-32.04   	-103.45   	 10.52   	 -66.12		100.43   	-183.11		
-25.02   	-93.99   	 10.25   	 -10.17		 99.69   	-172.94		
-22.28   	-69.89   	 10.21(D)	  45.78		 99.00   	-157.68		
-15.26   	-41.81   	 10.40   	 101.73		 98.37   	-142.42		
 -0.92   	-12.82   	 10.80   	 137.33		 97.80   	-132.25		
