  I     	  II     	  AO     	  AO'		  AO     	  AO'		
 14.65   	 74.16   	128.36   	 -86.47		131.29   	 -15.26		
 20.45   	 84.53   	128.02   	-137.33		131.23   	 -25.43		
 26.86   	 93.99   	127.47   	-178.03		131.13   	 -50.86		
 36.93   	105.29   	126.75   	-208.54		130.93   	 -71.21		
 44.56   	115.05   	125.92   	-228.89		130.64   	 -91.56		
 48.22   	119.93   	125.00   	-249.24		130.27   	-122.07		
 48.52   	126.04   	124.01   	-269.58		129.79   	-152.59		
 43.95   	128.78   	122.93   	-289.93		129.18   	-183.11		
 39.98   	130.62   	121.77   	-310.27		128.44   	-223.80		
 35.10   	136.41   	120.53   	-330.62		127.55   	-259.41		
 31.74   	137.94   	119.21   	-356.05		126.51   	-300.10		
 34.48   	140.38   	117.78   	-366.22		125.31   	-330.62		
 32.35   	144.35   	116.32   	-361.14		123.99   	-361.14		
 32.65   	152.89   	114.87   	-340.79		122.54   	-381.48		
 35.40   	163.27   	113.51   	-300.10		121.02   	-386.57		
 34.79   	176.70   	112.31   	-249.24		119.47   	-381.48		
 39.06   	189.82   	111.31   	-188.20		117.94   	-366.22		
 40.89   	197.45   	110.56   	-122.07		116.48   	-345.88		
 42.11   	204.47   	110.07   	 -66.12		115.10   	-310.27		
 44.25   	215.15   	109.81   	 -25.43		113.86   	-279.75		
 39.67   	221.86   	109.70   	   5.09		112.74   	-239.06		
 37.23   	231.02   	109.72   	  15.26		111.78   	-203.46		
 38.15   	243.23   	109.79   	   5.09		110.97   	-172.94		
 37.54   	249.94   	109.81   	 -25.43		110.27   	-142.42		
 42.42   	248.41   	109.70   	 -50.86		109.70   	-116.99		
 44.86   	245.06   	109.50   	 -86.47		109.24   	 -96.64		
 42.72   	227.36   	109.16   	-116.99		108.85   	 -81.38		
 37.23   	206.30   	108.69   	-137.33		108.52   	 -71.21		
 33.87   	200.81   	108.14   	-147.51		108.24   	 -61.04		
 32.96   	191.96   	107.55   	-142.42		108.00   	 -55.95		
 36.01   	190.12   	106.98   	-127.16		107.77   	 -55.95		
 40.59   	196.53   	106.47   	-106.82		107.55   	 -50.86		
 41.81   	189.21   	106.04   	 -81.38		107.34   	 -50.86		
 45.17   	193.48   	105.72   	 -66.12		107.14   	 -50.86		
 46.08   	192.26   	105.45   	 -50.86		106.94   	 -50.86		
 46.08   	186.16   	105.25   	 -45.78		106.73   	 -55.95		
 45.47   	179.75   	105.07   	 -45.78		106.51   	 -55.95		
 43.03   	166.32   	104.88   	 -55.95		106.29   	 -61.04		
 37.84   	152.89   	104.66   	 -71.21		106.04   	 -66.12		
 34.79   	135.19   	104.37   	 -86.47		105.78   	 -76.30		
 33.57   	117.49   	104.03   	-101.73		105.47   	 -76.30		
 28.99   	102.54   	103.62   	-122.07		105.17   	 -81.38		
 28.38   	 85.45   	103.13   	-122.07		104.84   	 -86.47		
 28.08   	 66.53   	102.64   	-132.25		104.50   	 -91.56		
 28.38   	 44.25   	102.12   	-127.16		104.13   	 -96.64		
 25.02   	 18.92   	101.61   	-122.07		103.74   	-101.73		
 24.41   	 -1.22   	101.12   	-111.90		103.34   	-101.73		
 21.97   	-13.73   	100.67   	-101.73		102.93   	-101.73		
 18.01   	-16.17   	100.26   	 -91.56		102.52   	-106.82		
 21.97   	-18.92   	 99.90   	 -81.38		102.10   	-106.82		
 21.97   	-26.55   	 99.57   	 -76.30		101.67   	-106.82		
 23.80   	-29.91   	 99.27   	 -81.38		101.24   	-106.82		
 23.50   	-35.71   	 98.94   	 -81.38		100.81   	-106.82		
 21.67   	-34.79   	 98.62   	 -91.56		100.39   	-106.82		
 24.11   	-28.38   	 98.25   	-101.73		 99.96   	-111.90		
 19.84   	-30.21   	 97.84   	-106.82		 99.51   	-106.82		
 21.67   	-34.48   	 97.42   	-122.07		 99.08   	-106.82		
 20.75   	-42.42   	 96.93   	-122.07		 98.66   	-111.90		
 18.62   	-54.02   	 96.44   	-127.16		 98.21   	-106.82		
 20.45   	-61.95   	 95.93   	-127.16		 97.78   	-111.90		
 20.75   	-67.14   	 95.42   	-127.16		 97.33   	-111.90		
 21.67   	-69.58   	 94.91   	-116.99		 96.89   	-111.90		
 21.67   	-71.11   	 94.45   	-116.99		 96.44   	-111.90		
 24.72   	-71.11   	 93.98   	-106.82		 95.99   	-111.90		
 22.89   	-71.41   	 93.55   	-101.73		 95.54   	-116.99		
 22.58   	-75.07   	 93.14   	-101.73		 95.08   	-111.90		
 25.94   	-76.90   	 92.74   	-101.73		 94.63   	-116.99		
 21.67   	-78.74   	 92.33   	 -96.64		 94.16   	-111.90		
 22.58   	-69.58   	 91.94   	-101.73		 93.71   	-111.90		
 25.02   	-32.96   	 91.54   	-101.73		 93.27   	-111.90		
 31.13   	 28.99   	 91.13   	-101.73		 92.82   	-111.90		
 55.24   	123.90   	 90.72   	-101.73		 92.37   	-111.90		
 62.87   	276.79   	 90.32   	-101.73		 91.92   	-101.73		
101.32   	442.81   	 89.91   	 -96.64		 91.52   	-106.82		
144.96   	641.78   	 89.52   	 -91.56		 91.09   	 -96.64		
179.44   	878.30   	 89.16   	 -86.47		 90.70   	 -96.64		
255.13   	1064.76   	 88.81   	 -81.38		 90.32   	 -91.56		
337.52   	1176.15(R)	 88.48   	 -81.38		 89.95   	 -86.47		
404.36   	1143.80   	 88.16   	 -71.21		 89.60   	 -86.47		
400.09   	905.15   	 87.87   	 -76.30		 89.26   	 -86.47		
309.45   	525.51   	 87.57   	 -81.38		 88.91   	 -86.47		
199.28   	205.08   	 87.24   	 -81.38		 88.57   	 -81.38		
110.78   	-43.03   	 86.92   	 -86.47		 88.24   	 -91.56		
 93.99   	-220.95   	 86.57   	 -91.56		 87.87   	 -86.47		
166.02   	-179.75   	 86.21   	 -91.56		 87.53   	 -86.47		
219.42   	-223.08   	 85.84   	 -96.64		 87.18   	 -91.56		
196.53   	-268.25   	 85.45   	 -96.64		 86.82   	 -86.47		
136.41   	-202.64   	 85.07   	 -86.47		 86.47   	 -86.47		
 79.04   	-205.99   	 84.72   	 -86.47		 86.12   	 -86.47		
 25.94   	-162.35   	 84.37   	 -81.38		 85.78   	 -86.47		
  0.00   	-126.95   	 84.05   	 -71.21		 85.43   	 -81.38		
  6.41   	-104.37   	 83.76   	 -61.04		 85.11   	 -81.38		
 11.90   	-112.00   	 83.52   	 -55.95		 84.78   	 -81.38		
  6.41   	-119.02   	 83.30   	 -50.86		 84.46   	 -81.38		
 12.82   	-110.17   	 83.09   	 -45.78		 84.13   	 -76.30		
 12.21   	-111.39   	 82.91   	 -40.69		 83.82   	 -76.30		
  8.85   	-111.08   	 82.75   	 -40.69		 83.52   	 -76.30		
  9.16   	-106.20   	 82.58   	 -30.52		 83.21   	 -66.12		
  9.46   	-103.15   	 82.46   	 -30.52		 82.95   	 -55.95		
 12.21   	-103.15   	 82.34   	 -15.26		 82.73   	 -40.69		
  9.16   	-105.59   	 82.28   	  -5.09		 82.56   	 -35.61		
  1.83   	-105.90   	 82.26(D)	  20.35		 82.42   	 -20.35		
  2.75   	-101.93   	 82.34   	  55.95		 82.34   	 -10.17		
  5.49   	-101.32   	 82.56   	  96.64		 82.30(D)	  10.17		
  6.10   	-100.10   	 82.95   	 142.42		 82.34   	  25.43		
  3.05   	-96.74   	 83.52   	 188.20		 82.44   	  45.78		
  1.22   	-95.52   	 84.27   	 233.98		 82.62   	  66.12		
  3.36   	-95.83   	 85.21   	 269.58		 82.89   	  91.56		
  0.31   	-96.44   	 86.29   	 284.84		 83.26   	 111.90		
 -0.61   	-99.18   	 87.43   	 300.10		 83.70   	 137.33		
 -0.92   	-99.79   	 88.63   	 284.84		 84.25   	 152.59		
 -4.88   	-99.79   	 89.77   	 274.67		 84.86   	 178.03		
 -3.05   	-100.40   	 90.86   	 254.32		 85.57   	 198.37		
 -2.44   	-99.49   	 91.88   	 239.06		 86.37   	 218.72		
 -1.83   	-99.79   	 92.84   	 233.98		 87.24   	 239.06		
 -4.58   	-101.62   	 93.77   	 228.89		 88.20   	 259.41		
 -4.88   	-102.54   	 94.69   	 244.15		 89.24   	 274.67		
 -7.32   	-104.06   	 95.67   	 259.41		 90.34   	 295.01		
 -7.63   	-103.45   	 96.70   	 269.58		 91.52   	 315.36		
 -6.10   	-104.06   	 97.78   	 279.75		 92.78   	 325.53		
 -7.32   	-104.68   	 98.90   	 279.75		 94.08   	 345.88		
 -9.16   	-105.59   	100.02   	 269.58		 95.46   	 356.05		
-11.60   	-111.08   	101.10   	 254.32		 96.89   	 361.14		
-15.56   	-114.75   	102.12   	 233.98		 98.33   	 366.22		
-17.40   	-118.41   	103.05   	 208.54		 99.80   	 371.31		
-18.62   	-123.29   	103.89   	 193.29		101.28   	 366.22		
-21.06   	-124.21   	104.66   	 193.29		102.75   	 366.22		
-21.36   	-125.12   	105.43   	 193.29		104.21   	 356.05		
-21.36   	-127.26   	106.21   	 208.54		105.64   	 356.05		
-21.06   	-130.31   	107.04   	 228.89		107.06   	 345.88		
-25.33   	-134.28   	107.95   	 249.24		108.44   	 335.71		
-24.41   	-138.24   	108.95   	 259.41		109.79   	 320.45		
-30.52   	-146.48   	109.99   	 264.50		111.07   	 315.36		
-35.40   	-151.37   	111.05   	 259.41		112.33   	 295.01		
-36.93   	-159.91   	112.09   	 249.24		113.51   	 284.84		
-42.11   	-168.46   	113.08   	 228.89		114.65   	 269.58		
-43.03   	-173.95   	114.00   	 218.72		115.73   	 254.32		
-45.47   	-182.80   	114.87   	 203.46		116.74   	 249.24		
-47.30   	-187.99   	115.69   	 188.20		117.74   	 244.15		
-52.19   	-194.09   	116.44   	 178.03		118.72   	 244.15		
-55.85   	-203.55   	117.15   	 172.94		119.69   	 239.06		
-61.95   	-210.57   	117.84   	 167.85		120.65   	 239.06		
-69.27   	-221.56   	118.51   	 172.94		121.61   	 239.06		
-73.24   	-234.07   	119.21   	 172.94		122.56   	 228.89		
-76.60   	-243.23   	119.90   	 188.20		123.48   	 228.89		
-79.96   	-247.80   	120.65   	 198.37		124.39   	 223.80		
-79.65   	-249.02   	121.44   	 203.46		125.29   	 218.72		
-79.96   	-244.75   	122.26   	 203.46		126.16   	 208.54		
-84.84   	-239.26   	123.07   	 193.29		127.00   	 203.46		
-82.40   	-231.93   	123.84   	 172.94		127.81   	 193.29		
-79.04   	-224.61   	124.54   	 157.68		128.59   	 188.20		
-76.29   	-215.76   	125.17   	 127.16		129.34   	 172.94		
-71.72   	-204.16   	125.68   	 106.82		130.03   	 157.68		
-66.22   	-191.96   	126.10   	  91.56		130.66   	 147.51		
-62.56   	-179.44   	126.47   	  76.30		131.25   	 137.33		
-54.63   	-166.02   	126.77   	  71.21		131.80   	 116.99		
-42.42   	-151.06   	127.06   	  66.12		132.27   	  96.64		
-33.26   	-140.08   	127.32   	  61.04		132.65   	  76.30		
-25.02   	-126.65   	127.57   	  50.86		132.96   	  50.86		
-18.01   	-113.53   	127.77   	  45.78		133.16   	  35.61		
-13.12   	-104.68   	127.95   	  25.43		133.31   	  10.17		
 -5.49   	-92.47   	128.06   	  10.17		133.35(S)	 -15.26		
  2.14   	-83.31   	128.10(S)	 -15.26		133.29   	 -30.52		
  5.19   	-77.51   	128.04   	 -40.69		133.16   	 -61.04		
  9.46   	-72.33   	127.87   	 -81.38		132.92   	 -81.38		
 14.34   	-68.36   	127.55   	-122.07		132.59   	-106.82		
 13.73   	-66.83   	127.06   	-157.68		132.17   	-132.25		
 17.70   	-64.70   	126.43   	-203.46		131.64   	-162.77		
 21.67   	-63.78   	125.61   	-244.15		130.99   	-183.11		
 21.36   	-62.87   	124.64   	-274.67		130.25   	-218.72		
 22.58   	-61.04   	123.54   	-310.27		129.38   	-239.06		
 26.25   	-59.51   	122.30   	-340.79		128.42   	-269.58		
 24.72   	-57.68   	120.94   	-366.22		127.34   	-300.10		
 24.11   	-56.76   	119.47   	-381.48		126.14   	-325.53		
 24.11   	-58.59   	117.94   	-396.74		124.84   	-356.05		
 24.11   	-55.85   	116.36   	-386.57		123.42   	-381.48		
 25.63   	-53.10   	114.81   	-366.22		121.89   	-396.74		
 27.47   	-51.27   	113.35   	-325.53		120.30   	-406.92		
 27.77   	-48.52   	112.04   	-274.67		118.68   	-401.83		
 27.47   	-49.74   	110.95   	-213.63		117.07   	-386.57		
 26.86   	-48.22   	110.09   	-157.68		115.52   	-366.22		
 27.77   	-47.91   	109.46   	-106.82		114.06   	-335.71		
 28.38   	-47.30   	109.03   	 -71.21		112.72   	-305.19		
 29.60   	-46.08   	108.75   	 -40.69		111.49   	-264.50		
 30.82   	-46.39   	108.59   	 -30.52		110.44   	-228.89		
 28.69   	-47.00   	108.46   	 -25.43		109.52   	-188.20		
 29.60   	-47.30   	108.36   	 -40.69		108.77   	-152.59		
 27.47   	-46.69   	108.20   	 -50.86		108.16   	-127.16		
 27.16   	-46.69   	108.00   	 -66.12		107.65   	 -91.56		
 28.08   	-47.91   	107.73   	 -76.30		107.28   	 -71.21		
 25.94   	-46.39   	107.43   	 -86.47		107.00   	 -55.95		
 28.38   	-47.61   	107.08   	 -86.47		106.77   	 -40.69		
 27.16   	-49.13   	106.73   	 -86.47		106.61   	 -30.52		
 25.63   	-47.61   	106.39   	 -86.47		106.49   	 -25.43		
 27.47   	-48.52   	106.04   	 -81.38		106.39   	 -25.43		
 26.25   	-49.44   	105.72   	 -81.38		106.29   	 -25.43		
 27.16   	-49.13   	105.39   	 -71.21		106.18   	 -30.52		
 28.08   	-51.57   	105.11   	 -76.30		106.06   	 -35.61		
 26.25   	-53.41   	104.80   	 -81.38		105.92   	 -40.69		
 25.33   	-54.63   	104.48   	 -81.38		105.76   	 -45.78		
 25.94   	-55.54   	104.15   	 -86.47		105.57   	 -50.86		
 23.50   	-57.98   	103.80   	 -96.64		105.37   	 -61.04		
 25.02   	-58.59   	103.42   	 -96.64		105.13   	 -66.12		
 23.80   	-57.68   	103.03   	-101.73		104.86   	 -66.12		
 23.80   	-58.90   	102.62   	-101.73		104.60   	 -71.21		
 23.19   	-59.51   	102.22   	-106.82		104.31   	 -76.30		
 22.89   	-59.20   	101.79   	 -96.64		104.01   	 -81.38		
 25.02   	-60.73   	101.40   	-101.73		103.68   	 -86.47		
 23.19   	-61.34   	101.00   	 -96.64		103.34   	 -86.47		
 24.41   	-59.20   	100.61   	 -96.64		102.99   	 -91.56		
 24.11   	-58.59   	100.22   	 -96.64		102.62   	 -96.64		
 21.36   	-58.59   	 99.84   	-101.73		102.24   	 -96.64		
 22.28   	-57.07   	 99.43   	-101.73		101.85   	-106.82		
 21.97   	-57.98   	 99.02   	-106.82		101.42   	-101.73		
 22.58   	-56.76   	 98.60   	-106.82		101.02   	-111.90		
 23.50   	-54.63   	 98.17   	-116.99		100.57   	-111.90		
 24.72   	-53.71   	 97.70   	-116.99		100.12   	-116.99		
 23.19   	-52.49   	 97.23   	-116.99		 99.65   	-116.99		
 22.89   	-54.32   	 96.76   	-122.07		 99.19   	-122.07		
 21.36   	-55.24   	 96.28   	-122.07		 98.70   	-122.07		
 20.14   	-54.93   	 95.79   	-122.07		 98.21   	-122.07		
 21.67   	-54.93   	 95.30   	-116.99		 97.72   	-127.16		
 20.75   	-51.88   	 94.83   	-111.90		 97.21   	-122.07		
 20.45   	-52.19   	 94.38   	-106.82		 96.72   	-122.07		
 21.36   	-50.96   	 93.96   	-106.82		 96.24   	-127.16		
 20.45   	-49.44   	 93.53   	 -96.64		 95.73   	-122.07		
 23.19   	-49.44   	 93.14   	 -96.64		 95.24   	-122.07		
 23.19   	-47.91   	 92.76   	 -91.56		 94.75   	-116.99		
 24.41   	-47.91   	 92.39   	 -91.56		 94.28   	-116.99		
 23.50   	-47.30   	 92.02   	 -91.56		 93.81   	-116.99		
 20.14   	-48.83   	 91.66   	 -91.56		 93.35   	-116.99		
 21.36   	-47.00   	 91.29   	 -96.64		 92.88   	-111.90		
 22.58   	-46.69   	 90.91   	 -91.56		 92.43   	-106.82		
 23.50   	-47.30   	 90.54   	-101.73		 92.00   	-106.82		
 25.63   	-44.25   	 90.13   	 -96.64		 91.58   	-106.82		
 25.63   	-44.25   	 89.75   	 -96.64		 91.15   	-101.73		
 21.97   	-43.64   	 89.36   	-101.73		 90.74   	-101.73		
 23.50   	-41.81   	 88.95   	 -96.64		 90.34   	-101.73		
 25.33   	-39.06   	 88.57   	 -96.64		 89.93   	 -96.64		
 26.55   	-37.84   	 88.18   	 -91.56		 89.54   	 -96.64		
 28.99   	-34.79   	 87.81   	 -91.56		 89.16   	 -91.56		
 25.33   	-32.04   	 87.45   	 -86.47		 88.79   	 -91.56		
 23.50   	-32.04   	 87.10   	 -86.47		 88.42   	 -86.47		
 21.36   	-31.43   	 86.75   	 -81.38		 88.08   	 -86.47		
 20.45   	-29.30   	 86.43   	 -81.38		 87.73   	 -81.38		
 23.80   	-28.08   	 86.10   	 -81.38		 87.41   	 -81.38		
 25.33   	-26.25   	 85.78   	 -76.30		 87.08   	 -81.38		
 26.25   	-22.58   	 85.47   	 -81.38		 86.75   	 -76.30		
 25.33   	-22.58   	 85.15   	 -76.30		 86.45   	 -76.30		
 24.41   	-21.06   	 84.84   	 -76.30		 86.14   	 -76.30		
 22.28   	-23.80   	 84.54   	 -76.30		 85.84   	 -71.21		
 21.36   	-23.80   	 84.23   	 -71.21		 85.55   	 -71.21		
 21.97   	-21.67   	 83.95   	 -71.21		 85.27   	 -66.12		
 21.67   	-22.58   	 83.66   	 -66.12		 85.00   	 -66.12		
 24.11   	-18.31   	 83.40   	 -66.12		 84.74   	 -66.12		
 24.41   	-18.62   	 83.13   	 -66.12		 84.48   	 -66.12		
 23.19   	-19.23   	 82.87   	 -61.04		 84.21   	 -61.04		
 23.80   	-17.09   	 82.62   	 -66.12		 83.97   	 -66.12		
 20.45   	-14.95   	 82.36   	 -55.95		 83.70   	 -61.04		
 22.58   	-10.99   	 82.14   	 -61.04		 83.46   	 -61.04		
 25.33   	 -8.54   	 81.89   	 -55.95		 83.21   	 -55.95		
 25.02   	 -6.71   	 81.67   	 -61.04		 82.99   	 -61.04		
 27.16   	 -3.05   	 81.42   	 -55.95		 82.75   	 -55.95		
 27.47   	  0.92   	 81.20   	 -55.95		 82.52   	 -61.04		
 27.47   	  8.54   	 80.98   	 -55.95		 82.28   	 -55.95		
 33.26   	 25.94   	 80.75   	 -55.95		 82.05   	 -55.95		
 37.84   	 49.13   	 80.53   	 -55.95		 81.83   	 -61.04		
 43.03   	 77.51   	 80.30   	 -55.95		 81.59   	 -55.95		
 51.88   	115.36   	 80.08   	 -50.86		 81.36   	 -55.95		
 61.65   	146.79   	 79.88   	 -50.86		 81.14   	 -55.95		
 72.02   	165.71   	 79.67   	 -55.95		 80.92   	 -55.95		
 82.09   	180.97   	 79.45   	 -50.86		 80.69   	 -55.95		
 87.89   	189.21   	 79.25   	 -50.86		 80.47   	 -55.95		
 87.89   	193.18   	 79.04   	 -50.86		 80.24   	 -50.86		
 86.98   	197.75   	 78.84   	 -50.86		 80.04   	 -55.95		
 86.06   	196.84   	 78.64   	 -50.86		 79.82   	 -55.95		
 81.79   	175.48   	 78.43   	 -45.78		 79.59   	 -50.86		
 70.19   	135.50   	 78.25   	 -50.86		 79.39   	 -55.95		
 56.76   	 98.27   	 78.05   	 -45.78		 79.17   	 -50.86		
 42.42   	 58.29   	 77.86   	 -50.86		 78.96   	 -50.86		
 29.91   	 34.18   	 77.66   	 -45.78		 78.76   	 -55.95		
 25.33   	 24.72   	 77.48   	 -45.78		 78.53   	 -50.86		
 23.19   	 15.56   	 77.29   	 -40.69		 78.33   	 -45.78		
 19.84   	  1.83   	 77.13   	 -45.78		 78.15   	 -50.86		
 13.73   	-21.06   	 76.95   	 -40.69		 77.94   	 -50.86		
 12.51   	-42.11   	 76.79   	 -40.69		 77.74   	 -45.78		
 11.29   	-65.61   	 76.62   	 -35.61		 77.56   	 -45.78		
 11.29   	-82.09   	 76.48   	 -35.61		 77.38   	 -45.78		
 18.62   	-85.75   	 76.34   	 -35.61		 77.19   	 -40.69		
 20.14   	-86.67   	 76.20   	 -30.52		 77.03   	 -35.61		
 24.11   	-85.45   	 76.07   	 -25.43		 76.89   	 -35.61		
 28.08   	-81.18   	 75.97   	 -25.43		 76.74   	 -35.61		
 30.52   	-75.99   	 75.87   	 -25.43		 76.60   	 -30.52		
 30.82   	-75.38   	 75.77   	 -25.43		 76.48   	 -30.52		
 30.82   	-68.66   	 75.67   	 -25.43		 76.36   	 -25.43		
 35.40   	-65.92   	 75.56   	 -30.52		 76.26   	 -30.52		
 37.84   	-66.53   	 75.44   	 -35.61		 76.13   	 -25.43		
 40.59   	-68.66   	 75.30   	 -40.69		 76.03   	 -30.52		
 46.69   	-76.60   	 75.14   	 -45.78		 75.91   	 -25.43		
 46.08   	-80.87   	 74.95   	 -45.78		 75.81   	 -30.52		
 47.61   	-82.09   	 74.77   	 -50.86		 75.69   	 -30.52		
 46.08   	-79.35   	 74.57   	 -50.86		 75.56   	 -35.61		
 41.20   	-74.16   	 74.36   	 -50.86		 75.42   	 -35.61		
 33.87   	-70.80   	 74.16   	 -50.86		 75.28   	 -35.61		
 23.50   	-72.63   	 73.96   	 -45.78		 75.14   	 -40.69		
 15.26   	-78.74   	 73.77   	 -45.78		 74.97   	 -35.61		
 11.29   	-82.40   	 73.59   	 -40.69		 74.83   	 -40.69		
 10.68   	-82.09   	 73.43   	 -35.61		 74.67   	 -40.69		
  7.63   	-75.99   	 73.29   	 -40.69		 74.51   	 -40.69		
  7.63   	-66.83   	 73.12   	 -30.52		 74.34   	 -40.69		
  9.16   	-63.17   	 73.00   	 -35.61		 74.18   	 -40.69		
  4.58   	-61.65   	 72.86   	 -30.52		 74.02   	 -40.69		
  4.27   	-63.48   	 72.74   	 -30.52		 73.86   	 -35.61		
  7.32   	-61.65   	 72.61   	 -30.52		 73.71   	 -40.69		
  6.71   	-56.15   	 72.49   	 -25.43		 73.55   	 -30.52		
  5.80   	-56.15   	 72.39   	 -25.43		 73.43   	 -35.61		
  8.54   	-54.02   	 72.29   	 -25.43		 73.29   	 -30.52		
  9.16   	-50.05   	 72.19   	 -20.35		 73.16   	 -25.43		
  5.80   	-29.91   	 72.11   	 -20.35		 73.06   	 -30.52		
  4.58   	 21.97   	 72.02   	 -20.35		 72.94   	 -25.43		
 21.67   	 94.60   	 71.94   	 -25.43		 72.84   	 -25.43		
 28.99   	220.64   	 71.84   	 -25.43		 72.74   	 -25.43		
 48.52   	382.08   	 71.74   	 -35.61		 72.63   	 -30.52		
 97.05   	545.65   	 71.60   	 -35.61		 72.51   	 -30.52		
137.02   	763.86   	 71.45   	 -45.78		 72.39   	 -30.52		
193.18   	969.85   	 71.27   	 -45.78		 72.27   	 -35.61		
280.76   	1095.58   	 71.09   	 -55.95		 72.13   	 -40.69		
364.07   	1151.43(R)	 70.86   	 -55.95		 71.96   	 -40.69		
417.48   	1000.06   	 70.64   	 -61.04		 71.80   	 -40.69		
360.41   	654.91   	 70.40   	 -61.04		 71.64   	 -45.78		
260.31   	260.93   	 70.15   	 -61.04		 71.45   	 -50.86		
159.00   	-29.60   	 69.91   	 -55.95		 71.25   	 -45.78		
 91.86   	-289.92   	 69.68   	 -50.86		 71.07   	 -50.86		
127.87   	-321.35   	 69.48   	 -50.86		 70.86   	 -50.86		
206.91   	-273.44   	 69.28   	 -45.78		 70.66   	 -50.86		
217.59   	-330.81   	 69.09   	 -40.69		 70.46   	 -45.78		
165.41   	-264.28   	 68.93   	 -35.61		 70.27   	 -50.86		
 95.21   	-231.02   	 68.79   	 -30.52		 70.07   	 -45.78		
 34.18   	-205.69   	 68.67   	 -30.52		 69.89   	 -45.78		
-13.43   	-145.26   	 68.55   	 -25.43		 69.70   	 -45.78		
-29.30   	-121.15   	 68.44   	 -25.43		 69.52   	 -40.69		
-18.62   	-103.76   	 68.34   	 -20.35		 69.36   	 -40.69		
-19.84   	-119.63   	 68.26   	 -15.26		 69.20   	 -40.69		
-21.67   	-111.69   	 68.20   	  -5.09		 69.03   	 -35.61		
-16.17   	-110.17   	 68.18(D)	  15.26		 68.89   	 -30.52		
-15.56   	-111.08   	 68.24   	  45.78		 68.77   	 -20.35		
-20.14   	-112.92   	 68.42   	  81.38		 68.69   	 -10.17		
-21.97   	-107.73   	 68.75   	 137.33		 68.65(D)	  10.17		
-17.70   	-110.47   	 69.30   	 198.37		 68.69   	  35.61		
-18.01   	-108.34   	 70.09   	 254.32		 68.83   	  66.12		
-19.84   	-106.51   	 71.11   	 305.19		 69.09   	  96.64		
-24.41   	-106.81   	 72.33   	 345.88		 69.48   	 132.25		
-23.80   	-106.81   	 73.71   	 366.22		 70.01   	 167.85		
-22.58   	-108.64   	 75.18   	 371.31		 70.68   	 198.37		
-27.16   	-109.86   	 76.66   	 371.31		 71.47   	 228.89		
-27.77   	-110.78   	 78.15   	 376.40		 72.39   	 264.50		
-26.55   	-107.73   	 79.65   	 376.40		 73.45   	 289.93		
-25.33   	-107.42   	 81.16   	 381.48		 74.61   	 320.45		
-25.94   	-108.64   	 82.69   	 391.66		 75.89   	 350.97		
-26.25   	-106.20   	 84.25   	 386.57		 77.29   	 376.40		
-24.72   	-107.12   	 85.80   	 376.40		 78.80   	 391.66		
-28.08   	-111.69   	 87.30   	 340.79		 80.37   	 412.00		
-28.08   	-110.78   	 88.67   	 300.10		 82.01   	 427.26		
-29.91   	-108.64   	 89.87   	 239.06		 83.72   	 432.35		
-27.16   	-104.98   	 90.82   	 198.37		 85.45   	 442.52		
-27.16   	-101.62   	 91.62   	 157.68		 87.22   	 447.61		
-28.99   	-104.06   	 92.25   	 142.42		 89.01   	 452.69		
-28.08   	-108.64   	 92.82   	 147.51		 90.82   	 452.69		
-31.13   	-114.44   	 93.41   	 183.11		 92.63   	 457.78		
-32.04   	-116.58   	 94.14   	 228.89		 94.47   	 452.69		
-30.52   	-115.97   	 95.06   	 284.84		 96.28   	 447.61		
-32.96   	-116.27   	 96.19   	 350.97		 98.07   	 447.61		
-38.15   	-115.66   	 97.60   	 406.92		 99.86   	 437.43		
-38.76   	-113.83   	 99.23   	 437.43		101.61   	 432.35		
-39.06   	-114.14   	100.98   	 462.87		103.34   	 427.26		
-43.95   	-116.27   	102.83   	 457.78		105.05   	 422.18		
-39.98   	-116.58   	104.66   	 447.61		106.73   	 412.00		
-39.67   	-117.19   	106.45   	 422.18		108.38   	 412.00		
-43.64   	-116.88   	108.14   	 396.74		110.03   	 412.00		
-41.20   	-111.69   	109.72   	 361.14		111.68   	 412.00		
-40.89   	-110.17   	111.17   	 335.71		113.33   	 401.83		
-44.25   	-114.14   	112.51   	 315.36		114.93   	 396.74		
-44.56   	-117.49   	113.77   	 310.27		116.52   	 391.66		
-47.30   	-124.51   	115.01   	 300.10		118.09   	 381.48		
-51.27   	-128.78   	116.22   	 300.10		119.61   	 376.40		
-58.59   	-131.53   	117.42   	 289.93		121.12   	 356.05		
-61.34   	-134.28   	118.58   	 274.67		122.54   	 345.88		
-67.75   	-136.41   	119.67   	 264.50		123.93   	 330.62		
-72.33   	-144.35   	120.73   	 254.32		125.25   	 305.19		
-73.55   	-147.09   	121.75   	 239.06		126.47   	 289.93		
-77.21   	-147.40   	122.71   	 239.06		127.63   	 269.58		
-80.57   	-146.79   	123.66   	 244.15		128.71   	 249.24		
-86.36   	-147.09   	124.64   	 239.06		129.70   	 228.89		
-88.50   	-148.01   	125.59   	 244.15		130.62   	 213.63		
-93.99   	-147.71   	126.57   	 239.06		131.47   	 203.46		
-98.88   	-148.32   	127.53   	 239.06		132.29   	 188.20		
-95.52   	-140.38   	128.48   	 233.98		133.04   	 178.03		
-101.93   	-130.92   	129.42   	 228.89		133.75   	 162.77		
-98.57   	-124.21   	130.34   	 213.63		134.40   	 157.68		
