  I     	  II     	  AOp     	  AOp'		  AO     	  AO'		
-23.80   	-108.64   	 62.46   	 -35.61		 64.92   	 -30.52		
-23.50   	-108.03   	 62.32   	 -30.52		 64.80   	 -35.61		
-22.28   	-105.59   	 62.20   	 -35.61		 64.66   	 -30.52		
-21.06   	-102.54   	 62.05   	 -30.52		 64.54   	 -35.61		
-19.84   	-100.40   	 61.93   	 -35.61		 64.39   	 -35.61		
-18.92   	-99.49   	 61.79   	 -35.61		 64.25   	 -35.61		
-19.23   	-99.49   	 61.65   	 -30.52		 64.11   	 -40.69		
-19.84   	-99.49   	 61.53   	 -35.61		 63.95   	 -35.61		
-21.06   	-98.88   	 61.38   	 -35.61		 63.80   	 -35.61		
-22.28   	-97.66   	 61.24   	 -40.69		 63.66   	 -40.69		
-22.58   	-95.83   	 61.08   	 -35.61		 63.50   	 -40.69		
-22.58   	-94.30   	 60.94   	 -35.61		 63.34   	 -35.61		
-21.97   	-93.99   	 60.79   	 -35.61		 63.19   	 -40.69		
-21.36   	-94.30   	 60.65   	 -35.61		 63.03   	 -35.61		
-21.67   	-94.60   	 60.51   	 -35.61		 62.89   	 -40.69		
-21.97   	-94.91   	 60.37   	 -35.61		 62.73   	 -35.61		
-22.28   	-94.30   	 60.22   	 -40.69		 62.58   	 -40.69		
-21.97   	-92.77   	 60.06   	 -30.52		 62.42   	 -35.61		
-21.36   	-91.25   	 59.94   	 -35.61		 62.28   	 -35.61		
-20.75   	-89.42   	 59.80   	 -35.61		 62.14   	 -35.61		
-20.14   	-88.20   	 59.65   	 -35.61		 61.99   	 -30.52		
-20.45   	-88.20   	 59.51   	 -30.52		 61.87   	 -35.61		
-21.36   	-88.81   	 59.39   	 -30.52		 61.73   	 -30.52		
-21.67   	-90.03   	 59.27   	 -30.52		 61.61   	 -30.52		
-21.97   	-90.03   	 59.15   	 -30.52		 61.49   	 -30.52		
-21.36   	-89.11   	 59.02   	 -30.52		 61.36   	 -30.52		
-20.45   	-86.67   	 58.90   	 -30.52		 61.24   	 -25.43		
-19.53   	-83.62   	 58.78   	 -25.43		 61.14   	 -30.52		
-18.62   	-81.48   	 58.68   	 -30.52		 61.02   	 -25.43		
-18.31   	-80.26   	 58.56   	 -25.43		 60.92   	 -30.52		
-18.01   	-80.26   	 58.45   	 -25.43		 60.79   	 -25.43		
-18.31   	-80.87   	 58.35   	 -25.43		 60.69   	 -30.52		
-18.92   	-81.79   	 58.25   	 -25.43		 60.57   	 -25.43		
-19.53   	-82.09   	 58.15   	 -25.43		 60.47   	 -30.52		
-18.62   	-80.87   	 58.05   	 -25.43		 60.35   	 -25.43		
-17.09   	-77.82   	 57.94   	 -25.43		 60.24   	 -30.52		
-14.65   	-71.72   	 57.84   	 -20.35		 60.12   	 -25.43		
-12.51   	-61.95   	 57.76   	 -20.35		 60.02   	 -30.52		
-11.60   	-47.30   	 57.68   	 -20.35		 59.90   	 -25.43		
-11.90   	-28.99   	 57.60   	 -20.35		 59.80   	 -25.43		
-12.51   	 -8.54   	 57.52   	 -25.43		 59.69   	 -25.43		
-12.82   	 10.68   	 57.42   	 -20.35		 59.59   	 -30.52		
-11.90   	 25.33   	 57.33   	 -20.35		 59.47   	 -25.43		
-10.68   	 35.10   	 57.25   	 -20.35		 59.37   	 -25.43		
 -9.16   	 41.81   	 57.17   	 -25.43		 59.27   	 -25.43		
 -7.93   	 48.52   	 57.07   	 -20.35		 59.17   	 -30.52		
 -6.71   	 56.76   	 56.99   	 -30.52		 59.04   	 -25.43		
 -5.80   	 63.17   	 56.87   	 -25.43		 58.94   	 -25.43		
 -4.58   	 63.48   	 56.76   	 -30.52		 58.84   	 -30.52		
 -3.97   	 54.32   	 56.64   	 -30.52		 58.72   	 -25.43		
 -3.97   	 38.45   	 56.52   	 -35.61		 58.62   	 -30.52		
 -3.66   	 24.11   	 56.38   	 -30.52		 58.49   	 -30.52		
 -2.44   	 18.62   	 56.26   	 -35.61		 58.37   	 -35.61		
  0.31   	 24.41   	 56.11   	 -40.69		 58.23   	 -30.52		
  4.58   	 35.40   	 55.95   	 -40.69		 58.11   	 -30.52		
  9.46   	 41.50   	 55.79   	 -35.61		 57.99   	 -35.61		
 13.12   	 35.10   	 55.65   	 -40.69		 57.84   	 -30.52		
 14.65   	 16.17   	 55.48   	 -40.69		 57.72   	 -35.61		
 12.82   	 -7.02   	 55.32   	 -45.78		 57.58   	 -35.61		
  7.32   	-26.25   	 55.14   	 -40.69		 57.44   	 -35.61		
 -1.22   	-37.54   	 54.97   	 -35.61		 57.29   	 -35.61		
-10.68   	-44.86   	 54.83   	 -40.69		 57.15   	 -35.61		
-18.92   	-54.02   	 54.67   	 -40.69		 57.01   	 -35.61		
-23.80   	-68.97   	 54.51   	 -35.61		 56.87   	 -30.52		
-25.33   	-87.59   	 54.36   	 -35.61		 56.74   	 -30.52		
-24.41   	-104.68   	 54.22   	 -30.52		 56.62   	 -35.61		
-23.50   	-117.19   	 54.10   	 -25.43		 56.48   	 -25.43		
-23.50   	-125.43   	 54.00   	 -25.43		 56.38   	 -30.52		
-24.11   	-130.92   	 53.90   	 -15.26		 56.26   	 -25.43		
-24.11   	-134.58   	 53.83   	 -15.26		 56.15   	 -20.35		
-23.19   	-135.80   	 53.77   	 -10.17		 56.07   	 -25.43		
-21.97   	-134.28   	 53.73   	 -10.17		 55.97   	 -20.35		
-20.75   	-130.31   	 53.69   	  -5.09		 55.89   	 -15.26		
-20.45   	-126.65   	 53.67   	  -5.09		 55.83   	 -20.35		
-21.06   	-124.51   	 53.65   	  -5.09		 55.75   	 -15.26		
-22.28   	-124.51   	 53.63   	  -5.09		 55.69   	 -15.26		
-23.80   	-125.12   	 53.61   	  -5.09		 55.63   	 -15.26		
-25.02   	-125.43   	 53.59   	  -5.09		 55.56   	 -10.17		
-25.63   	-125.12   	 53.57   	 -10.17		 55.52   	 -15.26		
-26.25   	-125.73   	 53.53   	 -10.17		 55.46   	 -15.26		
-27.16   	-130.31   	 53.49   	 -10.17		 55.40   	 -15.26		
-28.38   	-137.02   	 53.45   	 -10.17		 55.34   	 -15.26		
-29.30   	-135.50   	 53.41   	 -10.17		 55.28   	 -15.26		
-28.38   	-106.20   	 53.37   	 -10.17		 55.22   	 -15.26		
-21.97   	-27.77   	 53.33   	 -15.26		 55.16   	 -15.26		
 -7.02   	114.75   	 53.27   	 -15.26		 55.10   	 -15.26		
 20.14   	322.27   	 53.20   	 -10.17		 55.04   	 -15.26		
 59.20   	582.89   	 53.16   	 -20.35		 54.97   	 -15.26		
107.12   	876.16   	 53.08   	 -15.26		 54.91   	 -20.35		
155.94   	1168.82   	 53.02   	 -30.52		 54.83   	 -35.61		
209.96   	1486.21(R)	 52.90   	 -20.35		 54.69   	 -15.26		
196.84   	1347.96   	 52.82   	 -15.26		 54.63   	 -20.35		
158.08   	987.24   	 52.76   	 -15.26		 54.55   	 -15.26		
105.29   	503.85   	 52.70   	 -15.26		 54.49   	 -20.35		
 55.24   	 59.51   	 52.63   	 -15.26		 54.40   	 -15.26		
 19.23   	-212.71   	 52.57   	 -15.26		 54.34   	 -20.35		
 -0.31   	-289.31   	 52.51   	 -10.17		 54.26   	 -15.26		
 -8.85   	-247.80   	 52.47   	 -20.35		 54.20   	 -15.26		
-12.82   	-189.51   	 52.39   	 -15.26		 54.14   	 -20.35		
-15.56   	-165.71   	 52.33   	 -15.26		 54.06   	 -15.26		
-16.48   	-168.46   	 52.27   	 -25.43		 54.00   	 -15.26		
-14.95   	-166.63   	 52.17   	 -20.35		 53.94   	 -20.35		
-12.82   	-145.87   	 52.09   	 -25.43		 53.86   	 -20.35		
-12.51   	-116.88   	 51.98   	 -30.52		 53.77   	 -20.35		
-15.56   	-96.13   	 51.86   	 -30.52		 53.69   	 -20.35		
-20.45   	-89.72   	 51.74   	 -30.52		 53.61   	 -20.35		
-24.41   	-92.16   	 51.62   	 -30.52		 53.53   	 -25.43		
-25.33   	-95.83   	 51.50   	 -35.61		 53.43   	 -25.43		
-23.80   	-97.66   	 51.35   	 -25.43		 53.33   	 -25.43		
-21.36   	-96.13   	 51.25   	 -20.35		 53.22   	 -25.43		
-19.53   	-91.55   	 51.17   	 -15.26		 53.12   	 -25.43		
-18.92   	-85.45   	 51.11(D)	   0.00		 53.02   	 -25.43		
-18.62   	-80.57   	 51.11   	  10.17		 52.92   	 -30.52		
-18.01   	-76.90   	 51.15   	  35.61		 52.80   	 -25.43		
-16.78   	-73.24   	 51.29   	  55.95		 52.70   	 -25.43		
-15.56   	-68.97   	 51.52   	  81.38		 52.59   	 -20.35		
-15.26   	-64.39   	 51.84   	 116.99		 52.51   	 -10.17		
-15.87   	-60.73   	 52.31   	 147.51		 52.47   	 -10.17		
-16.48   	-57.07   	 52.90   	 178.03		 52.43(D)	   5.09		
-16.17   	-52.80   	 53.61   	 218.72		 52.45   	  20.35		
-14.34   	-47.30   	 54.49   	 249.24		 52.53   	  40.69		
-11.90   	-41.50   	 55.48   	 284.84		 52.70   	  55.95		
 -9.77   	-36.32   	 56.62   	 310.27		 52.92   	  86.47		
 -8.54   	-31.43   	 57.86   	 340.79		 53.27   	 116.99		
 -8.54   	-26.55   	 59.23   	 361.14		 53.73   	 142.42		
 -8.85   	-21.36   	 60.67   	 381.48		 54.30   	 178.03		
 -8.54   	-15.56   	 62.20   	 386.57		 55.02   	 208.54		
 -7.93   	 -9.16   	 63.74   	 401.83		 55.85   	 244.15		
 -6.41   	 -2.44   	 65.35   	 396.74		 56.83   	 269.58		
 -4.88   	  5.49   	 66.94   	 391.66		 57.90   	 300.10		
 -2.75   	 14.34   	 68.50   	 381.48		 59.10   	 325.53		
 -0.61   	 24.41   	 70.03   	 361.14		 60.41   	 340.79		
  1.83   	 34.18   	 71.47   	 345.88		 61.77   	 361.14		
  4.27   	 44.25   	 72.86   	 320.45		 63.21   	 366.22		
  6.71   	 54.63   	 74.14   	 310.27		 64.68   	 381.48		
  9.46   	 65.92   	 75.38   	 295.01		 66.21   	 391.66		
 12.21   	 78.13   	 76.56   	 289.93		 67.77   	 391.66		
 14.65   	 90.94   	 77.72   	 295.01		 69.34   	 401.83		
 17.09   	103.76   	 78.90   	 300.10		 70.95   	 406.92		
 19.23   	117.19   	 80.10   	 310.27		 72.57   	 417.09		
 22.58   	131.84   	 81.34   	 325.53		 74.24   	 417.09		
 26.86   	148.62   	 82.64   	 340.79		 75.91   	 427.26		
 32.35   	167.54   	 84.01   	 350.97		 77.62   	 427.26		
 37.84   	187.68   	 85.41   	 350.97		 79.33   	 432.35		
 43.33   	208.13   	 86.82   	 356.05		 81.06   	 427.26		
 48.22   	228.58   	 88.24   	 345.88		 82.77   	 432.35		
 52.80   	248.72   	 89.62   	 340.79		 84.50   	 427.26		
 57.68   	269.17   	 90.99   	 325.53		 86.21   	 417.09		
 62.56   	289.31   	 92.29   	 305.19		 87.87   	 412.00		
 67.75   	308.23   	 93.51   	 289.93		 89.52   	 396.74		
 72.33   	325.62   	 94.67   	 274.67		 91.11   	 386.57		
 76.29   	340.58   	 95.77   	 259.41		 92.65   	 371.31		
 79.65   	353.39   	 96.81   	 244.15		 94.14   	 350.97		
 82.40   	364.07   	 97.78   	 223.80		 95.54   	 335.71		
 84.84   	372.31   	 98.68   	 213.63		 96.89   	 315.36		
 86.06   	376.89   	 99.53   	 193.29		 98.15   	 300.10		
 85.75   	377.50   	100.30   	 183.11		 99.35   	 274.67		
 83.92   	374.45   	101.04   	 157.68		100.45   	 254.32		
 81.18   	368.04   	101.67   	 142.42		101.46   	 233.98		
 77.82   	359.50   	102.24   	 122.07		102.40   	 213.63		
 74.16   	347.90   	102.73   	 101.73		103.25   	 193.29		
 69.27   	332.03   	103.13   	  76.30		104.03   	 167.85		
 63.48   	310.97   	103.44   	  55.95		104.70   	 147.51		
 56.46   	284.73   	103.66   	  35.61		105.29   	 127.16		
 48.52   	254.52   	103.80   	  10.17		105.80   	 106.82		
 39.98   	222.17   	103.84(S)	 -15.26		106.23   	  86.47		
 31.43   	189.51   	103.78   	 -30.52		106.57   	  61.04		
 24.11   	158.08   	103.66   	 -55.95		106.82   	  45.78		
 17.70   	127.87   	103.44   	 -76.30		107.00   	  25.43		
 11.90   	 98.88   	103.13   	 -96.64		107.10   	   5.09		
  6.10   	 70.80   	102.75   	-111.90		107.12(S)	 -10.17		
  0.00   	 42.72   	102.30   	-132.25		107.08   	 -35.61		
 -6.10   	 16.17   	101.77   	-142.42		106.94   	 -50.86		
-11.60   	 -8.54   	101.20   	-162.77		106.73   	 -71.21		
-15.56   	-30.21   	100.55   	-172.94		106.45   	 -86.47		
-18.92   	-48.83   	 99.86   	-188.20		106.10   	-111.90		
-21.97   	-65.00   	 99.10   	-193.29		105.66   	-122.07		
-24.72   	-79.96   	 98.33   	-203.46		105.17   	-142.42		
-27.47   	-93.69   	 97.52   	-203.46		104.60   	-162.77		
-29.91   	-105.90   	 96.70   	-208.54		103.95   	-172.94		
-31.43   	-115.36   	 95.87   	-208.54		103.25   	-183.11		
-32.04   	-122.68   	 95.04   	-198.37		102.52   	-198.37		
-32.35   	-128.78   	 94.24   	-193.29		101.73   	-208.54		
-32.35   	-133.97   	 93.47   	-183.11		100.89   	-213.63		
-32.65   	-139.47   	 92.74   	-172.94		100.04   	-218.72		
-33.57   	-144.04   	 92.04   	-157.68		 99.17   	-213.63		
-34.48   	-147.40   	 91.41   	-147.51		 98.31   	-218.72		
-35.40   	-149.54   	 90.82   	-132.25		 97.44   	-213.63		
-36.62   	-150.76   	 90.29   	-122.07		 96.58   	-208.54		
-37.54   	-151.67   	 89.81   	-111.90		 95.75   	-203.46		
-38.15   	-151.98   	 89.36   	-101.73		 94.93   	-193.29		
-38.15   	-151.37   	 88.95   	 -91.56		 94.16   	-188.20		
-36.93   	-149.54   	 88.59   	 -86.47		 93.41   	-172.94		
-35.10   	-145.87   	 88.24   	 -76.30		 92.72   	-162.77		
-33.26   	-141.91   	 87.93   	 -76.30		 92.06   	-152.59		
-32.04   	-138.24   	 87.63   	 -71.21		 91.45   	-137.33		
-31.74   	-136.72   	 87.34   	 -71.21		 90.91   	-132.25		
-32.35   	-136.72   	 87.06   	 -61.04		 90.38   	-116.99		
-33.87   	-137.02   	 86.82   	 -66.12		 89.91   	-111.90		
-34.79   	-136.41   	 86.55   	 -66.12		 89.46   	 -96.64		
-35.10   	-134.28   	 86.29   	 -61.04		 89.07   	 -96.64		
-34.48   	-131.84   	 86.04   	 -66.12		 88.69   	 -81.38		
-33.26   	-129.70   	 85.78   	 -71.21		 88.36   	 -81.38		
-32.35   	-128.48   	 85.49   	 -66.12		 88.04   	 -76.30		
-31.74   	-128.48   	 85.23   	 -76.30		 87.73   	 -66.12		
-31.74   	-128.17   	 84.92   	 -76.30		 87.47   	 -71.21		
-31.74   	-127.26   	 84.62   	 -76.30		 87.18   	 -61.04		
-30.82   	-125.73   	 84.31   	 -86.47		 86.94   	 -61.04		
-29.60   	-123.90   	 83.97   	 -81.38		 86.69   	 -61.04		
-28.38   	-121.77   	 83.64   	 -81.38		 86.45   	 -61.04		
-27.77   	-120.24   	 83.32   	 -86.47		 86.21   	 -61.04		
-27.47   	-119.32   	 82.97   	 -81.38		 85.96   	 -55.95		
-27.47   	-118.71   	 82.64   	 -81.38		 85.74   	 -55.95		
-27.47   	-118.10   	 82.32   	 -76.30		 85.51   	 -61.04		
-27.47   	-117.49   	 82.01   	 -71.21		 85.27   	 -55.95		
-26.86   	-116.27   	 81.73   	 -71.21		 85.05   	 -55.95		
-26.25   	-114.75   	 81.44   	 -66.12		 84.82   	 -55.95		
-25.63   	-113.83   	 81.18   	 -61.04		 84.60   	 -55.95		
-25.33   	-113.83   	 80.94   	 -55.95		 84.37   	 -55.95		
-25.63   	-115.36   	 80.71   	 -45.78		 84.15   	 -55.95		
-26.55   	-117.49   	 80.53   	 -45.78		 83.93   	 -61.04		
-28.38   	-119.93   	 80.35   	 -40.69		 83.68   	 -55.95		
-30.21   	-122.07   	 80.18   	 -40.69		 83.46   	 -55.95		
-31.13   	-123.29   	 80.02   	 -35.61		 83.23   	 -55.95		
-31.43   	-123.90   	 79.88   	 -45.78		 83.01   	 -61.04		
-30.52   	-124.51   	 79.69   	 -40.69		 82.77   	 -66.12		
-29.60   	-125.12   	 79.53   	 -45.78		 82.50   	 -61.04		
-28.69   	-125.73   	 79.35   	 -50.86		 82.26   	 -66.12		
-28.38   	-126.65   	 79.15   	 -55.95		 81.99   	 -66.12		
-28.99   	-127.26   	 78.92   	 -55.95		 81.73   	 -71.21		
-29.91   	-128.17   	 78.70   	 -55.95		 81.44   	 -71.21		
-30.52   	-129.09   	 78.47   	 -61.04		 81.16   	 -71.21		
-29.91   	-129.70   	 78.23   	 -61.04		 80.87   	 -71.21		
-28.38   	-130.00   	 77.99   	 -61.04		 80.59   	 -71.21		
-26.55   	-130.00   	 77.74   	 -55.95		 80.30   	 -71.21		
-25.94   	-130.62   	 77.52   	 -61.04		 80.02   	 -66.12		
-26.55   	-132.45   	 77.27   	 -55.95		 79.76   	 -71.21		
-28.38   	-134.89   	 77.05   	 -50.86		 79.47   	 -66.12		
-29.91   	-137.63   	 76.85   	 -55.95		 79.21   	 -61.04		
-30.52   	-138.85   	 76.62   	 -50.86		 78.96   	 -66.12		
-29.91   	-138.85   	 76.42   	 -50.86		 78.70   	 -61.04		
-28.69   	-138.24   	 76.22   	 -50.86		 78.45   	 -61.04		
-27.16   	-137.63   	 76.01   	 -50.86		 78.21   	 -55.95		
-25.94   	-137.02   	 75.81   	 -50.86		 77.99   	 -55.95		
-25.02   	-136.72   	 75.60   	 -55.95		 77.76   	 -55.95		
-25.02   	-136.41   	 75.38   	 -50.86		 77.54   	 -55.95		
-25.63   	-136.41   	 75.18   	 -50.86		 77.31   	 -50.86		
-26.55   	-136.72   	 74.97   	 -50.86		 77.11   	 -50.86		
-26.86   	-137.33   	 74.77   	 -50.86		 76.91   	 -50.86		
-26.55   	-137.63   	 74.57   	 -55.95		 76.70   	 -50.86		
-25.33   	-137.33   	 74.34   	 -50.86		 76.50   	 -50.86		
-24.41   	-136.72   	 74.14   	 -55.95		 76.30   	 -45.78		
-23.80   	-136.41   	 73.92   	 -55.95		 76.11   	 -50.86		
-24.41   	-136.11   	 73.69   	 -50.86		 75.91   	 -45.78		
-25.33   	-136.11   	 73.49   	 -55.95		 75.73   	 -45.78		
-25.94   	-135.50   	 73.27   	 -55.95		 75.54   	 -50.86		
-25.94   	-134.89   	 73.04   	 -55.95		 75.34   	 -45.78		
-25.33   	-133.97   	 72.82   	 -55.95		 75.16   	 -50.86		
-24.72   	-133.36   	 72.59   	 -61.04		 74.95   	 -50.86		
-24.11   	-132.75   	 72.35   	 -61.04		 74.75   	 -50.86		
-23.80   	-131.84   	 72.11   	 -61.04		 74.55   	 -55.95		
-24.11   	-131.23   	 71.86   	 -61.04		 74.32   	 -50.86		
-25.02   	-130.31   	 71.62   	 -66.12		 74.12   	 -55.95		
-25.63   	-129.39   	 71.35   	 -66.12		 73.90   	 -55.95		
-25.33   	-128.48   	 71.09   	 -61.04		 73.67   	 -55.95		
-24.41   	-127.26   	 70.84   	 -66.12		 73.45   	 -61.04		
-22.89   	-126.34   	 70.58   	 -66.12		 73.20   	 -55.95		
-21.97   	-125.73   	 70.32   	 -66.12		 72.98   	 -61.04		
-21.67   	-125.73   	 70.05   	 -66.12		 72.74   	 -61.04		
-21.97   	-125.73   	 69.79   	 -66.12		 72.49   	 -61.04		
-21.97   	-126.04   	 69.52   	 -61.04		 72.25   	 -55.95		
-21.36   	-126.04   	 69.28   	 -61.04		 72.02   	 -61.04		
-21.36   	-126.04   	 69.03   	 -61.04		 71.78   	 -61.04		
-21.67   	-126.04   	 68.79   	 -61.04		 71.54   	 -61.04		
-22.58   	-125.73   	 68.55   	 -61.04		 71.29   	 -61.04		
-23.19   	-125.73   	 68.30   	 -55.95		 71.05   	 -55.95		
-23.19   	-125.12   	 68.08   	 -55.95		 70.82   	 -61.04		
-22.28   	-124.21   	 67.85   	 -55.95		 70.58   	 -55.95		
-21.06   	-122.99   	 67.63   	 -50.86		 70.36   	 -55.95		
-20.14   	-121.77   	 67.43   	 -50.86		 70.13   	 -55.95		
-19.23   	-120.24   	 67.22   	 -50.86		 69.91   	 -55.95		
-18.92   	-119.32   	 67.02   	 -45.78		 69.68   	 -55.95		
-18.92   	-119.32   	 66.84   	 -45.78		 69.46   	 -50.86		
-19.53   	-120.54   	 66.65   	 -40.69		 69.26   	 -50.86		
-20.75   	-122.07   	 66.49   	 -40.69		 69.05   	 -45.78		
-21.97   	-123.29   	 66.33   	 -40.69		 68.87   	 -50.86		
-22.58   	-123.29   	 66.16   	 -40.69		 68.67   	 -45.78		
-21.97   	-122.07   	 66.00   	 -35.61		 68.48   	 -45.78		
-20.75   	-120.24   	 65.86   	 -35.61		 68.30   	 -40.69		
-19.53   	-119.02   	 65.72   	 -30.52		 68.14   	 -40.69		
-18.92   	-118.41   	 65.59   	 -35.61		 67.98   	 -40.69		
-18.92   	-118.10   	 65.45   	 -30.52		 67.81   	 -40.69		
-18.92   	-117.19   	 65.33   	 -35.61		 67.65   	 -35.61		
-18.01   	-115.66   	 65.19   	 -30.52		 67.51   	 -35.61		
-16.78   	-113.53   	 65.07   	 -35.61		 67.36   	 -35.61		
-15.26   	-112.30   	 64.92   	 -30.52		 67.22   	 -35.61		
-14.95   	-111.69   	 64.80   	 -35.61		 67.08   	 -35.61		
-15.56   	-112.00   	 64.66   	 -35.61		 66.94   	 -35.61		
-16.48   	-112.00   	 64.52   	 -40.69		 66.80   	 -30.52		
-17.09   	-112.00   	 64.35   	 -35.61		 66.67   	 -40.69		
-17.40   	-111.69   	 64.21   	 -40.69		 66.51   	 -35.61		
-17.70   	-112.00   	 64.05   	 -40.69		 66.37   	 -35.61		
-17.70   	-112.00   	 63.89   	 -40.69		 66.23   	 -40.69		
-17.09   	-111.69   	 63.72   	 -40.69		 66.06   	 -35.61		
-16.17   	-110.17   	 63.56   	 -40.69		 65.92   	 -40.69		
-14.95   	-107.73   	 63.40   	 -40.69		 65.76   	 -40.69		
-14.04   	-105.59   	 63.23   	 -40.69		 65.59   	 -40.69		
-13.12   	-104.37   	 63.07   	 -40.69		 65.43   	 -40.69		
-12.82   	-103.76   	 62.91   	 -40.69		 65.27   	 -45.78		
-12.21   	-102.84   	 62.75   	 -35.61		 65.09   	 -40.69		
-11.29   	-101.01   	 62.60   	 -40.69		 64.92   	 -40.69		
-10.07   	-98.88   	 62.44   	 -35.61		 64.76   	 -45.78		
 -9.16   	-96.74   	 62.30   	 -40.69		 64.58   	 -40.69		
 -9.77   	-96.13   	 62.14   	 -35.61		 64.41   	 -40.69		
-12.21   	-96.13   	 61.99   	 -40.69		 64.25   	 -40.69		
-14.65   	-96.74   	 61.83   	 -40.69		 64.09   	 -40.69		
-15.56   	-97.05   	 61.67   	 -40.69		 63.93   	 -40.69		
-14.34   	-96.13   	 61.51   	 -35.61		 63.76   	 -40.69		
-11.29   	-93.99   	 61.36   	 -40.69		 63.60   	 -40.69		
 -8.24   	-91.25   	 61.20   	 -35.61		 63.44   	 -40.69		
 -6.41   	-88.81   	 61.06   	 -35.61		 63.28   	 -35.61		
 -6.41   	-87.59   	 60.92   	 -35.61		 63.13   	 -40.69		
 -7.63   	-86.98   	 60.77   	 -35.61		 62.97   	 -35.61		
 -8.54   	-86.36   	 60.63   	 -30.52		 62.83   	 -35.61		
 -8.54   	-85.75   	 60.51   	 -30.52		 62.69   	 -35.61		
 -7.63   	-84.84   	 60.39   	 -30.52		 62.54   	 -30.52		
 -6.71   	-83.92   	 60.26   	 -25.43		 62.42   	 -35.61		
 -6.41   	-83.62   	 60.16   	 -25.43		 62.28   	 -30.52		
 -6.71   	-83.62   	 60.06   	 -20.35		 62.16   	 -30.52		
 -7.02   	-83.92   	 59.98   	 -15.26		 62.03   	 -30.52		
 -7.02   	-84.53   	 59.92   	 -15.26		 61.91   	 -30.52		
 -6.71   	-85.14   	 59.86   	 -15.26		 61.79   	 -25.43		
 -6.41   	-85.14   	 59.80   	 -10.17		 61.69   	 -25.43		
 -6.71   	-85.14   	 59.76   	 -10.17		 61.59   	 -25.43		
 -7.02   	-84.23   	 59.71   	 -10.17		 61.49   	 -20.35		
 -7.02   	-83.31   	 59.67   	 -15.26		 61.40   	 -20.35		
 -7.02   	-82.09   	 59.61   	 -10.17		 61.32   	 -20.35		
 -6.71   	-80.87   	 59.57   	 -10.17		 61.24   	 -20.35		
 -6.10   	-79.65   	 59.53   	 -15.26		 61.16   	 -20.35		
 -4.88   	-78.13   	 59.47   	 -15.26		 61.08   	 -20.35		
 -3.36   	-76.60   	 59.41   	 -20.35		 61.00   	 -20.35		
 -2.14   	-75.38   	 59.33   	 -15.26		 60.92   	 -20.35		
 -2.14   	-75.07   	 59.27   	 -20.35		 60.83   	 -20.35		
 -3.66   	-75.07   	 59.19   	 -20.35		 60.75   	 -25.43		
 -5.19   	-75.68   	 59.10   	 -25.43		 60.65   	 -20.35		
 -6.41   	-75.68   	 59.00   	 -25.43		 60.57   	 -20.35		
 -6.71   	-75.38   	 58.90   	 -20.35		 60.49   	 -25.43		
 -6.10   	-75.07   	 58.82   	 -25.43		 60.39   	 -25.43		
 -5.49   	-74.77   	 58.72   	 -30.52		 60.28   	 -25.43		
 -5.19   	-74.77   	 58.60   	 -25.43		 60.18   	 -30.52		
 -4.88   	-74.77   	 58.49   	 -30.52		 60.06   	 -25.43		
 -4.27   	-74.77   	 58.37   	 -30.52		 59.96   	 -30.52		
 -3.97   	-73.55   	 58.25   	 -30.52		 59.84   	 -30.52		
 -3.05   	-70.80   	 58.13   	 -35.61		 59.71   	 -30.52		
 -2.14   	-64.39   	 57.99   	 -35.61		 59.59   	 -30.52		
 -0.61   	-52.80   	 57.84   	 -35.61		 59.47   	 -30.52		
  1.22   	-35.40   	 57.70   	 -35.61		 59.35   	 -35.61		
  3.05   	-12.82   	 57.56   	 -40.69		 59.21   	 -30.52		
  4.88   	 11.60   	 57.40   	 -30.52		 59.08   	 -35.61		
  5.80   	 32.04   	 57.27   	 -35.61		 58.94   	 -30.52		
  6.41   	 44.86   	 57.13   	 -35.61		 58.82   	 -35.61		
  7.02   	 49.13   	 56.99   	 -30.52		 58.68   	 -30.52		
  7.32   	 49.13   	 56.87   	 -25.43		 58.56   	 -30.52		
  7.63   	 50.05   	 56.76   	 -30.52		 58.43   	 -30.52		
  8.24   	 55.24   	 56.64   	 -30.52		 58.31   	 -25.43		
  8.54   	 61.95   	 56.52   	 -25.43		 58.21   	 -30.52		
  8.85   	 64.39   	 56.42   	 -30.52		 58.09   	 -30.52		
  9.46   	 58.59   	 56.30   	 -30.52		 57.97   	 -25.43		
 10.68   	 47.00   	 56.17   	 -30.52		 57.86   	 -30.52		
 12.82   	 36.93   	 56.05   	 -30.52		 57.74   	 -30.52		
 16.48   	 34.79   	 55.93   	 -35.61		 57.62   	 -30.52		
 20.75   	 41.20   	 55.79   	 -35.61		 57.50   	 -30.52		
 24.72   	 49.44   	 55.65   	 -35.61		 57.38   	 -35.61		
 27.16   	 49.44   	 55.50   	 -40.69		 57.23   	 -30.52		
 27.47   	 36.32   	 55.34   	 -40.69		 57.11   	 -35.61		
 25.63   	 13.12   	 55.18   	 -40.69		 56.97   	 -35.61		
 21.97   	-11.60   	 55.02   	 -45.78		 56.83   	 -40.69		
 15.87   	-28.38   	 54.83   	 -40.69		 56.66   	 -40.69		
  8.24   	-36.01   	 54.67   	 -35.61		 56.50   	 -35.61		
 -0.61   	-40.28   	 54.53   	 -40.69		 56.36   	 -40.69		
 -8.24   	-48.22   	 54.36   	 -35.61		 56.20   	 -35.61		
