  I     	  II     	  AOp     	  AOp'		  AO     	  AO'		
-13.43   	-62.87   	 54.22   	 -30.52		 56.05   	 -40.69		
-15.87   	-82.09   	 54.10   	 -25.43		 55.89   	 -35.61		
-16.48   	-100.10   	 54.00   	 -20.35		 55.75   	 -30.52		
-16.48   	-113.22   	 53.92   	 -20.35		 55.63   	 -35.61		
-17.09   	-121.77   	 53.83   	 -15.26		 55.48   	 -25.43		
-17.40   	-126.65   	 53.77   	 -10.17		 55.38   	 -30.52		
-16.78   	-129.09   	 53.73   	  -5.09		 55.26   	 -25.43		
-15.26   	-129.70   	 53.71   	 -10.17		 55.16   	 -20.35		
-14.34   	-128.17   	 53.67   	   0.00		 55.08   	 -20.35		
-14.04   	-125.73   	 53.67   	  -5.09		 54.99   	 -20.35		
-14.95   	-123.29   	 53.65   	   0.00		 54.91   	 -20.35		
-16.17   	-121.77   	 53.65   	   0.00		 54.83   	 -15.26		
-17.09   	-120.85   	 53.65   	   0.00		 54.77   	 -15.26		
-17.40   	-120.24   	 53.65   	  -5.09		 54.71   	 -10.17		
-18.01   	-119.32   	 53.63   	   0.00		 54.67   	 -15.26		
-18.62   	-117.80   	 53.63   	 -10.17		 54.61   	 -10.17		
-19.23   	-116.88   	 53.59   	  -5.09		 54.57   	 -15.26		
-19.53   	-119.93   	 53.57   	 -15.26		 54.51   	 -15.26		
-20.14   	-126.04   	 53.51   	 -20.35		 54.45   	 -15.26		
-21.67   	-126.95   	 53.43   	 -25.43		 54.38   	 -15.26		
-22.58   	-105.59   	 53.33   	 -25.43		 54.32   	 -20.35		
-20.14   	-39.06   	 53.22   	 -35.61		 54.24   	 -20.35		
 -9.16   	 89.72   	 53.08   	 -35.61		 54.16   	 -20.35		
 14.34   	284.12   	 52.94   	 -35.61		 54.08   	 -20.35		
 51.88   	534.36   	 52.80   	 -35.61		 54.00   	 -25.43		
100.40   	820.92   	 52.65   	 -35.61		 53.90   	 -20.35		
152.28   	1114.50   	 52.51   	 -61.04		 53.81   	 -50.86		
219.12   	1480.41(R)	 52.27   	 -30.52		 53.61   	 -20.35		
213.01   	1386.11   	 52.15   	 -25.43		 53.53   	 -25.43		
177.92   	1062.93   	 52.04   	 -25.43		 53.43   	 -20.35		
124.21   	592.96   	 51.94   	 -20.35		 53.35   	 -20.35		
 68.66   	132.14   	 51.86   	 -15.26		 53.27   	 -20.35		
 26.25   	-174.26   	 51.80   	 -20.35		 53.18   	 -20.35		
  2.75   	-281.07   	 51.72   	 -15.26		 53.10   	 -15.26		
 -6.10   	-252.08   	 51.66   	 -10.17		 53.04   	 -15.26		
 -8.54   	-189.51   	 51.62   	 -10.17		 52.98   	 -15.26		
 -9.77   	-157.17   	 51.58   	  -5.09		 52.92   	 -10.17		
-10.68   	-155.33   	 51.56(D)	   0.00		 52.88   	 -10.17		
-10.38   	-154.11   	 51.56   	   0.00		 52.84   	 -10.17		
 -9.16   	-134.58   	 51.56   	   0.00		 52.80   	   0.00		
 -9.16   	-104.06   	 51.56   	   0.00		 52.80   	  -5.09		
-12.21   	-80.57   	 51.56   	   5.09		 52.78   	   0.00		
-17.09   	-72.33   	 51.58   	   5.09		 52.78   	   0.00		
-21.06   	-74.46   	 51.60   	   5.09		 52.78   	   0.00		
-21.97   	-79.04   	 51.62   	   0.00		 52.78   	   0.00		
-19.84   	-81.48   	 51.62   	   5.09		 52.78   	   0.00		
-16.48   	-80.57   	 51.64   	   5.09		 52.78   	   0.00		
-14.34   	-76.90   	 51.66   	  10.17		 52.78   	   0.00		
-13.73   	-72.02   	 51.70   	  20.35		 52.78   	  -5.09		
-14.34   	-67.44   	 51.78   	  25.43		 52.76   	   0.00		
-14.34   	-64.70   	 51.88   	  45.78		 52.76   	  -5.09		
-14.04   	-62.26   	 52.06   	  66.12		 52.74   	  -5.09		
-13.73   	-59.20   	 52.33   	  91.56		 52.72(D)	   0.00		
-13.73   	-55.24   	 52.70   	 122.07		 52.72   	   0.00		
-14.34   	-51.57   	 53.18   	 152.59		 52.72   	  10.17		
-14.34   	-48.22   	 53.79   	 188.20		 52.76   	  15.26		
-14.04   	-44.86   	 54.55   	 223.80		 52.82   	  30.52		
-13.12   	-41.81   	 55.44   	 264.50		 52.94   	  45.78		
-12.82   	-38.76   	 56.50   	 289.93		 53.12   	  66.12		
-13.43   	-35.40   	 57.66   	 325.53		 53.39   	  86.47		
-14.65   	-31.13   	 58.96   	 350.97		 53.73   	 116.99		
-14.95   	-25.02   	 60.37   	 366.22		 54.20   	 147.51		
-14.04   	-17.70   	 61.83   	 381.48		 54.79   	 172.94		
-12.51   	-10.07   	 63.36   	 391.66		 55.48   	 203.46		
-11.60   	 -3.36   	 64.92   	 386.57		 56.30   	 233.98		
-11.29   	  2.75   	 66.47   	 386.57		 57.23   	 259.41		
-11.29   	  8.85   	 68.02   	 376.40		 58.27   	 289.93		
-10.38   	 15.87   	 69.52   	 356.05		 59.43   	 305.19		
 -8.24   	 24.72   	 70.95   	 340.79		 60.65   	 325.53		
 -5.19   	 34.48   	 72.31   	 310.27		 61.95   	 335.71		
 -1.53   	 44.56   	 73.55   	 289.93		 63.30   	 350.97		
  1.53   	 54.63   	 74.71   	 264.50		 64.70   	 356.05		
  3.66   	 64.39   	 75.77   	 254.32		 66.12   	 361.14		
  5.49   	 74.46   	 76.79   	 239.06		 67.57   	 366.22		
  7.32   	 85.45   	 77.74   	 244.15		 69.03   	 371.31		
  9.77   	 97.66   	 78.72   	 254.32		 70.52   	 381.48		
 13.43   	111.69   	 79.74   	 264.50		 72.04   	 386.57		
 17.70   	126.95   	 80.79   	 284.84		 73.59   	 391.66		
 21.97   	143.74   	 81.93   	 305.19		 75.16   	 401.83		
 26.55   	162.05   	 83.15   	 325.53		 76.76   	 412.00		
 31.43   	181.27   	 84.46   	 340.79		 78.41   	 417.09		
 36.93   	201.11   	 85.82   	 356.05		 80.08   	 427.26		
 43.03   	221.56   	 87.24   	 366.22		 81.79   	 432.35		
 48.52   	241.70   	 88.71   	 371.31		 83.52   	 432.35		
 53.10   	261.23   	 90.19   	 371.31		 85.25   	 432.35		
 56.46   	279.24   	 91.68   	 366.22		 86.98   	 432.35		
 59.81   	296.63   	 93.14   	 350.97		 88.71   	 422.18		
 64.09   	313.72   	 94.55   	 330.62		 90.40   	 412.00		
 68.66   	329.90   	 95.87   	 310.27		 92.04   	 401.83		
 73.24   	345.15   	 97.11   	 279.75		 93.65   	 381.48		
 76.29   	357.36   	 98.23   	 259.41		 95.18   	 361.14		
 77.21   	365.60   	 99.27   	 233.98		 96.62   	 345.88		
 77.21   	370.18   	100.20   	 213.63		 98.01   	 320.45		
 76.29   	372.01   	101.06   	 188.20		 99.29   	 300.10		
 75.38   	372.01   	101.81   	 162.77		100.49   	 274.67		
 74.16   	369.57   	102.46   	 147.51		101.59   	 254.32		
 71.41   	363.46   	103.05   	 116.99		102.60   	 228.89		
 67.44   	352.78   	103.52   	  86.47		103.52   	 203.46		
 61.95   	337.52   	103.87   	  61.04		104.33   	 178.03		
 55.85   	317.38   	104.11   	  30.52		105.05   	 152.59		
 49.74   	293.58   	104.23   	   5.09		105.66   	 127.16		
 43.33   	266.11   	104.25(S)	 -25.43		106.16   	 101.73		
 36.01   	236.21   	104.15   	 -45.78		106.57   	  81.38		
 27.16   	204.77   	103.97   	 -66.12		106.90   	  50.86		
 18.01   	173.65   	103.70   	 -86.47		107.10   	  35.61		
  9.16   	143.43   	103.36   	 -96.64		107.24   	  15.26		
  1.83   	114.14   	102.97   	-111.90		107.30(S)	  -5.09		
 -3.97   	 86.36   	102.52   	-122.07		107.28   	 -25.43		
 -8.54   	 58.90   	102.03   	-127.16		107.18   	 -40.69		
-12.51   	 32.35   	101.53   	-137.33		107.02   	 -61.04		
-17.09   	  7.32   	100.98   	-142.42		106.77   	 -71.21		
-21.67   	-15.87   	100.41   	-157.68		106.49   	 -91.56		
-26.25   	-36.93   	 99.78   	-157.68		106.12   	-106.82		
-30.21   	-55.85   	 99.15   	-157.68		105.70   	-116.99		
-33.26   	-72.33   	 98.51   	-142.42		105.23   	-122.07		
-35.10   	-86.06   	 97.94   	-132.25		104.74   	-127.16		
-36.62   	-96.74   	 97.42   	-116.99		104.23   	-132.25		
-38.15   	-105.29   	 96.95   	 -96.64		103.70   	-132.25		
-39.37   	-111.69   	 96.56   	 -86.47		103.17   	-137.33		
-40.28   	-117.49   	 96.22   	 -81.38		102.62   	-142.42		
-40.59   	-122.07   	 95.89   	 -76.30		102.05   	-147.51		
-39.98   	-126.04   	 95.58   	 -86.47		101.46   	-152.59		
-39.06   	-129.09   	 95.24   	 -96.64		100.85   	-157.68		
-38.15   	-130.62   	 94.85   	-111.90		100.22   	-167.85		
-38.45   	-131.23   	 94.40   	-127.16		 99.55   	-172.94		
-39.37   	-131.23   	 93.90   	-142.42		 98.86   	-188.20		
-40.28   	-131.23   	 93.33   	-162.77		 98.11   	-193.29		
-40.28   	-130.92   	 92.68   	-178.03		 97.33   	-198.37		
-39.67   	-130.00   	 91.96   	-188.20		 96.54   	-208.54		
-38.15   	-128.17   	 91.21   	-198.37		 95.71   	-208.54		
-36.62   	-125.73   	 90.42   	-193.29		 94.87   	-208.54		
-35.71   	-122.68   	 89.64   	-172.94		 94.04   	-193.29		
-34.79   	-120.24   	 88.95   	-122.07		 93.27   	-172.94		
-34.18   	-118.10   	 88.46   	 -55.95		 92.57   	-137.33		
-33.26   	-115.97   	 88.24   	  35.61		 92.02   	 -96.64		
-32.04   	-113.83   	 88.38   	 127.16		 91.64   	 -50.86		
-31.43   	-111.08   	 88.89   	 193.29		 91.43   	 -10.17		
-30.82   	-108.03   	 89.66   	 223.80		 91.39   	  20.35		
-30.82   	-104.98   	 90.56   	 213.63		 91.47   	  40.69		
-31.13   	-102.23   	 91.41   	 142.42		 91.64   	  35.61		
-31.43   	-99.79   	 91.98   	  30.52		 91.78   	   5.09		
-31.13   	-97.35   	 92.11   	-132.25		 91.80   	 -35.61		
-29.91   	-94.60   	 91.58   	-320.45		 91.66   	-106.82		
-28.08   	-91.25   	 90.29   	-523.90		 91.23   	-183.11		
-26.25   	-88.20   	 88.20   	-722.28		 90.50   	-269.58		
-25.02   	-85.75   	 85.31   	-900.30		 89.42   	-366.22		
-25.02   	-84.84   	 81.71   	-1037.64		 87.95   	-447.61		
-25.33   	-84.84   	 77.56   	-1103.76		 86.16   	-513.73		
-25.33   	-84.84   	 73.14   	-1108.85		 84.11   	-559.51		
-24.41   	-83.92   	 68.71   	-1027.46		 81.87   	-569.68		
-22.89   	-82.09   	 64.60   	-879.96		 79.59   	-554.42		
-21.06   	-79.96   	 61.08   	-645.98		 77.38   	-508.65		
-19.84   	-78.13   	 58.49   	-366.22		 75.34   	-422.18		
-20.14   	-77.51   	 57.03   	 -40.69		 73.65   	-315.36		
-21.67   	-78.74   	 56.87   	 284.84		 72.39   	-183.11		
-23.80   	-80.87   	 58.01   	 605.29		 71.66   	 -45.78		
-25.33   	-83.62   	 60.43   	 879.96		 71.47   	  91.56		
-25.63   	-86.06   	 63.95   	1083.41		 71.84   	 233.98		
-25.02   	-87.89   	 68.28   	1220.75		 72.78   	 340.79		
-23.50   	-88.81   	 73.16   	1256.35		 74.14   	 437.43		
-21.97   	-88.81   	 78.19   	1210.58		 75.89   	 498.47		
-21.06   	-89.11   	 83.03   	1078.33		 77.88   	 518.82		
-20.45   	-89.42   	 87.34   	 879.96		 79.96   	 508.65		
-20.14   	-89.72   	 90.86   	 630.72		 81.99   	 473.04		
-19.84   	-90.33   	 93.39   	 371.31		 83.89   	 396.74		
-19.84   	-90.94   	 94.87   	  91.56		 85.47   	 315.36		
-19.23   	-91.25   	 95.24   	-157.68		 86.73   	 208.54		
-18.92   	-91.25   	 94.61   	-381.48		 87.57   	 106.82		
-18.01   	-91.25   	 93.08   	-554.42		 88.00   	  -5.09		
-17.09   	-90.94   	 90.86   	-671.41		 87.98   	 -91.56		
-16.17   	-90.33   	 88.18   	-737.54		 87.61   	-178.03		
-15.26   	-89.72   	 85.23   	-732.45		 86.90   	-233.98		
-14.65   	-89.11   	 82.30   	-676.50		 85.96   	-269.58		
-14.04   	-88.20   	 79.59   	-574.77		 84.88   	-284.84		
-13.12   	-86.98   	 77.29   	-432.35		 83.74   	-279.75		
-11.60   	-85.75   	 75.56   	-264.50		 82.62   	-254.32		
 -9.77   	-85.14   	 74.51   	-101.73		 81.61   	-208.54		
 -8.24   	-85.14   	 74.10   	  61.04		 80.77   	-162.77		
 -7.93   	-86.36   	 74.34   	 188.20		 80.12   	-111.90		
 -8.24   	-87.89   	 75.10   	 284.84		 79.67   	 -55.95		
 -8.85   	-88.81   	 76.24   	 335.71		 79.45   	 -15.26		
 -8.54   	-89.42   	 77.58   	 335.71		 79.39   	  15.26		
 -7.32   	-89.42   	 78.92   	 295.01		 79.45   	  35.61		
 -6.41   	-90.03   	 80.10   	 218.72		 79.59   	  35.61		
 -5.80   	-91.55   	 80.98   	 101.73		 79.74   	  25.43		
 -6.10   	-93.99   	 81.38   	 -35.61		 79.84   	 -10.17		
 -6.71   	-95.83   	 81.24   	-183.11		 79.80   	 -45.78		
 -6.71   	-95.83   	 80.51   	-320.45		 79.61   	 -96.64		
 -6.41   	-93.99   	 79.23   	-457.78		 79.23   	-152.59		
 -5.80   	-90.94   	 77.40   	-564.60		 78.62   	-198.37		
 -5.19   	-88.20   	 75.14   	-640.89		 77.82   	-254.32		
 -4.88   	-86.98   	 72.57   	-671.41		 76.81   	-289.93		
 -4.88   	-88.20   	 69.89   	-671.41		 75.65   	-320.45		
 -5.19   	-90.94   	 67.20   	-625.63		 74.36   	-325.53		
 -5.19   	-93.99   	 64.70   	-544.25		 73.06   	-330.62		
 -4.58   	-96.13   	 62.52   	-422.18		 71.74   	-310.27		
 -3.36   	-97.05   	 60.83   	-284.84		 70.50   	-274.67		
 -1.83   	-96.13   	 59.69   	-137.33		 69.40   	-228.89		
 -0.31   	-93.99   	 59.15   	  15.26		 68.48   	-178.03		
  0.31   	-91.25   	 59.21   	 157.68		 67.77   	-116.99		
  0.61   	-87.89   	 59.84   	 279.75		 67.30   	 -55.95		
  0.61   	-84.84   	 60.96   	 376.40		 67.08   	   0.00		
  0.31   	-82.70   	 62.46   	 442.52		 67.08   	  55.95		
 -0.61   	-82.40   	 64.23   	 467.95		 67.30   	  96.64		
 -1.53   	-82.40   	 66.10   	 462.87		 67.69   	 127.16		
 -2.14   	-82.09   	 67.95   	 422.18		 68.20   	 147.51		
 -1.53   	-80.26   	 69.64   	 350.97		 68.79   	 152.59		
  0.31   	-76.60   	 71.05   	 264.50		 69.40   	 142.42		
  2.75   	-72.63   	 72.11   	 162.77		 69.97   	 127.16		
  4.58   	-69.58   	 72.76   	  50.86		 70.48   	 101.73		
  5.49   	-68.66   	 72.96   	 -40.69		 70.88   	  71.21		
  5.80   	-70.50   	 72.80   	-127.16		 71.17   	  35.61		
  6.10   	-72.94   	 72.29   	-193.29		 71.31   	   5.09		
  7.02   	-73.85   	 71.52   	-228.89		 71.33   	 -20.35		
  8.85   	-72.33   	 70.60   	-233.98		 71.25   	 -45.78		
 10.99   	-68.36   	 69.66   	-218.72		 71.07   	 -55.95		
 12.51   	-63.48   	 68.79   	-178.03		 70.84   	 -55.95		
 13.43   	-58.59   	 68.08   	-122.07		 70.62   	 -55.95		
 14.34   	-53.71   	 67.59   	 -50.86		 70.40   	 -45.78		
 16.17   	-48.52   	 67.39   	  20.35		 70.21   	 -25.43		
 18.92   	-43.33   	 67.47   	  81.38		 70.11   	  -5.09		
 22.28   	-39.37   	 67.79   	 147.51		 70.09   	  20.35		
 25.02   	-36.93   	 68.38   	 183.11		 70.17   	  35.61		
 27.16   	-36.01   	 69.11   	 203.46		 70.32   	  50.86		
 28.69   	-34.79   	 69.93   	 203.46		 70.52   	  66.12		
 30.52   	-32.65   	 70.74   	 188.20		 70.78   	  71.21		
 32.65   	-29.30   	 71.50   	 147.51		 71.07   	  66.12		
 34.48   	-26.55   	 72.09   	  96.64		 71.33   	  61.04		
 35.71   	-24.72   	 72.47   	  35.61		 71.58   	  40.69		
 37.23   	-22.58   	 72.61   	 -40.69		 71.74   	  15.26		
 40.28   	-18.62   	 72.45   	-111.90		 71.80   	  -5.09		
 45.47   	-11.90   	 72.00   	-178.03		 71.78   	 -40.69		
 51.57   	 -4.27   	 71.29   	-239.06		 71.62   	 -66.12		
 56.15   	  2.14   	 70.34   	-284.84		 71.35   	 -96.64		
 58.29   	  5.19   	 69.20   	-320.45		 70.97   	-127.16		
 58.29   	  6.41   	 67.91   	-335.71		 70.46   	-147.51		
 58.29   	  7.02   	 66.57   	-340.79		 69.87   	-162.77		
 59.20   	  8.54   	 65.21   	-320.45		 69.22   	-172.94		
 61.04   	 10.38   	 63.93   	-295.01		 68.52   	-178.03		
 62.56   	 11.60   	 62.75   	-254.32		 67.81   	-178.03		
 63.17   	 12.51   	 61.73   	-203.46		 67.10   	-167.85		
 63.17   	 12.82   	 60.92   	-152.59		 66.43   	-152.59		
 63.17   	 13.73   	 60.30   	-101.73		 65.82   	-137.33		
 62.87   	 14.04   	 59.90   	 -55.95		 65.27   	-122.07		
 61.95   	 13.43   	 59.67   	 -10.17		 64.78   	-101.73		
 60.12   	 12.21   	 59.63   	  20.35		 64.37   	 -81.38		
 58.59   	 11.29   	 59.71   	  40.69		 64.05   	 -66.12		
 57.68   	 11.29   	 59.88   	  50.86		 63.78   	 -55.95		
 58.29   	 12.21   	 60.08   	  55.95		 63.56   	 -40.69		
 59.20   	 12.82   	 60.30   	  40.69		 63.40   	 -35.61		
 59.51   	 11.90   	 60.47   	  25.43		 63.26   	 -30.52		
 58.59   	  9.77   	 60.57   	   5.09		 63.13   	 -25.43		
 56.46   	  6.71   	 60.59   	 -20.35		 63.03   	 -35.61		
 54.02   	  4.27   	 60.51   	 -40.69		 62.89   	 -35.61		
 51.57   	  2.44   	 60.35   	 -61.04		 62.75   	 -35.61		
 49.44   	  1.22   	 60.10   	 -71.21		 62.60   	 -45.78		
 47.91   	  1.22   	 59.82   	 -76.30		 62.42   	 -40.69		
 46.39   	  1.22   	 59.51   	 -71.21		 62.26   	 -45.78		
 45.17   	  1.83   	 59.23   	 -61.04		 62.08   	 -40.69		
 43.95   	  1.83   	 58.98   	 -35.61		 61.91   	 -40.69		
 42.42   	  0.92   	 58.84   	 -15.26		 61.75   	 -25.43		
 40.28   	 -1.83   	 58.78   	  20.35		 61.65   	 -20.35		
 37.54   	 -6.41   	 58.86   	  50.86		 61.57   	  -5.09		
 34.18   	-11.90   	 59.06   	  86.47		 61.55   	  10.17		
 30.52   	-17.40   	 59.41   	 111.90		 61.59   	  20.35		
 27.16   	-22.28   	 59.86   	 137.33		 61.67   	  35.61		
 24.11   	-26.55   	 60.41   	 147.51		 61.81   	  50.86		
 21.36   	-30.52   	 61.00   	 152.59		 62.01   	  50.86		
 18.92   	-33.26   	 61.61   	 147.51		 62.22   	  61.04		
 16.17   	-34.18   	 62.20   	 132.25		 62.46   	  66.12		
 13.73   	-32.65   	 62.73   	 101.73		 62.73   	  61.04		
 10.68   	-29.60   	 63.13   	  81.38		 62.97   	  50.86		
  7.63   	-26.55   	 63.46   	  40.69		 63.17   	  45.78		
  4.58   	-25.02   	 63.62   	  10.17		 63.36   	  35.61		
  1.83   	-25.63   	 63.66   	 -25.43		 63.50   	  25.43		
  0.31   	-27.47   	 63.56   	 -55.95		 63.60   	  10.17		
 -0.31   	-29.30   	 63.34   	 -81.38		 63.64   	  -5.09		
  0.61   	-29.60   	 63.01   	 -96.64		 63.62   	 -20.35		
  3.05   	-27.16   	 62.62   	-111.90		 63.54   	 -30.52		
  6.41   	-20.75   	 62.18   	-116.99		 63.42   	 -35.61		
  9.77   	-10.68   	 61.71   	-116.99		 63.28   	 -50.86		
 12.21   	  1.22   	 61.24   	-116.99		 63.07   	 -55.95		
 11.90   	 10.07   	 60.77   	-106.82		 62.85   	 -55.95		
  9.46   	 13.12   	 60.35   	-106.82		 62.62   	 -66.12		
  6.10   	 10.38   	 59.92   	 -96.64		 62.36   	 -71.21		
  4.58   	  7.02   	 59.53   	 -96.64		 62.08   	 -66.12		
  6.10   	  7.63   	 59.15   	 -91.56		 61.81   	 -76.30		
 10.68   	 12.82   	 58.78   	 -91.56		 61.51   	 -71.21		
 17.40   	 17.40   	 58.41   	 -91.56		 61.22   	 -81.38		
 23.50   	 13.43   	 58.05   	-101.73		 60.89   	 -76.30		
 26.25   	 -3.05   	 57.64   	-101.73		 60.59   	 -86.47		
 25.02   	-26.86   	 57.23   	-116.99		 60.24   	 -86.47		
 21.06   	-48.52   	 56.76   	-116.99		 59.90   	 -91.56		
 16.78   	-59.51   	 56.30   	-132.25		 59.53   	 -91.56		
 13.73   	-57.68   	 55.77   	-132.25		 59.17   	-101.73		
 12.21   	-48.22   	 55.24   	-137.33		 58.76   	 -96.64		
 10.99   	-39.37   	 54.69   	-132.25		 58.37   	-101.73		
  8.54   	-35.71   	 54.16   	-132.25		 57.97   	-101.73		
  5.49   	-36.32   	 53.63   	-127.16		 57.56   	 -96.64		
  1.53   	-36.01   	 53.12   	-111.90		 57.17   	 -96.64		
 -3.05   	-32.35   	 52.68   	 -96.64		 56.79   	 -91.56		
 -8.85   	-26.55   	 52.29   	 -76.30		 56.42   	 -81.38		
-16.17   	-23.80   	 51.98   	 -55.95		 56.09   	 -76.30		
-24.11   	-29.30   	 51.76   	 -40.69		 55.79   	 -66.12		
-31.43   	-43.03   	 51.60   	 -15.26		 55.52   	 -55.95		
-35.40   	-60.12   	 51.54   	   5.09		 55.30   	 -45.78		
-35.40   	-73.85   	 51.56   	  25.43		 55.12   	 -35.61		
-32.04   	-79.65   	 51.66   	  40.69		 54.97   	 -25.43		
-27.16   	-78.13   	 51.82   	  50.86		 54.87   	 -15.26		
-22.89   	-72.63   	 52.02   	  61.04		 54.81   	  -5.09		
-20.45   	-67.75   	 52.27   	  71.21		 54.79   	   5.09		
-19.84   	-64.70   	 52.55   	  76.30		 54.81   	  10.17		
-20.14   	-62.26   	 52.86   	  71.21		 54.85   	  15.26		
-20.75   	-58.59   	 53.14   	  71.21		 54.91   	  25.43		
-21.06   	-53.71   	 53.43   	  71.21		 55.02   	  20.35		
-20.45   	-48.52   	 53.71   	  61.04		 55.10   	  25.43		
-19.23   	-44.86   	 53.96   	  50.86		 55.20   	  30.52		
-18.01   	-43.64   	 54.16   	  45.78		 55.32   	  20.35		
-16.48   	-43.33   	 54.34   	  35.61		 55.40   	  25.43		
-14.95   	-43.95   	 54.49   	  25.43		 55.50   	  20.35		
-14.04   	-45.47   	 54.59   	  20.35		 55.58   	  20.35		
-14.95   	-51.57   	 54.67   	  10.17		 55.67   	  15.26		
-18.62   	-61.65   	 54.71   	   5.09		 55.73   	  10.17		
-24.72   	-67.44   	 54.73   	  -5.09		 55.77   	  10.17		
-30.52   	-50.35   	 54.71   	  -5.09		 55.81   	   5.09		
-31.74   	 13.12   	 54.69   	 -10.17		 55.83   	   0.00		
-23.19   	140.99   	 54.65   	 -15.26		 55.83   	   0.00		
 -1.83   	337.52   	 54.59   	 -15.26		 55.83   	   0.00		
 32.35   	592.65   	 54.53   	 -15.26		 55.83   	  -5.09		
 76.29   	885.62   	 54.47   	 -15.26		 55.81   	  -5.09		
122.99   	1188.05   	 54.40   	 -15.26		 55.79   	 -15.26		
182.19   	1577.15(R)	 54.34   	   0.00		 55.73   	  -5.09		
174.87   	1490.78   	 54.34   	   0.00		 55.71   	  -5.09		
140.69   	1163.94   	 54.34   	  -5.09		 55.69   	  -5.09		
 90.33   	672.61   	 54.32   	 -15.26		 55.67   	 -10.17		
 40.59   	175.48   	 54.26   	 -25.43		 55.63   	 -15.26		
  5.49   	-169.68   	 54.16   	 -40.69		 55.56   	 -20.35		
-10.68   	-299.38   	 54.00   	 -66.12		 55.48   	 -30.52		
-13.73   	-266.11   	 53.73   	 -81.38		 55.36   	 -40.69		
-11.60   	-175.48   	 53.41   	-106.82		 55.20   	 -45.78		
 -9.16   	-106.81   	 52.98   	-122.07		 55.02   	 -61.04		
 -7.02   	-78.43   	 52.49   	-142.42		 54.77   	 -66.12		
 -2.75   	-70.19   	 51.92   	-147.51		 54.51   	 -76.30		
  1.83   	-59.51   	 51.33   	-157.68		 54.20   	 -86.47		
  4.58   	-41.50   	 50.70   	-152.59		 53.86   	 -86.47		
  3.66   	-22.58   	 50.09   	-147.51		 53.51   	 -86.47		
  0.31   	 -9.16   	 49.50   	-132.25		 53.16   	 -91.56		
 -0.92   	 -0.92   	 48.97   	-111.90		 52.80   	 -86.47		
  2.44   	  4.27   	 48.52   	 -86.47		 52.45   	 -81.38		
  9.16   	  7.93   	 48.18   	 -55.95		 52.13   	 -71.21		
 15.87   	 11.29   	 47.96   	 -25.43		 51.84   	 -66.12		
 18.92   	 14.65   	 47.85(D)	   5.09		 51.58   	 -50.86		
 17.40   	 17.09   	 47.87   	  40.69		 51.37   	 -40.69		
 13.43   	 17.09   	 48.04   	  71.21		 51.21   	 -30.52		
  9.46   	 16.17   	 48.32   	 101.73		 51.09   	 -20.35		
  8.54   	 17.09   	 48.73   	 137.33		 51.01(D)	   0.00		
  9.77   	 21.36   	 49.28   	 167.85		 51.01   	   5.09		
 11.90   	 27.16   	 49.95   	 198.37		 51.03   	  25.43		
 12.51   	 32.04   	 50.74   	 228.89		 51.13   	  35.61		
 10.99   	 34.18   	 51.66   	 259.41		 51.27   	  50.86		
  7.32   	 33.57   	 52.70   	 300.10		 51.47   	  71.21		
  2.75   	 30.52   	 53.90   	 325.53		 51.76   	  96.64		
 -2.44   	 25.94   	 55.20   	 356.05		 52.15   	 111.90		
 -8.54   	 20.45   	 56.62   	 386.57		 52.59   	 142.42		
-14.95   	 16.17   	 58.17   	 406.92		 53.16   	 167.85		
-21.67   	 14.34   	 59.80   	 422.18		 53.83   	 193.29		
-27.47   	 14.95   	 61.49   	 432.35		 54.61   	 218.72		
-32.65   	 16.17   	 63.21   	 432.35		 55.48   	 249.24		
-36.62   	 17.40   	 64.94   	 437.43		 56.48   	 274.67		
-39.06   	 18.01   	 66.69   	 422.18		 57.58   	 300.10		
-39.98   	 19.53   	 68.38   	 412.00		 58.78   	 320.45		
-39.06   	 23.80   	 70.03   	 391.66		 60.06   	 340.79		
-36.62   	 32.04   	 71.60   	 371.31		 61.42   	 356.05		
-33.26   	 43.33   	 73.08   	 350.97		 62.85   	 371.31		
-29.91   	 55.54   	 74.49   	 320.45		 64.33   	 376.40		
-27.47   	 67.44   	 75.77   	 305.19		 65.84   	 381.48		
-25.94   	 77.82   	 76.99   	 289.93		 67.36   	 381.48		
-24.41   	 87.28   	 78.15   	 284.84		 68.89   	 386.57		
-21.97   	 97.66   	 79.29   	 284.84		 70.44   	 386.57		
-18.31   	109.56   	 80.43   	 289.93		 71.98   	 391.66		
-13.43   	123.29   	 81.59   	 305.19		 73.55   	 396.74		
 -7.93   	138.85   	 82.81   	 315.36		 75.14   	 396.74		
 -2.44   	156.56   	 84.07   	 325.53		 76.72   	 396.74		
  3.05   	175.78   	 85.37   	 325.53		 78.31   	 396.74		
  8.24   	196.53   	 86.67   	 330.62		 79.90   	 396.74		
 14.04   	218.20   	 88.00   	 320.45		 81.48   	 391.66		
 20.45   	240.17   	 89.28   	 300.10		 83.05   	 386.57		
 26.86   	261.84   	 90.48   	 284.84		 84.60   	 381.48		
 33.26   	283.51   	 91.62   	 264.50		 86.12   	 366.22		
 38.76   	304.26   	 92.68   	 244.15		 87.59   	 356.05		
 43.64   	324.71   	 93.65   	 223.80		 89.01   	 345.88		
 48.52   	344.85   	 94.55   	 208.54		 90.40   	 335.71		
 54.02   	364.38   	 95.38   	 193.29		 91.74   	 315.36		
