  I     	  II     	  LV     	  LV'		  FA     	  FA'		
-37.54   	-60.73   	162.38   	-320.45		167.32   	-350.97		
-35.40   	-59.81   	161.10   	-356.05		165.92   	-376.40		
-30.52   	-57.68   	159.67   	-396.74		164.41   	-396.74		
-23.19   	-54.02   	158.09   	-442.52		162.83   	-422.18		
-17.40   	-50.66   	156.32   	-498.47		161.14   	-452.69		
-15.87   	-49.44   	154.32   	-554.42		159.33   	-478.13		
-19.23   	-51.57   	152.11   	-620.55		157.42   	-503.56		
-24.41   	-54.93   	149.62   	-691.76		155.40   	-539.16		
-26.55   	-56.46   	146.86   	-778.23		153.24   	-579.86		
-24.11   	-54.63   	143.74   	-859.61		150.93   	-615.46		
-19.84   	-50.35   	140.30   	-951.17		148.46   	-630.72		
-18.31   	-46.39   	136.50   	-1037.64		145.94   	-630.72		
-22.58   	-45.78   	132.35   	-1119.02		143.42   	-630.72		
-29.91   	-48.22   	127.87   	-1200.40		140.89   	-640.89		
-35.40   	-52.49   	123.07   	-1261.44		138.33   	-625.63		
-36.01   	-56.46   	118.03   	-1312.30		135.83   	-584.94		
-32.04   	-59.20   	112.78   	-1353.00		133.49   	-503.56		
-27.77   	-60.42   	107.36   	-1378.43		131.47   	-396.74		
-27.16   	-59.81   	101.85   	-1383.51		129.89   	-315.36		
-30.21   	-58.29   	 96.32   	-1383.51		128.63   	-274.67		
-35.71   	-57.37   	 90.78   	-1363.17		127.53   	-279.75		
-40.59   	-58.59   	 85.33   	-1337.74		126.41   	-300.10		
-42.72   	-61.65   	 79.98   	-1302.13		125.21   	-315.36		
-41.50   	-64.39   	 74.77   	-1251.27		123.95   	-310.27		
-37.54   	-64.70   	 69.77   	-1205.49		122.71   	-284.84		
-32.65   	-61.65   	 64.94   	-1149.54		121.57   	-264.50		
-29.60   	-57.37   	 60.35   	-1088.50		120.51   	-249.24		
-29.30   	-54.63   	 55.99   	-1032.55		119.51   	-218.72		
-30.21   	-54.32   	 51.86   	-971.51		118.64   	-203.46		
-30.52   	-56.46   	 47.98   	-910.47		117.82   	-198.37		
-29.30   	-58.59   	 44.33   	-844.35		117.03   	-188.20		
-26.86   	-60.12   	 40.96   	-793.49		116.28   	-178.03		
-25.94   	-61.34   	 37.78   	-732.45		115.56   	-172.94		
-27.16   	-63.78   	 34.85   	-676.50		114.87   	-162.77		
-30.21   	-68.05   	 32.15   	-630.72		114.22   	-147.51		
-32.35   	-72.63   	 29.62   	-579.86		113.63   	-152.59		
-32.04   	-76.29   	 27.30   	-534.08		113.02   	-142.42		
-30.52   	-77.21   	 25.17   	-498.47		112.45   	-132.25		
-28.99   	-77.21   	 23.17   	-457.78		111.92   	-127.16		
-28.69   	-77.21   	 21.34   	-417.09		111.41   	-127.16		
-29.60   	-78.13   	 19.67   	-386.57		110.90   	-122.07		
-30.82   	-79.65   	 18.13   	-356.05		110.42   	-116.99		
-31.13   	-81.48   	 16.70   	-325.53		109.95   	-111.90		
-31.74   	-84.23   	 15.40   	-295.01		109.50   	-106.82		
-32.96   	-87.89   	 14.22   	-269.58		109.07   	 -96.64		
-34.79   	-91.86   	 13.14   	-244.15		108.69   	-106.82		
-35.71   	-93.99   	 12.17   	-223.80		108.26   	-101.73		
-34.79   	-91.86   	 11.27   	-198.37		107.85   	-101.73		
-31.74   	-85.14   	 10.48   	-172.94		107.45   	 -96.64		
-27.16   	-74.77   	  9.79   	-157.68		107.06   	 -91.56		
-22.58   	-63.48   	  9.16   	-142.42		106.69   	 -91.56		
-19.84   	-53.41   	  8.59   	-122.07		106.33   	 -81.38		
-18.92   	-45.17   	  8.10   	-106.82		106.00   	 -91.56		
-19.84   	-39.06   	  7.67   	 -96.64		105.64   	 -96.64		
-19.84   	-34.48   	  7.28   	 -81.38		105.25   	 -96.64		
-17.09   	-31.74   	  6.96   	 -66.12		104.86   	 -96.64		
-10.99   	-29.30   	  6.69   	 -61.04		104.48   	 -86.47		
 -3.36   	-25.02   	  6.45   	 -45.78		104.13   	 -86.47		
  2.44   	-17.09   	  6.27   	 -40.69		103.78   	 -96.64		
  3.97   	 -5.80   	  6.10   	 -30.52		103.40   	 -91.56		
  2.75   	  8.85   	  5.98   	 -25.43		103.03   	 -86.47		
  2.14   	 25.94   	  5.88   	 -15.26		102.69   	 -86.47		
  6.10   	 43.03   	  5.82   	 -10.17		102.34   	 -91.56		
 14.65   	 54.02   	  5.78   	 -10.17		101.97   	 -81.38		
 25.33   	 52.19   	  5.74   	   0.00		101.65   	 -81.38		
 34.79   	 34.18   	  5.74   	   0.00		101.32   	 -76.30		
 41.50   	  5.19   	  5.74   	   5.09		101.02   	 -81.38		
 44.56   	-24.41   	  5.76   	  10.17		100.69   	 -81.38		
 43.33   	-45.47   	  5.80   	  10.17		100.37   	 -76.30		
 36.32   	-55.85   	  5.84   	  15.26		100.06   	 -71.21		
 23.19   	-58.29   	  5.90   	  10.17		 99.78   	 -71.21		
  6.41   	-58.59   	  5.94   	  15.26		 99.49   	 -76.30		
 -9.77   	-59.81   	  6.00   	  15.26		 99.19   	 -81.38		
-22.58   	-64.39   	  6.06   	  15.26		 98.86   	 -71.21		
-30.82   	-74.46   	  6.12   	  10.17		 98.58   	 -71.21		
-35.40   	-90.94   	  6.16   	  15.26		 98.29   	 -71.21		
-38.15   	-110.78   	  6.23   	  10.17		 98.01   	 -76.30		
-40.89   	-127.26   	  6.27   	  15.26		 97.70   	 -71.21		
-43.64   	-135.50   	  6.33   	  15.26		 97.42   	 -71.21		
-45.78   	-134.28   	  6.39   	  10.17		 97.13   	 -71.21		
-46.69   	-127.26   	  6.43   	  15.26		 96.85   	 -66.12		
-46.08   	-120.54   	  6.49   	  20.35		 96.58   	 -66.12		
-44.25   	-116.88   	  6.57   	  15.26		 96.32   	 -66.12		
-43.64   	-116.88   	  6.63   	  15.26		 96.05   	 -66.12		
-46.39   	-118.71   	  6.69   	  20.35		 95.79   	 -66.12		
-51.27   	-121.15   	  6.78   	  20.35		 95.52   	 -71.21		
-56.15   	-122.68   	  6.86   	  15.26		 95.24   	 -76.30		
-57.68   	-123.60   	  6.92   	  20.35		 94.93   	 -71.21		
-56.15   	-125.12   	  7.00   	  15.26		 94.65   	 -81.38		
-55.54   	-130.92   	  7.06   	  15.26		 94.32   	 -86.47		
-61.65   	-145.87   	  7.12   	  10.17		 93.98   	 -91.56		
-79.65   	-174.56   	  7.16   	  15.26		 93.61   	 -86.47		
-109.86   	-215.15   	  7.22   	  10.17		 93.27   	 -76.30		
-142.21   	-256.65   	  7.26   	  10.17		 92.96   	 -76.30		
-159.30   	-280.46   	  7.30   	  10.17		 92.65   	 -71.21		
-140.08   	-265.81   	  7.34   	  20.35		 92.37   	 -76.30		
-67.75   	-198.67   	  7.43   	  20.35		 92.06   	 -76.30		
 62.26   	-78.43   	  7.51   	  25.43		 91.76   	 -71.21		
237.43   	 86.98   	  7.61   	  30.52		 91.47   	 -61.04		
425.42   	289.00   	  7.73   	  40.69		 91.23   	 -71.21		
581.36   	527.34   	  7.89   	  45.78		 90.95   	 -66.12		
661.93   	789.18   	  8.08   	 101.73		 90.68   	-137.33		
525.21   	1149.60(R)	  8.48   	  50.86		 90.13   	 -66.12		
352.48   	1107.79   	  8.69   	  50.86		 89.87   	 -55.95		
175.48   	895.08   	  8.89   	  55.95		 89.64   	 -55.95		
 34.79   	587.16   	  9.11   	  55.95		 89.42   	 -61.04		
-57.98   	297.85   	  9.34   	  61.04		 89.18   	 -55.95		
-115.05   	102.84   	  9.58   	  61.04		 88.95   	 -61.04		
-156.86   	  9.46   	  9.83   	  76.30		 88.71   	 -55.95		
-191.96   	-17.70   	 10.13   	  91.56		 88.48   	 -66.12		
-213.93   	-18.31   	 10.50   	 122.07		 88.22   	 -66.12		
-212.71   	-14.04   	 10.99   	 157.68		 87.95   	 -76.30		
-187.38   	-12.51   	 11.62   	 208.54		 87.65   	 -81.38		
-149.54   	-19.23   	 12.45   	 269.58		 87.32   	 -81.38		
-113.83   	-39.98   	 13.53   	 345.88		 87.00   	 -81.38		
-89.42   	-73.85   	 14.91   	 432.35		 86.67   	 -81.38		
-76.29   	-108.64   	 16.64   	 539.16		 86.35   	 -91.56		
-69.58   	-131.84   	 18.80   	 645.98		 85.98   	 -91.56		
-65.31   	-141.91   	 21.38   	 762.97		 85.62   	 -91.56		
-62.26   	-145.26   	 24.44   	 885.04		 85.25   	 -81.38		
-59.81   	-148.62   	 27.98   	1007.12		 84.92   	 -76.30		
-57.68   	-152.89   	 32.00   	1129.19		 84.62   	 -76.30		
-55.54   	-155.64   	 36.52   	1241.09		 84.31   	 -71.21		
-54.02   	-155.64   	 41.49   	1347.91		 84.03   	 -61.04		
-54.02   	-153.81   	 46.88   	1439.47		 83.78   	 -61.04		
-55.24   	-152.59   	 52.63   	1515.76		 83.54   	 -45.78		
-56.46   	-152.89   	 58.70   	1581.89		 83.36   	 -30.52		
-55.54   	-154.42   	 65.03   	1632.75		 83.23   	 -10.17		
-51.88   	-155.64   	 71.56   	1653.10		 83.19   	  10.17		
-48.22   	-155.64   	 78.17   	1648.01		 83.23   	  20.35		
-46.69   	-155.94   	 84.76   	1627.66		 83.32   	  25.43		
-47.91   	-156.86   	 91.27   	1576.80		 83.42   	  45.78		
-50.05   	-159.00   	 97.58   	1495.42		 83.60   	 106.82		
-50.35   	-160.52   	103.56   	1398.77		 84.03   	 193.29		
-46.69   	-159.30   	109.16   	1286.87		 84.80   	 335.71		
-39.98   	-155.33   	114.30   	1159.71		 86.14   	 559.51		
-33.57   	-149.23   	118.94   	1022.38		 88.38   	 829.09		
-30.21   	-143.43   	123.03   	 900.30		 91.70   	1093.59		
-31.13   	-139.77   	126.63   	 783.31		 96.07   	1251.27		
-34.48   	-138.24   	129.77   	 671.41		101.08   	1236.01		
-37.54   	-137.94   	132.45   	 579.86		106.02   	1073.24		
-36.93   	-137.94   	134.77   	 508.65		110.31   	 895.22		
-32.65   	-138.24   	136.81   	 447.61		113.90   	 768.05		
-27.77   	-139.47   	138.60   	 406.92		116.97   	 722.28		
-24.72   	-141.60   	140.22   	 376.40		119.86   	 717.19		
-24.11   	-143.13   	141.73   	 350.97		122.73   	 722.28		
-24.72   	-142.52   	143.13   	 340.79		125.61   	 732.45		
-23.80   	-138.85   	144.50   	 330.62		128.54   	 732.45		
-20.75   	-131.84   	145.82   	 315.36		131.47   	 778.23		
-16.17   	-122.68   	147.08   	 305.19		134.59   	 818.92		
-11.90   	-114.44   	148.30   	 284.84		137.86   	 788.40		
 -9.77   	-109.86   	149.44   	 274.67		141.02   	 701.93		
-10.07   	-109.25   	150.54   	 249.24		143.82   	 661.24		
-11.29   	-109.86   	151.54   	 228.89		146.47   	 681.58		
-10.38   	-107.42   	152.45   	 203.46		149.20   	 681.58		
 -6.41   	-100.10   	153.26   	 172.94		151.92   	 564.60		
 -0.31   	-89.42   	153.96   	 157.68		154.18   	 467.95		
  5.19   	-79.35   	154.59   	 127.16		156.05   	 478.13		
  7.93   	-72.94   	155.10   	 106.82		157.96   	 473.04		
  8.54   	-69.89   	155.52   	  91.56		159.86   	 406.92		
  8.54   	-66.53   	155.89   	  76.30		161.48   	 335.71		
  9.77   	-60.73   	156.19   	  66.12		162.83   	 340.79		
 11.90   	-50.96   	156.46   	  66.12		164.19   	 340.79		
 14.65   	-39.37   	156.72   	  61.04		165.55   	 300.10		
 16.78   	-28.38   	156.97   	  71.21		166.75   	 259.41		
 18.31   	-18.92   	157.25   	  76.30		167.79   	 233.98		
 19.23   	-10.99   	157.56   	  96.64		168.73   	 183.11		
 18.92   	 -3.66   	157.94   	 101.73		169.46   	 147.51		
 18.62   	  2.75   	158.35   	 116.99		170.05   	 157.68		
 18.01   	  8.54   	158.82   	 116.99		170.68   	 172.94		
 18.01   	 12.51   	159.29   	 116.99		171.37   	 142.42		
 18.31   	 15.87   	159.76   	 111.90		171.94   	  81.38		
 18.62   	 19.23   	160.20   	  96.64		172.27   	  30.52		
 18.01   	 21.36   	160.59   	  76.30		172.39   	  35.61		
 15.56   	 20.45   	160.89   	  55.95		172.53   	  40.69		
 10.99   	 15.87   	161.12   	  30.52		172.70   	  35.61		
  4.88   	  8.24   	161.24   	   5.09		172.84   	  15.26		
 -1.53   	 -1.53   	161.26(S)	 -25.43		172.90(S)	 -25.43		
 -7.32   	-11.60   	161.16   	 -40.69		172.80   	 -61.04		
-12.21   	-22.28   	161.00   	 -66.12		172.55   	 -81.38		
-16.78   	-33.26   	160.73   	 -81.38		172.23   	-101.73		
-21.67   	-43.64   	160.41   	 -96.64		171.82   	-122.07		
-27.77   	-51.27   	160.02   	-116.99		171.33   	-152.59		
-33.26   	-56.15   	159.55   	-137.33		170.72   	-183.11		
-38.45   	-58.29   	159.00   	-152.59		169.99   	-213.63		
-42.72   	-60.12   	158.39   	-183.11		169.13   	-233.98		
-45.17   	-62.26   	157.66   	-208.54		168.20   	-269.58		
-44.86   	-63.78   	156.83   	-244.15		167.12   	-289.93		
-41.50   	-63.48   	155.85   	-284.84		165.96   	-310.27		
-37.84   	-61.34   	154.71   	-325.53		164.72   	-335.71		
-35.71   	-58.59   	153.41   	-381.48		163.38   	-381.48		
-37.84   	-57.37   	151.88   	-437.43		161.85   	-417.09		
-42.72   	-59.20   	150.13   	-503.56		160.18   	-452.69		
-47.00   	-62.56   	148.12   	-569.68		158.37   	-498.47		
-47.61   	-65.61   	145.84   	-651.07		156.38   	-534.08		
-43.95   	-65.92   	143.23   	-732.45		154.24   	-584.94		
-37.54   	-62.56   	140.30   	-818.92		151.90   	-635.81		
-32.35   	-55.85   	137.03   	-910.47		149.36   	-661.24		
-31.13   	-47.91   	133.39   	-996.94		146.71   	-671.41		
-35.40   	-42.11   	129.40   	-1088.50		144.03   	-686.67		
-42.42   	-41.20   	125.05   	-1164.80		141.28   	-691.76		
-48.52   	-44.25   	120.39   	-1236.01		138.51   	-681.58		
-50.96   	-48.83   	115.44   	-1291.96		135.79   	-635.81		
-48.83   	-52.49   	110.27   	-1342.82		133.24   	-559.51		
-44.86   	-52.49   	104.90   	-1363.17		131.01   	-462.87		
-40.89   	-48.22   	 99.45   	-1383.51		129.16   	-366.22		
-37.54   	-39.98   	 93.92   	-1383.51		127.69   	-300.10		
-32.96   	-28.38   	 88.38   	-1368.26		126.49   	-264.50		
-25.94   	-16.78   	 82.91   	-1347.91		125.43   	-269.58		
-17.70   	-14.34   	 77.52   	-1312.30		124.35   	-284.84		
-11.90   	-34.18   	 72.27   	-1266.53		123.21   	-279.75		
-13.73   	-86.06   	 67.20   	-1215.66		122.10   	-254.32		
-25.63   	-169.68   	 62.34   	-1159.71		121.08   	-233.98		
-47.91   	-272.83   	 57.70   	-1103.76		120.14   	-208.54		
-76.60   	-379.03   	 53.29   	-1042.72		119.31   	-193.29		
-106.51   	-476.07   	 49.11   	-976.60		118.53   	-183.11		
-135.19   	-561.52   	 45.21   	-920.65		117.80   	-178.03		
-160.22   	-639.04   	 41.53   	-854.52		117.09   	-162.77		
-178.83   	-714.11   	 38.11   	-793.49		116.44   	-157.68		
-187.68   	-789.79   	 34.93   	-737.54		115.81   	-147.51		
-182.19   	-867.31   	 31.98   	-681.58		115.22   	-142.42		
-161.13   	-950.01   	 29.26   	-630.72		114.65   	-137.33		
-127.87   	-1038.51   	 26.73   	-584.94		114.10   	-142.42		
-90.03   	-1123.35   	 24.39   	-534.08		113.53   	-137.33		
-56.76   	-1184.69   	 22.26   	-493.39		112.98   	-142.42		
-36.32   	-1194.15   	 20.28   	-452.69		112.41   	-127.16		
-36.01   	-1129.76   	 18.47   	-417.09		111.90   	-111.90		
-58.29   	-988.77   	 16.81   	-376.40		111.45   	-101.73		
-99.79   	-793.46   	 15.30   	-340.79		111.05   	-106.82		
-151.06   	-582.89   	 13.94   	-300.10		110.62   	-106.82		
-201.11   	-395.81   	 12.74   	-259.41		110.19   	 -96.64		
-242.31   	-258.18   	 11.70   	-213.63		109.81   	 -96.64		
-273.13   	-177.31   	 10.84   	-167.85		109.42   	 -86.47		
-295.41   	-143.13   	 10.17   	-116.99		109.07   	 -81.38		
-308.84   	-135.80   	  9.70   	 -71.21		108.75   	 -76.30		
-310.06   	-133.97   	  9.42   	 -15.26		108.44   	 -86.47		
-298.77   	-124.21   	  9.36(D)	  35.61		108.10   	 -81.38		
-277.10   	-106.20   	  9.50   	  86.47		107.77   	 -71.21		
-249.63   	-87.28   	  9.85   	 142.42		107.49   	 -66.12		
-220.64   	-73.24   	 10.42   	 193.29		107.22   	 -66.12		
-189.82   	-60.12   	 11.19   	 254.32		106.96   	 -71.21		
-156.56   	-36.93   	 12.21   	 310.27		106.67   	 -66.12		
-120.24   	  4.88   	 13.45   	 371.31		106.41   	 -61.04		
-81.79   	 61.95   	 14.93   	 437.43		106.16   	 -76.30		
-44.25   	122.38   	 16.68   	 498.47		105.86   	 -81.38		
-10.99   	171.81   	 18.68   	 564.60		105.53   	 -76.30		
 15.87   	201.11   	 20.94   	 625.63		105.23   	 -76.30		
 35.10   	208.13   	 23.44   	 686.67		104.92   	 -66.12		
 47.30   	195.92   	 26.19   	 732.45		104.66   	 -66.12		
 54.32   	173.95   	 29.11   	 778.23		104.39   	 -55.95		
 59.51   	154.11   	 32.23   	 813.83		104.17   	 -35.61		
 64.39   	148.01   	 35.48   	 844.35		104.03   	 -15.26		
 70.50   	160.22   	 38.86   	 869.78		103.97   	 -20.35		
 79.04   	186.77   	 42.34   	 890.13		103.89   	 -35.61		
 91.55   	217.29   	 45.90   	 900.30		103.74   	 -55.95		
104.98   	240.48   	 49.50   	 910.47		103.52   	 -61.04		
114.14   	251.46   	 53.14   	 915.56		103.28   	 -76.30		
114.44   	254.52   	 56.81   	 915.56		102.97   	 -81.38		
106.20   	260.62   	 60.47   	 905.39		102.64   	 -81.38		
 95.21   	279.24   	 64.09   	 900.30		102.32   	 -76.30		
 88.50   	312.50   	 67.69   	 885.04		102.01   	 -76.30		
 89.42   	351.87   	 71.23   	 859.61		101.71   	 -76.30		
 96.13   	386.66   	 74.67   	 829.09		101.40   	 -61.04		
104.06   	411.07   	 77.99   	 798.57		101.16   	 -61.04		
109.86   	428.16   	 81.18   	 752.79		100.92   	 -55.95		
114.44   	447.08   	 84.19   	 712.10		100.69   	 -50.86		
118.41   	474.55   	 87.04   	 666.32		100.49   	 -50.86		
123.90   	511.17   	 89.70   	 610.37		100.28   	 -35.61		
132.14   	553.59   	 92.15   	 564.60		100.14   	 -20.35		
144.04   	597.23   	 94.40   	 513.73		100.06   	   0.00		
159.30   	642.09   	 96.46   	 467.95		100.06   	  15.26		
176.70   	688.78   	 98.33   	 412.00		100.12   	  40.69		
193.18   	736.39   	 99.98   	 371.31		100.28   	  55.95		
206.30   	783.69   	101.46   	 325.53		100.51   	  76.30		
216.67   	828.55   	102.77   	 284.84		100.81   	  96.64		
226.44   	870.67   	103.91   	 249.24		101.20   	 127.16		
238.04   	910.95   	104.90   	 213.63		101.71   	 132.25		
251.77   	949.71   	105.76   	 183.11		102.24   	 142.42		
265.50   	986.02   	106.49   	 152.59		102.81   	 147.51		
275.57   	1017.76   	107.10   	 127.16		103.40   	 147.51		
280.76   	1043.09   	107.61   	  96.64		103.99   	 152.59		
280.76   	1059.27   	108.00   	  71.21		104.60   	 157.68		
278.32   	1064.15   	108.28   	  45.78		105.23   	 147.51		
274.66   	1056.82   	108.46   	  15.26		105.82   	 137.33		
271.00   	1036.68   	108.52   	 -10.17		106.37   	 127.16		
266.72   	1005.55   	108.48   	 -35.61		106.88   	 127.16		
260.01   	964.97   	108.34   	 -71.21		107.39   	 116.99		
250.55   	916.44   	108.06   	 -96.64		107.85   	 101.73		
238.04   	860.60   	107.67   	-127.16		108.26   	  86.47		
223.69   	797.73   	107.16   	-157.68		108.61   	  81.38		
209.66   	729.37   	106.53   	-188.20		108.93   	  50.86		
195.62   	658.87   	105.78   	-208.54		109.13   	  15.26		
181.58   	588.68   	104.94   	-244.15		109.20   	  -5.09		
166.63   	520.63   	103.97   	-264.50		109.18   	 -30.52		
150.15   	454.41   	102.91   	-289.93		109.05   	 -50.86		
133.67   	390.63   	101.75   	-315.36		108.85   	 -81.38		
117.80   	331.12   	100.49   	-340.79		108.52   	 -96.64		
102.54   	278.02   	 99.12   	-371.31		108.14   	-111.90		
 88.50   	232.54   	 97.64   	-401.83		107.69   	-142.42		
 74.77   	193.18   	 96.03   	-432.35		107.12   	-157.68		
 61.65   	156.86   	 94.30   	-462.87		106.49   	-183.11		
 48.52   	121.15   	 92.45   	-498.47		105.76   	-203.46		
 34.79   	 86.67   	 90.46   	-534.08		104.94   	-218.72		
 20.14   	 56.76   	 88.32   	-574.77		104.07   	-228.89		
  5.80   	 31.74   	 86.02   	-600.20		103.15   	-249.24		
 -7.02   	 11.29   	 83.62   	-630.72		102.16   	-259.41		
-16.17   	 -6.10   	 81.10   	-661.24		101.12   	-254.32		
-21.36   	-21.36   	 78.45   	-676.50		100.10   	-254.32		
-23.80   	-34.18   	 75.75   	-696.84		 99.08   	-239.06		
-25.63   	-44.25   	 72.96   	-701.93		 98.13   	-218.72		
-29.91   	-52.49   	 70.15   	-712.10		 97.25   	-183.11		
-37.54   	-59.20   	 67.30   	-712.10		 96.52   	-142.42		
-46.69   	-65.31   	 64.46   	-712.10		 95.95   	-106.82		
-54.93   	-71.11   	 61.61   	-696.84		 95.52   	 -86.47		
-58.90   	-75.68   	 58.82   	-691.76		 95.18   	 -86.47		
-59.20   	-79.65   	 56.05   	-671.41		 94.83   	 -91.56		
-56.46   	-82.40   	 53.37   	-656.15		 94.47   	 -96.64		
-53.10   	-84.53   	 50.74   	-640.89		 94.08   	 -96.64		
-50.35   	-86.36   	 48.18   	-620.55		 93.69   	 -91.56		
-49.13   	-88.20   	 45.70   	-600.20		 93.33   	 -91.56		
-51.57   	-90.64   	 43.30   	-584.94		 92.96   	 -96.64		
-57.68   	-93.08   	 40.96   	-564.60		 92.57   	 -96.64		
-65.92   	-95.52   	 38.70   	-549.34		 92.19   	-101.73		
-71.41   	-97.05   	 36.50   	-534.08		 91.78   	-101.73		
-70.80   	-97.96   	 34.36   	-513.73		 91.37   	 -96.64		
-65.31   	-98.88   	 32.31   	-498.47		 90.99   	 -76.30		
-59.51   	-100.10   	 30.32   	-478.13		 90.68   	 -66.12		
-57.07   	-101.93   	 28.40   	-457.78		 90.42   	 -66.12		
-58.59   	-103.76   	 26.57   	-432.35		 90.15   	 -61.04		
-60.73   	-105.59   	 24.84   	-406.92		 89.91   	 -55.95		
-60.12   	-107.42   	 23.21   	-376.40		 89.68   	 -61.04		
-56.76   	-108.95   	 21.71   	-345.88		 89.44   	 -66.12		
-54.02   	-110.78   	 20.33   	-320.45		 89.18   	 -55.95		
-55.24   	-114.14   	 19.04   	-284.84		 88.95   	 -61.04		
-59.81   	-119.02   	 17.90   	-254.32		 88.71   	 -55.95		
-64.39   	-124.21   	 16.89   	-223.80		 88.48   	 -55.95		
-65.31   	-128.48   	 15.99   	-198.37		 88.26   	 -50.86		
-61.65   	-130.00   	 15.20   	-167.85		 88.06   	 -50.86		
-56.15   	-129.09   	 14.53   	-152.59		 87.85   	 -45.78		
-53.10   	-126.34   	 13.92   	-127.16		 87.67   	 -35.61		
-54.93   	-124.21   	 13.41   	-111.90		 87.53   	 -40.69		
-60.12   	-123.90   	 12.96   	-101.73		 87.36   	 -40.69		
-65.61   	-125.12   	 12.55   	 -86.47		 87.20   	 -35.61		
-68.36   	-128.17   	 12.21   	 -81.38		 87.06   	 -35.61		
-67.44   	-130.92   	 11.88   	 -71.21		 86.92   	 -30.52		
-64.39   	-133.06   	 11.60   	 -71.21		 86.80   	 -20.35		
-61.04   	-133.06   	 11.31   	 -61.04		 86.71   	 -20.35		
-59.51   	-131.84   	 11.07   	 -61.04		 86.63   	 -30.52		
-60.73   	-131.53   	 10.82   	 -55.95		 86.51   	 -30.52		
-64.09   	-133.06   	 10.60   	 -45.78		 86.39   	 -30.52		
-67.75   	-136.11   	 10.42   	 -40.69		 86.27   	 -25.43		
-69.58   	-139.16   	 10.25   	 -35.61		 86.16   	 -25.43		
-68.36   	-140.69   	 10.11   	 -20.35		 86.06   	 -25.43		
-64.39   	-140.69   	 10.03   	 -10.17		 85.96   	 -25.43		
-60.42   	-140.69   	  9.99   	   0.00		 85.86   	 -25.43		
-58.90   	-142.82   	  9.99   	  10.17		 85.76   	 -30.52		
-61.95   	-147.09   	 10.03   	  20.35		 85.64   	 -30.52		
-67.75   	-151.98   	 10.11   	  30.52		 85.51   	 -30.52		
-72.63   	-154.72   	 10.23   	  35.61		 85.39   	 -30.52		
-72.94   	-154.72   	 10.38   	  35.61		 85.27   	 -30.52		
-67.75   	-151.67   	 10.52   	  40.69		 85.15   	 -25.43		
-61.04   	-148.62   	 10.68   	  40.69		 85.05   	 -30.52		
-57.37   	-146.48   	 10.84   	  40.69		 84.92   	 -25.43		
-58.90   	-145.57   	 11.01   	  40.69		 84.82   	 -25.43		
-63.48   	-144.65   	 11.17   	  35.61		 84.72   	 -20.35		
-67.75   	-144.04   	 11.31   	  30.52		 84.64   	 -15.26		
-68.66   	-143.74   	 11.43   	  25.43		 84.58   	 -20.35		
-65.92   	-143.43   	 11.54   	  25.43		 84.50   	 -20.35		
-62.26   	-143.43   	 11.64   	  20.35		 84.41   	 -20.35		
-60.42   	-143.43   	 11.72   	  20.35		 84.33   	 -20.35		
-60.73   	-144.04   	 11.80   	  20.35		 84.25   	 -20.35		
