  I     	  II     	  AOp     	  AOp'		  CH2     	  CH2'		
134.28   	339.36   	121.63   	 264.50		132.27   	1251.27		
118.41   	315.55   	122.69   	 239.06		137.27   	  96.64		
 75.38   	289.00   	123.64   	 223.80		137.66   	-590.03		
 50.35   	260.62   	124.54   	 198.37		135.30   	-269.58		
 37.23   	243.23   	125.33   	 183.11		134.22   	-310.27		
 26.25   	220.64   	126.06   	 172.94		132.98   	 406.92		
 16.17   	190.12   	126.75   	 157.68		134.61   	 788.40		
 32.65   	183.11   	127.39   	 142.42		137.76   	-366.22		
 45.78   	169.37   	127.95   	 142.42		136.30   	-193.29		
 48.22   	164.49   	128.52   	 122.07		135.52   	 966.43		
 51.57   	143.13   	129.01   	 111.90		139.39   	 249.24		
 25.02   	 99.79   	129.46   	  96.64		140.39   	-600.20		
  4.58   	 74.16   	129.85   	  81.38		137.99   	 -40.69		
 -6.10   	 50.35   	130.17   	  66.12		137.82   	  86.47		
-19.53   	 32.96   	130.44   	  45.78		138.17   	-371.31		
-11.60   	 20.75   	130.62   	  30.52		136.68   	-396.74		
-18.31   	  0.92   	130.74   	  20.35		135.10   	-188.20		
-28.69   	-11.29   	130.82   	  15.26		134.34   	 284.84		
-36.32   	-11.29   	130.88(S)	   0.00		135.48   	 442.52		
-40.59   	-10.07   	130.88   	  -5.09		137.25   	-183.11		
-42.11   	-13.12   	130.86   	 -20.35		136.52   	-350.97		
-33.87   	-14.95   	130.78   	 -25.43		135.12   	  -5.09		
-20.14   	-25.02   	130.68   	 -40.69		135.10   	-137.33		
 -1.22   	-30.21   	130.52   	 -50.86		134.55   	-335.71		
  5.80   	-20.14   	130.31   	 -71.21		133.20   	-223.80		
-25.63   	-27.47   	130.03   	 -86.47		132.31   	-193.29		
-31.13   	-21.97   	129.68   	-111.90		131.54   	-310.27		
-31.74   	 -5.80   	129.24   	-127.16		130.29   	-315.36		
-54.93   	-16.17   	128.73   	-147.51		129.03   	-249.24		
-17.09   	-13.12   	128.14   	-167.85		128.04   	-274.67		
  4.58   	-13.12   	127.47   	-188.20		126.94   	-320.45		
-20.45   	-28.08   	126.71   	-208.54		125.66   	-295.01		
-29.60   	-23.19   	125.88   	-223.80		124.48   	-310.27		
-35.40   	-19.84   	124.98   	-249.24		123.23   	-381.48		
-35.71   	-19.53   	123.99   	-269.58		121.71   	-412.00		
-28.38   	-11.60   	122.91   	-295.01		120.06   	-417.09		
-12.82   	-10.07   	121.73   	-310.27		118.39   	-457.78		
-11.29   	-17.40   	120.49   	-330.62		116.56   	-503.56		
-15.87   	 -2.44   	119.17   	-350.97		114.55   	-539.16		
-14.04   	  6.10   	117.76   	-371.31		112.39   	-574.77		
-18.62   	 -3.66   	116.28   	-386.57		110.09   	-610.37		
-11.29   	  7.63   	114.73   	-396.74		107.65   	-620.55		
 -8.54   	  0.61   	113.14   	-406.92		105.17   	-605.29		
 -9.16   	-18.01   	111.52   	-406.92		102.75   	-564.60		
  3.05   	 -6.41   	109.89   	-401.83		100.49   	-508.65		
 -0.61   	 -1.53   	108.28   	-401.83		 98.45   	-422.18		
-24.41   	 -5.80   	106.67   	-386.57		 96.76   	-325.53		
-47.61   	 -5.19   	105.13   	-376.40		 95.46   	-279.75		
-57.37   	  2.75   	103.62   	-361.14		 94.34   	-244.15		
-50.05   	 -0.92   	102.18   	-340.79		 93.37   	-213.63		
-22.89   	  1.22   	100.81   	-330.62		 92.51   	-188.20		
-14.65   	  6.41   	 99.49   	-315.36		 91.76   	-172.94		
-11.60   	  0.31   	 98.23   	-295.01		 91.07   	-172.94		
-16.48   	  0.00   	 97.05   	-284.84		 90.38   	-152.59		
-38.45   	-14.65   	 95.91   	-269.58		 89.77   	-137.33		
-35.40   	-15.26   	 94.83   	-254.32		 89.22   	-142.42		
-21.06   	 -5.49   	 93.81   	-244.15		 88.65   	-116.99		
-29.30   	 -9.77   	 92.84   	-228.89		 88.18   	 -86.47		
-35.10   	-11.29   	 91.92   	-218.72		 87.83   	-122.07		
-32.65   	 -8.24   	 91.05   	-208.54		 87.34   	-132.25		
-42.11   	-15.56   	 90.21   	-198.37		 86.82   	-122.07		
-35.40   	-12.51   	 89.42   	-188.20		 86.33   	-152.59		
-28.69   	-11.90   	 88.67   	-183.11		 85.72   	-152.59		
-26.25   	-15.87   	 87.93   	-178.03		 85.11   	-137.33		
-19.53   	-16.78   	 87.22   	-167.85		 84.56   	-162.77		
-25.94   	-23.80   	 86.55   	-162.77		 83.91   	-157.68		
-27.77   	-16.78   	 85.90   	-157.68		 83.28   	-111.90		
-25.33   	 -8.24   	 85.27   	-157.68		 82.83   	-116.99		
-25.94   	-19.53   	 84.64   	-147.51		 82.36   	-122.07		
-29.30   	-21.67   	 84.05   	-147.51		 81.87   	-116.99		
-39.37   	-23.50   	 83.46   	-137.33		 81.40   	-101.73		
-34.79   	-26.55   	 82.91   	-142.42		 81.00   	-101.73		
-26.86   	-16.78   	 82.34   	-132.25		 80.59   	-111.90		
-33.57   	-18.92   	 81.81   	-132.25		 80.14   	-111.90		
-33.57   	-28.69   	 81.28   	-132.25		 79.69   	-116.99		
-42.72   	-31.74   	 80.75   	-122.07		 79.23   	-111.90		
-79.65   	-51.27   	 80.26   	-127.16		 78.78   	-101.73		
-76.90   	-57.68   	 79.76   	-122.07		 78.37   	-106.82		
-36.62   	-34.79   	 79.27   	-116.99		 77.94   	 -91.56		
-30.52   	-30.82   	 78.80   	-116.99		 77.58   	 -96.64		
-25.33   	-30.82   	 78.33   	-116.99		 77.19   	-111.90		
-15.56   	-27.47   	 77.86   	-116.99		 76.74   	-106.82		
-34.48   	-42.42   	 77.40   	-111.90		 76.32   	 -96.64		
-44.25   	-56.46   	 76.95   	-111.90		 75.93   	-111.90		
-45.78   	-44.56   	 76.50   	-106.82		 75.48   	-106.82		
-54.02   	-41.50   	 76.07   	-111.90		 75.06   	-101.73		
-72.94   	-40.28   	 75.63   	-106.82		 74.65   	 -91.56		
-68.05   	-29.60   	 75.20   	-106.82		 74.28   	-106.82		
-48.52   	-34.79   	 74.77   	-101.73		 73.86   	-116.99		
-39.98   	-29.91   	 74.36   	-106.82		 73.39   	-101.73		
-51.57   	-53.41   	 73.94   	-101.73		 72.98   	 -96.64		
-64.09   	-71.41   	 73.53   	-106.82		 72.59   	 -91.56		
-66.83   	-56.15   	 73.10   	-101.73		 72.23   	 -91.56		
-69.27   	-50.96   	 72.70   	 -96.64		 71.86   	 -91.56		
-55.85   	-29.91   	 72.31   	-101.73		 71.50   	 -91.56		
-40.59   	-23.19   	 71.90   	-101.73		 71.13   	 -96.64		
-66.83   	-38.45   	 71.50   	 -96.64		 70.74   	 -96.64		
-90.64   	-57.37   	 71.11   	 -96.64		 70.36   	 -96.64		
-101.32   	-69.27   	 70.72   	 -96.64		 69.97   	 -96.64		
-104.98   	-63.17   	 70.34   	 -96.64		 69.58   	 -86.47		
-83.01   	-74.16   	 69.95   	 -96.64		 69.24   	 -86.47		
-59.81   	-90.33   	 69.56   	 -91.56		 68.89   	 -86.47		
-54.32   	-85.14   	 69.20   	 -96.64		 68.55   	 -81.38		
-53.10   	-105.59   	 68.81   	 -91.56		 68.22   	 -81.38		
-62.87   	-125.43   	 68.44   	 -91.56		 67.89   	 -86.47		
-77.82   	-130.31   	 68.08   	 -96.64		 67.55   	 -81.38		
-73.55   	-135.19   	 67.69   	 -91.56		 67.22   	 -81.38		
-56.76   	-112.92   	 67.32   	 -91.56		 66.90   	 -81.38		
-72.94   	-106.81   	 66.96   	 -91.56		 66.57   	 -76.30		
-67.14   	-95.83   	 66.59   	 -86.47		 66.27   	 -71.21		
-43.95   	-94.91   	 66.25   	 -91.56		 65.98   	 -76.30		
-54.93   	-117.80   	 65.88   	 -86.47		 65.68   	 -66.12		
-33.57   	-99.79   	 65.53   	 -81.38		 65.41   	 -76.30		
 -3.97   	-68.97   	 65.21   	 -86.47		 65.11   	 -71.21		
 -7.93   	-51.88   	 64.86   	 -81.38		 64.82   	 -76.30		
-15.26   	-41.20   	 64.54   	 -81.38		 64.52   	 -66.12		
-19.53   	-37.23   	 64.21   	 -76.30		 64.25   	 -61.04		
-41.50   	-53.71   	 63.91   	 -76.30		 64.01   	 -61.04		
-69.27   	-62.87   	 63.60   	 -76.30		 63.76   	 -66.12		
-91.86   	-77.51   	 63.30   	 -71.21		 63.50   	 -71.21		
-101.93   	-81.48   	 63.01   	 -76.30		 63.21   	 -71.21		
-84.84   	-56.15   	 62.71   	 -71.21		 62.93   	 -66.12		
-81.79   	-51.27   	 62.42   	 -71.21		 62.67   	 -61.04		
-72.94   	-46.39   	 62.14   	 -71.21		 62.42   	 -61.04		
-75.99   	-30.21   	 61.85   	 -66.12		 62.18   	 -50.86		
-89.42   	-50.66   	 61.59   	 -71.21		 61.97   	 -40.69		
-91.25   	-74.77   	 61.30   	 -66.12		 61.81   	 -50.86		
-78.74   	-67.14   	 61.04   	 -66.12		 61.61   	 -55.95		
-63.17   	-68.05   	 60.77   	 -66.12		 61.38   	 -45.78		
-73.24   	-73.85   	 60.51   	 -66.12		 61.20   	 -50.86		
-86.67   	-56.46   	 60.24   	 -61.04		 61.00   	 -45.78		
-92.16   	-48.22   	 60.00   	 -61.04		 60.81   	 -45.78		
-99.49   	-68.05   	 59.76   	 -55.95		 60.63   	 -40.69		
-93.38   	-66.53   	 59.53   	 -61.04		 60.47   	 -45.78		
-73.24   	-43.95   	 59.29   	 -50.86		 60.28   	 -35.61		
-91.55   	-50.96   	 59.08   	 -55.95		 60.14   	 -40.69		
-91.86   	-28.99   	 58.86   	 -55.95		 59.98   	 -30.52		
-90.94   	-29.60   	 58.64   	 -55.95		 59.86   	 -35.61		
-97.35   	-66.83   	 58.41   	 -50.86		 59.71   	 -35.61		
-66.83   	-62.87   	 58.21   	 -55.95		 59.57   	 -45.78		
-73.55   	-71.41   	 57.99   	 -61.04		 59.39   	 -61.04		
-101.01   	-71.72   	 57.74   	 -55.95		 59.15   	 -71.21		
-110.17   	-63.78   	 57.52   	 -61.04		 58.86   	 -71.21		
-97.96   	-68.66   	 57.27   	 -55.95		 58.58   	 -86.47		
-63.78   	-46.08   	 57.05   	 -61.04		 58.23   	 -81.38		
-53.41   	-33.87   	 56.81   	 -61.04		 57.90   	 -86.47		
-72.33   	-25.63   	 56.56   	 -61.04		 57.56   	 -76.30		
-95.21   	-34.48   	 56.32   	 -61.04		 57.25   	 -61.04		
-112.30   	-62.56   	 56.07   	 -55.95		 57.01   	 -50.86		
-78.13   	-55.54   	 55.85   	 -55.95		 56.81   	 -35.61		
-55.85   	-61.65   	 55.63   	 -50.86		 56.66   	 -30.52		
-73.24   	-57.68   	 55.42   	 -45.78		 56.54   	 -25.43		
-77.51   	-34.18   	 55.24   	 -45.78		 56.44   	 -25.43		
-95.83   	-45.17   	 55.06   	 -45.78		 56.34   	 -25.43		
-94.30   	-50.05   	 54.87   	 -40.69		 56.24   	 -20.35		
-74.46   	-31.43   	 54.71   	 -40.69		 56.15   	 -25.43		
-92.47   	-31.43   	 54.55   	 -40.69		 56.05   	 -25.43		
-104.37   	-42.72   	 54.38   	 -40.69		 55.95   	 -35.61		
-78.74   	-32.04   	 54.22   	 -45.78		 55.81   	 -45.78		
-45.17   	-26.25   	 54.04   	 -40.69		 55.63   	 -50.86		
-48.52   	-38.45   	 53.88   	 -45.78		 55.42   	 -55.95		
-93.08   	-36.93   	 53.69   	 -50.86		 55.20   	 -71.21		
-144.65   	-50.05   	 53.49   	 -50.86		 54.91   	 -76.30		
-166.32   	-51.88   	 53.29   	 -55.95		 54.61   	 -71.21		
-149.23   	-28.08   	 53.06   	 -50.86		 54.32   	 -71.21		
-87.28   	 -2.44   	 52.86   	 -55.95		 54.04   	 -66.12		
-11.90   	 52.19   	 52.63   	 -55.95		 53.77   	 -55.95		
 15.26   	104.06   	 52.41   	 -55.95		 53.55   	 -50.86		
 65.61   	164.49   	 52.19   	 -50.86		 53.35   	 -40.69		
187.99   	255.43   	 51.98   	 -50.86		 53.18   	 -35.61		
326.54   	369.87   	 51.78   	 -50.86		 53.04   	 -35.61		
522.77   	563.96   	 51.58   	 -50.86		 52.90   	 -30.52		
737.00   	790.10   	 51.37   	 -86.47		 52.78   	 -50.86		
780.03   	965.88(R)	 51.03   	 -40.69		 52.57   	 -30.52		
642.70   	803.22   	 50.86   	 -40.69		 52.45   	 -40.69		
386.05   	553.28   	 50.70   	 -40.69		 52.29   	 -35.61		
142.21   	317.69   	 50.54   	 -40.69		 52.15   	 -30.52		
  3.36   	151.37   	 50.38   	 -40.69		 52.02   	 -25.43		
-108.95   	 25.33   	 50.21   	 -35.61		 51.92   	 -35.61		
-166.32   	-93.99   	 50.07   	 -40.69		 51.78   	 -40.69		
-184.02   	-154.11   	 49.91   	 -45.78		 51.62   	 -40.69		
-209.66   	-184.94   	 49.73   	 -40.69		 51.45   	 -45.78		
-236.51   	-173.03   	 49.56   	 -40.69		 51.27   	 -50.86		
-210.27   	-148.01   	 49.40   	 -40.69		 51.07   	 -40.69		
-138.24   	-155.94   	 49.24   	 -40.69		 50.91   	 -40.69		
-107.73   	-167.24   	 49.07   	 -35.61		 50.74   	 -25.43		
-86.67   	-126.04   	 48.93   	 -35.61		 50.64   	 -25.43		
-69.89   	-49.74   	 48.79   	 -30.52		 50.54   	 -20.35		
-104.98   	-33.26   	 48.67   	 -20.35		 50.46   	 -20.35		
-133.67   	-34.18   	 48.59   	  -5.09		 50.38   	  -5.09		
-141.91   	-51.27   	 48.57(D)	   5.09		 50.36   	  -5.09		
-138.55   	-79.96   	 48.59   	  25.43		 50.34   	  -5.09		
-115.66   	-64.70   	 48.69   	  55.95		 50.32   	  10.17		
-98.27   	-44.56   	 48.91   	  81.38		 50.36   	  45.78		
-107.42   	-57.37   	 49.24   	 122.07		 50.54   	 111.90		
-110.78   	-65.92   	 49.73   	 167.85		 50.99   	 213.63		
-121.46   	-68.36   	 50.40   	 213.63		 51.84   	 350.97		
-122.07   	-81.79   	 51.25   	 264.50		 53.24   	 523.90		
-78.43   	-73.55   	 52.31   	 315.36		 55.34   	 691.76		
-102.84   	-74.46   	 53.57   	 361.14		 58.11   	 839.26		
-137.63   	-85.45   	 55.02   	 401.83		 61.46   	 930.82		
-140.38   	-82.09   	 56.62   	 442.52		 65.19   	 951.17		
-132.45   	-78.74   	 58.39   	 467.95		 68.99   	 956.25		
-113.22   	-83.31   	 60.26   	 493.39		 72.82   	 946.08		
-107.73   	-84.84   	 62.24   	 493.39		 76.60   	 874.87		
-121.77   	-77.82   	 64.21   	 493.39		 80.10   	 768.05		
-137.94   	-70.80   	 66.18   	 483.21		 83.17   	 579.86		
-133.97   	-76.90   	 68.12   	 462.87		 85.49   	 340.79		
-100.10   	-78.43   	 69.97   	 447.61		 86.86   	 249.24		
-94.60   	-87.28   	 71.76   	 427.26		 87.85   	 264.50		
-121.77   	-104.06   	 73.47   	 417.09		 88.91   	 315.36		
-128.78   	-82.40   	 75.14   	 406.92		 90.17   	 574.77		
-126.95   	-71.72   	 76.76   	 406.92		 92.47   	 773.14		
-133.67   	-69.58   	 78.39   	 417.09		 95.56   	 554.42		
-112.92   	-54.32   	 80.06   	 432.35		 97.78   	 432.35		
-104.06   	-62.56   	 81.79   	 452.69		 99.51   	 803.66		
-101.01   	-61.65   	 83.60   	 478.13		102.73   	 991.86		
-89.42   	-44.56   	 85.51   	 503.56		106.69   	 737.54		
-93.38   	-39.98   	 87.53   	 518.82		109.64   	 579.86		
-94.60   	-40.89   	 89.60   	 544.25		111.96   	 635.81		
-105.29   	-38.45   	 91.78   	 544.25		114.51   	 640.89		
-90.94   	-35.10   	 93.96   	 549.34		117.07   	 554.42		
-59.51   	 -9.77   	 96.15   	 539.16		119.29   	 406.92		
-52.80   	 12.51   	 98.31   	 528.99		120.92   	 244.15		
-57.37   	 21.36   	100.43   	 503.56		121.89   	 193.29		
-66.83   	 30.52   	102.44   	 483.21		122.66   	 239.06		
-70.50   	 48.22   	104.37   	 457.78		123.62   	 147.51		
-46.08   	 70.19   	106.21   	 427.26		124.21   	 127.16		
-22.28   	 92.16   	107.91   	 401.83		124.72   	 254.32		
 12.51   	123.29   	109.52   	 376.40		125.74   	 208.54		
 32.96   	130.92   	111.03   	 356.05		126.57   	 218.72		
  1.22   	119.93   	112.45   	 335.71		127.45   	 315.36		
  0.00   	127.26   	113.79   	 320.45		128.71   	 188.20		
 -8.24   	134.28   	115.08   	 300.10		129.46   	  15.26		
-17.09   	140.99   	116.28   	 289.93		129.52   	 233.98		
 10.99   	149.84   	117.44   	 269.58		130.46   	 539.16		
 22.28   	146.79   	118.51   	 254.32		132.61   	 295.01		
  9.16   	139.77   	119.53   	 244.15		133.79   	-249.24		
 -0.31   	148.32   	120.51   	 228.89		132.80   	-488.30		
 10.99   	158.69   	121.42   	 213.63		130.84   	-142.42		
 11.60   	162.35   	122.28   	 203.46		130.27   	 651.07		
 16.48   	155.03   	123.09   	 193.29		132.88   	 747.71		
  7.32   	113.53   	123.87   	 178.03		135.87   	  25.43		
-40.59   	 82.70   	124.58   	 162.77		135.97   	-254.32		
-57.37   	 76.60   	125.23   	 152.59		134.95   	-142.42		
-72.33   	 73.85   	125.84   	 137.33		134.38   	 188.20		
-57.07   	 68.66   	126.39   	 127.16		135.14   	 401.83		
-46.69   	 47.61   	126.90   	 111.90		136.74   	-203.46		
-66.83   	 19.84   	127.34   	 101.73		135.93   	-269.58		
-67.14   	 -5.49   	127.75   	  81.38		134.85   	 376.40		
-79.35   	-18.62   	128.08   	  61.04		136.36   	   5.09		
-101.62   	-35.40   	128.32   	  45.78		136.38   	-488.30		
-87.28   	-31.13   	128.50   	  30.52		134.42   	-132.25		
-94.30   	-35.10   	128.63   	   5.09		133.90   	 -71.21		
-92.77   	-47.61   	128.65(S)	 -10.17		133.61   	-330.62		
-72.94   	-27.77   	128.61   	 -25.43		132.29   	-198.37		
-97.35   	-57.07   	128.50   	 -45.78		131.49   	 -35.61		
-115.97   	-82.09   	128.32   	 -61.04		131.35   	-122.07		
-114.75   	-71.72   	128.08   	 -71.21		130.86   	-172.94		
-121.77   	-78.43   	127.79   	 -91.56		130.17   	-178.03		
-104.37   	-72.63   	127.43   	-101.73		129.46   	-178.03		
-92.16   	-75.38   	127.02   	-111.90		128.75   	-193.29		
-108.34   	-89.42   	126.57   	-132.25		127.98   	-259.41		
-125.73   	-100.40   	126.04   	-142.42		126.94   	-300.10		
-122.99   	-89.42   	125.47   	-162.77		125.74   	-279.75		
-106.81   	-68.36   	124.82   	-178.03		124.62   	-279.75		
-106.51   	-70.80   	124.11   	-193.29		123.50   	-325.53		
-97.66   	-51.88   	123.34   	-218.72		122.20   	-345.88		
-119.32   	-52.80   	122.46   	-233.98		120.81   	-376.40		
-127.26   	-47.61   	121.53   	-259.41		119.31   	-432.35		
-98.27   	-18.01   	120.49   	-279.75		117.58   	-457.78		
-93.69   	-37.23   	119.37   	-300.10		115.75   	-452.69		
-81.79   	-42.42   	118.17   	-325.53		113.94   	-498.47		
-107.42   	-50.05   	116.87   	-350.97		111.94   	-534.08		
-142.21   	-72.02   	115.46   	-361.14		109.81   	-544.25		
-137.33   	-61.04   	114.02   	-381.48		107.63   	-584.94		
-128.17   	-56.46   	112.49   	-396.74		105.29   	-605.29		
-102.54   	-57.98   	110.90   	-396.74		102.87   	-595.11		
-106.51   	-62.56   	109.32   	-406.92		100.49   	-564.60		
-120.54   	-51.88   	107.69   	-396.74		 98.23   	-513.73		
-109.25   	-36.32   	106.10   	-396.74		 96.17   	-427.26		
-101.32   	-36.01   	104.52   	-381.48		 94.47   	-325.53		
-79.04   	-21.67   	102.99   	-366.22		 93.16   	-233.98		
-71.41   	-25.02   	101.53   	-345.88		 92.23   	-193.29		
-99.79   	-51.27   	100.14   	-330.62		 91.45   	-157.68		
-106.51   	-53.71   	 98.82   	-315.36		 90.82   	-132.25		
-123.60   	-41.81   	 97.56   	-289.93		 90.29   	-106.82		
-130.31   	-47.61   	 96.40   	-274.67		 89.87   	-106.82		
-116.88   	-46.69   	 95.30   	-254.32		 89.44   	-127.16		
-116.58   	-36.01   	 94.28   	-239.06		 88.93   	-101.73		
-101.93   	-46.69   	 93.33   	-223.80		 88.52   	 -71.21		
-79.35   	-40.59   	 92.43   	-213.63		 88.24   	 -86.47		
-74.46   	-18.01   	 91.58   	-203.46		 87.89   	-101.73		
-91.86   	-26.86   	 90.76   	-188.20		 87.49   	-101.73		
-91.55   	-31.74   	 90.01   	-183.11		 87.08   	-106.82		
-86.98   	-31.74   	 89.28   	-178.03		 86.65   	-142.42		
-99.49   	-52.19   	 88.57   	-167.85		 86.08   	-152.59		
-84.84   	-49.74   	 87.89   	-167.85		 85.47   	-172.94		
-101.01   	-52.49   	 87.22   	-157.68		 84.78   	-162.77		
-137.02   	-61.65   	 86.59   	-157.68		 84.13   	-157.68		
-100.40   	-11.90   	 85.96   	-152.59		 83.50   	-127.16		
-102.23   	 -4.27   	 85.35   	-147.51		 82.99   	-101.73		
-83.92   	-10.99   	 84.76   	-147.51		 82.58   	-116.99		
-53.41   	-13.12   	 84.17   	-137.33		 82.12   	-132.25		
-121.46   	-79.04   	 83.62   	-142.42		 81.59   	-132.25		
-131.23   	-91.86   	 83.05   	-132.25		 81.06   	-122.07		
-102.84   	-58.29   	 82.52   	-132.25		 80.57   	-101.73		
-88.20   	-46.69   	 81.99   	-132.25		 80.16   	 -86.47		
-63.78   	-50.35   	 81.46   	-122.07		 79.82   	 -86.47		
-79.35   	-70.19   	 80.98   	-127.16		 79.47   	 -96.64		
-94.91   	-67.75   	 80.47   	-122.07		 79.08   	 -96.64		
-100.10   	-62.87   	 79.98   	-116.99		 78.70   	 -91.56		
-77.51   	-20.14   	 79.51   	-116.99		 78.33   	-101.73		
-72.33   	 -3.36   	 79.04   	-116.99		 77.92   	 -96.64		
-102.84   	-51.57   	 78.58   	-111.90		 77.54   	 -96.64		
-124.82   	-69.58   	 78.13   	-111.90		 77.15   	 -96.64		
-151.98   	-92.47   	 77.68   	-111.90		 76.76   	-106.82		
-126.95   	-97.35   	 77.23   	-106.82		 76.34   	-116.99		
-96.74   	-77.21   	 76.81   	-111.90		 75.87   	 -96.64		
-85.45   	-51.57   	 76.36   	-106.82		 75.48   	 -76.30		
-81.48   	-35.71   	 75.93   	-106.82		 75.18   	 -96.64		
-98.27   	-39.06   	 75.50   	-101.73		 74.79   	-106.82		
-94.60   	-33.26   	 75.10   	-101.73		 74.36   	-106.82		
-108.95   	-60.42   	 74.69   	-101.73		 73.94   	-106.82		
-119.93   	-83.01   	 74.28   	 -96.64		 73.51   	-106.82		
-107.12   	-65.31   	 73.90   	-101.73		 73.08   	 -96.64		
-121.15   	-49.74   	 73.49   	 -91.56		 72.70   	 -91.56		
-140.08   	-47.61   	 73.12   	 -96.64		 72.33   	 -96.64		
-137.63   	-54.32   	 72.74   	 -96.64		 71.94   	 -96.64		
-130.00   	-62.56   	 72.35   	 -91.56		 71.56   	 -96.64		
-128.17   	-81.18   	 71.98   	 -91.56		 71.17   	 -86.47		
-113.83   	-88.81   	 71.62   	 -91.56		 70.82   	 -81.38		
-88.50   	-63.78   	 71.25   	 -91.56		 70.50   	 -81.38		
-89.11   	-63.48   	 70.88   	 -91.56		 70.17   	 -86.47		
-84.23   	-75.07   	 70.52   	 -91.56		 69.83   	 -86.47		
-72.94   	-67.14   	 70.15   	 -91.56		 69.48   	 -81.38		
-101.32   	-99.49   	 69.79   	 -91.56		 69.16   	 -81.38		
-132.45   	-137.33   	 69.42   	 -91.56		 68.83   	 -86.47		
-140.69   	-146.48   	 69.05   	 -86.47		 68.48   	 -71.21		
-140.99   	-162.96   	 68.71   	 -86.47		 68.20   	 -71.21		
-111.08   	-149.84   	 68.36   	 -86.47		 67.91   	 -66.12		
-93.38   	-148.93   	 68.02   	 -86.47		 67.65   	 -71.21		
-71.72   	-126.34   	 67.67   	 -81.38		 67.36   	 -66.12		
-96.74   	-122.99   	 67.34   	 -86.47		 67.10   	 -66.12		
-125.43   	-145.26   	 67.00   	 -76.30		 66.84   	 -61.04		
-119.02   	-134.58   	 66.69   	 -81.38		 66.59   	 -66.12		
-109.86   	-143.13   	 66.37   	 -76.30		 66.33   	 -66.12		
-73.55   	-159.30   	 66.06   	 -71.21		 66.06   	 -61.04		
-32.65   	-129.09   	 65.78   	 -76.30		 65.82   	 -61.04		
-22.89   	-101.62   	 65.47   	 -71.21		 65.57   	 -55.95		
-47.61   	-92.16   	 65.19   	 -71.21		 65.35   	 -50.86		
-76.60   	-64.39   	 64.90   	 -66.12		 65.15   	 -55.95		
-104.98   	-69.27   	 64.64   	 -71.21		 64.92   	 -55.95		
-113.53   	-98.57   	 64.35   	 -61.04		 64.70   	 -55.95		
-98.27   	-101.01   	 64.11   	 -66.12		 64.48   	 -50.86		
-104.68   	-118.10   	 63.85   	 -66.12		 64.27   	 -55.95		
-102.23   	-115.97   	 63.58   	 -61.04		 64.05   	 -50.86		
-117.80   	-115.36   	 63.34   	 -61.04		 63.85   	 -40.69		
-139.16   	-122.99   	 63.09   	 -61.04		 63.68   	 -45.78		
-118.71   	-128.48   	 62.85   	 -55.95		 63.50   	 -45.78		
-111.08   	-134.89   	 62.62   	 -61.04		 63.32   	 -40.69		
-106.51   	-123.29   	 62.38   	 -55.95		 63.15   	 -45.78		
-102.23   	-122.07   	 62.16   	 -55.95		 62.97   	 -40.69		
-119.02   	-105.90   	 61.93   	 -50.86		 62.81   	 -45.78		
-131.53   	-101.62   	 61.73   	 -55.95		 62.62   	 -50.86		
-124.51   	-109.86   	 61.51   	 -50.86		 62.42   	 -45.78		
-132.45   	-103.76   	 61.30   	 -55.95		 62.24   	 -45.78		
-136.11   	-110.78   	 61.08   	 -50.86		 62.05   	 -55.95		
-135.80   	-123.90   	 60.87   	 -50.86		 61.83   	 -50.86		
-140.69   	-114.14   	 60.67   	 -50.86		 61.63   	 -45.78		
-118.71   	-98.57   	 60.47   	 -50.86		 61.44   	 -45.78		
-102.54   	-97.66   	 60.26   	 -50.86		 61.26   	 -50.86		
-92.77   	-84.53   	 60.06   	 -50.86		 61.06   	 -40.69		
-79.04   	-78.74   	 59.86   	 -50.86		 60.89   	 -40.69		
-107.12   	-100.40   	 59.65   	 -55.95		 60.73   	 -35.61		
-146.48   	-100.10   	 59.43   	 -50.86		 60.59   	 -45.78		
-145.87   	-88.81   	 59.23   	 -55.95		 60.41   	 -50.86		
-150.76   	-93.99   	 59.00   	 -50.86		 60.20   	 -50.86		
-163.57   	-96.74   	 58.80   	 -61.04		 60.00   	 -55.95		
-121.46   	-89.72   	 58.56   	 -55.95		 59.78   	 -66.12		
-116.88   	-97.66   	 58.33   	 -55.95		 59.51   	 -71.21		
-137.63   	-104.68   	 58.11   	 -55.95		 59.23   	 -76.30		
-122.38   	-99.79   	 57.88   	 -61.04		 58.92   	 -71.21		
-101.01   	-89.72   	 57.64   	 -55.95		 58.64   	 -61.04		
-100.40   	-91.55   	 57.42   	 -55.95		 58.39   	 -55.95		
-87.89   	-66.83   	 57.19   	 -55.95		 58.17   	 -50.86		
-108.03   	-63.48   	 56.97   	 -50.86		 57.97   	 -45.78		
-149.54   	-92.77   	 56.76   	 -50.86		 57.78   	 -30.52		
-184.02   	-106.51   	 56.56   	 -45.78		 57.66   	 -30.52		
-186.77   	-102.23   	 56.38   	 -45.78		 57.54   	 -20.35		
-149.54   	-93.08   	 56.20   	 -45.78		 57.46   	 -15.26		
-136.72   	-73.85   	 56.01   	 -45.78		 57.40   	 -15.26		
-112.92   	-48.52   	 55.83   	 -40.69		 57.33   	 -20.35		
-115.66   	-65.92   	 55.67   	 -45.78		 57.25   	 -25.43		
-141.30   	-84.23   	 55.48   	 -45.78		 57.15   	 -35.61		
