  I     	  II     	  AOp     	  AOp'		
127.56   	119.93   	189.83   	-940.99		
137.02   	127.56   	186.06   	-971.51		
145.57   	134.28   	182.18   	-986.77		
151.98   	140.38   	178.23   	-1002.03		
155.64   	146.18   	174.22   	-1032.55		
158.08   	152.28   	170.09   	-1068.15		
160.83   	158.08   	165.82   	-1124.11		
163.88   	162.96   	161.32   	-1195.32		
166.02   	166.02   	156.54   	-1261.44		
166.63   	168.46   	151.49   	-1312.30		
165.10   	169.98   	146.25   	-1347.91		
160.83   	170.90   	140.85   	-1337.74		
154.42   	171.20   	135.50   	-1302.13		
147.09   	169.68   	130.29   	-1225.83		
138.55   	165.41   	125.39   	-1108.85		
128.48   	157.17   	120.96   	-966.43		
116.88   	145.87   	117.09   	-778.23		
102.54   	131.84   	113.98   	-559.51		
 86.36   	117.19   	111.74   	-305.19		
 69.89   	102.84   	110.52   	 -35.61		
 54.93   	 89.11   	110.38   	 228.89		
 43.03   	 75.68   	111.29   	 452.69		
 33.26   	 61.95   	113.10   	 620.55		
 24.41   	 48.83   	115.58   	 696.84		
 14.95   	 36.01   	118.37   	 691.76		
  5.19   	 23.50   	121.14   	 595.11		
 -4.27   	 11.60   	123.52   	 442.52		
-11.90   	  0.31   	125.29   	 249.24		
-17.70   	 -8.85   	126.29   	  30.52		
-22.89   	-16.17   	126.41   	-178.03		
-27.47   	-22.28   	125.70   	-381.48		
-32.04   	-28.08   	124.17   	-564.60		
-36.62   	-33.57   	121.91   	-742.62		
-39.98   	-38.15   	118.94   	-905.39		
-42.11   	-40.59   	115.32   	-1057.98		
-43.03   	-42.11   	111.09   	-1195.32		
-43.03   	-43.33   	106.31   	-1312.30		
-42.72   	-44.86   	101.06   	-1408.95		
-42.72   	-46.08   	 95.42   	-1495.42		
-43.03   	-45.78   	 89.44   	-1541.19		
-43.64   	-44.25   	 83.28   	-1566.63		
-44.86   	-42.72   	 77.01   	-1546.28		
-45.78   	-41.50   	 70.82   	-1480.16		
-46.39   	-41.20   	 64.90   	-1373.34		
-46.08   	-40.59   	 59.41   	-1225.83		
-45.17   	-39.06   	 54.51   	-1037.64		
-44.25   	-37.23   	 50.36   	-829.09		
-43.64   	-35.71   	 47.04   	-610.37		
-43.33   	-34.79   	 44.60   	-381.48		
-43.03   	-34.18   	 43.07   	-162.77		
-42.42   	-32.65   	 42.42   	  50.86		
-41.20   	-30.52   	 42.62   	 233.98		
-39.98   	-28.99   	 43.56   	 412.00		
-39.37   	-28.08   	 45.21   	 564.60		
-39.67   	-27.77   	 47.47   	 701.93		
-40.28   	-26.86   	 50.27   	 818.92		
-40.28   	-24.72   	 53.55   	 925.73		
-39.37   	-22.28   	 57.25   	1002.03		
-38.45   	-20.75   	 61.26   	1068.15		
-37.84   	-20.75   	 65.53   	1103.76		
-37.23   	-21.36   	 69.95   	1119.02		
-36.01   	-20.75   	 74.42   	1093.59		
-33.57   	-18.62   	 78.80   	1057.98		
-31.43   	-14.95   	 83.03   	 991.86		
-30.21   	-11.90   	 87.00   	 900.30		
-30.82   	-10.99   	 90.60   	 803.66		
-32.65   	-12.51   	 93.81   	 686.67		
-33.87   	-14.95   	 96.56   	 559.51		
-33.87   	-15.87   	 98.80   	 432.35		
-33.26   	-14.65   	100.53   	 305.19		
-32.96   	-12.82   	101.75   	 178.03		
-33.57   	-12.21   	102.46   	  50.86		
-34.79   	-13.12   	102.66(S)	 -71.21		
-35.71   	-14.95   	102.38   	-188.20		
-35.71   	-16.48   	101.63   	-295.01		
-35.10   	-17.09   	100.45   	-391.66		
-35.10   	-16.78   	 98.88   	-473.04		
-35.40   	-16.48   	 96.99   	-544.25		
-36.32   	-17.09   	 94.81   	-600.20		
-36.32   	-18.31   	 92.41   	-630.72		
-36.01   	-19.53   	 89.89   	-651.07		
-35.10   	-20.45   	 87.28   	-661.24		
-35.10   	-21.67   	 84.64   	-651.07		
-36.32   	-22.89   	 82.03   	-635.81		
-38.15   	-24.41   	 79.49   	-610.37		
-39.67   	-25.63   	 77.05   	-574.77		
-39.67   	-25.63   	 74.75   	-534.08		
-38.45   	-25.33   	 72.61   	-483.21		
-36.62   	-25.02   	 70.68   	-422.18		
-35.10   	-25.94   	 68.99   	-356.05		
-34.79   	-27.47   	 67.57   	-274.67		
-35.10   	-28.99   	 66.47   	-193.29		
-35.10   	-29.60   	 65.70   	-111.90		
-34.79   	-29.30   	 65.25   	 -20.35		
-34.18   	-28.38   	 65.17   	  66.12		
-33.87   	-27.77   	 65.43   	 142.42		
-34.18   	-27.77   	 66.00   	 213.63		
-35.10   	-28.38   	 66.86   	 274.67		
-36.01   	-29.30   	 67.95   	 330.62		
-36.93   	-30.52   	 69.28   	 361.14		
-37.23   	-31.13   	 70.72   	 381.48		
-36.32   	-30.82   	 72.25   	 391.66		
-35.10   	-29.91   	 73.81   	 391.66		
-33.87   	-28.99   	 75.38   	 366.22		
-33.87   	-28.99   	 76.85   	 335.71		
-35.10   	-29.60   	 78.19   	 300.10		
-36.62   	-30.52   	 79.39   	 249.24		
-36.93   	-30.52   	 80.39   	 193.29		
-35.71   	-29.60   	 81.16   	 137.33		
-33.26   	-28.08   	 81.71   	  71.21		
-31.13   	-27.16   	 81.99   	  10.17		
-30.21   	-26.86   	 82.03   	 -50.86		
-30.82   	-26.86   	 81.83   	-111.90		
-32.35   	-27.47   	 81.38   	-157.68		
-33.57   	-28.08   	 80.75   	-208.54		
-33.87   	-28.08   	 79.92   	-244.15		
-32.96   	-28.08   	 78.94   	-274.67		
-31.74   	-28.38   	 77.84   	-295.01		
-30.82   	-28.08   	 76.66   	-305.19		
-30.21   	-26.25   	 75.44   	-310.27		
-29.60   	-22.28   	 74.20   	-305.19		
-27.77   	-14.95   	 72.98   	-295.01		
-22.58   	 -4.58   	 71.80   	-274.67		
-13.73   	  8.85   	 70.70   	-254.32		
 -2.44   	 25.33   	 69.68   	-223.80		
  8.24   	 43.64   	 68.79   	-193.29		
 15.56   	 61.95   	 68.02   	-162.77		
 18.31   	 77.21   	 67.36   	-132.25		
 17.70   	 88.20   	 66.84   	-101.73		
 16.48   	 95.52   	 66.43   	 -71.21		
 16.78   	101.93   	 66.14   	 -45.78		
 16.78   	108.95   	 65.96   	 -15.26		
 14.04   	112.92   	 65.90   	   5.09		
  6.10   	108.34   	 65.92   	  20.35		
 -6.41   	 92.16   	 66.00   	  45.78		
-19.23   	 68.97   	 66.18   	  50.86		
-27.16   	 51.27   	 66.39   	  66.12		
-25.63   	 52.80   	 66.65   	  71.21		
-14.34   	 77.21   	 66.94   	  81.38		
  2.44   	114.14   	 67.26   	  81.38		
 16.78   	145.57   	 67.59   	  81.38		
 22.89   	155.33   	 67.91   	  76.30		
 20.14   	141.60   	 68.22   	  76.30		
 12.82   	114.14   	 68.52   	  71.21		
  6.41   	 86.98   	 68.81   	  66.12		
  4.88   	 65.31   	 69.07   	  55.95		
  6.71   	 45.17   	 69.30   	  40.69		
  7.32   	 20.75   	 69.46   	  35.61		
  2.75   	 -7.63   	 69.60   	  20.35		
 -8.24   	-33.57   	 69.68   	   5.09		
-23.50   	-50.35   	 69.70   	 -10.17		
-37.54   	-58.29   	 69.66   	 -20.35		
-46.39   	-62.26   	 69.58   	 -35.61		
-49.44   	-68.36   	 69.44   	 -50.86		
-47.91   	-76.29   	 69.24   	 -61.04		
-45.78   	-82.70   	 68.99   	 -66.12		
-44.86   	-84.23   	 68.73   	 -81.38		
-45.47   	-81.48   	 68.40   	 -86.47		
-47.00   	-76.90   	 68.06   	 -91.56		
-48.22   	-73.55   	 67.69   	 -96.64		
-48.52   	-71.72   	 67.30   	 -96.64		
-48.83   	-70.50   	 66.92   	 -96.64		
-48.83   	-68.05   	 66.53   	 -96.64		
-49.13   	-64.70   	 66.14   	 -91.56		
-49.74   	-62.26   	 65.78   	 -91.56		
-50.35   	-64.09   	 65.41   	 -81.38		
-51.88   	-77.51   	 65.09   	 -76.30		
-55.24   	-108.64   	 64.78   	 -71.21		
-59.51   	-156.86   	 64.50   	 -61.04		
-60.12   	-208.44   	 64.25   	 -55.95		
-53.71   	-234.99   	 64.03   	 -45.78		
-38.15   	-199.89   	 63.85   	 -35.61		
-12.21   	-71.41   	 63.70   	 -30.52		
 24.72   	157.78   	 63.58   	 -25.43		
 73.85   	460.21   	 63.48   	 -20.35		
137.02   	768.74   	 63.40   	 -20.35		
277.10   	1061.10(R)	 63.32   	 -10.17		
309.45   	951.23   	 63.28   	  -5.09		
285.34   	715.64   	 63.26   	  -5.09		
202.03   	457.15   	 63.23   	  -5.09		
 82.40   	271.30   	 63.21   	 -10.17		
-34.79   	189.82   	 63.17   	  -5.09		
-115.97   	168.15   	 63.15   	 -15.26		
-150.45   	129.39   	 63.09   	 -15.26		
-151.37   	 26.55   	 63.03   	 -20.35		
-139.77   	-119.02   	 62.95   	 -20.35		
-130.92   	-238.04   	 62.87   	 -25.43		
-124.82   	-269.17   	 62.77   	 -35.61		
-113.53   	-206.91   	 62.62   	 -35.61		
-90.94   	-98.88   	 62.48   	 -40.69		
-60.12   	 -6.41   	 62.32   	 -45.78		
-30.21   	 35.71   	 62.14   	 -50.86		
-12.21   	 30.52   	 61.93   	 -55.95		
 -8.85   	  4.27   	 61.71   	 -66.12		
-14.65   	-17.40   	 61.44   	 -66.12		
-20.14   	-23.80   	 61.18   	 -71.21		
-20.14   	-18.62   	 60.89   	 -76.30		
-14.04   	-10.38   	 60.59   	 -71.21		
 -7.02   	 -5.19   	 60.30   	 -71.21		
 -3.05   	 -4.88   	 60.02   	 -71.21		
 -1.83   	 -6.41   	 59.74   	 -61.04		
 -0.31   	 -6.41   	 59.49   	 -61.04		
  2.75   	 -3.66   	 59.25   	 -45.78		
  6.10   	  0.00   	 59.06   	 -35.61		
  8.24   	  2.44   	 58.92   	 -25.43		
  9.16   	  3.36   	 58.82   	 -10.17		
  9.77   	  3.97   	 58.78(D)	  10.17		
 10.99   	  6.10   	 58.82   	  35.61		
 13.12   	  8.85   	 58.96   	  61.04		
 14.34   	 11.29   	 59.21   	  91.56		
 15.26   	 12.51   	 59.57   	 127.16		
 16.78   	 13.12   	 60.08   	 162.77		
 19.53   	 14.34   	 60.73   	 198.37		
 23.80   	 18.31   	 61.53   	 228.89		
 27.77   	 24.11   	 62.44   	 259.41		
 30.52   	 30.82   	 63.48   	 279.75		
 31.74   	 36.01   	 64.60   	 300.10		
 32.65   	 38.76   	 65.80   	 310.27		
 35.10   	 40.89   	 67.04   	 310.27		
 39.67   	 44.25   	 68.28   	 315.36		
 46.08   	 50.35   	 69.54   	 315.36		
 52.80   	 58.59   	 70.80   	 305.19		
 59.51   	 67.44   	 72.02   	 300.10		
 65.92   	 75.38   	 73.22   	 295.01		
 72.63   	 81.79   	 74.40   	 284.84		
 80.26   	 88.50   	 75.54   	 279.75		
 88.20   	 97.05   	 76.66   	 274.67		
 94.60   	107.12   	 77.76   	 264.50		
 99.79   	117.19   	 78.82   	 254.32		
105.29   	125.73   	 79.84   	 244.15		
113.22   	133.06   	 80.81   	 239.06		
124.82   	142.52   	 81.77   	 223.80		
138.85   	155.03   	 82.66   	 218.72		
151.06   	169.37   	 83.54   	 203.46		
158.69   	181.88   	 84.35   	 193.29		
162.66   	189.51   	 85.13   	 183.11		
165.41   	193.18   	 85.86   	 167.85		
169.68   	195.01   	 86.53   	 157.68		
175.17   	198.06   	 87.16   	 147.51		
180.05   	202.64   	 87.75   	 132.25		
182.19   	207.52   	 88.28   	 122.07		
180.66   	211.49   	 88.77   	 111.90		
176.70   	214.84   	 89.22   	 101.73		
171.81   	217.59   	 89.62   	  86.47		
166.63   	218.51   	 89.97   	  76.30		
160.83   	216.67   	 90.27   	  71.21		
152.89   	211.18   	 90.56   	  55.95		
142.52   	202.94   	 90.78   	  45.78		
129.70   	192.87   	 90.97   	  40.69		
116.27   	180.66   	 91.13   	  30.52		
102.84   	165.71   	 91.25   	  20.35		
 89.72   	146.79   	 91.33   	  15.26		
 76.29   	126.34   	 91.39(S)	   0.00		
 61.65   	108.03   	 91.39   	   0.00		
 45.78   	 93.99   	 91.39   	 -15.26		
 30.52   	 84.53   	 91.33   	 -20.35		
 17.70   	 75.38   	 91.25   	 -25.43		
  7.93   	 62.87   	 91.15   	 -35.61		
  0.61   	 46.08   	 91.01   	 -40.69		
 -5.49   	 28.08   	 90.84   	 -45.78		
-11.90   	 12.82   	 90.66   	 -55.95		
-18.92   	  3.05   	 90.44   	 -55.95		
-25.33   	 -1.83   	 90.21   	 -66.12		
-29.60   	 -4.58   	 89.95   	 -66.12		
-30.82   	 -7.93   	 89.68   	 -76.30		
-29.60   	-12.51   	 89.38   	 -81.38		
-28.08   	-16.78   	 89.05   	 -86.47		
-28.38   	-20.45   	 88.71   	 -86.47		
-32.04   	-22.58   	 88.36   	 -96.64		
-36.32   	-24.41   	 87.98   	-101.73		
-39.06   	-25.94   	 87.57   	-106.82		
-38.76   	-27.77   	 87.14   	-111.90		
-36.62   	-28.38   	 86.69   	-116.99		
-35.40   	-28.38   	 86.23   	-122.07		
-37.23   	-28.38   	 85.74   	-122.07		
-40.59   	-28.69   	 85.25   	-132.25		
-43.03   	-29.30   	 84.72   	-132.25		
-42.72   	-30.21   	 84.19   	-132.25		
-39.98   	-30.52   	 83.66   	-132.25		
-36.62   	-31.43   	 83.13   	-127.16		
-34.79   	-32.96   	 82.62   	-127.16		
-34.79   	-33.87   	 82.12   	-111.90		
-35.71   	-32.35   	 81.67   	-106.82		
-35.10   	-28.08   	 81.24   	 -91.56		
-33.26   	-23.19   	 80.87   	 -81.38		
-31.43   	-19.84   	 80.55   	 -76.30		
-30.52   	-19.23   	 80.24   	 -61.04		
-32.04   	-20.75   	 80.00   	 -61.04		
-35.10   	-22.89   	 79.76   	 -55.95		
-37.84   	-24.72   	 79.53   	 -45.78		
-39.37   	-27.16   	 79.35   	 -50.86		
-39.06   	-29.91   	 79.15   	 -45.78		
-38.15   	-32.04   	 78.96   	 -45.78		
-36.32   	-30.82   	 78.78   	 -40.69		
-34.18   	-26.55   	 78.62   	 -40.69		
-32.35   	-20.14   	 78.45   	 -40.69		
-31.13   	-14.95   	 78.29   	 -40.69		
-30.52   	-12.82   	 78.13   	 -35.61		
-31.13   	-14.34   	 77.99   	 -40.69		
-32.04   	-18.62   	 77.82   	 -35.61		
-33.26   	-24.41   	 77.68   	 -40.69		
-33.57   	-29.91   	 77.52   	 -40.69		
-33.26   	-33.57   	 77.35   	 -45.78		
-32.35   	-33.87   	 77.17   	 -40.69		
-31.43   	-30.82   	 77.01   	 -45.78		
-31.13   	-27.16   	 76.83   	 -40.69		
-31.43   	-25.02   	 76.66   	 -45.78		
-32.65   	-25.63   	 76.48   	 -45.78		
-33.87   	-27.47   	 76.30   	 -45.78		
-35.10   	-29.91   	 76.11   	 -40.69		
-36.32   	-31.43   	 75.95   	 -45.78		
-36.62   	-32.96   	 75.77   	 -40.69		
-35.40   	-34.48   	 75.60   	 -40.69		
-32.96   	-36.01   	 75.44   	 -40.69		
-30.82   	-37.23   	 75.28   	 -45.78		
-30.82   	-39.06   	 75.10   	 -40.69		
-33.57   	-42.11   	 74.93   	 -40.69		
-38.45   	-46.08   	 74.77   	 -40.69		
-42.72   	-49.44   	 74.61   	 -45.78		
-44.86   	-50.66   	 74.42   	 -40.69		
-43.64   	-49.44   	 74.26   	 -45.78		
-39.98   	-47.30   	 74.08   	 -40.69		
-35.71   	-47.30   	 73.92   	 -45.78		
-32.65   	-50.05   	 73.73   	 -40.69		
-31.74   	-53.71   	 73.57   	 -45.78		
-32.35   	-55.24   	 73.39   	 -45.78		
-32.96   	-53.10   	 73.20   	 -45.78		
-32.35   	-49.13   	 73.02   	 -45.78		
-32.04   	-47.61   	 72.84   	 -45.78		
-33.87   	-51.88   	 72.65   	 -45.78		
-37.23   	-60.12   	 72.47   	 -45.78		
-40.89   	-69.27   	 72.29   	 -45.78		
-42.42   	-74.46   	 72.11   	 -45.78		
-40.89   	-73.55   	 71.92   	 -45.78		
-38.45   	-68.05   	 71.74   	 -45.78		
-36.93   	-62.56   	 71.56   	 -45.78		
-36.32   	-60.12   	 71.37   	 -40.69		
-35.40   	-61.65   	 71.21   	 -45.78		
-33.26   	-65.31   	 71.03   	 -45.78		
-30.52   	-68.66   	 70.84   	 -40.69		
-28.99   	-68.97   	 70.68   	 -40.69		
-30.21   	-66.83   	 70.52   	 -45.78		
-33.26   	-64.70   	 70.34   	 -40.69		
-36.01   	-65.00   	 70.17   	 -45.78		
-36.62   	-68.36   	 69.99   	 -40.69		
-35.10   	-73.24   	 69.83   	 -40.69		
-34.18   	-76.60   	 69.66   	 -40.69		
-35.40   	-76.29   	 69.50   	 -45.78		
-37.84   	-73.24   	 69.32   	 -40.69		
-38.45   	-69.58   	 69.16   	 -40.69		
-34.18   	-66.53   	 68.99   	 -45.78		
-25.94   	-61.95   	 68.81   	 -40.69		
-15.87   	-54.02   	 68.65   	 -40.69		
 -7.02   	-39.98   	 68.48   	 -40.69		
 -0.61   	-20.45   	 68.32   	 -40.69		
  4.27   	  0.31   	 68.16   	 -45.78		
  8.24   	 17.70   	 67.98   	 -40.69		
 11.29   	 29.60   	 67.81   	 -40.69		
 12.21   	 37.54   	 67.65   	 -45.78		
 11.29   	 44.56   	 67.47   	 -40.69		
  9.16   	 53.41   	 67.30   	 -40.69		
  5.49   	 62.87   	 67.14   	 -45.78		
 -0.31   	 67.75   	 66.96   	 -40.69		
 -8.24   	 63.48   	 66.80   	 -40.69		
-16.48   	 49.44   	 66.63   	 -35.61		
-22.28   	 34.18   	 66.49   	 -40.69		
-22.28   	 29.60   	 66.33   	 -40.69		
-15.26   	 44.56   	 66.16   	 -40.69		
 -4.58   	 75.07   	 66.00   	 -35.61		
  4.27   	105.59   	 65.86   	 -35.61		
  7.02   	119.02   	 65.72   	 -35.61		
  3.36   	108.64   	 65.57   	 -40.69		
 -3.66   	 83.01   	 65.41   	 -30.52		
 -8.24   	 56.46   	 65.29   	 -35.61		
 -8.54   	 36.01   	 65.15   	 -35.61		
 -6.41   	 18.31   	 65.00   	 -30.52		
 -6.10   	 -5.80   	 64.88   	 -35.61		
-10.99   	-38.76   	 64.74   	 -30.52		
-21.97   	-73.24   	 64.62   	 -30.52		
-36.01   	-99.18   	 64.50   	 -25.43		
-49.44   	-111.69   	 64.39   	 -30.52		
-49.44   	-111.69   	 64.27   	 -25.43		
-62.26   	-117.80   	 64.17   	 -25.43		
-62.26   	-117.80   	 64.07   	 -20.35		
-61.34   	-124.21   	 63.99   	 -20.35		
-58.90   	-132.14   	 63.91   	 -20.35		
-56.46   	-137.33   	 63.82   	 -20.35		
-54.93   	-136.41   	 63.74   	 -20.35		
-54.32   	-130.92   	 63.66   	 -20.35		
-54.02   	-125.43   	 63.58   	 -15.26		
-54.32   	-122.99   	 63.52   	 -25.43		
-55.54   	-124.21   	 63.42   	 -20.35		
-56.76   	-126.65   	 63.34   	 -20.35		
-57.68   	-127.26   	 63.26   	 -25.43		
-58.29   	-126.04   	 63.15   	 -25.43		
-58.29   	-126.04   	 63.05   	 -25.43		
-57.98   	-133.67   	 62.95   	 -25.43		
-57.68   	-157.17   	 62.85   	 -25.43		
-57.68   	-200.81   	 62.75   	 -25.43		
-57.07   	-257.87   	 62.64   	 -25.43		
-54.63   	-306.40   	 62.54   	 -20.35		
-47.91   	-310.67   	 62.46   	 -25.43		
-32.96   	-231.32   	 62.36   	 -25.43		
 -6.71   	-44.25   	 62.26   	 -25.43		
 32.65   	241.39   	 62.16   	 -20.35		
 85.14   	572.81   	 62.08   	 -25.43		
146.48   	863.95   	 61.97   	 -35.61		
249.94   	1030.27(R)	 61.83   	 -20.35		
256.96   	878.30   	 61.75   	 -20.35		
214.84   	647.89   	 61.67   	 -15.26		
128.17   	429.69   	 61.61   	 -20.35		
 19.84   	285.34   	 61.53   	 -15.26		
-76.29   	223.08   	 61.46   	 -15.26		
-134.89   	200.20   	 61.40   	 -20.35		
-153.20   	153.81   	 61.32   	 -15.26		
-148.01   	 50.05   	 61.26   	 -15.26		
-140.08   	-93.69   	 61.20   	 -15.26		
-139.47   	-222.78   	 61.14   	 -15.26		
-142.52   	-287.48   	 61.08   	 -10.17		
-137.33   	-275.27   	 61.04   	 -15.26		
-117.19   	-214.84   	 60.98   	 -15.26		
-85.14   	-148.01   	 60.92   	 -20.35		
-52.49   	-100.71   	 60.83   	 -20.35		
-29.91   	-77.51   	 60.75   	 -20.35		
-22.58   	-72.02   	 60.67   	 -25.43		
-26.25   	-76.29   	 60.57   	 -25.43		
-32.35   	-84.53   	 60.47   	 -30.52		
-33.87   	-91.25   	 60.35   	 -35.61		
-28.99   	-91.86   	 60.20   	 -30.52		
-21.36   	-86.67   	 60.08   	 -35.61		
-15.87   	-80.87   	 59.94   	 -35.61		
-14.95   	-78.43   	 59.80   	 -30.52		
-16.48   	-78.43   	 59.67   	 -25.43		
-17.70   	-78.13   	 59.57   	 -25.43		
-16.78   	-75.07   	 59.47   	 -20.35		
-13.43   	-70.50   	 59.39   	 -10.17		
-10.07   	-65.92   	 59.35(D)	   0.00		
 -7.93   	-62.26   	 59.35   	  15.26		
 -7.02   	-60.12   	 59.41   	  25.43		
 -6.10   	-58.90   	 59.51   	  50.86		
 -4.27   	-56.76   	 59.71   	  71.21		
 -0.61   	-53.71   	 60.00   	 101.73		
  3.66   	-48.83   	 60.41   	 127.16		
  6.71   	-43.33   	 60.92   	 162.77		
  9.16   	-38.45   	 61.57   	 188.20		
 11.60   	-34.18   	 62.32   	 218.72		
 14.95   	-30.82   	 63.19   	 244.15		
 19.23   	-26.86   	 64.17   	 264.50		
 24.11   	-22.28   	 65.23   	 279.75		
