  I     	  II     	  LV     	  LV'		  AO     	  AO'		
 16.48   	-52.49   	 15.48   	-152.59		 99.98   	 -55.95		
 18.01   	-51.27   	 14.87   	-137.33		 99.76   	 -61.04		
 18.31   	-50.96   	 14.32   	-116.99		 99.51   	 -66.12		
 17.70   	-51.88   	 13.86   	-101.73		 99.25   	 -66.12		
 16.17   	-53.71   	 13.45   	 -86.47		 98.98   	 -66.12		
 14.34   	-55.24   	 13.10   	 -66.12		 98.72   	 -71.21		
 12.82   	-55.85   	 12.84   	 -55.95		 98.43   	 -66.12		
 12.21   	-55.85   	 12.61   	 -50.86		 98.17   	 -71.21		
 12.21   	-55.85   	 12.41   	 -40.69		 97.88   	 -66.12		
 13.12   	-55.85   	 12.25   	 -30.52		 97.62   	 -71.21		
 14.04   	-55.85   	 12.13   	 -25.43		 97.33   	 -66.12		
 14.65   	-54.63   	 12.02   	 -20.35		 97.07   	 -66.12		
 14.95   	-53.10   	 11.94   	 -20.35		 96.81   	 -71.21		
 14.34   	-52.19   	 11.86   	 -15.26		 96.52   	 -66.12		
 13.73   	-51.88   	 11.80   	 -10.17		 96.26   	 -76.30		
 13.73   	-51.88   	 11.76   	 -10.17		 95.95   	 -71.21		
 14.65   	-51.57   	 11.72   	 -10.17		 95.67   	 -81.38		
 15.87   	-51.27   	 11.68   	 -15.26		 95.34   	 -81.38		
 17.09   	-51.57   	 11.62   	  -5.09		 95.01   	 -86.47		
 17.09   	-52.19   	 11.60   	  -5.09		 94.67   	 -86.47		
 16.17   	-52.80   	 11.58   	   5.09		 94.32   	 -91.56		
 15.26   	-52.80   	 11.60   	  15.26		 93.96   	 -86.47		
 14.65   	-51.88   	 11.66   	  20.35		 93.61   	 -86.47		
 14.34   	-51.27   	 11.74   	  40.69		 93.27   	 -81.38		
 13.43   	-51.57   	 11.90   	  50.86		 92.94   	 -81.38		
 12.21   	-53.10   	 12.11   	  55.95		 92.61   	 -71.21		
 11.29   	-55.54   	 12.33   	  66.12		 92.33   	 -76.30		
 11.29   	-58.29   	 12.59   	  66.12		 92.02   	 -66.12		
 12.51   	-59.81   	 12.86   	  66.12		 91.76   	 -71.21		
 14.34   	-58.90   	 13.12   	  50.86		 91.47   	 -61.04		
 16.17   	-56.46   	 13.33   	  45.78		 91.23   	 -66.12		
 16.78   	-53.10   	 13.51   	  35.61		 90.97   	 -71.21		
 16.17   	-51.57   	 13.65   	  25.43		 90.68   	 -66.12		
 15.26   	-51.88   	 13.75   	  15.26		 90.42   	 -66.12		
 13.73   	-54.02   	 13.81   	  15.26		 90.15   	 -76.30		
 12.82   	-55.85   	 13.88   	  15.26		 89.85   	 -71.21		
 12.51   	-55.85   	 13.94   	  20.35		 89.56   	 -76.30		
 12.51   	-54.63   	 14.02   	  20.35		 89.26   	 -76.30		
 13.12   	-52.80   	 14.10   	  30.52		 88.95   	 -76.30		
 13.73   	-50.96   	 14.22   	  30.52		 88.65   	 -76.30		
 14.04   	-49.13   	 14.34   	  30.52		 88.34   	 -81.38		
 14.65   	-46.39   	 14.47   	  30.52		 88.02   	 -76.30		
 16.17   	-41.50   	 14.59   	  30.52		 87.71   	 -76.30		
 19.23   	-31.74   	 14.71   	  25.43		 87.41   	 -76.30		
 23.80   	-17.09   	 14.81   	  20.35		 87.10   	 -71.21		
 29.60   	  0.31   	 14.89   	  20.35		 86.82   	 -66.12		
 34.79   	 16.17   	 14.97   	  15.26		 86.55   	 -71.21		
 37.84   	 26.25   	 15.04   	  10.17		 86.27   	 -66.12		
 39.37   	 28.69   	 15.08   	  10.17		 86.00   	 -66.12		
 40.28   	 25.94   	 15.12   	   5.09		 85.74   	 -66.12		
 41.81   	 21.67   	 15.14   	   5.09		 85.47   	 -66.12		
 45.47   	 16.78   	 15.16   	   0.00		 85.21   	 -66.12		
 51.57   	 13.43   	 15.16   	   5.09		 84.94   	 -61.04		
 59.20   	 15.87   	 15.18   	   5.09		 84.70   	 -66.12		
 68.36   	 28.69   	 15.20   	   5.09		 84.44   	 -66.12		
 78.43   	 51.88   	 15.22   	  10.17		 84.17   	 -61.04		
 88.81   	 78.74   	 15.26   	  15.26		 83.93   	 -66.12		
 97.05   	 96.44   	 15.32   	  15.26		 83.66   	 -61.04		
101.93   	 97.35   	 15.38   	  10.17		 83.42   	 -66.12		
103.45   	 83.01   	 15.42   	  15.26		 83.15   	 -61.04		
102.54   	 63.17   	 15.48   	   5.09		 82.91   	 -61.04		
 99.49   	 47.91   	 15.50   	   5.09		 82.66   	 -61.04		
 93.99   	 40.59   	 15.52   	  -5.09		 82.42   	 -61.04		
 85.14   	 37.84   	 15.50   	  -5.09		 82.18   	 -61.04		
 72.33   	 32.35   	 15.48   	  -5.09		 81.93   	 -55.95		
 57.68   	 20.45   	 15.46   	 -10.17		 81.71   	 -61.04		
 43.03   	  1.83   	 15.42   	   0.00		 81.46   	 -50.86		
 30.21   	-20.14   	 15.42   	   0.00		 81.26   	 -55.95		
 20.14   	-39.98   	 15.42   	   0.00		 81.04   	 -45.78		
 13.43   	-53.10   	 15.42   	   5.09		 80.85   	 -50.86		
 10.07   	-59.81   	 15.44   	  10.17		 80.65   	 -45.78		
  9.77   	-62.87   	 15.48   	   5.09		 80.47   	 -45.78		
  9.77   	-65.61   	 15.50   	  15.26		 80.28   	 -45.78		
  8.54   	-68.97   	 15.56   	  20.35		 80.10   	 -40.69		
  5.80   	-72.33   	 15.65   	  35.61		 79.94   	 -35.61		
  2.44   	-74.46   	 15.79   	  55.95		 79.80   	 -35.61		
  0.31   	-75.07   	 16.01   	  81.38		 79.65   	 -30.52		
 -0.92   	-75.68   	 16.34   	  96.64		 79.53   	 -25.43		
 -1.22   	-76.90   	 16.72   	 122.07		 79.43   	 -25.43		
 -1.83   	-78.13   	 17.21   	 127.16		 79.33   	 -20.35		
 -2.75   	-78.74   	 17.72   	 122.07		 79.25   	 -20.35		
 -3.66   	-78.43   	 18.21   	 116.99		 79.17   	 -25.43		
 -4.27   	-77.51   	 18.68   	  96.64		 79.06   	 -25.43		
 -4.58   	-75.99   	 19.06   	  76.30		 78.96   	 -35.61		
 -4.58   	-74.16   	 19.37   	  55.95		 78.82   	 -40.69		
 -5.49   	-75.38   	 19.59   	  45.78		 78.66   	 -45.78		
-10.99   	-84.23   	 19.78   	  35.61		 78.47   	 -55.95		
-24.41   	-102.84   	 19.92   	  40.69		 78.25   	 -55.95		
-45.47   	-123.60   	 20.08   	  50.86		 78.03   	 -61.04		
-65.92   	-130.62   	 20.28   	  61.04		 77.78   	 -61.04		
-70.80   	-105.90   	 20.53   	  76.30		 77.54   	 -55.95		
-40.28   	-41.81   	 20.83   	  91.56		 77.31   	 -61.04		
 42.72   	 51.57   	 21.20   	 101.73		 77.07   	 -55.95		
189.21   	160.22   	 21.61   	 101.73		 76.85   	 -55.95		
408.02   	286.25   	 22.01   	  96.64		 76.62   	 -50.86		
697.63   	453.19   	 22.40   	  96.64		 76.42   	 -45.78		
1028.75   	672.91   	 22.79   	  81.38		 76.24   	 -45.78		
1321.41   	902.10   	 23.11   	  81.38		 76.05   	 -45.78		
1461.79(R)	1035.46   	 23.44(E)	  66.12		 75.87   	 -40.69		
1357.73   	967.10   	 23.70   	  71.21		 75.71   	 -40.69		
1007.69   	673.22   	 23.99   	  81.38		 75.54   	 -40.69		
527.34   	253.91   	 24.31   	  86.47		 75.38   	 -30.52		
 93.69   	-118.10   	 24.66   	 106.82		 75.26   	 -35.61		
-155.64   	-306.70   	 25.09   	 122.07		 75.12   	 -35.61		
-197.14   	-295.41   	 25.57   	 137.33		 74.97   	 -30.52		
-112.61   	-171.51   	 26.12   	 162.77		 74.85   	 -40.69		
-14.34   	-49.13   	 26.78   	 183.11		 74.69   	 -35.61		
 26.25   	  6.41   	 27.51   	 213.63		 74.55   	 -45.78		
  6.10   	 -3.97   	 28.36   	 264.50		 74.36   	 -50.86		
-37.23   	-40.59   	 29.42   	 325.53		 74.16   	 -50.86		
-67.44   	-69.27   	 30.72   	 417.09		 73.96   	 -50.86		
-72.33   	-78.13   	 32.39   	 518.82		 73.75   	 -45.78		
-62.56   	-73.55   	 34.47   	 635.81		 73.57   	 -45.78		
-53.10   	-66.83   	 37.01   	 768.05		 73.39   	 -40.69		
-51.88   	-64.39   	 40.08   	 885.04		 73.22   	 -20.35		
-57.68   	-67.44   	 43.62   	 991.86		 73.14   	 -15.26		
-64.39   	-72.02   	 47.59   	1078.33		 73.08   	  10.17		
-67.75   	-74.46   	 51.90   	1134.28		 73.12   	  20.35		
-67.14   	-73.85   	 56.44   	1164.80		 73.20   	  45.78		
-65.92   	-72.02   	 61.10   	1169.88		 73.39   	  66.12		
-65.92   	-70.50   	 65.78   	1164.80		 73.65   	  91.56		
-67.14   	-68.97   	 70.44   	1144.45		 74.02   	 106.82		
-68.05   	-66.53   	 75.01   	1129.19		 74.45   	 132.25		
-67.75   	-63.48   	 79.53   	1108.85		 74.97   	 157.68		
-66.83   	-60.42   	 83.97   	1088.50		 75.60   	 178.03		
-65.61   	-58.59   	 88.32   	1078.33		 76.32   	 198.37		
-65.31   	-57.68   	 92.63   	1063.07		 77.11   	 213.63		
-66.22   	-57.37   	 96.89   	1042.72		 77.97   	 233.98		
-68.36   	-56.76   	101.06   	1022.38		 78.90   	 249.24		
-71.11   	-55.54   	105.15   	 991.86		 79.90   	 259.41		
-73.24   	-53.41   	109.11   	 961.34		 80.94   	 269.58		
-74.77   	-50.05   	112.96   	 920.65		 82.01   	 279.75		
-75.07   	-45.17   	116.64   	 879.96		 83.13   	 279.75		
-74.77   	-40.59   	120.16   	 834.18		 84.25   	 279.75		
-74.77   	-37.54   	123.50   	 788.40		 85.37   	 279.75		
-75.68   	-35.71   	126.65   	 732.45		 86.49   	 269.58		
-77.21   	-33.57   	129.58   	 681.58		 87.57   	 259.41		
-78.74   	-29.91   	132.31   	 625.63		 88.61   	 239.06		
-79.35   	-23.80   	134.81   	 569.68		 89.56   	 223.80		
-79.96   	-17.70   	137.09   	 513.73		 90.46   	 198.37		
-80.26   	-13.43   	139.14   	 462.87		 91.25   	 172.94		
-81.18   	-10.07   	141.00   	 422.18		 91.94   	 147.51		
-83.01   	 -6.71   	142.69   	 396.74		 92.53   	 127.16		
-84.84   	 -2.14   	144.27   	 381.48		 93.04   	 111.90		
-86.98   	  3.36   	145.80   	 371.31		 93.49   	  96.64		
-89.11   	  8.54   	147.28   	 366.22		 93.88   	  96.64		
-91.25   	 13.73   	148.75   	 371.31		 94.26   	  91.56		
-93.08   	 19.23   	150.23   	 356.05		 94.63   	  96.64		
-94.91   	 25.63   	151.66   	 335.71		 95.01   	 101.73		
-97.35   	 32.96   	153.00   	 310.27		 95.42   	 101.73		
-100.40   	 40.59   	154.24   	 284.84		 95.83   	 106.82		
-104.98   	 47.91   	155.38   	 254.32		 96.26   	 116.99		
-110.17   	 55.85   	156.40   	 233.98		 96.72   	 122.07		
-115.36   	 64.39   	157.33   	 218.72		 97.21   	 137.33		
-120.24   	 74.77   	158.21   	 213.63		 97.76   	 152.59		
-124.21   	 86.06   	159.06   	 208.54		 98.37   	 162.77		
-128.17   	 96.74   	159.90   	 198.37		 99.02   	 183.11		
-133.97   	106.81   	160.69   	 183.11		 99.76   	 198.37		
-141.30   	116.27   	161.42   	 172.94		100.55   	 208.54		
-150.15   	125.73   	162.12   	 147.51		101.38   	 223.80		
-159.30   	135.50   	162.71   	 132.25		102.28   	 233.98		
-168.15   	145.57   	163.23   	 116.99		103.21   	 254.32		
-177.31   	155.33   	163.70   	 101.73		104.23   	 259.41		
-186.77   	164.18   	164.11   	  91.56		105.27   	 269.58		
-197.75   	172.73   	164.48   	  81.38		106.35   	 274.67		
-210.27   	180.36   	164.80   	  71.21		107.45   	 274.67		
-223.08   	187.38   	165.09   	  50.86		108.54   	 274.67		
-235.29   	193.48   	165.29   	  40.69		109.64   	 274.67		
-245.97   	198.97   	165.45   	  25.43		110.74   	 269.58		
-255.43   	203.86   	165.55   	   5.09		111.82   	 259.41		
-264.28   	208.13   	165.57(S)	 -15.26		112.86   	 249.24		
-272.22   	210.88   	165.51   	 -35.61		113.86   	 239.06		
-279.24   	210.57   	165.37   	 -55.95		114.81   	 228.89		
-284.12   	207.52   	165.15   	 -76.30		115.73   	 213.63		
-285.64   	202.03   	164.84   	 -96.64		116.58   	 198.37		
-283.20   	195.62   	164.46   	-106.82		117.37   	 188.20		
-276.79   	187.68   	164.03   	-122.07		118.13   	 178.03		
-267.33   	177.00   	163.54   	-132.25		118.84   	 172.94		
-254.52   	163.57   	163.01   	-132.25		119.53   	 167.85		
-237.73   	147.09   	162.48   	-142.42		120.20   	 162.77		
-216.67   	128.78   	161.91   	-147.51		120.85   	 157.68		
-191.96   	109.25   	161.32   	-152.59		121.48   	 162.77		
-164.79   	 87.59   	160.71   	-172.94		122.14   	 162.77		
-137.33   	 64.39   	160.02   	-183.11		122.79   	 157.68		
-109.86   	 40.59   	159.29   	-208.54		123.42   	 157.68		
-83.62   	 18.92   	158.45   	-228.89		124.05   	 147.51		
-59.51   	  1.22   	157.54   	-264.50		124.64   	 142.42		
-38.15   	-12.51   	156.48   	-295.01		125.21   	 122.07		
-20.45   	-22.89   	155.30   	-330.62		125.70   	 106.82		
 -6.41   	-31.43   	153.98   	-371.31		126.12   	  86.47		
  4.58   	-38.76   	152.49   	-406.92		126.47   	  66.12		
 14.04   	-44.56   	150.86   	-452.69		126.73   	  40.69		
 22.28   	-48.83   	149.05   	-488.30		126.90   	  15.26		
 29.60   	-51.88   	147.10   	-523.90		126.96(S)	 -10.17		
 35.71   	-54.63   	145.00   	-569.68		126.92   	 -35.61		
 40.28   	-57.37   	142.73   	-605.29		126.77   	 -61.04		
 43.33   	-59.81   	140.30   	-640.89		126.53   	 -86.47		
 44.56   	-61.65   	137.74   	-686.67		126.18   	-111.90		
 44.56   	-62.26   	134.99   	-722.28		125.74   	-132.25		
 43.64   	-61.65   	132.11   	-773.14		125.21   	-152.59		
 43.33   	-60.12   	129.01   	-818.92		124.60   	-172.94		
 44.25   	-57.98   	125.74   	-864.70		123.91   	-183.11		
 45.78   	-56.76   	122.28   	-910.47		123.17   	-203.46		
 46.69   	-57.68   	118.64   	-961.34		122.36   	-213.63		
 45.78   	-59.81   	114.79   	-1002.03		121.51   	-218.72		
 43.64   	-61.65   	110.78   	-1042.72		120.63   	-223.80		
 41.81   	-61.04   	106.61   	-1073.24		119.74   	-223.80		
 40.59   	-57.98   	102.32   	-1098.67		118.84   	-228.89		
 40.59   	-53.71   	 97.92   	-1113.93		117.92   	-223.80		
 40.28   	-50.05   	 93.47   	-1124.11		117.03   	-218.72		
 38.76   	-48.22   	 88.97   	-1113.93		116.15   	-208.54		
 36.32   	-48.22   	 84.52   	-1108.85		115.32   	-203.46		
 33.57   	-49.13   	 80.08   	-1088.50		114.51   	-188.20		
 30.82   	-50.35   	 75.73   	-1063.07		113.75   	-172.94		
 28.69   	-50.96   	 71.47   	-1032.55		113.06   	-162.77		
 27.16   	-50.96   	 67.34   	-996.94		112.41   	-152.59		
 25.94   	-50.35   	 63.36   	-966.43		111.80   	-137.33		
 25.33   	-49.13   	 59.49   	-925.73		111.25   	-127.16		
 24.11   	-48.52   	 55.79   	-900.30		110.74   	-122.07		
 22.58   	-48.52   	 52.19   	-869.78		110.25   	-116.99		
 20.45   	-49.44   	 48.71   	-839.26		109.79   	-116.99		
 19.23   	-50.66   	 45.35   	-813.83		109.32   	-111.90		
 18.92   	-51.88   	 42.10   	-783.31		108.87   	-111.90		
 19.53   	-51.88   	 38.96   	-737.54		108.42   	-111.90		
 20.45   	-51.27   	 36.01   	-691.76		107.98   	-106.82		
 21.36   	-50.05   	 33.25   	-625.63		107.55   	-101.73		
 21.67   	-48.83   	 30.74   	-549.34		107.14   	 -91.56		
 21.06   	-49.13   	 28.55   	-473.04		106.77   	 -86.47		
 20.14   	-50.05   	 26.65   	-391.66		106.43   	 -76.30		
 19.23   	-51.57   	 25.09   	-320.45		106.12   	 -66.12		
 18.92   	-51.88   	 23.80   	-264.50		105.86   	 -66.12		
 19.84   	-50.66   	 22.75   	-218.72		105.59   	 -55.95		
 21.06   	-48.52   	 21.87   	-193.29		105.37   	 -55.95		
 22.28   	-46.39   	 21.10   	-178.03		105.15   	 -55.95		
 22.89   	-46.08   	 20.39   	-178.03		104.92   	 -55.95		
 22.89   	-47.91   	 19.67   	-183.11		104.70   	 -66.12		
 22.89   	-50.66   	 18.94   	-193.29		104.43   	 -66.12		
 23.19   	-53.10   	 18.17   	-188.20		104.17   	 -76.30		
 23.50   	-54.32   	 17.42   	-193.29		103.87   	 -81.38		
 23.80   	-54.02   	 16.64   	-178.03		103.54   	 -86.47		
 23.80   	-53.10   	 15.93   	-162.77		103.19   	 -91.56		
 23.19   	-52.19   	 15.28   	-137.33		102.83   	 -91.56		
 22.58   	-51.57   	 14.73   	-111.90		102.46   	 -96.64		
 21.97   	-51.88   	 14.28   	 -91.56		102.07   	 -96.64		
 21.67   	-51.57   	 13.92   	 -66.12		101.69   	 -96.64		
 21.97   	-51.27   	 13.65   	 -50.86		101.30   	 -96.64		
 22.89   	-50.35   	 13.45   	 -40.69		100.92   	 -91.56		
 23.80   	-49.44   	 13.29   	 -35.61		100.55   	 -91.56		
 24.11   	-49.13   	 13.14   	 -25.43		100.18   	 -91.56		
 24.11   	-49.13   	 13.04   	 -30.52		 99.82   	 -86.47		
 23.19   	-49.74   	 12.92   	 -25.43		 99.47   	 -86.47		
 22.28   	-50.66   	 12.82   	 -30.52		 99.12   	 -81.38		
 21.97   	-51.57   	 12.70   	 -25.43		 98.80   	 -86.47		
 22.28   	-52.19   	 12.59   	 -20.35		 98.45   	 -86.47		
 23.50   	-51.88   	 12.51   	 -20.35		 98.11   	 -81.38		
 24.41   	-51.27   	 12.43   	 -10.17		 97.78   	 -86.47		
 25.02   	-50.66   	 12.39   	  -5.09		 97.44   	 -86.47		
 25.33   	-49.74   	 12.37(D)	   0.00		 97.09   	 -86.47		
 25.33   	-49.44   	 12.37   	  10.17		 96.74   	 -86.47		
 25.94   	-49.44   	 12.41   	  15.26		 96.40   	 -86.47		
 26.55   	-49.13   	 12.47   	  20.35		 96.05   	 -86.47		
 27.16   	-48.52   	 12.55   	  20.35		 95.71   	 -86.47		
 27.47   	-47.30   	 12.63   	  20.35		 95.36   	 -86.47		
 26.86   	-46.39   	 12.72   	  20.35		 95.01   	 -86.47		
 26.25   	-46.39   	 12.80   	  15.26		 94.67   	 -86.47		
 25.94   	-47.00   	 12.86   	   5.09		 94.32   	 -91.56		
 25.63   	-47.91   	 12.88   	  10.17		 93.96   	 -86.47		
 25.94   	-48.22   	 12.92   	   5.09		 93.61   	 -91.56		
 26.25   	-47.61   	 12.94   	  10.17		 93.24   	 -86.47		
 25.94   	-47.00   	 12.98   	  10.17		 92.90   	 -86.47		
 25.33   	-47.30   	 13.02   	  20.35		 92.55   	 -86.47		
 23.80   	-48.52   	 13.10   	  25.43		 92.21   	 -81.38		
 22.58   	-49.74   	 13.20   	  30.52		 91.88   	 -86.47		
 22.28   	-50.05   	 13.33   	  35.61		 91.54   	 -76.30		
 23.19   	-49.44   	 13.47   	  40.69		 91.23   	 -81.38		
 24.72   	-48.52   	 13.63   	  45.78		 90.91   	 -71.21		
 25.63   	-48.52   	 13.81   	  40.69		 90.62   	 -76.30		
 25.63   	-49.13   	 13.98   	  35.61		 90.32   	 -71.21		
 25.02   	-49.44   	 14.12   	  35.61		 90.03   	 -76.30		
 24.72   	-47.61   	 14.26   	  25.43		 89.72   	 -71.21		
 25.94   	-41.81   	 14.36   	  20.35		 89.44   	 -71.21		
 28.38   	-31.13   	 14.45   	  15.26		 89.16   	 -71.21		
 32.04   	-15.26   	 14.51   	   5.09		 88.87   	 -71.21		
 36.62   	  2.75   	 14.53   	   5.09		 88.59   	 -71.21		
 41.20   	 17.70   	 14.55   	   5.09		 88.30   	 -71.21		
 45.47   	 25.94   	 14.57   	   5.09		 88.02   	 -66.12		
 49.13   	 25.94   	 14.59   	   0.00		 87.75   	 -71.21		
 51.57   	 21.06   	 14.59   	   5.09		 87.47   	 -71.21		
 53.71   	 14.95   	 14.61   	  10.17		 87.18   	 -71.21		
 57.07   	 10.38   	 14.65   	   5.09		 86.90   	 -66.12		
 62.26   	  8.54   	 14.67   	   5.09		 86.63   	 -71.21		
 69.89   	 12.82   	 14.69   	  10.17		 86.35   	 -66.12		
 79.65   	 26.25   	 14.73   	   5.09		 86.08   	 -61.04		
 90.33   	 47.91   	 14.75   	  10.17		 85.84   	 -66.12		
100.10   	 70.80   	 14.79   	   5.09		 85.57   	 -61.04		
107.73   	 85.14   	 14.81   	  10.17		 85.33   	 -61.04		
112.00   	 84.23   	 14.85   	   5.09		 85.09   	 -61.04		
113.83   	 70.80   	 14.87   	  10.17		 84.84   	 -61.04		
114.14   	 54.02   	 14.91   	   5.09		 84.60   	 -61.04		
111.69   	 41.50   	 14.93   	   5.09		 84.35   	 -61.04		
105.90   	 35.10   	 14.95   	   0.00		 84.11   	 -55.95		
 95.52   	 31.43   	 14.95   	  -5.09		 83.89   	 -66.12		
 82.09   	 24.72   	 14.93   	 -10.17		 83.62   	 -61.04		
 66.83   	 11.29   	 14.89   	 -20.35		 83.38   	 -66.12		
 51.57   	 -8.85   	 14.81   	 -25.43		 83.11   	 -61.04		
 37.84   	-31.13   	 14.71   	 -25.43		 82.87   	 -66.12		
 26.25   	-50.05   	 14.61   	 -30.52		 82.60   	 -66.12		
 18.31   	-61.04   	 14.49   	 -25.43		 82.34   	 -61.04		
 14.65   	-64.39   	 14.38   	 -15.26		 82.10   	 -61.04		
 14.34   	-64.70   	 14.32   	  -5.09		 81.85   	 -55.95		
 14.34   	-66.53   	 14.30   	   5.09		 81.63   	 -50.86		
 13.43   	-70.50   	 14.32   	  35.61		 81.42   	 -40.69		
 11.29   	-75.07   	 14.47   	  55.95		 81.26   	 -35.61		
  9.16   	-77.21   	 14.69   	  86.47		 81.12   	 -30.52		
  7.93   	-76.60   	 15.04   	 106.82		 81.00   	 -25.43		
  7.32   	-75.68   	 15.46   	 132.25		 80.89   	 -15.26		
  7.02   	-75.99   	 15.99   	 137.33		 80.83   	 -10.17		
  6.10   	-77.82   	 16.54   	 137.33		 80.79   	 -15.26		
  5.19   	-79.96   	 17.09   	 127.16		 80.73   	 -15.26		
  4.27   	-81.79   	 17.60   	 106.82		 80.67   	 -15.26		
  3.66   	-82.70   	 18.03   	  81.38		 80.61   	 -25.43		
  3.05   	-83.31   	 18.35   	  61.04		 80.51   	 -30.52		
  2.14   	-83.62   	 18.60   	  40.69		 80.39   	 -40.69		
  0.00   	-86.67   	 18.76   	  30.52		 80.22   	 -45.78		
 -7.32   	-96.44   	 18.88   	  25.43		 80.04   	 -55.95		
-22.89   	-113.53   	 18.98   	  35.61		 79.82   	 -61.04		
-45.47   	-130.31   	 19.13   	  40.69		 79.57   	 -66.12		
-65.92   	-130.00   	 19.29   	  50.86		 79.31   	 -66.12		
-66.83   	-97.35   	 19.49   	  66.12		 79.04   	 -66.12		
-26.86   	-28.08   	 19.76   	  76.30		 78.78   	 -71.21		
 70.50   	 65.92   	 20.06   	  81.38		 78.49   	 -66.12		
236.82   	172.42   	 20.39   	  81.38		 78.23   	 -61.04		
478.52   	300.29   	 20.71   	  86.47		 77.99   	 -61.04		
789.79   	473.63   	 21.06   	  86.47		 77.74   	 -55.95		
1129.46   	694.58   	 21.40   	  81.38		 77.52   	 -50.86		
1405.94   	901.79   	 21.73   	  81.38		 77.31   	 -45.78		
1502.38(R)	984.19   	 22.05(E)	  81.38		 77.13   	 -40.69		
1340.33   	851.14   	 22.38   	  81.38		 76.97   	 -40.69		
944.21   	513.00   	 22.71   	  86.47		 76.81   	 -30.52		
451.05   	 97.66   	 23.05   	 101.73		 76.68   	 -35.61		
 41.81   	-221.56   	 23.46   	 106.82		 76.54   	 -30.52		
-165.71   	-340.58   	 23.89   	 122.07		 76.42   	 -35.61		
