  I     	  II     	  LVp     	  LVp'		  CH2     	  CH2'		
-22.58   	-39.98   	 19.02   	  96.64		 61.22   	 -50.86		
-19.53   	-33.26   	 19.41   	 106.82		 61.02   	 -30.52		
-18.31   	-50.96   	 19.84   	 111.90		 60.89   	  10.17		
-21.06   	-53.41   	 20.28   	 111.90		 60.94   	  20.35		
-16.17   	-32.96   	 20.73   	 111.90		 61.02   	 -10.17		
 -3.97   	-26.25   	 21.18   	 106.82		 60.98   	 -66.12		
 20.14   	 -1.22   	 21.61   	  96.64		 60.71   	 -81.38		
 28.08   	  3.36   	 21.99   	  86.47		 60.39   	-142.42		
 22.28   	-31.13   	 22.34   	  76.30		 59.82   	-239.06		
 -5.49   	-45.78   	 22.64   	  55.95		 58.86   	-157.68		
-26.25   	-46.39   	 22.87   	  40.69		 58.23   	 -61.04		
-24.11   	-36.32   	 23.03   	  25.43		 57.99   	-218.72		
-32.35   	-30.21   	 23.13   	   5.09		 57.11   	-401.83		
-29.30   	-24.11   	 23.15   	 -10.17		 55.50   	-310.27		
-12.21   	-23.50   	 23.11   	 -20.35		 54.26   	-132.25		
-10.68   	-30.21   	 23.03   	 -25.43		 53.73   	-132.25		
-15.56   	-24.72   	 22.93   	 -20.35		 53.20   	 -91.56		
 -2.14   	-17.40   	 22.85   	 -15.26		 52.84   	  76.30		
 -2.14   	-18.01   	 22.79   	   0.00		 53.14   	 259.41		
-11.90   	-19.23   	 22.79(E)	  20.35		 54.18   	 396.74		
 -8.85   	-18.62   	 22.87   	  30.52		 55.77   	 391.66		
-16.78   	-16.17   	 22.99   	  45.78		 57.33   	 259.41		
-25.02   	  4.88   	 23.17   	  61.04		 58.37   	  76.30		
-49.74   	 11.60   	 23.42   	  61.04		 58.68   	 -81.38		
-67.75   	 13.73   	 23.66   	  66.12		 58.35   	-188.20		
-66.53   	 36.93   	 23.93   	  66.12		 57.60   	-259.41		
-51.27   	 53.41   	 24.19   	  66.12		 56.56   	-269.58		
 -3.36   	 95.21   	 24.46   	  61.04		 55.48   	-203.46		
 66.83   	163.57   	 24.70   	  61.04		 54.67   	-157.68		
165.41   	257.26   	 24.94   	  50.86		 54.04   	 -96.64		
301.51   	382.08   	 25.15   	  50.86		 53.65   	 -25.43		
478.82   	536.80   	 25.35   	  40.69		 53.55   	  25.43		
685.73   	773.32   	 25.51   	  81.38		 53.65   	  15.26		
890.81   	1073.00(R)	 25.84   	  30.52		 53.71   	 -25.43		
842.90   	1049.80   	 25.96   	  35.61		 53.61   	 -30.52		
708.31   	823.67   	 26.10   	  35.61		 53.49   	 -45.78		
480.96   	544.43   	 26.25   	  35.61		 53.31   	 -61.04		
266.42   	311.28   	 26.39   	  45.78		 53.06   	 -45.78		
100.71   	159.00   	 26.57   	  55.95		 52.88   	 -30.52		
-61.95   	 81.18   	 26.80   	  76.30		 52.76   	 -15.26		
-117.19   	 15.87   	 27.10   	 101.73		 52.70   	   0.00		
-93.99   	-20.45   	 27.51   	 127.16		 52.70   	  25.43		
-73.55   	-72.02   	 28.02   	 167.85		 52.80   	  50.86		
-26.86   	-72.94   	 28.69   	 213.63		 53.00   	  71.21		
 -7.32   	-42.72   	 29.54   	 264.50		 53.29   	  30.52		
-20.14   	-27.77   	 30.60   	 325.53		 53.41   	 -86.47		
-32.04   	  9.46   	 31.90   	 406.92		 53.06   	-188.20		
-51.88   	 20.75   	 33.53   	 483.21		 52.31   	 -76.30		
-55.54   	 21.67   	 35.46   	 579.86		 52.00   	 152.59		
-38.15   	 14.04   	 37.78   	 686.67		 52.61   	 244.15		
-32.04   	  1.83   	 40.53   	 788.40		 53.59   	 264.50		
-26.55   	  7.93   	 43.68   	 905.39		 54.65   	 478.13		
-42.72   	  1.83   	 47.30   	1017.29		 56.56   	 834.18		
-41.20   	  1.83   	 51.37   	1119.02		 59.90   	 834.18		
-28.08   	  4.27   	 55.85   	1220.75		 63.23   	 701.93		
-30.82   	 -5.49   	 60.73   	1312.30		 66.04   	1078.33		
-37.84   	-10.07   	 65.98   	1383.51		 70.36   	1083.41		
-46.69   	 -6.10   	 71.52   	1434.38		 74.69   	 925.73		
-52.80   	 -4.58   	 77.25   	1469.98		 78.39   	 885.04		
-57.68   	-11.90   	 83.13   	1490.33		 81.93   	 528.99		
-55.24   	-13.43   	 89.09   	1480.16		 84.05   	 305.19		
-43.03   	 -5.80   	 95.01   	1459.81		 85.27   	 539.16		
-58.29   	 -0.61   	100.85   	1419.12		 87.43   	 320.45		
-56.46   	  3.05   	106.53   	1378.43		 88.71   	 -20.35		
-18.92   	 11.90   	112.04   	1312.30		 88.63   	  -5.09		
-16.48   	  5.80   	117.29   	1251.27		 88.61   	 223.80		
-19.84   	  3.36   	122.30   	1174.97		 89.50   	 157.68		
-32.35   	  3.66   	127.00   	1088.50		 90.13   	 233.98		
-43.33   	  1.83   	131.35   	1007.12		 91.07   	 747.71		
-54.32   	  9.16   	135.38   	 925.73		 94.06   	 178.03		
-60.12   	 16.17   	139.08   	 864.70		 94.77   	-1037.64		
-44.86   	 20.14   	142.54   	 818.92		 90.62   	-483.21		
-48.52   	 21.36   	145.82   	 778.23		 88.69   	 127.16		
-43.03   	 14.34   	148.93   	 757.88		 89.20   	  25.43		
-47.91   	  9.16   	151.96   	 752.79		 89.30   	 859.61		
-54.63   	 12.82   	154.97   	 747.71		 92.74   	1342.82		
-37.54   	 28.99   	157.96   	 737.54		 98.11   	 559.51		
-32.96   	 39.98   	160.91   	 717.19		100.35   	 564.60		
-24.11   	 47.91   	163.78   	 686.67		102.60   	 910.47		
 -1.53   	 62.26   	166.53   	 645.98		106.25   	 305.19		
 -0.61   	 54.32   	169.11   	 590.03		107.47   	-498.47		
  2.75   	 65.00   	171.47   	 534.08		105.47   	-615.46		
  7.32   	 92.47   	173.61   	 483.21		103.01   	  10.17		
  0.31   	108.64   	175.54   	 452.69		103.05   	  91.56		
-17.09   	127.26   	177.35   	 427.26		103.42   	-274.67		
-28.08   	143.13   	179.06   	 422.18		102.32   	 824.00		
-10.38   	154.72   	180.75   	 417.09		105.62   	1876.90		
 17.40   	167.85   	182.42   	 412.00		113.12   	1154.62		
 35.10   	184.02   	184.07   	 412.00		117.74   	 900.30		
 50.66   	188.90   	185.72   	 396.74		121.34   	 951.17		
 55.54   	199.28   	187.30   	 371.31		125.15   	 -66.12		
 54.02   	213.93   	188.79   	 335.71		124.88   	-834.18		
 70.19   	225.52   	190.13   	 295.01		121.55   	-325.53		
 83.01   	243.23   	191.31   	 249.24		120.24   	 350.97		
 77.51   	250.55   	192.31   	 203.46		121.65   	 142.42		
 70.50   	247.80   	193.12   	 162.77		122.22   	-228.89		
 61.34   	245.67   	193.77   	 127.16		121.30   	 432.35		
 66.22   	253.30   	194.28   	  96.64		123.03   	1205.49		
 83.62   	258.48   	194.67   	  55.95		127.85   	 930.82		
 84.23   	250.24   	194.89   	  25.43		131.58   	 300.10		
 75.99   	247.50   	194.99(S)	 -10.17		132.78   	-208.54		
 60.73   	227.36   	194.95   	 -55.95		131.94   	-473.04		
 43.33   	203.86   	194.73   	-101.73		130.05   	 152.59		
 61.04   	189.21   	194.32   	-142.42		130.66   	 295.01		
 86.98   	176.70   	193.75   	-188.20		131.84   	-829.09		
 75.38   	158.39   	193.00   	-223.80		128.52   	-808.75		
 47.30   	140.99   	192.11   	-254.32		125.29   	  76.30		
 17.09   	118.41   	191.09   	-279.75		125.59   	 132.25		
 -6.71   	 92.47   	189.97   	-305.19		126.12   	 244.15		
  0.00   	 75.38   	188.75   	-310.27		127.10   	 381.48		
 24.72   	 64.09   	187.51   	-320.45		128.63   	 122.07		
 37.84   	 47.91   	186.23   	-320.45		129.11   	 -40.69		
 27.47   	 36.93   	184.94   	-325.53		128.95   	-111.90		
 15.87   	 20.75   	183.64   	-325.53		128.50   	   5.09		
 -1.22   	  8.85   	182.34   	-330.62		128.52   	 452.69		
-13.43   	  7.32   	181.02   	-340.79		130.34   	 315.36		
 -8.85   	  4.58   	179.65   	-350.97		131.60   	-300.10		
-19.84   	 -1.22   	178.25   	-371.31		130.40   	-376.40		
-20.75   	 -0.31   	176.76   	-396.74		128.89   	-289.93		
 -7.93   	 -5.19   	175.18   	-417.09		127.73   	-386.57		
-17.09   	 -8.85   	173.51   	-447.61		126.18   	-406.92		
-10.99   	 -2.75   	171.72   	-473.04		124.56   	-223.80		
 -0.61   	 -2.14   	169.83   	-508.65		123.66   	-254.32		
-17.40   	 -0.61   	167.79   	-539.16		122.64   	-467.95		
-29.60   	  5.19   	165.64   	-569.68		120.77   	-376.40		
-14.34   	 13.12   	163.36   	-595.11		119.27   	-157.68		
  9.77   	 12.82   	160.98   	-630.72		118.64   	-305.19		
 12.82   	  5.49   	158.45   	-656.15		117.42   	-437.43		
  1.22   	  3.97   	155.83   	-681.58		115.67   	-295.01		
-18.31   	 14.95   	153.10   	-707.02		114.49   	-295.01		
-38.45   	 10.99   	150.27   	-732.45		113.31   	-305.19		
-22.58   	 14.65   	147.34   	-752.79		112.09   	-172.94		
 18.31   	 24.11   	144.33   	-783.31		111.39   	-300.10		
 28.69   	  8.85   	141.20   	-813.83		110.19   	-579.86		
  5.49   	  4.88   	137.94   	-839.26		107.87   	-534.08		
 -8.54   	 16.17   	134.59   	-864.70		105.74   	-493.39		
 -1.83   	 10.68   	131.13   	-895.22		103.76   	-681.58		
  2.14   	 -1.22   	127.55   	-920.65		101.04   	-793.49		
 21.06   	 -6.71   	123.87   	-951.17		 97.86   	-747.71		
 36.62   	 -9.16   	120.06   	-971.51		 94.87   	-564.60		
 12.51   	 -7.93   	116.17   	-996.94		 92.61   	-310.27		
 -4.88   	 -3.66   	112.19   	-1012.20		 91.37   	-203.46		
-18.62   	  0.92   	108.14   	-1032.55		 90.56   	-101.73		
-25.33   	  8.54   	104.01   	-1052.90		 90.15   	  40.69		
-25.94   	  6.10   	 99.80   	-1063.07		 90.32   	 -20.35		
  2.14   	 14.34   	 95.54   	-1073.24		 90.23   	-279.75		
 31.13   	 21.06   	 91.25   	-1083.41		 89.11   	-264.50		
  7.32   	 15.56   	 86.92   	-1088.50		 88.06   	 -10.17		
 -8.24   	 13.12   	 82.56   	-1083.41		 88.02   	 -61.04		
  3.05   	 20.45   	 78.23   	-1073.24		 87.77   	-233.98		
 -6.10   	 21.36   	 73.94   	-1057.98		 86.84   	-142.42		
 18.01   	 33.87   	 69.70   	-1037.64		 86.27   	 -50.86		
 32.35   	 41.20   	 65.55   	-1012.20		 86.06   	-111.90		
-16.17   	 38.15   	 61.51   	-976.60		 85.62   	-127.16		
-37.54   	 38.45   	 57.60   	-946.08		 85.11   	-122.07		
 -9.46   	 36.32   	 53.81   	-900.30		 84.62   	-183.11		
  7.63   	 25.02   	 50.21   	-849.44		 83.89   	-198.37		
 26.55   	 12.21   	 46.82   	-808.75		 83.09   	 -86.47		
 39.37   	  8.54   	 43.58   	-757.88		 82.75   	  15.26		
 17.70   	  5.80   	 40.55   	-701.93		 82.81   	  10.17		
-25.63   	  9.46   	 37.74   	-661.24		 82.85   	 -76.30		
-40.59   	 18.62   	 35.10   	-615.46		 82.54   	-142.42		
-26.55   	 18.01   	 32.63   	-569.68		 81.97   	-127.16		
-33.87   	 13.12   	 30.36   	-534.08		 81.46   	-137.33		
-13.12   	  4.88   	 28.22   	-493.39		 80.92   	-188.20		
 21.36   	  6.10   	 26.25   	-457.78		 80.16   	-142.42		
 28.38   	  8.85   	 24.41   	-427.26		 79.59   	 -45.78		
 23.50   	  7.02   	 22.71   	-401.83		 79.41   	 -25.43		
 13.43   	 -3.36   	 21.10   	-366.22		 79.31   	 -25.43		
 18.92   	  7.02   	 19.63   	-340.79		 79.21   	 -66.12		
 19.23   	 21.06   	 18.27   	-310.27		 78.94   	-111.90		
-19.23   	 17.70   	 17.03   	-289.93		 78.49   	-127.16		
-10.07   	 31.74   	 15.87   	-259.41		 77.99   	-132.25		
 11.60   	 27.77   	 14.83   	-233.98		 77.46   	-116.99		
-14.04   	  0.61   	 13.90   	-208.54		 76.99   	 -86.47		
 -1.53   	 -0.61   	 13.06   	-183.11		 76.64   	 -81.38		
 25.33   	 11.29   	 12.33   	-157.68		 76.32   	 -86.47		
 -8.54   	 13.73   	 11.70   	-137.33		 75.97   	 -76.30		
-16.17   	 18.31   	 11.15   	-111.90		 75.67   	 -50.86		
 14.95   	 25.63   	 10.70   	 -96.64		 75.46   	 -40.69		
 13.73   	 16.78   	 10.32   	 -76.30		 75.30   	 -55.95		
 17.70   	  6.71   	 10.01   	 -66.12		 75.08   	 -61.04		
 10.68   	 11.60   	  9.75   	 -50.86		 74.83   	 -71.21		
 -8.24   	 19.84   	  9.54   	 -40.69		 74.55   	-116.99		
 -7.02   	 22.58   	  9.38   	 -30.52		 74.08   	-147.51		
-13.73   	 25.33   	  9.26   	 -30.52		 73.49   	-142.42		
  0.92   	 23.50   	  9.14   	 -25.43		 72.92   	-132.25		
 21.67   	 14.95   	  9.03   	 -20.35		 72.39   	-122.07		
  8.54   	  7.63   	  8.95   	 -15.26		 71.90   	 -96.64		
 -5.49   	 17.70   	  8.89   	 -15.26		 71.52   	 -81.38		
 -4.27   	 25.63   	  8.83   	 -15.26		 71.19   	 -66.12		
  0.92   	 20.75   	  8.77   	 -10.17		 70.93   	 -61.04		
  0.61   	 23.80   	  8.73   	 -10.17		 70.68   	 -55.95		
  7.93   	 10.68   	  8.69   	 -10.17		 70.46   	 -55.95		
  7.93   	  6.10   	  8.65   	  -5.09		 70.23   	 -50.86		
-23.80   	  8.85   	  8.63   	  -5.09		 70.03   	 -55.95		
-28.69   	 -0.61   	  8.61   	  -5.09		 69.81   	 -76.30		
 -8.54   	-12.21   	  8.59   	   0.00		 69.50   	 -91.56		
 -7.32   	-44.86   	  8.59   	   0.00		 69.14   	-106.82		
  5.49   	-67.75   	  8.59   	  -5.09		 68.71   	-106.82		
 23.19   	-75.99   	  8.57(D)	   5.09		 68.28   	 -96.64		
 19.53   	-63.17   	  8.59   	   0.00		 67.89   	 -81.38		
  6.71   	-53.10   	  8.59   	   5.09		 67.57   	 -71.21		
  4.88   	-54.93   	  8.61   	   5.09		 67.28   	 -71.21		
  6.41   	-41.50   	  8.63   	  10.17		 67.00   	 -61.04		
  2.44   	-44.86   	  8.67   	  10.17		 66.75   	 -45.78		
 20.14   	-43.64   	  8.71   	  15.26		 66.57   	 -55.95		
 44.56   	-33.26   	  8.77   	  10.17		 66.35   	 -61.04		
 56.46   	-39.06   	  8.81   	  15.26		 66.10   	 -76.30		
 75.68   	-25.02   	  8.87   	  20.35		 65.80   	 -91.56		
 76.90   	 -7.02   	  8.95   	  15.26		 65.43   	-106.82		
 59.51   	 14.65   	  9.01   	  20.35		 65.00   	-101.73		
 39.67   	 27.47   	  9.09   	  20.35		 64.60   	 -96.64		
 13.73   	 26.25   	  9.18   	  25.43		 64.21   	 -86.47		
 -7.02   	 11.60   	  9.28   	  25.43		 63.87   	 -81.38		
 27.47   	 12.82   	  9.38   	  25.43		 63.54   	 -71.21		
 40.28   	 13.12   	  9.48   	  30.52		 63.26   	 -71.21		
 22.58   	  1.53   	  9.60   	  35.61		 62.97   	 -76.30		
 22.89   	  3.05   	  9.75   	  40.69		 62.67   	 -61.04		
  3.05   	 -3.97   	  9.91   	  45.78		 62.42   	 -40.69		
-30.52   	 -1.22   	 10.09   	  45.78		 62.26   	 -35.61		
-24.11   	 -4.88   	 10.27   	  55.95		 62.12   	 -30.52		
-14.65   	-10.68   	 10.50   	  55.95		 61.99   	 -20.35		
-11.60   	  7.63   	 10.72   	  61.04		 61.91   	 -15.26		
 29.60   	  7.93   	 10.97   	  61.04		 61.85   	 -25.43		
 57.68   	  7.93   	 11.21   	  61.04		 61.75   	 -45.78		
 40.59   	 26.55   	 11.45   	  61.04		 61.57   	 -45.78		
  6.71   	 22.58   	 11.70   	  61.04		 61.38   	 -40.69		
 -1.53   	 18.31   	 11.94   	  61.04		 61.22   	 -35.61		
-10.38   	 30.21   	 12.19   	  61.04		 61.08   	 -50.86		
 -5.49   	 34.48   	 12.43   	  55.95		 60.87   	 -71.21		
 22.89   	 26.25   	 12.66   	  61.04		 60.59   	 -76.30		
 11.90   	 26.55   	 12.90   	  55.95		 60.28   	 -81.38		
-10.99   	 40.28   	 13.12   	  55.95		 59.96   	 -91.56		
 -0.92   	 49.74   	 13.35   	  55.95		 59.59   	 -91.56		
 11.90   	 57.07   	 13.57   	  50.86		 59.23   	 -76.30		
  9.46   	 57.98   	 13.77   	  55.95		 58.92   	 -71.21		
 -1.22   	 56.46   	 14.00   	  61.04		 58.64   	 -66.12		
  6.41   	 64.09   	 14.24   	  55.95		 58.37   	 -55.95		
  0.61   	 59.81   	 14.47   	  66.12		 58.15   	 -35.61		
 -1.83   	 56.46   	 14.73   	  71.21		 58.01   	 -35.61		
 24.41   	 49.74   	 15.02   	  76.30		 57.86   	 -30.52		
 34.48   	 32.04   	 15.32   	  81.38		 57.74   	  15.26		
 13.73   	 32.65   	 15.65   	  86.47		 57.80   	  40.69		
-14.04   	 38.45   	 15.99   	  86.47		 57.97   	  15.26		
 -7.93   	 50.05   	 16.34   	  86.47		 58.03   	  -5.09		
  7.02   	 59.20   	 16.68   	  76.30		 58.01   	 -35.61		
 28.99   	 62.56   	 16.99   	  66.12		 57.86   	-142.42		
 62.26   	 72.33   	 17.25   	  50.86		 57.29   	-264.50		
 55.54   	 65.61   	 17.46   	  40.69		 56.24   	-218.72		
 13.73   	 58.90   	 17.62   	  25.43		 55.36   	-132.25		
-17.70   	 54.63   	 17.72   	  15.26		 54.83   	-188.20		
-14.34   	 60.12   	 17.78   	   5.09		 54.08   	-228.89		
-13.43   	 67.75   	 17.80   	   0.00		 53.16   	-127.16		
  2.75   	 75.99   	 17.80   	   0.00		 52.65   	 -25.43		
 34.18   	 86.06   	 17.80(E)	   5.09		 52.55   	  20.35		
 23.50   	 72.63   	 17.82   	  10.17		 52.63   	  76.30		
 20.14   	 75.38   	 17.86   	  15.26		 52.94   	 111.90		
 17.70   	 87.89   	 17.92   	  20.35		 53.39   	  91.56		
-28.38   	 83.01   	 18.01   	  30.52		 53.75   	  45.78		
-41.50   	109.56   	 18.13   	  40.69		 53.94   	  15.26		
-21.36   	138.55   	 18.29   	  40.69		 54.00   	 -15.26		
 10.38   	171.20   	 18.45   	  40.69		 53.94   	 -71.21		
 84.84   	234.38   	 18.62   	  45.78		 53.65   	-127.16		
220.95   	314.94   	 18.80   	  40.69		 53.14   	-127.16		
357.06   	428.16   	 18.96   	  40.69		 52.63   	-116.99		
496.83   	564.58   	 19.13   	  35.61		 52.17   	-111.90		
716.55   	773.32   	 19.27   	  35.61		 51.72   	 -96.64		
908.20   	995.18   	 19.41   	  55.95		 51.33   	 -96.64		
906.37   	1101.68(R)	 19.63   	  30.52		 50.95   	 -10.17		
755.62   	886.84   	 19.76   	  25.43		 50.91   	   5.09		
469.06   	610.96   	 19.86   	  35.61		 50.93   	   5.09		
240.78   	352.48   	 20.00   	  40.69		 50.95   	  -5.09		
110.17   	178.53   	 20.16   	  50.86		 50.93   	 -15.26		
-21.97   	105.29   	 20.37   	  71.21		 50.86   	 -25.43		
-88.81   	 41.81   	 20.65   	  86.47		 50.76   	 -25.43		
-72.02   	  6.41   	 21.00   	 111.90		 50.66   	 -35.61		
-66.22   	-25.02   	 21.44   	 147.51		 50.52   	 -40.69		
-62.56   	-29.91   	 22.03   	 188.20		 50.36   	 -40.69		
-39.06   	-15.26   	 22.79   	 249.24		 50.19   	 -45.78		
-30.21   	 -9.46   	 23.78   	 310.27		 50.01   	 -71.21		
-39.67   	 21.36   	 25.03   	 391.66		 49.73   	 -71.21		
-24.11   	 57.07   	 26.59   	 483.21		 49.44   	  10.17		
  9.46   	101.62   	 28.52   	 590.03		 49.48   	 116.99		
 18.62   	 97.05   	 30.88   	 701.93		 49.95   	 193.29		
  8.54   	 86.67   	 33.69   	 818.92		 50.72   	 350.97		
 -7.93   	 74.77   	 36.97   	 946.08		 52.13   	 569.68		
-18.01   	 51.88   	 40.75   	1063.07		 54.40   	 793.49		
-40.59   	 60.73   	 45.00   	1174.97		 57.58   	 940.99		
-34.18   	 73.85   	 49.70   	1271.61		 61.34   	 829.09		
-37.23   	 78.13   	 54.79   	1368.26		 64.66   	 900.30		
-52.19   	 68.05   	 60.26   	1434.38		 68.26   	1093.59		
-39.67   	 68.66   	 66.00   	1485.24		 72.63   	 854.52		
-14.65   	 76.29   	 71.94   	1520.85		 76.05   	 635.81		
 10.99   	 68.36   	 78.03   	1536.11		 78.60   	 544.25		
  3.36   	 70.80   	 84.17   	1531.02		 80.77   	 671.41		
-11.29   	 77.51   	 90.29   	1515.76		 83.46   	 544.25		
-31.13   	 69.58   	 96.36   	1480.16		 85.64   	 295.01		
-34.18   	 59.81   	102.28   	1434.38		 86.82   	 310.27		
  0.92   	 64.09   	108.02   	1368.26		 88.06   	 401.83		
  7.93   	 59.51   	113.49   	1297.04		 89.66   	 188.20		
-15.56   	 54.63   	118.68   	1225.83		 90.42   	 228.89		
-28.38   	 67.44   	123.58   	1139.36		 91.33   	 244.15		
-50.96   	 66.22   	128.14   	1068.15		 92.31   	-228.89		
-50.96   	 68.36   	132.41   	 996.94		 91.39   	-152.59		
-13.73   	 89.11   	136.40   	 940.99		 90.78   	 147.51		
 -9.77   	 93.69   	140.16   	 900.30		 91.37   	  40.69		
  3.36   	 87.89   	143.76   	 859.61		 91.54   	 478.13		
 10.07   	 89.11   	147.20   	 834.18		 93.45   	1108.85		
 -7.63   	 77.82   	150.54   	 808.75		 97.88   	 803.66		
-18.01   	 66.83   	153.77   	 783.31		101.10   	 188.20		
-28.08   	 71.41   	156.91   	 752.79		101.85   	 218.72		
-31.43   	 77.51   	159.92   	 722.28		102.73   	 325.53		
-10.38   	 87.59   	162.81   	 691.76		104.03   	 406.92		
  9.16   	104.37   	165.57   	 656.15		105.66   	 289.93		
 -6.71   	118.41   	168.20   	 620.55		106.82   	-422.18		
  8.85   	128.78   	170.68   	 590.03		105.13   	-523.90		
  8.85   	136.41   	173.04   	 559.51		103.03   	 686.67		
 -7.93   	136.11   	175.28   	 528.99		105.78   	1266.53		
 28.08   	145.26   	177.40   	 498.47		110.84   	 412.00		
 32.35   	163.27   	179.39   	 467.95		112.49   	-101.73		
 33.87   	180.66   	181.26   	 427.26		112.09   	 498.47		
 66.53   	209.96   	182.97   	 396.74		114.08   	 707.02		
 78.13   	235.90   	184.56   	 356.05		116.91   	 452.69		
 79.96   	242.61   	185.98   	 310.27		118.72   	  15.26		
 89.42   	249.33   	187.22   	 264.50		118.78   	-467.95		
 88.81   	257.26   	188.28   	 218.72		116.91   	 -25.43		
 96.13   	265.20   	189.15   	 178.03		116.81   	 284.84		
125.43   	283.81   	189.87   	 142.42		117.94   	  25.43		
117.49   	303.04   	190.44   	 101.73		118.05   	 335.71		
102.84   	317.69   	190.84   	  76.30		119.39   	 808.75		
115.66   	307.62   	191.15   	  40.69		122.62   	 478.13		
109.56   	291.75   	191.31   	  10.17		124.54   	 152.59		
120.24   	278.93   	191.35(S)	 -20.35		125.15   	-116.99		
148.32   	255.74   	191.27   	 -45.78		124.68   	-356.05		
130.62   	263.98   	191.09   	 -66.12		123.25   	-595.11		
 91.55   	262.76   	190.82   	 -86.47		120.87   	-340.79		
105.59   	255.74   	190.48   	-106.82		119.51   	 564.60		
112.61   	266.72   	190.05   	-127.16		121.77   	 885.04		
 83.31   	245.97   	189.54   	-147.51		125.31   	 432.35		
 80.57   	229.49   	188.95   	-167.85		127.04   	 -40.69		
 53.71   	204.47   	188.28   	-188.20		126.88   	-101.73		
  6.71   	147.40   	187.53   	-208.54		126.47   	 178.03		
 43.95   	124.82   	186.69   	-233.98		127.18   	 279.75		
 85.45   	117.80   	185.76   	-259.41		128.30   	 -66.12		
 68.05   	115.66   	184.72   	-279.75		128.04   	-208.54		
 31.13   	126.04   	183.60   	-310.27		127.20   	 152.59		
 10.99   	114.44   	182.36   	-330.62		127.81   	 -91.56		
 -2.44   	 88.81   	181.04   	-350.97		127.45   	-101.73		
-17.70   	 71.41   	179.63   	-381.48		127.04   	  81.38		
 14.34   	 53.71   	178.11   	-401.83		127.36   	-193.29		
 26.55   	 49.74   	176.50   	-432.35		126.59   	-371.31		
-11.90   	 47.61   	174.77   	-452.69		125.11   	-559.51		
  0.92   	 44.25   	172.96   	-478.13		122.87   	-635.81		
 24.41   	 44.56   	171.05   	-498.47		120.33   	-396.74		
 13.43   	 42.42   	169.05   	-518.82		118.74   	-142.42		
  4.27   	 43.03   	166.98   	-534.08		118.17   	-193.29		
 11.29   	 43.95   	164.84   	-554.42		117.40   	-305.19		
 12.82   	 37.54   	162.62   	-564.60		116.17   	  50.86		
  7.32   	 31.43   	160.37   	-584.94		116.38   	 244.15		
-18.92   	 24.41   	158.03   	-605.29		117.35   	 -61.04		
-31.13   	 25.94   	155.60   	-625.63		117.11   	-350.97		
-47.00   	 25.02   	153.10   	-656.15		115.71   	-289.93		
-37.54   	 43.95   	150.48   	-681.58		114.55   	-340.79		
 31.13   	 60.42   	147.75   	-712.10		113.18   	-406.92		
 51.88   	 57.98   	144.90   	-747.71		111.56   	-335.71		
 42.11   	 65.92   	141.91   	-788.40		110.21   	-625.63		
 32.04   	 66.53   	138.76   	-824.00		107.71   	-1134.28		
 22.28   	 47.30   	135.46   	-864.70		103.17   	-946.08		
 15.87   	 39.37   	132.00   	-895.22		 99.39   	-442.52		
  3.05   	 40.59   	128.42   	-930.82		 97.62   	-564.60		
 -7.63   	 32.96   	124.70   	-966.43		 95.36   	-762.97		
-12.82   	 33.57   	120.83   	-991.86		 92.31   	-630.72		
-20.75   	 43.03   	116.87   	-1022.38		 89.79   	-569.68		
 -2.75   	 46.08   	112.78   	-1042.72		 87.51   	-442.52		
 13.73   	 54.63   	108.61   	-1068.15		 85.74   	-142.42		
  2.44   	 65.31   	104.33   	-1083.41		 85.17   	 -71.21		
  3.05   	 64.39   	100.00   	-1093.59		 84.88   	 -96.64		
 32.96   	 69.27   	 95.63   	-1108.85		 84.50   	 162.77		
 41.50   	 63.17   	 91.19   	-1108.85		 85.15   	 325.53		
 23.80   	 59.51   	 86.75   	-1108.85		 86.45   	 157.68		
  0.00   	 54.93   	 82.32   	-1108.85		 87.08   	  40.69		
-20.45   	 47.61   	 77.88   	-1108.85		 87.24   	 -40.69		
-10.38   	 53.10   	 73.45   	-1093.59		 87.08   	-172.94		
 -0.61   	 56.15   	 69.07   	-1083.41		 86.39   	-203.46		
  6.41   	 60.73   	 64.74   	-1063.07		 85.57   	-203.46		
 12.51   	 62.56   	 60.49   	-1042.72		 84.76   	-233.98		
 -4.58   	 49.44   	 56.32   	-1012.20		 83.82   	-264.50		
-15.87   	 49.13   	 52.27   	-981.68		 82.77   	-228.89		
  2.44   	 59.51   	 48.34   	-940.99		 81.85   	-137.33		
  9.16   	 60.73   	 44.58   	-890.13		 81.30   	 -71.21		
-11.29   	 61.65   	 41.02   	-844.35		 81.02   	 -76.30		
  2.14   	 57.37   	 37.64   	-788.40		 80.71   	 -50.86		
  6.41   	 50.05   	 34.49   	-727.36		 80.51   	 -35.61		
 -6.71   	 47.91   	 31.58   	-671.41		 80.37   	 -30.52		
 -3.66   	 53.71   	 28.89   	-610.37		 80.24   	  15.26		
  6.41   	 57.07   	 26.45   	-559.51		 80.30   	  81.38		
  7.32   	 46.08   	 24.21   	-508.65		 80.63   	  55.95		
  2.44   	 34.48   	 22.18   	-467.95		 80.85   	 -35.61		
 21.97   	 42.72   	 20.31   	-427.26		 80.71   	-178.03		
 33.87   	 49.74   	 18.60   	-396.74		 80.00   	-289.93		
 33.26   	 42.72   	 17.01   	-361.14		 78.84   	-208.54		
