  I     	  II     	  AOp     	  AOp'		  FA     	  FA'		
-63.78   	-58.29   	108.50   	  96.64		121.26   	  96.64		
-55.54   	-55.24   	108.89   	  81.38		121.65   	  71.21		
-45.78   	-59.20   	109.22   	  71.21		121.93   	  45.78		
-39.37   	-67.14   	109.50   	  50.86		122.12   	  15.26		
-39.06   	-74.16   	109.70   	  35.61		122.18(S)	   0.00		
-42.42   	-77.51   	109.85   	  25.43		122.18   	 -15.26		
-42.72   	-75.99   	109.95   	  10.17		122.12   	 -35.61		
-33.87   	-70.19   	109.99(S)	   0.00		121.97   	 -61.04		
-17.70   	-59.81   	109.99   	 -10.17		121.73   	 -76.30		
 -2.44   	-44.86   	109.95   	 -25.43		121.42   	 -71.21		
  5.19   	-25.63   	109.85   	 -35.61		121.14   	 -71.21		
  3.66   	 -4.88   	109.70   	 -50.86		120.85   	 -81.38		
 -1.53   	 11.90   	109.50   	 -55.95		120.53   	-111.90		
 -3.05   	 20.75   	109.28   	 -76.30		120.08   	-142.42		
  1.22   	 21.97   	108.97   	 -91.56		119.51   	-157.68		
  7.93   	 18.31   	108.61   	-101.73		118.88   	-172.94		
 12.21   	 12.21   	108.20   	-122.07		118.19   	-178.03		
 12.51   	  3.66   	107.71   	-137.33		117.48   	-183.11		
 10.68   	 -4.58   	107.16   	-157.68		116.74   	-203.46		
  8.24   	 -9.16   	106.53   	-167.85		115.93   	-228.89		
  6.71   	 -7.32   	105.86   	-193.29		115.01   	-244.15		
  6.10   	 -3.36   	105.09   	-203.46		114.04   	-254.32		
  5.80   	 -4.58   	104.27   	-218.72		113.02   	-264.50		
  7.02   	-13.43   	103.40   	-228.89		111.96   	-284.84		
  9.46   	-23.19   	102.48   	-233.98		110.82   	-295.01		
 10.99   	-20.45   	101.55   	-239.06		109.64   	-305.19		
 10.99   	  0.61   	100.59   	-233.98		108.42   	-315.36		
 10.68   	 30.82   	 99.65   	-228.89		107.16   	-335.71		
 11.90   	 50.96   	 98.74   	-213.63		105.82   	-335.71		
 13.73   	 46.39   	 97.88   	-208.54		104.48   	-340.79		
 14.34   	 18.92   	 97.05   	-193.29		103.11   	-356.05		
 10.38   	-14.65   	 96.28   	-183.11		101.69   	-361.14		
  3.97   	-35.71   	 95.54   	-167.85		100.24   	-371.31		
 -1.22   	-35.71   	 94.87   	-157.68		 98.76   	-361.14		
 -2.14   	-20.45   	 94.24   	-147.51		 97.31   	-330.62		
  0.00   	 -2.44   	 93.65   	-137.33		 95.99   	-289.93		
  2.14   	  8.54   	 93.10   	-127.16		 94.83   	-259.41		
  3.05   	 11.60   	 92.59   	-127.16		 93.79   	-233.98		
  3.97   	 11.60   	 92.09   	-116.99		 92.86   	-239.06		
  6.10   	 12.51   	 91.62   	-116.99		 91.90   	-254.32		
  8.24   	 11.29   	 91.15   	-106.82		 90.88   	-279.75		
  6.41   	  4.88   	 90.72   	-111.90		 89.77   	-274.67		
 -0.31   	 -6.41   	 90.27   	-106.82		 88.67   	-269.58		
 -7.32   	-17.40   	 89.85   	-101.73		 87.59   	-244.15		
 -8.24   	-21.67   	 89.44   	-106.82		 86.61   	-188.20		
 -1.53   	-17.70   	 89.01   	-101.73		 85.86   	-172.94		
  7.32   	-10.38   	 88.61   	-101.73		 85.17   	-218.72		
 10.99   	 -5.49   	 88.20   	 -96.64		 84.29   	-233.98		
  5.19   	 -6.10   	 87.81   	 -96.64		 83.36   	-193.29		
 -6.41   	 -8.85   	 87.43   	 -96.64		 82.58   	-152.59		
-13.73   	-10.68   	 87.04   	 -96.64		 81.97   	-142.42		
-10.38   	-10.68   	 86.65   	 -91.56		 81.40   	-152.59		
  1.53   	-10.38   	 86.29   	 -91.56		 80.79   	-157.68		
 13.73   	-12.21   	 85.92   	 -86.47		 80.16   	-152.59		
 18.01   	-17.40   	 85.57   	 -86.47		 79.55   	-142.42		
 12.51   	-23.80   	 85.23   	 -86.47		 78.98   	-127.16		
  3.05   	-29.30   	 84.88   	 -81.38		 78.47   	-122.07		
 -4.58   	-32.96   	 84.56   	 -81.38		 77.99   	-132.25		
 -6.71   	-33.87   	 84.23   	 -81.38		 77.46   	-116.99		
 -3.66   	-31.43   	 83.91   	 -76.30		 76.99   	-116.99		
  0.92   	-25.94   	 83.60   	 -76.30		 76.52   	-116.99		
  3.97   	-18.62   	 83.30   	 -76.30		 76.05   	-111.90		
  3.97   	-10.99   	 82.99   	 -81.38		 75.60   	-106.82		
  1.22   	 -4.27   	 82.66   	 -76.30		 75.18   	-101.73		
 -3.36   	  0.61   	 82.36   	 -76.30		 74.77   	-106.82		
 -7.63   	  3.97   	 82.05   	 -76.30		 74.34   	-111.90		
 -8.85   	  3.97   	 81.75   	 -81.38		 73.90   	 -81.38		
 -6.71   	 -0.31   	 81.42   	 -81.38		 73.57   	 -45.78		
 -1.83   	 -8.24   	 81.10   	 -76.30		 73.39   	 -61.04		
  3.66   	-15.56   	 80.79   	 -81.38		 73.14   	 -96.64		
  6.41   	-18.01   	 80.47   	 -86.47		 72.76   	-101.73		
  4.58   	-15.56   	 80.12   	 -81.38		 72.35   	 -76.30		
 -0.61   	-11.60   	 79.80   	 -86.47		 72.04   	 -55.95		
 -5.80   	-10.38   	 79.45   	 -81.38		 71.82   	 -55.95		
 -7.02   	-11.90   	 79.12   	 -86.47		 71.60   	 -55.95		
 -4.27   	-11.60   	 78.78   	 -91.56		 71.37   	 -66.12		
  0.61   	 -8.24   	 78.41   	 -86.47		 71.11   	 -71.21		
  4.58   	 -4.27   	 78.07   	 -91.56		 70.82   	 -66.12		
  3.97   	 -5.19   	 77.70   	 -91.56		 70.56   	 -55.95		
 -0.31   	-11.29   	 77.33   	 -91.56		 70.34   	 -55.95		
 -4.58   	-17.70   	 76.97   	 -96.64		 70.11   	 -71.21		
 -6.10   	-17.70   	 76.58   	 -91.56		 69.83   	 -66.12		
 -4.58   	 -9.16   	 76.22   	 -96.64		 69.56   	 -40.69		
 -1.83   	  1.53   	 75.83   	 -96.64		 69.40   	 -50.86		
 -1.83   	  4.88   	 75.44   	 -91.56		 69.20   	 -71.21		
 -4.58   	 -2.75   	 75.08   	 -96.64		 68.91   	 -66.12		
 -7.32   	-16.17   	 74.69   	 -96.64		 68.65   	 -35.61		
 -6.10   	-28.99   	 74.30   	 -91.56		 68.50   	 -20.35		
 -1.22   	-34.48   	 73.94   	 -86.47		 68.42   	 -40.69		
  2.44   	-32.35   	 73.59   	 -91.56		 68.26   	 -61.04		
  0.92   	-25.02   	 73.22   	 -86.47		 68.02   	 -66.12		
 -5.19   	-13.43   	 72.88   	 -81.38		 67.75   	 -66.12		
-10.68   	  0.61   	 72.55   	 -81.38		 67.49   	 -50.86		
-10.38   	 14.95   	 72.23   	 -76.30		 67.28   	 -40.69		
 -5.19   	 25.02   	 71.92   	 -76.30		 67.12   	 -30.52		
 -0.31   	 27.16   	 71.62   	 -71.21		 67.00   	 -45.78		
  0.92   	 20.14   	 71.33   	 -71.21		 66.82   	 -55.95		
 -0.31   	  4.88   	 71.05   	 -66.12		 66.59   	 -55.95		
  0.00   	-14.34   	 70.78   	 -71.21		 66.37   	 -45.78		
  3.97   	-32.65   	 70.50   	 -66.12		 66.18   	 -40.69		
  7.93   	-43.33   	 70.23   	 -61.04		 66.02   	 -50.86		
  7.63   	-40.59   	 69.99   	 -66.12		 65.82   	 -50.86		
  1.53   	-24.41   	 69.73   	 -61.04		 65.62   	 -50.86		
 -6.71   	 -1.83   	 69.48   	 -66.12		 65.41   	 -45.78		
-12.51   	 16.48   	 69.22   	 -61.04		 65.23   	 -45.78		
-13.12   	 21.97   	 68.97   	 -66.12		 65.05   	 -50.86		
-10.07   	 13.43   	 68.71   	 -66.12		 64.84   	 -66.12		
 -4.88   	 -2.75   	 68.44   	 -61.04		 64.58   	 -30.52		
  0.92   	-18.92   	 68.20   	 -66.12		 64.46   	   5.09		
  5.49   	-30.82   	 67.93   	 -66.12		 64.48   	 -45.78		
  7.32   	-37.54   	 67.67   	 -71.21		 64.29   	-101.73		
  4.27   	-37.54   	 67.39   	 -66.12		 63.89   	 -81.38		
 -2.75   	-25.33   	 67.12   	 -66.12		 63.56   	 -30.52		
 -7.93   	  3.36   	 66.86   	 -71.21		 63.44   	 -10.17		
 -7.93   	 45.47   	 66.57   	 -71.21		 63.40   	 -35.61		
 -2.14   	 88.81   	 66.29   	 -71.21		 63.26   	 -81.38		
  6.41   	118.10   	 66.00   	 -66.12		 62.93   	 -81.38		
 14.04   	124.51   	 65.74   	 -71.21		 62.60   	 -50.86		
 18.31   	112.30   	 65.45   	 -71.21		 62.40   	 -15.26		
 18.31   	 96.13   	 65.17   	 -66.12		 62.34   	 -15.26		
 14.95   	 87.89   	 64.90   	 -71.21		 62.28   	 -35.61		
 10.38   	 92.47   	 64.62   	 -66.12		 62.14   	 -55.95		
  7.02   	106.51   	 64.35   	 -61.04		 61.91   	 -50.86		
  8.24   	124.21   	 64.11   	 -61.04		 61.71   	 -35.61		
 14.65   	140.08   	 63.87   	 -61.04		 61.57   	 -30.52		
 22.58   	150.15   	 63.62   	 -55.95		 61.44   	 -35.61		
 28.99   	151.37   	 63.40   	 -50.86		 61.30   	 -45.78		
 31.13   	144.35   	 63.19   	 -55.95		 61.12   	 -45.78		
 30.52   	135.19   	 62.97   	 -45.78		 60.94   	 -50.86		
 29.60   	132.75   	 62.79   	 -45.78		 60.73   	 -55.95		
 30.52   	140.38   	 62.60   	 -45.78		 60.51   	 -45.78		
 34.18   	152.28   	 62.42   	 -45.78		 60.33   	 -45.78		
 38.45   	160.22   	 62.24   	 -40.69		 60.14   	 -45.78		
 40.89   	161.44   	 62.08   	 -40.69		 59.96   	 -50.86		
 40.28   	160.52   	 61.91   	 -40.69		 59.76   	 -45.78		
 36.01   	162.05   	 61.75   	 -40.69		 59.57   	 -50.86		
 28.69   	160.83   	 61.59   	 -40.69		 59.37   	 -35.61		
 19.53   	144.96   	 61.42   	 -40.69		 59.23   	 -40.69		
  9.46   	108.34   	 61.26   	 -40.69		 59.06   	 -40.69		
  1.22   	 57.37   	 61.10   	 -40.69		 58.90   	 -45.78		
 -2.44   	  8.54   	 60.94   	 -45.78		 58.72   	 -55.95		
 -0.61   	-26.86   	 60.75   	 -40.69		 58.49   	 -50.86		
  4.27   	-47.91   	 60.59   	 -40.69		 58.29   	 -10.17		
  6.71   	-61.95   	 60.43   	 -40.69		 58.25   	   5.09		
  2.44   	-74.16   	 60.26   	 -45.78		 58.27   	 -40.69		
 -7.32   	-82.09   	 60.08   	 -40.69		 58.11   	 -86.47		
-16.78   	-79.65   	 59.92   	 -40.69		 57.76   	 -55.95		
-21.36   	-65.00   	 59.76   	 -40.69		 57.54   	   5.09		
-19.84   	-41.81   	 59.59   	 -35.61		 57.56   	  10.17		
-15.26   	-19.53   	 59.45   	 -35.61		 57.60   	 -20.35		
-11.29   	 -9.16   	 59.31   	 -40.69		 57.52   	 -66.12		
-10.07   	-18.01   	 59.15   	 -35.61		 57.25   	 -71.21		
-11.60   	-46.39   	 59.00   	 -35.61		 56.97   	 -40.69		
-15.26   	-85.75   	 58.86   	 -30.52		 56.81   	 -20.35		
-20.14   	-123.60   	 58.74   	 -35.61		 56.72   	  -5.09		
-26.25   	-148.32   	 58.60   	 -35.61		 56.70   	   0.00		
-33.26   	-151.37   	 58.45   	 -30.52		 56.70   	 -15.26		
-37.23   	-128.78   	 58.33   	 -35.61		 56.64   	 -35.61		
-31.13   	-76.60   	 58.19   	 -30.52		 56.50   	 -45.78		
 -4.88   	 15.56   	 58.07   	 -35.61		 56.32   	 -45.78		
 49.44   	164.18   	 57.92   	 -35.61		 56.13   	 -40.69		
131.84   	387.88   	 57.78   	 -30.52		 55.97   	 -45.78		
232.24   	690.00   	 57.66   	 -35.61		 55.79   	 -50.86		
330.81   	1030.27   	 57.52   	 -35.61		 55.58   	 -45.78		
400.70   	1307.98(R)	 57.38   	 -76.30		 55.40   	 -81.38		
379.94   	1264.65   	 57.07   	 -40.69		 55.08   	 -30.52		
297.24   	916.14   	 56.91   	 -40.69		 54.95   	 -40.69		
204.77   	487.37   	 56.74   	 -40.69		 54.79   	 -40.69		
133.36   	126.65   	 56.58   	 -40.69		 54.63   	 -30.52		
 92.77   	-82.70   	 56.42   	 -40.69		 54.51   	  10.17		
 72.02   	-148.32   	 56.26   	 -40.69		 54.55   	 -10.17		
 51.57   	-128.17   	 56.09   	 -35.61		 54.51   	 -45.78		
 21.97   	-83.31   	 55.95   	 -40.69		 54.32   	 -55.95		
-11.90   	-53.10   	 55.79   	 -35.61		 54.10   	 -30.52		
-37.54   	-51.57   	 55.65   	 -35.61		 53.98   	 -20.35		
-47.91   	-75.38   	 55.50   	 -35.61		 53.90   	 -10.17		
-45.47   	-110.47   	 55.36   	 -30.52		 53.86   	 -20.35		
-36.62   	-140.69   	 55.24   	 -30.52		 53.77   	 -25.43		
-28.38   	-155.33   	 55.12   	 -30.52		 53.67   	 -25.43		
-25.63   	-155.33   	 54.99   	 -25.43		 53.57   	 -30.52		
-28.08   	-152.89   	 54.89   	 -20.35		 53.45   	 -30.52		
-32.04   	-157.47   	 54.81   	 -15.26		 53.33   	 -30.52		
-33.26   	-169.07   	 54.75   	  -5.09		 53.20   	 -40.69		
-31.43   	-179.14   	 54.73(D)	   5.09		 53.04   	 -40.69		
-28.38   	-182.19   	 54.75   	  15.26		 52.88   	 -45.78		
-28.69   	-179.44   	 54.81   	  35.61		 52.70   	 -45.78		
-32.65   	-175.17   	 54.95   	  50.86		 52.51   	 -45.78		
-37.23   	-174.26   	 55.16   	  71.21		 52.33   	 -55.95		
-39.06   	-177.61   	 55.44   	 101.73		 52.11   	 -61.04		
-38.15   	-181.88   	 55.85   	 127.16		 51.86   	 -50.86		
-36.32   	-182.19   	 56.36   	 157.68		 51.66   	 -35.61		
-35.71   	-175.17   	 56.99   	 188.20		 51.52   	 -25.43		
-36.62   	-164.18   	 57.74   	 218.72		 51.41   	 -10.17		
-39.06   	-157.47   	 58.62   	 249.24		 51.37(D)	   0.00		
-41.81   	-159.91   	 59.61   	 269.58		 51.37   	   5.09		
-42.11   	-169.37   	 60.69   	 295.01		 51.39   	  20.35		
-38.15   	-181.88   	 61.87   	 315.36		 51.47   	  45.78		
-31.13   	-195.01   	 63.13   	 330.62		 51.66   	  66.12		
-25.63   	-206.60   	 64.46   	 340.79		 51.92   	  86.47		
-25.63   	-211.18   	 65.82   	 345.88		 52.27   	 137.33		
-32.35   	-200.50   	 67.20   	 350.97		 52.82   	 218.72		
-39.37   	-171.51   	 68.61   	 350.97		 53.69   	 320.45		
-40.59   	-137.33   	 70.01   	 345.88		 54.97   	 442.52		
-36.01   	-119.93   	 71.39   	 340.79		 56.74   	 539.16		
-30.82   	-132.45   	 72.76   	 340.79		 58.90   	 569.68		
-30.52   	-166.32   	 74.12   	 330.62		 61.18   	 554.42		
-36.62   	-195.01   	 75.44   	 325.53		 63.40   	 534.08		
-44.25   	-198.97   	 76.74   	 320.45		 65.53   	 523.90		
-47.30   	-179.75   	 78.03   	 310.27		 67.63   	 503.56		
-44.56   	-155.94   	 79.27   	 305.19		 69.64   	 483.21		
-38.76   	-145.87   	 80.49   	 295.01		 71.58   	 462.87		
-33.26   	-151.67   	 81.67   	 295.01		 73.43   	 457.78		
-29.30   	-162.96   	 82.85   	 284.84		 75.26   	 478.13		
-28.38   	-168.15   	 83.99   	 279.75		 77.17   	 518.82		
-33.26   	-166.63   	 85.11   	 274.67		 79.25   	 549.34		
-43.64   	-164.79   	 86.21   	 269.58		 81.44   	 528.99		
-54.93   	-167.24   	 87.28   	 259.41		 83.56   	 498.47		
-60.12   	-170.59   	 88.32   	 254.32		 85.55   	 498.47		
-54.63   	-165.71   	 89.34   	 244.15		 87.55   	 513.73		
-41.81   	-148.93   	 90.32   	 233.98		 89.60   	 528.99		
-32.65   	-125.12   	 91.25   	 228.89		 91.72   	 523.90		
-33.87   	-103.45   	 92.17   	 213.63		 93.81   	 508.65		
-43.03   	-91.55   	 93.02   	 208.54		 95.85   	 488.30		
-50.66   	-90.33   	 93.86   	 193.29		 97.80   	 457.78		
-49.74   	-94.60   	 94.63   	 188.20		 99.63   	 437.43		
-40.89   	-98.27   	 95.38   	 172.94		101.38   	 432.35		
-32.96   	-100.71   	 96.07   	 167.85		103.11   	 406.92		
-33.87   	-103.45   	 96.74   	 157.68		104.74   	 345.88		
-43.33   	-106.20   	 97.37   	 152.59		106.12   	 310.27		
-54.93   	-104.06   	 97.99   	 142.42		107.36   	 284.84		
-61.65   	-93.08   	 98.56   	 132.25		108.50   	 289.93		
-59.20   	-73.85   	 99.08   	 122.07		109.66   	 274.67		
-52.19   	-54.63   	 99.57   	 116.99		110.76   	 218.72		
-46.69   	-47.61   	100.04   	 106.82		111.64   	 162.77		
-47.00   	-56.76   	100.47   	 101.73		112.29   	 157.68		
-51.57   	-76.29   	100.87   	  86.47		112.92   	 162.77		
-57.68   	-94.60   	101.22   	  86.47		113.57   	 137.33		
-61.34   	-100.71   	101.57   	  71.21		114.12   	 101.73		
-61.04   	-90.03   	101.85   	  66.12		114.53   	  76.30		
-57.07   	-66.83   	102.12   	  61.04		114.83   	  66.12		
-50.66   	-39.37   	102.36   	  55.95		115.10   	  61.04		
-43.03   	-17.09   	102.58   	  40.69		115.34   	  61.04		
-36.62   	 -7.63   	102.75   	  40.69		115.58   	  10.17		
-33.57   	-14.34   	102.91   	  25.43		115.63(S)	 -35.61		
-32.35   	-31.74   	103.01   	  15.26		115.48   	 -45.78		
-30.21   	-49.13   	103.07   	   5.09		115.30   	 -30.52		
-22.89   	-57.37   	103.09(S)	 -10.17		115.18   	 -40.69		
 -9.16   	-51.88   	103.05   	 -20.35		115.01   	 -55.95		
  5.49   	-36.01   	102.97   	 -35.61		114.79   	 -81.38		
 12.51   	-16.17   	102.83   	 -50.86		114.47   	-101.73		
  9.16   	  2.44   	102.62   	 -66.12		114.06   	-122.07		
 -0.92   	 16.48   	102.36   	 -81.38		113.57   	-147.51		
 -7.93   	 23.80   	102.03   	 -91.56		112.98   	-167.85		
 -4.27   	 23.50   	101.67   	-111.90		112.31   	-178.03		
  7.32   	 17.40   	101.22   	-127.16		111.60   	-188.20		
 18.31   	 10.07   	100.71   	-142.42		110.84   	-198.37		
 18.62   	  4.88   	100.14   	-162.77		110.05   	-213.63		
  8.24   	  3.05   	 99.49   	-178.03		109.20   	-228.89		
 -3.66   	  0.31   	 98.78   	-193.29		108.28   	-254.32		
 -8.85   	 -8.24   	 98.01   	-203.46		107.26   	-269.58		
 -3.66   	-22.58   	 97.19   	-218.72		106.18   	-274.67		
  6.41   	-36.01   	 96.32   	-218.72		105.09   	-274.67		
 12.21   	-37.23   	 95.44   	-218.72		103.99   	-300.10		
 10.38   	-20.14   	 94.57   	-218.72		102.79   	-325.53		
  4.88   	  9.46   	 93.69   	-213.63		101.48   	-325.53		
  0.92   	 36.01   	 92.84   	-203.46		100.18   	-330.62		
 -0.61   	 43.95   	 92.02   	-193.29		 98.86   	-340.79		
 -3.05   	 29.91   	 91.25   	-178.03		 97.50   	-345.88		
 -8.24   	  5.19   	 90.54   	-167.85		 96.11   	-340.79		
-14.65   	-15.26   	 89.87   	-157.68		 94.75   	-320.45		
-17.70   	-23.19   	 89.24   	-142.42		 93.47   	-289.93		
-14.65   	-22.58   	 88.67   	-127.16		 92.31   	-269.58		
 -7.63   	-22.28   	 88.16   	-122.07		 91.23   	-254.32		
 -1.83   	-27.47   	 87.67   	-106.82		 90.21   	-228.89		
  0.92   	-34.48   	 87.24   	-101.73		 89.30   	-208.54		
  0.31   	-38.15   	 86.84   	 -96.64		 88.46   	-208.54		
 -2.44   	-35.40   	 86.45   	 -86.47		 87.63   	-223.80		
 -6.10   	-26.86   	 86.10   	 -81.38		 86.73   	-228.89		
-10.07   	-15.56   	 85.78   	 -81.38		 85.82   	-218.72		
-12.51   	 -6.10   	 85.45   	 -76.30		 84.94   	-208.54		
-11.90   	 -2.44   	 85.15   	 -71.21		 84.11   	-203.46		
 -8.85   	 -7.93   	 84.86   	 -76.30		 83.30   	-203.46		
 -6.10   	-22.89   	 84.56   	 -71.21		 82.48   	-193.29		
 -7.02   	-41.50   	 84.27   	 -71.21		 81.71   	-183.11		
-10.38   	-54.02   	 83.99   	 -71.21		 80.98   	-178.03		
-13.43   	-52.49   	 83.70   	 -76.30		 80.26   	-167.85		
-13.12   	-36.01   	 83.40   	 -76.30		 79.59   	-172.94		
 -8.24   	-12.51   	 83.09   	 -76.30		 78.90   	-162.77		
 -2.14   	  4.88   	 82.79   	 -76.30		 78.25   	-167.85		
  1.22   	  5.49   	 82.48   	 -71.21		 77.58   	-157.68		
  0.31   	-10.38   	 82.20   	 -76.30		 76.95   	-142.42		
 -3.05   	-32.96   	 81.89   	 -76.30		 76.38   	-142.42		
 -6.41   	-51.88   	 81.59   	 -76.30		 75.81   	-137.33		
 -8.54   	-61.65   	 81.28   	 -71.21		 75.26   	-127.16		
-10.38   	-61.95   	 81.00   	 -71.21		 74.75   	-116.99		
-13.12   	-55.24   	 80.71   	 -76.30		 74.28   	-111.90		
-15.56   	-41.81   	 80.41   	 -71.21		 73.83   	-111.90		
-15.56   	-23.80   	 80.12   	 -71.21		 73.39   	-101.73		
-12.51   	 -7.93   	 79.84   	 -76.30		 72.98   	 -96.64		
 -8.24   	 -3.66   	 79.53   	 -76.30		 72.59   	-101.73		
 -6.10   	-14.65   	 79.23   	 -71.21		 72.19   	-106.82		
 -7.32   	-33.26   	 78.94   	 -81.38		 71.76   	 -96.64		
 -9.77   	-45.47   	 78.62   	 -76.30		 71.37   	 -81.38		
-10.99   	-42.11   	 78.31   	 -81.38		 71.05   	 -81.38		
 -9.77   	-25.94   	 77.99   	 -81.38		 70.72   	 -81.38		
 -7.93   	-10.07   	 77.66   	 -86.47		 70.40   	 -76.30		
 -8.24   	 -7.93   	 77.31   	 -81.38		 70.09   	 -71.21		
-10.99   	-22.28   	 76.99   	 -86.47		 69.81   	 -61.04		
-14.34   	-42.72   	 76.64   	 -81.38		 69.56   	 -45.78		
-15.56   	-54.93   	 76.32   	 -86.47		 69.38   	 -45.78		
-13.73   	-49.44   	 75.97   	 -81.38		 69.20   	 -55.95		
 -9.16   	-29.60   	 75.65   	 -81.38		 68.97   	 -55.95		
 -5.49   	 -7.93   	 75.32   	 -76.30		 68.75   	 -55.95		
 -5.19   	  4.88   	 75.01   	 -81.38		 68.52   	 -55.95		
 -8.85   	  6.41   	 74.69   	 -71.21		 68.30   	 -55.95		
-14.95   	  0.00   	 74.40   	 -71.21		 68.08   	 -61.04		
-20.14   	 -9.77   	 74.12   	 -71.21		 67.83   	 -66.12		
-21.36   	-20.75   	 73.83   	 -71.21		 67.57   	 -76.30		
-17.40   	-31.43   	 73.55   	 -71.21		 67.26   	 -76.30		
-10.68   	-40.28   	 73.27   	 -66.12		 66.96   	 -61.04		
 -3.36   	-44.56   	 73.00   	 -71.21		 66.71   	 -35.61		
  0.92   	-43.33   	 72.72   	 -71.21		 66.57   	 -45.78		
  1.53   	-36.32   	 72.43   	 -71.21		 66.39   	 -45.78		
 -0.92   	-24.72   	 72.15   	 -71.21		 66.21   	 -66.12		
 -5.80   	-10.38   	 71.86   	 -76.30		 65.94   	 -66.12		
-10.38   	  1.53   	 71.56   	 -71.21		 65.68   	  20.35		
-13.12   	  7.02   	 71.27   	 -76.30		 65.76   	  15.26		
-13.12   	  3.97   	 70.97   	 -81.38		 65.82   	-178.03		
-10.68   	 -3.36   	 70.64   	 -76.30		 65.11   	-132.25		
 -7.93   	-10.38   	 70.34   	 -81.38		 64.58   	  30.52		
 -7.32   	-14.65   	 70.01   	 -81.38		 64.70   	   5.09		
 -9.77   	-18.92   	 69.68   	 -86.47		 64.72   	 -81.38		
-13.43   	-28.08   	 69.34   	 -81.38		 64.39   	-172.94		
-16.78   	-44.86   	 69.01   	 -81.38		 63.70   	-142.42		
-18.62   	-65.61   	 68.69   	 -81.38		 63.13   	 162.77		
-19.53   	-78.74   	 68.36   	 -76.30		 63.78   	 244.15		
-18.92   	-72.33   	 68.06   	 -76.30		 64.76   	 -76.30		
-15.87   	-42.72   	 67.75   	 -76.30		 64.46   	-269.58		
-10.07   	  0.92   	 67.45   	 -71.21		 63.38   	-122.07		
 -3.66   	 37.84   	 67.16   	 -66.12		 62.89   	 132.25		
 -0.92   	 49.13   	 66.90   	 -66.12		 63.42   	 162.77		
 -5.19   	 32.35   	 66.63   	 -61.04		 64.07   	 -55.95		
-14.34   	  1.83   	 66.39   	 -61.04		 63.85   	-152.59		
-23.19   	-24.41   	 66.14   	 -55.95		 63.23   	-122.07		
-25.02   	-35.71   	 65.92   	 -55.95		 62.75   	 -96.64		
-19.23   	-35.10   	 65.70   	 -55.95		 62.36   	 -50.86		
 -9.46   	-31.74   	 65.47   	 -50.86		 62.16   	 -10.17		
 -2.44   	-32.96   	 65.27   	 -55.95		 62.12   	   5.09		
 -2.14   	-36.62   	 65.05   	 -50.86		 62.14   	 -25.43		
 -8.54   	-35.10   	 64.84   	 -55.95		 62.03   	 -50.86		
-16.78   	-22.58   	 64.62   	 -50.86		 61.83   	 -50.86		
-22.28   	  0.00   	 64.41   	 -55.95		 61.63   	 -15.26		
-23.19   	 25.94   	 64.19   	 -50.86		 61.57   	 -15.26		
-19.53   	 46.69   	 63.99   	 -55.95		 61.51   	 -61.04		
-13.43   	 56.15   	 63.76   	 -55.95		 61.26   	-101.73		
 -6.41   	 52.80   	 63.54   	 -50.86		 60.85   	 -81.38		
 -0.92   	 39.98   	 63.34   	 -55.95		 60.53   	 -30.52		
  0.92   	 25.33   	 63.11   	 -55.95		 60.41   	 -35.61		
 -2.14   	 19.23   	 62.89   	 -50.86		 60.26   	 -55.95		
 -8.24   	 31.13   	 62.69   	 -55.95		 60.04   	 -66.12		
-12.82   	 60.73   	 62.46   	 -50.86		 59.78   	 -61.04		
-13.43   	 98.88   	 62.26   	 -50.86		 59.53   	  10.17		
 -8.24   	130.31   	 62.05   	 -50.86		 59.57   	 -20.35		
  0.92   	145.57   	 61.85   	 -50.86		 59.49   	-147.51		
 10.38   	148.01   	 61.65   	 -50.86		 58.90   	-162.77		
 17.09   	147.40   	 61.44   	 -45.78		 58.25   	  -5.09		
 20.45   	149.84   	 61.26   	 -50.86		 58.23   	  86.47		
 20.45   	155.33   	 61.06   	 -45.78		 58.58   	 -25.43		
 19.53   	160.52   	 60.87   	 -45.78		 58.47   	-132.25		
 19.53   	166.32   	 60.69   	 -40.69		 57.94   	 -71.21		
 21.06   	174.26   	 60.53   	 -35.61		 57.66   	 -25.43		
 22.58   	183.72   	 60.39   	 -30.52		 57.56   	  10.17		
 22.89   	189.51   	 60.26   	 -20.35		 57.60   	 137.33		
 19.84   	182.80   	 60.18   	 -10.17		 58.15   	  91.56		
 13.43   	159.61   	 60.14   	  -5.09		 58.51   	-178.03		
  5.49   	122.99   	 60.12   	   0.00		 57.80   	-111.90		
 -2.75   	 79.96   	 60.12   	   0.00		 57.35   	 371.31		
 -9.77   	 37.23   	 60.12   	  -5.09		 58.84   	 350.97		
-14.04   	  2.44   	 60.10   	 -10.17		 60.24   	-478.13		
-14.65   	-18.31   	 60.06   	 -25.43		 58.33   	-635.81		
-11.90   	-25.02   	 59.96   	 -35.61		 55.79   	  91.56		
 -8.85   	-23.19   	 59.82   	 -50.86		 56.15   	 508.65		
 -8.54   	-19.84   	 59.61   	 -66.12		 58.19   	  30.52		
-12.21   	-21.97   	 59.35   	 -71.21		 58.31   	-579.86		
-18.31   	-31.13   	 59.06   	 -86.47		 55.99   	-193.29		
-23.19   	-44.25   	 58.72   	 -81.38		 55.22   	 340.79		
-24.41   	-57.37   	 58.39   	 -76.30		 56.58   	 -76.30		
