  I     	  II     	  AOp     	  AOp'		
-36.62   	-134.89   	101.48   	 122.07		
-45.47   	-135.80   	101.97   	 172.94		
-48.83   	-132.75   	102.66   	 213.63		
-45.47   	-124.82   	103.52   	 264.50		
-37.23   	-111.39   	104.58   	 305.19		
-27.47   	-92.77   	105.80   	 345.88		
-18.92   	-70.19   	107.18   	 376.40		
-11.90   	-47.61   	108.69   	 406.92		
 -7.32   	-30.52   	110.31   	 422.18		
 -4.58   	-21.97   	112.00   	 452.69		
 -2.75   	-19.84   	113.81   	 473.04		
 -1.53   	-17.70   	115.71   	 493.39		
  0.00   	 -9.46   	117.68   	 523.90		
  2.14   	  7.32   	119.78   	 544.25		
  4.58   	 28.69   	121.95   	 564.60		
  8.24   	 48.52   	124.21   	 564.60		
 13.12   	 64.09   	126.47   	 559.51		
 20.75   	 77.51   	128.71   	 549.34		
 31.43   	 92.77   	130.90   	 518.82		
 41.20   	109.56   	132.98   	 493.39		
 43.95   	123.90   	134.95   	 457.78		
 37.23   	130.00   	136.78   	 427.26		
 23.50   	127.56   	138.49   	 391.66		
  9.46   	122.07   	140.06   	 356.05		
  5.19   	123.29   	141.48   	 320.45		
 13.73   	134.89   	142.77   	 269.58		
 31.43   	151.98   	143.84   	 223.80		
 50.96   	165.41   	144.74   	 172.94		
 64.09   	168.46   	145.43   	 111.90		
 65.31   	161.44   	145.88   	  61.04		
 55.54   	149.84   	146.12   	   0.00		
 39.06   	137.94   	146.12   	 -45.78		
 23.19   	128.17   	145.94   	 -96.64		
 11.90   	119.02   	145.55   	-137.33		
  6.71   	110.17   	145.00   	-178.03		
  5.80   	103.15   	144.29   	-208.54		
  9.46   	100.40   	143.46   	-233.98		
 17.70   	102.54   	142.52   	-259.41		
 30.52   	105.90   	141.48   	-274.67		
 43.33   	105.90   	140.39   	-279.75		
 47.61   	 96.44   	139.27   	-284.84		
 36.62   	 75.99   	138.13   	-279.75		
 13.12   	 49.44   	137.01   	-274.67		
-11.90   	 25.63   	135.91   	-264.50		
-24.11   	 12.51   	134.85   	-254.32		
-17.09   	 13.43   	133.83   	-244.15		
  2.75   	 23.19   	132.86   	-228.89		
 21.97   	 32.65   	131.94   	-223.80		
 29.91   	 35.40   	131.05   	-218.72		
 23.80   	 30.52   	130.17   	-208.54		
  9.77   	 22.58   	129.34   	-213.63		
 -3.97   	 14.34   	128.48   	-203.46		
-11.90   	  7.32   	127.67   	-203.46		
-14.04   	 -0.31   	126.86   	-193.29		
-13.12   	 -6.71   	126.08   	-183.11		
-13.12   	 -9.16   	125.35   	-162.77		
-15.56   	 -5.80   	124.70   	-147.51		
-17.70   	  1.22   	124.11   	-132.25		
-15.26   	  7.63   	123.58   	-116.99		
 -5.19   	 10.68   	123.11   	-101.73		
  9.46   	 10.38   	122.71   	 -96.64		
 21.06   	  9.77   	122.32   	 -91.56		
 22.58   	 10.07   	121.95   	 -81.38		
 14.65   	 10.07   	121.63   	 -86.47		
  3.36   	  7.32   	121.28   	 -86.47		
 -7.02   	  1.83   	120.94   	 -86.47		
-12.82   	 -4.88   	120.59   	 -96.64		
-14.34   	-10.07   	120.20   	-101.73		
-13.43   	-13.12   	119.80   	-111.90		
-11.60   	-14.95   	119.35   	-122.07		
 -9.16   	-17.70   	118.86   	-137.33		
 -8.24   	-22.58   	118.31   	-147.51		
 -9.16   	-27.16   	117.72   	-157.68		
 -8.54   	-28.99   	117.09   	-167.85		
 -6.71   	-26.25   	116.42   	-172.94		
 -3.66   	-19.84   	115.73   	-183.11		
 -0.92   	-11.60   	114.99   	-188.20		
  0.31   	 -5.80   	114.24   	-188.20		
  2.44   	 -3.66   	113.49   	-198.37		
  6.71   	 -5.80   	112.70   	-193.29		
 10.07   	-11.60   	111.92   	-198.37		
  9.46   	-18.01   	111.13   	-193.29		
  4.88   	-20.75   	110.36   	-188.20		
 -2.44   	-18.01   	109.60   	-188.20		
 -8.85   	-12.21   	108.85   	-183.11		
-11.29   	 -6.71   	108.12   	-178.03		
 -8.54   	 -4.27   	107.41   	-172.94		
 -1.83   	 -5.80   	106.71   	-167.85		
  5.80   	 -9.46   	106.04   	-162.77		
 10.68   	-12.51   	105.39   	-157.68		
  7.32   	-15.56   	104.76   	-152.59		
 -4.27   	-18.62   	104.15   	-147.51		
-17.40   	-20.75   	103.56   	-142.42		
-23.19   	-20.45   	102.99   	-132.25		
-17.70   	-17.09   	102.46   	-132.25		
 -5.80   	-14.34   	101.93   	-127.16		
  3.66   	-15.26   	101.42   	-127.16		
  5.19   	-22.58   	100.92   	-116.99		
 -2.14   	-35.10   	100.45   	-122.07		
-13.12   	-49.13   	 99.96   	-116.99		
-20.75   	-58.90   	 99.49   	-116.99		
-23.19   	-61.65   	 99.02   	-111.90		
-21.97   	-57.07   	 98.58   	-116.99		
-18.31   	-48.83   	 98.11   	-111.90		
-14.34   	-40.89   	 97.66   	-106.82		
-11.90   	-37.23   	 97.23   	-111.90		
-10.68   	-38.76   	 96.78   	-101.73		
-10.07   	-43.64   	 96.38   	-101.73		
 -9.16   	-48.22   	 95.97   	-101.73		
 -5.49   	-49.44   	 95.56   	 -96.64		
  3.05   	-45.78   	 95.18   	 -91.56		
 14.95   	-37.84   	 94.81   	 -91.56		
