  I     	  II     	  LV     	  LV'		
-11.29   	-68.66   	 16.79   	 -76.30		
-10.38   	-68.05   	 16.48   	 -71.21		
 -9.46   	-65.61   	 16.20   	 -76.30		
 -8.85   	-61.95   	 15.89   	 -76.30		
 -8.54   	-59.51   	 15.58   	 -71.21		
 -7.93   	-59.81   	 15.30   	 -66.12		
 -7.32   	-63.17   	 15.04   	 -55.95		
 -6.71   	-68.05   	 14.81   	 -45.78		
 -6.10   	-71.72   	 14.63   	 -25.43		
 -5.49   	-71.72   	 14.53   	 -10.17		
 -4.88   	-68.66   	 14.49   	   5.09		
 -4.88   	-64.09   	 14.51   	  25.43		
 -5.49   	-60.42   	 14.61   	  35.61		
 -6.71   	-59.51   	 14.75   	  45.78		
 -8.24   	-59.81   	 14.93   	  55.95		
 -9.16   	-59.81   	 15.16   	  55.95		
 -9.46   	-58.29   	 15.38   	  50.86		
 -9.77   	-55.85   	 15.58   	  50.86		
-10.99   	-54.32   	 15.79   	  40.69		
-12.51   	-53.71   	 15.95   	  30.52		
-13.73   	-54.63   	 16.07   	  20.35		
-13.43   	-54.93   	 16.15   	  10.17		
-11.60   	-54.32   	 16.20   	   5.09		
 -9.16   	-52.49   	 16.22   	   0.00		
 -7.93   	-50.05   	 16.22   	  -5.09		
 -7.63   	-47.00   	 16.20   	  -5.09		
 -8.54   	-44.86   	 16.17   	  -5.09		
 -9.46   	-43.33   	 16.15   	  -5.09		
 -9.16   	-43.03   	 16.13   	   0.00		
 -8.24   	-43.33   	 16.13   	   0.00		
 -7.02   	-43.95   	 16.13   	   5.09		
 -6.10   	-44.86   	 16.15   	  10.17		
 -5.80   	-45.17   	 16.20   	  15.26		
 -5.80   	-45.78   	 16.26   	  10.17		
 -5.80   	-46.39   	 16.30   	  15.26		
 -5.49   	-47.61   	 16.36   	  15.26		
 -5.19   	-49.44   	 16.42   	  20.35		
 -5.19   	-52.49   	 16.50   	  15.26		
 -5.19   	-56.15   	 16.56   	  10.17		
 -5.19   	-59.81   	 16.60   	  15.26		
 -4.88   	-61.34   	 16.66   	  15.26		
 -3.66   	-60.42   	 16.72   	  15.26		
 -1.83   	-57.07   	 16.79   	  15.26		
  0.00   	-52.49   	 16.85   	  10.17		
  0.61   	-49.13   	 16.89   	  15.26		
  0.00   	-46.69   	 16.95   	  10.17		
 -2.14   	-45.47   	 16.99   	  15.26		
 -4.27   	-43.95   	 17.05   	  10.17		
 -5.80   	-42.42   	 17.09   	  10.17		
 -5.80   	-40.89   	 17.13   	  10.17		
 -5.80   	-40.28   	 17.17   	   5.09		
 -6.71   	-40.28   	 17.19   	   5.09		
 -8.85   	-39.67   	 17.21   	   0.00		
-10.99   	-37.84   	 17.21   	   0.00		
-11.60   	-35.10   	 17.21   	   0.00		
-10.38   	-33.26   	 17.21   	 -10.17		
 -7.63   	-33.57   	 17.17   	  -5.09		
 -5.19   	-35.71   	 17.15   	 -10.17		
