  I     	  II     	  LVp     	  LVp'		
-783.39   	-780.33   	 43.99   	   0.00		
-757.75   	-748.60   	 43.99   	   0.00		
-718.99   	-711.36   	 43.99   	  -5.09		
-668.64   	-672.61   	 43.97   	  -5.09		
-622.56   	-644.84   	 43.95   	   0.00		
-594.79   	-637.21   	 43.95   	  -5.09		
-594.18   	-652.77   	 43.93   	  -5.09		
-621.64   	-689.39   	 43.91   	  -5.09		
-668.64   	-741.27   	 43.89   	  -5.09		
-726.32   	-801.70   	 43.87   	  -5.09		
-781.86   	-863.34   	 43.85   	  -5.09		
-820.01   	-910.95   	 43.82   	  -5.09		
-830.69   	-932.92   	 43.80   	   0.00		
-818.79   	-928.96   	 43.80   	  -5.09		
-796.20   	-905.46   	 43.78   	   5.09		
-770.87   	-867.92   	 43.80   	   0.00		
-750.73   	-827.64   	 43.80   	   5.09		
-742.49   	-796.20   	 43.82   	  10.17		
-744.32   	-777.28   	 43.87   	  10.17		
-750.12   	-765.38   	 43.91   	  15.26		
-753.17   	-751.34   	 43.97   	  15.26		
-746.46   	-725.40   	 44.03   	  15.26		
-729.06   	-685.42   	 44.09   	  20.35		
-708.31   	-639.04   	 44.17   	  20.35		
-692.44   	-598.14   	 44.25   	  20.35		
-684.81   	-570.37   	 44.33   	  20.35		
-683.29   	-554.81   	 44.41   	  20.35		
-682.37   	-546.26   	 44.50   	  15.26		
-677.19   	-536.19   	 44.56   	  20.35		
-664.37   	-518.80   	 44.64   	  15.26		
-645.45   	-495.91   	 44.70   	  20.35		
-626.83   	-476.99   	 44.78   	  15.26		
-615.54   	-472.41   	 44.84   	  20.35		
-611.88   	-481.57   	 44.92   	  15.26		
-608.52   	-495.00   	 44.98   	  20.35		
-600.59   	-504.15   	 45.07   	  20.35		
-591.74   	-509.64   	 45.15   	  15.26		
-589.90   	-518.19   	 45.21   	  20.35		
-599.67   	-533.14   	 45.29   	  20.35		
-611.57   	-545.04   	 45.37   	  20.35		
-607.91   	-536.50   	 45.45   	  20.35		
-577.70   	-500.79   	 45.53   	  15.26		
-532.23   	-451.97   	 45.59   	  15.26		
-495.00   	-416.26   	 45.66   	  10.17		
-484.01   	-411.68   	 45.70   	   5.09		
-499.57   	-433.35   	 45.72   	   5.09		
-526.73   	-462.34   	 45.74   	   0.00		
-547.79   	-478.21   	 45.74   	  -5.09		
-548.10   	-467.22   	 45.72   	 -10.17		
-516.36   	-420.23   	 45.68   	 -10.17		
-446.78   	-329.59   	 45.64   	 -10.17		
-339.05   	-190.12   	 45.59   	 -15.26		
-199.89   	-11.29   	 45.53   	 -15.26		
-41.81   	183.72   	 45.47   	 -20.35		
120.85   	366.21   	 45.39   	 -40.69		
376.59   	592.04(R)	 45.23(E)	 -25.43		
405.27   	567.02   	 45.13   	 -25.43		
324.10   	408.02   	 45.03   	 -25.43		
137.33   	127.56   	 44.92   	 -20.35		
-102.23   	-196.53   	 44.84   	 -15.26		
-319.21   	-454.10   	 44.78   	 -10.17		
-451.66   	-571.59   	 44.74   	  10.17		
-487.67   	-563.66   	 44.78   	  30.52		
-469.97   	-516.05   	 44.90   	  45.78		
-452.88   	-511.17   	 45.09   	  81.38		
-462.65   	-567.32   	 45.41   	 111.90		
-488.28   	-641.48   	 45.86   	 152.59		
-505.68   	-683.59   	 46.47   	 203.46		
-505.37   	-681.15   	 47.28   	 254.32		
-496.22   	-658.57   	 48.30   	 325.53		
-495.00   	-647.89   	 49.60   	 401.83		
-507.51   	-657.35   	 51.21   	 483.21		
-524.60   	-673.22   	 53.14   	 574.77		
-537.11   	-680.54   	 55.44   	 661.24		
-539.25   	-669.25   	 58.09   	 732.45		
-527.34   	-637.21   	 61.02   	 793.49		
-501.10   	-586.85   	 64.19   	 834.18		
-465.70   	-527.04   	 67.53   	 869.78		
-431.82   	-469.97   	 71.01   	 900.30		
-411.68   	-426.94   	 74.61   	 930.82		
-408.33   	-399.48   	 78.33   	 956.25		
-414.12   	-380.55   	 82.16   	 996.94		
-419.01   	-362.85   	 86.14   	1027.46		
-416.26   	-343.93   	 90.25   	1052.90		
-405.88   	-325.32   	 94.47   	1063.07		
-393.07   	-312.50   	 98.72   	1052.90		
-381.47   	-306.40   	102.93   	1022.38		
-372.31   	-304.87   	107.02   	 971.51		
-364.69   	-306.09   	110.90   	 905.39		
-356.75   	-304.87   	114.53   	 839.26		
-344.54   	-296.63   	117.88   	 762.97		
-328.67   	-281.98   	120.94   	 691.76		
-314.03   	-269.47   	123.70   	 620.55		
-307.01   	-268.86   	126.18   	 549.34		
-310.36   	-283.51   	128.38   	 483.21		
-317.69   	-303.04   	130.31   	 417.09		
-317.08   	-310.36   	131.98   	 361.14		
-306.70   	-303.04   	133.43   	 325.53		
-295.10   	-291.14   	134.73   	 295.01		
-289.92   	-287.48   	135.91   	 295.01		
-292.66   	-294.19   	137.09   	 295.01		
-291.75   	-298.16   	138.27   	 310.27		
-275.88   	-285.03   	139.51   	 325.53		
-245.97   	-256.96   	140.81   	 330.62		
-217.29   	-230.10   	142.14   	 335.71		
-206.30   	-221.86   	143.48   	 335.71		
-217.59   	-234.38   	144.82   	 330.62		
-240.48   	-255.74   	146.14   	 325.53		
-261.23   	-272.52   	147.45   	 320.45		
-271.61   	-279.54   	148.73   	 315.36		
-270.39   	-278.32   	149.99   	 305.19		
-262.76   	-273.13   	151.21   	 300.10		
-253.30   	-265.20   	152.41   	 284.84		
-244.14   	-255.13   	153.55   	 264.50		
-236.82   	-245.36   	154.61   	 244.15		
-235.60   	-242.92   	155.58   	 218.72		
-243.23   	-252.08   	156.46   	 193.29		
-258.48   	-271.30   	157.23   	 183.11		
-277.71   	-293.88   	157.96   	 162.77		
-291.14   	-309.45   	158.62   	 152.59		
-291.14   	-310.67   	159.23   	 137.33		
-279.24   	-301.82   	159.78   	 122.07		
-261.23   	-292.97   	160.26   	 106.82		
-249.33   	-296.63   	160.69   	  86.47		
-252.08   	-316.77   	161.04   	  61.04		
-262.45   	-341.19   	161.28   	  40.69		
-263.37   	-347.29   	161.44   	  10.17		
-244.75   	-325.01   	161.48(S)	 -25.43		
-212.10   	-283.81   	161.38   	 -55.95		
-182.50   	-246.58   	161.16   	 -91.56		
-171.20   	-230.41   	160.79   	-137.33		
-173.65   	-230.10   	160.24   	-193.29		
-171.20   	-223.39   	159.47   	-249.24		
-148.01   	-192.57   	158.47   	-320.45		
-108.95   	-141.30   	157.19   	-386.57		
-72.02   	-88.50   	155.65   	-457.78		
