  I     	  II     	  AOp     	  AOp'		  AO     	  AO'		
 -5.49   	 -1.22   	 64.72   	 -50.86		 63.66   	 -50.86		
 -7.93   	 -6.41   	 64.52   	 -45.78		 63.46   	 -40.69		
 -9.46   	 -9.46   	 64.33   	 -50.86		 63.30   	 -45.78		
 -9.46   	 -7.63   	 64.13   	 -45.78		 63.11   	 -45.78		
 -8.54   	 -3.66   	 63.95   	 -40.69		 62.93   	 -40.69		
 -7.02   	 -1.83   	 63.78   	 -45.78		 62.77   	 -40.69		
 -4.88   	 -3.97   	 63.60   	 -45.78		 62.60   	 -45.78		
 -3.05   	 -8.24   	 63.42   	 -40.69		 62.42   	 -35.61		
 -1.53   	-11.29   	 63.26   	 -40.69		 62.28   	 -40.69		
 -1.22   	-11.60   	 63.09   	 -40.69		 62.12   	 -40.69		
 -1.83   	 -8.85   	 62.93   	 -40.69		 61.95   	 -40.69		
 -2.75   	 -4.27   	 62.77   	 -40.69		 61.79   	 -35.61		
 -2.44   	 -0.61   	 62.60   	 -35.61		 61.65   	 -40.69		
 -1.83   	  1.83   	 62.46   	 -40.69		 61.49   	 -40.69		
 -1.22   	  1.83   	 62.30   	 -40.69		 61.32   	 -35.61		
 -1.53   	  0.00   	 62.14   	 -35.61		 61.18   	 -40.69		
 -2.44   	 -2.14   	 61.99   	 -40.69		 61.02   	 -35.61		
 -3.66   	 -4.27   	 61.83   	 -35.61		 60.87   	 -40.69		
 -3.97   	 -6.10   	 61.69   	 -35.61		 60.71   	 -40.69		
 -3.05   	 -7.02   	 61.55   	 -40.69		 60.55   	 -35.61		
 -1.53   	 -5.80   	 61.38   	 -35.61		 60.41   	 -40.69		
  1.22   	 -2.14   	 61.24   	 -40.69		 60.24   	 -35.61		
  4.58   	  3.97   	 61.08   	 -35.61		 60.10   	 -40.69		
  8.54   	 11.60   	 60.94   	 -35.61		 59.94   	 -35.61		
 11.90   	 19.84   	 60.79   	 -40.69		 59.80   	 -40.69		
 13.73   	 29.60   	 60.63   	 -35.61		 59.63   	 -35.61		
 14.04   	 41.81   	 60.49   	 -35.61		 59.49   	 -40.69		
 13.73   	 55.24   	 60.35   	 -40.69		 59.33   	 -35.61		
 14.34   	 67.14   	 60.18   	 -40.69		 59.19   	 -40.69		
 17.40   	 74.46   	 60.02   	 -35.61		 59.02   	 -40.69		
 22.58   	 76.60   	 59.88   	 -40.69		 58.86   	 -35.61		
 28.38   	 76.90   	 59.71   	 -40.69		 58.72   	 -40.69		
 32.96   	 79.35   	 59.55   	 -40.69		 58.56   	 -35.61		
 35.71   	 86.98   	 59.39   	 -40.69		 58.41   	 -40.69		
 36.32   	 97.66   	 59.23   	 -40.69		 58.25   	 -35.61		
 35.10   	108.03   	 59.06   	 -40.69		 58.11   	 -35.61		
 34.48   	114.75   	 58.90   	 -35.61		 57.97   	 -40.69		
 36.01   	116.88   	 58.76   	 -40.69		 57.80   	 -35.61		
 41.20   	117.19   	 58.60   	 -35.61		 57.66   	 -35.61		
 49.44   	117.49   	 58.45   	 -35.61		 57.52   	 -35.61		
 58.29   	118.41   	 58.31   	 -35.61		 57.38   	 -35.61		
 65.31   	119.63   	 58.17   	 -35.61		 57.23   	 -30.52		
 69.58   	119.93   	 58.03   	 -35.61		 57.11   	 -35.61		
 72.02   	118.41   	 57.88   	 -30.52		 56.97   	 -30.52		
 72.33   	114.14   	 57.76   	 -35.61		 56.85   	 -35.61		
 70.19   	105.59   	 57.62   	 -30.52		 56.70   	 -30.52		
 65.00   	 92.77   	 57.50   	 -35.61		 56.58   	 -30.52		
 57.37   	 75.68   	 57.35   	 -30.52		 56.46   	 -30.52		
 48.83   	 57.37   	 57.23   	 -35.61		 56.34   	 -25.43		
 40.28   	 41.81   	 57.09   	 -30.52		 56.24   	 -30.52		
 31.43   	 30.82   	 56.97   	 -35.61		 56.11   	 -30.52		
 21.67   	 23.80   	 56.83   	 -30.52		 55.99   	 -25.43		
 12.21   	 16.78   	 56.70   	 -35.61		 55.89   	 -30.52		
  4.27   	  6.71   	 56.56   	 -30.52		 55.77   	 -25.43		
 -0.61   	 -7.93   	 56.44   	 -30.52		 55.67   	 -25.43		
 -3.05   	-22.89   	 56.32   	 -30.52		 55.56   	 -25.43		
 -4.58   	-34.48   	 56.20   	 -30.52		 55.46   	 -25.43		
 -5.49   	-40.59   	 56.07   	 -30.52		 55.36   	 -25.43		
 -6.10   	-42.72   	 55.95   	 -25.43		 55.26   	 -25.43		
 -5.80   	-44.25   	 55.85   	 -30.52		 55.16   	 -25.43		
 -4.88   	-47.00   	 55.73   	 -20.35		 55.06   	 -20.35		
 -5.19   	-50.96   	 55.65   	 -25.43		 54.97   	 -25.43		
 -6.71   	-54.32   	 55.54   	 -25.43		 54.87   	 -25.43		
 -9.16   	-54.63   	 55.44   	 -20.35		 54.77   	 -20.35		
-10.99   	-51.57   	 55.36   	 -25.43		 54.69   	 -25.43		
-10.99   	-46.39   	 55.26   	 -20.35		 54.59   	 -25.43		
 -9.46   	-41.50   	 55.18   	 -20.35		 54.49   	 -25.43		
 -7.63   	-39.06   	 55.10   	 -20.35		 54.38   	 -25.43		
 -6.71   	-39.37   	 55.02   	 -25.43		 54.28   	 -25.43		
 -9.46   	-42.11   	 54.91   	 -20.35		 54.18   	 -25.43		
-18.62   	-45.47   	 54.83   	 -20.35		 54.08   	 -25.43		
-36.93   	-48.22   	 54.75   	 -20.35		 53.98   	 -25.43		
-61.65   	-48.52   	 54.67   	 -20.35		 53.88   	 -25.43		
-83.01   	-42.11   	 54.59   	 -15.26		 53.77   	 -25.43		
-86.06   	-24.11   	 54.53   	 -15.26		 53.67   	 -25.43		
-58.29   	 10.38   	 54.47   	 -20.35		 53.57   	 -25.43		
  2.44   	 60.12   	 54.38   	 -10.17		 53.47   	 -25.43		
 91.86   	122.07   	 54.34   	 -15.26		 53.37   	 -20.35		
205.99   	194.70   	 54.28   	 -10.17		 53.29   	 -20.35		
348.21   	286.25   	 54.24   	 -10.17		 53.20   	 -20.35		
522.77   	409.24   	 54.20   	 -20.35		 53.12   	 -40.69		
885.62   	700.38   	 54.12   	  -5.09		 52.96   	 -15.26		
971.68   	759.58(R)	 54.10   	 -10.17		 52.90   	 -20.35		
935.06   	679.02   	 54.06   	  -5.09		 52.82   	 -15.26		
787.96   	455.02   	 54.04   	 -15.26		 52.76   	 -15.26		
590.52   	153.50   	 53.98   	 -10.17		 52.70   	 -15.26		
419.01   	-133.97   	 53.94   	 -15.26		 52.63   	 -15.26		
317.08   	-346.37   	 53.88   	 -20.35		 52.57   	 -15.26		
274.35   	-475.16   	 53.79   	 -25.43		 52.51   	 -15.26		
245.36   	-541.69   	 53.69   	 -25.43		 52.45   	 -20.35		
192.26   	-561.83   	 53.59   	 -30.52		 52.37   	 -15.26		
107.73   	-532.53   	 53.47   	 -30.52		 52.31   	 -15.26		
 10.68   	-453.49   	 53.35   	 -35.61		 52.25   	 -20.35		
-75.07   	-350.95   	 53.20   	 -35.61		 52.17   	 -15.26		
-137.63   	-265.50   	 53.06   	 -40.69		 52.11   	 -20.35		
-180.66   	-220.34   	 52.90   	 -35.61		 52.02   	 -20.35		
-211.18   	-207.52   	 52.76   	 -35.61		 51.94   	 -15.26		
-233.46   	-199.28   	 52.61   	 -35.61		 51.88   	 -20.35		
-245.97   	-173.95   	 52.47   	 -30.52		 51.80   	 -15.26		
-248.72   	-134.28   	 52.35   	 -25.43		 51.74   	 -20.35		
-241.70   	-100.10   	 52.25   	 -20.35		 51.66   	 -15.26		
-226.14   	-86.98   	 52.17   	 -10.17		 51.60   	 -20.35		
-202.33   	-90.94   	 52.13   	 -10.17		 51.52   	 -15.26		
-171.20   	-95.83   	 52.09(D)	   5.09		 51.45   	 -15.26		
-135.80   	-86.36   	 52.11   	  15.26		 51.39   	 -10.17		
-101.93   	-60.73   	 52.17   	  20.35		 51.35   	 -10.17		
-75.38   	-31.13   	 52.25   	  40.69		 51.31   	 -10.17		
-59.20   	-13.43   	 52.41   	  50.86		 51.27(D)	   5.09		
-50.96   	-13.12   	 52.61   	  66.12		 51.29   	  10.17		
-46.08   	-23.19   	 52.88   	  86.47		 51.33   	  20.35		
-41.81   	-32.04   	 53.22   	  96.64		 51.41   	  35.61		
-37.54   	-33.26   	 53.61   	 122.07		 51.56   	  50.86		
-35.40   	-28.99   	 54.10   	 137.33		 51.76   	  76.30		
-36.01   	-24.41   	 54.65   	 152.59		 52.06   	  96.64		
-38.45   	-22.89   	 55.26   	 178.03		 52.45   	 122.07		
-39.98   	-23.50   	 55.97   	 193.29		 52.94   	 152.59		
-39.06   	-25.02   	 56.74   	 213.63		 53.55   	 172.94		
-36.01   	-25.94   	 57.60   	 223.80		 54.24   	 203.46		
-32.35   	-25.94   	 58.49   	 244.15		 55.06   	 228.89		
-29.91   	-25.33   	 59.47   	 254.32		 55.97   	 254.32		
-28.99   	-25.02   	 60.49   	 269.58		 56.99   	 269.58		
-29.91   	-25.33   	 61.57   	 274.67		 58.07   	 295.01		
-31.74   	-26.55   	 62.67   	 284.84		 59.25   	 305.19		
-33.26   	-27.47   	 63.80   	 284.84		 60.47   	 320.45		
-33.57   	-26.86   	 64.94   	 295.01		 61.75   	 325.53		
-31.74   	-25.33   	 66.12   	 295.01		 63.05   	 340.79		
-28.99   	-23.19   	 67.30   	 305.19		 64.41   	 340.79		
-27.77   	-21.36   	 68.52   	 300.10		 65.78   	 350.97		
-28.69   	-21.36   	 69.73   	 310.27		 67.18   	 356.05		
-31.43   	-22.89   	 70.97   	 310.27		 68.61   	 361.14		
-34.18   	-25.94   	 72.21   	 315.36		 70.05   	 371.31		
-35.40   	-29.30   	 73.47   	 320.45		 71.54   	 376.40		
-34.18   	-32.35   	 74.75   	 330.62		 73.04   	 386.57		
-32.65   	-34.48   	 76.07   	 335.71		 74.59   	 396.74		
-32.04   	-35.10   	 77.42   	 345.88		 76.17   	 406.92		
-32.96   	-34.48   	 78.80   	 350.97		 77.80   	 417.09		
-34.48   	-32.35   	 80.20   	 356.05		 79.47   	 427.26		
-35.40   	-29.30   	 81.63   	 361.14		 81.18   	 437.43		
-34.79   	-26.25   	 83.07   	 361.14		 82.93   	 437.43		
-33.57   	-24.72   	 84.52   	 361.14		 84.68   	 447.61		
-31.74   	-25.33   	 85.96   	 361.14		 86.47   	 442.52		
-29.91   	-27.16   	 87.41   	 366.22		 88.24   	 442.52		
-28.69   	-27.77   	 88.87   	 366.22		 90.01   	 442.52		
-28.38   	-25.63   	 90.34   	 366.22		 91.78   	 442.52		
-29.30   	-20.75   	 91.80   	 371.31		 93.55   	 442.52		
-30.82   	-14.95   	 93.29   	 371.31		 95.32   	 437.43		
-31.74   	 -9.77   	 94.77   	 381.48		 97.07   	 437.43		
-31.43   	 -6.41   	 96.30   	 386.57		 98.82   	 432.35		
-29.30   	 -4.88   	 97.84   	 396.74		100.55   	 432.35		
-27.77   	 -4.27   	 99.43   	 396.74		102.28   	 427.26		
-27.47   	 -3.97   	101.02   	 406.92		103.99   	 422.18		
-28.69   	 -2.14   	102.64   	 406.92		105.68   	 422.18		
-29.60   	  2.44   	104.27   	 412.00		107.36   	 412.00		
-29.30   	  9.16   	105.92   	 406.92		109.01   	 406.92		
-28.38   	 16.17   	107.55   	 406.92		110.64   	 401.83		
-27.77   	 21.36   	109.18   	 401.83		112.25   	 391.66		
-27.77   	 25.33   	110.78   	 396.74		113.81   	 381.48		
-28.38   	 28.99   	112.37   	 391.66		115.34   	 371.31		
-28.69   	 33.87   	113.94   	 381.48		116.83   	 366.22		
-28.08   	 40.59   	115.46   	 371.31		118.29   	 350.97		
-26.86   	 48.22   	116.95   	 366.22		119.69   	 345.88		
-25.02   	 56.46   	118.41   	 356.05		121.08   	 335.71		
-22.58   	 66.22   	119.84   	 350.97		122.42   	 325.53		
-19.23   	 77.51   	121.24   	 335.71		123.72   	 315.36		
-15.87   	 89.42   	122.58   	 335.71		124.98   	 305.19		
-12.51   	 99.18   	123.93   	 325.53		126.20   	 300.10		
-10.07   	105.59   	125.23   	 310.27		127.41   	 295.01		
 -7.32   	108.95   	126.47   	 310.27		128.59   	 284.84		
 -3.97   	111.69   	127.71   	 295.01		129.72   	 274.67		
  1.53   	116.88   	128.89   	 289.93		130.82   	 274.67		
 10.07   	125.43   	130.05   	 279.75		131.92   	 259.41		
 19.53   	135.80   	131.17   	 274.67		132.96   	 254.32		
 28.38   	144.96   	132.27   	 264.50		133.98   	 249.24		
 34.18   	150.76   	133.33   	 254.32		134.97   	 244.15		
 36.62   	151.37   	134.34   	 249.24		135.95   	 228.89		
 36.93   	148.01   	135.34   	 239.06		136.87   	 223.80		
 37.84   	142.21   	136.30   	 233.98		137.76   	 213.63		
 40.89   	136.72   	137.23   	 218.72		138.62   	 203.46		
 45.47   	132.45   	138.11   	 208.54		139.43   	 198.37		
 49.74   	129.70   	138.94   	 198.37		140.22   	 183.11		
 52.19   	126.95   	139.73   	 188.20		140.96   	 167.85		
 51.57   	122.99   	140.49   	 172.94		141.63   	 162.77		
 47.91   	116.58   	141.18   	 162.77		142.28   	 142.42		
 41.81   	107.42   	141.83   	 142.42		142.85   	 137.33		
 35.10   	 96.44   	142.40   	 127.16		143.40   	 116.99		
 28.69   	 85.75   	142.91   	 116.99		143.87   	 101.73		
 24.11   	 76.60   	143.38   	  91.56		144.27   	  86.47		
 21.67   	 69.89   	143.74   	  81.38		144.62   	  71.21		
 20.75   	 65.00   	144.07   	  55.95		144.90   	  50.86		
 19.84   	 60.12   	144.29   	  40.69		145.11   	  30.52		
 18.62   	 55.24   	144.46   	  20.35		145.23   	  15.26		
 17.40   	 50.35   	144.54(S)	  -5.09		145.29(S)	  -5.09		
 17.09   	 46.08   	144.52   	 -25.43		145.27   	 -25.43		
 16.78   	 43.03   	144.41   	 -45.78		145.17   	 -50.86		
 15.56   	 39.67   	144.23   	 -71.21		144.96   	 -71.21		
 12.82   	 36.32   	143.95   	 -96.64		144.68   	 -91.56		
  9.16   	 32.96   	143.56   	-116.99		144.31   	-122.07		
  6.10   	 30.21   	143.09   	-142.42		143.82   	-142.42		
  4.58   	 28.69   	142.52   	-162.77		143.25   	-167.85		
  5.19   	 27.77   	141.87   	-178.03		142.58   	-193.29		
  6.41   	 27.16   	141.16   	-203.46		141.81   	-213.63		
  7.32   	 26.55   	140.35   	-213.63		140.96   	-239.06		
  7.32   	 26.55   	139.49   	-233.98		140.00   	-254.32		
  6.71   	 27.77   	138.55   	-244.15		138.98   	-279.75		
  6.41   	 28.69   	137.58   	-259.41		137.86   	-295.01		
  5.80   	 27.77   	136.54   	-264.50		136.68   	-305.19		
  5.19   	 24.41   	135.48   	-274.67		135.46   	-320.45		
  3.97   	 19.53   	134.38   	-279.75		134.18   	-330.62		
  2.14   	 15.26   	133.26   	-279.75		132.86   	-335.71		
  0.31   	 13.43   	132.15   	-284.84		131.52   	-335.71		
 -0.92   	 14.04   	131.01   	-284.84		130.17   	-340.79		
 -1.22   	 16.17   	129.87   	-284.84		128.81   	-335.71		
 -1.53   	 18.01   	128.73   	-279.75		127.47   	-330.62		
 -1.22   	 18.62   	127.61   	-279.75		126.14   	-330.62		
 -1.22   	 18.01   	126.49   	-279.75		124.82   	-315.36		
 -1.83   	 17.09   	125.37   	-269.58		123.56   	-310.27		
 -2.75   	 15.87   	124.29   	-264.50		122.32   	-305.19		
 -3.97   	 15.56   	123.23   	-264.50		121.10   	-289.93		
 -5.19   	 15.56   	122.18   	-254.32		119.94   	-284.84		
 -5.49   	 16.17   	121.16   	-249.24		118.80   	-269.58		
 -5.19   	 16.48   	120.16   	-249.24		117.72   	-264.50		
 -4.27   	 16.48   	119.17   	-239.06		116.66   	-254.32		
 -3.97   	 16.17   	118.21   	-233.98		115.65   	-244.15		
 -5.19   	 14.95   	117.27   	-223.80		114.67   	-239.06		
 -7.63   	 13.73   	116.38   	-223.80		113.71   	-228.89		
-10.38   	 12.82   	115.48   	-218.72		112.80   	-223.80		
-11.90   	 13.12   	114.61   	-208.54		111.90   	-213.63		
-12.21   	 14.95   	113.77   	-208.54		111.05   	-208.54		
-11.60   	 17.70   	112.94   	-203.46		110.21   	-208.54		
-10.99   	 19.84   	112.13   	-193.29		109.38   	-193.29		
-10.99   	 19.84   	111.35   	-193.29		108.61   	-193.29		
-11.90   	 17.70   	110.58   	-188.20		107.83   	-188.20		
-13.43   	 14.04   	109.83   	-188.20		107.08   	-188.20		
-14.65   	 10.68   	109.07   	-178.03		106.33   	-178.03		
-15.26   	  8.85   	108.36   	-183.11		105.62   	-172.94		
-14.65   	  8.54   	107.63   	-172.94		104.92   	-172.94		
-14.34   	  9.16   	106.94   	-172.94		104.23   	-167.85		
-13.73   	  9.46   	106.25   	-167.85		103.56   	-162.77		
-13.43   	  9.46   	105.57   	-167.85		102.91   	-157.68		
-12.82   	  9.46   	104.90   	-162.77		102.28   	-157.68		
-11.60   	 10.07   	104.25   	-162.77		101.65   	-157.68		
-10.38   	 11.90   	103.60   	-162.77		101.02   	-152.59		
 -9.77   	 13.43   	102.95   	-157.68		100.41   	-147.51		
-10.38   	 13.43   	102.32   	-152.59		 99.82   	-147.51		
-12.21   	 11.60   	101.71   	-157.68		 99.23   	-142.42		
-14.34   	  8.85   	101.08   	-147.51		 98.66   	-142.42		
-15.87   	  6.10   	100.49   	-152.59		 98.09   	-142.42		
-16.48   	  4.58   	 99.88   	-147.51		 97.52   	-137.33		
-16.17   	  4.27   	 99.29   	-142.42		 96.97   	-137.33		
-15.26   	  3.97   	 98.72   	-142.42		 96.42   	-137.33		
-14.95   	  3.05   	 98.15   	-142.42		 95.87   	-132.25		
-16.48   	  1.22   	 97.58   	-137.33		 95.34   	-132.25		
-18.92   	 -0.92   	 97.03   	-137.33		 94.81   	-127.16		
-21.06   	 -2.14   	 96.48   	-137.33		 94.30   	-127.16		
-21.67   	 -1.53   	 95.93   	-132.25		 93.79   	-127.16		
-19.84   	  0.00   	 95.40   	-132.25		 93.29   	-127.16		
-17.40   	  2.14   	 94.87   	-127.16		 92.78   	-122.07		
-15.87   	  2.75   	 94.36   	-127.16		 92.29   	-122.07		
-15.87   	  0.92   	 93.86   	-122.07		 91.80   	-122.07		
-17.09   	 -2.44   	 93.37   	-122.07		 91.31   	-116.99		
-18.31   	 -5.49   	 92.88   	-122.07		 90.84   	-111.90		
-18.31   	 -6.71   	 92.39   	-116.99		 90.40   	-116.99		
-18.01   	 -6.10   	 91.92   	-116.99		 89.93   	-111.90		
-18.31   	 -4.58   	 91.45   	-111.90		 89.48   	-111.90		
-19.53   	 -3.66   	 91.01   	-116.99		 89.03   	-106.82		
-20.75   	 -3.66   	 90.54   	-106.82		 88.61   	-106.82		
-20.45   	 -3.97   	 90.11   	-111.90		 88.18   	-106.82		
-17.70   	 -3.66   	 89.66   	-106.82		 87.75   	-101.73		
-14.65   	 -3.36   	 89.24   	-106.82		 87.34   	-101.73		
-13.12   	 -3.97   	 88.81   	-101.73		 86.94   	-101.73		
-14.34   	 -6.41   	 88.40   	-106.82		 86.53   	 -96.64		
-17.40   	 -9.77   	 87.98   	 -96.64		 86.14   	-101.73		
-19.84   	-12.51   	 87.59   	-101.73		 85.74   	 -96.64		
-20.75   	-13.43   	 87.18   	 -96.64		 85.35   	 -91.56		
-20.14   	-12.82   	 86.80   	 -96.64		 84.98   	 -96.64		
-19.84   	-11.60   	 86.41   	 -96.64		 84.60   	 -91.56		
-20.45   	-11.29   	 86.02   	 -91.56		 84.23   	 -86.47		
-21.36   	-11.60   	 85.66   	 -96.64		 83.89   	 -91.56		
-21.67   	-11.60   	 85.27   	 -91.56		 83.52   	 -91.56		
-21.36   	-11.90   	 84.90   	 -91.56		 83.15   	 -86.47		
-21.06   	-11.29   	 84.54   	 -91.56		 82.81   	 -86.47		
-21.36   	-10.99   	 84.17   	 -86.47		 82.46   	 -86.47		
-22.58   	-10.68   	 83.82   	 -91.56		 82.12   	 -81.38		
-23.19   	-10.68   	 83.46   	 -86.47		 81.79   	 -86.47		
-22.89   	-10.68   	 83.11   	 -86.47		 81.44   	 -81.38		
-21.36   	-11.29   	 82.77   	 -81.38		 81.12   	 -81.38		
-20.45   	-11.90   	 82.44   	 -86.47		 80.79   	 -81.38		
-20.14   	-12.51   	 82.10   	 -86.47		 80.47   	 -81.38		
-20.14   	-12.21   	 81.75   	 -81.38		 80.14   	 -81.38		
-20.14   	-10.38   	 81.42   	 -81.38		 79.82   	 -76.30		
-18.92   	 -7.63   	 81.10   	 -81.38		 79.51   	 -81.38		
-17.40   	 -4.88   	 80.77   	 -81.38		 79.19   	 -76.30		
-16.17   	 -3.36   	 80.45   	 -76.30		 78.88   	 -76.30		
-16.48   	 -3.66   	 80.14   	 -81.38		 78.58   	 -76.30		
-18.01   	 -5.19   	 79.82   	 -76.30		 78.27   	 -76.30		
-18.92   	 -6.71   	 79.51   	 -76.30		 77.97   	 -76.30		
-18.92   	 -7.93   	 79.21   	 -76.30		 77.66   	 -76.30		
-17.70   	 -8.54   	 78.90   	 -76.30		 77.35   	 -71.21		
-15.87   	 -8.85   	 78.60   	 -71.21		 77.07   	 -76.30		
-14.04   	 -9.16   	 78.31   	 -76.30		 76.76   	 -71.21		
-14.04   	 -9.46   	 78.01   	 -71.21		 76.48   	 -71.21		
-14.95   	 -9.16   	 77.72   	 -71.21		 76.20   	 -71.21		
-16.48   	 -8.54   	 77.44   	 -71.21		 75.91   	 -71.21		
-17.40   	 -8.54   	 77.15   	 -66.12		 75.63   	 -66.12		
-18.01   	 -9.16   	 76.89   	 -66.12		 75.36   	 -66.12		
-18.62   	-11.29   	 76.62   	 -71.21		 75.10   	 -66.12		
-19.84   	-13.12   	 76.34   	 -66.12		 74.83   	 -66.12		
-20.75   	-13.43   	 76.07   	 -61.04		 74.57   	 -61.04		
-21.36   	-11.90   	 75.83   	 -66.12		 74.32   	 -66.12		
-21.06   	 -8.85   	 75.56   	 -61.04		 74.06   	 -61.04		
-20.45   	 -6.41   	 75.32   	 -61.04		 73.81   	 -55.95		
-19.84   	 -6.41   	 75.08   	 -66.12		 73.59   	 -61.04		
-19.23   	 -8.54   	 74.81   	 -55.95		 73.35   	 -55.95		
-18.62   	-11.29   	 74.59   	 -61.04		 73.12   	 -61.04		
-17.40   	-13.12   	 74.34   	 -61.04		 72.88   	 -55.95		
-15.56   	-12.82   	 74.10   	 -55.95		 72.65   	 -55.95		
-13.12   	-11.29   	 73.88   	 -61.04		 72.43   	 -55.95		
-10.99   	-10.07   	 73.63   	 -55.95		 72.21   	 -55.95		
-10.07   	-10.07   	 73.41   	 -55.95		 71.98   	 -55.95		
-10.68   	-11.60   	 73.18   	 -55.95		 71.76   	 -55.95		
-13.12   	-14.04   	 72.96   	 -55.95		 71.54   	 -55.95		
-15.56   	-15.56   	 72.74   	 -55.95		 71.31   	 -50.86		
-16.78   	-15.56   	 72.51   	 -55.95		 71.11   	 -55.95		
-16.17   	-13.73   	 72.29   	 -55.95		 70.88   	 -50.86		
-14.65   	-11.90   	 72.06   	 -50.86		 70.68   	 -50.86		
-13.43   	-11.29   	 71.86   	 -50.86		 70.48   	 -50.86		
-12.82   	-10.99   	 71.66   	 -50.86		 70.27   	 -50.86		
-12.51   	-10.99   	 71.45   	 -50.86		 70.07   	 -50.86		
-11.90   	-10.07   	 71.25   	 -50.86		 69.87   	 -50.86		
-11.29   	 -9.16   	 71.05   	 -50.86		 69.66   	 -45.78		
-11.29   	 -8.54   	 70.84   	 -45.78		 69.48   	 -50.86		
-11.90   	 -8.85   	 70.66   	 -45.78		 69.28   	 -50.86		
-13.43   	 -9.77   	 70.48   	 -40.69		 69.07   	 -45.78		
-14.95   	-10.99   	 70.32   	 -40.69		 68.89   	 -45.78		
-16.48   	-11.60   	 70.15   	 -45.78		 68.71   	 -50.86		
-17.09   	-11.29   	 69.97   	 -35.61		 68.50   	 -45.78		
-16.17   	 -8.24   	 69.83   	 -40.69		 68.32   	 -45.78		
-13.43   	 -2.14   	 69.66   	 -35.61		 68.14   	 -50.86		
 -9.46   	  7.63   	 69.52   	 -35.61		 67.93   	 -45.78		
 -5.19   	 19.84   	 69.38   	 -35.61		 67.75   	 -50.86		
 -1.83   	 32.65   	 69.24   	 -35.61		 67.55   	 -45.78		
  0.61   	 44.56   	 69.09   	 -35.61		 67.36   	 -45.78		
  2.14   	 54.63   	 68.95   	 -35.61		 67.18   	 -50.86		
  3.97   	 61.95   	 68.81   	 -45.78		 66.98   	 -45.78		
  7.02   	 66.53   	 68.63   	 -40.69		 66.80   	 -45.78		
 11.60   	 69.27   	 68.46   	 -50.86		 66.61   	 -45.78		
 16.78   	 71.72   	 68.26   	 -55.95		 66.43   	 -45.78		
 21.06   	 76.90   	 68.04   	 -61.04		 66.25   	 -45.78		
 23.19   	 85.45   	 67.79   	 -61.04		 66.06   	 -40.69		
 23.19   	 96.74   	 67.55   	 -66.12		 65.90   	 -45.78		
 23.50   	107.73   	 67.28   	 -66.12		 65.72   	 -40.69		
 26.55   	115.66   	 67.02   	 -66.12		 65.55   	 -45.78		
 32.65   	118.71   	 66.75   	 -66.12		 65.37   	 -40.69		
 42.11   	118.10   	 66.49   	 -66.12		 65.21   	 -40.69		
 52.19   	115.97   	 66.23   	 -61.04		 65.05   	 -40.69		
 60.73   	113.53   	 65.98   	 -61.04		 64.88   	 -35.61		
 66.83   	111.39   	 65.74   	 -55.95		 64.74   	 -40.69		
 70.50   	109.56   	 65.51   	 -50.86		 64.58   	 -40.69		
 72.02   	105.90   	 65.31   	 -45.78		 64.41   	 -35.61		
 71.41   	 97.96   	 65.13   	 -45.78		 64.27   	 -40.69		
 68.05   	 85.14   	 64.94   	 -45.78		 64.11   	 -35.61		
 61.95   	 67.75   	 64.76   	 -35.61		 63.97   	 -35.61		
 53.41   	 49.13   	 64.62   	 -40.69		 63.82   	 -35.61		
 42.72   	 34.48   	 64.46   	 -35.61		 63.68   	 -35.61		
 30.21   	 25.02   	 64.31   	 -30.52		 63.54   	 -35.61		
 16.78   	 19.23   	 64.19   	 -35.61		 63.40   	 -35.61		
  4.27   	 13.43   	 64.05   	 -30.52		 63.26   	 -35.61		
 -4.88   	  4.58   	 63.93   	 -30.52		 63.11   	 -35.61		
 -9.16   	 -8.24   	 63.80   	 -25.43		 62.97   	 -35.61		
-10.07   	-21.97   	 63.70   	 -30.52		 62.83   	 -30.52		
-10.38   	-33.87   	 63.58   	 -30.52		 62.71   	 -30.52		
-12.21   	-42.72   	 63.46   	 -25.43		 62.58   	 -35.61		
-14.95   	-47.91   	 63.36   	 -25.43		 62.44   	 -30.52		
-18.31   	-50.66   	 63.26   	 -30.52		 62.32   	 -30.52		
-21.36   	-53.10   	 63.13   	 -25.43		 62.20   	 -30.52		
-23.19   	-56.46   	 63.03   	 -25.43		 62.08   	 -35.61		
-23.80   	-59.81   	 62.93   	 -25.43		 61.93   	 -30.52		
-23.19   	-61.95   	 62.83   	 -25.43		 61.81   	 -30.52		
-21.36   	-61.04   	 62.73   	 -25.43		 61.69   	 -30.52		
-19.23   	-57.37   	 62.62   	 -25.43		 61.57   	 -30.52		
-18.31   	-53.10   	 62.52   	 -30.52		 61.44   	 -30.52		
-19.84   	-50.96   	 62.40   	 -25.43		 61.32   	 -30.52		
-22.58   	-52.49   	 62.30   	 -25.43		 61.20   	 -35.61		
-26.55   	-56.46   	 62.20   	 -30.52		 61.06   	 -30.52		
-32.96   	-60.12   	 62.08   	 -25.43		 60.94   	 -30.52		
-45.78   	-61.34   	 61.97   	 -30.52		 60.81   	 -30.52		
-66.22   	-59.51   	 61.85   	 -30.52		 60.69   	 -35.61		
-89.11   	-51.27   	 61.73   	 -30.52		 60.55   	 -30.52		
-101.01   	-31.43   	 61.61   	 -35.61		 60.43   	 -35.61		
