  I     	  II     	  LVp     	  LVp'		
 41.20   	399.17   	 12.51   	   0.00		
 46.39   	422.67   	 12.51   	   0.00		
 52.80   	448.91   	 12.51   	   0.00		
 59.20   	477.29   	 12.51   	   0.00		
 65.92   	507.81   	 12.51   	   0.00		
 72.94   	539.55   	 12.51   	   0.00		
 80.87   	573.12   	 12.51   	   0.00		
 90.03   	607.30   	 12.51   	   0.00		
100.10   	641.78   	 12.51   	  -5.09		
110.78   	676.57   	 12.49   	   5.09		
122.07   	710.14   	 12.51   	   0.00		
133.67   	742.49   	 12.51   	   0.00		
146.18   	771.79   	 12.51   	   0.00		
159.00   	797.42   	 12.51   	   0.00		
171.81   	817.87   	 12.51   	   0.00		
183.72   	831.60   	 12.51   	   0.00		
193.79   	836.18   	 12.51   	   0.00		
201.11   	829.77   	 12.51   	   0.00		
205.99   	810.55   	 12.51   	   0.00		
208.44   	777.89   	 12.51   	   0.00		
208.44   	733.64   	 12.51   	   0.00		
205.99   	678.71   	 12.51   	   5.09		
200.81   	616.46   	 12.53   	   0.00		
192.26   	548.71   	 12.53   	   0.00		
181.58   	478.52   	 12.53   	   0.00		
169.07   	408.94   	 12.53   	   0.00		
155.03   	342.41   	 12.53   	   0.00		
139.47   	281.07   	 12.53   	   0.00		
122.99   	226.44   	 12.53   	   0.00		
106.51   	178.83   	 12.53   	   0.00		
 90.94   	138.24   	 12.53   	   0.00		
 77.51   	104.06   	 12.53   	   0.00		
 66.83   	 75.68   	 12.53   	   0.00		
 57.68   	 52.80   	 12.53   	   0.00		
 49.74   	 34.79   	 12.53   	   0.00		
 43.33   	 21.36   	 12.53   	   0.00		
 38.15   	 11.90   	 12.53   	   5.09		
 34.48   	  5.19   	 12.55   	   0.00		
 32.04   	  0.61   	 12.55   	   0.00		
 29.60   	 -2.75   	 12.55   	   0.00		
 27.16   	 -5.80   	 12.55   	   5.09		
 25.02   	 -8.54   	 12.57   	   0.00		
 23.50   	-10.38   	 12.57   	   0.00		
 22.58   	-10.99   	 12.57   	   5.09		
 22.28   	-10.38   	 12.59   	   5.09		
 22.28   	 -9.16   	 12.61   	   0.00		
 22.28   	 -7.32   	 12.61   	   5.09		
 21.97   	 -5.49   	 12.63   	   0.00		
 21.67   	 -3.05   	 12.63   	   5.09		
 21.36   	 -0.31   	 12.66   	   5.09		
 21.67   	  2.14   	 12.68   	   0.00		
 21.67   	  4.27   	 12.68   	   5.09		
 21.67   	  5.80   	 12.70   	   0.00		
 20.45   	  6.41   	 12.70   	   5.09		
 18.31   	  6.10   	 12.72   	   0.00		
 15.56   	  4.27   	 12.72   	   5.09		
 12.51   	  1.83   	 12.74   	   0.00		
 10.38   	 -0.92   	 12.74   	   0.00		
  8.85   	 -3.66   	 12.74   	   5.09		
  7.93   	 -5.80   	 12.76   	   0.00		
  7.02   	 -7.63   	 12.76   	   5.09		
  5.80   	 -9.46   	 12.78   	   0.00		
  4.27   	-11.29   	 12.78   	   0.00		
  3.05   	-13.43   	 12.78   	   0.00		
  2.14   	-15.56   	 12.78   	   5.09		
  1.53   	-17.40   	 12.80   	   0.00		
  1.53   	-18.62   	 12.80   	   0.00		
  1.83   	-19.23   	 12.80   	   5.09		
  1.83   	-19.53   	 12.82   	   0.00		
  1.53   	-19.53   	 12.82   	   5.09		
  1.22   	-19.84   	 12.84   	   0.00		
  0.61   	-20.14   	 12.84   	   0.00		
  0.31   	-20.45   	 12.84   	   5.09		
  0.00   	-20.45   	 12.86   	   0.00		
  0.00   	-20.45   	 12.86   	   5.09		
