  I     	  II     	  AOp     	  AOp'		
-70.50   	-63.48   	 90.03   	 401.83		
-70.19   	-70.19   	 91.64   	 356.05		
-70.50   	-90.94   	 93.06   	 330.62		
-70.80   	-109.25   	 94.38   	 335.71		
-71.11   	-112.30   	 95.73   	 396.74		
-71.41   	-99.79   	 97.31   	 442.52		
-71.41   	-80.87   	 99.08   	 467.95		
-71.11   	-65.92   	100.96   	 462.87		
-70.80   	-58.90   	102.81   	 427.26		
-70.80   	-59.51   	104.52   	 350.97		
-71.41   	-65.31   	105.92   	 259.41		
-71.72   	-71.41   	106.96   	 178.03		
-72.02   	-73.55   	107.67   	 137.33		
-72.33   	-68.05   	108.22   	 132.25		
-72.63   	-56.46   	108.75   	 152.59		
-73.24   	-44.25   	109.36   	 193.29		
-73.55   	-39.06   	110.13   	 228.89		
-73.85   	-42.72   	111.05   	 239.06		
-73.85   	-47.91   	112.00   	 228.89		
-73.55   	-45.47   	112.92   	 223.80		
-73.55   	-32.65   	113.81   	 193.29		
-73.24   	-13.43   	114.59   	 157.68		
-73.55   	  5.49   	115.22   	 137.33		
-73.55   	 20.14   	115.77   	 127.16		
-73.55   	 30.82   	116.28   	 106.82		
-73.85   	 39.06   	116.70   	  76.30		
-73.55   	 45.17   	117.01   	  55.95		
-73.55   	 47.91   	117.23   	  40.69		
-73.55   	 50.05   	117.40   	  35.61		
-73.55   	 56.15   	117.54   	  15.26		
-73.85   	 70.50   	117.60   	  10.17		
-74.16   	 91.55   	117.64   	   5.09		
-74.16   	114.14   	117.66   	   0.00		
-74.16   	133.67   	117.66   	   5.09		
-73.85   	148.32   	117.68   	  20.35		
-73.55   	159.30   	117.76   	  15.26		
-73.55   	168.76   	117.82   	   5.09		
-73.55   	176.09   	117.84   	 -10.17		
-73.55   	178.22   	117.80   	 -25.43		
-73.55   	173.65   	117.70   	-162.77		
-73.85   	147.71   	117.05   	-300.10		
-74.16   	126.65   	115.85   	-167.85		
-73.85   	103.15   	115.18   	-218.72		
-73.85   	 75.07   	114.30   	-264.50		
-73.55   	 50.66   	113.24   	-295.01		
-73.24   	 36.32   	112.06   	-325.53		
-73.55   	 31.43   	110.76   	-330.62		
-73.55   	 30.21   	109.44   	-325.53		
-73.55   	 25.94   	108.14   	-325.53		
-73.55   	 15.26   	106.84   	-325.53		
-73.24   	  0.00   	105.53   	-340.79		
-72.94   	-13.43   	104.17   	-371.31		
-72.94   	-18.31   	102.69   	-391.66		
-72.94   	-14.34   	101.12   	-401.83		
-72.94   	 -7.02   	 99.51   	-412.00		
-72.94   	 -4.27   	 97.86   	-381.48		
-72.94   	-10.38   	 96.34   	-300.10		
-73.24   	-23.80   	 95.14   	-213.63		
-72.94   	-37.23   	 94.28   	-106.82		
-72.94   	-44.86   	 93.86   	  10.17		
-72.63   	-43.95   	 93.90   	 106.82		
-72.94   	-37.23   	 94.32   	 132.25		
-72.94   	-28.99   	 94.85   	 111.90		
-73.24   	-23.80   	 95.30   	 106.82		
-73.24   	-22.58   	 95.73   	  96.64		
-72.94   	-24.11   	 96.11   	  71.21		
-72.94   	-27.47   	 96.40   	  30.52		
-72.63   	-31.13   	 96.52   	 -15.26		
-72.63   	-35.10   	 96.46   	 -71.21		
-72.33   	-37.54   	 96.17   	-106.82		
-72.33   	-36.93   	 95.75   	-111.90		
-72.33   	-31.43   	 95.30   	-122.07		
-72.63   	-23.80   	 94.81   	-137.33		
-72.94   	-18.92   	 94.26   	-132.25		
-73.24   	-21.36   	 93.73   	-116.99		
-73.55   	-31.13   	 93.27   	 -96.64		
-73.55   	-43.03   	 92.88   	-106.82		
-73.55   	-50.35   	 92.45   	-106.82		
-73.24   	-50.05   	 92.02   	-106.82		
-72.94   	-44.56   	 91.60   	-111.90		
-72.63   	-38.45   	 91.15   	-111.90		
-72.33   	-35.40   	 90.70   	-116.99		
-72.33   	-35.40   	 90.23   	-116.99		
-72.33   	-36.32   	 89.77   	-106.82		
-72.63   	-36.62   	 89.34   	 -96.64		
-72.63   	-36.01   	 88.95   	 -76.30		
-72.33   	-35.40   	 88.65   	 -66.12		
-71.72   	-35.40   	 88.38   	 -45.78		
-71.72   	-35.71   	 88.20   	 -50.86		
-71.41   	-36.62   	 88.00   	 -61.04		
-71.72   	-39.06   	 87.75   	 -50.86		
-71.72   	-43.33   	 87.55   	 -45.78		
-71.72   	-48.83   	 87.36   	 -40.69		
-71.41   	-53.10   	 87.20   	 -50.86		
-71.41   	-53.71   	 87.00   	 -61.04		
-71.41   	-49.74   	 86.75   	 -71.21		
-71.72   	-43.03   	 86.47   	 -61.04		
-71.72   	-37.23   	 86.23   	 -61.04		
-71.72   	-34.79   	 85.98   	 -71.21		
-71.41   	-35.40   	 85.70   	 -91.56		
-71.11   	-38.15   	 85.33   	-101.73		
-71.11   	-40.89   	 84.92   	 -91.56		
-71.11   	-42.72   	 84.56   	 -81.38		
-71.41   	-43.95   	 84.23   	 -71.21		
-71.41   	-44.86   	 83.95   	 -55.95		
-71.72   	-46.69   	 83.72   	 -50.86		
-71.41   	-49.13   	 83.52   	 -35.61		
-71.41   	-52.19   	 83.38   	 -35.61		
-70.80   	-54.93   	 83.23   	 -25.43		
-70.50   	-57.07   	 83.13   	 -30.52		
-70.50   	-58.29   	 83.01   	 -45.78		
-70.50   	-58.59   	 82.83   	 -55.95		
-70.80   	-58.90   	 82.60   	 -66.12		
-71.11   	-60.42   	 82.34   	 -81.38		
-71.41   	-62.56   	 82.01   	 -86.47		
-71.41   	-65.00   	 81.67   	 -96.64		
-71.11   	-66.22   	 81.28   	 -96.64		
-70.80   	-66.83   	 80.89   	-101.73		
-70.80   	-67.14   	 80.49   	 -96.64		
-70.80   	-67.44   	 80.10   	 -81.38		
-71.11   	-67.44   	 79.78   	 -81.38		
-71.41   	-65.92   	 79.45   	 -61.04		
-71.72   	-62.87   	 79.21   	 -40.69		
-71.72   	-60.12   	 79.04   	 -30.52		
-71.41   	-59.81   	 78.92   	 -20.35		
-71.41   	-64.09   	 78.84   	 -15.26		
-71.41   	-71.11   	 78.78   	 -10.17		
-71.72   	-77.51   	 78.74   	 -10.17		
-71.72   	-79.65   	 78.70   	   0.00		
-72.02   	-75.68   	 78.70   	  -5.09		
-71.72   	-68.97   	 78.68   	  -5.09		
