  I     	  II     	  AOp     	  AOp'		  FA     	  FA'		
-14.04   	-56.15   	 42.30   	 -25.43		 42.87   	 -30.52		
-14.95   	-76.90   	 42.20   	 -20.35		 42.75   	 -30.52		
-14.34   	-85.14   	 42.12   	 -25.43		 42.62   	 -30.52		
-12.82   	-87.28   	 42.01   	 -20.35		 42.50   	 -30.52		
-12.21   	-88.50   	 41.93   	 -20.35		 42.38   	 -30.52		
-12.82   	-89.72   	 41.85   	 -20.35		 42.26   	 -30.52		
-14.34   	-88.81   	 41.77   	 -20.35		 42.14   	 -25.43		
-15.56   	-85.14   	 41.69   	 -20.35		 42.03   	 -30.52		
-15.26   	-81.48   	 41.61   	 -15.26		 41.91   	 -25.43		
-13.73   	-81.48   	 41.55   	 -20.35		 41.81   	 -30.52		
-11.90   	-85.75   	 41.46   	 -20.35		 41.69   	 -25.43		
-10.99   	-90.94   	 41.38   	 -20.35		 41.59   	 -25.43		
-11.29   	-90.94   	 41.30   	 -25.43		 41.49   	 -25.43		
-11.60   	-83.01   	 41.20   	 -20.35		 41.38   	 -25.43		
-10.38   	-69.89   	 41.12   	 -25.43		 41.28   	 -25.43		
 -6.41   	-57.98   	 41.02   	 -25.43		 41.18   	 -20.35		
  2.75   	-47.30   	 40.92   	 -25.43		 41.10   	 -25.43		
 19.84   	-26.55   	 40.81   	 -25.43		 41.00   	 -25.43		
 47.00   	 22.89   	 40.71   	 -20.35		 40.90   	 -25.43		
 82.70   	115.05   	 40.63   	 -25.43		 40.79   	 -25.43		
123.90   	257.57   	 40.53   	 -25.43		 40.69   	 -20.35		
168.46   	460.21   	 40.43   	 -25.43		 40.61   	 -25.43		
216.06   	742.80   	 40.33   	 -20.35		 40.51   	 -25.43		
267.64   	1127.32   	 40.24   	 -20.35		 40.41   	 -20.35		
317.08   	1599.73   	 40.16   	 -25.43		 40.33   	 -25.43		
350.04   	2078.86   	 40.06   	 -20.35		 40.22   	 -25.43		
350.65   	2427.98   	 39.98   	 -25.43		 40.12   	 -25.43		
311.58   	2512.51(R)	 39.88   	 -25.43		 40.02   	 -25.43		
242.00   	2271.73   	 39.78   	 -25.43		 39.92   	 -25.43		
159.91   	1755.07   	 39.67   	 -20.35		 39.82   	 -25.43		
 82.70   	1102.60   	 39.59   	 -30.52		 39.72   	 -25.43		
 18.62   	483.40   	 39.47   	 -25.43		 39.61   	 -25.43		
-29.60   	 26.25   	 39.37   	 -25.43		 39.51   	 -25.43		
-60.42   	-216.37   	 39.27   	 -25.43		 39.41   	 -25.43		
-72.63   	-275.57   	 39.17   	 -25.43		 39.31   	 -25.43		
-67.44   	-237.12   	 39.06   	 -25.43		 39.21   	 -25.43		
-50.96   	-188.90   	 38.96   	 -25.43		 39.10   	 -30.52		
-33.87   	-177.92   	 38.86   	 -25.43		 38.98   	 -25.43		
-23.80   	-201.42   	 38.76   	 -25.43		 38.88   	 -25.43		
-22.28   	-230.41   	 38.66   	 -30.52		 38.78   	 -25.43		
-25.33   	-241.39   	 38.53   	 -25.43		 38.68   	 -25.43		
-27.77   	-233.76   	 38.43   	 -25.43		 38.58   	 -30.52		
-27.16   	-222.78   	 38.33   	 -25.43		 38.45   	 -25.43		
-25.02   	-220.34   	 38.23   	 -30.52		 38.35   	 -25.43		
-24.11   	-225.83   	 38.11   	 -25.43		 38.25   	 -25.43		
-25.94   	-229.49   	 38.01   	 -20.35		 38.15   	 -25.43		
-28.69   	-225.52   	 37.92   	 -15.26		 38.05   	 -25.43		
-29.91   	-216.06   	 37.86(D)	   0.00		 37.94   	 -20.35		
-28.69   	-207.52   	 37.86   	   5.09		 37.86   	 -25.43		
-26.25   	-205.08   	 37.88   	  25.43		 37.76   	 -25.43		
-24.72   	-207.82   	 37.99   	  45.78		 37.66   	 -20.35		
-25.63   	-209.96   	 38.17   	  71.21		 37.58   	 -25.43		
-27.16   	-206.91   	 38.45   	 101.73		 37.48   	 -20.35		
-28.08   	-199.89   	 38.86   	 127.16		 37.40   	 -20.35		
-28.38   	-194.70   	 39.37   	 162.77		 37.31   	 -25.43		
-27.77   	-195.31   	 40.02   	 193.29		 37.21   	 -20.35		
-27.16   	-199.28   	 40.79   	 228.89		 37.13   	 -15.26		
-26.55   	-200.20   	 41.71   	 249.24		 37.07   	 -20.35		
-26.25   	-194.70   	 42.71   	 279.75		 36.99   	 -15.26		
-25.94   	-185.55   	 43.82   	 305.19		 36.93   	 -10.17		
-26.55   	-180.05   	 45.05   	 315.36		 36.89   	  -5.09		
-27.77   	-182.19   	 46.31   	 325.53		 36.87(D)	   5.09		
-28.99   	-191.35   	 47.61   	 330.62		 36.89   	  20.35		
-28.99   	-200.20   	 48.93   	 340.79		 36.97   	  35.61		
-28.08   	-201.42   	 50.29   	 340.79		 37.11   	  50.86		
-26.55   	-191.04   	 51.66   	 345.88		 37.31   	  76.30		
-26.25   	-169.68   	 53.04   	 356.05		 37.62   	 101.73		
-27.16   	-145.26   	 54.47   	 356.05		 38.03   	 122.07		
-29.30   	-129.09   	 55.89   	 366.22		 38.51   	 147.51		
-30.21   	-129.39   	 57.35   	 371.31		 39.10   	 172.94		
-29.30   	-144.35   	 58.84   	 371.31		 39.80   	 193.29		
-27.77   	-163.57   	 60.33   	 376.40		 40.57   	 208.54		
-27.77   	-173.65   	 61.83   	 366.22		 41.40   	 223.80		
-29.30   	-168.46   	 63.30   	 350.97		 42.30   	 239.06		
-32.04   	-153.20   	 64.70   	 340.79		 43.26   	 254.32		
-32.96   	-138.24   	 66.06   	 320.45		 44.27   	 254.32		
-31.74   	-130.31   	 67.34   	 295.01		 45.29   	 264.50		
-29.60   	-128.48   	 68.52   	 274.67		 46.35   	 269.58		
-28.08   	-129.09   	 69.62   	 259.41		 47.43   	 269.58		
-28.38   	-130.31   	 70.66   	 244.15		 48.50   	 274.67		
-29.91   	-131.53   	 71.64   	 223.80		 49.60   	 269.58		
-32.35   	-132.14   	 72.53   	 213.63		 50.68   	 269.58		
-34.18   	-130.92   	 73.39   	 203.46		 51.76   	 269.58		
-35.40   	-126.95   	 74.20   	 193.29		 52.84   	 259.41		
-36.32   	-121.77   	 74.97   	 172.94		 53.88   	 259.41		
-36.93   	-117.19   	 75.67   	 162.77		 54.91   	 249.24		
-38.45   	-113.83   	 76.32   	 147.51		 55.91   	 249.24		
-41.50   	-109.25   	 76.91   	 132.25		 56.91   	 239.06		
-45.78   	-102.54   	 77.44   	 111.90		 57.86   	 233.98		
-49.74   	-94.60   	 77.88   	  96.64		 58.80   	 223.80		
-52.80   	-89.42   	 78.27   	  81.38		 59.69   	 218.72		
-54.32   	-88.50   	 78.60   	  66.12		 60.57   	 208.54		
-55.85   	-91.25   	 78.86   	  50.86		 61.40   	 203.46		
-58.59   	-95.83   	 79.06   	  35.61		 62.22   	 193.29		
-63.78   	-100.40   	 79.21   	  25.43		 62.99   	 188.20		
-69.58   	-103.15   	 79.31   	  10.17		 63.74   	 178.03		
-74.77   	-102.84   	 79.35(S)	  -5.09		 64.46   	 167.85		
-78.13   	-100.40   	 79.33   	 -15.26		 65.13   	 157.68		
-79.96   	-96.74   	 79.27   	 -25.43		 65.76   	 147.51		
-81.79   	-94.30   	 79.17   	 -40.69		 66.35   	 137.33		
-84.53   	-93.99   	 79.00   	 -45.78		 66.90   	 127.16		
-88.81   	-94.91   	 78.82   	 -61.04		 67.41   	 116.99		
-92.77   	-96.13   	 78.58   	 -61.04		 67.87   	 111.90		
-94.91   	-98.88   	 78.33   	 -76.30		 68.32   	  96.64		
-94.91   	-103.15   	 78.03   	 -76.30		 68.71   	  91.56		
-93.69   	-107.73   	 77.72   	 -86.47		 69.07   	  81.38		
-92.16   	-110.47   	 77.38   	 -86.47		 69.40   	  71.21		
-90.64   	-110.78   	 77.03   	 -91.56		 69.68   	  61.04		
-88.81   	-111.08   	 76.66   	 -91.56		 69.93   	  50.86		
-85.14   	-113.83   	 76.30   	 -96.64		 70.13   	  45.78		
-79.65   	-119.63   	 75.91   	 -96.64		 70.32   	  35.61		
-74.16   	-125.12   	 75.52   	 -96.64		 70.46   	  30.52		
-68.05   	-127.26   	 75.14   	-101.73		 70.58   	  20.35		
-61.65   	-125.12   	 74.73   	-101.73		 70.66   	  10.17		
-53.41   	-120.85   	 74.32   	 -96.64		 70.70   	   5.09		
-43.64   	-116.58   	 73.94   	-101.73		 70.72(S)	   0.00		
-33.57   	-113.53   	 73.53   	 -96.64		 70.72   	  -5.09		
-24.72   	-110.47   	 73.14   	 -96.64		 70.70   	 -15.26		
-18.31   	-106.81   	 72.76   	 -96.64		 70.64   	 -15.26		
-14.34   	-101.62   	 72.37   	 -91.56		 70.58   	 -25.43		
-10.99   	-95.21   	 72.00   	 -96.64		 70.48   	 -30.52		
 -7.32   	-87.89   	 71.62   	 -91.56		 70.36   	 -30.52		
 -2.75   	-80.26   	 71.25   	 -91.56		 70.23   	 -35.61		
  2.14   	-73.85   	 70.88   	 -91.56		 70.09   	 -40.69		
  6.10   	-69.27   	 70.52   	 -96.64		 69.93   	 -45.78		
  8.85   	-65.61   	 70.13   	 -96.64		 69.75   	 -45.78		
 10.07   	-62.56   	 69.75   	 -91.56		 69.56   	 -50.86		
 10.07   	-60.12   	 69.38   	-101.73		 69.36   	 -50.86		
  9.77   	-57.68   	 68.97   	 -96.64		 69.16   	 -55.95		
 10.07   	-54.02   	 68.59   	-101.73		 68.93   	 -55.95		
 10.68   	-48.83   	 68.18   	-106.82		 68.71   	 -61.04		
 10.99   	-43.95   	 67.75   	-106.82		 68.46   	 -61.04		
 10.68   	-41.81   	 67.32   	-106.82		 68.22   	 -61.04		
  9.46   	-44.25   	 66.90   	-106.82		 67.98   	 -61.04		
  7.93   	-50.66   	 66.47   	-106.82		 67.73   	 -66.12		
  7.93   	-57.37   	 66.04   	-111.90		 67.47   	 -71.21		
  9.16   	-61.95   	 65.59   	-106.82		 67.18   	 -66.12		
 10.99   	-62.87   	 65.17   	-106.82		 66.92   	 -71.21		
 11.90   	-60.73   	 64.74   	-101.73		 66.63   	 -76.30		
 10.99   	-56.15   	 64.33   	-101.73		 66.33   	 -76.30		
  8.54   	-50.35   	 63.93   	 -96.64		 66.02   	 -76.30		
  5.80   	-46.08   	 63.54   	 -91.56		 65.72   	 -81.38		
  4.88   	-46.08   	 63.17   	 -86.47		 65.39   	 -76.30		
  6.41   	-50.66   	 62.83   	 -86.47		 65.09   	 -86.47		
  9.46   	-55.85   	 62.48   	 -81.38		 64.74   	 -81.38		
 11.60   	-58.29   	 62.16   	 -76.30		 64.41   	 -86.47		
 11.29   	-58.29   	 61.85   	 -81.38		 64.07   	 -86.47		
  8.54   	-58.90   	 61.53   	 -71.21		 63.72   	 -81.38		
  4.88   	-63.78   	 61.24   	 -76.30		 63.40   	 -86.47		
  2.44   	-70.19   	 60.94   	 -71.21		 63.05   	 -81.38		
  2.14   	-73.24   	 60.65   	 -71.21		 62.73   	 -86.47		
  2.44   	-70.50   	 60.37   	 -66.12		 62.38   	 -76.30		
  1.83   	-64.39   	 60.10   	 -66.12		 62.08   	 -81.38		
  0.61   	-60.73   	 59.84   	 -61.04		 61.75   	 -81.38		
 -1.22   	-62.87   	 59.59   	 -61.04		 61.42   	 -76.30		
 -2.14   	-68.97   	 59.35   	 -61.04		 61.12   	 -71.21		
 -2.44   	-76.29   	 59.10   	 -55.95		 60.83   	 -76.30		
 -2.75   	-83.01   	 58.88   	 -61.04		 60.53   	 -71.21		
 -3.66   	-89.72   	 58.64   	 -55.95		 60.24   	 -71.21		
 -5.19   	-95.52   	 58.41   	 -61.04		 59.96   	 -66.12		
 -6.41   	-98.27   	 58.17   	 -55.95		 59.69   	 -71.21		
 -6.71   	-97.66   	 57.94   	 -61.04		 59.41   	 -66.12		
 -6.71   	-95.52   	 57.70   	 -55.95		 59.15   	 -66.12		
 -7.32   	-95.52   	 57.48   	 -61.04		 58.88   	 -66.12		
 -7.93   	-98.88   	 57.23   	 -55.95		 58.62   	 -66.12		
 -7.93   	-103.15   	 57.01   	 -55.95		 58.35   	 -61.04		
 -6.41   	-105.90   	 56.79   	 -55.95		 58.11   	 -61.04		
 -3.66   	-106.20   	 56.56   	 -55.95		 57.86   	 -66.12		
 -1.53   	-105.90   	 56.34   	 -55.95		 57.60   	 -55.95		
 -1.53   	-106.81   	 56.11   	 -55.95		 57.38   	 -61.04		
 -3.05   	-109.56   	 55.89   	 -50.86		 57.13   	 -61.04		
 -5.49   	-113.22   	 55.69   	 -55.95		 56.89   	 -55.95		
 -7.02   	-116.27   	 55.46   	 -50.86		 56.66   	 -55.95		
 -7.02   	-117.19   	 55.26   	 -55.95		 56.44   	 -55.95		
 -5.80   	-115.66   	 55.04   	 -50.86		 56.22   	 -55.95		
 -4.27   	-112.92   	 54.83   	 -50.86		 55.99   	 -55.95		
 -3.66   	-111.39   	 54.63   	 -50.86		 55.77   	 -50.86		
 -4.27   	-113.22   	 54.43   	 -45.78		 55.56   	 -55.95		
 -5.49   	-116.88   	 54.24   	 -50.86		 55.34   	 -50.86		
 -6.71   	-119.63   	 54.04   	 -40.69		 55.14   	 -55.95		
 -7.63   	-119.02   	 53.88   	 -45.78		 54.91   	 -50.86		
 -8.24   	-115.36   	 53.69   	 -40.69		 54.71   	 -45.78		
 -8.54   	-112.92   	 53.53   	 -40.69		 54.53   	 -50.86		
 -8.54   	-114.44   	 53.37   	 -40.69		 54.32   	 -50.86		
 -8.24   	-119.32   	 53.20   	 -40.69		 54.12   	 -50.86		
 -7.63   	-123.29   	 53.04   	 -45.78		 53.92   	 -50.86		
 -7.32   	-123.60   	 52.86   	 -45.78		 53.71   	 -45.78		
 -7.63   	-118.10   	 52.68   	 -45.78		 53.53   	 -45.78		
 -8.24   	-109.25   	 52.49   	 -50.86		 53.35   	 -50.86		
 -9.46   	-102.84   	 52.29   	 -45.78		 53.14   	 -45.78		
-10.99   	-102.23   	 52.11   	 -50.86		 52.96   	 -45.78		
-12.82   	-108.95   	 51.90   	 -45.78		 52.78   	 -45.78		
-14.65   	-119.32   	 51.72   	 -45.78		 52.59   	 -45.78		
-15.87   	-128.17   	 51.54   	 -45.78		 52.41   	 -45.78		
-16.48   	-132.14   	 51.35   	 -40.69		 52.23   	 -45.78		
-16.48   	-130.62   	 51.19   	 -35.61		 52.04   	 -45.78		
-15.87   	-125.73   	 51.05   	 -35.61		 51.86   	 -40.69		
-15.26   	-119.63   	 50.91   	 -35.61		 51.70   	 -45.78		
-14.34   	-113.53   	 50.76   	 -30.52		 51.52   	 -40.69		
-13.12   	-107.73   	 50.64   	 -35.61		 51.35   	 -45.78		
-12.21   	-103.76   	 50.50   	 -40.69		 51.17   	 -40.69		
-11.90   	-103.45   	 50.34   	 -45.78		 51.01   	 -40.69		
-12.51   	-107.12   	 50.15   	 -50.86		 50.84   	 -40.69		
-14.04   	-112.30   	 49.95   	 -55.95		 50.68   	 -40.69		
-15.87   	-115.97   	 49.73   	 -61.04		 50.52   	 -40.69		
-17.09   	-115.97   	 49.48   	 -61.04		 50.36   	 -35.61		
-17.70   	-113.22   	 49.24   	 -61.04		 50.21   	 -40.69		
-16.78   	-109.86   	 48.99   	 -55.95		 50.05   	 -40.69		
-14.95   	-108.34   	 48.77   	 -45.78		 49.89   	 -35.61		
-13.12   	-108.34   	 48.59   	 -45.78		 49.75   	 -35.61		
-11.90   	-109.25   	 48.40   	 -30.52		 49.60   	 -40.69		
-11.60   	-108.95   	 48.28   	 -20.35		 49.44   	 -35.61		
-12.51   	-106.81   	 48.20   	 -20.35		 49.30   	 -35.61		
-13.73   	-103.76   	 48.12   	  -5.09		 49.16   	 -30.52		
-14.95   	-100.40   	 48.10   	 -10.17		 49.03   	 -35.61		
-15.26   	-98.27   	 48.06   	   0.00		 48.89   	 -30.52		
-14.65   	-97.66   	 48.06   	  -5.09		 48.77   	 -35.61		
-12.82   	-97.66   	 48.04   	  -5.09		 48.63   	 -30.52		
-10.99   	-95.83   	 48.02   	  -5.09		 48.50   	 -30.52		
 -9.46   	-88.81   	 48.00   	  -5.09		 48.38   	 -25.43		
 -8.24   	-73.85   	 47.98   	   0.00		 48.28   	 -30.52		
 -7.32   	-50.35   	 47.98   	  -5.09		 48.16   	 -25.43		
 -6.41   	-21.36   	 47.96   	   0.00		 48.06   	 -30.52		
 -5.80   	  5.80   	 47.96   	  -5.09		 47.93   	 -25.43		
 -5.80   	 25.02   	 47.93   	   5.09		 47.83   	 -25.43		
 -7.02   	 34.18   	 47.96   	   0.00		 47.73   	 -25.43		
 -8.85   	 36.32   	 47.96   	   5.09		 47.63   	 -25.43		
-10.38   	 37.84   	 47.98   	   0.00		 47.53   	 -20.35		
-11.60   	 41.50   	 47.98   	   0.00		 47.45   	 -25.43		
-11.90   	 44.25   	 47.98   	  -5.09		 47.34   	 -25.43		
-11.29   	 41.50   	 47.96   	 -10.17		 47.24   	 -25.43		
-10.07   	 31.74   	 47.91   	 -15.26		 47.14   	 -20.35		
 -8.24   	 19.23   	 47.85   	 -15.26		 47.06   	 -25.43		
 -6.10   	 12.82   	 47.79   	 -25.43		 46.96   	 -25.43		
 -2.75   	 17.40   	 47.69   	 -25.43		 46.86   	 -25.43		
  2.75   	 30.21   	 47.59   	 -30.52		 46.75   	 -25.43		
 10.99   	 42.11   	 47.47   	 -30.52		 46.65   	 -25.43		
 20.75   	 45.78   	 47.34   	 -30.52		 46.55   	 -25.43		
 28.99   	 40.89   	 47.22   	 -35.61		 46.45   	 -25.43		
 32.04   	 33.26   	 47.08   	 -30.52		 46.35   	 -25.43		
 27.16   	 30.21   	 46.96   	 -35.61		 46.25   	 -25.43		
 15.56   	 31.43   	 46.82   	 -30.52		 46.14   	 -25.43		
  0.31   	 28.38   	 46.69   	 -30.52		 46.04   	 -30.52		
-13.12   	 12.82   	 46.57   	 -30.52		 45.92   	 -25.43		
-21.36   	-18.31   	 46.45   	 -30.52		 45.82   	 -25.43		
-23.50   	-57.98   	 46.33   	 -25.43		 45.72   	 -25.43		
-22.58   	-94.30   	 46.23   	 -25.43		 45.62   	 -25.43		
-20.75   	-117.19   	 46.12   	 -25.43		 45.51   	 -25.43		
-20.45   	-124.82   	 46.02   	 -20.35		 45.41   	 -25.43		
-21.97   	-121.46   	 45.94   	 -15.26		 45.31   	 -25.43		
-23.50   	-115.66   	 45.88   	 -15.26		 45.21   	 -20.35		
-24.41   	-113.22   	 45.82   	 -15.26		 45.13   	 -25.43		
-24.11   	-115.97   	 45.76   	  -5.09		 45.03   	 -20.35		
-22.89   	-120.24   	 45.74   	 -10.17		 44.94   	 -20.35		
-21.97   	-121.77   	 45.70   	  -5.09		 44.86   	 -15.26		
-21.06   	-119.63   	 45.68   	   0.00		 44.80   	 -20.35		
-21.06   	-114.44   	 45.68   	   0.00		 44.72   	 -15.26		
-21.36   	-109.25   	 45.68   	   5.09		 44.66   	 -10.17		
-21.67   	-106.51   	 45.70   	   5.09		 44.62   	 -15.26		
-21.97   	-105.29   	 45.72   	   5.09		 44.56   	 -10.17		
-21.97   	-103.76   	 45.74   	  10.17		 44.52   	 -10.17		
-21.06   	-98.88   	 45.78   	   5.09		 44.48   	 -10.17		
-16.78   	-86.06   	 45.80   	  10.17		 44.44   	  -5.09		
 -5.19   	-56.15   	 45.84   	  15.26		 44.41   	  -5.09		
 16.48   	  2.14   	 45.90   	  10.17		 44.39   	  -5.09		
 49.44   	 98.57   	 45.94   	  10.17		 44.37   	  -5.09		
 90.94   	238.04   	 45.98   	  10.17		 44.35   	  -5.09		
137.94   	429.38   	 46.02   	  10.17		 44.33   	   0.00		
188.90   	690.92   	 46.06   	   5.09		 44.33   	  -5.09		
241.39   	1044.31   	 46.08   	   5.09		 44.31   	   0.00		
288.09   	1484.07   	 46.10   	   0.00		 44.31   	   0.00		
316.47   	1946.11   	 46.10   	   0.00		 44.31   	  -5.09		
314.33   	2307.13   	 46.10   	   0.00		 44.29   	   0.00		
277.71   	2432.56(R)	 46.10   	  -5.09		 44.29   	   0.00		
214.54   	2246.09   	 46.08   	 -10.17		 44.29   	   0.00		
140.38   	1773.68   	 46.04   	 -10.17		 44.29   	  -5.09		
 70.19   	1139.83   	 46.00   	 -15.26		 44.27   	   0.00		
 10.38   	514.53   	 45.94   	 -15.26		 44.27   	   0.00		
-36.62   	 38.45   	 45.88   	 -15.26		 44.27   	   0.00		
-68.97   	-222.47   	 45.82   	 -20.35		 44.27   	  -5.09		
-83.92   	-289.92   	 45.74   	 -15.26		 44.25   	   0.00		
-80.87   	-248.72   	 45.68   	 -20.35		 44.25   	  -5.09		
-64.70   	-190.73   	 45.59   	 -20.35		 44.23   	  -5.09		
-45.47   	-169.68   	 45.51   	 -20.35		 44.21   	  -5.09		
-32.65   	-188.29   	 45.43   	 -25.43		 44.19   	  -5.09		
-30.52   	-219.42   	 45.33   	 -25.43		 44.17   	 -10.17		
-36.32   	-236.82   	 45.23   	 -30.52		 44.13   	  -5.09		
-43.64   	-234.07   	 45.11   	 -25.43		 44.11   	 -10.17		
-47.30   	-221.25   	 45.00   	 -35.61		 44.07   	 -15.26		
-46.08   	-210.57   	 44.86   	 -30.52		 44.01   	 -10.17		
-42.42   	-206.60   	 44.74   	 -35.61		 43.97   	 -10.17		
-39.37   	-207.82   	 44.60   	 -30.52		 43.93   	 -15.26		
-38.15   	-210.57   	 44.48   	 -25.43		 43.87   	 -15.26		
-38.45   	-212.40   	 44.37   	 -15.26		 43.80   	 -15.26		
-38.76   	-211.49   	 44.31   	  -5.09		 43.74   	 -15.26		
-38.45   	-208.74   	 44.29(D)	  10.17		 43.68   	 -20.35		
-38.15   	-205.38   	 44.33   	  35.61		 43.60   	 -15.26		
-38.15   	-202.33   	 44.48   	  55.95		 43.54   	 -20.35		
-38.45   	-199.58   	 44.70   	  81.38		 43.46   	 -20.35		
-38.45   	-195.92   	 45.03   	 111.90		 43.38   	 -20.35		
-37.84   	-190.73   	 45.47   	 142.42		 43.30   	 -15.26		
-36.93   	-184.94   	 46.04   	 172.94		 43.23   	 -20.35		
-36.62   	-180.05   	 46.73   	 198.37		 43.15   	 -20.35		
-36.93   	-176.39   	 47.53   	 228.89		 43.07   	 -15.26		
-37.23   	-173.95   	 48.44   	 254.32		 43.01   	 -15.26		
-37.54   	-172.42   	 49.46   	 269.58		 42.95   	 -15.26		
-36.62   	-170.29   	 50.54   	 279.75		 42.89   	  -5.09		
-35.10   	-166.02   	 51.66   	 295.01		 42.87(D)	   5.09		
-33.57   	-160.52   	 52.84   	 305.19		 42.89   	  15.26		
-32.65   	-154.42   	 54.06   	 305.19		 42.95   	  25.43		
-33.26   	-149.23   	 55.28   	 315.36		 43.05   	  50.86		
-33.87   	-145.87   	 56.54   	 315.36		 43.26   	  71.21		
-34.48   	-143.43   	 57.80   	 320.45		 43.54   	  91.56		
-34.79   	-141.30   	 59.08   	 325.53		 43.91   	 116.99		
-35.40   	-138.85   	 60.39   	 340.79		 44.37   	 137.33		
-36.01   	-135.80   	 61.75   	 340.79		 44.92   	 162.77		
-37.54   	-133.06   	 63.11   	 345.88		 45.57   	 183.11		
-38.45   	-130.00   	 64.50   	 340.79		 46.31   	 203.46		
-38.76   	-126.34   	 65.86   	 340.79		 47.12   	 223.80		
-38.45   	-122.68   	 67.22   	 325.53		 48.02   	 233.98		
-37.54   	-119.32   	 68.52   	 310.27		 48.95   	 249.24		
-37.23   	-116.58   	 69.77   	 289.93		 49.95   	 259.41		
-38.15   	-114.14   	 70.93   	 264.50		 50.99   	 264.50		
-40.28   	-112.00   	 71.98   	 239.06		 52.04   	 269.58		
-42.72   	-108.95   	 72.94   	 223.80		 53.12   	 269.58		
-44.25   	-105.29   	 73.83   	 203.46		 54.20   	 269.58		
-44.25   	-101.01   	 74.65   	 188.20		 55.28   	 269.58		
-43.95   	-96.74   	 75.40   	 172.94		 56.36   	 264.50		
-44.25   	-93.38   	 76.09   	 157.68		 57.42   	 259.41		
-45.47   	-90.94   	 76.72   	 147.51		 58.45   	 254.32		
-48.22   	-88.50   	 77.31   	 132.25		 59.47   	 244.15		
-50.66   	-86.06   	 77.84   	 111.90		 60.45   	 239.06		
-53.10   	-82.70   	 78.29   	 101.73		 61.40   	 223.80		
-55.24   	-78.74   	 78.70   	  81.38		 62.30   	 223.80		
-58.29   	-75.07   	 79.02   	  66.12		 63.19   	 208.54		
-61.95   	-71.72   	 79.29   	  45.78		 64.03   	 198.37		
-65.92   	-68.36   	 79.47   	  35.61		 64.82   	 188.20		
-69.58   	-65.00   	 79.61   	  25.43		 65.57   	 183.11		
-72.94   	-61.04   	 79.71   	  10.17		 66.31   	 167.85		
-75.99   	-56.46   	 79.76   	   5.09		 66.98   	 162.77		
-79.04   	-52.19   	 79.78(S)	   0.00		 67.63   	 147.51		
-81.79   	-48.22   	 79.78   	 -10.17		 68.22   	 137.33		
-84.23   	-44.86   	 79.74   	 -20.35		 68.77   	 132.25		
-86.98   	-42.72   	 79.65   	 -30.52		 69.30   	 122.07		
-90.33   	-41.50   	 79.53   	 -30.52		 69.79   	 106.82		
-94.30   	-41.20   	 79.41   	 -45.78		 70.21   	 101.73		
-98.27   	-41.20   	 79.23   	 -50.86		 70.62   	  86.47		
-101.93   	-41.20   	 79.02   	 -55.95		 70.97   	  81.38		
-104.98   	-41.20   	 78.80   	 -61.04		 71.29   	  71.21		
-107.42   	-41.50   	 78.56   	 -71.21		 71.58   	  66.12		
-108.95   	-43.03   	 78.27   	 -66.12		 71.84   	  50.86		
-109.25   	-45.17   	 78.01   	 -76.30		 72.04   	  50.86		
-108.34   	-47.61   	 77.70   	 -76.30		 72.25   	  35.61		
-106.20   	-49.74   	 77.40   	 -76.30		 72.39   	  30.52		
-103.15   	-51.27   	 77.09   	 -81.38		 72.51   	  25.43		
-99.18   	-52.19   	 76.76   	 -76.30		 72.61   	  20.35		
-94.91   	-53.10   	 76.46   	 -86.47		 72.70   	  10.17		
-89.42   	-53.71   	 76.11   	 -81.38		 72.74   	  10.17		
-82.70   	-54.93   	 75.79   	 -86.47		 72.78(S)	   0.00		
-73.85   	-56.15   	 75.44   	 -81.38		 72.78   	  -5.09		
-62.87   	-57.07   	 75.12   	 -91.56		 72.76   	 -10.17		
-50.96   	-57.07   	 74.75   	 -86.47		 72.72   	 -15.26		
-39.98   	-55.54   	 74.40   	 -91.56		 72.65   	 -25.43		
-29.91   	-52.80   	 74.04   	 -86.47		 72.55   	 -20.35		
-21.67   	-49.13   	 73.69   	 -91.56		 72.47   	 -30.52		
-15.26   	-44.86   	 73.33   	 -86.47		 72.35   	 -35.61		
 -9.77   	-40.28   	 72.98   	 -91.56		 72.21   	 -40.69		
 -4.58   	-35.40   	 72.61   	 -86.47		 72.04   	 -40.69		
 -0.31   	-29.91   	 72.27   	 -86.47		 71.88   	 -45.78		
  3.97   	-24.72   	 71.92   	 -81.38		 71.70   	 -45.78		
  7.63   	-20.14   	 71.60   	 -86.47		 71.52   	 -50.86		
 10.38   	-17.09   	 71.25   	 -86.47		 71.31   	 -55.95		
 11.90   	-15.56   	 70.91   	 -81.38		 71.09   	 -55.95		
 12.21   	-14.34   	 70.58   	 -86.47		 70.86   	 -61.04		
 11.90   	-13.12   	 70.23   	 -86.47		 70.62   	 -61.04		
 11.60   	-11.29   	 69.89   	 -86.47		 70.38   	 -61.04		
 11.29   	 -9.77   	 69.54   	 -91.56		 70.13   	 -61.04		
 10.99   	 -8.54   	 69.18   	 -86.47		 69.89   	 -66.12		
 10.99   	 -8.54   	 68.83   	 -91.56		 69.62   	 -66.12		
 11.29   	 -8.24   	 68.46   	 -91.56		 69.36   	 -66.12		
 11.90   	 -7.63   	 68.10   	 -91.56		 69.09   	 -66.12		
 12.51   	 -6.10   	 67.73   	 -91.56		 68.83   	 -66.12		
