  I     	  II     	  LV     	  LV'		  FA     	  FA'		
264.28   	166.93   	 17.97   	  71.21		100.37   	 -76.30		
263.06   	164.49   	 18.25   	  40.69		100.06   	 -71.21		
263.67   	163.88   	 18.41   	 -10.17		 99.78   	 -61.04		
263.37   	164.18   	 18.37   	 -55.95		 99.53   	 -55.95		
265.20   	163.88   	 18.15   	 -91.56		 99.31   	 -55.95		
266.42   	164.79   	 17.78   	-111.90		 99.08   	 -55.95		
264.28   	166.02   	 17.33   	-106.82		 98.86   	 -50.86		
263.06   	164.79   	 16.91   	 -81.38		 98.66   	 -45.78		
261.23   	165.41   	 16.58   	 -40.69		 98.47   	 -50.86		
257.87   	162.96   	 16.42   	   0.00		 98.27   	 -45.78		
257.26   	162.66   	 16.42   	  40.69		 98.09   	 -40.69		
257.26   	163.57   	 16.58   	  71.21		 97.92   	 -45.78		
256.35   	161.44   	 16.87   	  76.30		 97.74   	 -40.69		
256.35   	162.96   	 17.17   	  66.12		 97.58   	 -40.69		
256.96   	165.71   	 17.44   	  30.52		 97.42   	 -40.69		
256.96   	163.88   	 17.56   	 -10.17		 97.25   	 -40.69		
258.79   	165.41   	 17.52   	 -55.95		 97.09   	 -40.69		
260.93   	165.10   	 17.29   	 -91.56		 96.93   	 -35.61		
260.62   	161.74   	 16.93   	-106.82		 96.78   	 -40.69		
262.15   	161.44   	 16.50   	 -96.64		 96.62   	 -40.69		
260.31   	161.74   	 16.11   	 -66.12		 96.46   	 -40.69		
259.09   	161.44   	 15.85   	 -20.35		 96.30   	 -40.69		
262.15   	163.88   	 15.77   	  20.35		 96.13   	 -45.78		
265.50   	164.79   	 15.85   	  66.12		 95.95   	 -40.69		
273.13   	166.93   	 16.11   	  96.64		 95.79   	 -45.78		
285.34   	170.90   	 16.50   	 116.99		 95.60   	 -45.78		
296.94   	175.17   	 16.97   	 116.99		 95.42   	 -40.69		
309.14   	179.14   	 17.44   	 106.82		 95.26   	 -45.78		
324.71   	181.58   	 17.86   	  96.64		 95.08   	 -40.69		
336.30   	182.19   	 18.25   	  76.30		 94.91   	 -45.78		
343.63   	183.11   	 18.56   	  66.12		 94.73   	 -40.69		
353.39   	184.94   	 18.82   	  55.95		 94.57   	 -45.78		
355.22   	189.51   	 19.04   	  61.04		 94.38   	 -45.78		
357.36   	196.53   	 19.29   	  66.12		 94.20   	 -45.78		
364.69   	203.86   	 19.55   	  71.21		 94.02   	 -50.86		
380.55   	213.01   	 19.84   	  81.38		 93.81   	 -50.86		
403.44   	219.73   	 20.16   	  86.47		 93.61   	 -45.78		
429.69   	224.00   	 20.51   	  91.56		 93.43   	 -55.95		
444.95   	226.75   	 20.87   	  81.38		 93.20   	 -50.86		
433.04   	222.47   	 21.20   	  66.12		 93.00   	 -50.86		
424.19   	228.58   	 21.46   	  50.86		 92.80   	 -50.86		
415.95   	240.17   	 21.67   	  25.43		 92.59   	 -50.86		
420.23   	256.65   	 21.77   	   0.00		 92.39   	 -45.78		
444.34   	280.15   	 21.77   	 -25.43		 92.21   	 -50.86		
441.89   	288.70   	 21.67   	 -40.69		 92.00   	 -45.78		
437.01   	284.12   	 21.51   	 -50.86		 91.82   	 -45.78		
425.42   	272.22   	 21.30   	 -55.95		 91.64   	 -45.78		
402.83   	264.89   	 21.08   	 -55.95		 91.45   	 -45.78		
396.12   	264.59   	 20.85   	 -45.78		 91.27   	 -45.78		
381.16   	258.18   	 20.67   	 -45.78		 91.09   	 -45.78		
355.83   	234.68   	 20.49   	 -25.43		 90.91   	 -45.78		
328.98   	197.45   	 20.39   	 -15.26		 90.72   	 -40.69		
303.65   	161.13   	 20.33   	  15.26		 90.56   	 -45.78		
280.46   	142.52   	 20.39   	  45.78		 90.38   	 -45.78		
264.28   	141.30   	 20.57   	  81.38		 90.19   	 -45.78		
259.40   	144.96   	 20.90   	 116.99		 90.01   	 -45.78		
258.48   	143.74   	 21.36   	 157.68		 89.83   	 -45.78		
260.62   	135.19   	 21.99   	 188.20		 89.64   	 -45.78		
262.15   	134.89   	 22.75   	 213.63		 89.46   	 -45.78		
259.40   	138.85   	 23.60   	 233.98		 89.28   	 -40.69		
258.18   	141.60   	 24.54   	 244.15		 89.11   	 -40.69		
256.35   	143.13   	 25.51   	 244.15		 88.95   	 -35.61		
257.26   	141.30   	 26.49   	 249.24		 88.81   	 -35.61		
260.62   	140.69   	 27.49   	 233.98		 88.67   	 -35.61		
260.31   	141.60   	 28.42   	 213.63		 88.52   	 -30.52		
261.23   	144.65   	 29.28   	 193.29		 88.40   	 -35.61		
264.89   	145.57   	 30.05   	 167.85		 88.26   	 -35.61		
264.59   	143.43   	 30.72   	 147.51		 88.12   	 -35.61		
267.03   	142.82   	 31.31   	 132.25		 87.98   	 -35.61		
268.25   	141.91   	 31.84   	 142.42		 87.83   	 -35.61		
268.86   	142.52   	 32.41   	 162.77		 87.69   	 -35.61		
271.30   	143.43   	 33.06   	 193.29		 87.55   	 -40.69		
270.69   	143.13   	 33.84   	 218.72		 87.39   	 -35.61		
270.39   	144.65   	 34.71   	 244.15		 87.24   	 -40.69		
268.86   	142.21   	 35.69   	 239.06		 87.08   	 -45.78		
264.89   	138.55   	 36.64   	 208.54		 86.90   	 -40.69		
258.18   	133.36   	 37.48   	 152.59		 86.73   	 -45.78		
244.14   	117.19   	 38.09   	  66.12		 86.55   	 -40.69		
255.13   	 99.79   	 38.35   	 -30.52		 86.39   	 -40.69		
301.51   	 90.03   	 38.23   	-127.16		 86.23   	 -40.69		
382.39   	 93.99   	 37.72   	-203.46		 86.06   	 -40.69		
490.72   	128.48   	 36.91   	-254.32		 85.90   	 -35.61		
620.73   	190.12   	 35.89   	-284.84		 85.76   	 -35.61		
728.15   	256.04   	 34.75   	-269.58		 85.62   	 -35.61		
846.56   	355.83   	 33.67   	-233.98		 85.47   	 -30.52		
951.54   	480.04   	 32.74   	-183.11		 85.35   	 -30.52		
1002.81   	634.16   	 32.00   	-116.99		 85.23   	 -30.52		
1047.97(R)	798.03   	 31.54   	 -55.95		 85.11   	 -30.52		
984.50   	849.91   	 31.31(E)	 -10.17		 84.98   	 -30.52		
744.02   	727.54   	 31.27   	  30.52		 84.86   	 -30.52		
447.08   	471.19   	 31.39   	  55.95		 84.74   	 -30.52		
135.19   	129.39   	 31.62   	  76.30		 84.62   	 -35.61		
-126.65   	-250.85   	 31.92   	  81.38		 84.48   	 -35.61		
-190.12   	-501.10   	 32.25   	  96.64		 84.33   	 -40.69		
-50.66   	-673.22   	 32.63   	 116.99		 84.17   	 -45.78		
 60.12   	-775.45   	 33.10   	 152.59		 83.99   	 -40.69		
125.43   	-745.24   	 33.71   	 198.37		 83.82   	 -45.78		
185.55   	-656.43   	 34.51   	 264.50		 83.64   	 -45.78		
124.51   	-546.26   	 35.56   	 356.05		 83.46   	 -40.69		
 30.82   	-459.59   	 36.99   	 457.78		 83.30   	 -35.61		
  4.27   	-408.02   	 38.82   	 579.86		 83.15   	 -35.61		
-33.57   	-393.07   	 41.14   	 707.02		 83.01   	 -35.61		
-57.07   	-397.64   	 43.97   	 834.18		 82.87   	 -30.52		
-67.75   	-399.48   	 47.30   	 946.08		 82.75   	 -35.61		
-59.51   	-397.34   	 51.09   	1032.55		 82.60   	 -35.61		
-75.68   	-394.90   	 55.22   	1093.59		 82.46   	 -35.61		
-93.08   	-401.00   	 59.59   	1113.93		 82.32   	 -40.69		
-83.01   	-382.39   	 64.05   	1108.85		 82.16   	 -40.69		
-58.29   	-355.53   	 68.48   	1088.50		 81.99   	 -40.69		
-34.79   	-317.38   	 72.84   	1047.81		 81.83   	 -45.78		
  9.46   	-259.40   	 77.03   	 996.94		 81.65   	 -45.78		
 49.13   	-187.38   	 81.02   	 951.17		 81.46   	 -40.69		
 89.11   	-118.10   	 84.82   	 935.91		 81.30   	 -45.78		
137.02   	-55.24   	 88.57   	1022.38		 81.12   	 -40.69		
170.59   	 -6.41   	 92.65   	1195.32		 80.96   	 -40.69		
193.79   	 19.53   	 97.44   	1414.03		 80.79   	 -40.69		
209.35   	 36.93   	103.09   	1556.45		 80.63   	 -40.69		
216.98   	 47.00   	109.32   	1515.76		 80.47   	 -35.61		
226.14   	 56.15   	115.38   	1246.18		 80.33   	 -40.69		
233.46   	 60.42   	120.37   	 773.14		 80.16   	 -40.69		
239.26   	 64.09   	123.46   	 188.20		 80.00   	 -40.69		
240.48   	 63.78   	124.21(S)	-371.31		 79.84   	 -40.69		
239.26   	 61.34   	122.73   	-783.31		 79.67   	 -40.69		
243.53   	 62.87   	119.59   	-946.08		 79.51   	 -35.61		
247.50   	 63.78   	115.81   	-844.35		 79.37   	 -40.69		
248.72   	 64.70   	112.43   	-503.56		 79.21   	 -30.52		
250.85   	 62.56   	110.42   	 -45.78		 79.08   	 -30.52		
251.46   	 60.12   	110.23   	 401.83		 78.96   	 -25.43		
252.08   	 57.98   	111.84   	 712.10		 78.86   	 -25.43		
254.21   	 54.02   	114.69   	 793.49		 78.76   	 -20.35		
253.91   	 51.88   	117.86   	 661.24		 78.68   	  -5.09		
254.21   	 47.00   	120.51   	 356.05		 78.66(D)	  10.17		
253.60   	 43.95   	121.93   	 -25.43		 78.70   	  30.52		
252.99   	 43.03   	121.83   	-366.22		 78.82   	  61.04		
256.35   	 39.67   	120.37   	-595.11		 79.06   	 116.99		
259.09   	 39.67   	117.99   	-661.24		 79.53   	 198.37		
258.18   	 36.01   	115.34   	-620.55		 80.33   	 315.36		
258.79   	 31.43   	112.86   	-503.56		 81.59   	 473.04		
257.87   	 27.77   	110.84   	-376.40		 83.48   	 645.98		
253.60   	 22.28   	109.34   	-254.32		 86.06   	 803.66		
252.38   	 16.48   	108.32   	-132.25		 89.28   	 910.47		
250.24   	 10.68   	107.79   	  10.17		 92.92   	 951.17		
246.28   	  4.88   	107.83   	 193.29		 96.72   	 930.82		
243.84   	 -2.75   	108.61   	 386.57		100.45   	 864.70		
240.48   	-10.38   	110.15   	 539.16		103.91   	 788.40		
237.12   	-17.09   	112.31   	 605.29		107.06   	 707.02		
236.51   	-24.72   	114.73   	 559.51		109.89   	 651.07		
234.99   	-32.35   	116.97   	 432.35		112.49   	 625.63		
233.46   	-38.76   	118.70   	 264.50		114.99   	 615.46		
229.80   	-47.91   	119.76   	 122.07		117.46   	 605.29		
227.05   	-57.07   	120.24   	   0.00		119.88   	 584.94		
222.47   	-64.70   	120.24   	 -76.30		122.22   	 559.51		
217.29   	-72.63   	119.94   	-137.33		124.46   	 518.82		
218.51   	-79.35   	119.39   	-188.20		126.53   	 483.21		
218.51   	-85.45   	118.64   	-259.41		128.46   	 442.52		
221.25   	-89.72   	117.60   	-320.45		130.23   	 396.74		
226.75   	-93.99   	116.32   	-366.22		131.82   	 350.97		
230.71   	-97.35   	114.85   	-371.31		133.22   	 295.01		
234.68   	-98.88   	113.37   	-325.53		134.40   	 239.06		
241.70   	-97.05   	112.06   	-228.89		135.36   	 183.11		
246.89   	-96.74   	111.15   	 -76.30		136.09   	 132.25		
254.82   	-92.16   	110.84   	  91.56		136.62   	  86.47		
264.89   	-83.62   	111.21   	 239.06		136.97   	  45.78		
276.18   	-77.82   	112.17   	 356.05		137.15   	   5.09		
292.97   	-68.05   	113.59   	 401.83		137.17(S)	 -25.43		
307.92   	-54.63   	115.20   	 381.48		137.07   	 -66.12		
323.18   	-40.89   	116.72   	 310.27		136.81   	-106.82		
335.69   	-25.33   	117.96   	 188.20		136.38   	-137.33		
347.29   	 -5.80   	118.72   	  61.04		135.83   	-172.94		
359.50   	 13.73   	118.96   	 -61.04		135.14   	-203.46		
369.57   	 32.65   	118.72   	-142.42		134.32   	-228.89		
378.72   	 51.57   	118.15   	-203.46		133.41   	-244.15		
385.13   	 70.80   	117.33   	-239.06		132.43   	-259.41		
385.74   	 85.45   	116.38   	-274.67		131.39   	-269.58		
388.18   	 99.79   	115.28   	-340.79		130.31   	-279.75		
391.24   	112.61   	113.92   	-452.69		129.20   	-279.75		
390.63   	121.46   	112.11   	-620.55		128.08   	-279.75		
392.15   	130.62   	109.62   	-834.18		126.96   	-279.75		
393.98   	140.08   	106.29   	-1042.72		125.84   	-274.67		
390.01   	145.57   	102.12   	-1190.23		124.74   	-269.58		
390.63   	151.98   	 97.35   	-1241.09		123.66   	-259.41		
390.32   	156.86   	 92.39   	-1220.75		122.62   	-249.24		
387.57   	158.39   	 87.51   	-1174.97		121.63   	-239.06		
387.57   	162.96   	 82.81   	-1103.76		120.67   	-228.89		
386.96   	166.32   	 78.39   	-1007.12		119.76   	-213.63		
385.74   	166.93   	 74.36   	-890.13		118.90   	-203.46		
385.74   	169.37   	 70.80   	-793.49		118.09   	-193.29		
384.52   	170.59   	 67.63   	-732.45		117.31   	-183.11		
381.16   	168.15   	 64.70   	-712.10		116.58   	-172.94		
379.64   	168.46   	 61.85   	-742.62		115.89   	-172.94		
378.42   	167.24   	 58.88   	-793.49		115.20   	-167.85		
380.55   	164.79   	 55.71   	-859.61		114.53   	-167.85		
384.22   	166.02   	 52.27   	-920.65		113.86   	-162.77		
385.44   	164.18   	 48.59   	-956.25		113.20   	-167.85		
387.27   	163.57   	 44.76   	-956.25		112.53   	-167.85		
386.35   	162.66   	 40.94   	-910.47		111.86   	-178.03		
384.83   	160.22   	 37.29   	-824.00		111.15   	-183.11		
384.22   	159.00   	 34.00   	-707.02		110.42   	-188.20		
382.69   	155.64   	 31.17   	-584.94		109.66   	-198.37		
380.55   	152.89   	 28.83   	-452.69		108.87   	-203.46		
379.64   	149.54   	 27.02   	-340.79		108.06   	-208.54		
380.25   	149.54   	 25.66   	-259.41		107.22   	-213.63		
380.55   	148.32   	 24.62   	-203.46		106.37   	-208.54		
380.55   	146.48   	 23.80   	-188.20		105.53   	-208.54		
379.94   	147.09   	 23.05   	-188.20		104.70   	-193.29		
379.03   	144.65   	 22.30   	-198.37		103.93   	-183.11		
378.42   	144.35   	 21.51   	-213.63		103.19   	-162.77		
375.37   	143.43   	 20.65   	-213.63		102.54   	-137.33		
374.45   	141.60   	 19.80   	-198.37		101.99   	-122.07		
375.06   	140.08   	 19.00   	-167.85		101.51   	-101.73		
372.31   	137.94   	 18.33   	-111.90		101.10   	 -91.56		
372.62   	137.94   	 17.88   	 -55.95		100.73   	 -86.47		
373.54   	138.24   	 17.66   	   0.00		100.39   	 -76.30		
370.18   	138.55   	 17.66   	  55.95		100.08   	 -76.30		
368.96   	138.85   	 17.88   	  91.56		 99.78   	 -76.30		
368.96   	138.24   	 18.25   	  96.64		 99.47   	 -66.12		
367.13   	138.85   	 18.64   	  91.56		 99.21   	 -66.12		
366.21   	138.55   	 19.00   	  61.04		 98.94   	 -66.12		
366.52   	139.47   	 19.25   	  25.43		 98.68   	 -66.12		
368.04   	140.08   	 19.35   	 -15.26		 98.41   	 -61.04		
368.35   	137.63   	 19.29   	 -45.78		 98.17   	 -66.12		
366.82   	137.33   	 19.10   	 -71.21		 97.90   	 -66.12		
367.74   	137.94   	 18.82   	 -91.56		 97.64   	 -66.12		
366.52   	137.63   	 18.45   	 -86.47		 97.37   	 -66.12		
364.99   	139.16   	 18.11   	 -86.47		 97.11   	 -66.12		
366.82   	140.69   	 17.76   	 -71.21		 96.85   	 -66.12		
367.74   	142.21   	 17.48   	 -55.95		 96.58   	 -66.12		
366.21   	142.82   	 17.25   	 -35.61		 96.32   	 -61.04		
366.82   	143.74   	 17.11   	 -15.26		 96.07   	 -55.95		
366.82   	143.43   	 17.05(D)	  10.17		 95.85   	 -55.95		
368.04   	142.21   	 17.09   	  30.52		 95.63   	 -50.86		
368.96   	141.30   	 17.21   	  45.78		 95.42   	 -50.86		
371.70   	143.13   	 17.40   	  55.95		 95.22   	 -45.78		
375.06   	144.65   	 17.62   	  61.04		 95.04   	 -40.69		
375.06   	144.04   	 17.86   	  61.04		 94.87   	 -40.69		
378.72   	147.40   	 18.11   	  61.04		 94.71   	 -40.69		
386.05   	150.15   	 18.35   	  61.04		 94.55   	 -40.69		
399.17   	154.72   	 18.60   	  66.12		 94.38   	 -35.61		
413.21   	160.83   	 18.86   	  71.21		 94.24   	 -40.69		
431.21   	164.49   	 19.15   	  86.47		 94.08   	 -35.61		
447.08   	165.10   	 19.49   	 101.73		 93.94   	 -40.69		
457.15   	166.32   	 19.90   	 111.90		 93.77   	 -35.61		
466.00   	169.07   	 20.35   	 111.90		 93.63   	 -35.61		
474.55   	171.20   	 20.79   	 111.90		 93.49   	 -40.69		
478.52   	178.53   	 21.24   	 106.82		 93.33   	 -40.69		
481.57   	186.16   	 21.67   	  86.47		 93.16   	 -35.61		
493.47   	195.92   	 22.01   	  71.21		 93.02   	 -40.69		
511.47   	203.55   	 22.30   	  45.78		 92.86   	 -40.69		
535.58   	209.35   	 22.48   	  20.35		 92.70   	 -45.78		
558.78   	213.93   	 22.56   	  -5.09		 92.51   	 -40.69		
561.22   	214.84   	 22.54   	 -20.35		 92.35   	 -40.69		
545.04   	213.32   	 22.46   	 -35.61		 92.19   	 -45.78		
534.36   	223.69   	 22.32   	 -40.69		 92.00   	 -40.69		
525.21   	237.73   	 22.16   	 -40.69		 91.84   	 -40.69		
540.16   	256.35   	 21.99   	 -50.86		 91.68   	 -40.69		
560.61   	277.10   	 21.79   	 -50.86		 91.52   	 -40.69		
556.34   	281.68   	 21.59   	 -55.95		 91.35   	 -40.69		
552.98   	272.22   	 21.36   	 -71.21		 91.19   	 -40.69		
538.64   	262.45   	 21.08   	 -76.30		 91.03   	 -40.69		
518.49   	259.70   	 20.77   	 -76.30		 90.86   	 -40.69		
510.56   	258.18   	 20.47   	 -66.12		 90.70   	 -45.78		
490.11   	247.50   	 20.20   	 -40.69		 90.52   	 -40.69		
459.90   	218.20   	 20.04   	 -10.17		 90.36   	 -40.69		
429.69   	176.70   	 20.00   	  40.69		 90.19   	 -35.61		
406.49   	147.71   	 20.16   	  76.30		 90.05   	 -40.69		
386.96   	136.11   	 20.47   	 111.90		 89.89   	 -35.61		
372.31   	136.72   	 20.92   	 137.33		 89.75   	 -40.69		
372.31   	141.30   	 21.46   	 157.68		 89.58   	 -40.69		
370.48   	133.97   	 22.10   	 167.85		 89.42   	 -40.69		
370.48   	126.34   	 22.77   	 178.03		 89.26   	 -40.69		
372.92   	128.17   	 23.48   	 188.20		 89.09   	 -40.69		
369.87   	130.92   	 24.23   	 208.54		 88.93   	 -45.78		
367.74   	134.89   	 25.07   	 213.63		 88.75   	 -40.69		
368.04   	134.89   	 25.92   	 223.80		 88.59   	 -45.78		
368.04   	133.97   	 26.82   	 223.80		 88.40   	 -45.78		
370.18   	136.41   	 27.71   	 208.54		 88.22   	 -45.78		
370.79   	137.33   	 28.55   	 188.20		 88.04   	 -40.69		
370.18   	138.24   	 29.30   	 157.68		 87.87   	 -45.78		
372.92   	138.24   	 29.93   	 127.16		 87.69   	 -40.69		
373.54   	136.11   	 30.44   	 116.99		 87.53   	 -40.69		
373.54   	138.24   	 30.91   	 116.99		 87.36   	 -40.69		
373.23   	139.77   	 31.37   	 137.33		 87.20   	 -40.69		
372.31   	139.47   	 31.92   	 172.94		 87.04   	 -45.78		
373.23   	139.16   	 32.61   	 218.72		 86.86   	 -40.69		
372.92   	137.33   	 33.49   	 259.41		 86.69   	 -40.69		
375.06   	139.77   	 34.53   	 279.75		 86.53   	 -45.78		
376.89   	139.77   	 35.65   	 274.67		 86.35   	 -45.78		
374.45   	136.41   	 36.74   	 239.06		 86.16   	 -45.78		
367.13   	130.62   	 37.70   	 167.85		 85.98   	 -45.78		
356.75   	113.83   	 38.37   	  71.21		 85.80   	 -45.78		
376.28   	 96.44   	 38.66   	 -35.61		 85.62   	 -45.78		
433.35   	 92.16   	 38.51   	-142.42		 85.43   	 -45.78		
519.41   	103.15   	 37.94   	-223.80		 85.25   	 -45.78		
633.54   	148.32   	 37.05   	-279.75		 85.07   	 -40.69		
758.06   	213.62   	 35.93   	-300.10		 84.90   	 -45.78		
859.99   	290.83   	 34.73   	-279.75		 84.72   	 -40.69		
979.00   	401.00   	 33.61   	-244.15		 84.56   	 -40.69		
1064.76   	535.58   	 32.63   	-178.03		 84.39   	 -35.61		
1111.45   	699.46   	 31.92   	-111.90		 84.25   	 -35.61		
1138.92(R)	841.98   	 31.47   	 -45.78		 84.11   	 -30.52		
1025.09   	840.15   	 31.29(E)	  10.17		 83.99   	 -35.61		
755.00   	663.76   	 31.33   	  50.86		 83.85   	 -30.52		
456.24   	372.92   	 31.54   	  71.21		 83.72   	 -30.52		
137.94   	 -2.75   	 31.82   	  91.56		 83.60   	 -35.61		
-78.74   	-358.58   	 32.19   	  96.64		 83.46   	 -35.61		
-71.11   	-572.81   	 32.57   	 106.82		 83.32   	 -40.69		
 85.14   	-733.95   	 33.00   	 127.16		 83.15   	 -40.69		
175.78   	-790.71   	 33.51   	 162.77		 82.99   	 -40.69		
246.58   	-736.69   	 34.16   	 213.63		 82.83   	 -45.78		
281.07   	-639.04   	 35.02   	 284.84		 82.64   	 -45.78		
191.96   	-526.12   	 36.15   	 381.48		 82.46   	 -40.69		
125.43   	-448.00   	 37.68   	 493.39		 82.30   	 -40.69		
102.23   	-404.66   	 39.65   	 615.46		 82.14   	 -35.61		
 65.92   	-401.31   	 42.12   	 737.54		 81.99   	 -40.69		
 46.08   	-404.36   	 45.07   	 864.70		 81.83   	 -30.52		
 46.39   	-408.02   	 48.52   	 961.34		 81.71   	 -35.61		
 55.54   	-398.86   	 52.37   	1042.72		 81.57   	 -35.61		
 36.01   	-397.03   	 56.54   	1088.50		 81.42   	 -35.61		
 23.19   	-399.17   	 60.89   	1103.76		 81.28   	 -35.61		
 41.81   	-370.79   	 65.31   	1098.67		 81.14   	 -40.69		
 62.87   	-341.80   	 69.70   	1073.24		 80.98   	 -40.69		
 91.25   	-297.55   	 74.00   	1032.55		 80.81   	 -40.69		
138.55   	-227.36   	 78.13   	 976.60		 80.65   	 -45.78		
172.73   	-155.03   	 82.03   	 951.17		 80.47   	 -40.69		
215.45   	-89.72   	 85.84   	 991.86		 80.30   	 -45.78		
256.35   	-30.52   	 89.81   	1149.54		 80.12   	 -40.69		
287.17   	  7.93   	 94.40   	1378.43		 79.96   	 -45.78		
307.62   	 25.63   	 99.92   	1571.71		 79.78   	 -40.69		
318.60   	 41.20   	106.21   	1617.49		 79.61   	 -35.61		
