  I     	  II     	  LV     	  LV'		  FA     	  FA'		
105.29   	392.46   	134.02   	 574.77		 80.37   	 656.15		
100.40   	386.35   	136.32   	 615.46		 82.99   	 615.46		
 96.44   	379.03   	138.78   	 595.11		 85.45   	 584.94		
 90.03   	371.40   	141.16   	 528.99		 87.79   	 544.25		
 85.45   	364.99   	143.28   	 432.35		 89.97   	 508.65		
 79.65   	354.00   	145.00   	 330.62		 92.00   	 488.30		
 75.07   	346.98   	146.33   	 249.24		 93.96   	 457.78		
 72.02   	338.44   	147.32   	 178.03		 95.79   	 442.52		
 66.22   	327.76   	148.04   	 137.33		 97.56   	 422.18		
 62.56   	318.91   	148.59   	 111.90		 99.25   	 401.83		
 59.51   	307.92   	149.03   	 111.90		100.85   	 386.57		
 56.15   	300.29   	149.48   	 116.99		102.40   	 366.22		
 56.15   	294.80   	149.95   	 137.33		103.87   	 345.88		
 57.98   	290.22   	150.50   	 132.25		105.25   	 325.53		
 57.98   	287.17   	151.03   	  91.56		106.55   	 310.27		
 61.34   	283.51   	151.39   	  30.52		107.79   	 284.84		
 66.22   	281.98   	151.52   	 -40.69		108.93   	 264.50		
 70.80   	282.90   	151.35   	-122.07		109.99   	 239.06		
 78.13   	286.87   	150.86   	-203.46		110.95   	 213.63		
 87.89   	292.05   	150.05   	-300.10		111.80   	 183.11		
 97.05   	298.16   	148.85   	-401.83		112.53   	 147.51		
108.03   	307.01   	147.24   	-508.65		113.12   	 101.73		
121.77   	317.08   	145.21   	-600.20		113.53   	  55.95		
136.11   	332.95   	142.81   	-671.41		113.75   	  20.35		
151.98   	352.78   	140.12   	-701.93		113.83(S)	 -10.17		
167.54   	373.84   	137.31   	-701.93		113.79   	 -30.52		
179.75   	395.51   	134.51   	-676.50		113.67   	 -50.86		
193.48   	416.87   	131.80   	-635.81		113.47   	 -76.30		
200.50   	434.88   	129.26   	-625.63		113.16   	 -91.56		
207.82   	452.58   	126.75   	-635.81		112.80   	-106.82		
216.67   	471.19   	124.21   	-691.76		112.37   	-127.16		
220.95   	487.67   	121.44   	-768.05		111.86   	-137.33		
226.44   	504.15   	118.37   	-864.70		111.31   	-152.59		
229.80   	516.36   	114.91   	-961.34		110.70   	-172.94		
232.85   	527.95   	111.07   	-1042.72		110.01   	-183.11		
234.68   	536.80   	106.90   	-1088.50		109.28   	-193.29		
234.07   	543.52   	102.54   	-1088.50		108.50   	-203.46		
236.51   	551.45   	 98.19   	-1042.72		107.69   	-208.54		
236.51   	558.17   	 94.02   	-956.25		106.86   	-223.80		
234.99   	563.05   	 90.19   	-839.26		105.96   	-233.98		
236.51   	567.02   	 86.84   	-707.02		105.03   	-249.24		
235.90   	567.93   	 84.01   	-574.77		104.03   	-254.32		
233.46   	567.02   	 81.71   	-457.78		103.01   	-254.32		
234.07   	568.24   	 79.88   	-406.92		101.99   	-259.41		
234.68   	568.54   	 78.25   	-442.52		100.96   	-254.32		
234.99   	570.68   	 76.48   	-554.42		 99.94   	-244.15		
234.99   	572.81   	 74.26   	-732.45		 98.96   	-233.98		
233.76   	570.68   	 71.33   	-946.08		 98.03   	-218.72		
232.24   	568.54   	 67.55   	-1159.71		 97.15   	-203.46		
229.49   	566.10   	 62.91   	-1332.65		 96.34   	-188.20		
230.41   	565.80   	 57.58   	-1439.47		 95.58   	-172.94		
233.15   	566.10   	 51.82   	-1459.81		 94.89   	-147.51		
232.24   	566.71   	 45.98   	-1388.60		 94.30   	-127.16		
232.54   	568.54   	 40.43   	-1236.01		 93.79   	-101.73		
230.71   	564.88   	 35.48   	-1002.03		 93.39   	 -81.38		
228.58   	563.66   	 31.47   	-737.54		 93.06   	 -66.12		
228.88   	561.83   	 28.52   	-473.04		 92.80   	 -55.95		
228.27   	558.78   	 26.63   	-259.41		 92.57   	 -45.78		
228.88   	557.86   	 25.60   	-137.33		 92.39   	 -40.69		
227.36   	555.11   	 25.05   	-106.82		 92.23   	 -45.78		
224.61   	552.67   	 24.62   	-147.51		 92.04   	 -50.86		
225.22   	550.23   	 24.03   	-218.72		 91.84   	 -55.95		
221.25   	546.57   	 23.15   	-259.41		 91.62   	 -61.04		
222.47   	546.26   	 22.12   	-254.32		 91.37   	 -76.30		
222.17   	545.04   	 21.10   	-193.29		 91.07   	 -81.38		
218.81   	543.52   	 20.33   	-111.90		 90.74   	 -96.64		
217.29   	542.60   	 19.88   	 -30.52		 90.36   	-111.90		
214.54   	538.94   	 19.76   	  -5.09		 89.91   	-122.07		
211.49   	534.97   	 19.74   	 -20.35		 89.42   	-132.25		
210.27   	531.31   	 19.65   	 -86.47		 88.89   	-147.51		
210.57   	528.87   	 19.31   	-162.77		 88.30   	-157.68		
209.66   	527.65   	 18.66   	-244.15		 87.67   	-162.77		
209.05   	526.43   	 17.68   	-279.75		 87.02   	-172.94		
208.44   	526.73   	 16.56   	-274.67		 86.33   	-178.03		
206.30   	526.43   	 15.46   	-218.72		 85.62   	-167.85		
203.25   	525.21   	 14.59   	-122.07		 84.94   	-167.85		
202.03   	524.29   	 14.10   	 -15.26		 84.27   	-152.59		
202.94   	523.38   	 14.04   	  81.38		 83.66   	-137.33		
201.11   	523.68   	 14.36   	 132.25		 83.11   	-122.07		
201.42   	523.99   	 14.89   	 142.42		 82.62   	-111.90		
197.75   	522.77   	 15.46   	 106.82		 82.18   	-106.82		
195.31   	524.29   	 15.89   	  45.78		 81.75   	 -96.64		
194.40   	523.38   	 16.07   	 -25.43		 81.36   	 -91.56		
193.48   	521.85   	 15.97   	 -81.38		 81.00   	 -86.47		
195.01   	523.38   	 15.65   	-101.73		 80.65   	 -86.47		
193.79   	522.16   	 15.24   	 -91.56		 80.30   	 -76.30		
193.48   	522.46   	 14.87   	 -40.69		 80.00   	 -71.21		
192.57   	523.68   	 14.71   	  20.35		 79.71   	 -61.04		
191.35   	524.60   	 14.79   	  91.56		 79.47   	 -61.04		
191.65   	526.12   	 15.16   	 142.42		 79.23   	 -50.86		
190.12   	526.43   	 15.73   	 162.77		 79.02   	 -45.78		
187.99   	524.29   	 16.38   	 162.77		 78.84   	 -45.78		
189.51   	525.82   	 17.03   	 132.25		 78.66   	 -45.78		
190.43   	525.51   	 17.56   	  91.56		 78.47   	 -45.78		
191.35   	523.68   	 17.92   	  50.86		 78.29   	 -55.95		
195.31   	527.04   	 18.13   	  25.43		 78.07   	 -55.95		
199.58   	527.95   	 18.23   	  10.17		 77.84   	 -55.95		
210.27   	531.31   	 18.27   	  20.35		 77.62   	 -66.12		
222.47   	537.72   	 18.35   	  50.86		 77.35   	 -71.21		
238.65   	541.99   	 18.56   	  86.47		 77.07   	 -71.21		
254.21   	543.82   	 18.90   	 122.07		 76.79   	 -61.04		
263.06   	543.52   	 19.39   	 142.42		 76.54   	 -45.78		
273.13   	545.65   	 19.96   	 142.42		 76.36   	 -35.61		
279.54   	546.88   	 20.53   	 127.16		 76.22   	 -30.52		
276.49   	549.93   	 21.04   	  76.30		 76.09   	 -30.52		
275.88   	556.95   	 21.34   	  30.52		 75.97   	 -35.61		
281.68   	564.88   	 21.46   	 -25.43		 75.83   	 -35.61		
293.58   	571.90   	 21.36   	 -55.95		 75.69   	 -25.43		
317.99   	580.75   	 21.14   	 -81.38		 75.58   	 -20.35		
348.82   	589.29   	 20.81   	 -86.47		 75.50   	 -10.17		
357.36   	589.29   	 20.47   	 -86.47		 75.46   	 -15.26		
342.71   	585.94   	 20.12   	 -71.21		 75.40   	 -15.26		
333.86   	591.13   	 19.84   	 -55.95		 75.34   	 -10.17		
319.21   	599.98   	 19.61   	 -40.69		 75.30   	   0.00		
322.88   	616.46   	 19.45   	 -20.35		 75.30   	  10.17		
347.29   	637.82   	 19.37   	 -10.17		 75.34   	   5.09		
346.98   	645.14   	 19.33   	  -5.09		 75.36   	  15.26		
337.52   	636.90   	 19.31   	   5.09		 75.42   	  15.26		
329.90   	625.61   	 19.33   	   5.09		 75.48   	  20.35		
306.09   	618.29   	 19.35   	  10.17		 75.56   	  20.35		
292.97   	621.64   	 19.39   	  15.26		 75.65   	  15.26		
280.46   	621.34   	 19.45   	  15.26		 75.71   	   0.00		
251.77   	598.45   	 19.51   	  20.35		 75.71   	 -10.17		
224.30   	562.44   	 19.59   	  35.61		 75.67   	 -15.26		
198.06   	522.77   	 19.74   	  45.78		 75.60   	 -20.35		
176.39   	498.35   	 19.92   	  66.12		 75.52   	 -15.26		
156.86   	493.16   	 20.18   	  86.47		 75.46   	 -20.35		
146.18   	494.69   	 20.53   	 116.99		 75.38   	 -25.43		
144.65   	490.11   	 21.00   	 147.51		 75.28   	 -20.35		
144.04   	480.96   	 21.59   	 183.11		 75.20   	 -20.35		
145.57   	477.29   	 22.32   	 228.89		 75.12   	 -15.26		
145.87   	481.57   	 23.23   	 259.41		 75.06   	 -20.35		
143.74   	484.62   	 24.27   	 279.75		 74.97   	 -20.35		
138.85   	484.62   	 25.39   	 279.75		 74.89   	 -30.52		
139.16   	483.70   	 26.51   	 264.50		 74.77   	 -45.78		
139.77   	481.57   	 27.57   	 239.06		 74.59   	 -35.61		
137.94   	481.87   	 28.52   	 203.46		 74.45   	 -25.43		
137.02   	482.48   	 29.34   	 172.94		 74.34   	 -15.26		
136.11   	480.65   	 30.03   	 152.59		 74.28   	  -5.09		
135.80   	480.35   	 30.64   	 147.51		 74.26   	  10.17		
136.11   	479.13   	 31.23   	 152.59		 74.30   	  10.17		
136.41   	479.74   	 31.84   	 167.85		 74.34   	   5.09		
137.94   	483.40   	 32.51   	 183.11		 74.36   	  -5.09		
138.55   	482.18   	 33.25   	 193.29		 74.34   	 -20.35		
137.33   	478.21   	 34.02   	 198.37		 74.26   	 -20.35		
137.63   	480.35   	 34.81   	 193.29		 74.18   	 -10.17		
133.67   	476.38   	 35.58   	 162.77		 74.14   	   0.00		
126.65   	473.02   	 36.24   	  96.64		 74.14   	 -30.52		
115.36   	464.48   	 36.62   	  30.52		 74.02   	 -45.78		
101.62   	445.86   	 36.74   	 -35.61		 73.83   	 -40.69		
121.77   	422.67   	 36.60   	 -81.38		 73.67   	 -20.35		
173.34   	404.66   	 36.28   	-106.82		 73.59   	   5.09		
253.60   	402.53   	 35.85   	-116.99		 73.61   	  30.52		
360.41   	429.69   	 35.38   	-116.99		 73.73   	  45.78		
476.38   	491.64   	 34.91   	-132.25		 73.92   	  35.61		
574.34   	574.04   	 34.38   	-157.68		 74.06   	 -10.17		
691.83   	685.42   	 33.75   	-178.03		 74.02   	 -50.86		
782.17   	829.47   	 33.04   	-188.20		 73.81   	 -55.95		
836.49   	991.82   	 32.29   	-172.94		 73.59   	 -40.69		
886.84(R)	1139.53   	 31.60   	-127.16		 73.43   	 -20.35		
827.64   	1171.88   	 31.09   	 -71.21		 73.35   	  10.17		
592.35   	1001.59   	 30.80   	 -10.17		 73.39   	  20.35		
301.21   	703.43   	 30.76   	  20.35		 73.47   	  10.17		
-11.29   	342.41   	 30.84   	  20.35		 73.51   	 -40.69		
-252.69   	-24.11   	 30.93   	  20.35		 73.35   	 -71.21		
-287.17   	-230.41   	 31.01   	  25.43		 73.06   	 -71.21		
-136.72   	-355.22   	 31.11   	  50.86		 72.78   	 -55.95		
-58.59   	-442.20   	 31.31   	 122.07		 72.55   	 -20.35		
-29.30   	-429.69   	 31.80   	 208.54		 72.47   	   5.09		
 -2.75   	-360.41   	 32.63   	 295.01		 72.49   	  20.35		
-94.91   	-280.15   	 33.81   	 371.31		 72.57   	  -5.09		
-173.34   	-202.94   	 35.30   	 437.43		 72.55   	 -61.04		
-196.23   	-149.84   	 37.05   	 518.82		 72.31   	 -81.38		
-239.56   	-145.57   	 39.12   	 625.63		 71.98   	 -81.38		
-263.37   	-155.64   	 41.63   	 762.97		 71.66   	 -55.95		
-273.74   	-157.17   	 44.68   	 920.65		 71.43   	 -15.26		
-267.33   	-155.64   	 48.36   	1052.90		 71.37   	  10.17		
-280.15   	-152.28   	 52.57   	1119.02		 71.41   	   5.09		
-301.51   	-160.83   	 57.05   	1119.02		 71.43   	   0.00		
-297.85   	-145.26   	 61.53   	1063.07		 71.43   	 -10.17		
-271.91   	-120.24   	 65.78   	 981.68		 71.39   	 -30.52		
-253.30   	-84.23   	 69.70   	 966.43		 71.27   	 -76.30		
-208.13   	-23.19   	 73.57   	1063.07		 70.97   	-101.73		
-161.44   	 51.57   	 77.82   	1291.96		 70.56   	 -86.47		
-119.32   	128.48   	 82.99   	1536.11		 70.21   	 -61.04		
-64.39   	200.50   	 89.13   	1622.58		 69.97   	 -45.78		
-23.19   	261.54   	 95.63   	1475.07		 69.79   	 -61.04		
  4.27   	299.38   	101.53   	1108.85		 69.54   	 -50.86		
 22.28   	320.13   	105.96   	 620.55		 69.34   	 -15.26		
 27.47   	334.17   	108.44   	 132.25		 69.28   	   5.09		
 34.48   	343.02   	108.97   	-233.98		 69.30   	 -10.17		
 39.67   	347.60   	108.04   	-386.57		 69.26   	 -15.26		
 44.25   	352.48   	106.49   	-289.93		 69.20   	   5.09		
 48.52   	353.39   	105.33   	 -25.43		 69.22   	   5.09		
 50.35   	350.34   	105.23   	 315.36		 69.24   	 -10.17		
 50.96   	349.43   	106.49   	 625.63		 69.20   	 -20.35		
 51.57   	348.51   	108.99   	 829.09		 69.11   	  -5.09		
 50.96   	347.29   	112.31   	 854.52		 69.09   	  -5.09		
 51.57   	344.54   	115.73   	 691.76		 69.07   	 -20.35		
 51.57   	341.80   	118.49   	 386.57		 68.99   	 -10.17		
 51.57   	340.58   	120.04   	  40.69		 68.95   	   0.00		
 50.66   	335.69   	120.20   	-193.29		 68.95   	 -20.35		
 50.96   	333.86   	119.43   	-188.20		 68.87   	 -15.26		
 49.44   	329.59   	118.68   	  71.21		 68.81(D)	   0.00		
 49.74   	324.40   	118.96   	 493.39		 68.81   	   0.00		
 49.44   	320.13   	120.94   	 879.96		 68.81   	  20.35		
 48.22   	315.25   	124.46   	1068.15		 68.89   	  45.78		
 47.30   	310.06   	128.73   	 986.77		 69.07   	  66.12		
 46.08   	303.96   	132.67   	 707.02		 69.34   	 122.07		
 44.86   	299.68   	135.50   	 345.88		 69.83   	 193.29		
 44.25   	296.33   	136.89   	  30.52		 70.60   	 249.24		
 42.11   	291.14   	137.01   	-106.82		 71.60   	 350.97		
 38.15   	285.03   	136.58   	  -5.09		 73.00   	 457.78		
 36.62   	279.24   	136.56   	 300.10		 74.83   	 518.82		
 31.74   	270.08   	137.76   	 732.45		 76.91   	 579.86		
 27.16   	263.37   	140.69   	1098.67		 79.23   	 630.72		
 22.89   	256.04   	145.09   	1256.35		 81.75   	 630.72		
 16.78   	246.58   	150.11   	1154.62		 84.27   	 615.46		
 13.73   	238.65   	154.73   	 834.18		 86.73   	 605.29		
 10.38   	227.66   	158.07   	 406.92		 89.16   	 579.86		
  6.10   	218.20   	159.69   	  76.30		 91.47   	 539.16		
  2.75   	208.44   	160.00   	 -61.04		 93.63   	 528.99		
 -0.61   	198.67   	159.76   	  10.17		 95.75   	 508.65		
 -6.10   	189.21   	159.80   	 233.98		 97.78   	 467.95		
 -8.85   	178.22   	160.73   	 508.65		 99.65   	 467.95		
-10.68   	168.46   	162.77   	 661.24		101.53   	 447.61		
-15.87   	155.94   	165.41   	 630.72		103.32   	 422.18		
-18.92   	145.26   	167.93   	 457.78		105.00   	 412.00		
-20.14   	135.19   	169.77   	 193.29		106.65   	 401.83		
-21.97   	126.65   	170.54   	 -35.61		108.26   	 356.05		
-22.89   	121.77   	170.40   	-147.51		109.68   	 356.05		
-19.84   	115.36   	169.81   	-162.77		111.11   	 345.88		
-16.48   	111.69   	169.15   	-101.73		112.49   	 300.10		
-13.73   	107.42   	168.75   	  -5.09		113.69   	 254.32		
 -5.80   	105.59   	168.73   	 111.90		114.71   	 239.06		
  3.66   	108.95   	169.18   	 157.68		115.67   	 233.98		
 12.51   	113.22   	169.81   	  71.21		116.60   	 218.72		
 24.72   	122.68   	170.09   	-157.68		117.48   	 147.51		
 36.01   	130.92   	169.46   	-447.61		118.07   	  86.47		
 46.69   	142.82   	167.67   	-696.84		118.41   	  55.95		
 60.73   	159.61   	164.88   	-803.66		118.64   	  40.69		
 73.24   	174.87   	161.67   	-788.40		118.80   	  45.78		
 86.06   	195.92   	158.51   	-696.84		118.98   	  35.61		
101.01   	217.29   	155.73   	-595.11		119.12   	  20.35		
111.39   	237.12   	153.35   	-544.25		119.21(S)	  -5.09		
120.24   	260.31   	151.17   	-559.51		119.19   	 -50.86		
128.48   	282.59   	148.93   	-620.55		118.98   	 -91.56		
130.62   	301.82   	146.45   	-722.28		118.62   	-142.42		
134.58   	321.66   	143.56   	-829.09		118.05   	-183.11		
138.85   	338.13   	140.24   	-946.08		117.31   	-218.72		
140.08   	352.78   	136.46   	-1047.81		116.44   	-254.32		
143.43   	366.82   	132.27   	-1149.54		115.42   	-269.58		
141.91   	376.59   	127.67   	-1236.01		114.34   	-284.84		
141.30   	385.74   	122.73   	-1291.96		113.20   	-289.93		
141.30   	393.98   	117.56   	-1312.30		112.04   	-295.01		
138.55   	398.86   	112.31   	-1281.79		110.86   	-295.01		
138.24   	404.36   	107.18   	-1205.49		109.68   	-295.01		
136.11   	408.94   	102.36   	-1093.59		108.50   	-289.93		
133.67   	408.63   	 97.99   	-966.43		107.34   	-289.93		
132.75   	410.46   	 94.12   	-844.35		106.18   	-284.84		
132.14   	411.68   	 90.74   	-752.79		105.05   	-279.75		
130.62   	410.46   	 87.73   	-696.84		103.93   	-274.67		
129.39   	411.68   	 84.94   	-707.02		102.83   	-259.41		
126.34   	410.16   	 82.12   	-757.88		101.79   	-249.24		
126.34   	409.85   	 79.08   	-849.44		100.79   	-228.89		
124.21   	408.33   	 75.69   	-910.47		 99.88   	-218.72		
122.07   	407.10   	 72.04   	-920.65		 99.00   	-198.37		
124.51   	409.24   	 68.36   	-900.30		 98.21   	-178.03		
122.07   	408.02   	 64.76   	-890.13		 97.50   	-167.85		
122.99   	408.02   	 61.20   	-940.99		 96.83   	-147.51		
123.60   	406.49   	 57.44   	-1063.07		 96.24   	-137.33		
120.85   	403.14   	 53.18   	-1225.83		 95.69   	-127.16		
120.24   	401.92   	 48.28   	-1373.34		 95.18   	-122.07		
118.10   	398.86   	 42.79   	-1439.47		 94.69   	-116.99		
117.19   	397.34   	 37.03   	-1383.51		 94.22   	-162.77		
115.36   	394.90   	 31.50   	-1169.88		 93.57   	-228.89		
113.83   	390.93   	 26.82   	-829.09		 92.65   	-254.32		
111.69   	385.44   	 23.50   	-437.43		 91.64   	-233.98		
109.86   	380.25   	 21.75   	 -86.47		 90.70   	-183.11		
107.42   	378.11   	 21.40   	 137.33		 89.97   	-111.90		
