  I     	  II     	  AOp     	  AOp'		
 18.31   	 25.02   	 99.15   	-111.90		
 15.87   	 27.16   	 98.70   	 -50.86		
 13.73   	 28.99   	 98.49   	   5.09		
 12.51   	 29.91   	 98.51   	  55.95		
 10.07   	 29.60   	 98.74   	  81.38		
  6.71   	 28.08   	 99.06   	 111.90		
  1.83   	 25.94   	 99.51   	 111.90		
 -2.75   	 25.02   	 99.96   	  96.64		
 -5.19   	 27.16   	100.35   	  76.30		
 -5.19   	 33.87   	100.65   	  30.52		
 -2.44   	 44.25   	100.77   	 -25.43		
  1.53   	 55.54   	100.67   	 -91.56		
  5.49   	 63.17   	100.30   	-157.68		
  9.16   	 65.61   	 99.67   	-223.80		
 12.21   	 64.09   	 98.78   	-295.01		
 15.56   	 62.56   	 97.60   	-361.14		
 19.23   	 64.70   	 96.15   	-417.09		
 22.58   	 70.19   	 94.49   	-478.13		
 24.41   	 72.94   	 92.57   	-513.73		
 23.50   	 67.75   	 90.52   	-528.99		
 20.14   	 56.15   	 88.40   	-508.65		
 16.17   	 45.17   	 86.37   	-457.78		
 13.12   	 42.72   	 84.54   	-376.40		
 11.29   	 50.66   	 83.03   	-274.67		
 12.21   	 63.78   	 81.93   	-162.77		
 16.17   	 75.38   	 81.28   	 -50.86		
 23.80   	 83.31   	 81.08   	  50.86		
 33.57   	 90.03   	 81.28   	 147.51		
 42.42   	 97.96   	 81.87   	 218.72		
 48.22   	107.73   	 82.75   	 264.50		
 52.49   	120.54   	 83.80   	 289.93		
 59.81   	137.33   	 84.96   	 284.84		
 74.46   	158.39   	 86.10   	 274.67		
 95.83   	179.14   	 87.20   	 249.24		
118.71   	190.43   	 88.20   	 218.72		
137.33   	183.72   	 89.07   	 467.95		
154.72   	 90.64   	 90.95   	 320.45		
138.24   	 42.11   	 92.23   	  96.64		
115.97   	 32.35   	 92.61   	  91.56		
 81.79   	 20.14   	 92.98   	  81.38		
 39.06   	  3.66   	 93.31   	  66.12		
 -3.66   	-16.17   	 93.57   	  50.86		
-37.54   	-38.45   	 93.77   	  25.43		
-55.85   	-58.29   	 93.88   	  20.35		
-58.90   	-70.80   	 93.96   	  20.35		
-52.80   	-72.94   	 94.04   	  40.69		
-44.86   	-68.05   	 94.20   	  81.38		
-40.59   	-62.56   	 94.53   	 132.25		
-40.28   	-60.73   	 95.06   	 193.29		
-40.59   	-61.65   	 95.83   	 249.24		
-39.06   	-62.26   	 96.83   	 284.84		
-35.10   	-60.42   	 97.97   	 284.84		
-31.74   	-56.76   	 99.10   	 259.41		
-30.52   	-54.02   	100.14   	 193.29		
-32.35   	-53.71   	100.92   	 111.90		
-34.48   	-55.24   	101.36   	  15.26		
-34.79   	-55.85   	101.42   	 -50.86		
-32.96   	-54.32   	101.22   	-106.82		
-29.91   	-50.35   	100.79   	-116.99		
-27.77   	-44.86   	100.33   	-106.82		
-30.82   	-35.71   	 99.90   	 -66.12		
-40.89   	-18.01   	 99.63   	 -15.26		
-56.46   	 11.60   	 99.57   	  55.95		
-68.05   	 52.19   	 99.80   	 116.99		
-59.20   	 97.66   	100.26   	 157.68		
-12.51   	139.47   	100.89   	 183.11		
 81.79   	176.09   	101.63   	 157.68		
221.86   	216.37   	102.26   	 106.82		
