  I     	  II     	  LVp     	  LVp'		
186.46   	1630.86   	 18.74   	  45.78		
-149.23   	1206.97   	 18.92   	  55.95		
-320.13   	781.86   	 19.15   	  66.12		
-323.79   	425.72   	 19.41   	  86.47		
-240.78   	185.24   	 19.76   	 106.82		
-162.66   	 61.65   	 20.18   	 132.25		
-133.06   	 12.51   	 20.71   	 157.68		
-142.21   	-18.01   	 21.34   	 188.20		
-158.08   	-65.31   	 22.10   	 218.72		
-161.44   	-125.73   	 22.97   	 264.50		
-155.64   	-173.34   	 24.03   	 325.53		
-152.59   	-190.73   	 25.33   	 412.00		
-154.72   	-183.11   	 26.98   	 503.56		
-157.78   	-171.20   	 28.99   	 595.11		
-157.78   	-169.98   	 31.37   	 676.50		
-155.94   	-180.36   	 34.08   	 722.28		
-154.72   	-192.26   	 36.97   	 742.62		
-153.81   	-196.53   	 39.94   	 727.36		
-152.59   	-191.96   	 42.85   	 701.93		
-150.45   	-185.24   	 45.66   	 666.32		
-147.09   	-183.41   	 48.32   	 635.81		
-143.43   	-187.68   	 50.86   	 615.46		
-141.60   	-192.87   	 53.33   	 625.63		
-141.60   	-192.87   	 55.83   	 661.24		
-142.82   	-186.46   	 58.47   	 707.02		
-144.04   	-177.92   	 61.30   	 762.97		
-144.04   	-173.03   	 64.35   	 803.66		
-142.52   	-172.42   	 67.57   	 839.26		
-139.47   	-174.56   	 70.93   	 849.44		
-136.11   	-176.39   	 74.32   	 849.44		
-132.75   	-176.39   	 77.72   	 824.00		
-130.00   	-175.48   	 81.02   	 768.05		
-128.48   	-174.87   	 84.09   	 681.58		
-127.26   	-173.34   	 86.82   	 595.11		
-125.12   	-169.07   	 89.20   	 518.82		
-122.38   	-162.66   	 91.27   	 473.04		
-119.02   	-155.94   	 93.16   	 457.78		
-116.88   	-151.37   	 94.99   	 467.95		
-116.27   	-150.76   	 96.87   	 493.39		
-115.97   	-153.50   	 98.84   	 534.08		
-115.36   	-156.25   	100.98   	 574.77		
-113.22   	-156.25   	103.28   	 610.37		
-109.56   	-149.54   	105.72   	 635.81		
-104.37   	-137.02   	108.26   	 651.07		
-98.88   	-121.77   	110.86   	 645.98		
-94.60   	-109.86   	113.45   	 610.37		
-90.94   	-104.06   	115.89   	 544.25		
-87.89   	-103.76   	118.07   	 442.52		
-84.23   	-104.68   	119.84   	 350.97		
-79.65   	-102.84   	121.24   	 259.41		
-73.55   	-96.74   	122.28   	 188.20		
-66.53   	-87.59   	123.03   	 132.25		
-59.51   	-76.90   	123.56   	  91.56		
-52.49   	-65.31   	123.93   	  55.95		
-45.17   	-53.10   	124.15   	  40.69		
-36.62   	-39.67   	124.31   	  35.61		
-26.55   	-25.63   	124.46   	  45.78		
-15.87   	-11.90   	124.64   	  66.12		
 -4.58   	  0.92   	124.90   	  86.47		
  6.10   	 13.73   	125.25   	 111.90		
 16.17   	 28.38   	125.70   	 142.42		
 26.86   	 48.22   	126.27   	 157.68		
 38.76   	 73.24   	126.90   	 178.03		
 50.66   	100.10   	127.61   	 178.03		
 61.65   	123.90   	128.32   	 172.94		
 69.89   	140.99   	129.01   	 157.68		
 74.46   	151.06   	129.64   	 137.33		
 75.68   	157.17   	130.19   	 106.82		
 76.60   	162.05   	130.62   	  86.47		
 78.13   	167.85   	130.97   	  66.12		
 80.26   	173.03   	131.23   	  61.04		
 80.57   	176.39   	131.47   	  61.04		
 76.29   	177.31   	131.72   	  66.12		
 67.14   	175.17   	131.98   	  71.21		
 54.32   	169.37   	132.27   	  66.12		
 40.28   	159.91   	132.53   	  61.04		
 26.25   	145.57   	132.78   	  45.78		
 13.12   	127.26   	132.96   	  35.61		
  0.92   	105.90   	133.10   	  35.61		
-10.99   	 82.40   	133.24   	  40.69		
-21.97   	 58.29   	133.41   	  50.86		
-32.04   	 34.18   	133.61   	  50.86		
-41.20   	 10.07   	133.81   	  35.61		
-49.74   	-13.12   	133.96   	  15.26		
-57.98   	-34.18   	134.02(S)	 -25.43		
-65.61   	-52.80   	133.92   	 -71.21		
-72.33   	-68.36   	133.63   	-106.82		
-77.82   	-81.79   	133.20   	-152.59		
-81.48   	-92.47   	132.59   	-183.11		
-83.92   	-100.40   	131.86   	-228.89		
-84.84   	-105.29   	130.95   	-259.41		
-84.84   	-107.73   	129.91   	-289.93		
-84.84   	-109.86   	128.75   	-289.93		
-86.06   	-113.53   	127.59   	-259.41		
-88.81   	-119.32   	126.55   	-198.37		
-91.86   	-125.12   	125.76   	-147.51		
-93.69   	-128.78   	125.17   	-127.16		
-93.99   	-129.09   	124.66   	-152.59		
-92.77   	-127.56   	124.05   	-208.54		
-91.55   	-127.26   	123.21   	-325.53		
-91.25   	-130.00   	121.91   	-534.08		
-91.25   	-134.89   	119.78   	-879.96		
-91.55   	-139.77   	116.26   	-1312.30		
-90.94   	-142.82   	111.01   	-1744.65		
-90.33   	-143.13   	104.03   	-2080.36		
-89.72   	-141.91   	 95.71   	-2217.69		
-90.03   	-140.38   	 86.84   	-2115.96		
-90.03   	-138.55   	 78.37   	-1815.86		
-89.72   	-136.72   	 71.11   	-1439.47		
-88.20   	-134.89   	 65.35   	-1088.50		
-86.36   	-133.67   	 61.00   	-813.83		
-84.23   	-133.36   	 57.74   	-645.98		
-82.40   	-133.36   	 55.16   	-574.77		
-81.18   	-133.06   	 52.86   	-564.60		
-80.26   	-132.45   	 50.60   	-584.94		
-79.65   	-132.14   	 48.26   	-615.46		
-79.04   	-132.75   	 45.80   	-620.55		
-78.13   	-135.50   	 43.32   	-600.20		
-77.51   	-139.16   	 40.92   	-569.68		
-76.90   	-142.82   	 38.64   	-518.82		
-76.29   	-144.96   	 36.56   	-467.95		
-75.38   	-144.96   	 34.69   	-432.35		
-74.77   	-143.43   	 32.96   	-401.83		
-73.85   	-141.91   	 31.35   	-376.40		
-72.63   	-140.69   	 29.85   	-350.97		
-71.11   	-139.16   	 28.44   	-340.79		
-69.58   	-137.33   	 27.08   	-320.45		
-68.36   	-135.19   	 25.80   	-305.19		
-67.14   	-133.97   	 24.58   	-284.84		
-66.53   	-133.67   	 23.44   	-264.50		
-65.92   	-133.97   	 22.38   	-244.15		
-65.31   	-133.97   	 21.40   	-203.46		
-64.70   	-132.75   	 20.59   	-152.59		
-63.78   	-130.31   	 19.98   	-101.73		
-62.26   	-126.34   	 19.57   	 -76.30		
-60.73   	-122.07   	 19.27   	 -76.30		
-59.20   	-118.10   	 18.96   	 -91.56		
-58.29   	-115.97   	 18.60   	-101.73		
-58.29   	-115.66   	 18.19   	 -96.64		
-58.90   	-116.58   	 17.80   	 -55.95		
-59.20   	-117.49   	 17.58   	 -15.26		
-59.20   	-117.49   	 17.52   	  15.26		
-58.59   	-116.27   	 17.58   	  25.43		
