  I     	  II     	  AO     	  AO'		
-13.43   	-49.74   	 61.57   	 -20.35		
-11.29   	-50.05   	 61.49   	 -25.43		
 -8.85   	-50.35   	 61.38   	 -30.52		
 -9.77   	-52.49   	 61.26   	 -25.43		
-15.26   	-57.07   	 61.16   	 -25.43		
-20.14   	-61.34   	 61.06   	 -15.26		
-18.92   	-61.65   	 61.00   	 -15.26		
-10.38   	-57.07   	 60.94   	 -15.26		
  1.22   	-49.13   	 60.87   	 -20.35		
  9.16   	-41.20   	 60.79   	 -15.26		
  7.93   	-38.15   	 60.73   	 -25.43		
 -2.44   	-40.28   	 60.63   	 -35.61		
-14.65   	-44.86   	 60.49   	 -40.69		
-19.53   	-47.61   	 60.33   	 -61.04		
-14.34   	-46.39   	 60.08   	 -61.04		
 -3.05   	-42.72   	 59.84   	 -61.04		
  7.02   	-39.37   	 59.59   	 -50.86		
  8.54   	-39.06   	 59.39   	 -45.78		
  1.22   	-41.20   	 59.21   	 -40.69		
 -8.24   	-42.72   	 59.04   	 -40.69		
-13.43   	-42.11   	 58.88   	 -35.61		
-12.82   	-39.37   	 58.74   	 -30.52		
 -7.93   	-36.93   	 58.62   	 -25.43		
 -2.14   	-36.62   	 58.51   	 -25.43		
  0.92   	-39.98   	 58.41   	 -30.52		
 -0.92   	-46.69   	 58.29   	 -30.52		
 -6.71   	-54.02   	 58.17   	 -30.52		
-14.34   	-58.29   	 58.05   	 -35.61		
-20.75   	-56.46   	 57.90   	 -35.61		
-24.11   	-48.22   	 57.76   	 -25.43		
-22.58   	-37.54   	 57.66   	 -20.35		
-17.09   	-27.77   	 57.58   	 -35.61		
 -8.85   	-20.75   	 57.44   	 -35.61		
 -0.31   	-14.34   	 57.29   	 -30.52		
  7.02   	 -4.88   	 57.17   	 -35.61		
 12.21   	  9.46   	 57.03   	 -35.61		
 14.04   	 25.94   	 56.89   	 -40.69		
 13.43   	 39.37   	 56.72   	 -35.61		
 10.68   	 46.69   	 56.58   	 -35.61		
  5.49   	 47.30   	 56.44   	 -40.69		
 -1.53   	 46.69   	 56.28   	 -45.78		
 -7.32   	 50.05   	 56.09   	 -35.61		
 -7.93   	 60.42   	 55.95   	 -35.61		
  0.00   	 77.82   	 55.81   	 -35.61		
 13.73   	 97.96   	 55.67   	 -30.52		
 28.69   	117.19   	 55.54   	 -35.61		
 37.54   	132.14   	 55.40   	 -30.52		
 36.62   	140.38   	 55.28   	 -30.52		
 27.16   	140.99   	 55.16   	 -20.35		
 16.78   	137.02   	 55.08   	 -20.35		
 12.21   	134.28   	 54.99   	 -20.35		
 14.95   	136.41   	 54.91   	 -35.61		
 22.58   	143.74   	 54.77   	 -35.61		
 30.21   	150.45   	 54.63   	 -20.35		
 33.87   	149.54   	 54.55   	 -20.35		
 33.57   	135.50   	 54.47   	 -20.35		
 32.04   	107.73   	 54.38   	 -35.61		
 30.82   	 71.11   	 54.24   	 -40.69		
 28.38   	 34.48   	 54.08   	 -40.69		
 22.58   	  6.41   	 53.92   	 -25.43		
 12.51   	 -8.54   	 53.81   	 -10.17		
 -0.61   	-12.82   	 53.77   	 -10.17		
-11.90   	-15.87   	 53.73   	 -30.52		
-18.62   	-24.72   	 53.61   	 -30.52		
-18.92   	-40.28   	 53.49   	 -30.52		
-14.65   	-56.46   	 53.37   	 -30.52		
 -9.77   	-67.44   	 53.24   	 -20.35		
 -7.63   	-69.89   	 53.16   	 -25.43		
 -5.80   	-65.61   	 53.06   	 -30.52		
 -2.44   	-57.68   	 52.94   	 -30.52		
  4.58   	-44.25   	 52.82   	 -35.61		
 13.73   	-16.78   	 52.68   	 -30.52		
 19.84   	 30.21   	 52.55   	 -25.43		
 17.70   	 87.59   	 52.45   	 -20.35		
  6.10   	131.23   	 52.37   	 -25.43		
-13.73   	133.67   	 52.27   	 -20.35		
-35.40   	 85.45   	 52.19   	 -15.26		
-50.05   	 10.68   	 52.13   	 -15.26		
-46.08   	-43.33   	 52.06   	 -10.17		
-15.56   	-29.30   	 52.02   	   0.00		
 44.86   	 79.04   	 52.02   	  -5.09		
132.75   	285.03   	 52.00   	 -15.26		
240.48   	571.29   	 51.94   	 -35.61		
359.19   	895.08   	 51.80   	 -45.78		
477.29   	1183.78   	 51.62   	 -55.95		
656.43   	1301.88(R)	 51.39   	 -25.43		
685.73   	1039.12   	 51.29   	 -20.35		
661.01   	615.54   	 51.21   	 -25.43		
587.16   	146.18   	 51.11   	 -25.43		
483.09   	-248.41   	 51.01   	 -20.35		
377.50   	-489.20   	 50.93   	 -25.43		
293.58   	-556.95   	 50.82   	 -35.61		
238.65   	-484.01   	 50.68   	 -25.43		
202.64   	-338.75   	 50.58   	 -15.26		
166.63   	-196.23   	 50.52   	 -10.17		
119.32   	-107.73   	 50.48   	 -15.26		
 63.17   	-88.20   	 50.42   	 -15.26		
 11.60   	-120.24   	 50.36   	 -20.35		
-23.50   	-167.54   	 50.27   	 -20.35		
-40.89   	-200.20   	 50.19   	 -20.35		
-47.30   	-207.52   	 50.11   	 -15.26		
-51.27   	-197.45   	 50.05   	 -10.17		
-57.37   	-183.11   	 50.01   	  -5.09		
-63.17   	-173.95   	 49.99   	 -15.26		
-66.83   	-172.12   	 49.93   	 -20.35		
-66.53   	-173.95   	 49.85   	 -15.26		
-65.00   	-175.48   	 49.79   	 -25.43		
-65.61   	-175.48   	 49.68   	 -20.35		
-71.11   	-174.87   	 49.60   	 -20.35		
-79.65   	-174.26   	 49.52   	 -20.35		
-87.59   	-173.65   	 49.44   	 -25.43		
-91.55   	-171.51   	 49.34   	  -5.09		
-89.72   	-167.54   	 49.32   	 -25.43		
-85.75   	-163.27   	 49.22   	 -20.35		
-82.40   	-160.83   	 49.14   	  -5.09		
-81.79   	-160.83   	 49.11   	  -5.09		
-81.79   	-162.66   	 49.09   	   0.00		
-78.74   	-162.66   	 49.09   	  35.61		
-72.63   	-159.30   	 49.24   	  81.38		
-66.83   	-152.59   	 49.56   	 142.42		
-66.22   	-145.57   	 50.13   	 198.37		
-71.11   	-141.30   	 50.93   	 279.75		
-79.04   	-140.69   	 52.04   	 401.83		
-85.75   	-142.21   	 53.65   	 518.82		
-89.72   	-143.74   	 55.73   	 605.29		
-93.38   	-143.74   	 58.15   	 635.81		
-98.57   	-142.21   	 60.69   	 620.55		
-103.45   	-139.16   	 63.17   	 595.11		
-102.23   	-133.36   	 65.55   	 579.86		
-92.47   	-124.82   	 67.87   	 564.60		
-79.04   	-116.58   	 70.13   	 549.34		
-71.72   	-112.30   	 72.33   	 544.25		
-76.60   	-113.22   	 74.51   	 549.34		
-90.03   	-117.49   	 76.70   	 574.77		
-103.76   	-119.63   	 79.00   	 579.86		
-108.95   	-115.66   	 81.32   	 564.60		
-106.20   	-106.51   	 83.58   	 559.51		
-102.84   	-96.13   	 85.82   	 559.51		
-104.37   	-87.28   	 88.06   	 554.42		
-109.56   	-81.48   	 90.27   	 574.77		
-111.69   	-76.29   	 92.57   	 554.42		
-104.98   	-68.66   	 94.79   	 518.82		
-92.47   	-57.37   	 96.87   	 503.56		
-82.40   	-43.95   	 98.88   	 503.56		
-82.40   	-30.21   	100.89   	 478.13		
-93.69   	-17.70   	102.81   	 427.26		
-110.47   	 -6.41   	104.52   	 391.66		
-123.90   	  5.19   	106.08   	 381.48		
-130.62   	 19.23   	107.61   	 356.05		
-131.53   	 35.71   	109.03   	 330.62		
-131.23   	 53.41   	110.36   	 279.75		
-133.06   	 70.19   	111.47   	 264.50		
-139.47   	 84.53   	112.53   	 254.32		
-148.62   	 96.13   	113.55   	 228.89		
-159.00   	107.12   	114.47   	 193.29		
-167.85   	119.02   	115.24   	 172.94		
-173.65   	133.36   	115.93   	 142.42		
-175.17   	150.76   	116.50   	 132.25		
-173.95   	170.59   	117.03   	 132.25		
-173.34   	189.51   	117.56   	 101.73		
-177.00   	205.08   	117.96   	  76.30		
-186.46   	214.23   	118.27   	  50.86		
-198.97   	217.90   	118.47   	  40.69		
-207.21   	219.12   	118.64   	  10.17		
-206.30   	221.86   	118.68(S)	 -15.26		
-197.14   	227.66   	118.62   	 -25.43		
-185.55   	235.60   	118.51   	 -35.61		
-177.61   	242.61   	118.37   	 -55.95		
-173.65   	245.97   	118.15   	 -66.12		
-168.46   	243.84   	117.88   	 -81.38		
-159.30   	235.90   	117.56   	 -96.64		
-148.01   	222.47   	117.17   	-111.90		
-139.47   	205.38   	116.72   	-116.99		
-135.80   	187.38   	116.26   	-132.25		
-132.75   	171.51   	115.73   	-152.59		
-123.60   	158.69   	115.12   	-183.11		
-106.51   	147.09   	114.38   	-198.37		
-85.75   	134.89   	113.59   	-213.63		
-66.22   	121.46   	112.74   	-218.72		
-50.96   	106.81   	111.86   	-218.72		
-38.15   	 91.55   	110.99   	-228.89		
-27.16   	 73.85   	110.07   	-239.06		
-18.92   	 53.41   	109.11   	-244.15		
-15.56   	 32.65   	108.14   	-254.32		
-15.56   	 15.26   	107.12   	-259.41		
-14.34   	  4.58   	106.08   	-264.50		
 -7.93   	  0.31   	105.03   	-279.75		
  1.83   	 -2.44   	103.91   	-300.10		
  9.46   	 -8.54   	102.71   	-305.19		
 11.60   	-18.92   	101.48   	-315.36		
  9.77   	-30.52   	100.22   	-325.53		
  7.63   	-39.37   	 98.92   	-335.71		
  8.24   	-44.25   	 97.58   	-340.79		
 10.68   	-46.69   	 96.22   	-330.62		
 10.38   	-50.05   	 94.89   	-320.45		
  6.41   	-54.32   	 93.61   	-305.19		
  1.22   	-57.68   	 92.39   	-289.93		
 -2.75   	-59.81   	 91.23   	-264.50		
 -3.97   	-61.95   	 90.17   	-233.98		
 -1.83   	-64.39   	 89.24   	-223.80		
  2.14   	-65.61   	 88.34   	-228.89		
  7.02   	-64.70   	 87.43   	-223.80		
 11.60   	-61.65   	 86.53   	-218.72		
 14.04   	-58.59   	 85.66   	-213.63		
 11.90   	-58.90   	 84.80   	-198.37		
  6.41   	-62.56   	 84.01   	-193.29		
 -0.61   	-66.83   	 83.23   	-198.37		
 -5.80   	-68.97   	 82.44   	-198.37		
 -7.63   	-68.36   	 81.65   	-183.11		
 -6.71   	-65.61   	 80.92   	-162.77		
 -5.19   	-61.95   	 80.26   	-157.68		
 -4.88   	-57.68   	 79.63   	-157.68		
 -4.27   	-50.96   	 79.00   	-152.59		
 -0.31   	-42.11   	 78.39   	-142.42		
  7.32   	-33.87   	 77.82   	-132.25		
 14.34   	-31.43   	 77.29   	-127.16		
 14.95   	-38.45   	 76.79   	-142.42		
  5.80   	-53.71   	 76.22   	-132.25		
 -9.46   	-70.80   	 75.69   	-116.99		
-21.36   	-81.18   	 75.22   	-111.90		
-23.50   	-79.96   	 74.77   	-101.73		
-16.78   	-70.19   	 74.36   	-106.82		
 -6.41   	-57.98   	 73.94   	-106.82		
  2.75   	-48.52   	 73.51   	 -96.64		
  8.54   	-43.95   	 73.12   	 -86.47		
 11.90   	-43.03   	 72.78   	 -86.47		
 13.12   	-44.56   	 72.43   	 -66.12		
  9.46   	-48.83   	 72.17   	 -71.21		
 -1.53   	-56.15   	 71.88   	 -81.38		
-15.56   	-64.39   	 71.56   	 -71.21		
-24.72   	-70.19   	 71.27   	 -66.12		
-24.72   	-71.41   	 71.01   	 -66.12		
-16.17   	-67.75   	 70.74   	 -71.21		
 -4.27   	-61.34   	 70.46   	 -61.04		
  4.58   	-54.63   	 70.21   	 -71.21		
  9.16   	-48.52   	 69.93   	 -71.21		
 10.99   	-43.95   	 69.64   	 -66.12		
 11.29   	-41.81   	 69.38   	 -50.86		
  8.54   	-42.72   	 69.18   	 -55.95		
  1.53   	-47.00   	 68.95   	 -66.12		
 -8.54   	-52.19   	 68.69   	 -55.95		
-17.40   	-54.32   	 68.46   	 -45.78		
-21.06   	-52.80   	 68.28   	 -50.86		
-19.53   	-50.05   	 68.08   	 -50.86		
-13.43   	-48.83   	 67.87   	 -50.86		
 -5.49   	-49.74   	 67.67   	 -40.69		
  2.44   	-51.27   	 67.51   	 -40.69		
  7.93   	-50.96   	 67.34   	 -50.86		
  8.54   	-47.61   	 67.14   	 -61.04		
  3.05   	-43.33   	 66.90   	 -71.21		
 -5.19   	-40.89   	 66.61   	 -61.04		
-12.51   	-41.50   	 66.37   	 -71.21		
-16.48   	-45.78   	 66.08   	 -71.21		
-17.70   	-51.88   	 65.80   	 -66.12		
-18.31   	-57.07   	 65.53   	 -61.04		
-18.31   	-58.90   	 65.29   	 -55.95		
-14.95   	-55.85   	 65.07   	 -55.95		
 -5.80   	-49.13   	 64.84   	 -50.86		
  7.63   	-42.11   	 64.64   	 -45.78		
 18.62   	-37.23   	 64.46   	 -35.61		
 20.14   	-36.01   	 64.31   	 -35.61		
  9.46   	-37.23   	 64.17   	 -35.61		
 -7.93   	-38.76   	 64.03   	 -40.69		
-25.33   	-39.98   	 63.87   	 -45.78		
-34.48   	-40.89   	 63.68   	 -50.86		
-31.13   	-41.20   	 63.48   	 -45.78		
-16.48   	-40.59   	 63.30   	 -45.78		
  3.36   	-39.37   	 63.11   	 -45.78		
 20.75   	-36.93   	 62.93   	 -45.78		
 27.16   	-35.40   	 62.75   	 -35.61		
 19.23   	-35.10   	 62.60   	 -40.69		
  1.83   	-35.40   	 62.44   	 -45.78		
-14.65   	-35.71   	 62.26   	 -30.52		
-22.89   	-35.10   	 62.14   	 -25.43		
-21.97   	-35.10   	 62.03   	 -25.43		
-16.48   	-37.23   	 61.93   	 -30.52		
-12.51   	-40.89   	 61.81   	 -25.43		
-12.21   	-44.56   	 61.71   	 -25.43		
-13.43   	-46.69   	 61.61   	 -20.35		
-12.51   	-46.39   	 61.53   	 -30.52		
 -9.16   	-45.47   	 61.40   	 -35.61		
 -3.36   	-44.86   	 61.26   	 -40.69		
  2.75   	-43.95   	 61.10   	 -40.69		
  6.71   	-42.42   	 60.94   	 -40.69		
  6.10   	-38.76   	 60.77   	 -30.52		
  1.22   	-32.96   	 60.65   	 -40.69		
 -4.58   	-25.63   	 60.49   	 -35.61		
 -9.16   	-20.14   	 60.35   	 -40.69		
-12.21   	-19.53   	 60.18   	 -40.69		
-14.95   	-25.02   	 60.02   	 -40.69		
-17.70   	-36.01   	 59.86   	 -35.61		
-18.01   	-46.69   	 59.71   	 -35.61		
-13.43   	-49.44   	 59.57   	 -45.78		
 -4.27   	-40.28   	 59.39   	 -55.95		
  3.97   	-20.45   	 59.17   	 -45.78		
  6.71   	  6.10   	 58.98   	 -45.78		
  3.66   	 31.74   	 58.80   	 -40.69		
 -0.61   	 51.57   	 58.64   	 -40.69		
 -1.83   	 63.78   	 58.47   	 -40.69		
 -0.61   	 68.97   	 58.31   	 -40.69		
  1.53   	 70.19   	 58.15   	 -35.61		
  3.66   	 71.11   	 58.01   	 -40.69		
  5.49   	 73.85   	 57.84   	 -35.61		
  7.32   	 79.96   	 57.70   	 -35.61		
  9.46   	 89.72   	 57.56   	 -40.69		
 10.68   	103.45   	 57.40   	 -45.78		
 11.60   	119.63   	 57.21   	 -40.69		
 14.65   	134.58   	 57.05   	 -45.78		
 21.06   	143.43   	 56.87   	 -40.69		
 27.47   	144.35   	 56.70   	 -40.69		
 29.91   	139.77   	 56.54   	 -40.69		
 26.55   	135.50   	 56.38   	 -35.61		
 23.19   	136.41   	 56.24   	 -40.69		
 27.47   	144.04   	 56.07   	 -40.69		
 41.50   	152.59   	 55.91   	 -35.61		
 57.68   	154.11   	 55.77   	 -30.52		
 62.26   	141.60   	 55.65   	 -30.52		
 48.22   	114.14   	 55.52   	 -30.52		
 21.06   	 76.29   	 55.40   	 -25.43		
 -4.58   	 38.76   	 55.30   	 -25.43		
-17.40   	  9.77   	 55.20   	 -35.61		
-17.40   	 -8.54   	 55.06   	 -35.61		
-12.21   	-18.92   	 54.91   	 -35.61		
 -6.41   	-26.25   	 54.77   	 -35.61		
  0.61   	-32.35   	 54.63   	 -25.43		
 10.38   	-37.23   	 54.53   	 -30.52		
 18.62   	-40.59   	 54.40   	 -30.52		
 16.17   	-45.47   	 54.28   	 -30.52		
 -0.92   	-53.71   	 54.16   	 -35.61		
-26.55   	-64.70   	 54.02   	 -30.52		
-45.78   	-72.63   	 53.90   	 -20.35		
-48.52   	-73.24   	 53.81   	 -25.43		
