  I     	  II     	  AOp     	  AOp'		
-31.74   	-65.61   	 82.58   	 -35.61		
-31.74   	-66.22   	 82.44   	 -20.35		
-29.30   	-65.31   	 82.36   	 -15.26		
-25.02   	-63.78   	 82.30   	 -45.78		
-21.67   	-62.26   	 82.12   	 -81.38		
-20.14   	-62.26   	 81.79   	-132.25		
-21.67   	-63.17   	 81.26   	-193.29		
-25.02   	-65.00   	 80.49   	-244.15		
-28.08   	-67.14   	 79.51   	-279.75		
-29.30   	-68.97   	 78.39   	-284.84		
-28.38   	-70.50   	 77.25   	-269.58		
-26.25   	-72.02   	 76.17   	-239.06		
-25.02   	-73.24   	 75.22   	-183.11		
-25.33   	-74.16   	 74.49   	-132.25		
-26.86   	-75.38   	 73.96   	 -86.47		
-28.38   	-76.90   	 73.61   	 -35.61		
-29.91   	-79.04   	 73.47   	  -5.09		
-31.13   	-80.26   	 73.45   	  30.52		
-32.04   	-80.57   	 73.57   	  61.04		
-32.65   	-80.26   	 73.81   	  86.47		
-32.96   	-81.18   	 74.16   	 127.16		
-33.57   	-83.62   	 74.67   	 147.51		
-34.48   	-87.59   	 75.26   	 162.77		
-35.40   	-90.64   	 75.91   	 152.59		
-34.48   	-91.86   	 76.52   	 127.16		
-32.35   	-91.25   	 77.03   	  71.21		
-30.21   	-91.25   	 77.31   	   5.09		
-28.99   	-92.77   	 77.33   	 -76.30		
-28.38   	-95.21   	 77.03   	-142.42		
-27.77   	-97.96   	 76.46   	-178.03		
-26.25   	-99.79   	 75.75   	-198.37		
-25.02   	-101.01   	 74.95   	-183.11		
-25.63   	-102.84   	 74.22   	-152.59		
-27.77   	-105.29   	 73.61   	-122.07		
-29.91   	-108.03   	 73.12   	 -96.64		
-30.82   	-109.86   	 72.74   	 -81.38		
-29.30   	-111.08   	 72.41   	 -86.47		
-26.25   	-111.69   	 72.06   	-101.73		
-22.89   	-112.30   	 71.66   	-101.73		
-19.84   	-112.30   	 71.25   	-106.82		
-18.01   	-112.00   	 70.82   	 -96.64		
-17.70   	-112.61   	 70.44   	 -81.38		
-18.31   	-114.44   	 70.11   	 -55.95		
-18.31   	-116.27   	 69.89   	 -30.52		
-17.09   	-117.49   	 69.77   	 -20.35		
-15.56   	-117.80   	 69.68   	  -5.09		
-14.65   	-117.49   	 69.66   	   0.00		
-14.95   	-116.88   	 69.66   	   0.00		
-15.87   	-116.88   	 69.66   	   5.09		
-15.87   	-116.58   	 69.68   	   5.09		
-13.73   	-115.36   	 69.70   	  10.17		
-11.29   	-114.14   	 69.75   	   5.09		
-10.68   	-113.53   	 69.77   	 -10.17		
-11.90   	-113.53   	 69.73   	 -20.35		
-14.34   	-113.53   	 69.64   	 -45.78		
-16.48   	-112.61   	 69.46   	 -76.30		
-17.40   	-111.69   	 69.16   	 -96.64		
-17.40   	-110.78   	 68.77   	-122.07		
-17.40   	-110.17   	 68.28   	-127.16		
-17.09   	-109.25   	 67.77   	-127.16		
-16.78   	-107.42   	 67.26   	-122.07		
-15.87   	-105.59   	 66.77   	-106.82		
-15.56   	-104.68   	 66.35   	 -91.56		
-15.87   	-104.68   	 65.98   	 -76.30		
-16.48   	-105.29   	 65.68   	 -71.21		
-16.48   	-105.29   	 65.39   	 -55.95		
-15.56   	-104.37   	 65.17   	 -55.95		
-14.04   	-102.54   	 64.94   	 -50.86		
-14.04   	-101.32   	 64.74   	 -50.86		
-15.56   	-101.01   	 64.54   	 -50.86		
-18.31   	-101.32   	 64.33   	 -50.86		
-20.45   	-101.01   	 64.13   	 -45.78		
-21.06   	-99.79   	 63.95   	 -40.69		
-20.14   	-97.96   	 63.78   	 -35.61		
-18.92   	-96.44   	 63.64   	 -25.43		
-18.62   	-95.52   	 63.54   	 -20.35		
-19.23   	-95.21   	 63.46   	 -10.17		
-19.84   	-94.30   	 63.42   	   0.00		
-20.45   	-92.47   	 63.42   	   0.00		
-20.45   	-89.72   	 63.42   	   5.09		
