  I     	  II     	  AOp     	  AOp'		
-32.35   	-29.60   	111.62   	  45.78		
-33.87   	-30.52   	111.80   	  25.43		
-35.10   	-31.74   	111.90   	 -40.69		
-36.01   	-32.65   	111.74   	-132.25		
-36.32   	-32.04   	111.21   	-157.68		
-35.71   	-29.60   	110.58   	-203.46		
-35.10   	-26.25   	109.77   	-244.15		
-35.40   	-22.89   	108.79   	-198.37		
-36.32   	-20.75   	108.00   	-111.90		
-37.23   	-20.14   	107.55   	 -10.17		
-36.93   	-19.23   	107.51   	  76.30		
-33.87   	-17.09   	107.81   	 137.33		
-29.60   	-14.04   	108.36   	 147.51		
-25.63   	-11.60   	108.95   	 106.82		
-24.11   	-11.60   	109.38   	  35.61		
-25.63   	-12.82   	109.52   	 -35.61		
-27.47   	-13.73   	109.38   	 -86.47		
-27.77   	-11.90   	109.03   	-116.99		
-24.72   	 -7.32   	108.57   	-152.59		
-19.84   	 -2.14   	107.95   	-172.94		
-15.26   	  0.92   	107.26   	-178.03		
-12.51   	  0.61   	106.55   	-167.85		
-12.51   	 -1.53   	105.88   	-137.33		
-13.43   	 -3.66   	105.33   	 -96.64		
-14.04   	 -3.36   	104.94   	 -55.95		
-12.82   	 -1.22   	104.72   	 -20.35		
-10.07   	  1.22   	104.64   	  -5.09		
 -8.24   	  1.22   	104.62   	 -20.35		
 -8.54   	 -1.53   	104.54   	 -55.95		
-11.29   	 -6.41   	104.31   	 -91.56		
-14.04   	-11.29   	103.95   	-127.16		
-15.26   	-14.34   	103.44   	-162.77		
-14.34   	-15.26   	102.79   	-167.85		
-12.51   	-14.95   	102.12   	-132.25		
-11.90   	-14.95   	101.59   	-106.82		
-12.21   	-15.87   	101.16   	 -96.64		
-12.21   	-17.40   	100.77   	 -91.56		
-12.21   	-19.53   	100.41   	 -81.38		
-12.21   	-21.97   	100.08   	 -76.30		
-14.04   	-24.41   	 99.78   	 -81.38		
-17.09   	-25.94   	 99.45   	 -81.38		
-20.75   	-26.25   	 99.12   	-106.82		
