  I     	  II     	  LV     	  LV'		  AO     	  AO'		
-225.52   	-16.48   	 34.83   	  25.43		108.18   	-244.15		
-224.30   	 -9.46   	 34.93   	 167.85		107.20   	-239.06		
-193.79   	-10.07   	 35.61   	 315.36		106.25   	-223.80		
-157.47   	-15.26   	 36.87   	 462.87		105.35   	-218.72		
-132.14   	-48.52   	 38.72   	 615.46		104.48   	-213.63		
-106.51   	-123.60   	 41.18   	 762.97		103.62   	-203.46		
-73.24   	-177.31   	 44.23   	 900.30		102.81   	-193.29		
-64.70   	-207.21   	 47.83   	1022.38		102.03   	-183.11		
-47.61   	-234.38   	 51.92   	1134.28		101.30   	-178.03		
-40.59   	-230.10   	 56.46   	1220.75		100.59   	-162.77		
-37.54   	-238.95   	 61.34   	1291.96		 99.94   	-147.51		
 -7.63   	-258.48   	 66.51   	1327.56		 99.35   	-132.25		
 -1.83   	-271.00   	 71.82   	1337.74		 98.82   	-116.99		
 11.90   	-286.56   	 77.17   	1312.30		 98.35   	 -91.56		
 16.48   	-293.27   	 82.42   	1266.53		 97.99   	 -66.12		
 12.51   	-274.96   	 87.49   	1210.58		 97.72   	 -45.78		
 28.69   	-242.31   	 92.33   	1149.54		 97.54   	 -25.43		
 17.40   	-229.19   	 96.93   	1088.50		 97.44   	   0.00		
 18.31   	-198.67   	101.28   	1042.72		 97.44   	  25.43		
 22.89   	-199.28   	105.45   	1002.03		 97.54   	  50.86		
 17.40   	-220.03   	109.46   	 971.51		 97.74   	  76.30		
 35.40   	-214.84   	113.35   	 940.99		 98.05   	  96.64		
 54.63   	-216.37   	117.11   	 910.47		 98.43   	 116.99		
 50.96   	-224.00   	120.75   	 869.78		 98.90   	 137.33		
 55.85   	-230.41   	124.23   	 808.75		 99.45   	 157.68		
 64.09   	-244.14   	127.47   	 737.54		100.08   	 172.94		
 69.58   	-257.26   	130.42   	 661.24		100.77   	 188.20		
 75.99   	-267.03   	133.06   	 579.86		101.53   	 198.37		
 97.05   	-268.25   	135.38   	 493.39		102.32   	 203.46		
120.54   	-276.18   	137.35   	 417.09		103.13   	 208.54		
137.02   	-287.48   	139.02   	 335.71		103.97   	 208.54		
176.09   	-293.58   	140.37   	 269.58		104.80   	 213.63		
197.14   	-310.36   	141.44   	 198.37		105.66   	 208.54		
213.62   	-318.60   	142.24   	 122.07		106.49   	 203.46		
248.11   	-324.10   	142.73   	  40.69		107.30   	 193.29		
271.30   	-335.69   	142.89   	 -35.61		108.08   	 183.11		
302.12   	-335.39   	142.75   	-116.99		108.81   	 172.94		
331.73   	-342.41   	142.28   	-188.20		109.50   	 162.77		
350.65   	-345.46   	141.53   	-254.32		110.15   	 137.33		
379.03   	-336.61   	140.51   	-305.19		110.70   	 127.16		
401.00   	-335.08   	139.29   	-345.88		111.21   	 101.73		
422.97   	-325.01   	137.90   	-376.40		111.62   	  86.47		
453.49   	-311.28   	136.40   	-406.92		111.96   	  55.95		
469.67   	-302.73   	134.77   	-437.43		112.19   	  35.61		
486.15   	-274.96   	133.02   	-457.78		112.33   	   5.09		
497.44   	-255.74   	131.19   	-488.30		112.35   	 -15.26		
492.86   	-231.63   	129.24   	-508.65		112.29   	 -40.69		
487.67   	-205.38   	127.20   	-528.99		112.13   	 -61.04		
483.40   	-186.16   	125.09   	-534.08		111.88   	 -81.38		
477.91   	-151.67   	122.95   	-539.16		111.56   	-101.73		
469.67   	-119.02   	120.79   	-534.08		111.15   	-116.99		
456.24   	-86.67   	118.66   	-523.90		110.68   	-132.25		
433.35   	-56.76   	116.56   	-513.73		110.15   	-137.33		
404.36   	-29.60   	114.51   	-498.47		109.60   	-157.68		
367.13   	 -0.92   	112.51   	-493.39		108.97   	-162.77		
335.69   	 18.92   	110.54   	-483.21		108.32   	-167.85		
309.14   	 42.11   	108.61   	-488.30		107.65   	-183.11		
285.34   	 56.15   	106.65   	-488.30		106.92   	-188.20		
256.35   	 59.51   	104.70   	-508.65		106.16   	-193.29		
220.95   	 68.97   	102.66   	-523.90		105.39   	-203.46		
178.83   	 76.60   	100.57   	-544.25		104.58   	-208.54		
134.58   	 75.68   	 98.39   	-574.77		103.74   	-208.54		
107.73   	 74.16   	 96.09   	-605.29		102.91   	-218.72		
 90.33   	 72.63   	 93.67   	-630.72		102.03   	-213.63		
 59.81   	 61.65   	 91.15   	-666.32		101.18   	-218.72		
 37.54   	 54.02   	 88.48   	-696.84		100.30   	-218.72		
 10.68   	 50.96   	 85.70   	-722.28		 99.43   	-213.63		
-16.78   	 39.06   	 82.81   	-747.71		 98.58   	-213.63		
-20.45   	 36.01   	 79.82   	-773.14		 97.72   	-208.54		
-25.94   	 29.30   	 76.72   	-793.49		 96.89   	-203.46		
-35.10   	 21.06   	 73.55   	-803.66		 96.07   	-198.37		
-33.26   	 23.80   	 70.34   	-818.92		 95.28   	-198.37		
-56.46   	 13.43   	 67.06   	-813.83		 94.49   	-188.20		
-67.14   	 15.56   	 63.80   	-803.66		 93.73   	-183.11		
-70.19   	 13.43   	 60.59   	-783.31		 93.00   	-172.94		
-86.36   	  2.44   	 57.46   	-762.97		 92.31   	-172.94		
-75.99   	  4.58   	 54.40   	-737.54		 91.62   	-167.85		
-66.83   	 -2.44   	 51.45   	-701.93		 90.95   	-157.68		
-69.89   	 -3.05   	 48.65   	-681.58		 90.32   	-157.68		
-65.61   	 -1.22   	 45.92   	-656.15		 89.68   	-157.68		
-74.46   	 -5.49   	 43.30   	-630.72		 89.05   	-152.59		
-84.23   	 -3.05   	 40.77   	-605.29		 88.44   	-152.59		
-87.89   	 -7.32   	 38.35   	-579.86		 87.83   	-147.51		
-82.09   	 -7.63   	 36.03   	-549.34		 87.24   	-147.51		
-73.24   	 -4.27   	 33.84   	-508.65		 86.65   	-147.51		
-77.21   	 -9.16   	 31.80   	-473.04		 86.06   	-147.51		
-77.82   	 -4.27   	 29.91   	-432.35		 85.47   	-142.42		
-79.65   	 -0.31   	 28.18   	-386.57		 84.90   	-142.42		
-74.46   	  2.44   	 26.63   	-345.88		 84.33   	-142.42		
-74.16   	  2.44   	 25.25   	-305.19		 83.76   	-137.33		
-74.77   	 -0.31   	 24.03   	-274.67		 83.21   	-137.33		
-70.80   	  1.53   	 22.93   	-244.15		 82.66   	-137.33		
-83.31   	 -2.75   	 21.95   	-228.89		 82.12   	-132.25		
-78.74   	  0.61   	 21.04   	-213.63		 81.59   	-132.25		
-79.35   	 -3.66   	 20.18   	-213.63		 81.06   	-127.16		
-95.83   	-12.82   	 19.33   	-213.63		 80.55   	-132.25		
-103.76   	-13.43   	 18.47   	-218.72		 80.02   	-127.16		
-106.81   	-10.68   	 17.60   	-223.80		 79.51   	-132.25		
-101.32   	 -6.10   	 16.70   	-223.80		 78.98   	-127.16		
-96.13   	 -1.53   	 15.81   	-213.63		 78.47   	-127.16		
-96.74   	 -4.27   	 14.95   	-193.29		 77.97   	-127.16		
-102.54   	-11.29   	 14.18   	-167.85		 77.46   	-122.07		
-106.51   	 -6.41   	 13.51   	-137.33		 76.97   	-122.07		
-101.32   	 -0.61   	 12.96   	-106.82		 76.48   	-111.90		
-97.35   	  1.53   	 12.53   	 -81.38		 76.03   	-111.90		
-105.90   	  0.61   	 12.21   	 -55.95		 75.58   	-111.90		
-119.02   	-10.38   	 11.98   	 -45.78		 75.14   	-101.73		
-125.73   	-14.95   	 11.80   	 -35.61		 74.73   	-101.73		
-130.00   	-17.70   	 11.66   	 -35.61		 74.32   	 -96.64		
-121.46   	-19.84   	 11.52   	 -40.69		 73.94   	 -91.56		
-108.95   	-13.73   	 11.35   	 -40.69		 73.57   	 -91.56		
-103.76   	-15.87   	 11.19   	 -45.78		 73.20   	 -86.47		
-105.29   	-22.28   	 11.01   	 -40.69		 72.86   	 -81.38		
-108.34   	-18.01   	 10.84   	 -35.61		 72.53   	 -81.38		
-113.22   	-20.45   	 10.70   	 -35.61		 72.21   	 -81.38		
-115.66   	-28.08   	 10.56   	 -20.35		 71.88   	 -76.30		
-111.39   	-25.63   	 10.48   	 -15.26		 71.58   	 -76.30		
-117.49   	-34.48   	 10.42   	 -10.17		 71.27   	 -71.21		
-113.83   	-37.54   	 10.38   	 -10.17		 70.99   	 -76.30		
-112.00   	-32.04   	 10.34   	 -10.17		 70.68   	 -71.21		
-116.88   	-40.28   	 10.29   	 -15.26		 70.40   	 -71.21		
-111.08   	-39.67   	 10.23   	 -15.26		 70.11   	 -71.21		
-114.75   	-45.47   	 10.17   	 -15.26		 69.83   	 -71.21		
-122.99   	-55.24   	 10.11   	 -15.26		 69.54   	 -76.30		
-135.50   	-55.24   	 10.05   	 -15.26		 69.24   	 -71.21		
-137.33   	-50.66   	  9.99   	 -15.26		 68.95   	 -71.21		
-136.41   	-54.32   	  9.93   	 -10.17		 68.67   	 -76.30		
-133.36   	-54.93   	  9.89   	  -5.09		 68.36   	 -71.21		
-126.65   	-57.68   	  9.87   	  -5.09		 68.08   	 -71.21		
-126.65   	-64.70   	  9.85   	  -5.09		 67.79   	 -76.30		
-119.63   	-61.04   	  9.83(D)	   0.00		 67.49   	 -66.12		
-122.07   	-59.20   	  9.83   	   0.00		 67.22   	 -71.21		
-118.10   	-54.32   	  9.83   	   5.09		 66.94   	 -66.12		
-113.83   	-52.49   	  9.85   	   0.00		 66.67   	 -66.12		
-119.02   	-57.68   	  9.85   	   5.09		 66.41   	 -66.12		
-125.12   	-54.02   	  9.87   	   5.09		 66.14   	 -61.04		
-135.50   	-60.42   	  9.89   	  10.17		 65.90   	 -61.04		
-137.02   	-62.56   	  9.93   	   5.09		 65.66   	 -61.04		
-143.74   	-60.42   	  9.95   	  10.17		 65.41   	 -61.04		
-145.26   	-65.92   	  9.99   	  10.17		 65.17   	 -55.95		
-135.80   	-69.58   	 10.03   	  10.17		 64.94   	 -61.04		
-125.43   	-67.14   	 10.07   	  15.26		 64.70   	 -55.95		
-127.56   	-69.27   	 10.13   	  15.26		 64.48   	 -55.95		
-120.85   	-66.83   	 10.19   	  20.35		 64.25   	 -55.95		
-113.22   	-62.26   	 10.27   	  25.43		 64.03   	 -50.86		
-124.21   	-61.65   	 10.38   	  20.35		 63.82   	 -55.95		
-123.90   	-60.73   	 10.46   	  20.35		 63.60   	 -55.95		
-124.21   	-65.31   	 10.54   	  10.17		 63.38   	 -55.95		
-139.47   	-70.50   	 10.58   	   5.09		 63.15   	 -55.95		
-137.33   	-72.33   	 10.60   	   5.09		 62.93   	 -61.04		
-141.60   	-80.87   	 10.62   	  -5.09		 62.69   	 -55.95		
-133.97   	-70.50   	 10.60   	   0.00		 62.46   	 -55.95		
-124.82   	-67.44   	 10.60   	  -5.09		 62.24   	 -61.04		
-134.58   	-67.44   	 10.58   	   0.00		 61.99   	 -55.95		
-136.72   	-66.53   	 10.58   	   5.09		 61.77   	 -55.95		
-143.74   	-77.51   	 10.60   	  10.17		 61.55   	 -55.95		
-144.65   	-77.21   	 10.64   	  10.17		 61.32   	 -55.95		
-141.91   	-80.26   	 10.68   	  10.17		 61.10   	 -55.95		
-121.46   	-68.05   	 10.72   	  10.17		 60.87   	 -55.95		
-125.12   	-64.39   	 10.76   	   5.09		 60.65   	 -50.86		
-130.62   	-70.80   	 10.78   	  10.17		 60.45   	 -50.86		
-119.32   	-69.27   	 10.82   	   0.00		 60.24   	 -55.95		
-130.00   	-75.68   	 10.82   	  10.17		 60.02   	 -50.86		
-119.02   	-73.55   	 10.86   	   5.09		 59.82   	 -50.86		
-111.39   	-66.53   	 10.89   	  10.17		 59.61   	 -45.78		
-122.07   	-68.05   	 10.93   	  20.35		 59.43   	 -50.86		
-126.65   	-72.63   	 11.01   	  20.35		 59.23   	 -45.78		
-129.09   	-71.11   	 11.09   	  20.35		 59.04   	 -45.78		
-131.53   	-79.96   	 11.17   	  25.43		 58.86   	 -40.69		
-131.23   	-71.11   	 11.27   	  20.35		 58.70   	 -45.78		
-126.34   	-64.70   	 11.35   	  20.35		 58.51   	 -40.69		
-124.82   	-74.77   	 11.43   	  20.35		 58.35   	 -40.69		
-130.31   	-70.19   	 11.52   	  15.26		 58.19   	 -40.69		
-126.95   	-77.21   	 11.58   	  10.17		 58.03   	 -40.69		
-126.04   	-83.92   	 11.62   	  15.26		 57.86   	 -40.69		
-138.55   	-79.96   	 11.68   	  10.17		 57.70   	 -40.69		
-134.28   	-76.29   	 11.72   	  10.17		 57.54   	 -35.61		
-132.75   	-75.99   	 11.76   	  15.26		 57.40   	 -40.69		
-137.02   	-83.31   	 11.82   	  10.17		 57.23   	 -40.69		
-133.67   	-80.26   	 11.86   	  15.26		 57.07   	 -35.61		
-138.85   	-89.11   	 11.92   	  20.35		 56.93   	 -40.69		
-136.41   	-84.53   	 12.00   	  15.26		 56.76   	 -35.61		
-144.65   	-79.35   	 12.07   	  20.35		 56.62   	 -35.61		
-148.93   	-82.70   	 12.15   	  15.26		 56.48   	 -40.69		
-132.14   	-71.72   	 12.21   	  15.26		 56.32   	 -35.61		
-138.85   	-81.48   	 12.27   	  15.26		 56.17   	 -35.61		
-127.87   	-73.85   	 12.33   	  15.26		 56.03   	 -35.61		
-119.93   	-70.80   	 12.39   	  10.17		 55.89   	 -35.61		
-134.89   	-73.85   	 12.43   	  10.17		 55.75   	 -35.61		
-137.02   	-68.66   	 12.47   	  10.17		 55.61   	 -35.61		
-138.85   	-73.24   	 12.51   	  10.17		 55.46   	 -35.61		
-136.72   	-75.07   	 12.55   	  15.26		 55.32   	 -35.61		
-131.84   	-73.24   	 12.61   	  10.17		 55.18   	 -35.61		
-136.11   	-76.29   	 12.66   	  15.26		 55.04   	 -35.61		
-145.26   	-77.82   	 12.72   	  15.26		 54.89   	 -35.61		
-143.13   	-71.41   	 12.78   	  15.26		 54.75   	 -30.52		
-143.74   	-75.38   	 12.84   	  15.26		 54.63   	 -35.61		
-130.31   	-79.04   	 12.90   	  15.26		 54.49   	 -30.52		
-120.24   	-68.66   	 12.96   	  10.17		 54.36   	 -30.52		
-116.58   	-70.19   	 13.00   	  15.26		 54.24   	 -35.61		
-117.80   	-70.50   	 13.06   	   5.09		 54.10   	 -30.52		
-128.78   	-65.61   	 13.08   	  10.17		 53.98   	 -30.52		
-133.67   	-68.66   	 13.12   	   5.09		 53.86   	 -35.61		
-143.13   	-72.63   	 13.14   	   0.00		 53.71   	 -30.52		
-146.18   	-68.05   	 13.14   	   5.09		 53.59   	 -35.61		
-142.21   	-67.75   	 13.16   	   0.00		 53.45   	 -35.61		
-134.89   	-70.50   	 13.16   	   5.09		 53.31   	 -30.52		
-129.70   	-67.75   	 13.18   	   0.00		 53.18   	 -40.69		
-128.17   	-75.07   	 13.18   	   0.00		 53.02   	 -35.61		
-127.26   	-72.02   	 13.18   	   5.09		 52.88   	 -35.61		
-127.56   	-63.78   	 13.20   	   0.00		 52.74   	 -35.61		
-129.70   	-68.05   	 13.20   	   0.00		 52.59   	 -40.69		
-129.09   	-61.04   	 13.20   	   0.00		 52.43   	 -35.61		
-122.07   	-55.54   	 13.20   	   0.00		 52.29   	 -35.61		
-133.97   	-66.53   	 13.20   	   0.00		 52.15   	 -35.61		
-116.27   	-59.51   	 13.20   	   0.00		 52.00   	 -35.61		
-102.54   	-54.32   	 13.20   	   5.09		 51.86   	 -35.61		
-110.47   	-54.63   	 13.22   	   5.09		 51.72   	 -35.61		
-102.23   	-29.60   	 13.25   	   5.09		 51.58   	 -35.61		
-113.53   	 -5.80   	 13.27   	   5.09		 51.43   	 -30.52		
-123.60   	 11.90   	 13.29   	   0.00		 51.31   	 -35.61		
-114.75   	 22.28   	 13.29   	   5.09		 51.17   	 -30.52		
-100.10   	 28.69   	 13.31   	   0.00		 51.05   	 -30.52		
-90.33   	 31.13   	 13.31   	   0.00		 50.93   	 -30.52		
-96.74   	 19.53   	 13.31   	   0.00		 50.80   	 -30.52		
-85.75   	 34.18   	 13.31   	   0.00		 50.68   	 -25.43		
-90.33   	 34.79   	 13.31   	   0.00		 50.58   	 -30.52		
-86.36   	 16.17   	 13.31   	   5.09		 50.46   	 -25.43		
-76.90   	 10.99   	 13.33   	  10.17		 50.36   	 -25.43		
-83.62   	 10.07   	 13.37   	  10.17		 50.25   	 -25.43		
-100.10   	 -3.36   	 13.41   	  15.26		 50.15   	 -25.43		
-108.64   	-14.65   	 13.47   	  10.17		 50.05   	 -25.43		
-114.44   	-25.94   	 13.51   	  15.26		 49.95   	 -20.35		
-114.14   	-45.17   	 13.57   	  10.17		 49.87   	 -25.43		
-101.01   	-57.07   	 13.61   	   5.09		 49.77   	 -25.43		
-92.47   	-50.96   	 13.63   	   5.09		 49.66   	 -25.43		
-86.67   	-44.25   	 13.65   	   5.09		 49.56   	 -20.35		
-77.82   	-43.95   	 13.67   	   5.09		 49.48   	 -25.43		
-92.16   	-56.15   	 13.69   	   5.09		 49.38   	 -25.43		
-105.90   	-67.14   	 13.71   	  15.26		 49.28   	 -20.35		
-119.32   	-72.02   	 13.77   	  15.26		 49.20   	 -25.43		
-135.80   	-77.21   	 13.84   	  20.35		 49.09   	 -20.35		
-148.32   	-86.98   	 13.92   	  25.43		 49.01   	 -25.43		
-143.43   	-94.91   	 14.02   	  25.43		 48.91   	 -20.35		
-141.60   	-99.18   	 14.12   	  30.52		 48.83   	 -20.35		
-144.65   	-104.37   	 14.24   	  30.52		 48.75   	 -25.43		
-123.60   	-97.66   	 14.36   	  30.52		 48.65   	 -20.35		
-114.75   	-85.75   	 14.49   	  35.61		 48.57   	 -20.35		
-115.36   	-87.89   	 14.63   	  30.52		 48.48   	 -25.43		
-114.44   	-90.03   	 14.75   	  30.52		 48.38   	 -20.35		
-115.97   	-87.59   	 14.87   	  25.43		 48.30   	 -25.43		
-121.77   	-88.81   	 14.97   	  20.35		 48.20   	 -20.35		
-123.60   	-86.98   	 15.06   	  10.17		 48.12   	 -25.43		
-113.83   	-88.50   	 15.10   	  10.17		 48.02   	 -25.43		
-131.84   	-96.44   	 15.14   	   5.09		 47.91   	 -25.43		
-127.26   	-91.86   	 15.16   	   0.00		 47.81   	 -25.43		
-136.11   	-91.86   	 15.16   	   5.09		 47.71   	 -25.43		
-157.47   	-70.80   	 15.18   	  10.17		 47.61   	 -30.52		
-181.88   	-21.67   	 15.22   	  20.35		 47.49   	 -25.43		
-238.95   	 36.62   	 15.30   	  30.52		 47.39   	 -25.43		
-248.72   	101.62   	 15.42   	  40.69		 47.28   	 -25.43		
-206.91   	190.12   	 15.58   	  50.86		 47.18   	 -20.35		
-104.68   	268.25   	 15.79   	  61.04		 47.10   	 -25.43		
 84.53   	331.42   	 16.03   	  71.21		 47.00   	 -20.35		
319.21   	413.82   	 16.32   	  81.38		 46.92   	 -20.35		
572.51   	407.10   	 16.64   	  86.47		 46.84   	 -20.35		
797.42   	159.91   	 16.99   	  91.56		 46.75   	 -20.35		
976.26   	-215.15   	 17.35   	  96.64		 46.67   	 -15.26		
1038.21   	-653.99   	 17.74   	 106.82		 46.61   	 -20.35		
968.32   	-1048.58   	 18.17   	 111.90		 46.53   	 -15.26		
820.92   	-1181.64   	 18.62   	 122.07		 46.47   	 -20.35		
652.77   	-1187.74(R)	 19.10(E)	 137.33		 46.39   	 -15.26		
491.94   	-1173.71   	 19.65   	 157.68		 46.33   	 -20.35		
379.03   	-1083.37   	 20.28   	 198.37		 46.25   	 -20.35		
285.95   	-968.63   	 21.08   	 254.32		 46.16   	 -20.35		
197.45   	-714.11   	 22.10   	 340.79		 46.08   	 -20.35		
 87.59   	-421.75   	 23.46   	 462.87		 46.00   	 -20.35		
-24.41   	-204.77   	 25.31   	 605.29		 45.92   	 -15.26		
-80.57   	-97.05   	 27.73   	 788.40		 45.86   	 -10.17		
-119.63   	-96.44   	 30.88   	 971.51		 45.82   	   0.00		
-140.69   	-96.74   	 34.77   	1159.71		 45.82   	  15.26		
-135.19   	-87.59   	 39.41   	1327.56		 45.88   	  25.43		
-149.54   	-76.60   	 44.72   	1464.90		 45.98   	  40.69		
-173.34   	-56.15   	 50.58   	1576.80		 46.14   	  61.04		
-170.90   	-54.93   	 56.89   	1653.10		 46.39   	  81.38		
-167.24   	-52.19   	 63.50   	1703.96		 46.71   	 101.73		
-155.03   	-32.65   	 70.32   	1744.65		 47.12   	 122.07		
-143.43   	-29.60   	 77.29   	1765.00		 47.61   	 142.42		
-150.15   	-36.01   	 84.35   	1780.26		 48.18   	 162.77		
-155.94   	-35.71   	 91.47   	1795.52		 48.83   	 188.20		
-169.07   	-39.06   	 98.66   	1775.17		 49.58   	 213.63		
-167.24   	-21.97   	105.76   	1749.74		 50.44   	 233.98		
-175.17   	-29.30   	112.76   	1693.79		 51.37   	 254.32		
-173.34   	-32.35   	119.53   	1642.92		 52.39   	 279.75		
-163.88   	-25.63   	126.10   	1581.89		 53.51   	 300.10		
-163.88   	-31.13   	132.43   	1510.68		 54.71   	 325.53		
-152.28   	-21.06   	138.47   	1439.47		 56.01   	 345.88		
-151.37   	-14.04   	144.23   	1358.08		 57.40   	 361.14		
-150.76   	-12.21   	149.66   	1276.70		 58.84   	 381.48		
-150.45   	-10.99   	154.77   	1180.06		 60.37   	 391.66		
-150.15   	 -9.77   	159.49   	1083.41		 61.93   	 401.83		
-144.35   	 -8.24   	163.82   	 996.94		 63.54   	 401.83		
-150.76   	 -3.97   	167.81   	 925.73		 65.15   	 396.74		
-149.23   	  0.00   	171.52   	 864.70		 66.73   	 396.74		
-153.20   	  4.58   	174.97   	 839.26		 68.32   	 386.57		
-153.20   	 10.38   	178.33   	 829.09		 69.87   	 376.40		
-144.04   	 17.70   	181.65   	 854.52		 71.37   	 376.40		
-146.79   	 19.84   	185.07   	 910.47		 72.88   	 381.48		
-146.18   	 26.25   	188.71   	 986.77		 74.40   	 391.66		
-144.35   	 31.13   	192.65   	1042.72		 75.97   	 417.09		
-141.91   	 36.62   	196.83   	1042.72		 77.64   	 442.52		
-139.47   	 42.42   	201.00   	 956.25		 79.41   	 478.13		
-149.23   	 49.13   	204.82   	 798.57		 81.32   	 513.73		
-150.15   	 56.15   	208.02   	 590.03		 83.38   	 539.16		
-159.91   	 59.51   	210.38   	 371.31		 85.53   	 564.60		
-160.52   	 70.19   	211.86   	 203.46		 87.79   	 584.94		
-150.76   	 82.70   	212.67   	 122.07		 90.13   	 595.11		
-135.80   	 96.74   	213.16   	 122.07		 92.51   	 605.29		
-140.99   	104.98   	213.65   	 198.37		 94.93   	 620.55		
-124.82   	129.70   	214.44   	 310.27		 97.42   	 625.63		
-119.93   	148.93   	215.69   	 412.00		 99.92   	 640.89		
-122.07   	164.18   	217.33   	 452.69		102.48   	 640.89		
-108.03   	193.48   	219.14   	 422.18		105.05   	 635.81		
-103.45   	207.52   	220.83   	 335.71		107.59   	 610.37		
-107.12   	222.78   	222.18   	 228.89		110.03   	 584.94		
-105.90   	236.21   	223.09   	 142.42		112.37   	 559.51		
-104.06   	252.38   	223.66   	 122.07		114.61   	 534.08		
-99.18   	266.11   	224.15   	 137.33		116.74   	 518.82		
-94.60   	278.02   	224.70   	 183.11		118.82   	 513.73		
-80.87   	297.55   	225.43   	 239.06		120.87   	 503.56		
-72.63   	311.58   	226.39   	 264.50		122.89   	 508.65		
-72.02   	317.69   	227.45   	 249.24		124.92   	 503.56		
-64.70   	321.66   	228.44   	 193.29		126.94   	 508.65		
-57.07   	320.13   	229.22   	 106.82		128.97   	 503.56		
-47.61   	310.67   	229.64   	  20.35		130.99   	 503.56		
-37.54   	306.09   	229.72(S)	 -55.95		133.00   	 493.39		
-36.62   	303.34   	229.50   	 -96.64		134.97   	 483.21		
-36.01   	292.66   	229.11   	-106.82		136.91   	 483.21		
-47.91   	272.22   	228.69   	 -91.56		138.84   	 467.95		
-51.57   	254.52   	228.32   	 -81.38		140.71   	 462.87		
-60.42   	220.95   	228.00   	 -91.56		142.56   	 442.52		
-59.20   	197.75   	227.63   	-122.07		144.33   	 432.35		
-68.97   	174.26   	227.14   	-193.29		146.06   	 401.83		
-77.82   	141.30   	226.37   	-295.01		147.67   	 371.31		
-68.66   	119.32   	225.19   	-401.83		149.16   	 340.79		
-66.22   	 95.21   	223.58   	-498.47		150.52   	 305.19		
-54.63   	 74.16   	221.59   	-554.42		151.74   	 269.58		
-55.24   	 53.10   	219.37   	-559.51		152.82   	 233.98		
-70.50   	 33.57   	217.13   	-518.82		153.75   	 203.46		
-79.35   	 13.73   	215.06   	-447.61		154.57   	 183.11		
-87.89   	 -8.85   	213.26   	-391.66		155.30   	 152.59		
-82.40   	-15.26   	211.70   	-386.57		155.91   	 132.25		
-83.01   	-23.19   	210.15   	-452.69		156.44   	  96.64		
-93.69   	-36.32   	208.34   	-564.60		156.83   	  61.04		
-107.73   	-43.33   	206.08   	-712.10		157.07   	  20.35		
