  I     	  II     	  AO     	  AO'		  AO     	  AO'		
-64.09   	 72.02   	107.91   	-259.41		111.98   	-284.84		
-56.76   	 70.50   	106.88   	-244.15		110.84   	-279.75		
-54.93   	 67.14   	105.90   	-239.06		109.72   	-269.58		
-56.46   	 68.05   	104.94   	-228.89		108.65   	-259.41		
-44.56   	 71.11   	104.03   	-223.80		107.61   	-254.32		
-49.74   	 65.31   	103.13   	-218.72		106.59   	-249.24		
-49.74   	 66.83   	102.26   	-213.63		105.59   	-239.06		
-51.27   	 66.53   	101.40   	-213.63		104.64   	-239.06		
-52.49   	 63.48   	100.55   	-213.63		103.68   	-228.89		
-46.39   	 79.65   	 99.69   	-208.54		102.77   	-223.80		
-40.59   	 96.13   	 98.86   	-203.46		101.87   	-218.72		
-34.48   	115.97   	 98.05   	-198.37		101.00   	-213.63		
-40.59   	142.21   	 97.25   	-188.20		100.14   	-203.46		
-43.64   	148.93   	 96.50   	-183.11		 99.33   	-203.46		
-39.67   	149.23   	 95.77   	-172.94		 98.51   	-198.37		
-28.08   	145.57   	 95.08   	-167.85		 97.72   	-188.20		
-15.87   	136.41   	 94.40   	-167.85		 96.97   	-188.20		
-25.33   	130.31   	 93.73   	-162.77		 96.22   	-183.11		
-23.80   	138.24   	 93.08   	-162.77		 95.48   	-178.03		
-21.36   	144.35   	 92.43   	-162.77		 94.77   	-178.03		
-16.48   	137.63   	 91.78   	-162.77		 94.06   	-172.94		
  1.22   	121.15   	 91.13   	-157.68		 93.37   	-167.85		
 10.38   	111.08   	 90.50   	-157.68		 92.70   	-167.85		
 -4.88   	 92.16   	 89.87   	-157.68		 92.02   	-162.77		
-21.36   	 89.72   	 89.24   	-147.51		 91.37   	-157.68		
-32.65   	 91.55   	 88.65   	-147.51		 90.74   	-157.68		
-35.10   	 88.81   	 88.06   	-137.33		 90.11   	-152.59		
-45.78   	 78.74   	 87.51   	-137.33		 89.50   	-152.59		
-32.65   	 75.38   	 86.96   	-132.25		 88.89   	-147.51		
-19.84   	 82.09   	 86.43   	-127.16		 88.30   	-147.51		
-26.55   	 79.96   	 85.92   	-122.07		 87.71   	-137.33		
-12.51   	 85.75   	 85.43   	-127.16		 87.16   	-142.42		
-19.53   	 74.77   	 84.92   	-122.07		 86.59   	-137.33		
-34.79   	 66.22   	 84.44   	-122.07		 86.04   	-132.25		
-44.56   	 59.20   	 83.95   	-127.16		 85.51   	-132.25		
-60.42   	 43.03   	 83.44   	-122.07		 84.98   	-127.16		
-58.59   	 46.08   	 82.95   	-116.99		 84.48   	-127.16		
-66.22   	 45.47   	 82.48   	-116.99		 83.97   	-122.07		
-67.44   	 41.81   	 82.01   	-111.90		 83.48   	-122.07		
-69.58   	 36.01   	 81.57   	-106.82		 82.99   	-116.99		
-71.72   	 36.01   	 81.14   	-106.82		 82.52   	-116.99		
-73.55   	 35.40   	 80.71   	-101.73		 82.05   	-111.90		
-53.71   	 35.40   	 80.30   	-101.73		 81.61   	-111.90		
-35.71   	 47.91   	 79.90   	-101.73		 81.16   	-111.90		
-43.95   	 46.69   	 79.49   	-101.73		 80.71   	-111.90		
-36.93   	 40.59   	 79.08   	-106.82		 80.26   	-111.90		
-49.74   	 36.32   	 78.66   	-106.82		 79.82   	-106.82		
-65.31   	 37.84   	 78.23   	-106.82		 79.39   	-106.82		
-57.98   	 35.71   	 77.80   	-106.82		 78.96   	-106.82		
-61.65   	 39.98   	 77.38   	-111.90		 78.53   	-101.73		
-69.58   	 42.42   	 76.93   	-106.82		 78.13   	-106.82		
-61.34   	 45.47   	 76.50   	-106.82		 77.70   	-101.73		
-63.17   	 56.46   	 76.07   	-101.73		 77.29   	-101.73		
-65.00   	 56.46   	 75.67   	-101.73		 76.89   	-101.73		
-70.19   	 72.94   	 75.26   	 -91.56		 76.48   	 -96.64		
-114.44   	117.49   	 74.89   	 -86.47		 76.09   	 -96.64		
-143.43   	179.14   	 74.55   	 -86.47		 75.71   	 -91.56		
-140.08   	267.33   	 74.20   	 -76.30		 75.34   	 -91.56		
-104.37   	363.46   	 73.90   	 -71.21		 74.97   	 -86.47		
  3.05   	446.78   	 73.61   	 -71.21		 74.63   	 -86.47		
165.71   	511.47   	 73.33   	 -66.12		 74.28   	 -86.47		
367.13   	575.87   	 73.06   	 -66.12		 73.94   	 -81.38		
622.25   	529.79   	 72.80   	 -76.30		 73.61   	 -81.38		
846.56   	249.02   	 72.49   	 -76.30		 73.29   	 -81.38		
1033.02   	-167.54   	 72.19   	 -86.47		 72.96   	 -76.30		
1112.67   	-646.67   	 71.84   	 -96.64		 72.65   	 -81.38		
1036.38   	-1023.86   	 71.45   	 -96.64		 72.33   	 -81.38		
916.14   	-1159.67   	 71.07   	 -96.64		 72.00   	 -86.47		
760.50   	-1168.82(R)	 70.68   	-101.73		 71.66   	 -81.38		
619.20   	-1103.52   	 70.27   	 -96.64		 71.33   	 -86.47		
539.55   	-998.54   	 69.89   	 -91.56		 70.99   	 -81.38		
438.23   	-840.15   	 69.52   	 -91.56		 70.66   	 -86.47		
321.96   	-563.96   	 69.16   	 -86.47		 70.32   	 -91.56		
193.48   	-289.31   	 68.81   	 -86.47		 69.95   	 -86.47		
 56.76   	-88.50   	 68.46   	 -81.38		 69.60   	 -91.56		
-15.87   	 24.11   	 68.14   	 -76.30		 69.24   	 -86.47		
-46.69   	 48.52   	 67.83   	 -61.04		 68.89   	 -86.47		
-60.42   	 65.92   	 67.59   	 -35.61		 68.55   	 -81.38		
-54.93   	 87.59   	 67.45   	  -5.09		 68.22   	 -81.38		
-57.07   	 94.60   	 67.43(D)	  35.61		 67.89   	 -66.12		
-59.20   	104.06   	 67.57   	  86.47		 67.63   	 -55.95		
-72.02   	105.59   	 67.91   	 122.07		 67.41   	 -40.69		
-72.33   	113.83   	 68.40   	 162.77		 67.24   	 -25.43		
-76.60   	116.27   	 69.05   	 183.11		 67.14   	  -5.09		
-83.62   	125.12   	 69.79   	 198.37		 67.12(D)	  20.35		
-88.20   	121.15   	 70.58   	 188.20		 67.20   	  45.78		
-79.96   	117.19   	 71.33   	 172.94		 67.39   	  71.21		
-75.68   	134.89   	 72.02   	 147.51		 67.67   	  96.64		
-74.16   	133.97   	 72.61   	 127.16		 68.06   	 122.07		
-72.33   	141.30   	 73.12   	 116.99		 68.55   	 147.51		
-78.74   	141.60   	 73.59   	 111.90		 69.14   	 172.94		
-89.11   	140.38   	 74.04   	 132.25		 69.83   	 198.37		
-95.52   	155.33   	 74.57   	 162.77		 70.62   	 223.80		
-88.81   	150.76   	 75.22   	 208.54		 71.52   	 244.15		
-81.18   	150.76   	 76.05   	 254.32		 72.49   	 269.58		
-75.99   	160.22   	 77.07   	 295.01		 73.57   	 289.93		
-68.05   	155.33   	 78.25   	 330.62		 74.73   	 310.27		
-67.44   	154.72   	 79.57   	 350.97		 75.97   	 325.53		
-69.89   	162.66   	 80.98   	 371.31		 77.27   	 340.79		
-66.53   	166.32   	 82.46   	 371.31		 78.64   	 356.05		
-65.00   	167.24   	 83.95   	 381.48		 80.06   	 371.31		
-65.92   	177.31   	 85.47   	 381.48		 81.55   	 386.57		
-70.80   	181.58   	 87.00   	 381.48		 83.09   	 396.74		
-82.40   	181.27   	 88.52   	 386.57		 84.68   	 406.92		
-96.74   	184.94   	 90.07   	 396.74		 86.31   	 417.09		
-98.27   	186.16   	 91.66   	 412.00		 87.98   	 432.35		
-86.98   	199.28   	 93.31   	 437.43		 89.70   	 442.52		
-71.41   	206.30   	 95.06   	 452.69		 91.47   	 457.78		
-52.49   	224.30   	 96.87   	 457.78		 93.31   	 462.87		
-51.57   	236.51   	 98.70   	 442.52		 95.16   	 473.04		
-61.95   	234.68   	100.47   	 417.09		 97.05   	 478.13		
-63.17   	247.50   	102.14   	 391.66		 98.96   	 478.13		
-62.56   	259.09   	103.70   	 381.48		100.87   	 473.04		
-60.73   	273.44   	105.23   	 417.09		102.77   	 483.21		
-56.46   	299.07   	106.90   	 488.30		104.70   	 493.39		
-75.07   	308.84   	108.85   	 564.60		106.67   	 503.56		
-83.31   	328.06   	111.11   	 635.81		108.69   	 513.73		
-91.86   	345.15   	113.65   	 671.41		110.74   	 518.82		
-91.86   	362.55   	116.34   	 676.50		112.82   	 523.90		
-67.14   	393.37   	119.04   	 630.72		114.91   	 518.82		
-48.22   	421.45   	121.57   	 554.42		116.99   	 513.73		
-19.23   	451.97   	123.78   	 483.21		119.04   	 503.56		
 -5.80   	480.96   	125.72   	 406.92		121.06   	 488.30		
  1.53   	507.20   	127.34   	 361.14		123.01   	 483.21		
 10.38   	524.29   	128.79   	 345.88		124.94   	 467.95		
  0.92   	545.65   	130.17   	 345.88		126.82   	 467.95		
  2.44   	562.44   	131.56   	 381.48		128.69   	 462.87		
 -5.19   	576.17   	133.08   	 406.92		130.54   	 457.78		
 -3.97   	592.04   	134.71   	 442.52		132.37   	 462.87		
  4.27   	600.89   	136.48   	 462.87		134.22   	 457.78		
 18.01   	599.67   	138.33   	 462.87		136.05   	 462.87		
 47.61   	595.09   	140.18   	 462.87		137.90   	 457.78		
