  I     	  II     	  LV     	  LV'		
  0.61   	 -3.36   	 31.09   	-178.03		
 -0.61   	 -5.19   	 30.38   	-157.68		
 -1.53   	 -6.71   	 29.75   	-127.16		
 -1.83   	 -7.02   	 29.24   	-106.82		
 -1.83   	 -7.02   	 28.81   	 -86.47		
 -1.53   	 -7.32   	 28.46   	 -61.04		
 -1.22   	 -9.16   	 28.22   	 -45.78		
 -1.22   	-12.51   	 28.04   	 -35.61		
 -1.53   	-17.09   	 27.89   	 -25.43		
 -1.83   	-21.67   	 27.79   	 -15.26		
 -1.22   	-27.16   	 27.73   	 -10.17		
  0.61   	-33.87   	 27.69   	 -10.17		
  3.36   	-41.20   	 27.65   	  -5.09		
  5.19   	-47.91   	 27.63   	  -5.09		
  5.19   	-52.80   	 27.61   	   0.00		
  3.36   	-55.54   	 27.61   	   0.00		
  0.31   	-56.46   	 27.61   	   0.00		
 -1.53   	-56.46   	 27.61   	   5.09		
 -1.53   	-56.15   	 27.63   	   0.00		
  0.00   	-55.54   	 27.63   	  10.17		
  0.61   	-54.02   	 27.67   	   5.09		
 -0.31   	-52.19   	 27.69   	   5.09		
 -2.75   	-50.35   	 27.71   	   5.09		
 -4.88   	-48.52   	 27.73   	   0.00		
 -5.80   	-46.39   	 27.73   	   5.09		
 -5.19   	-44.25   	 27.75   	   0.00		
 -3.36   	-41.50   	 27.75   	  -5.09		
 -1.53   	-39.67   	 27.73   	   0.00		
  0.00   	-38.45   	 27.73   	   0.00		
  0.61   	-37.54   	 27.73   	  -5.09		
  0.31   	-36.32   	 27.71   	   0.00		
 -0.92   	-34.79   	 27.71   	  -5.09		
 -2.75   	-32.65   	 27.69   	   0.00		
 -3.97   	-30.21   	 27.69   	   0.00		
 -3.97   	-27.47   	 27.69   	   0.00		
 -3.05   	-25.02   	 27.69   	   0.00		
 -1.83   	-22.28   	 27.69   	   0.00		
 -0.61   	-18.92   	 27.69   	   5.09		
  0.00   	-14.34   	 27.71   	   0.00		
  0.31   	 -8.85   	 27.71   	   5.09		
  1.22   	 -2.75   	 27.73   	   0.00		
  2.14   	  3.97   	 27.73   	  10.17		
  3.05   	 10.68   	 27.77   	   5.09		
  3.66   	 19.23   	 27.79   	   5.09		
  5.19   	 29.91   	 27.81   	  10.17		
  7.93   	 43.33   	 27.85   	  10.17		
 11.29   	 57.98   	 27.89   	   5.09		
 13.12   	 71.11   	 27.91   	  10.17		
 11.29   	 79.35   	 27.96   	  10.17		
  6.41   	 80.26   	 28.00   	   5.09		
  0.00   	 75.99   	 28.02   	   5.09		
 -2.75   	 70.19   	 28.04   	   5.09		
  0.31   	 67.75   	 28.06   	   5.09		
  8.24   	 70.50   	 28.08   	   5.09		
 16.78   	 78.13   	 28.10   	   5.09		
 21.67   	 86.98   	 28.12   	   5.09		
 21.36   	 95.21   	 28.14   	   0.00		
 18.01   	102.54   	 28.14   	   5.09		
 14.95   	107.73   	 28.16   	   5.09		
 13.12   	108.34   	 28.18   	   5.09		
 10.99   	102.23   	 28.20   	   5.09		
  7.93   	 87.89   	 28.22   	   5.09		
  5.19   	 69.58   	 28.24   	  10.17		
  5.19   	 53.71   	 28.28   	  10.17		
  8.54   	 45.47   	 28.32   	  10.17		
 11.90   	 43.33   	 28.36   	  15.26		
 10.07   	 43.03   	 28.42   	  15.26		
  1.22   	 40.28   	 28.48   	  15.26		
-10.99   	 34.48   	 28.55   	  15.26		
-20.45   	 30.21   	 28.61   	  15.26		
-23.19   	 30.82   	 28.67   	  20.35		
-20.45   	 35.71   	 28.75   	  15.26		
-16.78   	 41.20   	 28.81   	  20.35		
-16.48   	 43.95   	 28.89   	  15.26		
-19.53   	 43.03   	 28.95   	  20.35		
-22.89   	 40.59   	 29.03   	  15.26		
-24.11   	 38.45   	 29.09   	  20.35		
-22.58   	 38.15   	 29.18   	  15.26		
-19.23   	 39.67   	 29.24   	  20.35		
-16.78   	 42.72   	 29.32   	  20.35		
-15.87   	 46.39   	 29.40   	  25.43		
-16.48   	 49.44   	 29.50   	  25.43		
-17.70   	 50.35   	 29.60   	  30.52		
-15.87   	 46.08   	 29.73   	  35.61		
 -7.63   	 34.18   	 29.87   	  35.61		
 12.82   	 13.73   	 30.01   	  45.78		
 52.19   	-13.12   	 30.19   	  50.86		
116.88   	-39.67   	 30.40   	  55.95		
208.44   	-57.37   	 30.62   	  61.04		
320.43   	-61.34   	 30.86   	  61.04		
438.84   	-49.44   	 31.11   	  71.21		
546.26   	-20.45   	 31.39   	  66.12		
621.34   	 32.04   	 31.66   	  71.21		
635.68   	118.41   	 31.94   	  71.21		
559.08   	249.02   	 32.23   	  71.21		
376.59   	428.47   	 32.51   	  66.12		
101.01   	651.55   	 32.78   	  66.12		
-217.59   	899.35   	 33.04   	  61.04		
-506.90   	1139.83   	 33.29   	 127.16		
-776.98   	1408.69(R)	 33.79   	  61.04		
-718.99   	1343.99   	 34.04   	  66.12		
-558.47   	1131.90   	 34.30   	  71.21		
-347.29   	817.57   	 34.59   	  81.38		
-149.84   	480.04   	 34.91   	 101.73		
-20.75   	198.36   	 35.32   	 111.90		
 20.45   	 16.78   	 35.77   	 142.42		
 -2.14   	-67.75   	 36.34   	 172.94		
-41.50   	-90.94   	 37.03   	 208.54		
-61.34   	-91.25   	 37.86   	 249.24		
-54.02   	-92.47   	 38.86   	 300.10		
-35.10   	-99.18   	 40.06   	 350.97		Beg---------
-22.89   	-107.12   	 41.46   	 406.92		
-24.11   	-112.30   	 43.09   	 462.87		
-32.65   	-114.14   	 44.94   	 513.73		
-39.37   	-114.75   	 47.00   	 564.60		
-39.06   	-114.75   	 49.26   	 605.29		
-32.96   	-113.83   	 51.68   	 640.89		
-25.33   	-112.61   	 54.24   	 671.41		
-20.14   	-111.39   	 56.93   	 686.67		
-18.92   	-111.08   	 59.67   	 701.93		
-20.75   	-111.08   	 62.48   	 707.02		
-24.11   	-111.69   	 65.31   	 712.10		
-26.86   	-111.39   	 68.16   	 707.02		
-28.08   	-110.47   	 70.99   	 701.93		
-27.77   	-108.95   	 73.79   	 691.76		
-25.63   	-108.34   	 76.56   	 686.67		
-23.19   	-109.86   	 79.31   	 681.58		
-21.36   	-112.00   	 82.03   	 671.41		
-21.36   	-113.53   	 84.72   	 666.32		
-22.58   	-112.61   	 87.39   	 661.24		
-23.80   	-109.25   	 90.03   	 656.15		
-23.50   	-106.20   	 92.65   	 651.07		
-21.97   	-105.29   	 95.26   	 645.98		
-20.14   	-105.59   	 97.84   	 640.89		
-18.01   	-106.20   	100.41   	 630.72		
-17.09   	-104.98   	102.93   	 620.55		
-16.78   	-103.15   	105.41   	 610.37		
-17.70   	-101.32   	107.85   	 605.29		
-19.84   	-100.71   	110.27   	 590.03		
-21.97   	-101.93   	112.63   	 579.86		
-22.89   	-104.37   	114.95   	 569.68		
-21.36   	-106.81   	117.23   	 559.51		
-17.70   	-108.64   	119.47   	 544.25		
-14.95   	-108.64   	121.65   	 534.08		
-14.34   	-105.59   	123.78   	 513.73		
-15.56   	-99.49   	125.84   	 498.47		
-17.09   	-92.16   	127.83   	 478.13		
-17.09   	-86.67   	129.75   	 457.78		
-14.95   	-84.53   	131.58   	 437.43		
-13.43   	-86.98   	133.33   	 417.09		
-13.73   	-91.86   	134.99   	 401.83		
-14.95   	-95.21   	136.60   	 376.40		
-15.87   	-94.30   	138.11   	 361.14		
-14.65   	-88.20   	139.55   	 345.88		
-12.51   	-79.04   	140.94   	 325.53		
-11.29   	-71.11   	142.24   	 305.19		
-12.21   	-66.22   	143.46   	 289.93		
-15.56   	-64.70   	144.62   	 274.67		
-19.84   	-64.39   	145.72   	 249.24		
-24.41   	-62.56   	146.71   	 239.06		
-28.69   	-58.59   	147.67   	 213.63		
-31.74   	-54.02   	148.52   	 198.37		
-32.96   	-49.13   	149.32   	 178.03		
-31.43   	-45.47   	150.03   	 162.77		
-28.69   	-42.11   	150.68   	 137.33		
-26.86   	-39.67   	151.23   	 116.99		
-27.16   	-37.23   	151.70   	  96.64		
-29.30   	-33.87   	152.08   	  66.12		
-31.74   	-29.30   	152.35   	  45.78		
-33.26   	-24.41   	152.53   	  20.35		
-32.96   	-19.84   	152.61(S)	 -10.17		
-31.13   	-16.17   	152.57   	 -40.69		
-28.08   	-13.43   	152.41   	 -66.12		
-23.80   	-10.68   	152.15   	-101.73		
-18.92   	 -7.02   	151.74   	-132.25		
-14.65   	 -3.66   	151.21   	-162.77		
-11.90   	 -1.22   	150.56   	-198.37		
-10.07   	 -0.31   	149.77   	-228.89		
 -8.54   	 -0.31   	148.85   	-264.50		
 -7.02   	  0.00   	147.79   	-300.10		
 -5.19   	  1.53   	146.59   	-335.71		
 -4.27   	  3.97   	145.25   	-371.31		
 -4.88   	  6.41   	143.76   	-406.92		
 -5.80   	  8.24   	142.14   	-442.52		
 -5.49   	  7.93   	140.37   	-478.13		
 -4.27   	  5.49   	138.45   	-513.73		
 -3.66   	  0.92   	136.40   	-554.42		
 -3.97   	 -4.27   	134.18   	-584.94		
 -4.88   	 -7.93   	131.84   	-620.55		
 -5.19   	 -9.46   	129.36   	-651.07		
 -3.66   	 -9.46   	126.75   	-676.50		
 -2.14   	-10.38   	124.05   	-707.02		
 -2.44   	-13.43   	121.22   	-732.45		
 -4.58   	-18.31   	118.29   	-757.88		
 -6.71   	-23.80   	115.26   	-798.57		
 -7.93   	-30.21   	112.06   	-829.09		
 -7.93   	-36.62   	108.75   	-869.78		
 -8.24   	-42.72   	105.27   	-905.39		
 -9.77   	-47.00   	101.65   	-935.91		
-10.99   	-49.74   	 97.90   	-951.17		
-11.29   	-52.49   	 94.10   	-966.43		
-10.07   	-57.37   	 90.23   	-961.34		
 -8.54   	-65.31   	 86.39   	-951.17		
 -7.32   	-73.85   	 82.58   	-930.82		
 -6.10   	-79.04   	 78.86   	-915.56		
 -4.88   	-79.04   	 75.20   	-885.04		
 -4.88   	-77.51   	 71.66   	-859.61		
 -6.71   	-77.51   	 68.22   	-834.18		
-10.07   	-80.26   	 64.88   	-813.83		
-12.82   	-83.31   	 61.63   	-788.40		
-12.82   	-83.31   	 58.47   	-768.05		
-10.38   	-79.96   	 55.40   	-742.62		
 -7.32   	-76.60   	 52.43   	-712.10		
 -6.10   	-76.90   	 49.58   	-686.67		
 -6.41   	-80.26   	 46.84   	-645.98		
 -7.02   	-83.01   	 44.25   	-615.46		
 -6.10   	-82.70   	 41.79   	-574.77		
 -4.88   	-79.35   	 39.49   	-534.08		
 -3.66   	-75.68   	 37.35   	-498.47		
 -3.66   	-74.16   	 35.36   	-457.78		
 -4.27   	-75.68   	 33.53   	-427.26		
 -4.88   	-79.35   	 31.82   	-396.74		
 -5.19   	-82.40   	 30.23   	-361.14		
 -5.49   	-83.62   	 28.79   	-330.62		
 -6.10   	-82.70   	 27.47   	-305.19		
 -7.93   	-80.26   	 26.25   	-269.58		
-10.07   	-78.13   	 25.17   	-244.15		
-11.60   	-77.82   	 24.19   	-208.54		
-11.29   	-78.43   	 23.36   	-178.03		
 -8.54   	-78.74   	 22.64   	-152.59		
 -4.88   	-78.13   	 22.03   	-122.07		
 -1.53   	-75.38   	 21.55   	 -91.56		
 -0.61   	-71.41   	 21.18   	 -71.21		
 -1.53   	-68.36   	 20.90   	 -45.78		
 -4.58   	-67.44   	 20.71   	 -35.61		
 -7.63   	-69.58   	 20.57   	 -15.26		
-10.38   	-73.24   	 20.51(D)	   0.00		
-10.99   	-74.77   	 20.51   	   5.09		
 -9.77   	-72.02   	 20.53   	  10.17		
 -7.02   	-64.39   	 20.57   	  20.35		
 -3.66   	-56.46   	 20.65   	  20.35		
 -1.83   	-51.88   	 20.73   	  25.43		
 -1.53   	-52.19   	 20.83   	  25.43		
 -2.44   	-55.85   	 20.94   	  25.43		
 -3.66   	-59.20   	 21.04   	  25.43		
 -5.49   	-60.42   	 21.14   	  25.43		
 -7.32   	-60.73   	 21.24   	  20.35		
 -8.24   	-61.34   	 21.32   	  25.43		
 -7.32   	-61.04   	 21.42   	  20.35		
 -4.88   	-58.59   	 21.51   	  15.26		
 -2.75   	-53.71   	 21.57   	  15.26		
 -3.05   	-48.83   	 21.63   	  15.26		
 -6.71   	-47.00   	 21.69   	  10.17		
-11.60   	-49.44   	 21.73   	  10.17		
-14.65   	-55.54   	 21.77   	  10.17		
-14.65   	-61.65   	 21.81   	   5.09		
-11.90   	-64.39   	 21.83   	   0.00		
 -9.16   	-62.87   	 21.83   	   5.09		
 -7.02   	-58.29   	 21.85   	   0.00		
 -5.49   	-54.02   	 21.85   	   0.00		
 -4.88   	-53.71   	 21.85   	  -5.09		
 -4.58   	-56.76   	 21.83   	  -5.09		
 -4.58   	-60.12   	 21.81   	  -5.09		
 -5.80   	-59.81   	 21.79   	  -5.09		
 -7.63   	-55.85   	 21.77   	  -5.09		
 -9.16   	-50.96   	 21.75   	  -5.09		
 -9.46   	-48.52   	 21.73   	  -5.09		
 -8.85   	-49.74   	 21.71   	 -10.17		
 -7.32   	-52.19   	 21.67   	  -5.09		
 -6.41   	-52.19   	 21.65   	 -10.17		
 -6.41   	-48.83   	 21.61   	  -5.09		
 -5.80   	-42.42   	 21.59   	 -10.17		
 -3.05   	-35.10   	 21.55   	  -5.09		
  2.75   	-27.16   	 21.53   	 -10.17		
 10.07   	-18.31   	 21.49   	  -5.09		
 15.56   	 -8.85   	 21.46   	 -10.17		
 16.48   	  0.00   	 21.42   	  -5.09		
 11.90   	  6.71   	 21.40   	 -10.17		
  4.58   	  9.16   	 21.36   	 -10.17		
 -1.53   	  8.24   	 21.32   	 -10.17		
 -2.75   	  6.41   	 21.28   	  -5.09		
  2.75   	  5.49   	 21.26   	 -10.17		
 12.51   	  6.71   	 21.22   	 -10.17		
 21.06   	  9.16   	 21.18   	 -10.17		
 24.11   	 12.82   	 21.14   	 -10.17		
 20.14   	 16.78   	 21.10   	  -5.09		
 12.82   	 22.28   	 21.08   	 -10.17		
  7.32   	 28.08   	 21.04   	 -10.17		
  7.02   	 30.52   	 21.00   	  -5.09		
 10.07   	 25.02   	 20.98   	  -5.09		
 12.21   	  9.16   	 20.96   	  -5.09		
 11.29   	-13.43   	 20.94   	  -5.09		
  8.85   	-34.79   	 20.92   	   0.00		
  7.93   	-49.13   	 20.92   	   0.00		
  8.24   	-56.15   	 20.92   	   5.09		
  6.71   	-60.73   	 20.94   	   0.00		
  0.31   	-66.22   	 20.94   	   5.09		
-10.38   	-72.63   	 20.96   	   5.09		
-20.45   	-75.38   	 20.98   	   5.09		
-24.11   	-72.33   	 21.00   	   0.00		
-20.75   	-66.53   	 21.00   	   5.09		
-15.26   	-63.48   	 21.02   	   0.00		
-12.21   	-66.22   	 21.02   	   0.00		
-13.43   	-71.41   	 21.02   	   0.00		
-16.48   	-74.77   	 21.02   	  -5.09		
-18.31   	-73.55   	 21.00   	  -5.09		
-16.48   	-69.27   	 20.98   	  -5.09		
-13.12   	-66.22   	 20.96   	  -5.09		
 -9.77   	-66.53   	 20.94   	  -5.09		
 -8.54   	-68.66   	 20.92   	   0.00		
 -8.85   	-69.89   	 20.92   	   0.00		
 -9.16   	-69.58   	 20.92   	   0.00		
 -6.10   	-70.50   	 20.92   	  10.17		
  5.19   	-77.51   	 20.96   	  15.26		
 30.82   	-93.99   	 21.02   	  15.26		
 79.35   	-118.10   	 21.08   	  30.52		
156.25   	-143.43   	 21.20   	  30.52		
260.01   	-161.13   	 21.32   	  40.69		
379.94   	-162.05   	 21.49   	  50.86		
497.74   	-140.99   	 21.69   	  50.86		
592.35   	-93.08   	 21.89   	  61.04		
638.73   	-10.99   	 22.14   	  61.04		
605.47   	112.00   	 22.38   	  71.21		
466.61   	282.59   	 22.67   	  66.12		
218.51   	502.32   	 22.93   	  71.21		
-106.81   	760.50   	 23.21   	  71.21		
-440.98   	1030.88   	 23.50   	 147.51		
-850.83   	1435.85   	 24.09   	  76.30		
-858.46   	1469.42(R)	 24.39(E)	  86.47		
-744.63   	1347.05   	 24.74   	  91.56		
-548.40   	1084.59   	 25.11   	 101.73		
-323.49   	739.75   	 25.51   	 111.90		
-128.48   	395.20   	 25.96   	 132.25		
 -8.24   	125.73   	 26.49   	 152.59		
 26.25   	-34.48   	 27.10   	 172.94		
  2.14   	-97.05   	 27.79   	 208.54		
-34.48   	-102.54   	 28.63   	 239.06		
-50.66   	-91.55   	 29.58   	 274.67		
-41.81   	-86.67   	 30.68   	 325.53		
-22.89   	-90.64   	 31.98   	 371.31		
-10.99   	-97.05   	 33.47   	 427.26		
-10.99   	-100.71   	 35.18   	 478.13		
-17.40   	-100.71   	 37.09   	 534.08		
-21.97   	-97.96   	 39.23   	 584.94		
-21.36   	-94.91   	 41.57   	 630.72		
-17.70   	-93.08   	 44.09   	 676.50		
-14.04   	-92.47   	 46.80   	 712.10		
-12.21   	-92.47   	 49.64   	 742.62		
-12.21   	-91.86   	 52.61   	 768.05		
-12.82   	-90.03   	 55.69   	 778.23		
-13.12   	-88.50   	 58.80   	 783.31		
-13.12   	-88.81   	 61.93   	 788.40		
-13.43   	-91.55   	 65.09   	 783.31		
-13.73   	-96.13   	 68.22   	 778.23		
-13.43   	-100.40   	 71.33   	 768.05		
-12.21   	-103.76   	 74.40   	 768.05		
-10.99   	-105.59   	 77.48   	 752.79		
-10.68   	-106.20   	 80.49   	 742.62		
-10.68   	-106.51   	 83.46   	 732.45		
-10.68   	-107.12   	 86.39   	 717.19		
-10.38   	-109.25   	 89.26   	 696.84		
 -9.46   	-112.92   	 92.04   	 681.58		
 -8.24   	-117.49   	 94.77   	 666.32		
 -7.02   	-121.77   	 97.44   	 651.07		
 -5.80   	-123.90   	100.04   	 635.81		
 -4.58   	-123.90   	102.58   	 625.63		
 -4.27   	-123.60   	105.09   	 615.46		
 -4.88   	-123.29   	107.55   	 605.29		
 -5.80   	-124.21   	109.97   	 600.20		
 -6.10   	-125.43   	112.37   	 584.94		
 -5.49   	-126.04   	114.71   	 574.77		
 -3.97   	-125.43   	117.01   	 559.51		
 -2.75   	-123.90   	119.25   	 544.25		
 -3.05   	-122.07   	121.42   	 523.90		
 -4.27   	-120.24   	123.52   	 513.73		
 -5.19   	-118.10   	125.57   	 488.30		
 -4.58   	-115.36   	127.53   	 478.13		
 -2.44   	-110.78   	129.44   	 462.87		
 -0.61   	-104.98   	131.29   	 442.52		
  0.00   	-98.57   	133.06   	 432.35		
 -1.53   	-92.47   	134.79   	 417.09		
 -3.97   	-87.59   	136.46   	 401.83		
 -6.41   	-83.62   	138.07   	 386.57		
 -7.93   	-80.57   	139.61   	 371.31		
 -8.85   	-76.90   	141.10   	 361.14		
 -9.16   	-71.72   	142.54   	 335.71		
 -8.85   	-65.31   	143.89   	 325.53		
 -9.16   	-58.29   	145.19   	 310.27		
-10.07   	-51.88   	146.43   	 284.84		
-11.90   	-47.30   	147.57   	 269.58		
-13.43   	-44.25   	148.65   	 239.06		
-14.34   	-41.50   	149.60   	 218.72		
-15.26   	-37.54   	150.48   	 193.29		
-17.09   	-32.65   	151.25   	 162.77		
-19.53   	-26.86   	151.90   	 132.25		
-22.58   	-21.67   	152.43   	 106.82		
-24.41   	-16.78   	152.86   	  81.38		
-24.41   	-12.51   	153.18   	  55.95		
-23.50   	 -8.54   	153.41   	  30.52		
-22.58   	 -4.88   	153.53(S)	  -5.09		
-22.28   	 -1.53   	153.51   	 -30.52		
-21.97   	  1.53   	153.39   	 -66.12		
-20.45   	  5.19   	153.12   	 -96.64		
-17.40   	  8.24   	152.74   	-132.25		
-13.43   	 10.68   	152.21   	-172.94		
 -9.16   	 11.90   	151.52   	-208.54		
 -5.19   	 12.21   	150.68   	-239.06		
 -2.44   	 12.51   	149.72   	-284.84		
 -0.61   	 13.43   	148.59   	-315.36		
  0.61   	 14.34   	147.32   	-350.97		
  1.83   	 14.34   	145.92   	-386.57		
  3.05   	 13.12   	144.37   	-422.18		
  3.66   	 10.68   	142.69   	-457.78		
  3.66   	  7.02   	140.85   	-493.39		
  2.75   	  3.66   	138.88   	-528.99		
  2.44   	  0.61   	136.76   	-554.42		
  3.05   	 -1.53   	134.55   	-584.94		
  4.27   	 -3.36   	132.21   	-615.46		
  4.88   	 -5.49   	129.75   	-645.98		
  3.97   	 -8.85   	127.16   	-666.32		
  1.83   	-12.82   	124.50   	-696.84		
  0.00   	-17.40   	121.71   	-722.28		
 -1.22   	-21.06   	118.82   	-752.79		
 -1.22   	-24.11   	115.81   	-793.49		
 -0.61   	-27.47   	112.63   	-824.00		
