  I     	  II     	  AOp     	  AOp'		
-47.30   	 80.87   	 79.61   	 956.25		
-48.52   	115.05   	 83.44   	 890.13		
-52.19   	137.02   	 87.00   	 824.00		
-58.59   	146.48   	 90.29   	 773.14		
-72.33   	146.48   	 93.39   	 732.45		
-91.86   	141.60   	 96.32   	 696.84		
-108.95   	138.85   	 99.10   	 666.32		
-115.05   	144.96   	101.77   	 630.72		
-109.86   	162.05   	104.29   	 595.11		
-101.62   	184.63   	106.67   	 559.51		
-99.79   	205.38   	108.91   	 518.82		
-104.98   	220.95   	110.99   	 488.30		
-110.17   	233.76   	112.94   	 447.61		
-108.03   	248.41   	114.73   	 417.09		
-97.35   	266.11   	116.40   	 391.66		
-82.70   	284.73   	117.96   	 371.31		
-68.97   	301.51   	119.45   	 356.05		
-57.98   	316.47   	120.87   	 345.88		
-48.22   	329.59   	122.26   	 335.71		
-37.84   	341.19   	123.60   	 320.45		
-27.47   	351.87   	124.88   	 315.36		
-19.53   	362.85   	126.14   	 300.10		
-14.04   	377.20   	127.34   	 279.75		
-10.07   	396.73   	128.46   	 264.50		
 -8.24   	416.87   	129.52   	 244.15		
 -8.24   	430.60   	130.50   	 218.72		
 -8.24   	434.57   	131.37   	 203.46		
 -4.88   	432.74   	132.19   	 183.11		
  5.49   	433.65   	132.92   	 162.77		
 21.67   	442.50   	133.57   	 152.59		
 36.62   	454.41   	134.18   	 127.16		
 41.81   	458.07   	134.69   	 106.82		
 33.87   	444.03   	135.12   	  81.38		
 17.70   	414.12   	135.44   	  50.86		
  3.97   	381.16   	135.65   	  20.35		
  1.22   	357.67   	135.73   	 -20.35		
  7.93   	346.07   	135.65   	 -61.04		
 16.48   	337.83   	135.40   	-106.82		
 18.31   	322.88   	134.97   	-147.51		
 10.68   	299.68   	134.38   	-188.20		
 -1.83   	274.05   	133.63   	-233.98		
-13.12   	250.24   	132.70   	-284.84		
-18.01   	220.95   	131.56   	-345.88		
-12.51   	168.46   	130.17   	-417.09		
  6.10   	 76.60   	128.50   	-493.39		
