  I     	  II     	  LVp     	  LVp'		
  3.97   	 68.36   	153.90   	  81.38		
  5.19   	 66.83   	154.22   	  61.04		
  5.80   	 65.61   	154.47   	  45.78		
  6.10   	 64.70   	154.65   	  25.43		
  5.80   	 62.87   	154.75(S)	   0.00		
  5.19   	 59.51   	154.75   	 -15.26		
  4.58   	 53.71   	154.69   	 -40.69		
  4.27   	 46.39   	154.53   	 -66.12		
  3.66   	 39.98   	154.26   	 -91.56		
  3.05   	 35.10   	153.90   	-111.90		
  1.53   	 32.04   	153.45   	-137.33		
  0.31   	 30.21   	152.90   	-162.77		
 -0.31   	 28.69   	152.25   	-193.29		
  0.00   	 26.55   	151.47   	-208.54		
  0.61   	 24.11   	150.64   	-239.06		
  0.92   	 21.67   	149.68   	-264.50		
  0.61   	 19.23   	148.63   	-295.01		
  0.00   	 17.70   	147.45   	-330.62		
 -0.31   	 16.78   	146.12   	-371.31		
  0.00   	 16.48   	144.64   	-417.09		
  0.31   	 17.40   	142.97   	-467.95		
  0.92   	 18.31   	141.10   	-523.90		
  1.22   	 18.62   	139.00   	-569.68		
  0.92   	 16.78   	136.72   	-620.55		
  0.31   	 13.43   	134.24   	-661.24		
 -0.31   	  9.77   	131.60   	-701.93		
 -0.92   	  7.02   	128.79   	-737.54		
 -0.92   	  6.10   	125.84   	-768.05		
 -0.61   	  4.88   	122.77   	-798.57		
 -0.61   	  1.83   	119.57   	-824.00		
 -0.31   	 -2.75   	116.28   	-849.44		
 -0.61   	 -6.71   	112.88   	-869.78		
 -1.22   	 -7.93   	109.40   	-895.22		
 -2.14   	 -7.02   	105.82   	-910.47		
 -3.36   	 -6.71   	102.18   	-925.73		
 -4.58   	 -8.24   	 98.47   	-930.82		
 -5.49   	-10.99   	 94.75   	-946.08		
 -6.41   	-13.43   	 90.97   	-940.99		
 -7.32   	-14.34   	 87.20   	-940.99		
 -7.93   	-14.34   	 83.44   	-930.82		
 -8.85   	-14.95   	 79.71   	-925.73		
 -9.46   	-16.48   	 76.01   	-900.30		
-10.07   	-19.53   	 72.41   	-890.13		
-10.07   	-22.28   	 68.85   	-859.61		
 -9.46   	-22.89   	 65.41   	-844.35		
 -8.85   	-21.06   	 62.03   	-808.75		
 -8.85   	-17.40   	 58.80   	-788.40		
 -8.85   	-14.65   	 55.65   	-757.88		
 -9.16   	-14.95   	 52.61   	-727.36		
 -9.16   	-18.01   	 49.70   	-696.84		
 -9.16   	-21.36   	 46.92   	-666.32		
-10.07   	-22.28   	 44.25   	-635.81		
-11.29   	-20.45   	 41.71   	-600.20		
-12.82   	-17.70   	 39.31   	-564.60		
-14.34   	-15.56   	 37.05   	-534.08		
-14.65   	-14.65   	 34.91   	-493.39		
-14.65   	-14.04   	 32.94   	-457.78		
-14.65   	-12.82   	 31.11   	-417.09		
-14.65   	-12.21   	 29.44   	-381.48		
-14.65   	-12.51   	 27.91   	-340.79		
-14.34   	-13.43   	 26.55   	-300.10		
-12.82   	-13.43   	 25.35   	-264.50		
-10.68   	-11.60   	 24.29   	-228.89		
 -8.54   	 -7.93   	 23.38   	-193.29		
 -7.32   	 -4.88   	 22.60   	-162.77		
 -6.71   	 -3.36   	 21.95   	-137.33		
 -7.32   	 -4.27   	 21.40   	-106.82		
 -7.93   	 -6.71   	 20.98   	 -86.47		
 -8.54   	 -8.54   	 20.63   	 -61.04		
 -8.85   	 -9.16   	 20.39   	 -50.86		
 -8.54   	 -9.16   	 20.18   	 -35.61		
 -8.24   	 -9.16   	 20.04   	 -25.43		
 -7.93   	 -9.77   	 19.94   	 -15.26		
 -7.63   	-10.99   	 19.88   	 -10.17		
 -7.32   	-10.68   	 19.84   	  -5.09		
 -6.41   	 -7.02   	 19.82(D)	   5.09		
 -4.27   	  2.75   	 19.84   	   0.00		
 -1.22   	 18.62   	 19.84   	   5.09		
  2.75   	 39.98   	 19.86   	  10.17		
  7.02   	 63.78   	 19.90   	   5.09		
 10.68   	 87.59   	 19.92   	  10.17		
 13.73   	109.56   	 19.96   	  15.26		
 16.17   	128.17   	 20.02   	  10.17		
 18.01   	142.21   	 20.06   	  10.17		
 18.31   	151.67   	 20.10   	  15.26		
 16.78   	157.17   	 20.16   	  10.17		
 13.43   	160.52   	 20.20   	  15.26		
  9.46   	161.74   	 20.26   	  15.26		
  7.02   	159.30   	 20.33   	  15.26		
  8.24   	151.98   	 20.39   	  10.17		
 12.51   	141.30   	 20.43   	  15.26		
 18.92   	129.39   	 20.49   	  10.17		
 25.02   	119.93   	 20.53   	  10.17		
 30.21   	112.00   	 20.57   	  10.17		
 33.87   	101.62   	 20.61   	  10.17		
 36.32   	 84.84   	 20.65   	   5.09		
 39.06   	 63.48   	 20.67   	  10.17		
 43.03   	 43.64   	 20.71   	   5.09		
 49.13   	 30.82   	 20.73   	   5.09		
 56.15   	 26.55   	 20.75   	   5.09		
 60.73   	 25.33   	 20.77   	  10.17		
 57.98   	 19.53   	 20.81   	   5.09		
 44.86   	  6.71   	 20.83   	  10.17		
 23.50   	 -9.77   	 20.87   	  10.17		
  0.31   	-25.33   	 20.92   	  10.17		
-18.31   	-38.15   	 20.96   	  10.17		
-28.38   	-50.96   	 21.00   	  15.26		
-30.21   	-66.53   	 21.06   	  15.26		
-28.38   	-84.23   	 21.12   	  20.35		
-26.25   	-97.96   	 21.20   	  25.43		
-25.63   	-103.76   	 21.30   	  25.43		
-26.25   	-101.32   	 21.40   	  25.43		
-26.86   	-95.83   	 21.51   	  35.61		
-26.86   	-92.47   	 21.65   	  40.69		
-25.94   	-93.38   	 21.81   	  45.78		
-25.02   	-96.44   	 21.99   	  50.86		
-24.72   	-98.57   	 22.20   	  55.95		
-24.72   	-97.66   	 22.42   	  66.12		
-25.02   	-94.91   	 22.69   	  76.30		
-25.02   	-92.47   	 22.99   	  81.38		
-24.41   	-91.25   	 23.32   	  91.56		
-23.50   	-90.94   	 23.68   	 101.73		
-22.89   	-90.03   	 24.09   	 106.82		
-22.89   	-88.20   	 24.52   	 116.99		
-24.11   	-85.14   	 24.98   	 122.07		
-27.16   	-81.18   	 25.47   	 127.16		
-32.96   	-76.60   	 25.98   	 132.25		
-39.67   	-71.41   	 26.51   	 132.25		
-44.56   	-63.17   	 27.04   	 132.25		
-42.72   	-47.91   	 27.57   	 127.16		
-27.77   	-18.62   	 28.08   	 127.16		
  3.66   	 32.65   	 28.59   	 122.07		
 50.35   	113.22   	 29.07   	 116.99		
104.06   	228.27   	 29.54   	 106.82		
154.42   	371.40   	 29.97   	  96.64		
192.87   	513.61   	 30.36   	 172.94		
231.32   	592.35(R)	 31.05(E)	  71.21		
236.21   	462.65   	 31.33   	  66.12		
231.63   	250.24   	 31.60   	  55.95		
214.23   	 22.28   	 31.82   	  55.95		
184.02   	-161.44   	 32.04   	  45.78		
145.87   	-279.24   	 32.23   	  50.86		
106.20   	-337.83   	 32.43   	  45.78		
 67.75   	-349.12   	 32.61   	  45.78		
 32.35   	-316.77   	 32.80   	  50.86		
  1.53   	-250.24   	 33.00   	  61.04		
-21.97   	-173.95   	 33.25   	  66.12		
-36.01   	-121.15   	 33.51   	  76.30		
-40.89   	-110.17   	 33.81   	  86.47		
-40.59   	-131.84   	 34.16   	 111.90		
-38.15   	-159.61   	 34.61   	 132.25		
-36.01   	-171.51   	 35.14   	 157.68		
-35.10   	-165.71   	 35.77   	 203.46		
-34.79   	-153.81   	 36.58   	 244.15		
-34.79   	-147.40   	 37.56   	 310.27		
-34.48   	-149.54   	 38.80   	 376.40		
-33.57   	-155.94   	 40.31   	 457.78		
-32.65   	-161.74   	 42.14   	 544.25		
-32.04   	-164.18   	 44.31   	 635.81		
-32.04   	-162.96   	 46.86   	 732.45		
-32.96   	-160.83   	 49.79   	 829.09		
-34.18   	-159.30   	 53.10   	 905.39		
-35.10   	-159.30   	 56.72   	 981.68		
-35.71   	-160.52   	 60.65   	1042.72		
-36.32   	-162.05   	 64.82   	1078.33		
-36.32   	-162.96   	 69.14   	1103.76		
-36.32   	-162.66   	 73.55   	1098.67		
-36.32   	-161.74   	 77.94   	1078.33		
-36.32   	-160.22   	 82.26   	1052.90		
-36.32   	-159.00   	 86.47   	1002.03		
-36.62   	-159.00   	 90.48   	 956.25		
-37.23   	-159.91   	 94.30   	 900.30		
-37.84   	-162.35   	 97.90   	 839.26		
-38.76   	-164.79   	101.26   	 788.40		
-40.28   	-166.32   	104.41   	 737.54		
-41.20   	-165.71   	107.36   	 686.67		
-41.50   	-163.27   	110.11   	 640.89		
-40.59   	-160.52   	112.68   	 595.11		
-39.37   	-158.39   	115.06   	 564.60		
-38.45   	-157.47   	117.31   	 528.99		
-38.45   	-156.86   	119.43   	 498.47		
-39.37   	-155.64   	121.42   	 473.04		
-40.28   	-153.81   	123.32   	 452.69		
-41.50   	-152.28   	125.13   	 437.43		
-42.72   	-151.06   	126.88   	 417.09		
-43.33   	-149.23   	128.54   	 406.92		
-43.64   	-145.57   	130.17   	 391.66		
-43.95   	-140.69   	131.74   	 386.57		
-43.64   	-136.11   	133.29   	 376.40		
-43.33   	-131.84   	134.79   	 366.22		
-43.03   	-127.56   	136.26   	 361.14		
-43.03   	-122.07   	137.70   	 350.97		
-43.33   	-115.05   	139.10   	 345.88		
-43.33   	-107.12   	140.49   	 330.62		
-43.33   	-99.18   	141.81   	 325.53		
-42.42   	-91.55   	143.11   	 310.27		
-40.89   	-83.62   	144.35   	 300.10		
-38.45   	-75.07   	145.55   	 289.93		
-36.01   	-64.39   	146.71   	 274.67		
-32.96   	-51.57   	147.81   	 264.50		
-29.60   	-36.93   	148.87   	 249.24		
-26.25   	-21.97   	149.87   	 233.98		
-23.19   	 -8.54   	150.80   	 223.80		
-20.75   	  2.44   	151.70   	 213.63		
-18.31   	 12.82   	152.55   	 198.37		
-15.56   	 23.80   	153.35   	 183.11		
-11.60   	 35.10   	154.08   	 167.85		
 -7.32   	 46.69   	154.75   	 157.68		
 -2.44   	 56.76   	155.38   	 147.51		
  1.83   	 65.31   	155.97   	 132.25		
  4.88   	 71.72   	156.50   	 111.90		
  6.71   	 75.38   	156.95   	 101.73		
  7.32   	 75.99   	157.35   	  86.47		
  7.32   	 72.94   	157.70   	  71.21		
  7.93   	 68.05   	157.99   	  50.86		
  8.85   	 63.78   	158.19   	  30.52		
 10.07   	 61.95   	158.31   	  15.26		
 10.99   	 62.87   	158.37(S)	  -5.09		
 11.29   	 63.48   	158.35   	 -30.52		
 10.99   	 61.04   	158.23   	 -50.86		
 10.07   	 54.93   	158.03   	 -76.30		
  9.16   	 47.30   	157.72   	-101.73		
  8.54   	 41.81   	157.31   	-122.07		
  7.93   	 39.67   	156.83   	-152.59		
  7.02   	 39.37   	156.22   	-178.03		
  5.80   	 39.06   	155.50   	-198.37		
  4.88   	 37.23   	154.71   	-223.80		
  4.27   	 34.48   	153.81   	-249.24		
  4.58   	 32.65   	152.82   	-274.67		
  5.19   	 31.43   	151.72   	-305.19		
  5.80   	 29.30   	150.50   	-340.79		
  6.41   	 26.86   	149.13   	-381.48		
  6.41   	 24.11   	147.61   	-432.35		
  6.10   	 21.97   	145.88   	-483.21		
  5.80   	 19.84   	143.95   	-539.16		
  5.19   	 18.01   	141.79   	-595.11		
  4.58   	 16.48   	139.41   	-635.81		
  4.58   	 16.48   	136.87   	-681.58		
  5.19   	 18.01   	134.14   	-712.10		
  6.41   	 20.45   	131.29   	-742.62		
  7.63   	 21.67   	128.32   	-773.14		
  8.24   	 21.06   	125.23   	-793.49		
  7.32   	 18.31   	122.05   	-818.92		
  5.49   	 14.65   	118.78   	-844.35		
  3.66   	 11.90   	115.40   	-864.70		
  3.05   	 10.68   	111.94   	-885.04		
  3.97   	 11.29   	108.40   	-910.47		
  6.10   	 12.21   	104.76   	-925.73		
  7.32   	 12.21   	101.06   	-935.91		
  7.02   	 10.07   	 97.31   	-951.17		
  5.49   	  6.41   	 93.51   	-956.25		
  3.05   	  3.97   	 89.68   	-951.17		
  1.22   	  3.05   	 85.88   	-940.99		
  0.92   	  3.36   	 82.12   	-935.91		
  0.92   	  3.66   	 78.37   	-915.56		
  0.92   	  3.05   	 74.71   	-900.30		
  0.61   	  2.14   	 71.11   	-874.87		
  0.00   	  2.14   	 67.61   	-849.44		
 -0.92   	  3.36   	 64.21   	-824.00		
 -1.83   	  3.97   	 60.92   	-798.57		
 -3.05   	  3.36   	 57.72   	-773.14		
 -4.88   	  3.05   	 54.63   	-747.71		
 -6.41   	  3.66   	 51.64   	-712.10		
 -7.32   	  5.49   	 48.79   	-686.67		
 -8.24   	  7.63   	 46.04   	-656.15		
 -8.54   	  9.16   	 43.42   	-625.63		
 -8.85   	  9.46   	 40.92   	-595.11		
 -9.46   	  9.77   	 38.53   	-554.42		
 -9.77   	 12.21   	 36.32   	-523.90		
 -9.77   	 16.17   	 34.22   	-483.21		
 -9.46   	 19.84   	 32.29   	-447.61		
 -9.16   	 21.97   	 30.50   	-406.92		
 -9.16   	 22.28   	 28.87   	-366.22		
 -9.46   	 21.67   	 27.41   	-330.62		
-10.38   	 21.97   	 26.08   	-289.93		
-10.68   	 24.11   	 24.92   	-249.24		
-10.68   	 26.86   	 23.93   	-213.63		
-10.07   	 28.69   	 23.07   	-178.03		
 -8.85   	 28.38   	 22.36   	-147.51		
 -7.63   	 27.16   	 21.77   	-116.99		
 -6.71   	 25.94   	 21.30   	 -96.64		
 -5.80   	 26.25   	 20.92   	 -71.21		
 -5.80   	 27.77   	 20.63   	 -50.86		
 -5.80   	 29.30   	 20.43   	 -40.69		
 -5.80   	 30.52   	 20.26   	 -20.35		
 -5.80   	 32.35   	 20.18   	 -15.26		
 -5.19   	 36.32   	 20.12   	 -10.17		
 -3.97   	 43.03   	 20.08(D)	   0.00		
 -2.14   	 52.19   	 20.08   	   5.09		
  0.61   	 62.87   	 20.10   	   0.00		
  4.27   	 76.60   	 20.10   	  10.17		
  8.24   	 94.60   	 20.14   	   5.09		
 11.90   	118.41   	 20.16   	  10.17		
 14.95   	146.18   	 20.20   	   5.09		
 17.09   	172.42   	 20.22   	  10.17		
 18.01   	191.96   	 20.26   	  10.17		
 18.31   	202.33   	 20.31   	  10.17		
 18.01   	206.60   	 20.35   	  10.17		
 16.17   	209.35   	 20.39   	  10.17		
 12.82   	213.01   	 20.43   	  15.26		
  9.46   	215.45   	 20.49   	  10.17		
  7.63   	213.01   	 20.53   	  10.17		
  9.16   	204.47   	 20.57   	  10.17		
 14.34   	192.87   	 20.61   	  10.17		
 21.97   	181.88   	 20.65   	  10.17		
 29.60   	173.65   	 20.69   	  10.17		
 35.40   	166.02   	 20.73   	   5.09		
 39.06   	154.42   	 20.75   	   5.09		
 41.20   	137.63   	 20.77   	   5.09		
 43.03   	117.80   	 20.79   	   5.09		
 47.00   	 99.79   	 20.81   	   5.09		
 54.02   	 87.59   	 20.83   	   5.09		
 61.95   	 81.48   	 20.85   	   0.00		
 67.14   	 76.90   	 20.85   	   5.09		
 63.78   	 69.89   	 20.87   	   5.09		
 49.44   	 58.59   	 20.90   	   5.09		
 27.16   	 44.56   	 20.92   	   5.09		
  3.36   	 30.82   	 20.94   	  10.17		
-14.34   	 17.70   	 20.98   	  10.17		
-22.89   	  3.05   	 21.02   	  15.26		
-23.50   	-14.04   	 21.08   	  10.17		
-21.06   	-31.43   	 21.12   	  20.35		
-19.23   	-44.86   	 21.20   	  20.35		
-19.84   	-51.27   	 21.28   	  25.43		
-21.97   	-51.57   	 21.38   	  25.43		
-23.80   	-49.74   	 21.49   	  30.52		
-24.41   	-49.13   	 21.61   	  35.61		
-23.50   	-49.44   	 21.75   	  45.78		
-21.36   	-49.44   	 21.93   	  45.78		
-19.23   	-47.91   	 22.12   	  55.95		
-17.70   	-45.78   	 22.34   	  61.04		
-17.40   	-44.56   	 22.58   	  71.21		
-18.31   	-44.56   	 22.87   	  81.38		
-19.84   	-44.86   	 23.19   	  86.47		
-20.75   	-44.25   	 23.54   	  96.64		
-21.36   	-43.03   	 23.93   	 106.82		
-21.36   	-41.20   	 24.35   	 111.90		
-22.28   	-38.45   	 24.80   	 122.07		
-24.41   	-34.18   	 25.29   	 122.07		
-28.99   	-28.69   	 25.78   	 132.25		
-35.71   	-23.50   	 26.31   	 127.16		
-41.81   	-18.62   	 26.82   	 132.25		
-42.72   	 -9.16   	 27.34   	 127.16		
-31.74   	 13.12   	 27.85   	 122.07		
 -3.66   	 59.20   	 28.34   	 116.99		
 41.20   	137.02   	 28.81   	 111.90		
 96.44   	251.16   	 29.26   	 101.73		
149.84   	394.90   	 29.66   	  96.64		
192.57   	539.86   	 30.05   	 162.77		
237.43   	629.58(R)	 30.70(E)	  66.12		
244.14   	504.76   	 30.97   	  61.04		
240.17   	293.58   	 31.21   	  55.95		
223.08   	 65.61   	 31.43   	  45.78		
191.65   	-117.80   	 31.62   	  45.78		
151.67   	-234.07   	 31.80   	  40.69		
109.56   	-292.05   	 31.96   	  40.69		
 69.58   	-305.79   	 32.13   	  45.78		
 33.87   	-279.24   	 32.31   	  45.78		
  3.36   	-216.98   	 32.49   	  50.86		
-20.14   	-140.69   	 32.70   	  61.04		
-36.01   	-83.01   	 32.94   	  71.21		
-43.64   	-66.53   	 33.22   	  86.47		
-44.86   	-84.84   	 33.57   	 101.73		
-42.72   	-112.00   	 33.98   	 122.07		
-39.98   	-125.43   	 34.47   	 152.59		
-37.84   	-121.77   	 35.08   	 193.29		
-36.93   	-111.08   	 35.85   	 233.98		
-37.23   	-104.68   	 36.79   	 300.10		
-37.54   	-105.29   	 37.99   	 366.22		
-37.84   	-109.25   	 39.45   	 447.61		
-37.23   	-112.61   	 41.24   	 534.08		
-36.93   	-113.83   	 43.38   	 625.63		
-36.32   	-113.53   	 45.88   	 722.28		
-36.01   	-113.53   	 48.77   	 813.83		
-35.71   	-113.83   	 52.02   	 900.30		
-35.71   	-115.05   	 55.63   	 966.43		
-36.62   	-116.58   	 59.49   	1032.55		
-37.54   	-117.80   	 63.62   	1063.07		
-38.15   	-118.41   	 67.87   	1088.50		
-37.84   	-118.71   	 72.23   	1093.59		
-36.93   	-119.02   	 76.60   	1073.24		
-36.62   	-119.02   	 80.89   	1042.72		
-37.54   	-119.02   	 85.07   	1007.12		
-39.06   	-119.32   	 89.09   	 956.25		
-40.89   	-119.93   	 92.92   	 900.30		
-41.81   	-121.15   	 96.52   	 849.44		
-42.42   	-122.07   	 99.92   	 793.49		
-42.72   	-121.77   	103.09   	 737.54		
-43.03   	-120.54   	106.04   	 691.76		
-44.25   	-118.71   	108.81   	 640.89		
-45.47   	-117.19   	111.37   	 590.03		
-46.39   	-115.66   	113.73   	 554.42		
-46.69   	-115.05   	115.95   	 518.82		
-46.69   	-114.44   	118.03   	 488.30		
-46.69   	-113.53   	119.98   	 457.78		
-46.69   	-111.69   	121.81   	 432.35		
-47.00   	-108.95   	123.54   	 417.09		
-47.30   	-106.20   	125.21   	 401.83		
-48.22   	-104.06   	126.82   	 386.57		
-48.83   	-102.23   	128.36   	 376.40		
-49.74   	-100.10   	129.87   	 371.31		
-50.35   	-96.74   	131.35   	 361.14		
-50.35   	-91.86   	132.80   	 350.97		
-50.05   	-86.67   	134.20   	 345.88		
-49.13   	-81.18   	135.58   	 340.79		
-48.22   	-75.38   	136.95   	 330.62		
-47.61   	-68.97   	138.27   	 325.53		
-47.00   	-61.34   	139.57   	 310.27		
-46.69   	-52.19   	140.81   	 300.10		
-46.08   	-41.81   	142.01   	 289.93		
-44.56   	-30.52   	143.17   	 279.75		
-42.11   	-18.01   	144.29   	 269.58		
-39.06   	 -4.88   	145.37   	 254.32		
-35.10   	  7.93   	146.39   	 239.06		
-30.52   	 20.45   	147.34   	 228.89		
-25.63   	 32.35   	148.26   	 218.72		
-21.36   	 43.64   	149.13   	 203.46		
-18.31   	 54.02   	149.95   	 188.20		
-16.48   	 64.39   	150.70   	 178.03		
-14.65   	 74.77   	151.41   	 167.85		
-12.21   	 85.14   	152.08   	 152.59		
 -8.85   	 95.52   	152.70   	 137.33		
