  I     	  II     	  AOp     	  AOp'		
139.16   	-69.58   	 52.39   	 478.13		
139.16   	-97.96   	 54.30   	 432.35		
144.96   	-119.02   	 56.03   	 386.57		
150.76   	-133.06   	 57.58   	 335.71		
149.23   	-143.13   	 58.92   	 289.93		
136.11   	-154.42   	 60.08   	 244.15		
112.00   	-169.98   	 61.06   	 198.37		
 81.48   	-191.35   	 61.85   	 157.68		
 50.05   	-216.67   	 62.48   	 122.07		
 23.19   	-241.39   	 62.97   	  96.64		
  5.80   	-258.79   	 63.36   	  71.21		
 -0.31   	-265.50   	 63.64   	  71.21		
  2.14   	-263.67   	 63.93   	  71.21		
  6.10   	-259.09   	 64.21   	  66.12		
  6.41   	-257.26   	 64.48   	  66.12		
  1.83   	-260.93   	 64.74   	  55.95		
 -5.19   	-267.33   	 64.96   	  55.95		
-10.99   	-272.52   	 65.19   	  55.95		
-13.73   	-273.44   	 65.41   	  61.04		
-14.04   	-269.78   	 65.66   	  91.56		
-12.21   	-262.76   	 66.02   	 132.25		
-10.07   	-254.52   	 66.55   	 198.37		
-10.99   	-245.67   	 67.34   	 284.84		
-15.87   	-232.24   	 68.48   	 381.48		
-17.09   	-204.77   	 70.01   	 478.13		
  7.93   	-149.54   	 71.92   	 554.42		
 93.38   	-51.88   	 74.14   	 595.11		
264.28   	101.32   	 76.52   	 579.86		
507.51   	308.84   	 78.84   	 523.90		
762.94   	543.52   	 80.94   	 412.00		
940.25   	737.30   	 82.58   	 259.41		
963.44(R)	793.15   	 83.62   	  91.56		
820.31   	648.80   	 83.99   	 -81.38		
571.29   	335.39   	 83.66   	-249.24		
316.16   	-19.23   	 82.66   	-391.66		
135.50   	-256.35   	 81.10   	-488.30		
 52.49   	-294.80   	 79.15   	-559.51		
 33.57   	-184.02   	 76.91   	-569.68		
 29.30   	-52.80   	 74.63   	-554.42		
 10.68   	 -3.66   	 72.41   	-498.47		
-19.84   	-49.13   	 70.42   	-427.26		
-45.47   	-129.39   	 68.71   	-350.97		
-55.54   	-178.22   	 67.30   	-279.75		
-54.02   	-176.09   	 66.18   	-239.06		
-51.27   	-146.79   	 65.23   	-213.63		
-53.41   	-122.68   	 64.37   	-213.63		
-58.90   	-117.19   	 63.52   	-233.98		
-63.78   	-123.60   	 62.58   	-269.58		
-65.31   	-129.09   	 61.51   	-305.19		
-64.39   	-126.95   	 60.28   	-340.79		
-63.17   	-118.10   	 58.92   	-371.31		
-62.87   	-107.42   	 57.44   	-396.74		
-63.48   	-98.27   	 55.85   	-412.00		
-64.39   	-92.16   	 54.20   	-417.09		
-64.39   	-86.67   	 52.53   	-422.18		
-64.39   	-79.35   	 50.84   	-412.00		
-63.78   	-71.11   	 49.20   	-391.66		
-63.78   	-63.17   	 47.63   	-361.14		
-63.78   	-57.68   	 46.18   	-315.36		
-63.48   	-54.02   	 44.92   	-249.24		
-62.87   	-50.96   	 43.93   	-172.94		
-62.56   	-47.00   	 43.23   	 -86.47		
-62.56   	-41.50   	 42.89   	  20.35		
-62.56   	-35.40   	 42.97   	 137.33		
-61.95   	-28.69   	 43.52   	 259.41		
-60.42   	-23.50   	 44.56   	 396.74		
-58.90   	-19.23   	 46.14   	 534.08		
-57.68   	-15.87   	 48.28   	 671.41		
-57.07   	-13.43   	 50.97   	 798.57		
-56.76   	-11.60   	 54.16   	 900.30		
-55.54   	-10.07   	 57.76   	 981.68		
-53.10   	 -8.24   	 61.69   	1047.81		
-50.05   	 -4.88   	 65.88   	1088.50		
-46.69   	 -0.92   	 70.23   	1113.93		
-43.95   	  3.05   	 74.69   	1129.19		
-42.72   	  4.88   	 79.21   	1124.11		
-42.42   	  4.58   	 83.70   	1113.93		
-41.81   	  3.36   	 88.16   	1083.41		
-40.28   	  3.05   	 92.49   	1042.72		
-37.84   	  4.88   	 96.66   	 991.86		
-34.79   	  8.54   	100.63   	 935.91		
-32.35   	 12.82   	104.37   	 885.04		
-30.82   	 16.48   	107.91   	 844.35		
-29.60   	 18.92   	111.29   	 813.83		
-28.08   	 20.75   	114.55   	 788.40		
-25.94   	 21.67   	117.70   	 783.31		
-22.89   	 21.67   	120.83   	 783.31		
-19.53   	 21.97   	123.97   	 773.14		
-15.87   	 22.89   	127.06   	 773.14		
-12.51   	 25.02   	130.15   	 762.97		
 -9.77   	 28.38   	133.20   	 742.62		
 -7.02   	 33.26   	136.17   	 712.10		
 -4.27   	 39.67   	139.02   	 676.50		
 -1.53   	 47.91   	141.73   	 625.63		
  1.53   	 57.07   	144.23   	 564.60		
  4.27   	 65.61   	146.49   	 498.47		
  7.02   	 72.33   	148.48   	 422.18		
 10.07   	 77.51   	150.17   	 340.79		
 14.04   	 83.92   	151.54   	 254.32		
 18.31   	 93.08   	152.55   	 157.68		
 23.19   	104.98   	153.18   	  45.78		
 27.47   	118.71   	153.37   	 -71.21		
 31.74   	131.23   	153.08   	-193.29		
 36.32   	140.69   	152.31   	-330.62		
 41.20   	146.48   	150.99   	-452.69		
 46.69   	150.45   	149.18   	-559.51		
 51.57   	154.72   	146.94   	-651.07		
 56.46   	160.83   	144.33   	-722.28		
 61.34   	169.07   	141.44   	-768.05		
 66.22   	177.92   	138.37   	-793.49		
 71.41   	184.94   	135.20   	-793.49		
 76.60   	187.68   	132.02   	-762.97		
 80.57   	185.55   	128.97   	-712.10		
 84.23   	178.83   	126.12   	-635.81		
 87.28   	170.29   	123.58   	-549.34		
 90.64   	161.13   	121.38   	-447.61		
 94.91   	152.89   	119.59   	-335.71		
 99.18   	144.65   	118.25   	-213.63		
102.84   	135.50   	117.40   	 -96.64		
104.37   	124.51   	117.01   	  15.26		
