  I     	  II     	  AOp     	  AOp'		  CH2     	  CH2'		
-476.38   	-405.88   	 68.97   	  55.95		 70.91   	 -35.61		
-439.15   	-372.62   	 69.20   	 111.90		 70.76   	 -35.61		
-372.62   	-332.03   	 69.64   	 183.11		 70.62   	 -35.61		
-316.77   	-271.30   	 70.38   	 259.41		 70.48   	 -35.61		
-262.15   	-206.30   	 71.41   	 335.71		 70.34   	 -30.52		
-201.72   	-143.13   	 72.76   	 406.92		 70.21   	 -35.61		
-181.58   	-86.36   	 74.38   	 467.95		 70.07   	 -30.52		
-156.25   	-49.44   	 76.26   	 508.65		 69.95   	 -35.61		
-137.33   	-27.16   	 78.29   	 528.99		 69.81   	 -30.52		
-133.36   	-16.48   	 80.41   	 549.34		 69.68   	 -35.61		
-123.90   	-11.29   	 82.60   	 564.60		 69.54   	 -30.52		
-124.51   	 -5.49   	 84.86   	 579.86		 69.42   	 -35.61		
-122.68   	 -2.75   	 87.18   	 595.11		 69.28   	 -35.61		
-122.38   	 -2.14   	 89.56   	 605.29		 69.14   	 -35.61		
-114.75   	  1.53   	 91.98   	 605.29		 68.99   	 -40.69		
-107.12   	  1.53   	 94.40   	 579.86		 68.83   	 -35.61		
-107.42   	 -0.31   	 96.72   	 528.99		 68.69   	 -40.69		
-109.86   	 -2.14   	 98.84   	 473.04		 68.52   	 -35.61		
-110.47   	 -2.75   	100.73   	 396.74		 68.38   	 -35.61		
-119.32   	 -0.61   	102.32   	 320.45		 68.24   	 -30.52		
-130.00   	 -7.32   	103.60   	 233.98		 68.12   	 -30.52		
-123.60   	 -9.46   	104.54   	 162.77		 68.00   	 -25.43		
-115.66   	 -6.71   	105.19   	  96.64		 67.89   	 -20.35		
-112.30   	-14.04   	105.57   	  50.86		 67.81   	 -15.26		
-101.01   	-10.38   	105.78   	  10.17		 67.75   	  -5.09		
-106.81   	 -9.46   	105.82(S)	 -10.17		 67.73   	  10.17		
-119.02   	-23.80   	105.78   	 -45.78		 67.77   	  30.52		
-123.60   	-25.63   	105.59   	 -91.56		 67.89   	  66.12		
-128.48   	-30.21   	105.23   	-157.68		 68.16   	 111.90		
-123.90   	-28.69   	104.60   	-218.72		 68.61   	 188.20		
-127.87   	-29.30   	103.72   	-254.32		 69.36   	 279.75		
-124.82   	-32.04   	102.71   	-223.80		 70.48   	 376.40		
-125.73   	-38.76   	101.81   	-152.59		 71.98   	 467.95		
-132.75   	-48.52   	101.20   	 -45.78		 73.86   	 544.25		
-137.94   	-54.93   	101.02   	  55.95		 76.03   	 600.20		
-148.01   	-56.46   	101.24   	 106.82		 78.43   	 620.55		
-153.81   	-65.31   	101.67   	  86.47		 80.92   	 625.63		
-158.39   	-68.66   	102.01   	   5.09		 83.42   	 605.29		
-160.83   	-74.16   	102.03   	-127.16		 85.84   	 579.86		
-161.74   	-80.57   	101.53   	-259.41		 88.16   	 549.34		
-174.26   	-87.59   	100.49   	-345.88		 90.36   	 513.73		
-177.92   	-94.30   	 99.10   	-366.22		 92.41   	 488.30		
-167.54   	-93.38   	 97.64   	-295.01		 94.36   	 467.95		
-164.49   	-101.01   	 96.46   	-172.94		 96.24   	 442.52		
-163.57   	-107.73   	 95.77   	 -45.78		 98.01   	 427.26		
-165.41   	-111.08   	 95.58   	  45.78		 99.71   	 412.00		
-193.79   	-122.07   	 95.77   	  71.21		101.36   	 396.74		
-206.91   	-127.56   	 96.05   	  45.78		102.95   	 381.48		
-198.97   	-129.09   	 96.24   	 -20.35		104.48   	 366.22		
-196.84   	-131.53   	 96.15   	-101.73		105.94   	 345.88		
-188.90   	-133.97   	 95.75   	-147.51		107.32   	 330.62		
-192.26   	-140.99   	 95.16   	-157.68		108.65   	 305.19		
-195.31   	-136.41   	 94.53   	-116.99		109.87   	 284.84		
-191.96   	-133.97   	 94.06   	 -45.78		111.01   	 264.50		
-183.11   	-132.75   	 93.88   	  45.78		112.06   	 239.06		
-154.11   	-116.58   	 94.06   	 111.90		113.02   	 218.72		
-144.65   	-115.36   	 94.51   	 152.59		113.90   	 193.29		
-129.70   	-102.84   	 95.12   	 152.59		114.67   	 167.85		
-115.36   	-89.72   	 95.73   	 111.90		115.34   	 137.33		
-115.36   	-88.81   	 96.17   	  55.95		115.89   	 111.90		
-107.12   	-67.75   	 96.40   	  -5.09		116.34   	  86.47		
-100.40   	-58.29   	 96.38   	 -45.78		116.68   	  55.95		
-80.87   	-40.89   	 96.19   	 -81.38		116.91   	  25.43		
-68.05   	-17.40   	 95.87   	 -91.56		117.01   	  -5.09		
-49.44   	  0.92   	 95.50   	-101.73		116.99   	 -35.61		
-37.54   	 15.56   	 95.10   	-111.90		116.85   	 -61.04		
-21.67   	 33.26   	 94.65   	-127.16		116.60   	 -81.38		
  0.31   	 51.57   	 94.14   	-142.42		116.28   	-106.82		
  3.66   	 61.65   	 93.57   	-167.85		115.85   	-127.16		
  8.54   	 75.99   	 92.90   	-183.11		115.34   	-142.42		
 -4.58   	 82.40   	 92.17   	-198.37		114.77   	-157.68		
-10.99   	 90.03   	 91.37   	-188.20		114.14   	-167.85		
 -2.75   	 97.96   	 90.62   	-172.94		113.47   	-183.11		
  0.61   	100.71   	 89.93   	-142.42		112.74   	-188.20		
  4.88   	107.42   	 89.36   	 -96.64		111.98   	-193.29		
 -3.66   	112.00   	 88.97   	 -35.61		111.21   	-198.37		
 -5.80   	112.61   	 88.83   	  40.69		110.42   	-203.46		
  3.05   	114.44   	 88.99   	 106.82		109.60   	-208.54		
  8.24   	125.43   	 89.42   	 162.77		108.77   	-208.54		
 10.38   	124.21   	 90.07   	 193.29		107.93   	-208.54		
  6.41   	123.29   	 90.84   	 198.37		107.10   	-213.63		
 -5.19   	125.12   	 91.64   	 162.77		106.25   	-213.63		
 -5.49   	122.99   	 92.29   	 111.90		105.39   	-218.72		
  3.05   	115.36   	 92.74   	  61.04		104.52   	-218.72		
  8.85   	122.99   	 92.98   	  10.17		103.64   	-218.72		
  9.46   	121.15   	 93.02   	 -20.35		102.77   	-223.80		
 12.82   	112.30   	 92.94   	 -40.69		101.87   	-223.80		
 14.65   	117.80   	 92.78   	 -50.86		100.98   	-228.89		
  2.75   	106.20   	 92.57   	 -50.86		100.06   	-228.89		
  3.05   	108.34   	 92.37   	 -66.12		 99.15   	-233.98		
 -3.36   	111.69   	 92.11   	 -66.12		 98.21   	-233.98		
 -9.46   	108.03   	 91.84   	 -76.30		 97.27   	-228.89		
  0.61   	110.47   	 91.54   	 -76.30		 96.36   	-233.98		
 14.65   	103.76   	 91.23   	 -76.30		 95.42   	-228.89		
 21.67   	109.86   	 90.93   	 -71.21		 94.51   	-223.80		
 14.95   	102.23   	 90.64   	 -61.04		 93.61   	-218.72		
 12.51   	101.01   	 90.40   	 -55.95		 92.74   	-203.46		
 -0.61   	102.23   	 90.17   	 -50.86		 91.92   	-198.37		
-13.12   	 94.60   	 89.97   	 -55.95		 91.13   	-178.03		
-11.90   	 91.55   	 89.75   	 -55.95		 90.42   	-162.77		
-14.65   	 95.52   	 89.52   	 -66.12		 89.77   	-147.51		
-14.65   	 96.44   	 89.26   	 -66.12		 89.18   	-132.25		
-10.68   	 92.16   	 88.99   	 -71.21		 88.65   	-116.99		
 -3.66   	 94.91   	 88.71   	 -71.21		 88.18   	-106.82		
 -7.02   	 90.33   	 88.42   	 -71.21		 87.75   	 -96.64		
  0.00   	 90.64   	 88.14   	 -71.21		 87.36   	 -91.56		
 -9.16   	 86.06   	 87.85   	 -71.21		 87.00   	 -81.38		
-13.73   	 90.94   	 87.57   	 -66.12		 86.67   	 -76.30		
 -6.41   	 90.03   	 87.30   	 -66.12		 86.37   	 -76.30		
 -9.16   	 92.16   	 87.04   	 -66.12		 86.06   	 -71.21		
 -7.63   	 97.66   	 86.77   	 -61.04		 85.78   	 -71.21		
 -9.46   	 90.03   	 86.53   	 -66.12		 85.49   	 -66.12		
-19.53   	 94.60   	 86.27   	 -66.12		 85.23   	 -66.12		
-28.38   	 82.40   	 86.00   	 -66.12		 84.96   	 -61.04		
-19.84   	 86.36   	 85.74   	 -76.30		 84.72   	 -55.95		
-13.43   	 94.60   	 85.43   	 -76.30		 84.50   	 -55.95		
-10.68   	 96.44   	 85.13   	 -81.38		 84.27   	 -55.95		
  0.61   	102.54   	 84.80   	 -76.30		 84.05   	 -45.78		
 -3.97   	 94.91   	 84.50   	 -71.21		 83.87   	 -50.86		
 -5.49   	 90.64   	 84.21   	 -61.04		 83.66   	 -45.78		
 19.53   	 99.49   	 83.97   	 -45.78		 83.48   	 -40.69		
 14.65   	 97.96   	 83.78   	 -35.61		 83.32   	 -40.69		
 21.36   	108.95   	 83.64   	 -25.43		 83.15   	 -45.78		
 36.93   	115.97   	 83.54   	 -20.35		 82.97   	 -40.69		
 27.16   	102.23   	 83.46   	 -20.35		 82.81   	 -40.69		
 43.64   	107.12   	 83.38   	 -30.52		 82.64   	 -35.61		
 51.57   	107.73   	 83.26   	 -40.69		 82.50   	 -40.69		
 59.20   	112.92   	 83.09   	 -45.78		 82.34   	 -35.61		
 66.53   	120.24   	 82.91   	 -50.86		 82.20   	 -40.69		
 61.65   	126.65   	 82.71   	 -55.95		 82.03   	 -35.61		
 81.18   	137.02   	 82.48   	 -61.04		 81.89   	 -35.61		
 91.86   	140.69   	 82.24   	 -61.04		 81.75   	 -35.61		
111.69   	146.18   	 81.99   	 -61.04		 81.61   	 -30.52		
145.26   	158.39   	 81.75   	 -61.04		 81.48   	 -35.61		
155.03   	155.03   	 81.51   	 -50.86		 81.34   	 -35.61		
145.57   	155.03   	 81.30   	 -55.95		 81.20   	 -30.52		
140.99   	166.63   	 81.08   	 -45.78		 81.08   	 -35.61		
134.28   	173.03   	 80.89   	 -45.78		 80.94   	 -35.61		
143.13   	192.57   	 80.71   	 -45.78		 80.79   	 -30.52		
169.68   	215.15   	 80.53   	 -35.61		 80.67   	 -35.61		
168.46   	215.45   	 80.39   	 -40.69		 80.53   	 -35.61		
170.29   	208.74   	 80.22   	 -35.61		 80.39   	 -35.61		
156.56   	200.20   	 80.08   	 -40.69		 80.24   	 -40.69		
121.15   	190.12   	 79.92   	 -40.69		 80.08   	 -35.61		
110.78   	189.82   	 79.76   	 -45.78		 79.94   	 -35.61		
 84.84   	179.14   	 79.57   	 -50.86		 79.80   	 -35.61		
 52.49   	151.67   	 79.37   	 -55.95		 79.65   	 -35.61		
 38.45   	119.63   	 79.15   	 -50.86		 79.51   	 -30.52		
 23.50   	 93.69   	 78.94   	 -50.86		 79.39   	 -35.61		
  3.36   	 87.28   	 78.74   	 -35.61		 79.25   	 -30.52		
-10.68   	 87.89   	 78.60   	 -25.43		 79.12   	 -30.52		
-15.56   	 92.47   	 78.49   	 -10.17		 79.00   	 -30.52		
-21.97   	 91.25   	 78.45   	   0.00		 78.88   	 -30.52		
-22.89   	 79.96   	 78.45   	   5.09		 78.76   	 -30.52		
-18.31   	 78.74   	 78.47   	  15.26		 78.64   	 -25.43		
-21.67   	 79.35   	 78.53   	  10.17		 78.53   	 -30.52		
-18.01   	 80.26   	 78.58   	  10.17		 78.41   	 -30.52		
-19.23   	 82.70   	 78.62   	   0.00		 78.29   	 -30.52		
-12.51   	 85.45   	 78.62   	 -10.17		 78.17   	 -30.52		
-13.12   	 82.09   	 78.58   	 -10.17		 78.05   	 -30.52		
-14.65   	 83.31   	 78.53   	 -15.26		 77.92   	 -30.52		
 -9.46   	 83.92   	 78.47   	 -25.43		 77.80   	 -25.43		
 -6.10   	 83.92   	 78.37   	 -30.52		 77.70   	 -25.43		
 -4.58   	 83.92   	 78.25   	 -35.61		 77.60   	 -25.43		
 -3.66   	 85.14   	 78.11   	 -45.78		 77.50   	 -25.43		
 -1.83   	 86.98   	 77.92   	 -55.95		 77.40   	 -25.43		
  0.61   	 88.81   	 77.70   	 -50.86		 77.29   	 -20.35		
  3.05   	 89.72   	 77.50   	 -50.86		 77.21   	 -25.43		
  3.36   	 88.81   	 77.29   	 -40.69		 77.11   	 -20.35		
  1.83   	 86.67   	 77.13   	 -30.52		 77.03   	 -15.26		
 -0.31   	 83.31   	 77.01   	 -15.26		 76.97   	 -20.35		
 -2.75   	 79.96   	 76.95   	  -5.09		 76.89   	 -20.35		
 -5.80   	 76.60   	 76.93   	  -5.09		 76.81   	 -15.26		
-10.68   	 73.24   	 76.91   	  -5.09		 76.74   	 -20.35		
-18.01   	 69.58   	 76.89   	 -20.35		 76.66   	 -20.35		
-25.33   	 63.17   	 76.81   	 -25.43		 76.58   	 -15.26		
-25.63   	 52.19   	 76.70   	 -40.69		 76.52   	 -20.35		
 -7.93   	 37.54   	 76.54   	 -45.78		 76.44   	 -15.26		
 35.71   	 24.41   	 76.36   	 -45.78		 76.38   	 -15.26		
107.42   	 23.50   	 76.17   	 -35.61		 76.32   	 -15.26		
201.42   	 45.47   	 76.03   	 -30.52		 76.26   	 -15.26		
307.92   	 96.44   	 75.91   	 -20.35		 76.20   	 -10.17		
418.70   	177.00   	 75.83   	 -10.17		 76.15   	 -10.17		
526.12   	282.59   	 75.79   	  -5.09		 76.11   	 -10.17		
622.86   	406.19   	 75.77   	   0.00		 76.07   	 -10.17		
696.11   	529.79   	 75.77   	   0.00		 76.03   	 -10.17		
718.38(R)	616.46   	 75.77   	   0.00		 75.99   	 -10.17		
652.47   	613.71   	 75.77   	   0.00		 75.95   	 -10.17		
477.29   	482.48   	 75.77   	 -10.17		 75.91   	 -10.17		
214.23   	224.61   	 75.73   	 -10.17		 75.87   	 -10.17		
-68.36   	-102.54   	 75.69   	 -10.17		 75.83   	  -5.09		
-277.10   	-408.33   	 75.65   	 -10.17		 75.81   	  -5.09		
-348.82   	-616.46   	 75.60   	   0.00		 75.79   	   0.00		
-296.02   	-702.82   	 75.60   	   0.00		 75.79   	  -5.09		
-192.87   	-692.14   	 75.60   	 -10.17		 75.77   	  -5.09		
-119.93   	-631.71   	 75.56   	 -15.26		 75.75   	  -5.09		
-118.41   	-562.13   	 75.50   	 -25.43		 75.73   	  -5.09		
-177.00   	-501.40   	 75.40   	 -35.61		 75.71   	 -10.17		
-254.52   	-453.80   	 75.26   	 -40.69		 75.67   	  -5.09		
-315.25   	-419.62   	 75.10   	 -40.69		 75.65   	  -5.09		
-348.51   	-399.78   	 74.93   	 -30.52		 75.63   	 -10.17		
-362.24   	-394.29   	 74.81   	 -10.17		 75.58   	 -10.17		
-369.57   	-397.34   	 74.77(D)	   5.09		 75.54   	 -10.17		
-382.08   	-401.31   	 74.79   	  35.61		 75.50   	 -10.17		
-402.83   	-400.39   	 74.93   	  61.04		 75.46   	  -5.09		
-426.33   	-392.46   	 75.18   	  91.56		 75.44   	 -10.17		
-439.15   	-377.81   	 75.54   	 122.07		 75.40   	  -5.09		
-431.21   	-357.06   	 76.03   	 152.59		 75.38   	 -10.17		
-399.17   	-328.98   	 76.64   	 188.20		 75.34   	 -10.17		
-348.82   	-291.44   	 77.40   	 233.98		 75.30   	  -5.09		
-291.14   	-244.14   	 78.33   	 295.01		 75.28   	 -10.17		
-234.99   	-188.90   	 79.51   	 356.05		 75.24   	 -10.17		
-186.16   	-131.53   	 80.94   	 422.18		 75.20   	  -5.09		
-147.71   	-79.35   	 82.62   	 483.21		 75.18   	  -5.09		
-120.24   	-37.84   	 84.56   	 549.34		 75.16   	  -5.09		
-102.54   	-10.68   	 86.75   	 590.03		 75.14   	   0.00		
-92.16   	  3.66   	 89.11   	 620.55		 75.14   	  -5.09		
-85.45   	 10.99   	 91.60   	 645.98		 75.12   	  -5.09		
-79.35   	 15.87   	 94.18   	 666.32		 75.10   	  -5.09		
-73.24   	 20.14   	 96.85   	 671.41		 75.08   	  -5.09		
-68.66   	 23.80   	 99.53   	 651.07		 75.06   	  -5.09		
-67.14   	 24.72   	102.14   	 605.29		 75.04   	  -5.09		
-68.05   	 23.50   	104.56   	 518.82		 75.01   	  -5.09		
-69.89   	 21.67   	106.63   	 406.92		 74.99   	  -5.09		
-70.50   	 20.45   	108.26   	 279.75		 74.97   	  -5.09		
-69.58   	 20.14   	109.38   	 152.59		 74.95   	   0.00		
-68.05   	 20.14   	109.99   	  55.95		 74.95   	   0.00		
-67.14   	 19.53   	110.21   	  -5.09		 74.95   	   5.09		
-67.14   	 18.01   	110.19   	 -25.43		 74.97   	   5.09		
-68.66   	 15.56   	110.09   	   0.00		 74.99   	  20.35		
-70.80   	 13.12   	110.09   	  40.69		 75.08   	  30.52		
-72.94   	 10.68   	110.25   	  71.21		 75.20   	  50.86		
-75.38   	  7.63   	110.54   	  61.04		 75.40   	  81.38		
-77.21   	  4.27   	110.78(S)	 -10.17		 75.73   	 127.16		
-78.13   	  0.31   	110.74   	-111.90		 76.24   	 188.20		
-78.74   	 -3.66   	110.29   	-233.98		 76.99   	 269.58		
-79.35   	 -7.32   	109.36   	-305.19		 78.07   	 356.05		
-80.57   	-10.07   	108.14   	-320.45		 79.49   	 437.43		
-83.01   	-13.12   	106.86   	-254.32		 81.24   	 508.65		
-86.98   	-17.09   	105.84   	-127.16		 83.28   	 559.51		
-91.55   	-22.58   	105.33   	  10.17		 85.51   	 595.11		
-96.44   	-29.30   	105.37   	 106.82		 87.89   	 605.29		
-101.32   	-36.01   	105.80   	 106.82		 90.32   	 600.20		
-105.29   	-41.50   	106.23   	  25.43		 92.72   	 584.94		
-108.64   	-45.78   	106.33   	-111.90		 95.06   	 564.60		
-112.30   	-50.05   	105.88   	-239.06		 97.31   	 534.08		
-116.27   	-55.54   	104.92   	-289.93		 99.45   	 513.73		
-121.15   	-62.56   	103.76   	-244.15		101.51   	 483.21		
-126.04   	-71.41   	102.79   	-111.90		103.44   	 462.87		
-130.31   	-80.57   	102.34   	  20.35		105.29   	 437.43		
-133.67   	-88.81   	102.42   	 101.73		107.04   	 417.09		
-136.41   	-95.21   	102.83   	  81.38		108.71   	 396.74		
-139.77   	-101.01   	103.15   	  -5.09		110.29   	 376.40		
-144.35   	-106.51   	103.13   	-132.25		111.80   	 350.97		
-148.93   	-112.61   	102.60   	-228.89		113.20   	 330.62		
-152.28   	-118.41   	101.69   	-274.67		114.53   	 305.19		
-152.59   	-122.99   	100.59   	-249.24		115.75   	 284.84		
-150.15   	-126.04   	 99.59   	-162.77		116.89   	 259.41		
-146.79   	-127.56   	 98.94   	 -55.95		117.92   	 233.98		
-143.43   	-127.87   	 98.72   	  45.78		118.86   	 203.46		
-139.47   	-128.17   	 98.90   	 116.99		119.67   	 183.11		
-133.97   	-127.56   	 99.37   	 147.51		120.41   	 157.68		
-126.04   	-125.12   	 99.96   	 142.42		121.04   	 127.16		
-116.27   	-119.93   	100.53   	 101.73		121.55   	 101.73		
-104.68   	-112.00   	100.94   	  61.04		121.95   	  76.30		
-92.16   	-101.62   	101.18   	  15.26		122.26   	  40.69		
-78.43   	-90.03   	101.24   	   0.00		122.42   	  15.26		
-63.78   	-78.43   	101.24   	  10.17		122.48   	 -10.17		
-49.44   	-66.83   	101.28   	  35.61		122.44   	 -40.69		
-36.01   	-54.63   	101.42   	  76.30		122.28   	 -66.12		
-23.80   	-40.89   	101.73   	 101.73		122.01   	 -91.56		
-11.60   	-25.02   	102.14   	 116.99		121.65   	-111.90		
  0.61   	 -7.93   	102.60   	 101.73		121.20   	-132.25		
 11.90   	  8.54   	103.01   	  66.12		120.67   	-157.68		
 21.36   	 22.58   	103.28   	  10.17		120.04   	-172.94		
 28.08   	 34.18   	103.32   	 -45.78		119.35   	-188.20		
 32.96   	 43.33   	103.13   	 -96.64		118.60   	-198.37		
 36.32   	 51.88   	102.75   	-132.25		117.80   	-213.63		
 39.67   	 59.51   	102.22   	-152.59		116.95   	-218.72		
 42.11   	 66.22   	101.61   	-162.77		116.07   	-218.72		
 43.64   	 71.41   	100.96   	-167.85		115.20   	-223.80		
 44.56   	 75.07   	100.28   	-178.03		114.30   	-223.80		
 44.86   	 77.82   	 99.57   	-178.03		113.41   	-213.63		
 45.17   	 80.26   	 98.86   	-183.11		112.55   	-213.63		
 45.78   	 82.70   	 98.13   	-172.94		111.70   	-208.54		
 46.39   	 85.45   	 97.44   	-157.68		110.86   	-198.37		
 46.69   	 87.89   	 96.81   	-132.25		110.07   	-193.29		
 46.39   	 89.72   	 96.28   	 -91.56		109.30   	-188.20		
 45.17   	 90.33   	 95.91   	 -45.78		108.54   	-183.11		
 42.42   	 89.11   	 95.73   	   5.09		107.81   	-172.94		
 38.76   	 86.67   	 95.75   	  45.78		107.12   	-167.85		
 36.01   	 83.92   	 95.93   	  71.21		106.45   	-157.68		
 35.40   	 81.79   	 96.22   	  76.30		105.82   	-152.59		
 37.23   	 81.48   	 96.52   	  71.21		105.21   	-152.59		
 39.67   	 81.48   	 96.81   	  61.04		104.60   	-147.51		
 39.67   	 80.57   	 97.05   	  55.95		104.01   	-142.42		
 36.93   	 77.51   	 97.27   	  45.78		103.44   	-147.51		
 32.96   	 73.24   	 97.46   	  40.69		102.85   	-147.51		
 30.21   	 69.58   	 97.62   	  25.43		102.26   	-147.51		
 29.60   	 66.83   	 97.72   	   0.00		101.67   	-152.59		
 29.30   	 65.00   	 97.72   	 -35.61		101.06   	-157.68		
 27.77   	 62.56   	 97.58   	 -76.30		100.43   	-157.68		
 24.72   	 59.81   	 97.27   	-111.90		 99.80   	-162.77		
 21.06   	 57.37   	 96.83   	-132.25		 99.15   	-167.85		
 18.01   	 56.15   	 96.30   	-142.42		 98.47   	-172.94		
 16.17   	 55.54   	 95.73   	-132.25		 97.78   	-172.94		
 15.26   	 54.63   	 95.20   	-122.07		 97.09   	-167.85		
 14.04   	 52.49   	 94.71   	-111.90		 96.42   	-167.85		
 13.12   	 49.74   	 94.26   	-111.90		 95.75   	-167.85		
 11.60   	 47.00   	 93.81   	-106.82		 95.08   	-152.59		
  9.77   	 45.17   	 93.39   	-111.90		 94.47   	-147.51		
  7.32   	 44.25   	 92.94   	-106.82		 93.88   	-132.25		
  5.19   	 43.64   	 92.51   	 -96.64		 93.35   	-122.07		
  3.66   	 42.42   	 92.13   	 -81.38		 92.86   	-106.82		
  2.44   	 40.28   	 91.80   	 -50.86		 92.43   	-101.73		
  1.22   	 38.15   	 91.60   	 -30.52		 92.02   	 -86.47		
 -0.61   	 36.01   	 91.47   	 -10.17		 91.68   	 -86.47		
 -2.75   	 34.79   	 91.43   	  -5.09		 91.33   	 -71.21		
 -4.58   	 33.87   	 91.41   	 -10.17		 91.05   	 -71.21		
 -6.41   	 33.57   	 91.37   	 -30.52		 90.76   	 -66.12		
 -7.93   	 32.96   	 91.25   	 -45.78		 90.50   	 -61.04		
 -9.46   	 32.35   	 91.07   	 -71.21		 90.25   	 -61.04		
-11.29   	 32.04   	 90.78   	 -81.38		 90.01   	 -61.04		
-12.21   	 31.74   	 90.46   	 -91.56		 89.77   	 -55.95		
-12.21   	 32.04   	 90.09   	 -86.47		 89.54   	 -55.95		
-12.51   	 32.65   	 89.75   	 -76.30		 89.32   	 -55.95		
-13.12   	 33.26   	 89.44   	 -66.12		 89.09   	 -55.95		
-14.34   	 33.57   	 89.18   	 -55.95		 88.87   	 -55.95		
-14.95   	 33.26   	 88.95   	 -40.69		 88.65   	 -55.95		
-14.95   	 32.04   	 88.79   	 -40.69		 88.42   	 -55.95		
-13.73   	 31.13   	 88.63   	 -35.61		 88.20   	 -55.95		
-10.38   	 30.82   	 88.48   	 -35.61		 87.98   	 -55.95		
 -4.88   	 32.35   	 88.34   	 -40.69		 87.75   	 -55.95		
  3.97   	 35.71   	 88.18   	 -45.78		 87.53   	 -50.86		
 15.87   	 40.28   	 88.00   	 -45.78		 87.32   	 -50.86		
 29.91   	 44.56   	 87.81   	 -45.78		 87.12   	 -45.78		
 44.25   	 47.61   	 87.63   	 -50.86		 86.94   	 -45.78		
 57.07   	 48.22   	 87.43   	 -50.86		 86.75   	 -45.78		
 66.53   	 47.91   	 87.22   	 -55.95		 86.57   	 -40.69		
 71.41   	 47.61   	 87.00   	 -50.86		 86.41   	 -40.69		
 72.63   	 48.83   	 86.80   	 -55.95		 86.25   	 -35.61		
 72.63   	 52.49   	 86.57   	 -55.95		 86.10   	 -35.61		
 75.07   	 58.59   	 86.35   	 -50.86		 85.96   	 -35.61		
 84.23   	 66.53   	 86.14   	 -45.78		 85.82   	 -35.61		
102.23   	 74.46   	 85.96   	 -40.69		 85.68   	 -35.61		
125.43   	 81.48   	 85.80   	 -45.78		 85.53   	 -35.61		
145.57   	 85.75   	 85.62   	 -50.86		 85.39   	 -30.52		
152.89   	 86.98   	 85.41   	 -55.95		 85.27   	 -30.52		
144.65   	 86.36   	 85.19   	 -66.12		 85.15   	 -30.52		
126.65   	 87.28   	 84.92   	 -76.30		 85.03   	 -30.52		
112.61   	 93.38   	 84.62   	 -81.38		 84.90   	 -30.52		
112.00   	105.90   	 84.29   	 -81.38		 84.78   	 -30.52		
122.68   	120.54   	 83.97   	 -76.30		 84.66   	 -30.52		
133.36   	129.39   	 83.66   	 -61.04		 84.54   	 -30.52		
133.06   	127.87   	 83.42   	 -50.86		 84.41   	 -30.52		
119.63   	117.19   	 83.21   	 -40.69		 84.29   	 -30.52		
 98.88   	104.98   	 83.05   	 -35.61		 84.17   	 -30.52		
 78.43   	 96.44   	 82.91   	 -30.52		 84.05   	 -30.52		
 59.20   	 89.72   	 82.79   	 -35.61		 83.93   	 -30.52		
 38.45   	 76.60   	 82.64   	 -35.61		 83.80   	 -30.52		
 13.73   	 53.71   	 82.50   	 -35.61		 83.68   	 -35.61		
-12.51   	 24.72   	 82.36   	 -35.61		 83.54   	 -30.52		
-36.01   	  0.92   	 82.22   	 -35.61		 83.42   	 -30.52		
-52.19   	 -9.77   	 82.07   	 -30.52		 83.30   	 -35.61		
-59.51   	 -8.85   	 81.95   	 -25.43		 83.15   	 -30.52		
-60.73   	 -4.27   	 81.85   	 -20.35		 83.03   	 -35.61		
-59.81   	 -3.36   	 81.77   	 -20.35		 82.89   	 -30.52		
-59.81   	 -6.71   	 81.69   	 -20.35		 82.77   	 -30.52		
-61.34   	-10.07   	 81.61   	 -30.52		 82.64   	 -35.61		
-63.48   	-10.07   	 81.48   	 -35.61		 82.50   	 -30.52		
-64.39   	 -6.71   	 81.34   	 -45.78		 82.38   	 -30.52		
-63.78   	 -3.05   	 81.16   	 -55.95		 82.26   	 -30.52		
-63.17   	 -1.22   	 80.94   	 -55.95		 82.14   	 -35.61		
-62.87   	 -2.14   	 80.71   	 -55.95		 81.99   	 -30.52		
-63.48   	 -3.97   	 80.49   	 -61.04		 81.87   	 -35.61		
-63.78   	 -5.49   	 80.24   	 -55.95		 81.73   	 -35.61		
-63.17   	 -5.80   	 80.02   	 -50.86		 81.59   	 -35.61		
-61.95   	 -5.19   	 79.82   	 -45.78		 81.44   	 -35.61		
-61.34   	 -4.58   	 79.63   	 -30.52		 81.30   	 -35.61		
-61.65   	 -4.27   	 79.51   	 -25.43		 81.16   	 -35.61		
-62.26   	 -4.27   	 79.41   	 -20.35		 81.02   	 -35.61		
-62.87   	 -4.58   	 79.33   	 -15.26		 80.87   	 -35.61		
-63.48   	 -5.49   	 79.27   	 -20.35		 80.73   	 -35.61		
-65.61   	 -7.93   	 79.19   	 -25.43		 80.59   	 -35.61		
-71.41   	-13.12   	 79.08   	 -30.52		 80.45   	 -40.69		
-78.43   	-22.28   	 78.96   	 -35.61		 80.28   	 -35.61		
-79.04   	-36.01   	 78.82   	 -45.78		 80.14   	 -40.69		
-60.12   	-51.88   	 78.64   	 -55.95		 79.98   	 -35.61		
-12.21   	-64.39   	 78.41   	 -55.95		 79.84   	 -40.69		
 68.36   	-63.78   	 78.19   	 -61.04		 79.67   	 -35.61		
173.65   	-40.28   	 77.94   	 -66.12		 79.53   	 -40.69		
291.14   	 11.90   	 77.68   	 -66.12		 79.37   	 -35.61		
