  I     	  II     	  AOp     	  AOp'		  CH2     	  CH2'		
408.63   	 93.38   	 77.42   	 -55.95		 79.23   	 -35.61		
516.05   	200.81   	 77.19   	 -61.04		 79.08   	 -30.52		
604.86   	327.45   	 76.95   	 -50.86		 78.96   	 -35.61		
664.06   	456.54   	 76.74   	 -45.78		 78.82   	 -30.52		
668.03(R)	552.98   	 76.56   	 -45.78		 78.70   	 -35.61		
581.05   	567.02   	 76.38   	 -45.78		 78.56   	 -35.61		
382.08   	461.73   	 76.20   	 -40.69		 78.41   	 -35.61		
 92.16   	235.29   	 76.03   	 -45.78		 78.27   	 -35.61		
-217.59   	-66.53   	 75.85   	 -45.78		 78.13   	 -35.61		
-446.47   	-368.96   	 75.67   	 -45.78		 77.99   	 -35.61		
-521.85   	-606.08   	 75.48   	 -45.78		 77.84   	 -35.61		
-451.36   	-747.68   	 75.30   	 -45.78		 77.70   	 -35.61		
-313.72   	-799.26   	 75.12   	 -50.86		 77.56   	 -35.61		
-204.47   	-783.08   	 74.91   	 -50.86		 77.42   	 -35.61		
-181.27   	-725.71   	 74.71   	 -50.86		 77.27   	 -35.61		
-239.87   	-651.86   	 74.51   	 -45.78		 77.13   	 -35.61		
-330.81   	-582.89   	 74.32   	 -35.61		 76.99   	 -35.61		
-404.05   	-535.58   	 74.18   	 -15.26		 76.85   	 -30.52		
-437.62   	-515.44   	 74.12(D)	   0.00		 76.72   	 -35.61		
-438.54   	-516.66   	 74.12   	  15.26		 76.58   	 -30.52		
-426.64   	-524.90   	 74.18   	  25.43		 76.46   	 -35.61		
-419.31   	-529.17   	 74.28   	  25.43		 76.32   	 -30.52		
-422.06   	-525.21   	 74.38   	  30.52		 76.20   	 -35.61		
-426.94   	-512.70   	 74.51   	  45.78		 76.05   	 -35.61		
-422.97   	-491.94   	 74.69   	  86.47		 75.91   	 -35.61		
-403.75   	-461.43   	 75.04   	 157.68		 75.77   	 -35.61		
-370.48   	-418.09   	 75.67   	 249.24		 75.63   	 -35.61		
-329.28   	-360.41   	 76.66   	 350.97		 75.48   	 -35.61		
-286.25   	-292.05   	 78.07   	 442.52		 75.34   	 -35.61		
-244.14   	-220.64   	 79.84   	 518.82		 75.20   	 -35.61		
-204.47   	-157.78   	 81.91   	 564.60		 75.06   	 -35.61		
-169.98   	-112.00   	 84.17   	 584.94		 74.91   	 -35.61		
-143.74   	-85.14   	 86.51   	 584.94		 74.77   	 -35.61		
-126.95   	-72.33   	 88.85   	 574.77		 74.63   	 -40.69		
-117.19   	-65.31   	 91.15   	 574.77		 74.47   	 -35.61		
-111.39   	-58.90   	 93.45   	 579.86		 74.32   	 -35.61		
-106.81   	-52.49   	 95.77   	 584.94		 74.18   	 -40.69		
-103.76   	-48.22   	 98.11   	 595.11		 74.02   	 -35.61		
-101.93   	-48.22   	100.49   	 595.11		 73.88   	 -35.61		
-101.93   	-51.57   	102.87   	 574.77		 73.73   	 -35.61		
-101.62   	-55.24   	105.17   	 518.82		 73.59   	 -30.52		
-100.40   	-57.07   	107.24   	 422.18		 73.47   	 -35.61		
-98.27   	-56.76   	108.93   	 300.10		 73.33   	 -30.52		
-96.44   	-56.15   	110.13   	 157.68		 73.20   	 -30.52		
-96.44   	-57.07   	110.76   	  40.69		 73.08   	 -30.52		
-97.96   	-59.81   	110.93   	 -35.61		 72.96   	 -25.43		
-98.88   	-62.87   	110.78   	 -45.78		 72.86   	 -20.35		
-98.27   	-65.61   	110.60   	 -10.17		 72.78   	 -10.17		
-95.83   	-67.14   	110.56   	  50.86		 72.74   	  10.17		
-93.69   	-68.66   	110.76   	  86.47		 72.78   	  30.52		
-93.69   	-70.80   	111.11   	  66.12		 72.90   	  66.12		
-95.83   	-73.85   	111.37(S)	 -15.26		 73.16   	 132.25		
-98.57   	-77.82   	111.31   	-142.42		 73.69   	 208.54		
-100.40   	-82.09   	110.74   	-259.41		 74.53   	 310.27		
-100.40   	-85.75   	109.70   	-315.36		 75.77   	 406.92		
-99.79   	-89.72   	108.44   	-284.84		 77.40   	 508.65		
-100.10   	-94.30   	107.30   	-188.20		 79.43   	 579.86		
-101.62   	-99.49   	106.55   	 -55.95		 81.75   	 630.72		
-104.37   	-104.98   	106.33   	  50.86		 84.27   	 661.24		
-107.73   	-110.47   	106.53   	  86.47		 86.92   	 666.32		
-110.78   	-115.66   	106.88   	  50.86		 89.58   	 661.24		
-113.83   	-120.85   	107.08   	 -20.35		 92.23   	 635.81		
-117.19   	-126.65   	107.00   	-101.73		 94.77   	 610.37		
-120.54   	-133.06   	106.59   	-162.77		 97.21   	 584.94		
-123.60   	-139.77   	105.94   	-203.46		 99.55   	 554.42		
-126.65   	-147.09   	105.13   	-223.80		101.77   	 523.90		
-129.09   	-154.11   	104.23   	-249.24		103.87   	 503.56		
-132.14   	-161.44   	103.23   	-254.32		105.88   	 478.13		
-136.11   	-169.68   	102.22   	-249.24		107.79   	 452.69		
-140.08   	-178.53   	101.22   	-208.54		109.60   	 432.35		
-143.74   	-187.68   	100.39   	-152.59		111.33   	 412.00		
-146.18   	-196.53   	 99.78   	 -91.56		112.98   	 381.48		
-146.79   	-203.55   	 99.41   	 -40.69		114.51   	 356.05		
-146.18   	-208.74   	 99.25   	 -15.26		115.93   	 330.62		
-144.96   	-212.71   	 99.19   	 -10.17		117.25   	 295.01		
-143.74   	-216.67   	 99.15   	 -20.35		118.43   	 269.58		
-142.21   	-220.34   	 99.06   	 -30.52		119.51   	 233.98		
-140.08   	-224.00   	 98.94   	 -30.52		120.45   	 208.54		
-137.02   	-225.52   	 98.82   	 -15.26		121.28   	 178.03		
-131.53   	-224.30   	 98.76   	  15.26		121.99   	 147.51		
-123.90   	-220.03   	 98.82   	  61.04		122.58   	 122.07		
-113.53   	-213.01   	 99.06   	 101.73		123.07   	  86.47		
-101.32   	-204.47   	 99.47   	 147.51		123.42   	  55.95		
-88.20   	-194.40   	100.06   	 162.77		123.64   	  25.43		
-75.07   	-183.41   	100.71   	 162.77		123.74   	  -5.09		
-62.26   	-169.68   	101.36   	 137.33		123.72   	 -40.69		
-49.13   	-153.50   	101.91   	 101.73		123.56   	 -71.21		
-35.40   	-134.28   	102.32   	  66.12		123.28   	-101.73		
-21.97   	-114.14   	102.58   	  35.61		122.87   	-127.16		
 -9.77   	-93.69   	102.73   	  20.35		122.36   	-157.68		
  0.31   	-74.46   	102.81   	  25.43		121.73   	-172.94		
  7.93   	-56.46   	102.91   	  30.52		121.04   	-198.37		
 13.43   	-39.06   	103.03   	  35.61		120.24   	-208.54		
 17.40   	-22.89   	103.17   	  30.52		119.41   	-218.72		
 19.53   	 -8.54   	103.30   	  15.26		118.53   	-233.98		
 20.45   	  3.36   	103.36   	 -20.35		117.60   	-233.98		
 20.75   	 13.43   	103.28   	 -50.86		116.66   	-244.15		
 21.06   	 21.97   	103.07   	 -86.47		115.69   	-239.06		
 21.97   	 30.21   	102.73   	-127.16		114.73   	-244.15		
 22.58   	 37.54   	102.22   	-162.77		113.75   	-239.06		
 22.58   	 43.95   	101.57   	-203.46		112.80   	-233.98		
 21.36   	 48.52   	100.75   	-228.89		111.86   	-228.89		
 19.23   	 51.27   	 99.84   	-254.32		110.95   	-223.80		
 17.09   	 53.10   	 98.82   	-254.32		110.05   	-208.54		
 15.56   	 53.71   	 97.80   	-239.06		109.22   	-203.46		
 14.65   	 53.71   	 96.85   	-203.46		108.40   	-188.20		
 14.34   	 53.41   	 96.03   	-147.51		107.65   	-178.03		
 14.04   	 53.71   	 95.44   	 -81.38		106.94   	-172.94		
 13.73   	 54.02   	 95.12   	 -15.26		106.25   	-157.68		
 13.43   	 54.93   	 95.06   	  30.52		105.62   	-147.51		
 13.43   	 54.93   	 95.18   	  66.12		105.03   	-142.42		
 13.12   	 54.32   	 95.44   	  86.47		104.46   	-132.25		
 12.82   	 52.49   	 95.79   	  76.30		103.93   	-132.25		
 12.51   	 50.35   	 96.09   	  61.04		103.40   	-122.07		
 11.60   	 48.22   	 96.34   	  25.43		102.91   	-127.16		
 10.07   	 45.78   	 96.44   	   5.09		102.40   	-122.07		
  8.24   	 42.72   	 96.46   	 -15.26		101.91   	-122.07		
  6.10   	 39.37   	 96.40   	 -30.52		101.42   	-127.16		
  3.97   	 35.40   	 96.28   	 -45.78		100.92   	-127.16		
  2.44   	 32.35   	 96.09   	 -55.95		100.41   	-132.25		
  1.22   	 29.91   	 95.87   	 -76.30		 99.88   	-142.42		
  0.61   	 28.69   	 95.56   	 -91.56		 99.31   	-142.42		
 -0.61   	 27.16   	 95.20   	-101.73		 98.74   	-152.59		
 -2.75   	 24.72   	 94.79   	-101.73		 98.13   	-152.59		
 -5.80   	 20.75   	 94.38   	 -91.56		 97.52   	-157.68		
 -9.46   	 15.56   	 94.02   	 -81.38		 96.89   	-157.68		
-11.90   	 10.68   	 93.69   	 -61.04		 96.26   	-157.68		
-13.43   	  7.32   	 93.45   	 -50.86		 95.63   	-157.68		
-13.43   	  6.10   	 93.24   	 -61.04		 94.99   	-152.59		
-13.73   	  5.80   	 93.00   	 -66.12		 94.38   	-147.51		
-14.95   	  5.19   	 92.74   	 -76.30		 93.79   	-137.33		
-17.70   	  3.36   	 92.43   	 -86.47		 93.24   	-127.16		
-21.36   	  0.61   	 92.09   	 -76.30		 92.74   	-111.90		
-24.72   	 -2.44   	 91.78   	 -66.12		 92.29   	-106.82		
-26.55   	 -4.27   	 91.52   	 -40.69		 91.86   	 -91.56		
-27.16   	 -4.58   	 91.35   	 -20.35		 91.50   	 -86.47		
-27.77   	 -4.27   	 91.27   	 -10.17		 91.15   	 -81.38		
-28.99   	 -4.27   	 91.23   	 -10.17		 90.82   	 -71.21		
-30.82   	 -5.19   	 91.19   	 -25.43		 90.54   	 -71.21		
-32.04   	 -5.80   	 91.09   	 -40.69		 90.25   	 -71.21		
-32.65   	 -5.80   	 90.93   	 -66.12		 89.97   	 -66.12		
-32.35   	 -4.58   	 90.66   	 -86.47		 89.70   	 -66.12		
-32.04   	 -3.36   	 90.32   	 -96.64		 89.44   	 -66.12		
-32.04   	 -3.36   	 89.93   	-101.73		 89.18   	 -61.04		
-32.65   	 -3.97   	 89.52   	 -86.47		 88.93   	 -61.04		
-33.57   	 -4.27   	 89.18   	 -76.30		 88.69   	 -55.95		
-34.48   	 -4.27   	 88.87   	 -61.04		 88.46   	 -61.04		
-34.48   	 -3.66   	 88.63   	 -45.78		 88.22   	 -55.95		
-34.18   	 -2.75   	 88.44   	 -40.69		 88.00   	 -50.86		
-32.96   	 -2.14   	 88.28   	 -35.61		 87.79   	 -55.95		
-30.82   	 -0.92   	 88.14   	 -35.61		 87.57   	 -50.86		
-26.86   	  0.92   	 88.00   	 -45.78		 87.36   	 -50.86		
-20.75   	  3.36   	 87.81   	 -50.86		 87.16   	 -50.86		
-12.51   	  6.71   	 87.61   	 -45.78		 86.96   	 -45.78		
 -0.92   	 10.38   	 87.43   	 -50.86		 86.77   	 -45.78		
 12.82   	 14.34   	 87.22   	 -45.78		 86.59   	 -45.78		
 27.77   	 18.01   	 87.04   	 -40.69		 86.41   	 -40.69		
 41.50   	 21.06   	 86.88   	 -45.78		 86.25   	 -40.69		
 51.57   	 23.80   	 86.69   	 -40.69		 86.08   	 -40.69		
 57.37   	 26.86   	 86.53   	 -40.69		 85.92   	 -40.69		
 59.20   	 31.13   	 86.37   	 -50.86		 85.76   	 -35.61		
 60.12   	 36.62   	 86.16   	 -45.78		 85.62   	 -35.61		
 64.09   	 43.33   	 85.98   	 -55.95		 85.47   	 -35.61		
 74.77   	 50.35   	 85.76   	 -50.86		 85.33   	 -30.52		
 92.77   	 56.76   	 85.55   	 -61.04		 85.21   	 -35.61		
114.14   	 61.95   	 85.31   	 -61.04		 85.07   	 -30.52		
128.78   	 64.39   	 85.07   	 -71.21		 84.94   	 -30.52		
130.00   	 65.31   	 84.78   	 -71.21		 84.82   	 -30.52		
117.80   	 67.14   	 84.50   	 -76.30		 84.70   	 -30.52		
101.93   	 73.85   	 84.19   	 -81.38		 84.58   	 -30.52		
 94.91   	 86.98   	 83.87   	 -76.30		 84.46   	 -30.52		
101.32   	103.45   	 83.56   	 -76.30		 84.33   	 -30.52		
114.14   	115.66   	 83.26   	 -66.12		 84.21   	 -30.52		
121.46   	117.80   	 82.99   	 -61.04		 84.09   	 -30.52		
115.66   	109.25   	 82.75   	 -45.78		 83.97   	 -25.43		
 98.57   	 96.74   	 82.56   	 -45.78		 83.87   	 -30.52		
 77.51   	 87.59   	 82.38   	 -35.61		 83.74   	 -30.52		
 57.07   	 81.48   	 82.24   	 -40.69		 83.62   	 -25.43		
 36.62   	 70.80   	 82.07   	 -40.69		 83.52   	 -30.52		
 13.43   	 48.83   	 81.91   	 -35.61		 83.40   	 -25.43		
-12.51   	 16.78   	 81.77   	 -35.61		 83.30   	 -30.52		
-37.84   	-14.65   	 81.63   	 -25.43		 83.17   	 -30.52		
-57.68   	-33.57   	 81.53   	 -20.35		 83.05   	 -25.43		
-69.27   	-37.23   	 81.44   	  -5.09		 82.95   	 -30.52		
-73.85   	-32.35   	 81.42   	  -5.09		 82.83   	 -30.52		
-74.16   	-28.69   	 81.40   	   0.00		 82.71   	 -30.52		
-73.55   	-30.21   	 81.40   	 -10.17		 82.58   	 -30.52		
-73.55   	-34.18   	 81.36   	 -15.26		 82.46   	 -30.52		
-74.46   	-36.62   	 81.30   	 -25.43		 82.34   	 -30.52		
-75.99   	-35.40   	 81.20   	 -40.69		 82.22   	 -35.61		
-76.90   	-33.26   	 81.04   	 -50.86		 82.07   	 -30.52		
-77.51   	-32.04   	 80.83   	 -66.12		 81.95   	 -30.52		
-77.21   	-32.65   	 80.57   	 -71.21		 81.83   	 -35.61		
-76.60   	-33.57   	 80.28   	 -76.30		 81.69   	 -35.61		
-74.77   	-33.26   	 79.98   	 -71.21		 81.55   	 -30.52		
-72.63   	-31.74   	 79.69   	 -66.12		 81.42   	 -35.61		
-70.80   	-30.21   	 79.43   	 -55.95		 81.28   	 -35.61		
-69.89   	-29.91   	 79.21   	 -45.78		 81.14   	 -35.61		
-70.19   	-31.13   	 79.02   	 -35.61		 81.00   	 -35.61		
-71.11   	-32.96   	 78.88   	 -25.43		 80.85   	 -35.61		
-72.02   	-34.18   	 78.78   	 -20.35		 80.71   	 -40.69		
-72.63   	-34.18   	 78.70   	 -25.43		 80.55   	 -35.61		
-72.94   	-33.57   	 78.60   	 -25.43		 80.41   	 -40.69		
-74.77   	-33.87   	 78.49   	 -25.43		 80.24   	 -35.61		
-79.65   	-37.54   	 78.39   	 -30.52		 80.10   	 -40.69		
-86.67   	-46.69   	 78.27   	 -25.43		 79.94   	 -40.69		
-88.50   	-61.34   	 78.17   	 -30.52		 79.78   	 -40.69		
-73.24   	-79.35   	 78.05   	 -30.52		 79.61   	 -40.69		
-28.99   	-93.38   	 77.92   	 -40.69		 79.45   	 -35.61		
 48.52   	-93.69   	 77.76   	 -45.78		 79.31   	 -40.69		
152.59   	-70.50   	 77.58   	 -55.95		 79.15   	 -35.61		
269.47   	-18.01   	 77.35   	 -71.21		 79.00   	 -35.61		
386.35   	 64.39   	 77.07   	 -71.21		 78.86   	 -35.61		
493.16   	173.03   	 76.79   	 -71.21		 78.72   	 -30.52		
582.28   	302.43   	 76.50   	 -71.21		 78.60   	 -35.61		
644.23   	438.54   	 76.22   	 -61.04		 78.45   	 -30.52		
656.74(R)	547.49   	 75.97   	 -50.86		 78.33   	 -30.52		
584.41   	577.09   	 75.77   	 -45.78		 78.21   	 -35.61		
401.61   	481.87   	 75.58   	 -35.61		 78.07   	 -35.61		
121.15   	251.46   	 75.44   	 -35.61		 77.92   	 -35.61		
-194.70   	-72.63   	 75.30   	 -35.61		 77.78   	 -35.61		
-448.00   	-410.16   	 75.16   	 -35.61		 77.64   	 -35.61		
-555.11   	-682.07   	 75.01   	 -40.69		 77.50   	 -35.61		
-506.90   	-847.47   	 74.85   	 -40.69		 77.35   	 -40.69		
-372.92   	-908.20   	 74.69   	 -45.78		 77.19   	 -35.61		
-249.94   	-890.20   	 74.51   	 -45.78		 77.05   	 -40.69		
-205.69   	-825.20   	 74.32   	 -45.78		 76.89   	 -35.61		
-247.19   	-740.97   	 74.14   	 -40.69		 76.74   	 -35.61		
-332.34   	-660.71   	 73.98   	 -30.52		 76.60   	 -35.61		
-408.63   	-603.33   	 73.86   	 -15.26		 76.46   	 -35.61		
-450.13   	-577.09   	 73.79   	  -5.09		 76.32   	 -35.61		
-458.98   	-576.78   	 73.77(D)	   5.09		 76.17   	 -30.52		
-451.66   	-588.38   	 73.79   	  10.17		 76.05   	 -35.61		
-445.86   	-597.53   	 73.83   	  15.26		 75.91   	 -30.52		
-448.30   	-598.14   	 73.90   	  25.43		 75.79   	 -35.61		
-455.32   	-588.99   	 74.00   	  45.78		 75.65   	 -30.52		
-455.02   	-569.76   	 74.18   	  96.64		 75.52   	 -35.61		
-438.84   	-537.72   	 74.57   	 162.77		 75.38   	 -35.61		
-404.36   	-489.50   	 75.22   	 249.24		 75.24   	 -35.61		
-357.06   	-424.80   	 76.22   	 335.71		 75.10   	 -35.61		
-304.57   	-348.21   	 77.56   	 417.09		 74.95   	 -35.61		
-253.91   	-268.86   	 79.23   	 483.21		 74.81   	 -35.61		
-209.35   	-197.45   	 81.16   	 523.90		 74.67   	 -35.61		
-173.34   	-141.60   	 83.26   	 544.25		 74.53   	 -40.69		
-147.09   	-104.37   	 85.43   	 554.42		 74.36   	 -35.61		
-130.31   	-83.62   	 87.65   	 554.42		 74.22   	 -40.69		
-121.15   	-73.24   	 89.87   	 564.60		 74.06   	 -35.61		
-116.27   	-68.05   	 92.13   	 569.68		 73.92   	 -40.69		
-113.22   	-65.00   	 94.40   	 579.86		 73.75   	 -35.61		
-110.17   	-63.17   	 96.72   	 590.03		 73.61   	 -35.61		
-106.51   	-61.34   	 99.08   	 584.94		 73.47   	 -35.61		
-101.93   	-59.81   	101.42   	 559.51		 73.33   	 -35.61		
-97.35   	-58.29   	103.66   	 518.82		 73.18   	 -35.61		
-94.30   	-57.68   	105.74   	 442.52		 73.04   	 -30.52		
-93.69   	-59.20   	107.51   	 335.71		 72.92   	 -30.52		
-95.52   	-62.87   	108.85   	 223.80		 72.80   	 -30.52		
-97.96   	-66.83   	109.75   	 116.99		 72.68   	 -30.52		
-99.49   	-69.27   	110.21   	  45.78		 72.55   	 -25.43		
-99.18   	-70.19   	110.40   	  15.26		 72.45   	 -20.35		
-98.88   	-70.19   	110.46   	  30.52		 72.37   	 -10.17		
-99.49   	-71.72   	110.58   	  66.12		 72.33   	   0.00		
-101.93   	-75.38   	110.84   	  91.56		 72.33   	  20.35		
-104.37   	-79.96   	111.21   	  55.95		 72.41   	  55.95		
-105.90   	-84.23   	111.43(S)	 -30.52		 72.63   	 101.73		
-105.59   	-87.59   	111.31   	-162.77		 73.04   	 178.03		
-104.06   	-89.72   	110.66   	-295.01		 73.75   	 264.50		
-103.45   	-92.47   	109.48   	-376.40		 74.81   	 366.22		
-104.37   	-96.44   	107.98   	-366.22		 76.28   	 462.87		
-106.81   	-101.32   	106.51   	-274.67		 78.13   	 549.34		
-109.56   	-106.81   	105.41   	-132.25		 80.33   	 605.29		
-111.69   	-111.69   	104.88   	   5.09		 82.75   	 645.98		
-113.53   	-115.97   	104.90   	  96.64		 85.33   	 656.15		
-115.97   	-120.24   	105.29   	 111.90		 87.95   	 651.07		
-119.63   	-124.51   	105.74   	  66.12		 90.56   	 635.81		
-123.90   	-129.70   	106.00   	 -20.35		 93.10   	 610.37		
-128.17   	-136.11   	105.92   	-116.99		 95.54   	 584.94		
-131.53   	-143.43   	105.45   	-218.72		 97.88   	 554.42		
-134.58   	-151.98   	104.58   	-300.10		100.10   	 528.99		
-138.85   	-161.74   	103.38   	-345.88		102.22   	 503.56		
-143.74   	-172.12   	101.99   	-335.71		104.23   	 478.13		
-148.93   	-181.58   	100.65   	-295.01		106.14   	 457.78		
-152.28   	-189.51   	 99.47   	-213.63		107.98   	 437.43		
-153.50   	-196.53   	 98.62   	-127.16		109.72   	 412.00		
-153.50   	-202.64   	 98.11   	 -55.95		111.37   	 386.57		
-154.11   	-209.66   	 97.88   	 -15.26		112.92   	 366.22		
-155.94   	-217.59   	 97.82   	  -5.09		114.38   	 330.62		
-157.47   	-224.91   	 97.80   	 -15.26		115.71   	 305.19		
-157.17   	-230.41   	 97.74   	 -50.86		116.93   	 274.67		
-154.11   	-232.85   	 97.54   	 -71.21		118.03   	 249.24		
-148.62   	-233.15   	 97.25   	 -76.30		119.02   	 218.72		
-142.82   	-231.93   	 96.95   	 -50.86		119.90   	 188.20		
-137.33   	-230.10   	 96.74   	   5.09		120.65   	 162.77		
-132.14   	-227.66   	 96.76   	  76.30		121.30   	 137.33		
-125.12   	-223.08   	 97.07   	 142.42		121.85   	 101.73		
-115.36   	-215.15   	 97.64   	 193.29		122.26   	  76.30		
-101.93   	-204.16   	 98.41   	 198.37		122.56   	  40.69		
-86.06   	-190.12   	 99.21   	 183.11		122.73   	   5.09		
-69.27   	-174.56   	 99.94   	 147.51		122.75   	 -25.43		
-53.41   	-157.17   	100.53   	 101.73		122.64   	 -61.04		
-40.28   	-137.94   	100.94   	  76.30		122.40   	 -91.56		
-29.91   	-117.19   	101.24   	  55.95		122.03   	-116.99		
-22.28   	-95.52   	101.46   	  55.95		121.57   	-147.51		
-16.48   	-74.16   	101.69   	  55.95		120.98   	-172.94		
-11.60   	-54.32   	101.91   	  55.95		120.28   	-188.20		
 -6.71   	-35.71   	102.14   	  35.61		119.53   	-208.54		
 -1.83   	-18.62   	102.28   	   5.09		118.70   	-218.72		
  3.05   	 -2.44   	102.30   	 -40.69		117.82   	-228.89		
  7.63   	 11.90   	102.14   	 -86.47		116.91   	-239.06		
 10.38   	 23.80   	101.79   	-127.16		115.95   	-239.06		
 10.38   	 33.26   	101.28   	-172.94		114.99   	-244.15		
  7.32   	 40.59   	100.59   	-198.37		114.02   	-244.15		
  1.53   	 46.39   	 99.80   	-223.80		113.04   	-239.06		
 -5.19   	 51.27   	 98.90   	-239.06		112.09   	-239.06		
-10.68   	 54.93   	 97.94   	-254.32		111.13   	-233.98		
-14.34   	 57.98   	 96.93   	-259.41		110.19   	-223.80		
-15.87   	 60.12   	 95.89   	-254.32		109.30   	-218.72		
-16.17   	 62.26   	 94.87   	-233.98		108.42   	-213.63		
-16.48   	 64.09   	 93.94   	-198.37		107.57   	-198.37		
-17.09   	 65.00   	 93.14   	-142.42		106.77   	-193.29		
-18.31   	 65.31   	 92.57   	 -71.21		106.00   	-183.11		
-19.84   	 65.00   	 92.29   	   0.00		105.27   	-172.94		
-21.97   	 64.09   	 92.29   	  61.04		104.58   	-167.85		
-24.41   	 62.56   	 92.53   	 106.82		103.91   	-152.59		
-25.94   	 61.34   	 92.96   	 122.07		103.30   	-152.59		
-26.25   	 60.42   	 93.45   	 116.99		102.69   	-142.42		
-25.33   	 59.81   	 93.92   	  86.47		102.12   	-142.42		
-24.41   	 59.20   	 94.26   	  45.78		101.55   	-142.42		
-24.41   	 56.76   	 94.45   	  15.26		100.98   	-137.33		
-27.47   	 53.10   	 94.51   	 -10.17		100.43   	-142.42		
-33.57   	 48.22   	 94.47   	 -15.26		 99.86   	-142.42		
-39.67   	 44.25   	 94.40   	 -20.35		 99.29   	-147.51		
-43.33   	 42.11   	 94.32   	 -25.43		 98.70   	-147.51		
-43.33   	 41.81   	 94.22   	 -50.86		 98.11   	-152.59		
-41.50   	 40.89   	 94.02   	 -76.30		 97.50   	-157.68		
-41.20   	 38.15   	 93.71   	-106.82		 96.87   	-157.68		
-44.56   	 33.57   	 93.29   	-122.07		 96.24   	-167.85		
-50.66   	 27.47   	 92.80   	-116.99		 95.56   	-167.85		
-57.98   	 22.28   	 92.33   	-106.82		 94.89   	-172.94		
-64.09   	 18.01   	 91.90   	 -81.38		 94.20   	-172.94		
-68.36   	 15.26   	 91.58   	 -66.12		 93.51   	-167.85		
-70.80   	 12.82   	 91.31   	 -61.04		 92.84   	-162.77		
-71.41   	 10.99   	 91.07   	 -71.21		 92.19   	-162.77		
-70.50   	  9.77   	 90.78   	 -86.47		 91.54   	-147.51		
-68.05   	  9.16   	 90.44   	 -96.64		 90.95   	-132.25		
-66.53   	  8.54   	 90.05   	-106.82		 90.42   	-127.16		
-66.83   	  7.32   	 89.62   	-101.73		 89.91   	-111.90		
-68.97   	  5.49   	 89.22   	 -86.47		 89.46   	 -96.64		
-72.63   	  4.27   	 88.87   	 -66.12		 89.07   	 -91.56		
-76.29   	  3.66   	 88.61   	 -50.86		 88.71   	 -86.47		
-79.65   	  4.58   	 88.40   	 -40.69		 88.36   	 -81.38		
-83.31   	  5.80   	 88.24   	 -40.69		 88.04   	 -71.21		
-86.67   	  6.10   	 88.08   	 -45.78		 87.75   	 -76.30		
-89.72   	  5.19   	 87.89   	 -55.95		 87.45   	 -71.21		
-92.16   	  3.66   	 87.67   	 -66.12		 87.16   	 -66.12		
-93.38   	  3.05   	 87.41   	 -76.30		 86.90   	 -66.12		
-93.08   	  3.66   	 87.10   	 -81.38		 86.63   	 -66.12		
-93.08   	  4.27   	 86.77   	 -81.38		 86.37   	 -66.12		
-94.30   	  3.97   	 86.45   	 -81.38		 86.10   	 -61.04		
-97.35   	  2.44   	 86.12   	 -71.21		 85.86   	 -61.04		
-101.01   	  0.31   	 85.84   	 -66.12		 85.62   	 -55.95		
-102.84   	 -0.31   	 85.57   	 -66.12		 85.39   	 -61.04		
-101.01   	  1.22   	 85.31   	 -55.95		 85.15   	 -55.95		
-95.52   	  3.36   	 85.09   	 -55.95		 84.92   	 -55.95		
-88.20   	  5.49   	 84.86   	 -55.95		 84.70   	 -50.86		
-79.96   	  7.93   	 84.64   	 -50.86		 84.50   	 -50.86		
-70.80   	 11.60   	 84.44   	 -50.86		 84.29   	 -50.86		
-59.81   	 17.70   	 84.23   	 -50.86		 84.09   	 -50.86		
-47.00   	 24.72   	 84.03   	 -45.78		 83.89   	 -50.86		
-33.26   	 31.43   	 83.85   	 -45.78		 83.68   	 -45.78		
-21.06   	 35.10   	 83.66   	 -50.86		 83.50   	 -40.69		
-12.82   	 36.62   	 83.46   	 -50.86		 83.34   	 -45.78		
-10.68   	 38.15   	 83.26   	 -50.86		 83.15   	 -40.69		
-13.12   	 41.81   	 83.05   	 -61.04		 82.99   	 -40.69		
-15.26   	 48.22   	 82.81   	 -61.04		 82.83   	 -35.61		
-10.38   	 56.15   	 82.56   	 -71.21		 82.69   	 -35.61		
  4.88   	 63.78   	 82.28   	 -71.21		 82.54   	 -35.61		
 28.38   	 69.89   	 81.99   	 -71.21		 82.40   	 -35.61		
 50.96   	 74.16   	 81.71   	 -76.30		 82.26   	 -35.61		
 62.56   	 76.60   	 81.40   	 -71.21		 82.12   	 -35.61		
 60.12   	 79.96   	 81.12   	 -71.21		 81.97   	 -30.52		
 50.96   	 87.59   	 80.83   	 -71.21		 81.85   	 -35.61		
 45.78   	101.32   	 80.55   	 -71.21		 81.71   	 -35.61		
 50.66   	120.24   	 80.26   	 -71.21		 81.57   	 -35.61		
 60.42   	137.33   	 79.98   	 -71.21		 81.42   	 -35.61		
 64.39   	143.74   	 79.69   	 -66.12		 81.28   	 -40.69		
 55.24   	136.72   	 79.43   	 -66.12		 81.12   	 -35.61		
 35.10   	121.15   	 79.17   	 -61.04		 80.98   	 -35.61		
 12.21   	106.81   	 78.92   	 -55.95		 80.83   	 -35.61		
 -7.63   	 98.88   	 78.70   	 -55.95		 80.69   	 -35.61		
-26.25   	 91.86   	 78.47   	 -50.86		 80.55   	 -35.61		
-48.22   	 75.99   	 78.27   	 -45.78		 80.41   	 -40.69		
-75.99   	 47.91   	 78.09   	 -45.78		 80.24   	 -40.69		
