  I     	  II     	  LV     	  LV'		
 16.17   	-128.48   	118.35   	-1134.28		
 18.01   	-126.34   	113.81   	-1480.16		
 18.62   	-126.95   	107.89   	-1714.13		
 19.53   	-127.56   	101.04   	-1785.34		
 18.31   	-123.90   	 93.90   	-1683.61		
 16.78   	-123.60   	 87.16   	-1449.64		
 14.95   	-127.26   	 81.36   	-1129.19		
 14.95   	-128.78   	 76.85   	-829.09		
 16.48   	-130.31   	 73.53   	-600.20		
 15.87   	-135.80   	 71.13   	-488.30		
 15.87   	-140.08   	 69.18   	-478.13		
 15.87   	-141.91   	 67.26   	-549.34		
 14.65   	-144.96   	 65.07   	-666.32		
 15.56   	-144.65   	 62.40   	-783.31		
 14.65   	-143.74   	 59.27   	-869.78		
 15.87   	-140.69   	 55.79   	-895.22		
 16.48   	-141.91   	 52.21   	-869.78		
 15.56   	-145.57   	 48.73   	-813.83		
 16.48   	-146.48   	 45.47   	-732.45		
 17.40   	-149.23   	 42.54   	-656.15		
 19.53   	-148.01   	 39.92   	-590.03		
 21.67   	-143.74   	 37.56   	-534.08		
 22.28   	-142.21   	 35.42   	-498.47		
 24.72   	-141.30   	 33.43   	-467.95		
 24.72   	-142.82   	 31.56   	-447.61		
 25.94   	-142.21   	 29.77   	-427.26		
 30.21   	-141.30   	 28.06   	-391.66		
 30.21   	-140.08   	 26.49   	-356.05		
 31.74   	-137.63   	 25.07   	-305.19		
 34.18   	-135.50   	 23.85   	-239.06		
 35.10   	-134.58   	 22.89   	-178.03		
 36.93   	-133.06   	 22.18   	-106.82		
 37.84   	-130.92   	 21.75   	 -50.86		
 37.84   	-130.92   	 21.55   	 -10.17		
 38.15   	-130.31   	 21.51   	  10.17		
 37.23   	-127.56   	 21.55   	  -5.09		
 40.59   	-127.26   	 21.53   	 -45.78		
 41.81   	-128.17   	 21.34   	-122.07		
 43.33   	-126.04   	 20.85   	-208.54		
 46.39   	-127.56   	 20.02   	-310.27		
 45.78   	-128.17   	 18.78   	-401.83		
 46.39   	-125.12   	 17.17   	-467.95		
 45.17   	-126.34   	 15.30   	-488.30		
 42.42   	-125.12   	 13.35   	-467.95		
 42.42   	-123.60   	 11.48   	-391.66		
 42.72   	-123.29   	  9.91   	-284.84		
 43.03   	-123.60   	  8.77   	-162.77		
 43.95   	-124.51   	  8.12   	 -30.52		
 45.17   	-124.82   	  8.00   	  86.47		
 44.25   	-124.51   	  8.34   	 178.03		
 42.11   	-124.82   	  9.05   	 239.06		
 44.25   	-122.68   	 10.01   	 264.50		
 42.72   	-126.65   	 11.07   	 259.41		
 44.56   	-128.48   	 12.11   	 239.06		
 44.56   	-131.84   	 13.06   	 203.46		
 43.03   	-133.97   	 13.88   	 152.59		
 42.11   	-130.92   	 14.49   	 116.99		
 40.89   	-132.45   	 14.95   	  91.56		
 42.42   	-133.36   	 15.32   	  81.38		
 42.72   	-136.72   	 15.65   	  71.21		
 42.11   	-141.91   	 15.93   	  66.12		
 42.42   	-141.60   	 16.20   	  55.95		
 47.00   	-136.72   	 16.42   	  40.69		
 52.19   	-126.34   	 16.58   	  15.26		
 58.29   	-117.80   	 16.64   	   0.00		
 66.53   	-111.08   	 16.64   	 -15.26		
 72.02   	-107.12   	 16.58   	 -15.26		
 77.51   	-105.29   	 16.52   	 -20.35		
 88.50   	-87.59   	 16.44   	 -20.35		
 96.44   	-59.51   	 16.36   	 -15.26		
105.59   	-27.16   	 16.30   	 -15.26		
115.05   	  2.44   	 16.24   	 -10.17		
121.46   	  4.88   	 16.20   	   0.00		
127.56   	-12.21   	 16.20   	  15.26		
130.92   	-29.60   	 16.26   	  35.61		
131.23   	-40.59   	 16.40   	  55.95		
135.80   	-33.87   	 16.62   	  61.04		
144.65   	-20.45   	 16.87   	  55.95		
157.78   	 -3.66   	 17.09   	  45.78		
163.88   	 -5.19   	 17.27   	  30.52		
154.42   	-14.65   	 17.40   	  15.26		
133.67   	-32.35   	 17.46   	  -5.09		
116.27   	-57.68   	 17.44   	 -10.17		
111.39   	-83.92   	 17.40   	 -10.17		
119.32   	-104.68   	 17.35   	  -5.09		
132.75   	-116.88   	 17.33   	   0.00		
135.19   	-134.58   	 17.33   	  15.26		
133.06   	-143.74   	 17.40   	  20.35		
130.92   	-151.67   	 17.48   	  25.43		
129.09   	-152.28   	 17.58   	  40.69		
125.12   	-148.32   	 17.74   	  40.69		
108.95   	-145.57   	 17.90   	  45.78		
 85.75   	-143.74   	 18.09   	  50.86		
 65.00   	-153.20   	 18.29   	  45.78		
 41.50   	-163.88   	 18.47   	  45.78		
 24.72   	-176.70   	 18.66   	  50.86		
 16.17   	-191.04   	 18.86   	  55.95		
  2.75   	-201.72   	 19.08   	  61.04		
 -0.31   	-207.52   	 19.33   	  61.04		
  1.53   	-204.77   	 19.57   	  71.21		
 -0.31   	-200.50   	 19.86   	  66.12		
 -1.22   	-197.45   	 20.12   	  71.21		
 -3.05   	-194.09   	 20.41   	  61.04		
 -2.75   	-194.09   	 20.65   	  61.04		
 -3.36   	-192.87   	 20.90   	  61.04		
 -3.05   	-192.87   	 21.14   	  66.12		
  0.61   	-198.06   	 21.40   	  66.12		
 12.21   	-219.42   	 21.67   	  81.38		
 45.78   	-274.96   	 21.99   	  86.47		
106.20   	-364.38   	 22.34   	 101.73		
146.79   	-447.39   	 22.75   	  96.64		
190.73   	-500.49   	 23.13   	  96.64		
239.26   	-499.27   	 23.52   	  86.47		
271.00   	-444.95   	 23.87   	  71.21		
347.90   	-361.33   	 24.15   	  55.95		
444.34   	-185.85   	 24.37   	  35.61		
544.74   	104.98   	 24.52   	  25.43		
690.31   	564.58   	 24.62   	  20.35		
857.85   	1116.33   	 24.70   	  25.43		
1005.86   	1612.85   	 24.80   	  35.61		
1115.72   	1906.13   	 24.94   	  40.69		
973.21   	2067.87(R)	 25.11(E)	  50.86		
598.45   	2033.39   	 25.31   	  61.04		
268.86   	1760.56   	 25.55   	  71.21		
-71.72   	1489.87   	 25.84   	  76.30		
-225.83   	1060.49   	 26.14   	  91.56		
-123.29   	650.02   	 26.51   	  96.64		
-73.85   	431.52   	 26.90   	 116.99		
-73.24   	285.95   	 27.37   	 137.33		
-45.47   	196.53   	 27.91   	 167.85		
-25.94   	 79.04   	 28.59   	 208.54		
-30.52   	-28.08   	 29.42   	 254.32		
-10.07   	-109.86   	 30.44   	 300.10		
 -2.14   	-140.69   	 31.64   	 345.88		
-21.67   	-122.99   	 33.02   	 381.48		
-26.25   	-114.14   	 34.55   	 427.26		
-14.34   	-135.50   	 36.26   	 467.95		
 -6.10   	-154.42   	 38.13   	 528.99		
-10.38   	-153.50   	 40.24   	 590.03		
-14.95   	-150.45   	 42.60   	 645.98		
-13.73   	-151.67   	 45.19   	 696.84		
 -6.10   	-153.20   	 47.98   	 727.36		
 -7.93   	-154.11   	 50.88   	 747.71		
-10.07   	-150.15   	 53.88   	 757.88		
 -6.41   	-147.09   	 56.91   	 762.97		
 -2.44   	-147.09   	 59.96   	 752.79		
 -3.66   	-144.96   	 62.97   	 747.71		
 -3.97   	-147.09   	 65.96   	 732.45		
 -0.92   	-144.35   	 68.89   	 717.19		
 -2.75   	-144.35   	 71.76   	 691.76		
  0.92   	-146.18   	 74.53   	 661.24		
  3.66   	-144.35   	 77.17   	 630.72		
  3.36   	-143.74   	 79.69   	 600.20		
  4.27   	-141.60   	 82.10   	 579.86		
  3.97   	-138.85   	 84.41   	 574.77		
  4.27   	-138.24   	 86.71   	 579.86		
  4.88   	-136.41   	 89.03   	 605.29		
  6.71   	-135.50   	 91.45   	 630.72		
  8.24   	-135.50   	 93.98   	 615.46		
 10.38   	-133.06   	 96.44   	 559.51		
  9.77   	-131.53   	 98.68   	 467.95		
 10.99   	-130.00   	100.55   	 391.66		
 14.65   	-127.87   	102.12   	 345.88		
 14.95   	-126.34   	103.50   	 361.14		
 15.26   	-125.73   	104.94   	 437.43		
 18.31   	-122.38   	106.69   	 569.68		
 18.62   	-120.24   	108.97   	 722.28		
 21.67   	-115.97   	111.86   	 864.70		
 24.41   	-109.86   	115.32   	 956.25		
 25.94   	-107.73   	119.15   	 956.25		
 32.35   	-102.84   	122.97   	 859.61		
 32.04   	-98.57   	126.41   	 671.41		
 35.71   	-94.91   	129.09   	 427.26		
 42.72   	-88.50   	130.80   	 188.20		
 43.95   	-80.57   	131.56   	 -30.52		
 48.83   	-71.72   	131.43   	-183.11		
 56.76   	-64.09   	130.70   	-269.58		
 58.90   	-54.02   	129.62   	-274.67		
 65.92   	-41.50   	128.52   	-203.46		
 75.38   	-30.52   	127.71   	 -96.64		
 81.48   	-16.17   	127.32   	  30.52		
 91.25   	  1.83   	127.45   	 132.25		
 99.18   	 17.09   	127.98   	 193.29		
107.42   	 34.79   	128.75   	 213.63		
117.49   	 54.93   	129.60   	 218.72		
128.78   	 75.99   	130.48   	 208.54		
139.16   	 96.74   	131.31   	 193.29		
149.54   	118.71   	132.08   	 142.42		
157.47   	138.55   	132.65   	  30.52		
165.71   	158.69   	132.78   	 -96.64		
177.61   	179.75   	132.39   	-188.20		
184.33   	195.01   	131.64   	-183.11		
190.73   	211.18   	130.90   	 -96.64		
195.31   	222.47   	130.52   	  40.69		
194.09   	227.66   	130.68   	 178.03		
194.70   	235.60   	131.39   	 269.58		
196.84   	240.17   	132.47   	 320.45		
190.43   	237.43   	133.75   	 325.53		
185.24   	232.24   	135.06   	 300.10		
177.61   	222.47   	136.26   	 269.58		
165.10   	208.13   	137.33   	 233.98		
158.39   	190.43   	138.27   	 208.54		
146.48   	169.68   	139.10   	 178.03		
135.80   	145.26   	139.82   	 142.42		
130.00   	119.02   	140.39   	 101.73		
117.49   	 91.86   	140.79   	  55.95		
108.34   	 67.75   	141.02   	  10.17		
 98.27   	 45.78   	141.06(S)	 -35.61		
 87.28   	 23.80   	140.92   	 -66.12		
 80.26   	 10.38   	140.65   	 -91.56		
 75.68   	 -3.97   	140.28   	-101.73		
 69.89   	-19.53   	139.88   	-111.90		
 63.48   	-30.52   	139.43   	-101.73		
 56.46   	-45.78   	139.02   	-106.82		
 52.49   	-59.81   	138.60   	-106.82		
 48.83   	-68.36   	138.17   	-111.90		
 46.69   	-80.26   	137.72   	-132.25		
 45.17   	-88.81   	137.19   	-152.59		
 41.81   	-92.47   	136.58   	-183.11		
 38.76   	-93.08   	135.85   	-218.72		
 39.37   	-91.86   	134.97   	-269.58		
 37.54   	-91.55   	133.90   	-345.88		
 37.23   	-93.08   	132.51   	-401.83		
 36.62   	-97.35   	130.90   	-478.13		
 36.32   	-98.88   	128.99   	-656.15		
 35.40   	-100.10   	126.37   	-951.17		
 33.26   	-104.37   	122.56   	-1266.53		
 35.10   	-105.90   	117.50   	-1515.76		
 32.35   	-110.78   	111.43   	-1632.75		
 33.87   	-110.78   	104.90   	-1612.40		
 33.26   	-106.51   	 98.45   	-1469.98		
 31.13   	-106.20   	 92.57   	-1246.18		
 29.60   	-108.64   	 87.59   	-996.94		
 23.80   	-112.92   	 83.60   	-793.49		
 28.08   	-117.80   	 80.43   	-676.50		
 30.52   	-119.02   	 77.72   	-656.15		
 28.69   	-118.10   	 75.10   	-712.10		
 32.96   	-116.27   	 72.25   	-813.83		
 29.91   	-117.49   	 68.99   	-910.47		
 26.55   	-121.15   	 65.35   	-961.34		
 30.21   	-119.93   	 61.51   	-956.25		
 28.69   	-122.38   	 57.68   	-910.47		
 32.96   	-115.66   	 54.04   	-844.35		
 32.35   	-107.42   	 50.66   	-773.14		
 31.43   	-108.03   	 47.57   	-717.19		
 32.96   	-109.56   	 44.70   	-671.41		
 30.52   	-118.71   	 42.01   	-630.72		
 29.60   	-130.62   	 39.49   	-584.94		
 28.69   	-133.67   	 37.15   	-544.25		
 26.86   	-130.31   	 34.97   	-503.56		
 26.25   	-125.73   	 32.96   	-462.87		
 30.82   	-120.24   	 31.11   	-427.26		
 35.10   	-118.71   	 29.40   	-386.57		
 40.59   	-120.24   	 27.85   	-350.97		
 40.59   	-122.07   	 26.45   	-310.27		
 43.95   	-118.10   	 25.21   	-269.58		
 43.03   	-118.71   	 24.13   	-223.80		
 43.64   	-111.39   	 23.23   	-183.11		
 46.08   	-106.20   	 22.50   	-142.42		
 45.47   	-112.00   	 21.93   	-111.90		
 48.22   	-109.25   	 21.49   	-101.73		
 47.00   	-112.00   	 21.08   	-101.73		
 50.05   	-112.61   	 20.67   	-111.90		
 54.02   	-104.37   	 20.22   	-137.33		
 50.05   	-105.59   	 19.67   	-178.03		
 50.35   	-104.98   	 18.96   	-239.06		
 53.41   	-98.57   	 18.01   	-300.10		
 46.08   	-105.59   	 16.81   	-366.22		
 47.30   	-107.42   	 15.34   	-427.26		
 50.35   	-111.08   	 13.63   	-452.69		
 46.69   	-119.32   	 11.82   	-447.61		
 49.74   	-118.71   	 10.03   	-391.66		
 51.27   	-115.05   	  8.46   	-310.27		
 52.49   	-107.73   	  7.22   	-208.54		
 50.66   	-109.56   	  6.39   	-106.82		
 48.83   	-110.78   	  5.96(D)	   0.00		
 51.57   	-108.34   	  5.96   	  81.38		
 55.54   	-105.59   	  6.29   	 147.51		
 56.46   	-101.62   	  6.88   	 193.29		
 52.80   	-101.93   	  7.65   	 218.72		
 54.93   	-97.66   	  8.52   	 223.80		
 51.88   	-99.18   	  9.42   	 213.63		
 46.69   	-106.51   	 10.27   	 178.03		
 55.54   	-103.45   	 10.99   	 137.33		
 54.63   	-112.92   	 11.54   	  96.64		
 50.05   	-121.15   	 11.92   	  45.78		
 54.93   	-118.71   	 12.11   	  15.26		
 50.96   	-118.41   	 12.17   	  -5.09		
 54.32   	-109.86   	 12.15   	 -30.52		
 50.66   	-104.37   	 12.02   	 -40.69		
 49.74   	-105.29   	 11.86   	 -50.86		
 52.19   	-105.29   	 11.66   	 -55.95		
 48.22   	-108.95   	 11.43   	 -61.04		
 49.44   	-111.39   	 11.19   	 -50.86		
 50.96   	-112.00   	 10.99   	 -30.52		
 51.88   	-110.47   	 10.86   	  -5.09		
 48.22   	-113.22   	 10.84   	  20.35		
 47.61   	-115.36   	 10.93   	  45.78		
 48.83   	-115.05   	 11.11   	  61.04		
 41.50   	-116.88   	 11.35   	  55.95		
 46.08   	-111.39   	 11.58   	  40.69		
 46.39   	-107.42   	 11.74   	  15.26		
 44.86   	-104.37   	 11.80   	  -5.09		
 53.71   	-98.57   	 11.78   	 -25.43		
 55.24   	-100.40   	 11.68   	 -30.52		
 61.65   	-96.13   	 11.56   	 -30.52		
 68.97   	-90.33   	 11.43   	 -20.35		
 72.02   	-96.74   	 11.35   	 -15.26		
 76.90   	-100.40   	 11.29   	 -10.17		
 86.06   	-98.88   	 11.25   	 -10.17		
 95.83   	-82.70   	 11.21   	 -10.17		
104.68   	-47.00   	 11.17   	 -20.35		
113.83   	 -3.05   	 11.09   	 -15.26		
119.02   	 22.89   	 11.03   	 -15.26		
122.38   	 20.75   	 10.97   	  -5.09		
131.84   	  6.41   	 10.95   	  10.17		
137.02   	-10.68   	 10.99   	  30.52		
139.47   	-16.48   	 11.11   	  40.69		
151.98   	 -4.58   	 11.27   	  55.95		
154.72   	 -1.83   	 11.50   	  45.78		
168.76   	 15.26   	 11.68   	  40.69		
172.73   	 13.73   	 11.84   	  25.43		
157.17   	  6.41   	 11.94   	   5.09		
137.63   	 -6.71   	 11.96   	 -20.35		
120.85   	-32.65   	 11.88   	 -35.61		
119.02   	-61.04   	 11.74   	 -45.78		
127.26   	-83.31   	 11.56   	 -61.04		
138.55   	-90.64   	 11.31   	 -55.95		
136.72   	-105.29   	 11.09   	 -50.86		
131.53   	-119.02   	 10.89   	 -35.61		
128.48   	-130.62   	 10.74   	 -20.35		
128.17   	-132.45   	 10.66   	   0.00		
127.26   	-135.50   	 10.66   	  15.26		
112.00   	-132.45   	 10.72   	  35.61		
 88.81   	-130.92   	 10.86   	  45.78		
 66.83   	-146.18   	 11.05   	  55.95		
 44.56   	-153.50   	 11.27   	  55.95		
 28.08   	-159.00   	 11.50   	  61.04		
 19.53   	-164.49   	 11.74   	  55.95		
  5.80   	-177.00   	 11.96   	  55.95		
  1.53   	-183.72   	 12.19   	  50.86		
  2.75   	-187.07   	 12.39   	  61.04		
  0.31   	-192.57   	 12.63   	  55.95		
  4.88   	-183.72   	 12.86   	  66.12		
  4.58   	-179.75   	 13.12   	  66.12		
  0.92   	-183.41   	 13.39   	  71.21		
 -1.53   	-180.05   	 13.67   	  81.38		
  0.61   	-174.56   	 14.00   	  81.38		
  7.32   	-180.36   	 14.32   	  81.38		
 21.67   	-214.84   	 14.65   	  91.56		
 75.07   	-280.15   	 15.02   	  86.47		
128.78   	-384.83   	 15.36   	  81.38		
161.74   	-461.12   	 15.69   	  76.30		
218.51   	-487.67   	 15.99   	  66.12		
264.89   	-454.10   	 16.26   	  55.95		
305.18   	-394.59   	 16.48   	  50.86		
403.14   	-283.51   	 16.68   	  45.78		
501.40   	-72.33   	 16.87   	  40.69		
623.17   	266.42   	 17.03   	  35.61		
797.42   	784.91   	 17.17   	  45.78		
976.26   	1341.25   	 17.35   	  45.78		
1136.78   	1759.64   	 17.54   	  55.95		
1204.22   	1962.89   	 17.76   	  66.12		
961.91   	2046.81(R)	 18.03(E)	  71.21		
586.85   	1869.81   	 18.31   	  76.30		
250.85   	1571.96   	 18.62   	  76.30		
-86.98   	1263.43   	 18.92   	  81.38		
-164.79   	793.76   	 19.25   	  91.56		
-67.44   	463.87   	 19.61   	  96.64		
-59.20   	274.05   	 20.00   	 111.90		
-57.98   	167.54   	 20.45   	 137.33		
-21.36   	104.98   	 21.00   	 167.85		
-14.95   	 12.21   	 21.67   	 213.63		
-20.75   	-62.26   	 22.52   	 259.41		
  3.66   	-121.46   	 23.56   	 305.19		
 -8.24   	-135.50   	 24.78   	 350.97		
-24.11   	-121.15   	 26.19   	 391.66		
-26.25   	-123.60   	 27.75   	 427.26		
-10.99   	-144.96   	 29.46   	 483.21		
  1.22   	-149.23   	 31.39   	 534.08		
 -8.54   	-155.94   	 33.53   	 600.20		
 -6.10   	-152.59   	 35.93   	 661.24		
 -1.83   	-156.56   	 38.58   	 701.93		
 -3.97   	-162.66   	 41.38   	 727.36		
 -2.44   	-154.11   	 44.29   	 737.54		
 -5.49   	-151.98   	 47.24   	 727.36		
 -3.66   	-148.62   	 50.15   	 722.28		
  0.00   	-149.54   	 53.04   	 712.10		
 -0.92   	-156.25   	 55.89   	 701.93		
 -1.22   	-150.76   	 58.70   	 707.02		
 -2.44   	-150.45   	 61.53   	 701.93		
  0.31   	-149.84   	 64.33   	 696.84		
 -0.61   	-148.01   	 67.12   	 686.67		
  0.92   	-152.59   	 69.87   	 666.32		
  3.05   	-154.42   	 72.53   	 651.07		
  2.14   	-152.28   	 75.14   	 651.07		
  9.46   	-147.09   	 77.74   	 645.98		
  1.22   	-153.81   	 80.33   	 656.15		
  4.88   	-151.98   	 82.95   	 666.32		
  9.46   	-148.32   	 85.62   	 661.24		
 -1.22   	-152.89   	 88.26   	 645.98		
  7.63   	-144.96   	 90.84   	 590.03		
  9.77   	-142.82   	 93.20   	 523.90		
  9.46   	-147.09   	 95.30   	 462.87		
 14.34   	-147.71   	 97.15   	 452.69		
 14.95   	-146.18   	 98.96   	 498.47		
 12.51   	-140.08   	100.96   	 605.29		
 12.21   	-130.92   	103.38   	 732.45		
 15.26   	-122.99   	106.31   	 849.44		
 18.01   	-115.97   	109.70   	 900.30		
 18.01   	-117.19   	113.31   	 844.35		
 23.50   	-116.58   	116.68   	 691.76		
 28.99   	-116.27   	119.45   	 493.39		
 36.01   	-113.22   	121.42   	 310.27		
 45.78   	-102.54   	122.66   	 178.03		
 48.22   	-99.18   	123.38   	 106.82		
 50.66   	-97.35   	123.80   	  61.04		
 51.88   	-93.38   	124.05   	  30.52		
 58.90   	-83.01   	124.17   	   5.09		
 69.89   	-70.50   	124.19   	 -20.35		
 79.65   	-49.44   	124.11   	 -35.61		
 87.89   	-30.21   	123.97   	 -35.61		
 95.52   	-26.86   	123.82   	 -20.35		
104.68   	-14.34   	123.74   	  -5.09		
110.17   	  0.92   	123.72   	  25.43		
122.68   	 16.78   	123.82   	  55.95		
136.41   	 40.89   	124.05   	  91.56		
143.13   	 57.68   	124.41   	 132.25		
162.05   	 73.55   	124.94   	 157.68		
172.12   	 90.03   	125.57   	 183.11		
177.31   	110.17   	126.31   	 203.46		
193.18   	134.58   	127.12   	 208.54		
200.81   	148.32   	127.95   	 213.63		
207.52   	161.74   	128.81   	 218.72		
219.73   	177.00   	129.68   	 213.63		
221.25   	185.55   	130.54   	 198.37		
217.90   	191.65   	131.33   	 183.11		
220.95   	201.42   	132.06   	 167.85		
214.84   	204.77   	132.74   	 147.51		
206.91   	201.11   	133.33   	 127.16		
201.72   	198.06   	133.83   	 116.99		
190.12   	190.12   	134.30   	 101.73		
178.22   	174.56   	134.71   	  91.56		
167.54   	159.00   	135.08   	  86.47		
151.67   	141.30   	135.42   	  76.30		
137.33   	119.32   	135.73   	  71.21		
121.15   	 91.25   	136.01   	  66.12		
108.95   	 68.05   	136.28   	  61.04		
 99.79   	 47.30   	136.52   	  50.86		
 89.11   	 26.55   	136.72   	  40.69		
 81.18   	  4.58   	136.89   	  40.69		
 74.16   	-14.95   	137.05   	  45.78		
 61.65   	-39.06   	137.23   	  45.78		
 53.41   	-57.98   	137.42   	  40.69		
 47.91   	-71.72   	137.58   	  15.26		
 40.59   	-83.31   	137.64(S)	 -40.69		
 35.40   	-88.20   	137.48   	-116.99		
 35.71   	-93.08   	137.01   	-213.63		
 34.48   	-97.66   	136.15   	-310.27		
 29.60   	-105.29   	134.91   	-391.66		
 28.99   	-110.78   	133.35   	-452.69		
 24.72   	-119.93   	131.54   	-483.21		
 21.06   	-122.68   	129.60   	-493.39		
 20.14   	-119.02   	127.63   	-473.04		
 20.14   	-123.60   	125.74   	-427.26		
 23.19   	-124.21   	124.03   	-417.09		
 20.45   	-122.38   	122.36   	-549.34		
 22.89   	-124.51   	120.16   	-829.09		
 25.02   	-127.26   	116.85   	-1159.71		
 22.89   	-126.95   	112.21   	-1419.12		
 21.67   	-129.09   	106.53   	-1566.63		
 18.92   	-136.41   	100.26   	-1566.63		
 10.38   	-137.33   	 94.00   	-1429.29		
  8.54   	-133.67   	 88.28   	-1185.14		
  9.77   	-133.06   	 83.54   	-910.47		
  7.32   	-134.58   	 79.90   	-681.58		
 11.90   	-133.36   	 77.17   	-544.25		
 11.90   	-136.72   	 74.99   	-503.56		
  9.16   	-143.13   	 72.98   	-549.34		
 11.90   	-140.38   	 70.78   	-630.72		
 10.68   	-138.55   	 68.26   	-722.28		
 10.68   	-138.24   	 65.37   	-788.40		
  9.77   	-136.41   	 62.22   	-834.18		
  9.46   	-134.89   	 58.88   	-854.52		
  9.46   	-135.50   	 55.46   	-859.61		
  9.16   	-135.50   	 52.02   	-834.18		
 10.68   	-133.67   	 48.69   	-798.57		
  7.93   	-136.11   	 45.49   	-742.62		
  9.46   	-135.50   	 42.52   	-676.50		
 11.29   	-135.80   	 39.82   	-605.29		
 12.51   	-134.28   	 37.40   	-549.34		
 15.56   	-133.67   	 35.20   	-503.56		
 17.70   	-130.92   	 33.18   	-473.04		
 18.92   	-128.17   	 31.29   	-452.69		
 17.70   	-130.31   	 29.48   	-437.43		
 18.31   	-129.09   	 27.73   	-422.18		
 17.70   	-131.53   	 26.04   	-391.66		
 17.40   	-131.53   	 24.48   	-350.97		
 22.89   	-126.95   	 23.07   	-300.10		
 23.80   	-123.60   	 21.87   	-249.24		
 26.25   	-119.93   	 20.87   	-188.20		
 29.30   	-117.80   	 20.12   	-142.42		
 28.08   	-120.54   	 19.55   	-101.73		
 30.82   	-122.38   	 19.15   	 -71.21		
 32.96   	-122.07   	 18.86   	 -55.95		
 32.35   	-123.29   	 18.64   	 -61.04		
 37.54   	-119.32   	 18.39   	 -81.38		
 36.93   	-118.41   	 18.07   	-132.25		
 37.23   	-116.88   	 17.54   	-213.63		
 39.67   	-117.49   	 16.68   	-305.19		
 38.45   	-119.32   	 15.46   	-391.66		
 37.84   	-121.15   	 13.90   	-452.69		
 41.20   	-121.15   	 12.09   	-473.04		
 39.98   	-121.46   	 10.19   	-442.52		
 37.54   	-125.43   	  8.42   	-361.14		
 39.37   	-123.90   	  6.98   	-239.06		
 36.32   	-126.34   	  6.02   	 -96.64		
 38.76   	-127.87   	  5.64(D)	  55.95		
 39.37   	-125.12   	  5.86   	 198.37		
 38.15   	-126.34   	  6.65   	 310.27		
 37.84   	-129.39   	  7.89   	 386.57		
 36.62   	-130.31   	  9.44   	 406.92		
 34.18   	-131.84   	 11.07   	 396.74		
 32.65   	-133.67   	 12.66   	 350.97		
 36.93   	-129.70   	 14.06   	 284.84		
 34.79   	-129.70   	 15.20   	 208.54		
 34.79   	-130.62   	 16.03   	 132.25		
 38.45   	-129.70   	 16.56   	  50.86		
 35.40   	-131.23   	 16.76   	   0.00		
 34.18   	-129.70   	 16.76   	 -40.69		
 36.93   	-126.65   	 16.60   	 -45.78		
 36.93   	-126.34   	 16.42   	 -40.69		
 35.10   	-129.09   	 16.26   	 -25.43		
 36.01   	-132.14   	 16.15   	 -10.17		
 36.93   	-134.28   	 16.11   	  15.26		
 35.40   	-137.33   	 16.17   	  20.35		
 35.40   	-135.80   	 16.26   	  25.43		
 37.84   	-133.67   	 16.36   	  10.17		
 36.32   	-134.28   	 16.40   	  -5.09		
 33.57   	-133.06   	 16.38   	 -35.61		
 37.23   	-130.62   	 16.24   	 -71.21		
 39.98   	-127.87   	 15.95   	 -86.47		
 44.25   	-120.54   	 15.61   	 -91.56		
