  I     	  II     	  AOp     	  AOp'		  CH2     	  CH2'		
  3.05   	 23.80   	 60.22   	 -66.12		 59.15   	 -45.78		
  2.44   	 39.98   	 59.96   	 -66.12		 58.96   	 -40.69		
  1.53   	 48.52   	 59.69   	 -66.12		 58.80   	 -40.69		
  0.92   	 51.57   	 59.43   	 -61.04		 58.64   	 -40.69		
  1.53   	 54.02   	 59.19   	 -66.12		 58.47   	 -40.69		
  3.05   	 59.81   	 58.92   	 -61.04		 58.31   	 -40.69		
  5.80   	 67.44   	 58.68   	 -66.12		 58.15   	 -40.69		
  9.77   	 73.24   	 58.41   	 -66.12		 57.99   	 -40.69		
 14.04   	 75.07   	 58.15   	 -66.12		 57.82   	 -35.61		
 18.92   	 72.33   	 57.88   	 -66.12		 57.68   	 -40.69		
 22.89   	 65.31   	 57.62   	 -66.12		 57.52   	 -35.61		
 26.86   	 55.85   	 57.35   	 -66.12		 57.38   	 -40.69		
 31.43   	 45.17   	 57.09   	 -66.12		 57.21   	 -40.69		
 38.15   	 36.62   	 56.83   	 -66.12		 57.05   	 -35.61		
 46.69   	 32.96   	 56.56   	 -66.12		 56.91   	 -35.61		
 55.85   	 35.10   	 56.30   	 -61.04		 56.76   	 -35.61		
 63.48   	 41.20   	 56.05   	 -66.12		 56.62   	 -40.69		
 68.05   	 47.61   	 55.79   	 -55.95		 56.46   	 -35.61		
 69.89   	 48.83   	 55.56   	 -61.04		 56.32   	 -35.61		
 71.72   	 42.11   	 55.32   	 -50.86		 56.17   	 -30.52		
 75.38   	 29.30   	 55.12   	 -55.95		 56.05   	 -35.61		
 80.87   	 17.40   	 54.89   	 -45.78		 55.91   	 -30.52		
 85.75   	 14.65   	 54.71   	 -45.78		 55.79   	 -30.52		
 85.75   	 22.89   	 54.53   	 -40.69		 55.67   	 -35.61		
 78.13   	 34.18   	 54.36   	 -40.69		 55.52   	 -25.43		
 63.78   	 35.71   	 54.20   	 -35.61		 55.42   	 -30.52		
 45.47   	 19.53   	 54.06   	 -30.52		 55.30   	 -30.52		
 27.16   	-10.07   	 53.94   	 -30.52		 55.18   	 -30.52		
 12.21   	-39.37   	 53.81   	 -30.52		 55.06   	 -25.43		
  2.14   	-55.85   	 53.69   	 -35.61		 54.95   	 -30.52		
 -3.66   	-55.24   	 53.55   	 -30.52		 54.83   	 -25.43		
 -6.10   	-43.95   	 53.43   	 -30.52		 54.73   	 -30.52		
 -6.71   	-32.65   	 53.31   	 -30.52		 54.61   	 -25.43		
 -7.02   	-28.99   	 53.18   	 -30.52		 54.51   	 -25.43		
 -7.32   	-32.04   	 53.06   	 -30.52		 54.40   	 -30.52		
 -7.93   	-37.54   	 52.94   	 -30.52		 54.28   	 -25.43		
 -8.85   	-40.59   	 52.82   	 -30.52		 54.18   	 -25.43		
-10.07   	-40.28   	 52.70   	 -30.52		 54.08   	 -25.43		
-11.90   	-39.06   	 52.57   	 -25.43		 53.98   	 -25.43		
-13.43   	-37.84   	 52.47   	 -20.35		 53.88   	 -20.35		
-14.65   	-36.62   	 52.39   	 -20.35		 53.79   	 -25.43		
-14.34   	-34.18   	 52.31   	 -20.35		 53.69   	 -25.43		
-13.43   	-29.60   	 52.23   	 -15.26		 53.59   	 -20.35		
-12.82   	-24.41   	 52.17   	 -15.26		 53.51   	 -25.43		
-14.04   	-19.53   	 52.11   	 -10.17		 53.41   	 -20.35		
-20.14   	-12.82   	 52.06   	 -15.26		 53.33   	 -25.43		
-36.62   	 -0.61   	 52.00   	 -10.17		 53.22   	 -20.35		
-68.66   	 19.23   	 51.96   	 -15.26		 53.14   	 -20.35		
-115.05   	 43.33   	 51.90   	 -15.26		 53.06   	 -25.43		
-162.05   	 67.14   	 51.84   	 -15.26		 52.96   	 -20.35		
-181.88   	 89.11   	 51.78   	 -15.26		 52.88   	 -20.35		
-144.04   	117.49   	 51.72   	 -15.26		 52.80   	 -20.35		
-27.77   	170.90   	 51.66   	 -15.26		 52.72   	 -20.35		
169.68   	266.11   	 51.60   	 -15.26		 52.63   	 -20.35		
430.60   	406.49   	 51.54   	 -15.26		 52.55   	 -20.35		
719.91   	558.47   	 51.47   	 -10.17		 52.47   	 -15.26		
983.89   	647.58(R)	 51.43   	 -15.26		 52.41   	 -20.35		
1158.14   	590.82   	 51.37   	 -10.17		 52.33   	 -15.26		
1190.80   	357.97   	 51.33   	 -10.17		 52.27   	 -15.26		
1076.36   	  9.16   	 51.29   	  -5.09		 52.21   	 -10.17		
862.43   	-317.38   	 51.27   	  -5.09		 52.17   	 -15.26		
628.97   	-486.76   	 51.25   	  -5.09		 52.11   	 -10.17		
440.37   	-458.37   	 51.23(D)	   0.00		 52.06   	 -10.17		
310.36   	-305.48   	 51.23   	   0.00		 52.02   	 -10.17		
214.23   	-146.79   	 51.23   	   0.00		 51.98   	 -10.17		
126.04   	-59.51   	 51.23   	   5.09		 51.94   	  -5.09		
 44.56   	-43.64   	 51.25   	   0.00		 51.92   	  -5.09		
-13.43   	-52.80   	 51.25   	   5.09		 51.90   	  -5.09		
-36.01   	-48.83   	 51.27   	   5.09		 51.88   	  -5.09		
-33.87   	-29.91   	 51.29   	  10.17		 51.86   	   0.00		
-28.99   	-13.43   	 51.33   	   5.09		 51.86   	  -5.09		
-35.71   	 -9.77   	 51.35   	   5.09		 51.84   	   0.00		
-51.57   	-13.73   	 51.37   	   5.09		 51.84   	   0.00		
-66.22   	-15.87   	 51.39   	   5.09		 51.84   	   0.00		
-72.63   	-13.12   	 51.41   	  10.17		 51.84   	   0.00		
-72.33   	 -8.24   	 51.45   	  10.17		 51.84   	   0.00		
-70.19   	 -4.58   	 51.50   	  10.17		 51.84   	   0.00		
-69.89   	 -3.05   	 51.54   	  15.26		 51.84   	   0.00		
-72.33   	 -3.05   	 51.60   	  25.43		 51.84   	   0.00		
-75.07   	 -3.66   	 51.70   	  35.61		 51.84   	   0.00		
-77.51   	 -3.97   	 51.84   	  45.78		 51.84   	  -5.09		
-78.43   	 -3.97   	 52.02   	  66.12		 51.82   	   0.00		
-79.04   	 -3.66   	 52.29   	  86.47		 51.82   	   0.00		
-79.35   	 -3.05   	 52.63   	 111.90		 51.82   	   0.00		
-80.57   	 -1.83   	 53.08   	 137.33		 51.82   	  -5.09		
-81.79   	 -0.92   	 53.63   	 162.77		 51.80   	   0.00		
-83.01   	 -0.31   	 54.28   	 198.37		 51.80   	   0.00		
-84.53   	 -0.61   	 55.08   	 223.80		 51.80   	  -5.09		
-86.36   	 -1.53   	 55.97   	 259.41		 51.78   	   0.00		
-88.50   	 -2.44   	 57.01   	 279.75		 51.78   	   0.00		
-90.03   	 -2.75   	 58.13   	 310.27		 51.78   	   5.09		
-90.94   	 -2.44   	 59.37   	 330.62		 51.80   	  10.17		
-90.94   	 -2.14   	 60.69   	 345.88		 51.84   	  15.26		
-90.94   	 -1.83   	 62.08   	 361.14		 51.90   	  25.43		
-91.55   	 -1.83   	 63.52   	 366.22		 52.00   	  40.69		
-93.38   	 -1.22   	 64.98   	 366.22		 52.17   	  55.95		
-95.21   	  0.61   	 66.45   	 371.31		 52.39   	  76.30		
-96.13   	  3.05   	 67.93   	 361.14		 52.70   	 106.82		
-96.44   	  4.88   	 69.38   	 356.05		 53.12   	 127.16		
-96.74   	  5.19   	 70.80   	 345.88		 53.63   	 157.68		
-97.66   	  4.27   	 72.19   	 340.79		 54.26   	 193.29		
-99.49   	  3.36   	 73.55   	 335.71		 55.04   	 218.72		
-101.01   	  3.36   	 74.89   	 330.62		 55.91   	 244.15		
-101.62   	  5.19   	 76.22   	 330.62		 56.89   	 274.67		
-101.62   	  8.54   	 77.54   	 325.53		 57.99   	 305.19		
-101.62   	 11.60   	 78.84   	 330.62		 59.21   	 325.53		
-102.23   	 13.73   	 80.16   	 335.71		 60.51   	 345.88		
-103.76   	 15.56   	 81.51   	 340.79		 61.89   	 366.22		
-105.59   	 17.09   	 82.87   	 345.88		 63.36   	 386.57		
-107.12   	 19.53   	 84.25   	 345.88		 64.90   	 396.74		
-108.64   	 22.28   	 85.64   	 350.97		 66.49   	 417.09		
-110.78   	 25.02   	 87.04   	 345.88		 68.16   	 422.18		
-113.53   	 27.77   	 88.42   	 345.88		 69.85   	 437.43		
-116.58   	 30.21   	 89.81   	 335.71		 71.60   	 442.52		
-120.24   	 32.65   	 91.15   	 325.53		 73.37   	 452.69		
-123.60   	 34.79   	 92.45   	 310.27		 75.18   	 462.87		
-126.65   	 37.23   	 93.69   	 295.01		 77.03   	 462.87		
-130.00   	 39.67   	 94.87   	 279.75		 78.88   	 467.95		
-133.67   	 42.11   	 95.99   	 269.58		 80.75   	 473.04		
-137.33   	 44.56   	 97.07   	 259.41		 82.64   	 478.13		
-140.99   	 47.00   	 98.11   	 254.32		 84.56   	 473.04		
-144.96   	 49.44   	 99.12   	 249.24		 86.45   	 478.13		
-148.93   	 51.57   	100.12   	 249.24		 88.36   	 467.95		
-152.89   	 52.19   	101.12   	 244.15		 90.23   	 467.95		
-156.86   	 51.88   	102.10   	 244.15		 92.11   	 462.87		
-160.52   	 50.96   	103.07   	 244.15		 93.96   	 457.78		
-164.18   	 50.05   	104.05   	 233.98		 95.79   	 447.61		
-166.93   	 49.44   	104.98   	 233.98		 97.58   	 437.43		
-167.85   	 49.44   	105.92   	 218.72		 99.33   	 432.35		
-166.32   	 49.44   	106.80   	 208.54		101.06   	 417.09		
-162.35   	 48.83   	107.63   	 198.37		102.73   	 401.83		
-155.64   	 48.22   	108.42   	 188.20		104.33   	 391.66		
-146.48   	 47.30   	109.18   	 167.85		105.90   	 376.40		
-134.89   	 46.08   	109.85   	 157.68		107.41   	 366.22		
-121.77   	 44.25   	110.48   	 147.51		108.87   	 345.88		
-107.12   	 41.50   	111.07   	 132.25		110.25   	 335.71		
-92.16   	 37.54   	111.60   	 122.07		111.60   	 315.36		
-77.82   	 32.35   	112.09   	 111.90		112.86   	 305.19		
-64.70   	 25.94   	112.53   	 101.73		114.08   	 284.84		
-53.71   	 18.62   	112.94   	  86.47		115.22   	 274.67		
-44.56   	 11.29   	113.29   	  81.38		116.32   	 254.32		
-37.23   	  4.27   	113.61   	  66.12		117.33   	 239.06		
-31.43   	 -1.83   	113.88   	  55.95		118.29   	 223.80		
-26.86   	 -7.02   	114.10   	  45.78		119.19   	 208.54		
-22.89   	-11.29   	114.28   	  30.52		120.02   	 193.29		
-19.53   	-15.56   	114.40   	  20.35		120.79   	 172.94		
-17.70   	-19.84   	114.49   	  10.17		121.48   	 167.85		
-16.78   	-24.11   	114.53(S)	  -5.09		122.16   	 147.51		
-17.09   	-28.08   	114.51   	 -10.17		122.75   	 132.25		
-18.01   	-31.13   	114.47   	 -30.52		123.28   	 122.07		
-18.62   	-33.87   	114.34   	 -40.69		123.76   	 111.90		
-19.23   	-36.93   	114.18   	 -55.95		124.21   	  96.64		
-19.53   	-40.28   	113.96   	 -76.30		124.60   	  81.38		
-19.84   	-43.64   	113.65   	 -96.64		124.92   	  66.12		
-20.14   	-46.39   	113.27   	-122.07		125.19   	  50.86		
-20.14   	-47.91   	112.78   	-142.42		125.39   	  40.69		
-20.14   	-48.52   	112.21   	-178.03		125.55   	  20.35		
-20.14   	-48.83   	111.49   	-198.37		125.64   	   0.00		
-20.75   	-49.74   	110.70   	-233.98		125.64   	 -15.26		
-21.67   	-51.57   	109.77   	-264.50		125.57   	 -35.61		
-22.89   	-53.41   	108.71   	-289.93		125.43   	 -61.04		
-23.19   	-54.93   	107.55   	-315.36		125.19   	 -76.30		
-22.28   	-54.93   	106.29   	-335.71		124.88   	-101.73		
-20.75   	-54.02   	104.94   	-345.88		124.48   	-122.07		
-19.23   	-52.49   	103.56   	-350.97		123.99   	-142.42		
-18.31   	-51.27   	102.16   	-345.88		123.42   	-167.85		
-18.92   	-50.66   	100.77   	-335.71		122.75   	-188.20		
-19.84   	-50.05   	 99.43   	-315.36		121.99   	-213.63		
-20.75   	-48.52   	 98.17   	-295.01		121.14   	-228.89		
-21.67   	-46.08   	 96.99   	-269.58		120.22   	-254.32		
-22.28   	-43.03   	 95.91   	-244.15		119.21   	-269.58		
-22.89   	-39.98   	 94.93   	-218.72		118.13   	-284.84		
-23.80   	-37.54   	 94.06   	-198.37		116.99   	-300.10		
-25.02   	-35.71   	 93.27   	-178.03		115.79   	-310.27		
-25.94   	-33.87   	 92.55   	-172.94		114.55   	-320.45		
-26.55   	-32.04   	 91.86   	-157.68		113.27   	-320.45		
-26.55   	-30.21   	 91.23   	-152.59		111.98   	-330.62		
-26.25   	-28.38   	 90.62   	-142.42		110.66   	-325.53		
-25.94   	-26.86   	 90.05   	-137.33		109.36   	-330.62		
-25.94   	-25.63   	 89.50   	-122.07		108.04   	-325.53		
-25.94   	-24.11   	 89.01   	-106.82		106.73   	-325.53		
-25.94   	-22.28   	 88.59   	 -91.56		105.43   	-320.45		
-25.63   	-20.75   	 88.22   	 -81.38		104.15   	-320.45		
-25.02   	-19.23   	 87.89   	 -66.12		102.87   	-310.27		
-24.11   	-18.01   	 87.63   	 -55.95		101.63   	-305.19		
-23.80   	-17.40   	 87.41   	 -45.78		100.41   	-300.10		
-23.80   	-17.40   	 87.22   	 -45.78		 99.21   	-289.93		
-24.11   	-17.40   	 87.04   	 -35.61		 98.05   	-289.93		
-24.41   	-17.40   	 86.90   	 -40.69		 96.89   	-279.75		
-24.72   	-17.40   	 86.73   	 -45.78		 95.77   	-274.67		
-24.41   	-17.40   	 86.55   	 -50.86		 94.67   	-264.50		
-23.50   	-17.40   	 86.35   	 -50.86		 93.61   	-259.41		
-22.28   	-17.40   	 86.14   	 -66.12		 92.57   	-249.24		
-21.36   	-17.40   	 85.88   	 -66.12		 91.58   	-244.15		
-20.75   	-17.70   	 85.62   	 -76.30		 90.60   	-239.06		
-20.75   	-18.01   	 85.31   	 -76.30		 89.64   	-228.89		
-21.06   	-18.62   	 85.00   	 -76.30		 88.73   	-218.72		
-21.67   	-18.92   	 84.70   	 -81.38		 87.85   	-213.63		
-22.58   	-19.23   	 84.37   	 -76.30		 87.00   	-203.46		
-23.50   	-18.92   	 84.07   	 -71.21		 86.18   	-203.46		
-24.41   	-18.92   	 83.78   	 -76.30		 85.37   	-188.20		
-25.02   	-19.53   	 83.48   	 -71.21		 84.62   	-188.20		
-25.63   	-20.45   	 83.19   	 -66.12		 83.87   	-178.03		
-25.63   	-21.67   	 82.93   	 -71.21		 83.15   	-172.94		
-25.94   	-22.89   	 82.64   	 -71.21		 82.46   	-167.85		
-26.25   	-23.80   	 82.36   	 -71.21		 81.79   	-157.68		
-25.94   	-24.41   	 82.07   	 -76.30		 81.16   	-152.59		
-25.33   	-24.72   	 81.77   	 -76.30		 80.55   	-152.59		
-24.72   	-24.72   	 81.46   	 -81.38		 79.94   	-142.42		
-24.11   	-24.41   	 81.14   	 -81.38		 79.37   	-132.25		
-24.11   	-24.11   	 80.81   	 -86.47		 78.84   	-132.25		
-24.11   	-24.41   	 80.47   	 -86.47		 78.31   	-127.16		
-23.80   	-24.72   	 80.12   	 -86.47		 77.80   	-122.07		
-23.19   	-24.72   	 79.78   	 -91.56		 77.31   	-116.99		
-21.97   	-24.11   	 79.41   	 -96.64		 76.85   	-106.82		
-20.75   	-22.58   	 79.02   	 -91.56		 76.42   	-106.82		
-19.53   	-21.06   	 78.66   	 -91.56		 75.99   	-101.73		
-19.23   	-20.14   	 78.29   	 -91.56		 75.58   	-101.73		
-19.23   	-20.14   	 77.92   	 -91.56		 75.18   	 -91.56		
-19.84   	-20.75   	 77.56   	 -86.47		 74.81   	 -91.56		
-20.75   	-21.67   	 77.21   	 -91.56		 74.45   	 -86.47		
-21.97   	-22.58   	 76.85   	 -86.47		 74.10   	 -81.38		
-23.19   	-22.89   	 76.50   	 -81.38		 73.77   	 -86.47		
-23.50   	-22.58   	 76.17   	 -81.38		 73.43   	 -76.30		
-23.50   	-22.28   	 75.85   	 -81.38		 73.12   	 -76.30		
-22.89   	-21.97   	 75.52   	 -81.38		 72.82   	 -76.30		
-22.89   	-21.97   	 75.20   	 -81.38		 72.51   	 -71.21		
-22.58   	-21.67   	 74.87   	 -76.30		 72.23   	 -71.21		
-22.58   	-21.36   	 74.57   	 -76.30		 71.94   	 -66.12		
-21.97   	-20.45   	 74.26   	 -76.30		 71.68   	 -66.12		
-21.06   	-19.23   	 73.96   	 -81.38		 71.41   	 -66.12		
-20.45   	-17.70   	 73.63   	 -76.30		 71.15   	 -61.04		
-19.84   	-16.48   	 73.33   	 -81.38		 70.91   	 -61.04		
-19.23   	-15.56   	 73.00   	 -81.38		 70.66   	 -61.04		
-18.31   	-14.95   	 72.68   	 -81.38		 70.42   	 -61.04		
-17.09   	-14.95   	 72.35   	 -86.47		 70.17   	 -55.95		
-16.17   	-15.26   	 72.00   	 -81.38		 69.95   	 -55.95		
-15.87   	-15.87   	 71.68   	 -86.47		 69.73   	 -50.86		
-15.56   	-16.17   	 71.33   	 -81.38		 69.52   	 -55.95		
-15.56   	-16.17   	 71.01   	 -86.47		 69.30   	 -50.86		
-15.26   	-15.87   	 70.66   	 -81.38		 69.09   	 -50.86		
-14.95   	-15.26   	 70.34   	 -81.38		 68.89   	 -45.78		
-14.65   	-14.65   	 70.01   	 -81.38		 68.71   	 -50.86		
-14.95   	-14.34   	 69.68   	 -76.30		 68.50   	 -45.78		
-15.56   	-14.65   	 69.38   	 -71.21		 68.32   	 -50.86		
-16.17   	-14.95   	 69.09   	 -76.30		 68.12   	 -45.78		
-16.17   	-14.34   	 68.79   	 -66.12		 67.93   	 -40.69		
-14.95   	-10.68   	 68.52   	 -71.21		 67.77   	 -45.78		
-12.82   	 -3.05   	 68.24   	 -66.12		 67.59   	 -45.78		
-10.07   	  8.54   	 67.98   	 -61.04		 67.41   	 -45.78		
 -7.02   	 22.58   	 67.73   	 -66.12		 67.22   	 -40.69		
 -4.58   	 36.62   	 67.47   	 -61.04		 67.06   	 -45.78		
 -2.44   	 48.83   	 67.22   	 -61.04		 66.88   	 -40.69		
 -1.22   	 58.29   	 66.98   	 -66.12		 66.71   	 -40.69		
 -0.61   	 64.39   	 66.71   	 -61.04		 66.55   	 -40.69		
  0.31   	 68.05   	 66.47   	 -66.12		 66.39   	 -40.69		
  2.44   	 70.80   	 66.21   	 -66.12		 66.23   	 -40.69		
  6.41   	 74.77   	 65.94   	 -61.04		 66.06   	 -40.69		
 11.60   	 79.04   	 65.70   	 -66.12		 65.90   	 -40.69		
 17.40   	 81.48   	 65.43   	 -66.12		 65.74   	 -35.61		
 22.28   	 78.74   	 65.17   	 -66.12		 65.59   	 -40.69		
 26.55   	 70.19   	 64.90   	 -61.04		 65.43   	 -35.61		
 30.52   	 58.59   	 64.66   	 -61.04		 65.29   	 -35.61		
 35.10   	 47.30   	 64.41   	 -66.12		 65.15   	 -35.61		
 39.98   	 40.28   	 64.15   	 -55.95		 65.00   	 -35.61		
 43.64   	 38.45   	 63.93   	 -61.04		 64.86   	 -35.61		
 46.39   	 40.59   	 63.68   	 -55.95		 64.72   	 -30.52		
 48.83   	 43.03   	 63.46   	 -55.95		 64.60   	 -35.61		
 53.41   	 41.20   	 63.23   	 -55.95		 64.46   	 -35.61		
 61.65   	 33.57   	 63.01   	 -55.95		 64.31   	 -30.52		
 72.02   	 22.58   	 62.79   	 -50.86		 64.19   	 -30.52		
 80.26   	 15.26   	 62.58   	 -50.86		 64.07   	 -35.61		
 82.09   	 16.48   	 62.38   	 -50.86		 63.93   	 -30.52		
 75.07   	 23.50   	 62.18   	 -50.86		 63.80   	 -30.52		
 59.81   	 27.16   	 61.97   	 -45.78		 63.68   	 -30.52		
 40.28   	 18.92   	 61.79   	 -45.78		 63.56   	 -30.52		
 21.67   	 -3.05   	 61.61   	 -45.78		 63.44   	 -30.52		
  6.71   	-30.21   	 61.42   	 -45.78		 63.32   	 -30.52		
 -2.75   	-50.96   	 61.24   	 -40.69		 63.19   	 -35.61		
 -7.93   	-57.68   	 61.08   	 -45.78		 63.05   	 -30.52		
-10.07   	-52.19   	 60.89   	 -40.69		 62.93   	 -30.52		
-10.99   	-41.81   	 60.73   	 -40.69		 62.81   	 -30.52		
-11.60   	-34.18   	 60.57   	 -45.78		 62.69   	 -35.61		
-12.82   	-33.87   	 60.39   	 -40.69		 62.54   	 -30.52		
-14.65   	-37.84   	 60.22   	 -35.61		 62.42   	 -35.61		
-16.17   	-41.81   	 60.08   	 -40.69		 62.28   	 -30.52		
-17.09   	-43.03   	 59.92   	 -40.69		 62.16   	 -30.52		
-17.40   	-41.50   	 59.76   	 -35.61		 62.03   	 -30.52		
-17.40   	-39.06   	 59.61   	 -35.61		 61.91   	 -30.52		
-17.70   	-37.23   	 59.47   	 -35.61		 61.79   	 -35.61		
-18.31   	-35.71   	 59.33   	 -35.61		 61.65   	 -30.52		
-18.62   	-33.87   	 59.19   	 -35.61		 61.53   	 -30.52		
-18.62   	-31.43   	 59.04   	 -35.61		 61.40   	 -35.61		
-19.53   	-27.77   	 58.90   	 -35.61		 61.26   	 -30.52		
-24.11   	-20.45   	 58.76   	 -35.61		 61.14   	 -35.61		
-38.15   	 -5.19   	 58.62   	 -35.61		 61.00   	 -35.61		
-67.14   	 20.14   	 58.47   	 -40.69		 60.85   	 -35.61		
-112.00   	 51.57   	 58.31   	 -40.69		 60.71   	 -35.61		
-159.91   	 82.09   	 58.15   	 -40.69		 60.57   	 -40.69		
-184.94   	108.03   	 57.99   	 -40.69		 60.41   	 -35.61		
-156.25   	134.58   	 57.82   	 -45.78		 60.26   	 -40.69		
-49.74   	177.92   	 57.64   	 -40.69		 60.10   	 -40.69		
140.38   	256.65   	 57.48   	 -45.78		 59.94   	 -40.69		
399.48   	376.89   	 57.29   	 -45.78		 59.78   	 -35.61		
694.89   	512.70   	 57.11   	 -40.69		 59.63   	 -40.69		
973.21   	598.45(R)	 56.95   	 -40.69		 59.47   	 -40.69		
1166.69   	556.34   	 56.79   	 -40.69		 59.31   	 -40.69		
1218.87   	351.56   	 56.62   	 -40.69		 59.15   	 -40.69		
1118.16   	 31.43   	 56.46   	 -40.69		 58.98   	 -40.69		
908.51   	-281.68   	 56.30   	 -35.61		 58.82   	 -35.61		
670.78   	-457.15   	 56.15   	 -35.61		 58.68   	 -40.69		
474.55   	-446.78   	 56.01   	 -35.61		 58.51   	 -40.69		
338.75   	-308.53   	 55.87   	 -30.52		 58.35   	 -40.69		
238.95   	-153.20   	 55.75   	 -35.61		 58.19   	 -40.69		
146.18   	-59.81   	 55.61   	 -30.52		 58.03   	 -40.69		
 56.46   	-36.62   	 55.48   	 -30.52		 57.86   	 -35.61		
-12.51   	-42.72   	 55.36   	 -30.52		 57.72   	 -40.69		
-45.47   	-40.28   	 55.24   	 -25.43		 57.56   	 -40.69		
-47.91   	-23.50   	 55.14   	 -25.43		 57.40   	 -40.69		
-41.81   	 -7.63   	 55.04   	 -25.43		 57.23   	 -35.61		
-44.56   	 -3.97   	 54.93   	 -20.35		 57.09   	 -40.69		
-57.68   	 -8.54   	 54.85   	 -20.35		 56.93   	 -35.61		
-71.72   	-11.90   	 54.77   	 -10.17		 56.79   	 -40.69		
-79.65   	 -9.77   	 54.73   	 -10.17		 56.62   	 -35.61		
-80.57   	 -3.97   	 54.69(D)	   0.00		 56.48   	 -35.61		
-79.04   	  1.83   	 54.69   	  15.26		 56.34   	 -35.61		
-79.04   	  5.80   	 54.75   	  20.35		 56.20   	 -35.61		
-81.18   	  7.93   	 54.83   	  40.69		 56.05   	 -30.52		
-83.92   	  8.54   	 54.99   	  55.95		 55.93   	 -35.61		
-85.75   	  8.85   	 55.22   	  76.30		 55.79   	 -30.52		
-86.06   	 10.07   	 55.52   	 101.73		 55.67   	 -30.52		
-85.14   	 11.60   	 55.93   	 127.16		 55.54   	 -35.61		
-84.53   	 13.43   	 56.44   	 152.59		 55.40   	 -30.52		
-85.14   	 14.65   	 57.05   	 183.11		 55.28   	 -30.52		
-86.98   	 15.26   	 57.78   	 213.63		 55.16   	 -30.52		
-89.42   	 15.87   	 58.64   	 239.06		 55.04   	 -30.52		
-91.25   	 16.48   	 59.59   	 264.50		 54.91   	 -30.52		
-92.47   	 17.70   	 60.65   	 284.84		 54.79   	 -25.43		
-93.38   	 18.92   	 61.79   	 310.27		 54.69   	 -20.35		
-94.60   	 20.45   	 63.03   	 320.45		 54.61   	 -15.26		
-95.83   	 21.67   	 64.31   	 335.71		 54.55   	  -5.09		
-96.74   	 23.19   	 65.66   	 345.88		 54.53   	   5.09		
-96.74   	 25.33   	 67.04   	 345.88		 54.55   	  20.35		
-95.52   	 28.69   	 68.42   	 345.88		 54.63   	  40.69		
-93.69   	 33.87   	 69.81   	 345.88		 54.79   	  61.04		
-92.47   	 39.06   	 71.19   	 345.88		 55.04   	  96.64		
-92.47   	 43.33   	 72.57   	 340.79		 55.42   	 122.07		
-93.69   	 45.47   	 73.94   	 345.88		 55.91   	 152.59		
-96.13   	 44.86   	 75.32   	 345.88		 56.52   	 188.20		
-99.18   	 43.03   	 76.70   	 350.97		 57.27   	 218.72		
-102.54   	 41.20   	 78.11   	 356.05		 58.15   	 249.24		
-104.98   	 41.20   	 79.53   	 366.22		 59.15   	 279.75		
-105.59   	 43.64   	 81.00   	 371.31		 60.26   	 310.27		
-104.37   	 47.30   	 82.48   	 376.40		 61.51   	 330.62		
-102.23   	 50.96   	 83.99   	 381.48		 62.83   	 356.05		
-101.32   	 53.10   	 85.51   	 381.48		 64.25   	 376.40		
-102.54   	 52.49   	 87.04   	 381.48		 65.76   	 396.74		
-105.90   	 49.74   	 88.57   	 376.40		 67.34   	 417.09		
-110.17   	 46.69   	 90.07   	 366.22		 69.01   	 427.26		
-112.92   	 45.17   	 91.54   	 361.14		 70.72   	 437.43		
-113.53   	 46.69   	 92.98   	 350.97		 72.47   	 457.78		
-113.53   	 50.96   	 94.38   	 345.88		 74.30   	 462.87		
-114.14   	 56.76   	 95.77   	 330.62		 76.15   	 467.95		
-116.88   	 61.34   	 97.09   	 325.53		 78.03   	 478.13		
-120.85   	 62.87   	 98.39   	 315.36		 79.94   	 488.30		
-125.43   	 61.04   	 99.65   	 305.19		 81.89   	 488.30		
-128.78   	 57.98   	100.87   	 289.93		 83.85   	 493.39		
-130.92   	 56.15   	102.03   	 284.84		 85.82   	 488.30		
-132.45   	 58.29   	103.17   	 264.50		 87.77   	 493.39		
-134.28   	 64.70   	104.23   	 259.41		 89.75   	 493.39		
-137.33   	 72.63   	105.27   	 244.15		 91.72   	 488.30		
-141.30   	 79.04   	106.25   	 233.98		 93.67   	 478.13		
-144.65   	 81.48   	107.18   	 218.72		 95.58   	 478.13		
-147.40   	 80.26   	108.06   	 213.63		 97.50   	 473.04		
-148.62   	 77.51   	108.91   	 203.46		 99.39   	 457.78		
-148.62   	 75.68   	109.72   	 198.37		101.22   	 457.78		
-148.32   	 75.68   	110.52   	 188.20		103.05   	 442.52		
-146.79   	 76.90   	111.27   	 183.11		104.82   	 437.43		
-144.04   	 79.65   	112.00   	 178.03		106.57   	 427.26		
-139.16   	 83.92   	112.72   	 172.94		108.28   	 417.09		
-131.84   	 89.42   	113.41   	 167.85		109.95   	 401.83		
-122.68   	 93.99   	114.08   	 157.68		111.56   	 391.66		
-112.30   	 94.60   	114.71   	 152.59		113.12   	 371.31		
-100.10   	 90.03   	115.32   	 152.59		114.61   	 361.14		
-86.98   	 81.48   	115.93   	 142.42		116.05   	 345.88		
-72.94   	 71.72   	116.50   	 142.42		117.44   	 330.62		
-58.90   	 63.48   	117.07   	 137.33		118.76   	 315.36		
-46.39   	 58.29   	117.62   	 137.33		120.02   	 295.01		
-36.62   	 54.63   	118.17   	 132.25		121.20   	 279.75		
-28.99   	 49.74   	118.70   	 122.07		122.32   	 264.50		
