  I     	  II     	  AOp     	  AOp'		  CH2     	  CH2'		
-10.07   	 54.02   	 74.65   	 -40.69		 85.13   	-193.29		
 -8.85   	 52.19   	 74.49   	 -50.86		 84.35   	-188.20		
 -7.63   	 53.10   	 74.28   	 -50.86		 83.60   	-188.20		
 -7.02   	 57.07   	 74.08   	 -55.95		 82.85   	-183.11		
 -6.71   	 62.56   	 73.86   	 -55.95		 82.12   	-178.03		
 -6.71   	 66.53   	 73.63   	 -61.04		 81.40   	-178.03		
 -6.71   	 66.83   	 73.39   	 -55.95		 80.69   	-167.85		
 -6.71   	 64.09   	 73.16   	 -66.12		 80.02   	-172.94		
 -7.02   	 60.42   	 72.90   	 -61.04		 79.33   	-162.77		
 -8.24   	 58.90   	 72.65   	 -66.12		 78.68   	-162.77		
 -9.46   	 60.73   	 72.39   	 -66.12		 78.03   	-162.77		
-10.99   	 65.31   	 72.13   	 -66.12		 77.38   	-157.68		
-11.60   	 69.89   	 71.86   	 -66.12		 76.74   	-152.59		
-11.29   	 71.41   	 71.60   	 -66.12		 76.13   	-157.68		
-10.38   	 68.66   	 71.33   	 -66.12		 75.50   	-147.51		
 -9.16   	 64.09   	 71.07   	 -66.12		 74.91   	-147.51		
 -7.93   	 61.65   	 70.80   	 -61.04		 74.32   	-147.51		
 -7.63   	 64.09   	 70.56   	 -61.04		 73.73   	-142.42		
 -7.93   	 70.19   	 70.32   	 -61.04		 73.16   	-137.33		
 -9.46   	 77.21   	 70.07   	 -55.95		 72.61   	-137.33		
-10.99   	 81.18   	 69.85   	 -55.95		 72.06   	-137.33		
-11.90   	 81.18   	 69.62   	 -50.86		 71.52   	-132.25		
-11.90   	 78.74   	 69.42   	 -55.95		 70.99   	-127.16		
-11.90   	 76.60   	 69.20   	 -50.86		 70.48   	-127.16		
-12.82   	 75.68   	 68.99   	 -55.95		 69.97   	-122.07		
-14.34   	 76.29   	 68.77   	 -55.95		 69.48   	-122.07		
-16.78   	 76.60   	 68.55   	 -50.86		 68.99   	-116.99		
-18.01   	 75.99   	 68.34   	 -61.04		 68.52   	-111.90		
-18.01   	 75.07   	 68.10   	 -55.95		 68.08   	-111.90		
-17.09   	 74.46   	 67.87   	 -61.04		 67.63   	-111.90		
-15.26   	 74.46   	 67.63   	 -61.04		 67.18   	-106.82		
-13.73   	 75.38   	 67.39   	 -66.12		 66.75   	-101.73		
-12.82   	 75.99   	 67.12   	 -61.04		 66.35   	-101.73		
-13.12   	 76.29   	 66.88   	 -66.12		 65.94   	 -96.64		
-14.34   	 75.99   	 66.61   	 -66.12		 65.55   	 -96.64		
-15.87   	 75.07   	 66.35   	 -66.12		 65.17   	 -91.56		
-17.09   	 72.63   	 66.08   	 -66.12		 64.80   	 -86.47		
-17.09   	 68.05   	 65.82   	 -66.12		 64.46   	 -91.56		
-15.87   	 63.17   	 65.55   	 -61.04		 64.09   	 -81.38		
-14.65   	 60.12   	 65.31   	 -66.12		 63.76   	 -81.38		
-14.34   	 61.95   	 65.05   	 -61.04		 63.44   	 -81.38		
-15.26   	 68.36   	 64.80   	 -66.12		 63.11   	 -76.30		
-17.09   	 75.38   	 64.54   	 -61.04		 62.81   	 -76.30		
-18.92   	 78.43   	 64.29   	 -66.12		 62.50   	 -76.30		
-19.23   	 75.68   	 64.03   	 -66.12		 62.20   	 -66.12		
-18.62   	 69.58   	 63.76   	 -66.12		 61.93   	 -71.21		
-16.48   	 65.61   	 63.50   	 -71.21		 61.65   	 -66.12		
-14.04   	 66.83   	 63.21   	 -66.12		 61.38   	 -61.04		
-12.51   	 72.33   	 62.95   	 -66.12		 61.14   	 -61.04		
-11.60   	 78.74   	 62.69   	 -61.04		 60.89   	 -61.04		
-12.21   	 81.79   	 62.44   	 -66.12		 60.65   	 -55.95		
-13.12   	 79.04   	 62.18   	 -66.12		 60.43   	 -55.95		
-14.34   	 72.94   	 61.91   	 -61.04		 60.20   	 -50.86		
-14.95   	 66.83   	 61.67   	 -61.04		 60.00   	 -50.86		
-14.95   	 64.39   	 61.42   	 -61.04		 59.80   	 -45.78		
-14.65   	 66.22   	 61.18   	 -61.04		 59.61   	 -45.78		
-13.12   	 71.11   	 60.94   	 -55.95		 59.43   	 -45.78		
-10.99   	 76.29   	 60.71   	 -61.04		 59.25   	 -45.78		
 -9.77   	 78.13   	 60.47   	 -55.95		 59.06   	 -40.69		
 -9.77   	 74.46   	 60.24   	 -55.95		 58.90   	 -40.69		
-11.90   	 67.14   	 60.02   	 -55.95		 58.74   	 -40.69		
-14.95   	 59.51   	 59.80   	 -55.95		 58.58   	 -35.61		
-16.78   	 56.15   	 59.57   	 -55.95		 58.43   	 -40.69		
-17.09   	 58.59   	 59.35   	 -55.95		 58.27   	 -35.61		
-16.17   	 64.09   	 59.12   	 -55.95		 58.13   	 -35.61		
-15.26   	 68.05   	 58.90   	 -55.95		 57.99   	 -35.61		
-14.65   	 68.66   	 58.68   	 -55.95		 57.84   	 -35.61		
-14.34   	 67.44   	 58.45   	 -55.95		 57.70   	 -30.52		
-14.04   	 67.14   	 58.23   	 -55.95		 57.58   	 -35.61		
-13.73   	 68.36   	 58.01   	 -55.95		 57.44   	 -30.52		
-14.34   	 68.66   	 57.78   	 -61.04		 57.31   	 -30.52		
-16.17   	 64.70   	 57.54   	 -55.95		 57.19   	 -25.43		
-18.31   	 57.07   	 57.31   	 -61.04		 57.09   	 -30.52		
-19.84   	 49.44   	 57.07   	 -61.04		 56.97   	 -25.43		
-19.53   	 46.69   	 56.83   	 -61.04		 56.87   	 -30.52		
-17.40   	 50.96   	 56.58   	 -61.04		 56.74   	 -25.43		
-14.34   	 59.81   	 56.34   	 -55.95		 56.64   	 -25.43		
-12.21   	 68.36   	 56.11   	 -61.04		 56.54   	 -25.43		
-11.60   	 71.72   	 55.87   	 -50.86		 56.44   	 -25.43		
-11.90   	 69.89   	 55.67   	 -55.95		 56.34   	 -25.43		
-12.82   	 65.31   	 55.44   	 -55.95		 56.24   	 -25.43		
-13.12   	 61.65   	 55.22   	 -50.86		 56.13   	 -25.43		
-12.21   	 60.12   	 55.02   	 -55.95		 56.03   	 -25.43		
-10.99   	 60.12   	 54.79   	 -55.95		 55.93   	 -25.43		
 -9.77   	 60.12   	 54.57   	 -55.95		 55.83   	 -25.43		
 -9.46   	 59.81   	 54.34   	 -61.04		 55.73   	 -30.52		
 -9.77   	 59.20   	 54.10   	 -55.95		 55.61   	 -25.43		
-10.38   	 58.90   	 53.88   	 -55.95		 55.50   	 -25.43		
-11.29   	 59.20   	 53.65   	 -55.95		 55.40   	 -30.52		
-12.51   	 58.90   	 53.43   	 -55.95		 55.28   	 -25.43		
-13.43   	 57.98   	 53.20   	 -55.95		 55.18   	 -30.52		
-13.73   	 56.46   	 52.98   	 -50.86		 55.06   	 -30.52		
-12.21   	 55.54   	 52.78   	 -55.95		 54.93   	 -25.43		
 -9.46   	 56.46   	 52.55   	 -45.78		 54.83   	 -30.52		
 -6.71   	 59.51   	 52.37   	 -50.86		 54.71   	 -25.43		
 -4.88   	 63.48   	 52.17   	 -45.78		 54.61   	 -30.52		
 -5.19   	 65.92   	 51.98   	 -40.69		 54.49   	 -25.43		
 -6.71   	 64.39   	 51.82   	 -45.78		 54.38   	 -30.52		
 -8.85   	 59.51   	 51.64   	 -40.69		 54.26   	 -25.43		
-10.68   	 53.41   	 51.47   	 -35.61		 54.16   	 -30.52		
-11.60   	 50.05   	 51.33   	 -40.69		 54.04   	 -30.52		
-10.68   	 50.96   	 51.17   	 -40.69		 53.92   	 -25.43		
 -8.85   	 54.63   	 51.01   	 -45.78		 53.81   	 -30.52		
 -6.10   	 57.98   	 50.82   	 -40.69		 53.69   	 -30.52		
 -4.58   	 57.98   	 50.66   	 -40.69		 53.57   	 -30.52		
 -5.19   	 54.32   	 50.50   	 -45.78		 53.45   	 -30.52		
 -7.63   	 50.35   	 50.32   	 -40.69		 53.33   	 -30.52		
 -9.46   	 49.13   	 50.15   	 -45.78		 53.20   	 -35.61		
 -9.46   	 50.66   	 49.97   	 -45.78		 53.06   	 -30.52		
 -7.32   	 53.10   	 49.79   	 -45.78		 52.94   	 -35.61		
 -3.97   	 53.10   	 49.60   	 -45.78		 52.80   	 -30.52		
 -1.83   	 49.74   	 49.42   	 -45.78		 52.68   	 -35.61		
 -1.83   	 45.17   	 49.24   	 -40.69		 52.53   	 -35.61		
 -3.05   	 43.33   	 49.07   	 -35.61		 52.39   	 -35.61		
 -4.27   	 47.00   	 48.93   	 -40.69		 52.25   	 -30.52		
 -3.97   	 56.15   	 48.77   	 -30.52		 52.13   	 -35.61		
 -1.83   	 66.53   	 48.65   	 -30.52		 51.98   	 -35.61		
  0.31   	 72.94   	 48.52   	 -30.52		 51.84   	 -35.61		
  0.92   	 71.41   	 48.40   	 -30.52		 51.70   	 -35.61		
 -0.61   	 63.17   	 48.28   	 -20.35		 51.56   	 -30.52		
 -3.66   	 52.80   	 48.20   	 -25.43		 51.43   	 -35.61		
 -5.49   	 45.17   	 48.10   	 -25.43		 51.29   	 -35.61		
 -4.88   	 42.72   	 48.00   	 -25.43		 51.15   	 -35.61		
 -2.14   	 45.17   	 47.89   	 -25.43		 51.01   	 -35.61		
  1.53   	 49.13   	 47.79   	 -25.43		 50.86   	 -35.61		
  4.88   	 52.49   	 47.69   	 -30.52		 50.72   	 -35.61		
  6.71   	 53.10   	 47.57   	 -25.43		 50.58   	 -40.69		
  7.02   	 51.27   	 47.47   	 -35.61		 50.42   	 -35.61		
  6.10   	 48.83   	 47.32   	 -30.52		 50.27   	 -40.69		
  4.27   	 47.30   	 47.20   	 -30.52		 50.11   	 -35.61		
  2.14   	 48.52   	 47.08   	 -30.52		 49.97   	 -40.69		
  1.22   	 52.19   	 46.96   	 -35.61		 49.81   	 -40.69		
  2.14   	 56.76   	 46.82   	 -30.52		 49.64   	 -35.61		
  3.97   	 59.51   	 46.69   	 -25.43		 49.50   	 -35.61		
  6.71   	 61.34   	 46.59   	 -30.52		 49.36   	 -40.69		
  9.46   	 63.78   	 46.47   	 -30.52		 49.20   	 -35.61		
 11.90   	 69.89   	 46.35   	 -25.43		 49.05   	 -35.61		
 13.73   	 80.87   	 46.25   	 -25.43		 48.91   	 -35.61		
 14.34   	 95.21   	 46.14   	 -25.43		 48.77   	 -35.61		
 13.43   	108.95   	 46.04   	 -20.35		 48.63   	 -35.61		
 11.90   	118.71   	 45.96   	 -25.43		 48.48   	 -35.61		
 10.68   	122.99   	 45.86   	 -25.43		 48.34   	 -35.61		
 12.51   	124.82   	 45.76   	 -25.43		 48.20   	 -35.61		
 17.40   	127.26   	 45.66   	 -25.43		 48.06   	 -30.52		
 24.72   	132.45   	 45.55   	 -25.43		 47.93   	 -35.61		
 32.96   	137.94   	 45.45   	 -20.35		 47.79   	 -35.61		
 39.67   	138.55   	 45.37   	 -25.43		 47.65   	 -30.52		
 44.86   	131.53   	 45.27   	 -20.35		 47.53   	 -35.61		
 49.44   	118.10   	 45.19   	 -25.43		 47.39   	 -30.52		
 54.63   	103.45   	 45.09   	 -20.35		 47.26   	 -35.61		
 61.04   	 95.21   	 45.00   	 -20.35		 47.12   	 -30.52		Beg---------
 67.14   	 96.44   	 44.92   	 -20.35		 47.00   	 -35.61		
 71.72   	104.68   	 44.84   	 -25.43		 46.86   	 -30.52		
 75.38   	114.75   	 44.74   	 -20.35		 46.73   	 -30.52		
 78.43   	118.71   	 44.66   	 -25.43		 46.61   	 -30.52		
 82.70   	111.69   	 44.56   	 -25.43		 46.49   	 -35.61		
 88.81   	 95.52   	 44.46   	 -30.52		 46.35   	 -30.52		
 95.52   	 78.43   	 44.33   	 -25.43		 46.23   	 -30.52		
100.10   	 68.97   	 44.23   	 -30.52		 46.10   	 -30.52		
 99.49   	 70.19   	 44.11   	 -30.52		 45.98   	 -30.52		
 90.94   	 75.68   	 43.99   	 -25.43		 45.86   	 -30.52		
 75.38   	 74.46   	 43.89   	 -25.43		 45.74   	 -25.43		
 55.54   	 60.42   	 43.78   	 -25.43		 45.64   	 -30.52		
 36.01   	 36.01   	 43.68   	 -25.43		 45.51   	 -30.52		
 20.14   	 11.90   	 43.58   	 -20.35		 45.39   	 -25.43		
 10.38   	 -2.44   	 43.50   	 -20.35		 45.29   	 -30.52		
  6.41   	 -3.97   	 43.42   	 -20.35		 45.17   	 -25.43		
  7.02   	  3.97   	 43.34   	 -20.35		 45.07   	 -30.52		
 10.07   	 14.65   	 43.26   	 -15.26		 44.94   	 -25.43		
 12.21   	 21.97   	 43.19   	 -20.35		 44.84   	 -25.43		
 12.21   	 24.41   	 43.11   	 -25.43		 44.74   	 -25.43		
 10.07   	 22.28   	 43.01   	 -20.35		 44.64   	 -25.43		
  6.41   	 18.62   	 42.93   	 -20.35		 44.54   	 -25.43		
  2.75   	 14.95   	 42.85   	 -25.43		 44.44   	 -25.43		
  0.31   	 13.12   	 42.75   	 -25.43		 44.33   	 -25.43		
 -1.53   	 12.51   	 42.64   	 -25.43		 44.23   	 -25.43		
 -1.83   	 12.82   	 42.54   	 -25.43		 44.13   	 -20.35		
 -0.61   	 15.26   	 42.44   	 -30.52		 44.05   	 -25.43		
  1.53   	 20.45   	 42.32   	 -25.43		 43.95   	 -25.43		
  2.75   	 28.08   	 42.22   	 -25.43		 43.85   	 -20.35		
 -0.61   	 36.62   	 42.12   	 -25.43		 43.76   	 -25.43		
-15.56   	 44.56   	 42.01   	 -25.43		 43.66   	 -25.43		
-48.22   	 49.44   	 41.91   	 -25.43		 43.56   	 -20.35		
-97.35   	 50.05   	 41.81   	 -20.35		 43.48   	 -25.43		
-148.62   	 49.44   	 41.73   	 -20.35		 43.38   	 -20.35		
-174.26   	 55.54   	 41.65   	 -15.26		 43.30   	 -25.43		
-143.43   	 80.57   	 41.59   	 -20.35		 43.19   	 -20.35		
-35.10   	138.85   	 41.51   	 -15.26		 43.11   	 -25.43		
153.50   	243.53   	 41.44   	 -15.26		 43.01   	 -20.35		
406.19   	396.12   	 41.38   	 -15.26		 42.93   	 -25.43		
691.83   	570.98   	 41.32   	 -15.26		 42.83   	 -20.35		
957.64   	701.90   	 41.26   	 -15.26		 42.75   	 -25.43		
1135.86   	702.82(R)	 41.20   	 -15.26		 42.64   	 -25.43		
1167.91   	526.12   	 41.14   	 -15.26		 42.54   	 -20.35		
1041.87   	209.05   	 41.08   	 -20.35		 42.46   	 -25.43		
807.19   	-126.04   	 41.00   	 -15.26		 42.36   	 -20.35		
554.20   	-338.44   	 40.94   	 -20.35		 42.28   	 -20.35		
360.11   	-364.69   	 40.85   	 -20.35		 42.20   	 -20.35		
245.36   	-253.60   	 40.77   	 -15.26		 42.12   	 -20.35		
179.75   	-114.14   	 40.71   	 -20.35		 42.03   	 -20.35		
124.21   	-28.69   	 40.63   	 -20.35		 41.95   	 -20.35		
 65.61   	 -8.54   	 40.55   	 -25.43		 41.87   	 -15.26		
 15.87   	-15.87   	 40.45   	 -25.43		 41.81   	 -20.35		
-10.07   	-14.04   	 40.35   	 -25.43		 41.73   	 -20.35		
-14.95   	  2.14   	 40.24   	 -25.43		 41.65   	 -15.26		
-14.04   	 16.48   	 40.14   	 -30.52		 41.59   	 -20.35		
-20.14   	 17.70   	 40.02   	 -25.43		 41.51   	 -15.26		
-32.65   	 10.07   	 39.92   	 -25.43		 41.44   	 -20.35		
-44.86   	  2.14   	 39.82   	 -20.35		 41.36   	 -15.26		
-51.57   	 -0.92   	 39.74   	 -20.35		 41.30   	 -15.26		
-52.80   	  0.31   	 39.65   	 -10.17		 41.24   	 -15.26		
-51.88   	  5.80   	 39.61(D)	   0.00		 41.18   	 -15.26		
-51.27   	 14.65   	 39.61   	  10.17		 41.12   	 -15.26		
-51.57   	 24.72   	 39.65   	  25.43		 41.06   	 -15.26		
-52.80   	 32.35   	 39.76   	  45.78		 41.00   	 -10.17		
-54.63   	 34.48   	 39.94   	  66.12		 40.96   	 -15.26		
-56.76   	 31.43   	 40.20   	  96.64		 40.90   	 -10.17		
-58.90   	 25.63   	 40.59   	 127.16		 40.85   	 -15.26		
-61.04   	 21.06   	 41.10   	 157.68		 40.79   	 -10.17		
-63.17   	 19.53   	 41.73   	 198.37		 40.75   	 -15.26		
-64.70   	 21.06   	 42.52   	 233.98		 40.69   	 -15.26		
-65.61   	 23.80   	 43.46   	 279.75		 40.63   	 -15.26		
-65.61   	 25.33   	 44.58   	 315.36		 40.57   	 -15.26		
-65.61   	 25.02   	 45.84   	 350.97		 40.51   	 -15.26		
-66.22   	 24.72   	 47.24   	 381.48		 40.45   	 -15.26		
-67.44   	 26.25   	 48.77   	 412.00		 40.39   	 -10.17		
-68.97   	 31.43   	 50.42   	 432.35		 40.35   	 -10.17		
-70.19   	 38.15   	 52.15   	 442.52		 40.31   	  -5.09		
-70.50   	 43.33   	 53.92   	 447.61		 40.28   	   5.09		
-71.11   	 43.95   	 55.71   	 442.52		 40.31   	  20.35		
-71.72   	 39.67   	 57.48   	 437.43		 40.39   	  40.69		
-72.33   	 33.26   	 59.23   	 417.09		 40.55   	  66.12		
-72.63   	 28.69   	 60.89   	 391.66		 40.81   	  96.64		
-72.63   	 28.38   	 62.46   	 371.31		 41.20   	 132.25		
-72.33   	 32.04   	 63.95   	 345.88		 41.73   	 167.85		
-73.24   	 37.23   	 65.33   	 330.62		 42.40   	 203.46		
-75.38   	 40.28   	 66.65   	 320.45		 43.21   	 239.06		
-77.82   	 40.28   	 67.93   	 315.36		 44.17   	 269.58		
-79.96   	 38.45   	 69.20   	 315.36		 45.25   	 300.10		
-81.48   	 36.93   	 70.46   	 320.45		 46.45   	 320.45		
-81.79   	 37.84   	 71.74   	 330.62		 47.73   	 345.88		
-81.18   	 43.03   	 73.06   	 340.79		 49.11   	 366.22		
-80.26   	 50.35   	 74.42   	 350.97		 50.58   	 376.40		
-80.26   	 57.07   	 75.83   	 350.97		 52.09   	 391.66		
-81.48   	 59.51   	 77.23   	 345.88		 53.65   	 406.92		
-84.23   	 56.15   	 78.62   	 335.71		 55.28   	 417.09		
-88.50   	 50.35   	 79.96   	 315.36		 56.95   	 427.26		
-92.47   	 46.08   	 81.22   	 289.93		 58.66   	 437.43		
-95.21   	 46.39   	 82.38   	 264.50		 60.41   	 447.61		
-96.74   	 50.66   	 83.44   	 239.06		 62.20   	 452.69		
-97.05   	 56.46   	 84.39   	 208.54		 64.01   	 467.95		
-97.96   	 61.34   	 85.23   	 193.29		 65.88   	 478.13		
-100.10   	 65.00   	 86.00   	 178.03		 67.79   	 483.21		
-103.76   	 67.44   	 86.71   	 178.03		 69.73   	 488.30		
-108.95   	 69.89   	 87.43   	 178.03		 71.68   	 493.39		
-114.14   	 71.41   	 88.14   	 183.11		 73.65   	 493.39		
-118.71   	 71.41   	 88.87   	 198.37		 75.63   	 493.39		
-122.38   	 68.66   	 89.66   	 213.63		 77.60   	 493.39		
-124.51   	 63.17   	 90.52   	 228.89		 79.57   	 483.21		
-126.34   	 57.07   	 91.43   	 239.06		 81.51   	 483.21		
-128.17   	 51.57   	 92.39   	 244.15		 83.44   	 467.95		
-130.00   	 49.13   	 93.37   	 249.24		 85.31   	 462.87		
-131.53   	 48.52   	 94.36   	 249.24		 87.16   	 447.61		
-133.06   	 47.91   	 95.36   	 239.06		 88.95   	 432.35		
-133.97   	 45.17   	 96.32   	 223.80		 90.68   	 422.18		
-133.97   	 40.59   	 97.21   	 203.46		 92.37   	 406.92		
-132.75   	 37.23   	 98.03   	 178.03		 94.00   	 391.66		
-129.39   	 36.32   	 98.74   	 157.68		 95.56   	 376.40		
-122.68   	 36.93   	 99.37   	 132.25		 97.07   	 366.22		
-113.22   	 35.40   	 99.90   	 111.90		 98.53   	 350.97		
-102.23   	 31.13   	100.35   	  81.38		 99.94   	 335.71		
-90.03   	 25.63   	100.67   	  66.12		101.28   	 315.36		
-77.82   	 22.58   	100.94   	  45.78		102.54   	 305.19		
-65.31   	 23.50   	101.12   	  25.43		103.76   	 279.75		
-51.88   	 25.33   	101.22   	  15.26		104.88   	 264.50		
-38.45   	 24.41   	101.28   	   5.09		105.94   	 244.15		
-25.33   	 18.92   	101.30(S)	  -5.09		106.92   	 223.80		
-14.34   	 12.21   	101.28   	 -10.17		107.81   	 208.54		
 -5.19   	  9.16   	101.24   	 -20.35		108.65   	 188.20		
  1.53   	 12.21   	101.16   	 -25.43		109.40   	 178.03		
  6.41   	 18.31   	101.06   	 -30.52		110.11   	 157.68		
  8.85   	 21.97   	100.94   	 -35.61		110.74   	 142.42		
  9.77   	 20.14   	100.79   	 -50.86		111.31   	 127.16		
  9.77   	 13.73   	100.59   	 -55.95		111.82   	 111.90		
  9.77   	  7.32   	100.37   	 -71.21		112.27   	  96.64		
 10.38   	  3.66   	100.08   	 -86.47		112.65   	  86.47		
 11.60   	  3.05   	 99.74   	-106.82		113.00   	  66.12		
 11.90   	  2.14   	 99.31   	-127.16		113.27   	  45.78		
 11.29   	 -0.92   	 98.80   	-152.59		113.45   	  35.61		
  9.77   	 -6.10   	 98.19   	-178.03		113.59   	  10.17		
  8.54   	-10.68   	 97.48   	-213.63		113.63   	   0.00		
  8.24   	-12.21   	 96.62   	-249.24		113.63   	 -25.43		
  9.16   	-10.68   	 95.63   	-284.84		113.53   	 -40.69		
 10.07   	 -8.24   	 94.49   	-310.27		113.37   	 -61.04		
 10.99   	 -7.02   	 93.24   	-335.71		113.12   	 -81.38		
 10.38   	 -7.63   	 91.90   	-350.97		112.80   	-101.73		
  8.54   	 -9.46   	 90.50   	-350.97		112.39   	-122.07		
  6.10   	-11.29   	 89.09   	-345.88		111.90   	-142.42		
  3.36   	-11.60   	 87.71   	-325.53		111.33   	-162.77		
  1.22   	-10.07   	 86.41   	-300.10		110.68   	-188.20		
  1.22   	 -6.71   	 85.21   	-264.50		109.93   	-203.46		
  2.14   	 -2.75   	 84.15   	-233.98		109.11   	-223.80		
  3.36   	  0.92   	 83.21   	-193.29		108.22   	-233.98		
  3.36   	  4.27   	 82.44   	-162.77		107.28   	-254.32		
  2.75   	  7.63   	 81.79   	-132.25		106.27   	-264.50		
  2.14   	 11.60   	 81.26   	-106.82		105.21   	-274.67		
  1.83   	 14.34   	 80.83   	 -86.47		104.11   	-279.75		
  1.53   	 14.65   	 80.49   	 -76.30		102.99   	-284.84		
 -0.61   	 11.60   	 80.18   	 -61.04		101.85   	-284.84		
 -4.88   	  8.54   	 79.94   	 -61.04		100.71   	-284.84		
 -9.16   	  9.16   	 79.69   	 -50.86		 99.57   	-284.84		
-11.60   	 14.95   	 79.49   	 -50.86		 98.43   	-279.75		
-10.68   	 23.50   	 79.29   	 -40.69		 97.31   	-274.67		
 -6.41   	 30.21   	 79.12   	 -40.69		 96.22   	-274.67		
 -0.92   	 32.04   	 78.96   	 -40.69		 95.12   	-269.58		
  3.66   	 30.82   	 78.80   	 -35.61		 94.04   	-264.50		
  5.80   	 30.52   	 78.66   	 -40.69		 92.98   	-259.41		
  5.49   	 33.57   	 78.49   	 -40.69		 91.94   	-259.41		
  3.66   	 36.62   	 78.33   	 -50.86		 90.91   	-249.24		
  1.22   	 35.10   	 78.13   	 -55.95		 89.91   	-249.24		
 -0.92   	 28.38   	 77.90   	 -61.04		 88.91   	-244.15		
 -3.05   	 20.45   	 77.66   	 -66.12		 87.93   	-239.06		
 -5.19   	 16.48   	 77.40   	 -76.30		 86.98   	-239.06		
 -6.41   	 18.92   	 77.09   	 -76.30		 86.02   	-228.89		
 -6.10   	 22.89   	 76.79   	 -81.38		 85.11   	-228.89		
 -3.36   	 23.50   	 76.46   	 -81.38		 84.19   	-223.80		
  0.61   	 19.23   	 76.13   	 -76.30		 83.30   	-213.63		
  3.97   	 13.43   	 75.83   	 -81.38		 82.44   	-218.72		
  4.88   	 12.21   	 75.50   	 -76.30		 81.57   	-208.54		
  3.97   	 17.70   	 75.20   	 -71.21		 80.73   	-203.46		
  3.05   	 25.94   	 74.91   	 -66.12		 79.92   	-198.37		
  3.36   	 29.91   	 74.65   	 -66.12		 79.12   	-198.37		
  4.88   	 26.86   	 74.38   	 -66.12		 78.33   	-188.20		
  6.41   	 19.23   	 74.12   	 -61.04		 77.58   	-188.20		
  6.71   	 12.82   	 73.88   	 -61.04		 76.83   	-178.03		
  5.19   	 11.60   	 73.63   	 -61.04		 76.11   	-172.94		
  2.44   	 14.34   	 73.39   	 -61.04		 75.42   	-172.94		
 -0.61   	 16.17   	 73.14   	 -61.04		 74.73   	-167.85		
 -3.05   	 14.34   	 72.90   	 -61.04		 74.06   	-157.68		
 -4.27   	  9.77   	 72.65   	 -66.12		 73.43   	-157.68		
 -4.27   	  4.88   	 72.39   	 -66.12		 72.80   	-147.51		
 -3.05   	  1.83   	 72.13   	 -66.12		 72.21   	-147.51		
 -1.53   	  0.00   	 71.86   	 -71.21		 71.62   	-137.33		
 -0.31   	 -0.92   	 71.58   	 -66.12		 71.07   	-137.33		
 -0.31   	 -1.83   	 71.31   	 -71.21		 70.52   	-127.16		
 -2.44   	 -1.83   	 71.03   	 -71.21		 70.01   	-127.16		
 -5.80   	 -2.14   	 70.74   	 -71.21		 69.50   	-122.07		
 -9.46   	 -3.05   	 70.46   	 -71.21		 69.01   	-111.90		
-11.60   	 -5.49   	 70.17   	 -66.12		 68.57   	-111.90		
-12.21   	 -7.63   	 69.91   	 -66.12		 68.12   	-106.82		
-11.60   	 -7.63   	 69.64   	 -71.21		 67.69   	-101.73		
-10.38   	 -5.19   	 69.36   	 -61.04		 67.28   	 -96.64		
 -8.85   	 -1.83   	 69.11   	 -66.12		 66.90   	 -96.64		
 -7.93   	  0.00   	 68.85   	 -66.12		 66.51   	 -91.56		
 -7.63   	 -1.83   	 68.59   	 -61.04		 66.14   	 -86.47		
 -8.54   	 -6.41   	 68.34   	 -66.12		 65.80   	 -86.47		
-10.07   	-11.29   	 68.08   	 -71.21		 65.45   	 -81.38		
-11.29   	-14.34   	 67.79   	 -66.12		 65.13   	 -81.38		
-12.21   	-14.65   	 67.53   	 -76.30		 64.80   	 -81.38		
-11.90   	-13.12   	 67.22   	 -76.30		 64.48   	 -76.30		
-11.29   	-10.68   	 66.92   	 -81.38		 64.17   	 -76.30		
-10.38   	 -8.85   	 66.59   	 -81.38		 63.87   	 -71.21		
 -9.46   	 -8.24   	 66.27   	 -81.38		 63.58   	 -71.21		
 -8.54   	 -9.77   	 65.94   	 -86.47		 63.30   	 -71.21		
 -7.63   	-14.04   	 65.59   	 -86.47		 63.01   	 -66.12		
 -7.32   	-19.53   	 65.25   	 -81.38		 62.75   	 -61.04		
 -7.63   	-23.50   	 64.92   	 -86.47		 62.50   	 -66.12		
 -8.24   	-22.58   	 64.58   	 -81.38		 62.24   	 -61.04		
 -8.24   	-15.87   	 64.25   	 -76.30		 61.99   	 -55.95		
 -7.32   	 -6.41   	 63.95   	 -76.30		 61.77   	 -55.95		
 -5.80   	  0.61   	 63.64   	 -76.30		 61.55   	 -55.95		
 -4.27   	  1.53   	 63.34   	 -76.30		 61.32   	 -55.95		
 -3.66   	 -4.88   	 63.03   	 -71.21		 61.10   	 -55.95		
 -3.97   	-15.26   	 62.75   	 -71.21		 60.87   	 -50.86		
 -6.10   	-24.72   	 62.46   	 -71.21		 60.67   	 -50.86		
 -8.85   	-29.60   	 62.18   	 -71.21		 60.47   	 -50.86		
-11.60   	-30.21   	 61.89   	 -71.21		 60.26   	 -50.86		
-12.21   	-28.69   	 61.61   	 -71.21		 60.06   	 -45.78		
-10.38   	-26.55   	 61.32   	 -66.12		 59.88   	 -50.86		
 -6.10   	-22.58   	 61.06   	 -71.21		 59.67   	 -45.78		
 -1.53   	-12.82   	 60.77   	 -71.21		 59.49   	 -40.69		
  1.83   	  3.97   	 60.49   	 -66.12		 59.33   	 -45.78		
