  I     	  II     	  AO     	  AO'		  FA     	  FA'		
 83.01   	-13.12   	 48.83   	   5.09		 47.81   	 -20.35		
105.59   	 14.34   	 48.85   	   0.00		 47.73   	 -20.35		
136.41   	 64.09   	 48.85   	   5.09		 47.65   	 -20.35		
170.29   	140.38   	 48.87   	  -5.09		 47.57   	 -20.35		
204.16   	248.11   	 48.85   	 -10.17		 47.49   	 -20.35		
240.17   	398.86   	 48.81   	 -15.26		 47.41   	 -20.35		
282.90   	621.03   	 48.75   	 -30.52		 47.32   	 -30.52		
334.78   	946.35   	 48.63   	 -35.61		 47.20   	 -35.61		
389.40   	1379.09   	 48.48   	 -50.86		 47.06   	 -35.61		
432.74   	1854.25   	 48.28   	 -66.12		 46.92   	 -30.52		
448.61   	2237.24   	 48.02   	 -76.30		 46.80   	 -30.52		
423.58   	2379.76(R)	 47.71   	 -86.47		 46.67   	 -15.26		
358.28   	2205.51   	 47.37   	 -86.47		 46.61   	 -15.26		
267.64   	1752.01   	 47.02   	 -81.38		 46.55   	 -10.17		
173.95   	1153.56   	 46.69   	 -61.04		 46.51   	  -5.09		
 99.18   	577.39   	 46.45   	 -45.78		 46.49   	 -10.17		
 54.02   	144.35   	 46.27   	 -20.35		 46.45   	 -10.17		
 33.26   	-103.45   	 46.18   	  -5.09		 46.41   	 -15.26		
 25.63   	-188.29   	 46.16   	  10.17		 46.35   	 -20.35		
 21.97   	-173.34   	 46.21   	  10.17		 46.27   	 -20.35		
 20.45   	-129.09   	 46.25   	  10.17		 46.18   	 -25.43		
 27.16   	-103.45   	 46.29   	   0.00		 46.08   	 -30.52		
 48.22   	-108.34   	 46.29   	  -5.09		 45.96   	 -35.61		
 77.21   	-129.39   	 46.27   	 -20.35		 45.82   	 -30.52		
 98.27   	-146.79   	 46.18   	 -25.43		 45.70   	 -35.61		
 96.74   	-150.76   	 46.08   	 -25.43		 45.55   	 -35.61		
 72.94   	-145.26   	 45.98   	 -15.26		 45.41   	 -40.69		
 43.95   	-136.72   	 45.92   	   0.00		 45.25   	 -35.61		
 28.99   	-126.34   	 45.92   	  30.52		 45.11   	 -40.69		
 35.10   	-112.30   	 46.04   	  71.21		 44.94   	 -45.78		
 52.80   	-97.96   	 46.33   	 132.25		 44.76   	 -40.69		
 67.14   	-90.33   	 46.86   	 188.20		 44.60   	 -45.78		
 69.27   	-96.13   	 47.61   	 249.24		 44.41   	 -45.78		
 63.17   	-112.30   	 48.61   	 310.27		 44.23   	 -45.78		
 57.98   	-126.95   	 49.85   	 361.14		 44.05   	 -45.78		
 59.20   	-130.92   	 51.29   	 406.92		 43.87   	 -45.78		
 61.65   	-123.29   	 52.92   	 432.35		 43.68   	 -45.78		
 55.85   	-110.78   	 54.65   	 442.52		 43.50   	 -40.69		
 39.06   	-102.23   	 56.42   	 447.61		 43.34   	 -35.61		
 19.23   	-101.62   	 58.21   	 432.35		 43.19   	 -35.61		
 14.04   	-105.59   	 59.94   	 417.09		 43.05   	 -15.26		
 40.28   	-108.95   	 61.61   	 386.57		 42.99   	  -5.09		
 91.86   	-109.25   	 63.15   	 356.05		 42.97   	  20.35		
142.21   	-109.86   	 64.58   	 325.53		 43.05   	  50.86		
162.96   	-113.83   	 65.88   	 289.93		 43.26   	 101.73		
143.43   	-120.85   	 67.04   	 259.41		 43.66   	 157.68		
 97.05   	-126.04   	 68.08   	 233.98		 44.29   	 228.89		
 48.52   	-123.60   	 69.01   	 213.63		 45.21   	 300.10		
 16.78   	-114.14   	 69.87   	 198.37		 46.41   	 386.57		
  7.02   	-105.29   	 70.66   	 193.29		 47.96   	 452.69		
 16.78   	-101.93   	 71.43   	 193.29		 49.77   	 518.82		
 43.64   	-103.76   	 72.21   	 203.46		 51.84   	 559.51		
 80.26   	-105.59   	 73.02   	 208.54		 54.08   	 595.11		
111.69   	-101.62   	 73.86   	 223.80		 56.46   	 600.20		
121.46   	-94.30   	 74.75   	 228.89		 58.86   	 600.20		
106.81   	-91.86   	 75.67   	 233.98		 61.26   	 584.94		
 81.79   	-100.71   	 76.60   	 239.06		 63.60   	 559.51		
 67.44   	-116.58   	 77.56   	 233.98		 65.84   	 523.90		
 72.02   	-130.92   	 78.49   	 233.98		 67.93   	 488.30		
 81.48   	-134.58   	 79.43   	 228.89		 69.89   	 452.69		
 75.07   	-123.60   	 80.35   	 223.80		 71.70   	 417.09		
 47.91   	-104.37   	 81.24   	 218.72		 73.37   	 376.40		
 17.40   	-89.11   	 82.12   	 208.54		 74.87   	 340.79		
  7.32   	-85.45   	 82.95   	 208.54		 76.24   	 305.19		
 24.11   	-94.60   	 83.78   	 193.29		 77.46   	 279.75		
 51.27   	-109.56   	 84.56   	 183.11		 78.58   	 244.15		
 68.05   	-118.71   	 85.29   	 172.94		 79.55   	 223.80		
 66.22   	-115.66   	 85.98   	 152.59		 80.45   	 208.54		
 53.10   	-104.37   	 86.59   	 137.33		 81.28   	 188.20		
 43.33   	-93.69   	 87.14   	 122.07		 82.03   	 172.94		
 38.76   	-89.72   	 87.63   	  96.64		 82.73   	 167.85		
 27.77   	-90.33   	 88.02   	  81.38		 83.40   	 152.59		
  1.83   	-89.42   	 88.34   	  61.04		 84.01   	 147.51		
-32.35   	-81.18   	 88.59   	  40.69		 84.60   	 132.25		
-57.98   	-67.14   	 88.75   	  20.35		 85.13   	 122.07		
-60.73   	-54.93   	 88.83   	   5.09		 85.62   	 106.82		
-40.89   	-52.19   	 88.85(S)	 -15.26		 86.04   	  91.56		
-13.12   	-60.42   	 88.79   	 -35.61		 86.41   	  81.38		
  5.19   	-74.16   	 88.65   	 -50.86		 86.73   	  61.04		
  8.24   	-83.92   	 88.44   	 -61.04		 86.98   	  50.86		
 -1.22   	-83.92   	 88.20   	 -71.21		 87.18   	  35.61		
-14.65   	-75.38   	 87.91   	 -86.47		 87.32   	  20.35		
-26.55   	-66.22   	 87.57   	 -86.47		 87.41   	  10.17		
-37.54   	-65.92   	 87.22   	 -86.47		 87.45(S)	 -10.17		
-50.66   	-78.13   	 86.88   	 -91.56		 87.41   	 -20.35		
-65.00   	-96.74   	 86.51   	 -86.47		 87.32   	 -30.52		
-76.90   	-114.44   	 86.16   	 -86.47		 87.20   	 -40.69		
-83.62   	-126.65   	 85.82   	 -86.47		 87.04   	 -50.86		
-81.48   	-131.53   	 85.47   	 -81.38		 86.84   	 -61.04		
-70.19   	-130.62   	 85.15   	 -76.30		 86.59   	 -66.12		
-54.32   	-126.95   	 84.84   	 -76.30		 86.33   	 -71.21		
-39.98   	-122.99   	 84.54   	 -76.30		 86.04   	 -81.38		
-32.35   	-122.99   	 84.23   	 -81.38		 85.72   	 -81.38		
-34.18   	-130.92   	 83.91   	 -76.30		 85.39   	 -86.47		
-39.98   	-143.43   	 83.60   	 -81.38		 85.05   	 -91.56		
-42.72   	-151.67   	 83.28   	 -86.47		 84.68   	 -91.56		
-37.84   	-149.84   	 82.93   	 -86.47		 84.31   	 -91.56		
-25.94   	-138.85   	 82.58   	 -91.56		 83.95   	 -91.56		
-10.99   	-127.56   	 82.22   	 -81.38		 83.58   	 -86.47		
  1.83   	-127.87   	 81.89   	 -86.47		 83.23   	 -91.56		
 10.38   	-144.65   	 81.55   	 -76.30		 82.87   	 -91.56		
 15.56   	-170.29   	 81.24   	 -71.21		 82.50   	 -86.47		
 21.36   	-189.51   	 80.96   	 -66.12		 82.16   	 -91.56		
 32.04   	-189.51   	 80.69   	 -66.12		 81.79   	 -86.47		
 49.74   	-168.46   	 80.43   	 -71.21		 81.44   	 -91.56		
 69.27   	-135.50   	 80.14   	 -71.21		 81.08   	 -91.56		
 81.48   	-107.42   	 79.86   	 -81.38		 80.71   	 -86.47		
 79.96   	-94.60   	 79.53   	 -86.47		 80.37   	 -91.56		
 70.19   	-95.83   	 79.19   	 -86.47		 80.00   	 -86.47		
 64.09   	-100.71   	 78.84   	 -91.56		 79.65   	 -86.47		
 70.50   	-99.79   	 78.47   	 -91.56		 79.31   	 -86.47		
 86.67   	-91.25   	 78.11   	 -86.47		 78.96   	 -76.30		
103.15   	-79.35   	 77.76   	 -81.38		 78.66   	 -81.38		
112.92   	-70.19   	 77.44   	 -76.30		 78.33   	 -76.30		
114.75   	-65.92   	 77.13   	 -66.12		 78.03   	 -71.21		
114.75   	-65.31   	 76.87   	 -61.04		 77.74   	 -71.21		
118.10   	-64.09   	 76.62   	 -55.95		 77.46   	 -71.21		
122.68   	-61.65   	 76.40   	 -50.86		 77.17   	 -71.21		
123.90   	-60.42   	 76.20   	 -45.78		 76.89   	 -66.12		
122.38   	-62.26   	 76.01   	 -50.86		 76.62   	 -71.21		
120.85   	-67.75   	 75.81   	 -45.78		 76.34   	 -66.12		
120.24   	-73.24   	 75.63   	 -50.86		 76.07   	 -71.21		
119.63   	-73.85   	 75.42   	 -55.95		 75.79   	 -66.12		
117.80   	-67.14   	 75.20   	 -55.95		 75.52   	 -66.12		
114.75   	-57.98   	 74.97   	 -55.95		 75.26   	 -66.12		
116.27   	-52.49   	 74.75   	 -61.04		 74.99   	 -61.04		
131.53   	-50.05   	 74.51   	 -55.95		 74.75   	 -66.12		
162.35   	-45.17   	 74.28   	 -45.78		 74.49   	 -55.95		
196.84   	-34.48   	 74.10   	 -45.78		 74.26   	 -55.95		
216.67   	-21.36   	 73.92   	 -30.52		 74.04   	 -55.95		
211.18   	-13.43   	 73.79   	 -20.35		 73.81   	 -50.86		
183.11   	-17.40   	 73.71   	 -15.26		 73.61   	 -45.78		
151.06   	-29.30   	 73.65   	   0.00		 73.43   	 -40.69		
135.80   	-38.45   	 73.65   	   0.00		 73.27   	 -40.69		
143.13   	-40.89   	 73.65   	   0.00		 73.10   	 -35.61		
159.91   	-39.98   	 73.65   	   0.00		 72.96   	 -40.69		
169.37   	-40.89   	 73.65   	 -10.17		 72.80   	 -35.61		
164.49   	-44.86   	 73.61   	 -10.17		 72.65   	 -35.61		
154.42   	-47.61   	 73.57   	 -25.43		 72.51   	 -30.52		
153.81   	-44.86   	 73.47   	 -25.43		 72.39   	 -35.61		
166.32   	-39.98   	 73.37   	 -35.61		 72.25   	 -35.61		
184.63   	-39.67   	 73.22   	 -40.69		 72.11   	 -30.52		
197.14   	-43.95   	 73.06   	 -35.61		 71.98   	 -35.61		
195.01   	-44.86   	 72.92   	 -35.61		 71.84   	 -35.61		
179.75   	-33.87   	 72.78   	 -30.52		 71.70   	 -30.52		
158.08   	-12.21   	 72.65   	 -25.43		 71.58   	 -30.52		
138.55   	  7.93   	 72.55   	 -20.35		 71.45   	 -35.61		
131.84   	 13.12   	 72.47   	 -10.17		 71.31   	 -30.52		
140.99   	  2.44   	 72.43   	 -10.17		 71.19   	 -25.43		
158.39   	-12.51   	 72.39   	  -5.09		 71.09   	 -30.52		
172.42   	-18.62   	 72.37   	  -5.09		 70.97   	 -30.52		
174.26   	-12.21   	 72.35   	  -5.09		 70.84   	 -30.52		
165.10   	 -2.14   	 72.33   	  -5.09		 70.72   	 -30.52		
156.25   	 -0.61   	 72.31   	  -5.09		 70.60   	 -25.43		
158.08   	-12.82   	 72.29   	  -5.09		 70.50   	 -30.52		
171.20   	-31.74   	 72.27   	  -5.09		 70.38   	 -30.52		
184.33   	-47.30   	 72.25   	  -5.09		 70.25   	 -25.43		
184.94   	-54.32   	 72.23   	 -10.17		 70.15   	 -25.43		
165.71   	-57.07   	 72.19   	 -15.26		 70.05   	 -25.43		
131.53   	-67.14   	 72.13   	 -25.43		 69.95   	 -20.35		
104.68   	-88.50   	 72.02   	 -25.43		 69.87   	 -20.35		
115.36   	-110.47   	 71.92   	 -35.61		 69.79   	 -20.35		
172.42   	-113.53   	 71.78   	 -45.78		 69.70   	 -15.26		
248.41   	-88.20   	 71.60   	 -45.78		 69.64   	 -10.17		
294.80   	-41.81   	 71.41   	 -50.86		 69.60   	  -5.09		
278.93   	  3.66   	 71.21   	 -40.69		 69.58   	   0.00		
208.44   	 26.55   	 71.05   	 -40.69		 69.58   	   0.00		
131.23   	 22.28   	 70.88   	 -25.43		 69.58   	   5.09		
 95.21   	  3.05   	 70.78   	 -15.26		 69.60   	  10.17		
115.66   	-14.95   	 70.72   	   0.00		 69.64   	  10.17		
169.07   	-22.89   	 70.72   	  20.35		 69.68   	  15.26		
214.84   	-23.19   	 70.80   	  30.52		 69.75   	  15.26		
228.58   	-21.97   	 70.93   	  45.78		 69.81   	  15.26		
205.08   	-23.80   	 71.11   	  61.04		 69.87   	  20.35		
158.39   	-27.16   	 71.35   	  61.04		 69.95   	  15.26		
113.53   	-29.30   	 71.60   	  61.04		 70.01   	  15.26		
 91.25   	-27.47   	 71.84   	  55.95		 70.07   	  10.17		
 99.49   	-18.92   	 72.06   	  35.61		 70.11   	  10.17		
128.48   	 -6.71   	 72.21   	  20.35		 70.15   	   0.00		
159.00   	  7.63   	 72.29   	  -5.09		 70.15   	  -5.09		
177.92   	 22.89   	 72.27   	 -25.43		 70.13   	 -10.17		
184.33   	 33.57   	 72.17   	 -30.52		 70.09   	 -15.26		
185.85   	 32.35   	 72.04   	 -35.61		 70.03   	 -20.35		
188.29   	 21.06   	 71.90   	 -35.61		 69.95   	 -20.35		
187.38   	  8.24   	 71.76   	 -20.35		 69.87   	 -20.35		
173.65   	  3.36   	 71.68   	  -5.09		 69.79   	 -20.35		
148.32   	 12.21   	 71.66   	  10.17		 69.70   	 -15.26		
122.68   	 28.08   	 71.70   	  20.35		 69.64   	 -15.26		
107.73   	 31.43   	 71.78   	  30.52		 69.58   	 -10.17		
109.86   	 10.07   	 71.90   	  30.52		 69.54   	 -10.17		
122.99   	-25.94   	 72.02   	  25.43		 69.50   	 -10.17		
133.36   	-51.57   	 72.13   	  15.26		 69.46   	  -5.09		
133.36   	-45.78   	 72.19   	   0.00		 69.44   	 -10.17		
132.75   	 -5.19   	 72.19   	 -15.26		 69.40   	 -10.17		
145.26   	 49.44   	 72.13   	 -35.61		 69.36   	 -10.17		
177.31   	 92.47   	 71.98   	 -50.86		 69.32   	 -15.26		
225.83   	114.14   	 71.78   	 -61.04		 69.26   	 -20.35		
271.00   	124.82   	 71.54   	 -76.30		 69.18   	 -25.43		
284.12   	141.60   	 71.23   	 -76.30		 69.07   	 -30.52		
251.77   	174.56   	 70.93   	 -81.38		 68.95   	 -30.52		
182.50   	216.67   	 70.60   	 -86.47		 68.83   	 -45.78		
100.10   	248.11   	 70.25   	 -81.38		 68.65   	 -50.86		
 34.18   	250.24   	 69.93   	 -86.47		 68.44   	 -61.04		
  5.19   	218.20   	 69.58   	 -86.47		 68.20   	 -61.04		
 10.07   	163.27   	 69.24   	 -91.56		 67.95   	 -66.12		
 34.48   	110.78   	 68.87   	 -91.56		 67.69   	 -55.95		
 66.53   	 83.01   	 68.50   	-101.73		 67.47   	 -50.86		
105.59   	 85.45   	 68.10   	-101.73		 67.26   	 -45.78		
149.23   	109.56   	 67.69   	-101.73		 67.08   	 -40.69		
183.41   	137.02   	 67.28   	-101.73		 66.92   	 -45.78		
187.99   	155.33   	 66.88   	-101.73		 66.73   	 -50.86		
158.69   	162.96   	 66.47   	 -91.56		 66.53   	 -55.95		
115.97   	164.49   	 66.10   	 -86.47		 66.31   	 -61.04		
 91.25   	163.27   	 65.76   	 -76.30		 66.06   	 -61.04		
 99.18   	159.91   	 65.45   	 -66.12		 65.82   	 -66.12		
124.21   	153.81   	 65.19   	 -55.95		 65.55   	 -66.12		
136.72   	144.96   	 64.96   	 -40.69		 65.29   	 -66.12		
120.24   	132.14   	 64.80   	 -30.52		 65.03   	 -71.21		
 82.70   	111.08   	 64.68   	 -20.35		 64.74   	 -71.21		
 46.08   	 79.96   	 64.60   	 -20.35		 64.46   	 -71.21		
 27.16   	 45.17   	 64.52   	 -20.35		 64.17   	 -76.30		
 27.47   	 20.14   	 64.44   	 -40.69		 63.87   	 -81.38		
 41.50   	 12.82   	 64.27   	 -55.95		 63.54   	 -81.38		
 60.73   	 18.31   	 64.05   	 -76.30		 63.21   	 -81.38		
 76.60   	 23.19   	 63.74   	 -96.64		 62.89   	 -81.38		
 78.74   	 12.82   	 63.36   	-116.99		 62.56   	 -86.47		
 61.34   	-13.73   	 62.89   	-127.16		 62.22   	 -76.30		
 29.30   	-39.67   	 62.38   	-132.25		 61.91   	 -81.38		
 -3.36   	-48.52   	 61.85   	-132.25		 61.59   	 -71.21		
-19.23   	-36.32   	 61.32   	-127.16		 61.30   	 -71.21		
 -8.54   	 -9.46   	 60.81   	-116.99		 61.02   	 -61.04		
 21.06   	 19.23   	 60.35   	 -96.64		 60.77   	 -55.95		
 49.44   	 38.45   	 59.96   	 -71.21		 60.55   	 -50.86		
 62.26   	 44.86   	 59.67   	 -45.78		 60.35   	 -45.78		
 56.15   	 41.50   	 59.49   	 -20.35		 60.16   	 -45.78		
 39.98   	 33.26   	 59.41   	  10.17		 59.98   	 -45.78		
 29.60   	 28.08   	 59.45   	  35.61		 59.80   	 -40.69		
 38.76   	 36.93   	 59.59   	  45.78		 59.63   	 -40.69		
 69.58   	 66.22   	 59.78   	  61.04		 59.47   	 -40.69		
118.10   	115.36   	 60.02   	  61.04		 59.31   	 -35.61		
174.87   	185.55   	 60.26   	  55.95		 59.17   	 -35.61		
232.24   	294.49   	 60.49   	  45.78		 59.02   	 -35.61		
286.25   	480.96   	 60.67   	  25.43		 58.88   	 -35.61		
339.36   	787.05   	 60.77   	  10.17		 58.74   	 -30.52		
392.76   	1217.65   	 60.81   	 -20.35		 58.62   	 -25.43		
441.59   	1698.91   	 60.73   	 -35.61		 58.51   	 -25.43		
472.41   	2088.93   	 60.59   	 -61.04		 58.41   	 -20.35		
468.44   	2242.13(R)	 60.35   	 -66.12		 58.33   	 -15.26		
420.23   	2086.79   	 60.08   	 -76.30		 58.27   	  -5.09		
333.25   	1663.51   	 59.78   	 -71.21		 58.25   	   0.00		
226.44   	1107.18   	 59.49   	 -61.04		 58.25   	   5.09		
125.12   	578.92   	 59.25   	 -40.69		 58.27   	  15.26		
 49.44   	186.16   	 59.08   	 -20.35		 58.33   	  10.17		
  7.32   	-44.56   	 59.00   	   5.09		 58.37   	  10.17		
 -3.36   	-144.04   	 59.02   	  35.61		 58.41   	  10.17		
  7.63   	-166.93   	 59.17   	  61.04		 58.45   	  10.17		
 27.16   	-158.39   	 59.41   	  81.38		 58.49   	  10.17		
 43.95   	-140.99   	 59.74   	  96.64		 58.53   	  15.26		
 50.35   	-121.46   	 60.12   	 101.73		 58.60   	  20.35		
 46.69   	-107.42   	 60.53   	 106.82		 58.68   	  25.43		
 38.15   	-105.59   	 60.96   	  96.64		 58.78   	  30.52		
 25.33   	-116.27   	 61.34   	  96.64		 58.90   	  30.52		
  7.02   	-129.39   	 61.73   	  96.64		 59.02   	  35.61		
-14.34   	-130.92   	 62.12   	 106.82		 59.17   	  25.43		
-27.77   	-112.92   	 62.54   	 127.16		 59.27   	  25.43		
-23.19   	-79.65   	 63.05   	 162.77		 59.37   	  25.43		
 -2.44   	-47.00   	 63.70   	 203.46		 59.47   	  20.35		
 12.21   	-32.65   	 64.52   	 254.32		 59.55   	  20.35		
 -5.49   	-45.78   	 65.53   	 300.10		 59.63   	  15.26		
-56.46   	-78.13   	 66.73   	 340.79		 59.69   	  20.35		
-112.30   	-108.95   	 68.10   	 371.31		 59.78   	  20.35		
-141.30   	-121.77   	 69.58   	 401.83		 59.86   	  20.35		
-131.23   	-112.61   	 71.19   	 422.18		 59.94   	  20.35		
-96.74   	-91.86   	 72.88   	 442.52		 60.02   	  20.35		
-67.44   	-76.29   	 74.65   	 447.61		 60.10   	  20.35		
-59.20   	-73.55   	 76.44   	 457.78		 60.18   	  20.35		
-64.09   	-74.16   	 78.27   	 452.69		 60.26   	  20.35		
-68.97   	-67.75   	 80.08   	 442.52		 60.35   	  20.35		
-68.36   	-56.15   	 81.85   	 406.92		 60.43   	  30.52		
-64.39   	-47.61   	 83.48   	 361.14		 60.55   	  50.86		
-62.87   	-49.13   	 84.92   	 305.19		 60.75   	  71.21		
-67.14   	-57.68   	 86.14   	 228.89		 61.04   	 111.90		
-72.33   	-60.12   	 87.06   	 152.59		 61.49   	 162.77		
-72.63   	-50.35   	 87.67   	  76.30		 62.14   	 223.80		
-66.83   	-34.48   	 87.98(S)	   0.00		 63.03   	 295.01		
-56.15   	-24.72   	 87.98   	 -66.12		 64.21   	 356.05		
-45.78   	-24.72   	 87.71   	-116.99		 65.64   	 422.18		
-39.37   	-29.30   	 87.24   	-152.59		 67.32   	 462.87		
-39.37   	-30.82   	 86.63   	-183.11		 69.18   	 483.21		
-45.17   	-25.02   	 85.90   	-198.37		 71.11   	 493.39		
-54.02   	-16.78   	 85.11   	-208.54		 73.08   	 483.21		
-65.92   	-13.43   	 84.27   	-203.46		 75.01   	 457.78		
-81.48   	-20.45   	 83.46   	-203.46		 76.85   	 417.09		
-99.79   	-37.84   	 82.64   	-188.20		 78.51   	 371.31		
-115.36   	-57.98   	 81.89   	-167.85		 80.00   	 320.45		
-118.10   	-67.75   	 81.22   	-147.51		 81.28   	 269.58		
-100.10   	-57.98   	 80.63   	-127.16		 82.36   	 213.63		
-64.09   	-26.25   	 80.12   	-106.82		 83.21   	 152.59		
-23.50   	 15.87   	 79.69   	 -86.47		 83.82   	 106.82		
  0.61   	 47.61   	 79.35   	 -66.12		 84.25   	  45.78		
 -3.97   	 52.80   	 79.08   	 -61.04		 84.44   	   5.09		
-32.96   	 32.96   	 78.84   	 -50.86		 84.46(S)	 -35.61		
-68.66   	  2.75   	 78.64   	 -55.95		 84.31   	 -71.21		
-94.60   	-19.84   	 78.41   	 -50.86		 84.03   	-106.82		
-102.84   	-22.28   	 78.21   	 -61.04		 83.60   	-122.07		
-96.44   	 -4.27   	 77.97   	 -71.21		 83.11   	-142.42		
-85.14   	 23.50   	 77.68   	 -76.30		 82.54   	-152.59		
-74.46   	 50.66   	 77.38   	 -86.47		 81.93   	-157.68		
-68.05   	 68.36   	 77.03   	 -96.64		 81.30   	-162.77		
-67.14   	 73.24   	 76.64   	-101.73		 80.65   	-162.77		
-73.24   	 67.44   	 76.24   	-116.99		 80.00   	-157.68		
-86.06   	 56.15   	 75.77   	-116.99		 79.37   	-152.59		
-101.32   	 48.22   	 75.30   	-122.07		 78.76   	-147.51		
-111.08   	 52.19   	 74.81   	-122.07		 78.17   	-142.42		
-113.53   	 66.83   	 74.32   	-116.99		 77.60   	-132.25		
-114.14   	 82.09   	 73.86   	-111.90		 77.07   	-127.16		
-119.32   	 85.75   	 73.41   	-101.73		 76.56   	-122.07		
-134.28   	 74.77   	 73.00   	 -96.64		 76.07   	-111.90		
-151.06   	 59.81   	 72.61   	 -86.47		 75.63   	-106.82		
-156.56   	 57.37   	 72.27   	 -76.30		 75.20   	-101.73		
-144.04   	 74.16   	 71.96   	 -71.21		 74.79   	-101.73		
-119.63   	100.10   	 71.68   	 -76.30		 74.38   	 -96.64		
-95.52   	118.71   	 71.37   	 -71.21		 74.00   	-101.73		
-83.31   	120.54   	 71.09   	 -81.38		 73.59   	 -96.64		
-84.23   	108.95   	 70.76   	 -91.56		 73.20   	-101.73		
-94.60   	 94.91   	 70.40   	-106.82		 72.80   	 -96.64		
-112.00   	 83.92   	 69.97   	-111.90		 72.41   	-101.73		
-139.77   	 72.33   	 69.52   	-122.07		 72.00   	-101.73		
-172.73   	 56.76   	 69.03   	-127.16		 71.60   	-101.73		
-194.70   	 40.59   	 68.52   	-137.33		 71.19   	 -96.64		
-187.07   	 33.87   	 67.98   	-132.25		 70.80   	-101.73		
-147.40   	 44.56   	 67.45   	-132.25		 70.40   	-101.73		
-96.44   	 70.50   	 66.92   	-127.16		 69.99   	-101.73		
-62.87   	100.71   	 66.41   	-122.07		 69.58   	-101.73		
-61.34   	120.54   	 65.92   	-111.90		 69.18   	-101.73		
-79.04   	123.29   	 65.47   	-106.82		 68.77   	-106.82		
-90.03   	112.61   	 65.05   	 -96.64		 68.34   	-101.73		
-80.87   	 97.96   	 64.66   	 -96.64		 67.93   	-101.73		
-60.73   	 87.59   	 64.27   	 -86.47		 67.53   	-106.82		
-46.08   	 83.92   	 63.93   	 -81.38		 67.10   	-101.73		
-43.64   	 84.53   	 63.60   	 -81.38		 66.69   	-106.82		
-47.91   	 83.62   	 63.28   	 -76.30		 66.27   	-101.73		
-50.35   	 78.13   	 62.97   	 -71.21		 65.86   	-106.82		
-45.47   	 73.85   	 62.69   	 -76.30		 65.43   	-101.73		
-37.84   	 81.79   	 62.38   	 -76.30		 65.03   	-106.82		
-30.82   	106.20   	 62.08   	 -76.30		 64.60   	-106.82		
-24.11   	141.30   	 61.77   	 -86.47		 64.17   	-106.82		
-19.53   	170.59   	 61.42   	 -91.56		 63.74   	-106.82		
-19.84   	175.48   	 61.06   	-101.73		 63.32   	-111.90		
-25.33   	152.28   	 60.65   	-106.82		 62.87   	-111.90		
-36.32   	115.36   	 60.22   	-116.99		 62.42   	-111.90		
-48.83   	 87.28   	 59.76   	-122.07		 61.97   	-111.90		
-52.49   	 86.36   	 59.27   	-132.25		 61.53   	-111.90		
-42.42   	110.17   	 58.74   	-127.16		 61.08   	-111.90		
-27.77   	139.16   	 58.23   	-127.16		 60.63   	-106.82		
-20.75   	152.59   	 57.72   	-122.07		 60.20   	-106.82		
-25.33   	144.04   	 57.23   	-111.90		 59.78   	-106.82		
-38.76   	126.04   	 56.79   	-106.82		 59.35   	-106.82		
-49.44   	119.02   	 56.36   	 -96.64		 58.92   	-106.82		
-46.69   	132.75   	 55.97   	 -86.47		 58.49   	-101.73		
-33.87   	159.61   	 55.63   	 -76.30		 58.09   	-106.82		
-23.50   	180.97   	 55.32   	 -71.21		 57.66   	-106.82		
-19.23   	182.80   	 55.04   	 -66.12		 57.23   	-111.90		
-16.78   	165.41   	 54.77   	 -61.04		 56.79   	-106.82		
-18.62   	137.63   	 54.53   	 -61.04		 56.36   	-111.90		
-29.91   	107.73   	 54.28   	 -66.12		 55.91   	-116.99		
-50.05   	 82.70   	 54.02   	 -66.12		 55.44   	-106.82		
-70.50   	 67.44   	 53.75   	 -66.12		 55.02   	-111.90		
-78.43   	 66.83   	 53.49   	 -76.30		 54.57   	-106.82		
-65.92   	 80.26   	 53.18   	 -76.30		 54.14   	-106.82		
-39.37   	100.71   	 52.88   	 -86.47		 53.71   	-101.73		
-14.34   	118.10   	 52.53   	 -86.47		 53.31   	 -96.64		
 -5.80   	124.82   	 52.19   	 -91.56		 52.92   	 -96.64		
-18.92   	118.10   	 51.82   	 -86.47		 52.53   	 -91.56		
-50.66   	102.54   	 51.47   	 -91.56		 52.17   	 -86.47		
-89.42   	 85.75   	 51.11   	 -86.47		 51.82   	 -81.38		
-116.58   	 73.24   	 50.76   	 -81.38		 51.50   	 -76.30		
-118.71   	 68.97   	 50.44   	 -71.21		 51.19   	 -71.21		
-96.13   	 72.33   	 50.15   	 -66.12		 50.91   	 -71.21		
-67.75   	 77.21   	 49.89   	 -55.95		 50.62   	 -66.12		
-57.37   	 75.99   	 49.66   	 -40.69		 50.36   	 -61.04		
-70.19   	 67.44   	 49.50   	 -35.61		 50.11   	 -61.04		
-85.75   	 59.81   	 49.36   	 -25.43		 49.87   	 -55.95		
-78.74   	 60.12   	 49.26   	 -20.35		 49.64   	 -50.86		
-46.69   	 67.44   	 49.18   	 -15.26		 49.44   	 -50.86		
-14.95   	 73.55   	 49.11   	 -15.26		 49.24   	 -50.86		
-14.65   	 71.72   	 49.05   	 -10.17		 49.03   	 -45.78		
-56.15   	 62.26   	 49.01   	 -15.26		 48.85   	 -45.78		
-114.75   	 53.71   	 48.95   	 -15.26		 48.67   	 -40.69		
-147.09   	 55.24   	 48.89   	 -20.35		 48.50   	 -40.69		
-129.70   	 68.66   	 48.81   	 -20.35		 48.34   	 -40.69		
