  I     	  II     	  AOp     	  AOp'		
-38.15   	-82.70   	 66.88   	  20.35		
-36.62   	-81.18   	 66.96   	  25.43		
-34.48   	-78.13   	 67.06   	  45.78		
-31.13   	-74.16   	 67.24   	  61.04		
-27.47   	-69.89   	 67.49   	  81.38		
-24.11   	-66.53   	 67.81   	 106.82		
-21.06   	-64.09   	 68.24   	 132.25		
-17.70   	-61.65   	 68.77   	 157.68		
-12.51   	-58.59   	 69.40   	 193.29		
 -6.41   	-54.02   	 70.17   	 223.80		
  0.31   	-48.52   	 71.07   	 254.32		
  6.41   	-42.42   	 72.09   	 279.75		
 12.21   	-37.23   	 73.20   	 300.10		
 18.01   	-32.96   	 74.40   	 320.45		
 25.33   	-27.77   	 75.69   	 330.62		
 34.18   	-21.06   	 77.01   	 330.62		
 44.25   	-11.90   	 78.33   	 330.62		
 54.63   	 -1.83   	 79.65   	 315.36		
 65.31   	  8.85   	 80.92   	 300.10		
 76.90   	 19.23   	 82.12   	 284.84		
 89.72   	 29.30   	 83.26   	 264.50		
103.76   	 40.59   	 84.31   	 239.06		
118.41   	 53.10   	 85.27   	 223.80		
132.75   	 67.44   	 86.16   	 208.54		
145.87   	 83.01   	 87.00   	 193.29		
158.39   	 98.88   	 87.77   	 183.11		
170.59   	114.44   	 88.50   	 183.11		
182.19   	128.78   	 89.24   	 178.03		
193.48   	142.52   	 89.95   	 178.03		
203.25   	156.25   	 90.66   	 183.11		
210.27   	169.68   	 91.39   	 188.20		
213.01   	180.66   	 92.15   	 193.29		
210.27   	186.77   	 92.92   	 198.37		
201.42   	186.16   	 93.71   	 203.46		
185.85   	178.22   	 94.53   	 203.46		
165.71   	163.57   	 95.34   	 203.46		
143.13   	144.35   	 96.15   	 193.29		
119.32   	122.99   	 96.93   	 188.20		
 95.52   	101.32   	 97.68   	 178.03		
 72.94   	 80.87   	 98.39   	 162.77		
 52.19   	 61.95   	 99.04   	 147.51		
 33.87   	 44.25   	 99.63   	 137.33		
 18.92   	 27.47   	100.18   	 122.07		
  6.71   	 10.68   	100.67   	 111.90		
 -2.44   	 -4.88   	101.12   	  96.64		
 -9.77   	-18.31   	101.51   	  86.47		
-16.48   	-28.69   	101.85   	  76.30		
-21.97   	-35.40   	102.16   	  66.12		
-27.16   	-39.67   	102.42   	  61.04		
-30.82   	-43.03   	102.66   	  50.86		
-33.87   	-47.30   	102.87   	  45.78		
-36.32   	-52.19   	103.05   	  35.61		
-37.84   	-56.46   	103.19   	  30.52		
-38.45   	-58.59   	103.32   	  25.43		
-37.84   	-58.90   	103.42   	  20.35		
-36.93   	-58.90   	103.50   	  10.17		
-36.62   	-60.12   	103.54   	  10.17		
-37.84   	-62.26   	103.58(S)	   0.00		
-40.28   	-62.56   	103.58   	   0.00		
-42.42   	-57.98   	103.58   	  -5.09		
-41.20   	-46.69   	103.56   	 -10.17		
-36.01   	-29.30   	103.52   	 -10.17		
-26.55   	 -6.41   	103.48   	 -20.35		
-11.90   	 21.97   	103.40   	 -20.35		
 10.07   	 57.07   	103.32   	 -25.43		
 41.20   	101.32   	103.21   	 -35.61		
 84.23   	158.69   	103.07   	 -40.69		
140.38   	233.76   	102.91   	 -50.86		
208.44   	328.06   	102.71   	 -61.04		
288.09   	439.15   	102.46   	 -66.12		
381.16   	559.69   	102.20   	 -86.47		
489.50   	683.59   	101.85   	 -96.64		
611.88   	810.55   	101.46   	-106.82		
744.02   	947.27   	101.04   	-127.16		
877.38   	1103.52   	100.53   	-142.42		
1000.67   	1285.10   	 99.96   	-152.59		
1100.77   	1493.84   	 99.35   	-162.77		
1166.99   	1731.26   	 98.70   	-167.85		
1196.59   	1992.49   	 98.03   	-178.03		
1198.12   	2257.39   	 97.31   	-172.94		
1187.13   	2482.30   	 96.62   	-178.03		
1174.01   	2604.07(R)	 95.91   	-162.77		
1149.60   	2564.39   	 95.26   	-162.77		
1087.34   	2338.87   	 94.61   	-147.51		
961.00   	1946.11   	 94.02   	-137.33		
766.30   	1442.57   	 93.47   	-122.07		
531.92   	909.42   	 92.98   	-111.90		
304.57   	433.65   	 92.53   	-106.82		
126.04   	 83.01   	 92.11   	 -91.56		
 10.38   	-116.88   	 91.74   	 -81.38		
-56.46   	-194.09   	 91.41   	 -71.21		
