  I     	  II     	  LVp     	  LVp'		  AO     	  AO'		
-40.89   	-150.45   	110.88   	1052.90		 73.37   	 142.42		
-33.57   	-147.09   	115.10   	 951.17		 73.94   	 228.89		
-28.69   	-144.96   	118.90   	 849.44		 74.85   	 396.74		
-27.47   	-144.65   	122.30   	 747.71		 76.44   	 691.76		
-30.21   	-145.87   	125.29   	 651.07		 79.21   	1083.41		
-34.48   	-146.79   	127.89   	 569.68		 83.54   	1419.12		
-37.54   	-146.79   	130.17   	 498.47		 89.22   	1531.02		
-36.62   	-145.26   	132.17   	 442.52		 95.34   	1342.82		
-31.43   	-142.21   	133.94   	 386.57		100.71   	 986.77		
-24.11   	-138.55   	135.48   	 345.88		104.66   	 707.02		
-17.40   	-134.58   	136.87   	 310.27		107.49   	 615.46		
-14.34   	-131.84   	138.11   	 279.75		109.95   	 691.76		
-15.56   	-130.92   	139.23   	 254.32		112.72   	 788.40		
-19.53   	-131.23   	140.24   	 228.89		115.87   	 803.66		
-21.06   	-131.23   	141.16   	 203.46		119.08   	 742.62		
-17.70   	-129.39   	141.97   	 167.85		122.05   	 676.50		
-10.38   	-126.04   	142.64   	 142.42		124.76   	 656.15		
 -3.05   	-122.68   	143.21   	 111.90		127.39   	 696.84		
  0.00   	-120.24   	143.66   	  81.38		130.17   	 737.54		
 -2.44   	-118.71   	143.99   	  61.04		133.12   	 747.71		
 -7.32   	-116.58   	144.23   	  50.86		136.11   	 691.76		
 -9.77   	-112.92   	144.43   	  55.95		138.88   	 635.81		
 -7.02   	-107.12   	144.66   	  71.21		141.42   	 595.11		
 -1.22   	-101.01   	144.94   	  91.56		143.80   	 574.77		
  3.66   	-95.83   	145.31   	 122.07		146.10   	 508.65		
  5.80   	-91.86   	145.80   	 147.51		148.14   	 422.18		
  5.49   	-88.50   	146.39   	 172.94		149.83   	 340.79		
  5.19   	-83.92   	147.08   	 188.20		151.19   	 279.75		
  5.80   	-76.29   	147.83   	 193.29		152.31   	 223.80		
  6.41   	-66.83   	148.61   	 188.20		153.20   	 203.46		
  4.58   	-57.37   	149.36   	 167.85		154.02   	 183.11		
  0.31   	-48.83   	150.03   	 142.42		154.75   	 152.59		
 -5.19   	-41.50   	150.60   	 111.90		155.36   	 142.42		
 -8.85   	-33.57   	151.05   	  81.38		155.93   	 132.25		
 -9.77   	-24.41   	151.37   	  40.69		156.46   	 127.16		
 -7.32   	-14.65   	151.54   	   5.09		156.97   	 116.99		
 -2.75   	 -5.80   	151.56(S)	 -20.35		157.44   	  96.64		
  2.14   	  0.31   	151.47   	 -50.86		157.82   	  50.86		
  6.71   	  4.88   	151.27   	 -71.21		158.03   	  10.17		
 10.07   	  7.93   	150.99   	 -91.56		158.07   	 -10.17		
 10.99   	  9.77   	150.62   	-106.82		158.03   	 -10.17		
  9.46   	  9.46   	150.19   	-122.07		157.99   	 -10.17		
  5.19   	  6.10   	149.70   	-132.25		157.94   	 -45.78		
 -0.61   	 -0.31   	149.18   	-137.33		157.76   	 -76.30		
 -6.71   	 -8.85   	148.63   	-152.59		157.46   	-101.73		
-11.29   	-17.40   	148.02   	-152.59		157.05   	-116.99		
-13.73   	-24.72   	147.41   	-157.68		156.58   	-111.90		
-14.65   	-31.43   	146.77   	-162.77		156.13   	-116.99		
-15.26   	-38.45   	146.12   	-167.85		155.67   	-122.07		
-18.01   	-46.69   	145.45   	-178.03		155.18   	-157.68		
-23.19   	-54.32   	144.74   	-188.20		154.55   	-193.29		
-29.91   	-59.81   	143.99   	-208.54		153.77   	-203.46		
-35.71   	-61.95   	143.15   	-223.80		152.96   	-208.54		
-39.06   	-61.34   	142.26   	-249.24		152.13   	-233.98		
-39.06   	-59.51   	141.26   	-274.67		151.19   	-239.06		
-36.62   	-58.29   	140.16   	-315.36		150.23   	-264.50		
-34.79   	-58.29   	138.90   	-350.97		149.18   	-295.01		
-34.48   	-59.20   	137.50   	-396.74		148.00   	-320.45		
-35.40   	-61.04   	135.91   	-442.52		146.71   	-335.71		
-36.62   	-63.78   	134.14   	-488.30		145.37   	-356.05		
-37.23   	-66.22   	132.19   	-539.16		143.95   	-381.48		
-36.93   	-66.22   	130.03   	-595.11		142.42   	-401.83		
-36.01   	-62.87   	127.65   	-656.15		140.81   	-422.18		
-34.79   	-57.07   	125.02   	-722.28		139.12   	-447.61		
-32.65   	-50.96   	122.14   	-788.40		137.33   	-488.30		
-30.52   	-47.61   	118.98   	-864.70		135.38   	-518.82		
-30.21   	-48.52   	115.52   	-935.91		133.31   	-528.99		
-32.65   	-51.57   	111.78   	-1007.12		131.19   	-539.16		
-36.93   	-53.71   	107.75   	-1073.24		129.03   	-544.25		
-40.59   	-52.49   	103.46   	-1129.19		126.86   	-549.34		
-40.89   	-49.13   	 98.94   	-1159.71		124.66   	-549.34		
-37.54   	-45.47   	 94.30   	-1190.23		122.46   	-523.90		
-33.57   	-43.95   	 89.54   	-1195.32		120.37   	-493.39		
-31.13   	-45.47   	 84.76   	-1185.14		118.39   	-447.61		
-31.74   	-47.61   	 80.02   	-1159.71		116.60   	-361.14		
-33.57   	-48.83   	 75.38   	-1134.28		115.16   	-274.67		
-34.18   	-48.83   	 70.84   	-1093.59		114.06   	-223.80		
-33.26   	-48.22   	 66.47   	-1047.81		113.16   	-228.89		
-31.13   	-47.91   	 62.28   	-1002.03		112.25   	-249.24		
-29.30   	-48.52   	 58.27   	-956.25		111.25   	-269.58		
-27.77   	-48.52   	 54.45   	-905.39		110.17   	-249.24		
-26.86   	-48.22   	 50.82   	-859.61		109.18   	-233.98		
-26.55   	-48.52   	 47.39   	-808.75		108.24   	-213.63		
-28.38   	-50.05   	 44.15   	-762.97		107.39   	-183.11		
-31.74   	-52.49   	 41.10   	-712.10		106.65   	-152.59		
-34.48   	-54.63   	 38.25   	-661.24		106.04   	-157.68		
-34.48   	-56.15   	 35.61   	-615.46		105.41   	-162.77		
-30.52   	-57.07   	 33.14   	-569.68		104.76   	-172.94		
-25.94   	-58.90   	 30.86   	-518.82		104.07   	-167.85		
-24.41   	-61.65   	 28.79   	-478.13		103.40   	-147.51		
-26.86   	-65.00   	 26.88   	-427.26		102.81   	-122.07		
-31.43   	-66.83   	 25.17   	-386.57		102.32   	-116.99		
-34.18   	-67.14   	 23.62   	-345.88		101.85   	-137.33		
-32.65   	-66.83   	 22.24   	-305.19		101.30   	-132.25		
-29.91   	-67.44   	 21.02   	-269.58		100.77   	-116.99		
-28.69   	-69.27   	 19.94   	-233.98		100.30   	 -96.64		
-31.43   	-71.41   	 19.00   	-203.46		 99.92   	 -86.47		
-36.01   	-72.94   	 18.19   	-172.94		 99.57   	 -86.47		
-39.06   	-73.24   	 17.50   	-162.77		 99.23   	 -86.47		
-38.45   	-73.24   	 16.85   	-142.42		 98.88   	 -96.64		
-34.79   	-73.24   	 16.28   	-132.25		 98.49   	 -81.38		
-30.52   	-73.55   	 15.75   	-122.07		 98.17   	 -76.30		
-28.08   	-74.16   	 15.26   	-122.07		 97.86   	 -71.21		
-27.77   	-74.77   	 14.77   	-116.99		 97.58   	 -66.12		
-28.99   	-75.38   	 14.30   	-116.99		 97.31   	 -66.12		
-30.82   	-75.99   	 13.84   	-116.99		 97.05   	 -71.21		
-32.65   	-76.60   	 13.37   	-111.90		 96.76   	 -66.12		
-33.26   	-77.21   	 12.92   	-111.90		 96.50   	 -55.95		
-32.35   	-78.43   	 12.47   	-106.82		 96.28   	 -61.04		
-30.52   	-80.57   	 12.04   	-106.82		 96.03   	 -66.12		
-30.52   	-82.70   	 11.62   	 -96.64		 95.77   	 -66.12		
-33.26   	-83.62   	 11.23   	 -91.56		 95.50   	 -66.12		
-38.15   	-83.01   	 10.86   	 -81.38		 95.24   	 -55.95		
-42.42   	-81.48   	 10.54   	 -71.21		 95.01   	 -50.86		
-42.72   	-79.65   	 10.25   	 -61.04		 94.81   	 -55.95		
-38.45   	-78.74   	 10.01   	 -50.86		 94.59   	 -55.95		
-32.65   	-78.43   	  9.81   	 -35.61		 94.36   	 -61.04		
-27.77   	-78.13   	  9.66   	 -15.26		 94.12   	 -66.12		
-25.94   	-77.21   	  9.60   	  -5.09		 93.86   	 -71.21		
-26.86   	-75.99   	  9.58(D)	   5.09		 93.57   	 -66.12		
-29.30   	-75.68   	  9.60   	  25.43		 93.31   	 -61.04		
-32.96   	-75.99   	  9.70   	  30.52		 93.06   	 -71.21		
-36.62   	-76.29   	  9.83   	  45.78		 92.78   	 -66.12		
-38.45   	-75.07   	 10.01   	  50.86		 92.51   	 -55.95		
-36.93   	-68.66   	 10.21   	  50.86		 92.29   	 -55.95		
-31.43   	-55.85   	 10.42   	  55.95		 92.06   	 -61.04		
-23.50   	-36.93   	 10.64   	  50.86		 91.82   	 -66.12		
-16.17   	-16.48   	 10.84   	  50.86		 91.56   	 -76.30		
-12.21   	  0.61   	 11.05   	  45.78		 91.25   	 -76.30		
-11.90   	  9.46   	 11.23   	  40.69		 90.95   	 -55.95		
-13.73   	 10.99   	 11.39   	  30.52		 90.72   	 -40.69		
-15.26   	  9.16   	 11.52   	  25.43		 90.56   	 -50.86		
-13.12   	  9.16   	 11.62   	  20.35		 90.36   	 -61.04		
 -6.10   	 14.95   	 11.70   	  20.35		 90.11   	 -71.21		
  4.58   	 26.55   	 11.78   	  10.17		 89.83   	 -76.30		
 15.87   	 42.42   	 11.82   	  10.17		 89.52   	 -66.12		
 24.11   	 59.20   	 11.86   	   5.09		 89.26   	 -55.95		
 28.38   	 71.41   	 11.88   	   5.09		 89.03   	 -61.04		
 29.91   	 73.24   	 11.90   	   5.09		 88.79   	 -61.04		
 32.65   	 61.65   	 11.92   	   5.09		 88.54   	 -61.04		
 38.15   	 39.37   	 11.94   	   0.00		 88.30   	 -71.21		
 45.78   	 13.43   	 11.94   	   5.09		 88.02   	 -71.21		
 51.27   	 -7.02   	 11.96   	   0.00		 87.73   	 -66.12		
 51.88   	-18.62   	 11.96   	   5.09		 87.47   	 -61.04		
 46.69   	-23.19   	 11.98   	   5.09		 87.22   	 -61.04		
 36.62   	-26.25   	 12.00   	   5.09		 86.98   	 -55.95		
 21.97   	-32.35   	 12.02   	   0.00		 86.75   	 -66.12		
  3.36   	-43.03   	 12.02   	   5.09		 86.49   	 -66.12		
-16.78   	-57.07   	 12.04   	   5.09		 86.23   	 -66.12		
-34.79   	-72.63   	 12.07   	   5.09		 85.96   	 -66.12		
-45.78   	-87.28   	 12.09   	   5.09		 85.70   	 -61.04		
-47.91   	-99.18   	 12.11   	  10.17		 85.45   	 -66.12		
-44.25   	-106.20   	 12.15   	  10.17		 85.19   	 -66.12		
-39.37   	-108.34   	 12.19   	  10.17		 84.92   	 -66.12		
-36.01   	-107.42   	 12.23   	  15.26		 84.66   	 -71.21		
-34.79   	-105.29   	 12.29   	  20.35		 84.37   	 -71.21		
-35.10   	-104.06   	 12.37   	  25.43		 84.09   	 -66.12		
-36.32   	-104.98   	 12.47   	  30.52		 83.82   	 -55.95		
-39.06   	-107.12   	 12.59   	  30.52		 83.60   	 -55.95		
-41.81   	-109.56   	 12.72   	  35.61		 83.38   	 -55.95		
-43.95   	-110.78   	 12.86   	  40.69		 83.15   	 -55.95		
-44.25   	-110.78   	 13.02   	  35.61		 82.93   	 -45.78		
-43.33   	-110.17   	 13.16   	  30.52		 82.75   	 -45.78		
-43.03   	-110.78   	 13.29   	  30.52		 82.56   	 -45.78		
-44.56   	-115.66   	 13.41   	  30.52		 82.38   	 -55.95		
-49.13   	-128.48   	 13.53   	  25.43		 82.16   	 -55.95		
-60.42   	-153.20   	 13.63   	  25.43		 81.93   	 -61.04		
-81.18   	-191.04   	 13.73   	  30.52		 81.69   	 -55.95		
-109.86   	-237.12   	 13.86   	  40.69		 81.46   	 -61.04		
-137.63   	-277.10   	 14.02   	  40.69		 81.22   	 -55.95		
-146.18   	-289.92   	 14.18   	  55.95		 81.00   	 -61.04		
-112.30   	-256.04   	 14.40   	  61.04		 80.75   	 -50.86		
-20.45   	-166.02   	 14.65   	  66.12		 80.55   	 -50.86		
130.92   	-21.36   	 14.91   	  71.21		 80.35   	 -61.04		
324.10   	167.24   	 15.20   	  76.30		 80.10   	 -61.04		
523.07   	391.24   	 15.50   	  76.30		 79.86   	 -61.04		
681.76   	649.11   	 15.81   	  81.38		 79.61   	 -61.04		
758.36   	927.73   	 16.13   	 152.59		 79.37   	-116.99		
609.13   	1309.20(R)	 16.74(E)	  76.30		 78.90   	 -55.95		
430.60   	1270.14   	 17.05   	  81.38		 78.68   	 -55.95		
246.28   	1052.86   	 17.38   	  81.38		 78.45   	 -55.95		
 94.91   	732.12   	 17.70   	  86.47		 78.23   	 -50.86		
-10.68   	422.97   	 18.05   	  96.64		 78.03   	 -50.86		
-80.26   	204.77   	 18.43   	 116.99		 77.82   	 -45.78		
-131.53   	 87.59   	 18.90   	 132.25		 77.64   	 -40.69		
-172.42   	 36.93   	 19.43   	 167.85		 77.48   	 -35.61		
-197.14   	 15.56   	 20.10   	 218.72		 77.33   	 -35.61		
-198.06   	  3.36   	 20.98   	 274.67		 77.19   	 -30.52		
-174.87   	 -5.19   	 22.08   	 350.97		 77.07   	 -35.61		
-137.63   	-16.17   	 23.48   	 442.52		 76.93   	 -35.61		
-101.62   	-39.37   	 25.25   	 534.08		 76.79   	 -30.52		
-78.13   	-77.21   	 27.39   	 635.81		 76.66   	 -30.52		
-68.66   	-118.71   	 29.93   	 737.54		 76.54   	 -30.52		
-68.05   	-148.01   	 32.88   	 834.18		 76.42   	 -35.61		
-68.97   	-159.30   	 36.22   	 935.91		 76.28   	 -45.78		
-67.75   	-159.00   	 39.96   	1027.46		 76.09   	 -45.78		
-64.09   	-155.94   	 44.07   	1113.93		 75.91   	 -55.95		
-60.42   	-156.86   	 48.52   	1200.40		 75.69   	 -50.86		
-58.29   	-161.74   	 53.33   	1276.70		 75.48   	 -50.86		
-57.37   	-166.93   	 58.43   	1337.74		 75.28   	 -45.78		
-57.07   	-169.98   	 63.78   	1393.69		 75.10   	 -40.69		
-57.07   	-169.37   	 69.36   	1424.21		 74.93   	 -50.86		
-58.29   	-166.32   	 75.06   	1449.64		 74.73   	 -45.78		
-60.12   	-163.57   	 80.85   	1449.64		 74.55   	 -30.52		
-60.73   	-162.66   	 86.65   	1429.29		 74.42   	 -15.26		
-58.29   	-162.96   	 92.37   	1393.69		 74.36   	  10.17		
-52.19   	-162.96   	 97.94   	1337.74		 74.40   	  40.69		
-45.47   	-161.13   	103.30   	1261.44		 74.57   	  66.12		
-40.28   	-158.39   	108.34   	1164.80		 74.83   	  91.56		
-38.15   	-155.03   	113.00   	1068.15		 75.20   	 147.51		
-36.93   	-153.20   	117.27   	 956.25		 75.79   	 269.58		
-35.71   	-153.20   	121.10   	 844.35		 76.87   	 473.04		
-34.79   	-154.72   	124.48   	 747.71		 78.76   	 803.66		
-35.10   	-155.94   	127.47   	 651.07		 81.97   	1205.49		
-37.23   	-155.03   	130.07   	 564.60		 86.80   	1505.59		
-39.98   	-151.98   	132.33   	 498.47		 92.82   	1525.93		
-40.59   	-148.01   	134.32   	 437.43		 98.92   	1261.44		
-37.54   	-144.65   	136.07   	 396.74		103.97   	 900.30		
-31.43   	-142.21   	137.66   	 356.05		107.57   	 671.41		
-24.11   	-140.08   	139.08   	 330.62		110.25   	 640.89		
-18.01   	-137.94   	140.41   	 305.19		112.82   	 722.28		
-14.95   	-135.80   	141.63   	 284.84		115.71   	 793.49		
-15.26   	-134.89   	142.77   	 259.41		118.88   	 783.31		
-17.70   	-134.58   	143.80   	 239.06		122.01   	 727.36		
-20.14   	-133.97   	144.76   	 208.54		124.92   	 691.76		
-20.75   	-132.14   	145.59   	 178.03		127.69   	 707.02		
-18.01   	-128.78   	146.31   	 152.59		130.52   	 757.88		
-12.82   	-123.60   	146.92   	 127.16		133.55   	 783.31		
 -7.32   	-117.80   	147.43   	 106.82		136.68   	 762.97		
 -3.05   	-111.39   	147.85   	 101.73		139.73   	 717.19		
 -1.53   	-105.29   	148.26   	  91.56		142.60   	 666.32		
 -2.14   	-100.71   	148.63   	  91.56		145.27   	 615.46		
 -3.05   	-97.96   	148.99   	  91.56		147.73   	 559.51		
 -2.44   	-95.52   	149.36   	  86.47		149.97   	 508.65		
  0.31   	-91.86   	149.70   	  81.38		152.00   	 442.52		
  3.66   	-86.67   	150.03   	  91.56		153.77   	 381.48		
  6.71   	-79.65   	150.40   	  91.56		155.30   	 310.27		
  7.63   	-72.02   	150.76   	  96.64		156.54   	 233.98		
  5.80   	-64.39   	151.15   	 106.82		157.48   	 172.94		
  2.44   	-56.46   	151.58   	 111.90		158.17   	 132.25		
 -1.53   	-47.91   	152.02   	 116.99		158.70   	 137.33		
 -4.58   	-38.76   	152.49   	 116.99		159.25   	 142.42		
 -5.49   	-28.99   	152.96   	 111.90		159.82   	 137.33		
 -2.75   	-19.53   	153.41   	  96.64		160.37   	 111.90		
  1.83   	-10.07   	153.79   	  81.38		160.81   	  71.21		
  6.71   	 -1.22   	154.12   	  55.95		161.10   	  45.78		
  9.16   	  6.71   	154.34   	  30.52		161.28   	  40.69		
  8.85   	 11.90   	154.47(S)	  -5.09		161.44   	  45.78		
  6.71   	 14.34   	154.44   	 -35.61		161.63   	  25.43		
  4.88   	 13.73   	154.30   	 -61.04		161.73   	 -10.17		
  4.58   	 11.60   	154.06   	 -86.47		161.69   	 -45.78		
  5.49   	  8.24   	153.71   	-111.90		161.50   	 -55.95		
  6.71   	  3.97   	153.26   	-122.07		161.28   	 -55.95		
  5.49   	 -2.44   	152.78   	-132.25		161.06   	 -55.95		
  1.53   	-11.29   	152.25   	-137.33		160.83   	 -81.38		
 -5.49   	-21.97   	151.70   	-147.51		160.51   	-101.73		
-13.43   	-32.04   	151.11   	-157.68		160.10   	-116.99		
-20.14   	-39.98   	150.48   	-157.68		159.63   	-137.33		
-23.50   	-44.86   	149.85   	-167.85		159.08   	-142.42		
-24.41   	-48.22   	149.18   	-183.11		158.51   	-167.85		
-24.41   	-51.27   	148.44   	-198.37		157.84   	-188.20		
-26.55   	-54.63   	147.65   	-228.89		157.09   	-213.63		
-30.82   	-57.37   	146.73   	-254.32		156.24   	-244.15		
-36.01   	-58.29   	145.72   	-289.93		155.26   	-259.41		
-39.06   	-57.98   	144.56   	-330.62		154.22   	-269.58		
-38.45   	-57.68   	143.23   	-371.31		153.14   	-279.75		
-35.10   	-58.59   	141.75   	-417.09		152.02   	-310.27		
-32.35   	-61.65   	140.08   	-457.78		150.78   	-345.88		
-32.04   	-64.70   	138.25   	-493.39		149.40   	-371.31		
-32.96   	-64.70   	136.28   	-539.16		147.91   	-406.92		
-33.26   	-61.34   	134.12   	-574.77		146.29   	-432.35		
-31.74   	-56.76   	131.82   	-625.63		144.56   	-447.61		
-29.60   	-53.41   	129.32   	-681.58		142.77   	-478.13		
-28.99   	-53.10   	126.59   	-752.79		140.85   	-503.56		
-30.52   	-54.63   	123.58   	-829.09		138.84   	-528.99		
-32.96   	-55.24   	120.26   	-925.73		136.72   	-569.68		
-34.48   	-53.41   	116.56   	-1017.29		134.45   	-600.20		
-33.87   	-49.44   	112.49   	-1113.93		132.04   	-595.11		
-32.35   	-45.47   	108.04   	-1190.23		129.66   	-584.94		
-30.52   	-42.72   	103.28   	-1256.35		127.32   	-584.94		
-28.69   	-41.50   	 98.25   	-1302.13		124.98   	-584.94		
-27.16   	-41.20   	 93.04   	-1312.30		122.64   	-534.08		
-26.86   	-40.89   	 87.79   	-1312.30		120.51   	-473.04		
-28.69   	-39.67   	 82.54   	-1286.87		118.62   	-386.57		
-31.74   	-37.84   	 77.40   	-1246.18		117.07   	-295.01		
-34.48   	-35.71   	 72.41   	-1190.23		115.89   	-228.89		
-35.10   	-34.48   	 67.65   	-1129.19		114.97   	-213.63		
-33.57   	-34.79   	 63.13   	-1068.15		114.12   	-249.24		
-32.04   	-36.93   	 58.86   	-1002.03		113.12   	-274.67		
-31.43   	-40.28   	 54.85   	-940.99		112.02   	-259.41		
-32.04   	-43.64   	 51.09   	-885.04		110.99   	-228.89		
-32.04   	-45.78   	 47.55   	-829.09		110.07   	-188.20		
-29.91   	-47.00   	 44.23   	-768.05		109.32   	-167.85		
-27.47   	-48.22   	 41.16   	-722.28		108.65   	-162.77		
-25.94   	-49.44   	 38.27   	-666.32		108.00   	-167.85		
-27.77   	-51.27   	 35.61   	-620.55		107.32   	-183.11		
-31.74   	-53.41   	 33.12   	-574.77		106.59   	-157.68		
-36.01   	-55.54   	 30.82   	-523.90		105.96   	-137.33		
-37.54   	-57.68   	 28.73   	-478.13		105.41   	-142.42		
-36.32   	-59.81   	 26.82   	-437.43		104.84   	-142.42		
-33.87   	-61.65   	 25.07   	-386.57		104.27   	-122.07		
-31.43   	-63.17   	 23.52   	-350.97		103.78   	-122.07		
-29.91   	-65.00   	 22.12   	-305.19		103.30   	-137.33		
-28.99   	-66.83   	 20.90   	-269.58		102.75   	-142.42		
-29.30   	-68.66   	 19.82   	-239.06		102.18   	-132.25		
-31.74   	-69.89   	 18.86   	-208.54		101.65   	-101.73		
-36.93   	-69.89   	 18.03   	-183.11		101.24   	 -81.38		
-42.42   	-69.27   	 17.29   	-162.77		100.92   	 -81.38		
-44.25   	-69.58   	 16.64   	-152.59		100.59   	 -76.30		
-39.98   	-71.11   	 16.03   	-137.33		100.28   	 -61.04		
-31.74   	-73.85   	 15.48   	-127.16		100.04   	 -71.21		
-25.33   	-77.21   	 14.97   	-122.07		 99.76   	 -91.56		
-25.33   	-79.35   	 14.49   	-116.99		 99.39   	 -81.38		
-31.74   	-79.35   	 14.02   	-106.82		 99.06   	 -76.30		
-39.98   	-78.13   	 13.59   	-106.82		 98.76   	 -71.21		
-45.17   	-77.21   	 13.16   	-106.82		 98.47   	 -61.04		
-45.47   	-76.90   	 12.74   	 -96.64		 98.23   	 -55.95		
-42.11   	-77.21   	 12.35   	 -96.64		 98.01   	 -61.04		
-37.23   	-77.21   	 11.96   	 -96.64		 97.76   	 -61.04		
-32.96   	-76.29   	 11.58   	 -86.47		 97.52   	 -66.12		
-29.30   	-75.07   	 11.23   	 -86.47		 97.25   	 -71.21		
-27.16   	-74.77   	 10.89   	 -76.30		 96.97   	 -66.12		
-27.47   	-75.68   	 10.58   	 -66.12		 96.70   	 -55.95		
-29.91   	-76.29   	 10.32   	 -61.04		 96.48   	 -55.95		
-32.65   	-76.60   	 10.07   	 -50.86		 96.26   	 -71.21		
-33.57   	-76.60   	  9.87   	 -35.61		 95.97   	 -76.30		
-32.96   	-78.13   	  9.73   	 -25.43		 95.67   	 -76.30		
-32.35   	-81.18   	  9.62   	  -5.09		 95.36   	 -81.38		
-33.26   	-84.84   	  9.60(D)	   0.00		 95.04   	 -71.21		
-36.01   	-86.98   	  9.60   	  20.35		 94.75   	 -66.12		
-38.45   	-85.75   	  9.68   	  25.43		 94.49   	 -66.12		
-38.15   	-80.26   	  9.79   	  35.61		 94.22   	 -61.04		
-34.79   	-70.19   	  9.93   	  45.78		 93.98   	 -66.12		
-28.99   	-55.54   	 10.11   	  45.78		 93.71   	 -66.12		
-22.89   	-37.84   	 10.29   	  50.86		 93.45   	 -66.12		
-17.09   	-19.53   	 10.50   	  50.86		 93.18   	 -66.12		
-12.51   	 -4.58   	 10.70   	  50.86		 92.92   	 -66.12		
 -9.46   	  3.66   	 10.91   	  45.78		 92.65   	 -66.12		
 -7.93   	  5.49   	 11.09   	  40.69		 92.39   	 -61.04		
 -7.02   	  3.97   	 11.25   	  30.52		 92.15   	 -55.95		
 -6.10   	  3.36   	 11.37   	  30.52		 91.92   	 -61.04		
 -4.58   	  7.02   	 11.50   	  20.35		 91.68   	 -66.12		
 -1.22   	 16.78   	 11.58   	  15.26		 91.41   	 -61.04		
  4.58   	 32.65   	 11.64   	   5.09		 91.17   	 -55.95		
 13.43   	 51.27   	 11.66   	   5.09		 90.95   	 -40.69		
 24.11   	 66.83   	 11.68   	   0.00		 90.78   	 -40.69		
 34.18   	 72.02   	 11.68   	   0.00		 90.62   	 -61.04		
 43.03   	 61.34   	 11.68   	   0.00		 90.38   	 -76.30		
 49.44   	 36.32   	 11.68   	   0.00		 90.07   	 -76.30		
 53.71   	  4.88   	 11.68   	  -5.09		 89.77   	 -81.38		
 54.93   	-21.36   	 11.66   	   0.00		 89.44   	 -71.21		
 51.57   	-36.32   	 11.66   	   0.00		 89.16   	 -61.04		
 41.20   	-39.67   	 11.66   	   0.00		 88.91   	 -61.04		
 23.50   	-37.84   	 11.66   	  -5.09		 88.67   	 -71.21		
  2.44   	-37.84   	 11.64   	   0.00		 88.38   	 -71.21		
-17.40   	-44.56   	 11.64   	   0.00		 88.10   	 -66.12		
-31.43   	-58.29   	 11.64   	   0.00		 87.83   	 -71.21		
-38.45   	-76.29   	 11.64   	   5.09		 87.55   	 -66.12		
-39.67   	-93.99   	 11.66   	   0.00		 87.28   	 -71.21		
-38.76   	-108.34   	 11.66   	   5.09		 87.00   	 -66.12		
-38.45   	-117.49   	 11.68   	   5.09		 86.73   	 -71.21		
-39.37   	-122.07   	 11.70   	  10.17		 86.45   	 -71.21		
-39.98   	-122.99   	 11.74   	  15.26		 86.16   	 -71.21		
-40.28   	-120.54   	 11.80   	  15.26		 85.88   	 -71.21		
-40.59   	-116.88   	 11.86   	  25.43		 85.59   	 -76.30		
-41.81   	-112.92   	 11.96   	  25.43		 85.29   	 -66.12		
-43.33   	-110.78   	 12.07   	  30.52		 85.03   	 -50.86		
-43.64   	-110.17   	 12.19   	  35.61		 84.82   	 -50.86		
-41.20   	-110.47   	 12.33   	  35.61		 84.62   	 -45.78		
-38.45   	-109.56   	 12.47   	  35.61		 84.44   	 -50.86		
-39.67   	-107.73   	 12.61   	  30.52		 84.23   	 -55.95		
-46.39   	-107.12   	 12.74   	  35.61		 84.01   	 -50.86		
-57.68   	-111.39   	 12.88   	  25.43		 83.80   	 -45.78		
-68.97   	-124.21   	 12.98   	  25.43		 83.62   	 -35.61		
-80.26   	-148.93   	 13.08   	  30.52		 83.48   	 -50.86		
-94.30   	-187.38   	 13.20   	  25.43		 83.28   	 -66.12		
-115.36   	-233.46   	 13.31   	  35.61		 83.01   	 -61.04		
-138.24   	-274.05   	 13.45   	  40.69		 82.77   	 -61.04		
-145.87   	-288.39   	 13.61   	  50.86		 82.52   	 -55.95		
-114.44   	-257.57   	 13.81   	  55.95		 82.30   	 -55.95		
-25.02   	-170.90   	 14.04   	  66.12		 82.07   	 -61.04		
124.82   	-30.21   	 14.30   	  66.12		 81.83   	 -61.04		
317.38   	154.11   	 14.57   	  71.21		 81.59   	 -66.12		
516.36   	373.54   	 14.85   	  76.30		 81.32   	 -61.04		
676.27   	626.53   	 15.16   	  71.21		 81.08   	 -66.12		
756.23   	901.49   	 15.44   	 147.51		 80.81   	-127.16		
614.62   	1283.87(R)	 16.03(E)	  71.21		 80.30   	 -66.12		
435.79   	1248.78   	 16.32   	  71.21		 80.04   	 -66.12		
247.50   	1036.07   	 16.60   	  76.30		 79.78   	 -61.04		
 90.94   	719.30   	 16.91   	  81.38		 79.53   	 -61.04		
-18.92   	412.60   	 17.23   	  86.47		 79.29   	 -55.95		
-89.42   	197.14   	 17.58   	 101.73		 79.06   	 -45.78		
-137.94   	 83.01   	 17.99   	 127.16		 78.88   	 -35.61		
-175.17   	 35.10   	 18.49   	 152.59		 78.74   	 -35.61		
-198.67   	 14.65   	 19.10   	 198.37		 78.60   	 -25.43		
-202.33   	  1.22   	 19.90   	 259.41		 78.49   	 -25.43		
-184.94   	 -8.85   	 20.94   	 330.62		 78.39   	 -25.43		
-152.89   	-20.14   	 22.26   	 412.00		 78.29   	 -30.52		
-117.80   	-41.20   	 23.91   	 508.65		 78.17   	 -30.52		
