  I     	  II     	  LVp     	  LVp'		  AO     	  AO'		
-70.50   	-134.58   	 11.90   	  25.43		 74.63   	-269.58		
-63.48   	-133.06   	 12.00   	  10.17		 73.55   	-203.46		
-56.15   	-130.31   	 12.04   	   0.00		 72.74   	   5.09		
-51.57   	-127.56   	 12.04   	 -15.26		 72.76   	  30.52		
-51.88   	-126.34   	 11.98   	 -20.35		 72.88   	-132.25		
-56.15   	-126.65   	 11.90   	 -25.43		 72.35   	-254.32		
-61.65   	-127.26   	 11.80   	 -30.52		 71.33   	-188.20		
-64.70   	-126.95   	 11.68   	 -30.52		 70.58   	 -55.95		
-63.48   	-125.73   	 11.56   	 -25.43		 70.36   	   5.09		
-58.90   	-124.82   	 11.45   	 -25.43		 70.38   	  40.69		
-54.32   	-124.82   	 11.35   	 -20.35		 70.54   	  40.69		
-52.80   	-125.12   	 11.27   	 -15.26		 70.70   	 -55.95		
-55.24   	-125.43   	 11.21   	 -15.26		 70.48   	-127.16		
-60.12   	-124.82   	 11.15   	  -5.09		 69.97   	 -96.64		
-64.39   	-124.21   	 11.13   	 -10.17		 69.58   	 -71.21		
-65.31   	-125.12   	 11.09   	  -5.09		 69.30   	  30.52		
-62.87   	-127.26   	 11.07   	  -5.09		 69.42   	 137.33		
-58.29   	-128.17   	 11.05   	   0.00		 69.97   	 157.68		
-54.02   	-126.95   	 11.05   	   0.00		 70.60   	 132.25		
-50.96   	-122.99   	 11.05   	   5.09		 71.13   	 116.99		
-50.35   	-118.10   	 11.07   	  10.17		 71.60   	  96.64		
-51.57   	-114.75   	 11.11   	  15.26		 71.98   	 101.73		
-53.71   	-113.53   	 11.17   	  20.35		 72.39   	 193.29		
-54.63   	-114.14   	 11.25   	  20.35		 73.16   	 218.72		
-54.02   	-114.44   	 11.33   	  25.43		 74.04   	 -30.52		
-52.80   	-114.14   	 11.43   	  25.43		 73.92   	-289.93		
-53.41   	-113.22   	 11.54   	  25.43		 72.76   	-198.37		
-55.24   	-112.92   	 11.64   	  20.35		 71.96   	  50.86		
-56.76   	-113.22   	 11.72   	  20.35		 72.17   	 167.85		
-55.24   	-114.14   	 11.80   	  20.35		 72.84   	 147.51		
-51.88   	-115.05   	 11.88   	  20.35		 73.43   	 -50.86		
-50.05   	-115.05   	 11.96   	  15.26		 73.22   	-412.00		
-51.88   	-114.14   	 12.02   	  20.35		 71.58   	-305.19		
-55.85   	-112.61   	 12.11   	  15.26		 70.36   	 228.89		
-57.68   	-110.78   	 12.17   	  15.26		 71.27   	 178.03		
-54.63   	-110.17   	 12.23   	  20.35		 71.98   	-422.18		
-49.74   	-110.78   	 12.31   	  15.26		 70.29   	-595.11		
-47.00   	-112.30   	 12.37   	  25.43		 67.91   	 -61.04		
-49.44   	-113.22   	 12.47   	  20.35		 67.67   	 284.84		
-54.93   	-113.22   	 12.55   	  25.43		 68.81   	 157.68		
-59.81   	-112.00   	 12.66   	  20.35		 69.44   	-127.16		
-61.04   	-110.47   	 12.74   	  20.35		 68.93   	-371.31		
-58.90   	-109.86   	 12.82   	  15.26		 67.45   	-340.79		
-54.32   	-109.56   	 12.88   	  20.35		 66.08   	 -71.21		
-49.44   	-108.64   	 12.96   	  10.17		 65.80   	 132.25		
-45.78   	-106.81   	 13.00   	  10.17		 66.33   	 162.77		
-44.25   	-104.98   	 13.04   	   5.09		 66.98   	 127.16		
-44.56   	-103.45   	 13.06   	   5.09		 67.49   	  91.56		
-44.86   	-103.15   	 13.08   	   0.00		 67.85   	  -5.09		
-43.64   	-103.15   	 13.08   	  -5.09		 67.83   	-178.03		
-40.59   	-101.93   	 13.06   	 -15.26		 67.12   	-305.19		
-37.23   	-99.49   	 13.00   	 -15.26		 65.90   	-289.93		
-36.32   	-96.74   	 12.94   	 -20.35		 64.74   	 167.85		
-39.37   	-94.91   	 12.86   	 -25.43		 65.41   	 640.89		
-45.47   	-95.52   	 12.76   	 -25.43		 67.98   	 391.66		
-51.57   	-98.27   	 12.66   	 -25.43		 69.54   	-127.16		
-53.71   	-101.62   	 12.55   	 -25.43		 69.03   	-345.88		
-50.96   	-103.15   	 12.45   	 -15.26		 67.65   	 -20.35		
-44.86   	-102.23   	 12.39   	 -15.26		 67.57   	 310.27		
-39.06   	-99.49   	 12.33   	  -5.09		 68.81   	 116.99		
-36.62   	-97.05   	 12.31   	   5.09		 69.28   	 -10.17		
-38.15   	-95.52   	 12.33   	  20.35		 69.24   	 147.51		
-41.20   	-94.60   	 12.41   	  25.43		 69.83   	  45.78		
-43.64   	-93.99   	 12.51   	  35.61		 70.01   	-208.54		
-44.86   	-93.99   	 12.66   	  50.86		 69.18   	-396.74		
-45.17   	-94.30   	 12.86   	  50.86		 67.59   	-320.45		
-44.86   	-95.21   	 13.06   	  61.04		 66.31   	 -40.69		
-43.95   	-95.83   	 13.31   	  55.95		 66.14   	  -5.09		
-41.50   	-94.60   	 13.53   	  55.95		 66.12   	-183.11		
-37.84   	-91.86   	 13.75   	  50.86		 65.39   	 -86.47		
-33.87   	-89.11   	 13.96   	  40.69		 65.05   	  30.52		
-31.74   	-87.28   	 14.12   	  25.43		 65.17   	   5.09		
-32.04   	-86.98   	 14.22   	  15.26		 65.19   	 -71.21		
-34.48   	-87.59   	 14.28   	  10.17		 64.90   	 127.16		
-38.45   	-88.50   	 14.32   	   5.09		 65.41   	 -81.38		
-41.81   	-89.11   	 14.34   	   0.00		 65.09   	-595.11		
-42.72   	-89.11   	 14.34   	   0.00		 62.71   	 122.07		
-41.20   	-88.50   	 14.34   	   5.09		 63.19   	 371.31		
-38.76   	-87.59   	 14.36   	   5.09		 64.68   	 106.82		
-36.93   	-86.06   	 14.38   	   5.09		 65.11   	  61.04		
-37.54   	-85.14   	 14.40   	   5.09		 65.35   	-305.19		
-39.06   	-85.14   	 14.43   	   5.09		 64.13   	-427.26		
-39.37   	-85.45   	 14.45   	   0.00		 62.42   	   0.00		
-37.54   	-85.45   	 14.45   	  -5.09		 62.42   	 274.67		
-33.87   	-85.45   	 14.43   	  -5.09		 63.52   	 162.77		
-30.82   	-85.45   	 14.40   	 -10.17		 64.17   	  45.78		
-30.52   	-84.84   	 14.36   	 -10.17		 64.35   	 -15.26		
-32.65   	-84.23   	 14.32   	 -15.26		 64.29   	-122.07		
-35.71   	-83.31   	 14.26   	 -10.17		 63.80   	-142.42		
-37.23   	-81.79   	 14.22   	 -20.35		 63.23   	  10.17		
-37.23   	-80.57   	 14.14   	 -25.43		 63.28   	 157.68		
-36.62   	-79.96   	 14.04   	 -30.52		 63.91   	 132.25		
-35.71   	-79.96   	 13.92   	 -35.61		 64.44   	  35.61		
-35.40   	-80.57   	 13.77   	 -45.78		 64.58   	  30.52		
-34.79   	-80.87   	 13.59   	 -61.04		 64.70   	 -76.30		
-34.79   	-81.18   	 13.35   	 -66.12		 64.39   	-208.54		
-35.40   	-81.48   	 13.08   	 -71.21		 63.56   	   5.09		
-37.23   	-82.09   	 12.80   	 -81.38		 63.58   	 213.63		
-38.45   	-83.01   	 12.47   	 -81.38		 64.44   	  20.35		
-37.84   	-83.62   	 12.15   	 -86.47		 64.52   	-157.68		
-35.10   	-82.70   	 11.80   	 -86.47		 63.89   	 -25.43		
-31.43   	-79.04   	 11.45   	 -81.38		 63.78   	 -96.64		
-28.99   	-72.33   	 11.13   	 -76.30		 63.40   	-223.80		
-28.08   	-61.65   	 10.82   	 -71.21		 62.50   	  55.95		
-27.77   	-46.69   	 10.54   	 -71.21		 62.73   	 106.82		
-25.94   	-28.69   	 10.25   	 -61.04		 63.15   	-157.68		
-21.06   	-10.07   	 10.01   	 -50.86		 62.52   	 -50.86		
-14.65   	  6.41   	  9.81   	 -45.78		 62.32   	  61.04		
 -8.54   	 16.78   	  9.62   	 -30.52		 62.56   	-188.20		
 -3.66   	 20.14   	  9.50   	 -25.43		 61.81   	-183.11		
  0.92   	 18.31   	  9.40   	 -10.17		 61.08   	 127.16		
  5.80   	 15.26   	  9.36   	   0.00		 61.59   	  71.21		
 11.60   	 17.70   	  9.36   	  15.26		 61.87   	 -76.30		
 16.48   	 29.60   	  9.42   	  30.52		 61.57   	 -35.61		
 18.62   	 49.74   	  9.54   	  40.69		 61.42   	 -40.69		
 17.40   	 69.27   	  9.70   	  55.95		 61.26   	 -86.47		
 15.56   	 77.82   	  9.93   	  71.21		 60.92   	 -10.17		
 17.09   	 68.97   	 10.21   	  81.38		 60.87   	  76.30		
 23.80   	 46.39   	 10.54   	  86.47		 61.18   	  25.43		
 34.18   	 20.75   	 10.89   	  96.64		 61.28   	 -30.52		
 44.86   	  2.14   	 11.27   	  96.64		 61.16   	  -5.09		
 51.57   	 -7.02   	 11.66   	 101.73		 61.14   	  10.17		
 50.96   	-11.29   	 12.07   	  96.64		 61.18   	   0.00		
 41.50   	-17.40   	 12.45   	  96.64		 61.18   	  50.86		
 25.33   	-28.38   	 12.84   	  91.56		 61.38   	  76.30		
  5.19   	-42.11   	 13.20   	  81.38		 61.69   	  50.86		
-14.65   	-54.93   	 13.53   	  81.38		 61.89   	  30.52		
-28.69   	-66.53   	 13.86   	  71.21		 62.01   	  40.69		
-35.40   	-78.43   	 14.14   	  71.21		 62.18   	  66.12		
-35.40   	-91.25   	 14.43   	  61.04		 62.44   	  25.43		
-32.96   	-103.45   	 14.67   	  55.95		 62.54   	 -25.43		
-30.52   	-112.30   	 14.89   	  55.95		 62.44   	 -35.61		
-30.21   	-115.36   	 15.12   	  50.86		 62.30   	 -30.52		
-32.04   	-112.30   	 15.32   	  45.78		 62.18   	   5.09		
-34.18   	-105.59   	 15.50   	  50.86		 62.20   	  35.61		
-34.79   	-99.18   	 15.71   	  40.69		 62.34   	 -15.26		
-34.18   	-95.83   	 15.87   	  40.69		 62.28   	 -86.47		
-32.35   	-96.13   	 16.03   	  35.61		 61.93   	 -86.47		
-31.74   	-98.57   	 16.17   	  30.52		 61.59   	 -45.78		
-33.57   	-101.62   	 16.30   	  20.35		 61.40   	 -10.17		
-37.84   	-106.20   	 16.38   	  15.26		 61.36   	  -5.09		
-44.25   	-115.97   	 16.44   	   5.09		 61.34   	 -61.04		
-55.24   	-136.72   	 16.46   	   5.09		 61.10   	 -96.64		
-72.94   	-172.73   	 16.48   	   0.00		 60.71   	 -61.04		
-97.05   	-220.03   	 16.48   	   5.09		 60.47   	 -15.26		
-120.54   	-265.20   	 16.50   	  10.17		 60.41   	 -15.26		
-127.56   	-287.17   	 16.54   	  15.26		 60.35   	 -66.12		
-98.57   	-263.06   	 16.60   	  30.52		 60.08   	 -81.38		
-18.92   	-180.36   	 16.72   	  40.69		 59.76   	 -76.30		
115.05   	-39.06   	 16.89   	  55.95		 59.45   	 -55.95		
290.53   	150.76   	 17.11   	  61.04		 59.23   	 -45.78		
477.29   	377.81   	 17.35   	  71.21		 59.04   	 -30.52		
632.02   	638.12   	 17.64   	  81.38		 58.92   	 -25.43		
711.98   	924.68   	 17.97   	 183.11		 58.82   	 -10.17		
578.00   	1365.05   	 18.70   	 106.82		 58.78   	   5.09		
405.58   	1368.10(R)	 19.13(E)	 116.99		 58.80   	 -10.17		
226.75   	1178.89   	 19.59   	 122.07		 58.76   	 -15.26		
 80.57   	856.32   	 20.08   	 137.33		 58.70   	 -15.26		
-19.53   	516.97   	 20.63   	 152.59		 58.64   	  15.26		
-83.31   	260.31   	 21.24   	 178.03		 58.70   	  25.43		
-127.87   	116.58   	 21.95   	 218.72		 58.80   	  10.17		
-164.18   	 55.54   	 22.83   	 279.75		 58.84   	  25.43		
-188.29   	 32.35   	 23.95   	 345.88		 58.94   	  55.95		
-192.57   	 17.09   	 25.33   	 442.52		 59.17   	  20.35		
-175.48   	  1.22   	 27.10   	 539.16		 59.25   	  20.35		
-143.43   	-15.87   	 29.26   	 640.89		 59.33   	  25.43		
-108.03   	-39.06   	 31.82   	 752.79		 59.43   	 -10.17		
-79.65   	-72.33   	 34.83   	 854.52		 59.39   	 -35.61		
-63.17   	-109.25   	 38.25   	 956.25		 59.25   	  15.26		
-58.29   	-137.94   	 42.08   	1052.90		 59.31   	  55.95		
-60.12   	-151.06   	 46.29   	1144.45		 59.53   	  30.52		
-62.87   	-151.37   	 50.86   	1241.09		 59.65   	  -5.09		
-62.56   	-147.40   	 55.83   	1353.00		 59.63   	 -30.52		
-58.59   	-144.96   	 61.24   	1464.90		 59.51   	 -40.69		
-54.63   	-146.48   	 67.10   	1556.45		 59.35   	 -30.52		
-54.32   	-150.45   	 73.33   	1632.75		 59.23   	  -5.09		
-57.98   	-155.03   	 79.86   	1668.36		 59.21   	   5.09		
-62.87   	-159.00   	 86.53   	1653.10		 59.23   	 -40.69		
-64.39   	-160.83   	 93.14   	1597.15		 59.06   	 -71.21		
-61.04   	-160.83   	 99.53   	1500.50		 58.78   	 -66.12		
-54.93   	-159.30   	105.53   	1363.17		 58.51   	 -35.61		
-49.44   	-157.47   	110.99   	1200.40		 58.37   	  -5.09		
-47.00   	-155.94   	115.79   	1022.38		 58.35   	   0.00		
-47.61   	-156.25   	119.88   	 834.18		 58.35   	  50.86		
-49.44   	-157.78   	123.21   	 635.81		 58.56   	  76.30		
-50.05   	-159.61   	125.76   	 452.69		 58.86   	 172.94		
-48.83   	-159.61   	127.57   	 289.93		 59.55   	 401.83		
-45.17   	-157.17   	128.73   	 147.51		 61.16   	 768.05		
-40.89   	-152.59   	129.32   	  50.86		 64.23   	1414.03		
-38.15   	-148.32   	129.52   	  15.26		 69.89   	2070.19		
-37.54   	-146.79   	129.58   	  20.35		 78.17   	2344.85		
-38.45   	-148.62   	129.66   	  86.47		 87.55   	1983.72		
-37.84   	-151.98   	130.01   	 178.03		 95.48   	1108.85		
-35.10   	-154.42   	130.72   	 300.10		 99.92   	 457.78		
-31.13   	-153.50   	131.92   	 417.09		101.75   	 528.99		
-28.99   	-149.84   	133.59   	 518.82		103.87   	 829.09		
-30.21   	-145.87   	135.67   	 595.11		107.18   	 991.86		
-33.87   	-144.35   	138.05   	 635.81		111.15   	1098.67		
-37.54   	-144.65   	140.59   	 630.72		115.54   	 961.34		
-38.45   	-144.96   	143.11   	 590.03		119.39   	 712.10		
-36.01   	-143.43   	145.47   	 513.73		122.24   	 798.57		
-30.82   	-139.47   	147.53   	 432.35		125.43   	 986.77		
-25.63   	-134.89   	149.26   	 330.62		129.38   	 956.25		
-21.67   	-131.84   	150.58   	 244.15		133.20   	 818.92		
-20.75   	-130.92   	151.56   	 167.85		136.48   	 640.89		
-22.28   	-131.23   	152.23   	  96.64		139.04   	 559.51		
-25.02   	-131.53   	152.61   	  40.69		141.28   	 554.42		
-27.47   	-130.62   	152.78   	   5.09		143.50   	 467.95		
-27.77   	-128.48   	152.80(S)	 -30.52		145.37   	 396.74		
-26.25   	-125.12   	152.67   	 -45.78		146.96   	 356.05		
-23.50   	-119.93   	152.49   	 -71.21		148.38   	 320.45		
-21.06   	-114.44   	152.21   	 -81.38		149.66   	 289.93		
-21.06   	-109.25   	151.88   	-101.73		150.82   	 228.89		
-24.11   	-106.51   	151.47   	-111.90		151.74   	 152.59		
-28.69   	-106.20   	151.03   	-137.33		152.35   	 137.33		
-32.35   	-106.51   	150.48   	-152.59		152.90   	 157.68		
-32.35   	-104.06   	149.87   	-172.94		153.53   	 193.29		
-30.21   	-97.96   	149.18   	-188.20		154.30   	 157.68		
-27.77   	-88.20   	148.42   	-198.37		154.93   	  81.38		
-27.47   	-77.82   	147.63   	-208.54		155.26   	  40.69		
-28.99   	-67.14   	146.79   	-218.72		155.42   	  15.26		
-28.99   	-57.07   	145.92   	-228.89		155.48   	   5.09		
-26.25   	-46.69   	145.00   	-244.15		155.50   	  -5.09		
-20.14   	-36.01   	144.03   	-254.32		155.48   	 -40.69		
-12.21   	-24.72   	143.01   	-274.67		155.32   	 -91.56		
 -3.05   	-12.82   	141.91   	-289.93		154.95   	-147.51		
  7.02   	  0.61   	140.75   	-305.19		154.36   	-198.37		
 17.09   	 14.95   	139.53   	-320.45		153.57   	-188.20		
 24.41   	 28.08   	138.25   	-335.71		152.82   	-172.94		
 26.86   	 36.62   	136.91   	-345.88		152.13   	-203.46		
 25.33   	 38.76   	135.52   	-361.14		151.31   	-244.15		
 23.50   	 36.01   	134.08   	-366.22		150.34   	-295.01		
 22.58   	 31.43   	132.61   	-371.31		149.16   	-330.62		
 22.28   	 27.16   	131.13   	-386.57		147.83   	-330.62		
 19.84   	 23.19   	129.58   	-386.57		146.51   	-315.36		
 15.87   	 18.62   	128.04   	-391.66		145.25   	-320.45		
 11.90   	 12.82   	126.47   	-391.66		143.97   	-371.31		
  9.77   	  6.41   	124.90   	-401.83		142.48   	-412.00		
  9.77   	  0.92   	123.30   	-406.92		140.83   	-437.43		
  8.24   	 -3.36   	121.67   	-406.92		139.08   	-422.18		
  3.66   	 -6.71   	120.04   	-427.26		137.40   	-406.92		
 -2.75   	-10.07   	118.33   	-437.43		135.77   	-412.00		
 -7.93   	-13.43   	116.58   	-462.87		134.12   	-432.35		
 -9.77   	-16.17   	114.73   	-498.47		132.39   	-462.87		
 -8.24   	-17.40   	112.74   	-544.25		130.54   	-478.13		
 -5.19   	-17.09   	110.56   	-590.03		128.63   	-473.04		
 -3.05   	-15.87   	108.20   	-645.98		126.73   	-462.87		
 -3.36   	-14.34   	105.62   	-701.93		124.88   	-473.04		
 -5.49   	-13.12   	102.81   	-752.79		122.99   	-483.21		
 -7.93   	-11.60   	 99.80   	-803.66		121.06   	-483.21		
 -8.85   	-10.38   	 96.58   	-844.35		119.12   	-478.13		
 -7.63   	 -9.46   	 93.20   	-879.96		117.21   	-483.21		
 -4.58   	 -8.85   	 89.68   	-905.39		115.28   	-483.21		
 -2.75   	 -8.85   	 86.06   	-915.56		113.35   	-457.78		
 -3.36   	 -9.77   	 82.40   	-925.73		111.52   	-406.92		
 -7.02   	-10.99   	 78.70   	-925.73		109.89   	-340.79		
-11.90   	-11.29   	 74.99   	-920.65		108.52   	-269.58		
-14.95   	-10.07   	 71.31   	-910.47		107.45   	-218.72		
-14.65   	 -7.63   	 67.67   	-895.22		106.57   	-198.37		
-12.21   	 -5.19   	 64.09   	-874.87		105.78   	-218.72		
-10.07   	 -4.88   	 60.59   	-854.52		104.90   	-259.41		
-10.68   	 -6.71   	 57.17   	-829.09		103.87   	-254.32		
-13.73   	 -9.16   	 53.86   	-798.57		102.85   	-213.63		
-16.48   	-10.68   	 50.66   	-762.97		101.99   	-178.03		
-16.48   	-10.68   	 47.61   	-737.54		101.28   	-162.77		
-14.34   	 -9.46   	 44.66   	-701.93		100.63   	-157.68		
-11.60   	 -9.16   	 41.85   	-671.41		100.00   	-157.68		
-11.60   	-10.38   	 39.17   	-640.89		 99.37   	-142.42		
-14.04   	-13.12   	 36.60   	-610.37		 98.80   	-122.07		
-17.70   	-16.78   	 34.16   	-574.77		 98.31   	-116.99		
-20.75   	-19.84   	 31.86   	-534.08		 97.84   	-111.90		
-22.28   	-21.36   	 29.73   	-493.39		 97.40   	-106.82		
-22.28   	-21.67   	 27.75   	-452.69		 96.97   	-106.82		
-21.06   	-22.28   	 25.94   	-406.92		 96.54   	-101.73		
-18.31   	-23.19   	 24.31   	-361.14		 96.13   	-101.73		
-14.65   	-25.02   	 22.87   	-315.36		 95.73   	 -96.64		
-11.90   	-26.86   	 21.61   	-274.67		 95.34   	 -86.47		
-11.90   	-28.69   	 20.51   	-233.98		 94.99   	 -91.56		
-15.56   	-31.43   	 19.57   	-203.46		 94.63   	 -86.47		
-21.97   	-35.40   	 18.76   	-178.03		 94.28   	 -71.21		
-27.47   	-39.98   	 18.05   	-147.51		 94.00   	 -55.95		
-29.60   	-43.64   	 17.46   	-137.33		 93.77   	 -50.86		
-27.77   	-45.17   	 16.91   	-116.99		 93.57   	 -50.86		
-24.41   	-45.47   	 16.44   	-106.82		 93.37   	 -55.95		
-21.97   	-45.78   	 16.01   	-101.73		 93.14   	 -61.04		
-21.67   	-47.00   	 15.61   	 -96.64		 92.90   	 -55.95		
-22.89   	-48.83   	 15.22   	 -91.56		 92.68   	 -45.78		
-24.41   	-50.66   	 14.85   	 -86.47		 92.49   	 -35.61		
-25.33   	-51.27   	 14.51   	 -91.56		 92.35   	 -35.61		
-26.55   	-52.19   	 14.14   	 -91.56		 92.21   	 -40.69		
-28.08   	-53.71   	 13.77   	 -96.64		 92.04   	 -40.69		
-28.99   	-55.85   	 13.39   	 -96.64		 91.88   	 -35.61		
-28.38   	-58.29   	 13.00   	-106.82		 91.74   	 -30.52		
-25.02   	-59.51   	 12.57   	-106.82		 91.62   	 -20.35		
-20.45   	-58.90   	 12.15   	-111.90		 91.54   	 -20.35		
-16.17   	-56.46   	 11.70   	-106.82		 91.45   	 -25.43		
-14.04   	-54.32   	 11.27   	-111.90		 91.35   	 -30.52		
-14.95   	-53.10   	 10.82   	-101.73		 91.23   	 -25.43		
-18.92   	-53.41   	 10.42   	 -96.64		 91.13   	 -25.43		
-24.11   	-55.54   	 10.03   	 -91.56		 91.03   	 -20.35		
-29.30   	-59.20   	  9.66   	 -76.30		 90.95   	 -25.43		
-32.04   	-63.78   	  9.36   	 -66.12		 90.84   	 -35.61		
-31.13   	-68.05   	  9.09   	 -50.86		 90.70   	 -35.61		
-27.77   	-71.41   	  8.89   	 -35.61		 90.56   	 -45.78		
-24.72   	-72.63   	  8.75   	 -25.43		 90.38   	 -45.78		
-24.72   	-71.41   	  8.65   	 -10.17		 90.19   	 -40.69		
-26.86   	-68.36   	  8.61(D)	   5.09		 90.03   	 -45.78		
-29.60   	-65.31   	  8.63   	  20.35		 89.85   	 -40.69		
-30.52   	-63.17   	  8.71   	  25.43		 89.68   	 -45.78		
-28.08   	-61.04   	  8.81   	  30.52		 89.50   	 -50.86		
-23.50   	-56.15   	  8.93   	  45.78		 89.30   	 -50.86		
-18.01   	-45.78   	  9.11   	  40.69		 89.09   	 -55.95		
-13.12   	-30.52   	  9.28   	  50.86		 88.87   	 -61.04		
 -9.77   	-12.82   	  9.48   	  45.78		 88.63   	 -61.04		
 -8.24   	  2.75   	  9.66   	  45.78		 88.38   	 -61.04		
 -7.63   	 13.12   	  9.85   	  45.78		 88.14   	 -66.12		
 -6.41   	 17.09   	 10.03   	  40.69		 87.87   	 -61.04		
 -3.97   	 17.09   	 10.19   	  35.61		 87.63   	 -45.78		
  0.00   	 16.17   	 10.34   	  30.52		 87.45   	 -40.69		
  4.88   	 18.01   	 10.46   	  30.52		 87.28   	 -50.86		
 10.38   	 25.94   	 10.58   	  25.43		 87.08   	 -71.21		
 16.48   	 41.81   	 10.68   	  25.43		 86.80   	 -71.21		
 22.89   	 63.17   	 10.78   	  20.35		 86.51   	 -71.21		
 28.38   	 82.09   	 10.86   	  20.35		 86.23   	 -55.95		
 32.35   	 89.72   	 10.95   	  20.35		 86.00   	 -40.69		
 36.01   	 80.87   	 11.03   	  15.26		 85.84   	 -55.95		
 41.81   	 57.68   	 11.09   	  20.35		 85.62   	 -66.12		
 50.96   	 28.99   	 11.17   	  15.26		 85.35   	 -71.21		
 60.73   	  5.49   	 11.23   	  15.26		 85.07   	 -76.30		
 65.92   	 -8.85   	 11.29   	  10.17		 84.76   	 -61.04		
 61.34   	-15.26   	 11.33   	  15.26		 84.52   	 -50.86		
 46.08   	-18.92   	 11.39   	  10.17		 84.31   	 -55.95		
 23.80   	-24.72   	 11.43   	  10.17		 84.09   	 -55.95		
  1.22   	-34.18   	 11.48   	  15.26		 83.87   	 -71.21		
-16.17   	-47.30   	 11.54   	  10.17		 83.58   	 -71.21		
-25.33   	-61.95   	 11.58   	  10.17		 83.30   	 -71.21		
-28.99   	-77.51   	 11.62   	  10.17		 83.01   	 -66.12		
-30.82   	-91.86   	 11.66   	  10.17		 82.75   	 -71.21		
-34.18   	-102.54   	 11.70   	  15.26		 82.46   	 -61.04		
-37.54   	-107.42   	 11.76   	  15.26		 82.22   	 -50.86		
-38.76   	-106.20   	 11.82   	  20.35		 82.01   	 -66.12		
-36.62   	-101.62   	 11.90   	  20.35		 81.75   	 -76.30		
-33.26   	-97.96   	 11.98   	  20.35		 81.44   	 -81.38		
-31.74   	-98.27   	 12.07   	  30.52		 81.12   	 -66.12		
-33.57   	-101.62   	 12.19   	  25.43		 80.85   	 -55.95		
-36.93   	-104.68   	 12.29   	  30.52		 80.63   	 -50.86		
-39.98   	-103.76   	 12.41   	  30.52		 80.43   	 -50.86		
-41.20   	-100.10   	 12.53   	  30.52		 80.22   	 -55.95		
-40.89   	-97.05   	 12.66   	  25.43		 80.00   	 -61.04		
-39.67   	-97.96   	 12.76   	  25.43		 79.76   	 -55.95		
-39.06   	-105.90   	 12.86   	  20.35		 79.53   	 -45.78		
-42.72   	-121.46   	 12.94   	  20.35		 79.35   	 -40.69		
-54.93   	-146.48   	 13.02   	  25.43		 79.19   	 -50.86		
-78.74   	-183.11   	 13.12   	  30.52		 78.98   	 -61.04		
-109.56   	-228.58   	 13.25   	  35.61		 78.74   	 -66.12		
-135.50   	-270.69   	 13.39   	  50.86		 78.47   	 -55.95		
-140.38   	-289.92   	 13.59   	  55.95		 78.25   	 -55.95		
-105.90   	-263.67   	 13.81   	  76.30		 78.03   	 -50.86		
-19.23   	-178.83   	 14.12   	  81.38		 77.82   	 -55.95		
122.38   	-36.01   	 14.45   	  86.47		 77.60   	 -50.86		
306.70   	154.11   	 14.79   	  86.47		 77.40   	 -55.95		
502.01   	379.94   	 15.14   	  91.56		 77.17   	 -50.86		
663.76   	637.82   	 15.50   	  86.47		 76.97   	 -45.78		
747.38   	917.36   	 15.85   	 162.77		 76.79   	 -86.47		
609.74   	1324.77(R)	 16.50(E)	  76.30		 76.44   	 -50.86		
433.96   	1308.29   	 16.81   	  71.21		 76.24   	 -50.86		
251.46   	1109.31   	 17.09   	  81.38		 76.03   	 -50.86		
101.93   	794.37   	 17.42   	  81.38		 75.83   	 -45.78		
 -1.53   	476.68   	 17.74   	  91.56		 75.65   	 -35.61		
-71.11   	242.61   	 18.11   	 106.82		 75.50   	 -30.52		
-124.82   	110.17   	 18.54   	 127.16		 75.38   	 -30.52		
-170.90   	 49.13   	 19.04   	 162.77		 75.26   	 -35.61		
-202.03   	 21.97   	 19.69   	 213.63		 75.12   	 -30.52		
-206.91   	  7.02   	 20.55   	 269.58		 74.99   	 -25.43		
-183.72   	 -2.14   	 21.63   	 350.97		 74.89   	 -15.26		
-143.74   	-11.29   	 23.03   	 432.35		 74.83   	 -15.26		
-103.15   	-31.43   	 24.76   	 534.08		 74.77   	 -15.26		
-74.77   	-66.53   	 26.90   	 630.72		 74.71   	 -25.43		
-61.34   	-107.73   	 29.42   	 732.45		 74.61   	 -20.35		
-57.68   	-138.85   	 32.35   	 834.18		 74.53   	 -20.35		
-57.07   	-151.06   	 35.69   	 930.82		 74.45   	 -30.52		
-55.24   	-149.54   	 39.41   	1022.38		 74.32   	 -35.61		
-51.88   	-144.35   	 43.50   	1108.85		 74.18   	 -45.78		
-48.52   	-142.82   	 47.93   	1185.14		 74.00   	 -50.86		
-47.61   	-146.18   	 52.68   	1256.35		 73.79   	 -50.86		
-47.91   	-151.98   	 57.70   	1312.30		 73.59   	 -40.69		
-48.52   	-157.47   	 62.95   	1358.08		 73.43   	 -35.61		
-47.30   	-159.91   	 68.38   	1388.60		 73.29   	 -40.69		
-44.56   	-159.61   	 73.94   	1403.86		 73.12   	 -45.78		
-43.03   	-157.78   	 79.55   	1403.86		 72.94   	 -35.61		
-43.95   	-155.64   	 85.17   	1383.51		 72.80   	 -25.43		
-47.61   	-154.72   	 90.70   	1358.08		 72.70   	   0.00		
-50.96   	-154.42   	 96.13   	1302.13		 72.70   	  30.52		
-51.27   	-154.11   	101.34   	1236.01		 72.82   	  55.95		
-47.61   	-152.89   	106.29   	1149.54		 73.04   	  81.38		
