  I     	  LV     	  LV'		  AO     	  AO'		
 91.25   	 27.83   	 539.16		 80.79   	 -50.86		
  3.66   	 29.99   	 651.07		 80.59   	 -50.86		
-53.10   	 32.59   	 757.88		 80.39   	 -45.78		
-75.99   	 35.63   	 849.44		 80.20   	 -40.69		
-72.33   	 39.02   	 951.17		 80.04   	 -40.69		
-54.93   	 42.83   	1042.72		 79.88   	 -40.69		
-38.76   	 47.00   	1134.28		 79.71   	 -35.61		
-33.26   	 51.54   	1230.92		 79.57   	 -35.61		
-37.54   	 56.46   	1302.13		 79.43   	 -40.69		
-43.33   	 61.67   	1353.00		 79.27   	 -35.61		
-43.64   	 67.08   	1368.26		 79.12   	 -35.61		
-38.76   	 72.55   	1347.91		 78.98   	 -35.61		
-33.26   	 77.94   	1286.87		 78.84   	 -30.52		
-30.52   	 83.09   	1190.23		 78.72   	 -25.43		
-30.21   	 87.85   	1078.33		 78.62   	 -15.26		
-29.60   	 92.17   	 956.25		 78.56(D)	   0.00		
-26.86   	 95.99   	 844.35		 78.56   	  20.35		
-21.67   	 99.37   	 742.62		 78.64   	  35.61		
-15.56   	102.34   	 676.50		 78.78   	  66.12		
 -9.77   	105.05   	 630.72		 79.04   	  96.64		
 -5.19   	107.57   	 625.63		 79.43   	 127.16		
 -1.83   	110.07   	 640.89		 79.94   	 157.68		
  1.22   	112.63   	 676.50		 80.57   	 183.11		
  5.49   	115.34   	 717.19		 81.30   	 218.72		
 10.38   	118.21   	 747.71		 82.18   	 233.98		
 16.17   	121.20   	 768.05		 83.11   	 259.41		
 21.97   	124.27   	 757.88		 84.15   	 274.67		
 28.08   	127.30   	 732.45		 85.25   	 279.75		
 35.10   	130.23   	 671.41		 86.37   	 289.93		
 43.64   	132.92   	 600.20		 87.53   	 289.93		
 53.71   	135.32   	 513.73		 88.69   	 284.84		
 64.70   	137.37   	 427.26		 89.83   	 269.58		
 75.99   	139.08   	 340.79		 90.91   	 264.50		
 86.36   	140.45   	 274.67		 91.96   	 244.15		
 96.44   	141.55   	 228.89		 92.94   	 228.89		
105.90   	142.46   	 203.46		 93.86   	 213.63		
115.05   	143.28   	 208.54		 94.71   	 203.46		
124.82   	144.11   	 218.72		 95.52   	 193.29		
135.50   	144.98   	 244.15		 96.30   	 188.20		
148.01   	145.96   	 264.50		 97.05   	 188.20		
161.13   	147.02   	 279.75		 97.80   	 188.20		
174.56   	148.14   	 279.75		 98.56   	 193.29		
186.46   	149.26   	 259.41		 99.33   	 188.20		
195.92   	150.29   	 223.80		100.08   	 193.29		
202.94   	151.19   	 178.03		100.85   	 188.20		
206.91   	151.90   	 111.90		101.61   	 183.11		
207.21   	152.35   	  35.61		102.34   	 167.85		
202.64   	152.49(S)	 -45.78		103.01   	 162.77		
193.18   	152.31   	-132.25		103.66   	 137.33		
178.83   	151.78   	-203.46		104.21   	 122.07		
161.13   	150.97   	-259.41		104.70   	  96.64		
141.30   	149.93   	-289.93		105.09   	  81.38		
121.15   	148.77   	-305.19		105.41   	  55.95		
101.01   	147.55   	-305.19		105.64   	  30.52		
 81.48   	146.33   	-295.01		105.76   	  15.26		
 62.26   	145.15   	-274.67		105.82   	  -5.09		
 43.64   	144.05   	-244.15		105.80   	 -20.35		
 25.33   	143.07   	-218.72		105.72   	 -25.43		
  8.24   	142.20   	-188.20		105.62   	 -30.52		
 -6.71   	141.44   	-157.68		105.49   	 -25.43		
-19.84   	140.81   	-137.33		105.39   	 -20.35		
-31.13   	140.26   	-137.33		105.31   	   0.00		
-41.20   	139.71   	-152.59		105.31   	  20.35		
-50.66   	139.10   	-188.20		105.39   	  30.52		
-58.90   	138.35   	-239.06		105.51   	  50.86		
-65.92   	137.40   	-295.01		105.72   	  50.86		
-70.80   	136.22   	-350.97		105.92   	  61.04		
-74.46   	134.81   	-391.66		106.16   	  50.86		
-77.21   	133.24   	-412.00		106.37   	  50.86		
-78.74   	131.60   	-406.92		106.57   	  35.61		
-79.35   	129.97   	-381.48		106.71   	  30.52		
-79.04   	128.44   	-350.97		106.84   	  15.26		
-79.04   	127.04   	-330.62		106.90   	  15.26		
-79.35   	125.72   	-325.53		106.96   	   5.09		
-80.57   	124.41   	-340.79		106.98(S)	   0.00		
-82.09   	123.05   	-391.66		106.98   	   0.00		
-82.70   	121.48   	-457.78		106.98   	 -10.17		
-82.70   	119.65   	-539.16		106.94   	 -10.17		
-81.79   	117.50   	-630.72		106.90   	 -20.35		
-80.57   	114.97   	-717.19		106.82   	 -25.43		
-79.04   	112.11   	-803.66		106.71   	 -40.69		
-77.21   	108.89   	-869.78		106.55   	 -50.86		
-75.38   	105.41   	-930.82		106.35   	 -71.21		
-74.16   	101.69   	-971.51		106.06   	 -91.56		
-73.55   	 97.80   	-1017.29		105.70   	-111.90		
-72.94   	 93.73   	-1068.15		105.25   	-137.33		
-72.33   	 89.46   	-1124.11		104.70   	-162.77		
-71.41   	 84.96   	-1195.32		104.05   	-183.11		
-70.50   	 80.18   	-1251.27		103.32   	-203.46		
-69.27   	 75.18   	-1307.22		102.50   	-213.63		
-68.36   	 69.95   	-1342.82		101.65   	-213.63		
-67.44   	 64.58   	-1353.00		100.79   	-218.72		
-66.53   	 59.17   	-1342.82		 99.92   	-208.54		
-65.61   	 53.79   	-1307.22		 99.08   	-188.20		
-65.31   	 48.57   	-1246.18		 98.33   	-172.94		
-65.31   	 43.58   	-1164.80		 97.64   	-152.59		
-65.61   	 38.92   	-1068.15		 97.03   	-122.07		
-66.83   	 34.65   	-976.60		 96.54   	 -96.64		
-68.66   	 30.74   	-885.04		 96.15   	 -76.30		
-71.41   	 27.20   	-798.57		 95.85   	 -55.95		
-73.85   	 24.01   	-717.19		 95.63   	 -40.69		
-74.77   	 21.14   	-640.89		 95.46   	 -25.43		
-73.55   	 18.58   	-569.68		 95.36   	 -15.26		
-71.11   	 16.30   	-498.47		 95.30   	  -5.09		
-68.97   	 14.30   	-432.35		 95.28   	   0.00		
-68.66   	 12.57   	-361.14		 95.28   	   0.00		
-70.19   	 11.13   	-300.10		 95.28   	  10.17		
-72.02   	  9.93   	-233.98		 95.32   	  15.26		
-72.63   	  8.99   	-172.94		 95.38   	  15.26		
-71.41   	  8.30   	-127.16		 95.44   	  15.26		
-69.89   	  7.79   	 -76.30		 95.50   	  20.35		
-68.66   	  7.49   	 -40.69		 95.58   	  25.43		
-68.36   	  7.32   	 -10.17		 95.69   	  25.43		
-68.36   	  7.28(D)	   5.09		 95.79   	  20.35		
-68.36   	  7.30   	  25.43		 95.87   	  25.43		
-68.36   	  7.41   	  25.43		 95.97   	  25.43		
-68.97   	  7.51   	  35.61		 96.07   	  15.26		
-69.89   	  7.65   	  35.61		 96.13   	  15.26		
-70.19   	  7.79   	  40.69		 96.19   	  10.17		
-69.27   	  7.96   	  50.86		 96.24   	   5.09		
-67.75   	  8.16   	  50.86		 96.26   	   0.00		
-66.83   	  8.36   	  66.12		 96.26   	  -5.09		
-67.14   	  8.63   	  71.21		 96.24   	 -10.17		
-68.66   	  8.91   	  86.47		 96.19   	 -20.35		
-70.80   	  9.26   	  91.56		 96.11   	 -20.35		
-72.33   	  9.62   	 101.73		 96.03   	 -20.35		
-73.24   	 10.03   	 101.73		 95.95   	 -30.52		
-72.63   	 10.44   	 106.82		 95.83   	 -30.52		
-71.11   	 10.86   	  96.64		 95.71   	 -35.61		
-68.97   	 11.25   	  91.56		 95.56   	 -40.69		
-66.53   	 11.62   	  86.47		 95.40   	 -40.69		
-64.70   	 11.96   	  76.30		 95.24   	 -45.78		
-63.78   	 12.27   	  71.21		 95.06   	 -45.78		
-63.17   	 12.55   	  61.04		 94.87   	 -45.78		
-62.56   	 12.80   	  55.95		 94.69   	 -50.86		
-61.34   	 13.02   	  55.95		 94.49   	 -55.95		
-59.51   	 13.25   	  55.95		 94.26   	 -55.95		
-56.76   	 13.47   	  55.95		 94.04   	 -50.86		
-53.71   	 13.69   	  50.86		 93.83   	 -55.95		
-49.74   	 13.90   	  61.04		 93.61   	 -55.95		
-44.86   	 14.14   	  55.95		 93.39   	 -61.04		
-39.06   	 14.36   	  55.95		 93.14   	 -55.95		
-34.18   	 14.59   	  55.95		 92.92   	 -55.95		
-31.74   	 14.81   	  45.78		 92.70   	 -61.04		
-30.82   	 14.99   	  45.78		 92.45   	 -55.95		
-28.69   	 15.18   	  40.69		 92.23   	 -61.04		
-21.97   	 15.34   	  30.52		 91.98   	 -66.12		
 -8.85   	 15.46   	  30.52		 91.72   	 -61.04		
  8.54   	 15.58   	  20.35		 91.47   	 -61.04		
 25.94   	 15.67   	  15.26		 91.23   	 -66.12		
 38.45   	 15.73   	  10.17		 90.97   	 -66.12		
 42.42   	 15.77   	  10.17		 90.70   	 -66.12		
 39.06   	 15.81   	  10.17		 90.44   	 -66.12		
 30.52   	 15.85   	   5.09		 90.17   	 -66.12		
 21.36   	 15.87   	  10.17		 89.91   	 -61.04		
 15.26   	 15.91   	   5.09		 89.66   	 -66.12		
 11.60   	 15.93   	   5.09		 89.40   	 -66.12		
  7.63   	 15.95   	  10.17		 89.13   	 -61.04		
 -0.31   	 15.99   	   5.09		 88.89   	 -66.12		
-14.65   	 16.01   	   5.09		 88.63   	 -61.04		
-33.87   	 16.03   	   5.09		 88.38   	 -61.04		
-54.32   	 16.05   	   0.00		 88.14   	 -55.95		
-71.11   	 16.05   	   0.00		 87.91   	 -61.04		
-81.79   	 16.05   	   0.00		 87.67   	 -61.04		
-86.06   	 16.05   	  -5.09		 87.43   	 -55.95		
-86.36   	 16.03   	 -10.17		 87.20   	 -55.95		
-84.23   	 15.99   	 -10.17		 86.98   	 -61.04		
-81.79   	 15.95   	 -15.26		 86.73   	 -55.95		
-79.65   	 15.89   	 -15.26		 86.51   	 -55.95		
-77.82   	 15.83   	 -15.26		 86.29   	 -61.04		
-76.90   	 15.77   	 -15.26		 86.04   	 -55.95		
-76.29   	 15.71   	 -10.17		 85.82   	 -55.95		
-75.68   	 15.67   	  -5.09		 85.59   	 -55.95		
-75.07   	 15.65   	  -5.09		 85.37   	 -55.95		
-73.85   	 15.63   	   5.09		 85.15   	 -55.95		
-72.33   	 15.65   	   5.09		 84.92   	 -55.95		
-71.72   	 15.67   	   5.09		 84.70   	 -50.86		
-72.33   	 15.69   	  10.17		 84.50   	 -50.86		
-75.07   	 15.73   	   5.09		 84.29   	 -45.78		
-81.79   	 15.75   	  -5.09		 84.11   	 -50.86		
-94.30   	 15.73   	  -5.09		 83.91   	 -45.78		
-113.53   	 15.71   	 -20.35		 83.72   	 -45.78		
-136.72   	 15.63   	 -20.35		 83.54   	 -40.69		
-159.91   	 15.54   	 -35.61		 83.38   	 -45.78		
-175.78   	 15.40   	 -30.52		 83.19   	 -45.78		
-176.70   	 15.28   	 -35.61		 83.01   	 -45.78		
-152.59   	 15.14   	 -30.52		 82.83   	 -45.78		
-90.03   	 15.02   	 -25.43		 82.64   	 -45.78		
 21.97   	 14.91   	 -15.26		 82.46   	 -50.86		
185.85   	 14.85   	  -5.09		 82.26   	 -45.78		
383.91   	 14.83   	   5.09		 82.07   	 -50.86		
569.76   	 14.85(E)	  20.35		 81.87   	 -50.86		
676.88(R)	 14.93   	  30.52		 81.67   	 -50.86		
655.82   	 15.06   	  40.69		 81.46   	 -55.95		
509.95   	 15.22   	  50.86		 81.24   	 -50.86		
304.57   	 15.42   	  66.12		 81.04   	 -50.86		
135.80   	 15.69   	  81.38		 80.83   	 -50.86		
 69.27   	 16.01   	  96.64		 80.63   	 -55.95		
 98.88   	 16.40   	 122.07		 80.41   	 -50.86		
162.35   	 16.89   	 147.51		 80.20   	 -50.86		
192.87   	 17.48   	 188.20		 80.00   	 -50.86		
162.66   	 18.23   	 239.06		 79.80   	 -50.86		
 90.03   	 19.19   	 305.19		 79.59   	 -50.86		
 11.60   	 20.41   	 376.40		 79.39   	 -45.78		
-43.64   	 21.91   	 462.87		 79.21   	 -50.86		
-65.31   	 23.76   	 554.42		 79.00   	 -50.86		
-58.90   	 25.98   	 645.98		 78.80   	 -50.86		
-39.06   	 28.57   	 737.54		 78.60   	 -50.86		
-20.75   	 31.52   	 813.83		 78.39   	 -55.95		
-14.65   	 34.77   	 885.04		 78.17   	 -50.86		
-19.23   	 38.31   	 930.82		 77.97   	 -55.95		
-26.25   	 42.03   	 981.68		 77.74   	 -61.04		
-27.77   	 45.96   	1022.38		 77.50   	 -55.95		
-23.80   	 50.05   	1068.15		 77.27   	 -61.04		
-18.31   	 54.32   	1113.93		 77.03   	 -66.12		
-15.56   	 58.78   	1149.54		 76.76   	 -61.04		
-15.26   	 63.38   	1180.06		 76.52   	 -61.04		
-14.34   	 68.10   	1190.23		 76.28   	 -61.04		
-11.90   	 72.86   	1169.88		 76.03   	 -55.95		
 -7.93   	 77.54   	1124.11		 75.81   	 -40.69		
 -3.05   	 82.03   	1068.15		 75.65   	 -30.52		
  2.75   	 86.31   	 986.77		 75.52   	 -15.26		
  8.85   	 90.25   	 905.39		 75.46(D)	  10.17		
 15.56   	 93.88   	 829.09		 75.50   	  35.61		
 21.67   	 97.19   	 752.79		 75.65   	  66.12		
 28.38   	100.20   	 701.93		 75.91   	 101.73		
 35.40   	103.01   	 666.32		 76.32   	 132.25		
 43.33   	105.68   	 645.98		 76.85   	 167.85		
 50.96   	108.26   	 640.89		 77.52   	 198.37		
 57.68   	110.82   	 645.98		 78.31   	 228.89		
 62.87   	113.41   	 651.07		 79.23   	 259.41		
 67.14   	116.01   	 651.07		 80.26   	 274.67		
 72.02   	118.62   	 640.89		 81.36   	 295.01		
 79.35   	121.18   	 615.46		 82.54   	 300.10		
 90.03   	123.64   	 569.68		 83.74   	 305.19		
104.06   	125.92   	 508.65		 84.96   	 300.10		
119.63   	127.95   	 442.52		 86.16   	 300.10		
134.28   	129.72   	 366.22		 87.36   	 279.75		
147.09   	131.19   	 295.01		 88.48   	 269.58		
158.39   	132.37   	 228.89		 89.56   	 254.32		End----------
169.68   	133.29   	 178.03		 90.58   	 233.98		
182.19   	134.00   	 142.42		 91.52   	 213.63		
196.23   	134.57   	 122.07		 92.37   	 193.29		
210.57   	135.06   	 116.99		 93.14   	 178.03		
224.30   	135.52   	 127.16		 93.86   	 167.85		
235.90   	136.03   	 147.51		 94.53   	 152.59		
244.75   	136.62   	 157.68		 95.14   	 152.59		
249.63   	137.25   	 167.85		 95.75   	 142.42		
249.02   	137.92   	 162.77		 96.32   	 142.42		
241.70   	138.58   	 142.42		 96.89   	 137.33		
227.36   	139.14   	 106.82		 97.44   	 137.33		
208.44   	139.57   	  61.04		 97.99   	 132.25		
186.77   	139.82   	   0.00		 98.51   	 132.25		
164.79   	139.82   	 -66.12		 99.04   	 122.07		
142.82   	139.55   	-137.33		 99.53   	 116.99		
120.85   	139.00   	-198.37		100.00   	 106.82		
 98.27   	138.21   	-269.58		100.43   	  91.56		
 75.99   	137.13   	-320.45		100.79   	  81.38		
 54.32   	135.85   	-366.22		101.12   	  55.95		
 33.87   	134.38   	-396.74		101.34   	  40.69		
 15.56   	132.80   	-417.09		101.51   	  15.26		
 -0.31   	131.13   	-412.00		101.57   	  -5.09		
-14.34   	129.48   	-391.66		101.55   	 -25.43		
-26.86   	127.91   	-361.14		101.44   	 -40.69		
-38.45   	126.47   	-320.45		101.28   	 -55.95		
-48.52   	125.19   	-274.67		101.06   	 -61.04		
-56.46   	124.09   	-228.89		100.81   	 -55.95		
-61.95   	123.17   	-188.20		100.59   	 -50.86		
-66.53   	122.42   	-162.77		100.39   	 -40.69		
-70.80   	121.77   	-172.94		100.22   	 -25.43		
-75.07   	121.08   	-193.29		100.12   	 -20.35		
-77.82   	120.30   	-249.24		100.04   	 -15.26		
-78.74   	119.31   	-315.36		 99.98   	  -5.09		
-78.43   	118.05   	-391.66		 99.96   	 -10.17		
-78.13   	116.48   	-467.95		 99.92   	 -10.17		
-78.13   	114.61   	-528.99		 99.88   	 -15.26		
-78.74   	112.49   	-574.77		 99.82   	 -20.35		
-79.04   	110.19   	-610.37		 99.74   	 -30.52		
-78.74   	107.75   	-635.81		 99.61   	 -35.61		
-78.74   	105.21   	-661.24		 99.47   	 -45.78		
-79.65   	102.56   	-681.58		 99.29   	 -50.86		
-81.48   	 99.84   	-707.02		 99.08   	 -55.95		
-83.01   	 97.01   	-727.36		 98.86   	 -66.12		
-83.31   	 94.10   	-768.05		 98.60   	 -71.21		
-82.40   	 91.03   	-818.92		 98.31   	 -86.47		
-80.87   	 87.75   	-895.22		 97.97   	-106.82		
-79.96   	 84.17   	-996.94		 97.54   	-116.99		
-80.26   	 80.18   	-1103.76		 97.07   	-142.42		
-81.48   	 75.77   	-1220.75		 96.50   	-162.77		
-81.79   	 70.88   	-1317.39		 95.85   	-178.03		
-81.18   	 65.62   	-1398.77		 95.14   	-188.20		
-79.65   	 60.02   	-1444.55		 94.38   	-198.37		
-77.82   	 54.24   	-1444.55		 93.59   	-203.46		
-75.68   	 48.46   	-1408.95		 92.78   	-193.29		
-73.24   	 42.83   	-1327.56		 92.00   	-178.03		
-70.80   	 37.52   	-1215.66		 91.29   	-162.77		
-69.58   	 32.66   	-1078.33		 90.64   	-147.51		
-69.89   	 28.34   	-930.82		 90.05   	-116.99		
-72.02   	 24.62   	-798.57		 89.58   	-101.73		
-74.16   	 21.42   	-671.41		 89.18   	 -81.38		
-75.38   	 18.74   	-559.51		 88.85   	 -61.04		
-75.68   	 16.50   	-473.04		 88.61   	 -45.78		
-75.38   	 14.61   	-406.92		 88.42   	 -35.61		
-74.77   	 12.98   	-356.05		 88.28   	 -25.43		
-73.24   	 11.56   	-315.36		 88.18   	 -15.26		
-70.19   	 10.29   	-284.84		 88.12   	  -5.09		
-66.83   	  9.16   	-259.41		 88.10   	   5.09		
-64.70   	  8.12   	-228.89		 88.12   	  15.26		
-64.09   	  7.20   	-193.29		 88.18   	  20.35		
-65.31   	  6.43   	-157.68		 88.26   	  30.52		
-67.14   	  5.80   	-116.99		 88.38   	  40.69		
-68.05   	  5.33   	 -66.12		 88.54   	  45.78		
-68.36   	  5.07   	 -25.43		 88.73   	  55.95		
-68.36   	  4.96   	  15.26		 88.95   	  55.95		
-68.05   	  5.03   	  40.69		 89.18   	  61.04		
-67.75   	  5.19   	  66.12		 89.42   	  55.95		
-66.83   	  5.45   	  81.38		 89.64   	  61.04		
-65.92   	  5.78   	  81.38		 89.89   	  50.86		
-65.61   	  6.10   	  86.47		 90.09   	  50.86		
-66.22   	  6.45   	  81.38		 90.29   	  40.69		
-68.05   	  6.78   	  81.38		 90.46   	  35.61		
-70.19   	  7.10   	  81.38		 90.60   	  25.43		
-71.72   	  7.43   	  86.47		 90.70   	  20.35		
-72.63   	  7.77   	  96.64		 90.78   	  10.17		
-72.63   	  8.16   	  96.64		 90.82   	   5.09		
-72.33   	  8.55   	 106.82		 90.84   	  -5.09		
-72.33   	  8.97   	 116.99		 90.82   	  -5.09		
-72.33   	  9.44   	 116.99		 90.80   	 -15.26		
-72.33   	  9.91   	 127.16		 90.74   	 -20.35		
-72.33   	 10.42   	 127.16		 90.66   	 -30.52		
-72.02   	 10.93   	 132.25		 90.54   	 -25.43		
-71.41   	 11.45   	 127.16		 90.44   	 -35.61		
-71.11   	 11.96   	 127.16		 90.29   	 -35.61		
-70.80   	 12.47   	 116.99		 90.15   	 -40.69		
-70.80   	 12.94   	 116.99		 89.99   	 -40.69		
-70.19   	 13.41   	 106.82		 89.83   	 -40.69		
-68.05   	 13.84   	  96.64		 89.66   	 -45.78		
-64.39   	 14.22   	  91.56		 89.48   	 -40.69		
-60.12   	 14.59   	  86.47		 89.32   	 -45.78		
-56.76   	 14.93   	  76.30		 89.13   	 -40.69		
-54.02   	 15.24   	  66.12		 88.97   	 -45.78		
-51.88   	 15.50   	  55.95		 88.79   	 -45.78		
-49.13   	 15.73   	  55.95		 88.61   	 -50.86		
-45.17   	 15.95   	  45.78		 88.40   	 -45.78		
-40.59   	 16.13   	  40.69		 88.22   	 -50.86		
-36.93   	 16.30   	  35.61		 88.02   	 -55.95		
-34.18   	 16.44   	  25.43		 87.79   	 -55.95		
-30.21   	 16.54   	  25.43		 87.57   	 -55.95		
-22.89   	 16.64   	  25.43		 87.34   	 -55.95		
-11.29   	 16.74   	  20.35		 87.12   	 -61.04		
  3.97   	 16.83   	  15.26		 86.88   	 -55.95		
 19.23   	 16.89   	  20.35		 86.65   	 -61.04		
 30.82   	 16.97   	  15.26		 86.41   	 -61.04		
 36.01   	 17.03   	  15.26		 86.16   	 -55.95		
 34.48   	 17.09   	  15.26		 85.94   	 -61.04		
 27.16   	 17.15   	  15.26		 85.70   	 -50.86		
 17.70   	 17.21   	  15.26		 85.49   	 -55.95		
  9.46   	 17.27   	  15.26		 85.27   	 -50.86		
  3.66   	 17.33   	  10.17		 85.07   	 -50.86		
 -1.22   	 17.38   	   5.09		 84.86   	 -50.86		
 -8.54   	 17.40   	  10.17		 84.66   	 -45.78		
-20.75   	 17.44   	   5.09		 84.48   	 -45.78		
-37.54   	 17.46   	   0.00		 84.29   	 -40.69		
-56.15   	 17.46   	   5.09		 84.13   	 -40.69		
-72.63   	 17.48   	   0.00		 83.97   	 -45.78		
-83.62   	 17.48   	   0.00		 83.78   	 -40.69		
-88.20   	 17.48   	   5.09		 83.62   	 -40.69		
-88.50   	 17.50   	   0.00		 83.46   	 -35.61		
-86.06   	 17.50   	   5.09		 83.32   	 -40.69		
-83.62   	 17.52   	   5.09		 83.15   	 -40.69		
-82.09   	 17.54   	   5.09		 82.99   	 -40.69		
-80.87   	 17.56   	   5.09		 82.83   	 -35.61		
-79.35   	 17.58   	  10.17		 82.69   	 -40.69		
-76.90   	 17.62   	  15.26		 82.52   	 -40.69		
-74.77   	 17.68   	  15.26		 82.36   	 -35.61		
-73.55   	 17.74   	  20.35		 82.22   	 -35.61		
-74.16   	 17.82   	  15.26		 82.07   	 -35.61		
-75.68   	 17.88   	  20.35		 81.93   	 -35.61		
-77.21   	 17.97   	  20.35		 81.79   	 -35.61		
-77.21   	 18.05   	  20.35		 81.65   	 -35.61		
-77.51   	 18.13   	  15.26		 81.51   	 -30.52		
-82.09   	 18.19   	  15.26		 81.38   	 -30.52		
-95.21   	 18.25   	   5.09		 81.26   	 -30.52		
-116.27   	 18.27   	  10.17		 81.14   	 -25.43		
-141.30   	 18.31   	   0.00		 81.04   	 -30.52		
-162.96   	 18.31   	   5.09		 80.92   	 -30.52		
-173.34   	 18.33   	   0.00		 80.79   	 -30.52		
-165.10   	 18.33   	   5.09		 80.67   	 -30.52		
-127.26   	 18.35   	  10.17		 80.55   	 -30.52		
-46.08   	 18.39   	  10.17		 80.43   	 -35.61		
 86.67   	 18.43   	  20.35		 80.28   	 -35.61		
266.42   	 18.51   	  20.35		 80.14   	 -35.61		
465.39   	 18.60   	  30.52		 80.00   	 -40.69		
627.14   	 18.72   	  35.61		 79.84   	 -40.69		
689.09(R)	 18.86   	  45.78		 79.67   	 -40.69		
619.81   	 19.04   	  55.95		 79.51   	 -45.78		
446.47   	 19.27   	  66.12		 79.33   	 -45.78		
249.63   	 19.53   	  81.38		 79.15   	 -40.69		
118.71   	 19.86   	  96.64		 78.98   	 -45.78		
 92.77   	 20.24   	 122.07		 78.80   	 -45.78		
141.60   	 20.73   	 147.51		 78.62   	 -45.78		
195.31   	 21.32   	 178.03		 78.43   	 -40.69		
201.11   	 22.03   	 228.89		 78.27   	 -45.78		
150.76   	 22.95   	 284.84		 78.09   	 -40.69		
 71.11   	 24.09   	 350.97		 77.92   	 -40.69		
 -2.44   	 25.49   	 432.35		 77.76   	 -40.69		
-49.13   	 27.22   	 523.90		 77.60   	 -45.78		
-65.31   	 29.32   	 615.46		 77.42   	 -40.69		
-57.98   	 31.78   	 707.02		 77.25   	 -40.69		
-40.28   	 34.61   	 798.57		 77.09   	 -40.69		
-25.94   	 37.80   	 879.96		 76.93   	 -45.78		
-23.19   	 41.32   	 961.34		 76.74   	 -45.78		
-29.91   	 45.17   	1047.81		 76.56   	 -45.78		
-37.23   	 49.36   	1124.11		 76.38   	 -45.78		
-38.45   	 53.86   	1200.40		 76.20   	 -50.86		
-33.26   	 58.66   	1256.35		 75.99   	 -45.78		
-26.55   	 63.68   	1281.79		 75.81   	 -45.78		
-22.28   	 68.81   	1286.87		 75.63   	 -45.78		
-20.14   	 73.96   	1251.27		 75.44   	 -35.61		
-18.62   	 78.96   	1180.06		 75.30   	 -30.52		
-16.17   	 83.68   	1098.67		 75.18   	 -15.26		
-13.43   	 88.08   	 996.94		 75.12   	   5.09		
-10.07   	 92.06   	 900.30		 75.14   	  20.35		
 -6.71   	 95.67   	 818.92		 75.22   	  50.86		
 -3.36   	 98.94   	 752.79		 75.42   	  76.30		
  0.61   	101.95   	 707.02		 75.73   	 111.90		
  5.19   	104.78   	 681.58		 76.17   	 142.42		
 11.29   	107.51   	 681.58		 76.74   	 172.94		
 18.62   	110.23   	 676.50		 77.44   	 203.46		
 26.25   	112.94   	 686.67		 78.25   	 233.98		
 34.18   	115.69   	 686.67		 79.19   	 259.41		
 41.20   	118.43   	 681.58		 80.22   	 274.67		
 47.61   	121.16   	 656.15		 81.32   	 284.84		
 54.02   	123.78   	 625.63		 82.46   	 295.01		
 61.04   	126.29   	 569.68		 83.64   	 300.10		
 69.27   	128.57   	 513.73		 84.84   	 295.01		
 79.35   	130.62   	 437.43		 86.02   	 284.84		
 90.03   	132.37   	 371.31		 87.16   	 279.75		
100.40   	133.86   	 305.19		 88.28   	 259.41		
109.86   	135.08   	 244.15		 89.32   	 244.15		
119.02   	136.05   	 198.37		 90.29   	 223.80		
128.78   	136.85   	 172.94		 91.19   	 208.54		
140.08   	137.54   	 167.85		 92.02   	 193.29		
153.20   	138.21   	 172.94		 92.80   	 183.11		
166.93   	138.90   	 188.20		 93.53   	 178.03		
180.05   	139.65   	 218.72		 94.24   	 167.85		
191.04   	140.53   	 239.06		 94.91   	 172.94		
199.58   	141.48   	 259.41		 95.60   	 172.94		
204.77   	142.52   	 264.50		 96.30   	 172.94		
206.60   	143.58   	 249.24		 96.99   	 183.11		
204.16   	144.58   	 208.54		 97.72   	 178.03		
196.84   	145.41   	 137.33		 98.43   	 178.03		
184.63   	145.96   	  45.78		 99.15   	 167.85		
169.07   	146.14   	 -55.95		 99.82   	 152.59		
151.06   	145.92   	-157.68		100.43   	 142.42		
131.84   	145.29   	-244.15		101.00   	 116.99		
112.92   	144.31   	-310.27		101.46   	  96.64		
 94.30   	143.07   	-350.97		101.85   	  71.21		
 76.60   	141.67   	-366.22		102.14   	  50.86		
 58.90   	140.20   	-361.14		102.34   	  30.52		
 41.50   	138.76   	-340.79		102.46   	  15.26		
 24.11   	137.40   	-315.36		102.52   	  -5.09		
  7.32   	136.13   	-279.75		102.50   	 -10.17		
 -8.24   	135.01   	-254.32		102.46   	 -20.35		
-21.97   	134.00   	-233.98		102.38   	 -20.35		
-34.18   	133.06   	-213.63		102.30   	 -20.35		
-44.56   	132.21   	-208.54		102.22   	 -10.17		
-53.41   	131.37   	-198.37		102.18   	  -5.09		
-60.73   	130.58   	-198.37		102.16   	  15.26		
-66.53   	129.79   	-203.46		102.22   	  25.43		
-70.50   	128.97   	-223.80		102.32   	  35.61		
-73.55   	128.08   	-264.50		102.46   	  40.69		
-76.29   	127.02   	-305.19		102.62   	  40.69		
-79.04   	125.80   	-361.14		102.79   	  35.61		
-81.18   	124.35   	-401.83		102.93   	  35.61		
-82.40   	122.75   	-442.52		103.07   	  20.35		
-83.01   	120.98   	-462.87		103.15   	  10.17		
-83.01   	119.12   	-473.04		103.19   	   5.09		
-83.31   	117.23   	-488.30		103.21   	 -10.17		
-83.62   	115.28   	-503.56		103.17   	 -20.35		
-83.92   	113.27   	-528.99		103.09   	 -35.61		
