  I     	  LV     	  LV'		  AO     	  AO'		
-59.51   	 17.74   	  71.21		101.85   	 -55.95		
-59.20   	 18.03   	  61.04		101.63   	 -55.95		
-58.90   	 18.27   	  55.95		101.40   	 -50.86		
-59.20   	 18.49   	  40.69		101.20   	 -55.95		
-59.20   	 18.66   	  40.69		100.98   	 -55.95		
-57.07   	 18.82   	  35.61		100.75   	 -55.95		
-51.57   	 18.96   	  30.52		100.53   	 -50.86		
-42.72   	 19.08   	  35.61		100.33   	 -55.95		
-32.04   	 19.23   	  30.52		100.10   	 -55.95		
-22.89   	 19.35   	  35.61		 99.88   	 -55.95		
-17.09   	 19.49   	  35.61		 99.65   	 -50.86		
-15.26   	 19.63   	  40.69		 99.45   	 -61.04		
-14.34   	 19.80   	  35.61		 99.21   	 -55.95		
-11.90   	 19.94   	  35.61		 98.98   	 -61.04		
 -6.10   	 20.08   	  30.52		 98.74   	 -61.04		
  2.14   	 20.20   	  25.43		 98.49   	 -61.04		
 10.38   	 20.31   	  25.43		 98.25   	 -61.04		
 15.56   	 20.41   	  15.26		 98.01   	 -61.04		
 16.17   	 20.47   	  15.26		 97.76   	 -66.12		
 14.95   	 20.53   	  15.26		 97.50   	 -66.12		
 14.34   	 20.59   	   5.09		 97.23   	 -66.12		
 16.78   	 20.61   	  10.17		 96.97   	 -61.04		
 21.67   	 20.65   	   5.09		 96.72   	 -66.12		
 24.72   	 20.67   	   5.09		 96.46   	 -66.12		
 21.97   	 20.69   	  10.17		 96.19   	 -61.04		
 10.99   	 20.73   	  10.17		 95.95   	 -61.04		
 -7.32   	 20.77   	  15.26		 95.71   	 -61.04		
-29.30   	 20.83   	  15.26		 95.46   	 -61.04		
-50.96   	 20.90   	  25.43		 95.22   	 -61.04		
-67.75   	 21.00   	  25.43		 94.97   	 -61.04		
-77.51   	 21.10   	  30.52		 94.73   	 -61.04		
-80.26   	 21.22   	  35.61		 94.49   	 -61.04		
-79.04   	 21.36   	  40.69		 94.24   	 -61.04		
-76.90   	 21.53   	  40.69		 94.00   	 -61.04		
-75.99   	 21.69   	  45.78		 93.75   	 -61.04		
-75.99   	 21.87   	  45.78		 93.51   	 -61.04		
-75.68   	 22.05   	  50.86		 93.27   	 -61.04		
-74.16   	 22.26   	  50.86		 93.02   	 -61.04		
-71.41   	 22.46   	  55.95		 92.78   	 -61.04		
-69.27   	 22.69   	  61.04		 92.53   	 -55.95		
-68.36   	 22.93   	  71.21		 92.31   	 -61.04		
-68.36   	 23.21   	  76.30		 92.06   	 -55.95		
-68.36   	 23.52   	  86.47		 91.84   	 -61.04		
-67.75   	 23.87   	 101.73		 91.60   	 -50.86		
-67.14   	 24.27   	 111.90		 91.39   	 -55.95		
-68.66   	 24.72   	 116.99		 91.17   	 -55.95		
-75.07   	 25.19   	 132.25		 90.95   	 -50.86		
-87.89   	 25.72   	 137.33		 90.74   	 -50.86		
-106.51   	 26.27   	 142.42		 90.54   	 -50.86		
-127.87   	 26.84   	 137.33		 90.34   	 -45.78		
-147.09   	 27.39   	 132.25		 90.15   	 -50.86		
-156.86   	 27.91   	 122.07		 89.95   	 -50.86		
-147.40   	 28.40   	 101.73		 89.75   	 -45.78		
-104.37   	 28.81   	  81.38		 89.56   	 -50.86		
-11.60   	 29.14   	  61.04		 89.36   	 -45.78		
138.55   	 29.38   	  35.61		 89.18   	 -50.86		
339.66   	 29.52   	  10.17		 88.97   	 -50.86		
559.69   	 29.56   	  -5.09		 88.77   	 -55.95		
739.44   	 29.54   	 -25.43		 88.54   	 -50.86		
816.65(R)	 29.44   	 -35.61		 88.34   	 -55.95		
761.72   	 29.30   	 -35.61		 88.12   	 -61.04		
604.86   	 29.16   	 -25.43		 87.87   	 -55.95		
424.19   	 29.05(E)	 -10.17		 87.65   	 -61.04		
302.12   	 29.01   	  20.35		 87.41   	 -66.12		
269.47   	 29.09   	  66.12		 87.14   	 -61.04		
292.36   	 29.36   	 122.07		 86.90   	 -66.12		
308.23   	 29.85   	 198.37		 86.63   	 -61.04		
274.96   	 30.64   	 279.75		 86.39   	 -66.12		
193.79   	 31.76   	 386.57		 86.12   	 -61.04		
 93.99   	 33.31   	 493.39		 85.88   	 -61.04		
  7.32   	 35.28   	 615.46		 85.64   	 -55.95		
-49.13   	 37.74   	 732.45		 85.41   	 -55.95		
-73.85   	 40.67   	 839.26		 85.19   	 -50.86		
-72.63   	 44.03   	 951.17		 84.98   	 -45.78		
-57.07   	 47.83   	1057.98		 84.80   	 -50.86		
-41.81   	 52.06   	1174.97		 84.60   	 -40.69		
-36.93   	 56.76   	1281.79		 84.44   	 -45.78		
-42.72   	 61.89   	1383.51		 84.25   	 -35.61		
-50.96   	 67.43   	1454.72		 84.11   	 -40.69		
-54.02   	 73.24   	1490.33		 83.95   	 -30.52		
-50.96   	 79.21   	1475.07		 83.82   	 -30.52		
-45.17   	 85.11   	1419.12		 83.70   	 -15.26		
-40.59   	 90.78   	1307.22		 83.64   	 -10.17		
-38.15   	 96.01   	1174.97		 83.60(D)	   5.09		
-36.32   	100.71   	1022.38		 83.62   	  20.35		
-33.57   	104.80   	 879.96		 83.70   	  45.78		
-29.60   	108.32   	 752.79		 83.89   	  71.21		
-25.33   	111.33   	 656.15		 84.17   	 101.73		
-20.75   	113.96   	 610.37		 84.58   	 127.16		
-16.48   	116.40   	 590.03		 85.09   	 152.59		
-13.12   	118.76   	 615.46		 85.70   	 188.20		
-10.07   	121.22   	 656.15		 86.45   	 213.63		
 -6.41   	123.84   	 701.93		 87.30   	 239.06		
 -2.44   	126.65   	 737.54		 88.26   	 254.32		
  2.44   	129.60   	 752.79		 89.28   	 274.67		
  7.32   	132.61   	 732.45		 90.38   	 279.75		
 12.51   	135.54   	 681.58		 91.50   	 284.84		
 18.01   	138.27   	 615.46		 92.63   	 284.84		
 23.80   	140.73   	 528.99		 93.77   	 279.75		
 30.52   	142.85   	 447.61		 94.89   	 274.67		
 38.15   	144.64   	 371.31		 95.99   	 259.41		
 46.39   	146.12   	 300.10		 97.03   	 244.15		
 55.24   	147.32   	 249.24		 98.01   	 228.89		
 64.09   	148.32   	 223.80		 98.92   	 218.72		
 72.94   	149.22   	 208.54		 99.80   	 203.46		
 82.09   	150.05   	 218.72		100.61   	 193.29		
 91.55   	150.93   	 239.06		101.38   	 183.11		
101.62   	151.88   	 269.58		102.12   	 188.20		
112.00   	152.96   	 295.01		102.87   	 183.11		
122.99   	154.14   	 320.45		103.60   	 188.20		
133.97   	155.42   	 330.62		104.35   	 198.37		
143.74   	156.74   	 320.45		105.15   	 198.37		
151.37   	158.03   	 284.84		105.94   	 203.46		
156.25   	159.17   	 223.80		106.75   	 198.37		
157.47   	160.06   	 142.42		107.55   	 193.29		
155.03   	160.63   	  45.78		108.32   	 178.03		
148.62   	160.81(S)	 -50.86		109.03   	 162.77		
139.47   	160.61   	-142.42		109.68   	 147.51		
127.87   	160.04   	-223.80		110.27   	 127.16		
115.05   	159.14   	-274.67		110.78   	 106.82		
101.62   	158.05   	-310.27		111.21   	  86.47		
 87.28   	156.81   	-315.36		111.56   	  66.12		
 72.33   	155.54   	-295.01		111.82   	  50.86		
 56.15   	154.36   	-264.50		112.02   	  30.52		
 39.98   	153.31   	-218.72		112.15   	  20.35		
 24.72   	152.43   	-178.03		112.23   	  15.26		
 10.99   	151.72   	-147.51		112.29   	  10.17		
 -1.22   	151.13   	-127.16		112.33   	  10.17		
-11.90   	150.62   	-122.07		112.37   	  15.26		
-21.67   	150.13   	-142.42		112.43   	  15.26		
-31.13   	149.56   	-162.77		112.49   	  20.35		
-40.28   	148.91   	-193.29		112.57   	  30.52		
-48.83   	148.14   	-218.72		112.70   	  40.69		
-56.46   	147.26   	-239.06		112.86   	  50.86		
-62.56   	146.31   	-269.58		113.06   	  66.12		
-67.14   	145.23   	-295.01		113.33   	  71.21		
-69.89   	144.05   	-335.71		113.61   	  76.30		
-72.02   	142.71   	-376.40		113.92   	  81.38		
-74.16   	141.20   	-406.92		114.24   	  76.30		
-75.99   	139.57   	-447.61		114.55   	  66.12		
-77.82   	137.78   	-462.87		114.81   	  61.04		
-79.04   	135.93   	-467.95		115.06   	  50.86		
-78.74   	134.06   	-467.95		115.26   	  45.78		
-78.13   	132.19   	-452.69		115.44   	  30.52		
-77.21   	130.38   	-432.35		115.56   	  30.52		
-76.90   	128.65   	-412.00		115.69   	  25.43		
-76.60   	127.00   	-417.09		115.79   	  20.35		
-76.29   	125.33   	-437.43		115.87   	  25.43		
-75.68   	123.58   	-483.21		115.97   	  20.35		
-75.07   	121.65   	-554.42		116.05   	  10.17		
-73.85   	119.43   	-645.98		116.09   	   5.09		
-72.63   	116.85   	-742.62		116.11(S)	 -10.17		
-70.80   	113.88   	-844.35		116.07   	 -30.52		
-68.97   	110.50   	-951.17		115.95   	 -61.04		
-66.83   	106.69   	-1063.07		115.71   	 -96.64		
-65.31   	102.44   	-1164.80		115.32   	-132.25		
-64.39   	 97.78   	-1266.53		114.79   	-162.77		
-64.39   	 92.72   	-1358.08		114.14   	-198.37		
-64.39   	 87.28   	-1424.21		113.35   	-223.80		
-63.78   	 81.59   	-1464.90		112.45   	-244.15		
-63.17   	 75.73   	-1464.90		111.47   	-259.41		
-62.87   	 69.87   	-1434.38		110.44   	-259.41		
-62.56   	 64.13   	-1368.26		109.40   	-254.32		
-62.56   	 58.66   	-1276.70		108.38   	-244.15		
-63.48   	 53.55   	-1185.14		107.41   	-218.72		
-64.39   	 48.81   	-1083.41		106.53   	-203.46		
-65.92   	 44.48   	-996.94		105.72   	-172.94		
-67.14   	 40.49   	-920.65		105.03   	-147.51		
-68.36   	 36.81   	-844.35		104.43   	-127.16		
-69.27   	 33.43   	-773.14		103.93   	-101.73		
-69.89   	 30.34   	-701.93		103.52   	 -81.38		
-70.19   	 27.53   	-620.55		103.19   	 -61.04		
-69.58   	 25.05   	-539.16		102.95   	 -45.78		
-68.97   	 22.89   	-452.69		102.77   	 -25.43		
-68.05   	 21.08   	-371.31		102.66   	 -20.35		
-68.05   	 19.59   	-295.01		102.58   	 -10.17		
-68.66   	 18.41   	-223.80		102.54   	   0.00		
-69.58   	 17.52   	-162.77		102.54   	   5.09		
-69.58   	 16.87   	-122.07		102.56   	  10.17		
-68.97   	 16.38   	 -86.47		102.60   	  10.17		
-68.36   	 16.03   	 -66.12		102.64   	  15.26		
-68.36   	 15.77   	 -61.04		102.71   	   5.09		
-68.97   	 15.52   	 -55.95		102.73   	  10.17		
-69.89   	 15.30   	 -61.04		102.77   	   5.09		
-69.89   	 15.06   	 -66.12		102.79   	   0.00		
-68.97   	 14.79   	 -66.12		102.79   	   0.00		
-68.36   	 14.53   	 -66.12		102.79   	 -10.17		
-67.75   	 14.26   	 -61.04		102.75   	 -10.17		
-67.75   	 14.02   	 -50.86		102.71   	 -15.26		
-67.44   	 13.81   	 -35.61		102.64   	 -20.35		
-67.14   	 13.67   	 -15.26		102.56   	 -25.43		
-66.53   	 13.61(D)	  10.17		102.46   	 -25.43		
-65.92   	 13.65   	  30.52		102.36   	 -30.52		
-65.00   	 13.77   	  50.86		102.24   	 -35.61		
-64.39   	 13.98   	  71.21		102.10   	 -35.61		
-63.48   	 14.26   	  81.38		101.95   	 -40.69		
-62.26   	 14.59   	  91.56		101.79   	 -40.69		
-61.04   	 14.95   	  96.64		101.63   	 -45.78		
-59.81   	 15.34   	  96.64		101.44   	 -50.86		
-59.20   	 15.73   	  86.47		101.24   	 -50.86		
-58.90   	 16.07   	  86.47		101.04   	 -50.86		
-58.90   	 16.42   	  71.21		100.83   	 -50.86		
-58.90   	 16.70   	  66.12		100.63   	 -55.95		
-58.59   	 16.97   	  55.95		100.41   	 -50.86		
-57.68   	 17.19   	  45.78		100.20   	 -55.95		
-57.07   	 17.38   	  40.69		 99.98   	 -55.95		
-56.15   	 17.54   	  35.61		 99.76   	 -55.95		
-55.24   	 17.68   	  25.43		 99.53   	 -61.04		
-52.49   	 17.78   	  25.43		 99.29   	 -55.95		
-47.00   	 17.88   	  25.43		 99.06   	 -55.95		
-38.15   	 17.99   	  20.35		 98.84   	 -55.95		
-27.77   	 18.07   	  25.43		 98.62   	 -61.04		
-19.23   	 18.17   	  20.35		 98.37   	 -55.95		
-14.65   	 18.25   	  25.43		 98.15   	 -61.04		
-14.34   	 18.35   	  25.43		 97.90   	 -55.95		
-14.95   	 18.45   	  30.52		 97.68   	 -61.04		
-13.12   	 18.58   	  30.52		 97.44   	 -61.04		
 -7.32   	 18.70   	  30.52		 97.19   	 -61.04		
  1.53   	 18.82   	  30.52		 96.95   	 -61.04		
 11.60   	 18.94   	  30.52		 96.70   	 -61.04		
 19.23   	 19.06   	  25.43		 96.46   	 -66.12		
 23.80   	 19.17   	  20.35		 96.19   	 -61.04		
 26.25   	 19.25   	  20.35		 95.95   	 -61.04		
 27.47   	 19.33   	  15.26		 95.71   	 -66.12		
 28.08   	 19.39   	  10.17		 95.44   	 -61.04		
 28.38   	 19.43   	  10.17		 95.20   	 -66.12		
 26.55   	 19.47   	   5.09		 94.93   	 -61.04		
 20.75   	 19.49   	   5.09		 94.69   	 -66.12		
 10.38   	 19.51   	  10.17		 94.42   	 -61.04		
 -5.49   	 19.55   	  10.17		 94.18   	 -61.04		
-24.72   	 19.59   	  20.35		 93.94   	 -61.04		
-45.17   	 19.67   	  20.35		 93.69   	 -61.04		
-62.26   	 19.76   	  25.43		 93.45   	 -61.04		
-73.24   	 19.86   	  30.52		 93.20   	 -61.04		
-77.51   	 19.98   	  35.61		 92.96   	 -61.04		
-76.90   	 20.12   	  40.69		 92.72   	 -61.04		
-74.77   	 20.28   	  35.61		 92.47   	 -61.04		
-73.24   	 20.43   	  40.69		 92.23   	 -61.04		
-72.33   	 20.59   	  40.69		 91.98   	 -61.04		
-71.72   	 20.75   	  35.61		 91.74   	 -61.04		
-70.19   	 20.90   	  35.61		 91.50   	 -61.04		
-68.36   	 21.04   	  35.61		 91.25   	 -66.12		
-66.83   	 21.18   	  35.61		 90.99   	 -61.04		
-65.61   	 21.32   	  35.61		 90.74   	 -55.95		
-65.00   	 21.46   	  45.78		 90.52   	 -61.04		
-64.70   	 21.65   	  55.95		 90.27   	 -61.04		
-64.09   	 21.87   	  66.12		 90.03   	 -55.95		
-63.17   	 22.14   	  81.38		 89.81   	 -55.95		
-63.78   	 22.46   	  96.64		 89.58   	 -50.86		
-68.05   	 22.85   	 106.82		 89.38   	 -50.86		
-78.74   	 23.28   	 116.99		 89.18   	 -50.86		
-95.21   	 23.74   	 122.07		 88.97   	 -45.78		
-115.97   	 24.23   	 127.16		 88.79   	 -45.78		
-136.11   	 24.74   	 122.07		 88.61   	 -45.78		
-149.84   	 25.23   	 116.99		 88.42   	 -45.78		
-149.84   	 25.70   	 106.82		 88.24   	 -50.86		
-124.21   	 26.12   	  86.47		 88.04   	 -45.78		
-57.68   	 26.47   	  71.21		 87.85   	 -45.78		
 61.65   	 26.75   	  50.86		 87.67   	 -50.86		
236.51   	 26.96   	  35.61		 87.47   	 -50.86		
451.05   	 27.10   	  15.26		 87.26   	 -50.86		
659.18   	 27.16   	   0.00		 87.06   	 -55.95		
797.12   	 27.16   	 -10.17		 86.84   	 -55.95		
812.99(R)	 27.12   	 -10.17		 86.61   	 -55.95		
704.04   	 27.08   	 -10.17		 86.39   	 -55.95		
526.73   	 27.04(E)	   0.00		 86.16   	 -61.04		
368.04   	 27.04   	  20.35		 85.92   	 -61.04		
289.61   	 27.12   	  55.95		 85.68   	 -61.04		
289.00   	 27.34   	  96.64		 85.43   	 -61.04		
313.11   	 27.73   	 162.77		 85.19   	 -61.04		
304.26   	 28.38   	 244.15		 84.94   	 -66.12		
242.92   	 29.36   	 330.62		 84.68   	 -61.04		
147.40   	 30.68   	 437.43		 84.44   	 -61.04		
 50.96   	 32.43   	 549.34		 84.19   	 -55.95		
-21.36   	 34.63   	 671.41		 83.97   	 -55.95		
-60.73   	 37.31   	 783.31		 83.74   	 -50.86		
-70.50   	 40.45   	 890.13		 83.54   	 -50.86		
-60.12   	 44.01   	1002.03		 83.34   	 -45.78		
-43.33   	 48.02   	1113.93		 83.15   	 -45.78		
-33.26   	 52.47   	1225.83		 82.97   	 -40.69		
-35.10   	 57.38   	1332.65		 82.81   	 -40.69		
-43.33   	 62.71   	1414.03		 82.64   	 -35.61		
-49.13   	 68.36   	1469.98		 82.50   	 -35.61		
-47.91   	 74.24   	1475.07		 82.36   	 -30.52		
-42.42   	 80.14   	1429.29		 82.24   	 -25.43		
-37.23   	 85.86   	1347.91		 82.14   	 -15.26		
-34.79   	 91.25   	1225.83		 82.07   	  -5.09		
-33.57   	 96.15   	1083.41		 82.05(D)	   5.09		
-31.74   	100.49   	 935.91		 82.07   	  25.43		
-28.38   	104.23   	 808.75		 82.18   	  50.86		
-24.41   	107.47   	 696.84		 82.38   	  71.21		
-20.75   	110.25   	 625.63		 82.66   	 101.73		
-17.70   	112.76   	 579.86		 83.07   	 127.16		
-14.95   	115.08   	 579.86		 83.58   	 157.68		
-11.90   	117.40   	 600.20		 84.21   	 188.20		
 -7.93   	119.80   	 630.72		 84.96   	 213.63		
 -3.05   	122.32   	 671.41		 85.82   	 233.98		
  2.14   	125.00   	 701.93		 86.75   	 254.32		
  7.32   	127.81   	 712.10		 87.77   	 264.50		
 13.12   	130.66   	 696.84		 88.83   	 279.75		
 19.23   	133.45   	 656.15		 89.95   	 279.75		
 25.94   	136.07   	 595.11		 91.07   	 274.67		
 32.65   	138.45   	 523.90		 92.17   	 274.67		
 39.37   	140.55   	 447.61		 93.27   	 264.50		
 46.69   	142.34   	 371.31		 94.32   	 254.32		
 54.93   	143.82   	 310.27		 95.34   	 233.98		
 64.09   	145.07   	 254.32		 96.28   	 223.80		
 73.85   	146.08   	 228.89		 97.17   	 213.63		
 83.92   	147.00   	 218.72		 98.03   	 198.37		
 94.30   	147.87   	 228.89		 98.82   	 188.20		
104.98   	148.79   	 249.24		 99.57   	 188.20		
116.27   	149.79   	 269.58		100.33   	 178.03		
127.87   	150.86   	 284.84		101.04   	 188.20		
139.16   	152.00   	 284.84		101.79   	 183.11		
149.54   	153.14   	 274.67		102.52   	 193.29		
158.08   	154.24   	 239.06		103.30   	 193.29		
164.49   	155.20   	 198.37		104.07   	 198.37		
168.46   	155.99   	 147.51		104.86   	 198.37		
168.76   	156.58   	  96.64		105.66   	 198.37		
165.41   	156.97   	  35.61		106.45   	 188.20		
157.78   	157.11(S)	 -20.35		107.20   	 172.94		
146.18   	157.03   	 -71.21		107.89   	 157.68		
131.84   	156.74   	-132.25		108.52   	 132.25		
116.27   	156.22   	-178.03		109.05   	 106.82		
100.71   	155.50   	-223.80		109.48   	  76.30		
 85.75   	154.61   	-254.32		109.79   	  45.78		
 71.41   	153.59   	-279.75		109.97   	  20.35		
 57.07   	152.47   	-279.75		110.05   	   5.09		
 41.81   	151.35   	-264.50		110.07   	   0.00		
 25.94   	150.29   	-239.06		110.07   	  -5.09		
 10.07   	149.34   	-203.46		110.05   	   5.09		
 -4.88   	148.52   	-183.11		110.07   	  20.35		
-17.09   	147.79   	-183.11		110.15   	  35.61		
-27.47   	147.06   	-203.46		110.29   	  45.78		
-36.32   	146.25   	-233.98		110.48   	  55.95		
-44.25   	145.31   	-269.58		110.70   	  61.04		
-51.57   	144.23   	-300.10		110.95   	  61.04		
-57.98   	143.03   	-325.53		111.19   	  55.95		
-63.48   	141.73   	-335.71		111.41   	  55.95		
-67.44   	140.39   	-335.71		111.64   	  50.86		
-70.80   	139.04   	-330.62		111.84   	  40.69		
-73.55   	137.72   	-325.53		112.00   	  40.69		
-75.99   	136.42   	-320.45		112.17   	  25.43		
-77.51   	135.14   	-320.45		112.27   	  25.43		
-78.13   	133.86   	-330.62		112.37   	  15.26		
-77.82   	132.53   	-345.88		112.43   	  10.17		
-76.60   	131.15   	-371.31		112.47   	   5.09		
-75.99   	129.66   	-401.83		112.49(S)	  -5.09		
-75.38   	128.06   	-452.69		112.47   	 -10.17		
-75.07   	126.25   	-508.65		112.43   	 -15.26		
-74.77   	124.21   	-569.68		112.37   	 -30.52		
-73.85   	121.93   	-635.81		112.25   	 -40.69		
-72.63   	119.39   	-696.84		112.09   	 -50.86		
-72.02   	116.60   	-742.62		111.88   	 -66.12		
-72.02   	113.63   	-788.40		111.62   	 -76.30		
-72.33   	110.48   	-808.75		111.31   	 -86.47		
-72.33   	107.24   	-829.09		110.97   	 -91.56		
-71.41   	103.93   	-864.70		110.60   	-106.82		
-69.89   	100.47   	-915.56		110.17   	-116.99		
-68.05   	 96.81   	-996.94		109.70   	-122.07		
-66.53   	 92.82   	-1088.50		109.22   	-127.16		
-65.61   	 88.46   	-1195.32		108.71   	-142.42		
-65.00   	 83.68   	-1291.96		108.14   	-142.42		
-64.70   	 78.51   	-1373.34		107.57   	-152.59		
-64.39   	 73.02   	-1424.21		106.96   	-152.59		
-64.39   	 67.32   	-1454.72		106.35   	-157.68		
-65.00   	 61.51   	-1454.72		105.72   	-157.68		
-65.31   	 55.69   	-1439.47		105.09   	-157.68		
-65.61   	 49.93   	-1383.51		104.46   	-152.59		
-65.92   	 44.39   	-1302.13		103.84   	-152.59		
-66.53   	 39.19   	-1185.14		103.23   	-142.42		
-67.44   	 34.45   	-1047.81		102.66   	-137.33		
-68.97   	 30.25   	-885.04		102.12   	-127.16		
-69.89   	 26.71   	-722.28		101.61   	-111.90		
-70.50   	 23.82   	-554.42		101.16   	-101.73		
-70.50   	 21.61   	-396.74		100.75   	 -91.56		
-70.80   	 20.02   	-269.58		100.39   	 -71.21		
-71.41   	 18.94   	-167.85		100.10   	 -55.95		
-72.33   	 18.27   	 -91.56		 99.88   	 -40.69		
-72.33   	 17.90   	 -45.78		 99.71   	 -25.43		
-71.72   	 17.72   	 -30.52		 99.61   	 -15.26		
-70.19   	 17.60   	 -40.69		 99.55   	   0.00		
-68.66   	 17.44   	 -55.95		 99.55   	   0.00		
-68.05   	 17.21   	 -86.47		 99.55   	  15.26		
-68.66   	 16.87   	-116.99		 99.61   	  15.26		
-68.97   	 16.40   	-142.42		 99.67   	  20.35		
-68.97   	 15.83   	-157.68		 99.76   	  20.35		
-68.05   	 15.20   	-157.68		 99.84   	  20.35		
-66.83   	 14.57   	-147.51		 99.92   	  15.26		
-66.22   	 13.98   	-132.25		 99.98   	  20.35		
-66.22   	 13.45   	 -96.64		100.06   	  10.17		
-66.53   	 13.06   	 -61.04		100.10   	   5.09		
-66.53   	 12.82   	 -25.43		100.12   	   5.09		
-66.22   	 12.72(D)	   5.09		100.14   	  -5.09		
-65.92   	 12.74   	  35.61		100.12   	 -10.17		
-65.92   	 12.88   	  61.04		100.08   	 -20.35		
-65.61   	 13.12   	  71.21		100.00   	 -20.35		
-65.00   	 13.41   	  86.47		 99.92   	 -30.52		
-64.70   	 13.75   	  81.38		 99.80   	 -30.52		
-64.39   	 14.08   	  81.38		 99.67   	 -40.69		
-64.39   	 14.40   	  81.38		 99.51   	 -40.69		
-65.00   	 14.73   	  66.12		 99.35   	 -45.78		
-65.61   	 14.99   	  61.04		 99.17   	 -50.86		
-65.92   	 15.24   	  50.86		 98.96   	 -50.86		
-65.61   	 15.44   	  50.86		 98.76   	 -50.86		
-64.70   	 15.65   	  35.61		 98.56   	 -55.95		
-62.56   	 15.79   	  40.69		 98.33   	 -50.86		
-61.04   	 15.95   	  30.52		 98.13   	 -55.95		
-60.12   	 16.07   	  35.61		 97.90   	 -50.86		
-60.42   	 16.22   	  30.52		 97.70   	 -55.95		
-61.65   	 16.34   	  30.52		 97.48   	 -50.86		
-63.17   	 16.46   	  35.61		 97.27   	 -55.95		
-63.78   	 16.60   	  35.61		 97.05   	 -50.86		
-63.17   	 16.74   	  35.61		 96.85   	 -55.95		
-61.34   	 16.89   	  35.61		 96.62   	 -55.95		
-58.59   	 17.03   	  40.69		 96.40   	 -55.95		
-54.93   	 17.19   	  35.61		 96.17   	 -55.95		
-50.66   	 17.33   	  35.61		 95.95   	 -55.95		
-45.78   	 17.48   	  30.52		 95.73   	 -55.95		
-40.59   	 17.60   	  30.52		 95.50   	 -55.95		
-35.10   	 17.72   	  25.43		 95.28   	 -61.04		
-30.21   	 17.82   	  15.26		 95.04   	 -55.95		
-26.86   	 17.88   	  15.26		 94.81   	 -61.04		
-23.80   	 17.94   	  10.17		 94.57   	 -61.04		
-19.23   	 17.99   	  10.17		 94.32   	 -66.12		
-10.68   	 18.03   	   5.09		 94.06   	 -61.04		
  1.22   	 18.05   	   5.09		 93.81   	 -66.12		
 14.95   	 18.07   	   0.00		 93.55   	 -66.12		
 26.86   	 18.07   	   0.00		 93.29   	 -71.21		
 34.48   	 18.07   	   0.00		 93.00   	 -66.12		
 36.62   	 18.07   	   0.00		 92.74   	 -71.21		
 34.18   	 18.07   	  -5.09		 92.45   	 -66.12		
 28.99   	 18.05   	   0.00		 92.19   	 -71.21		
 23.19   	 18.05   	  -5.09		 91.90   	 -71.21		
 18.62   	 18.03   	 -10.17		 91.62   	 -66.12		
 13.73   	 17.99   	  -5.09		 91.35   	 -71.21		
  7.32   	 17.97   	   0.00		 91.07   	 -66.12		
 -2.75   	 17.97   	  -5.09		 90.80   	 -66.12		
-17.40   	 17.94   	   0.00		 90.54   	 -66.12		
-35.10   	 17.94   	   5.09		 90.27   	 -66.12		
-53.41   	 17.97   	  10.17		 90.01   	 -66.12		
-68.66   	 18.01   	  10.17		 89.75   	 -61.04		
-78.13   	 18.05   	  15.26		 89.50   	 -61.04		
-81.48   	 18.11   	  20.35		 89.26   	 -66.12		
-80.57   	 18.19   	  20.35		 88.99   	 -61.04		
-78.13   	 18.27   	  20.35		 88.75   	 -61.04		
-76.29   	 18.35   	  25.43		 88.50   	 -66.12		
-74.77   	 18.45   	  20.35		 88.24   	 -61.04		
-73.85   	 18.54   	  20.35		 88.00   	 -61.04		
-72.33   	 18.62   	  20.35		 87.75   	 -61.04		
-71.11   	 18.70   	  20.35		 87.51   	 -61.04		
-70.19   	 18.78   	  20.35		 87.26   	 -61.04		
-69.89   	 18.86   	  20.35		 87.02   	 -61.04		
-69.58   	 18.94   	  25.43		 86.77   	 -61.04		
-68.36   	 19.04   	  35.61		 86.53   	 -55.95		
-66.53   	 19.19   	  45.78		 86.31   	 -55.95		
-64.70   	 19.37   	  61.04		 86.08   	 -50.86		
-65.00   	 19.61   	  76.30		 85.88   	 -50.86		
-71.11   	 19.92   	  91.56		 85.68   	 -45.78		
-84.84   	 20.28   	 106.82		 85.49   	 -45.78		
-104.37   	 20.71   	 106.82		 85.31   	 -45.78		
-126.95   	 21.14   	 111.90		 85.13   	 -40.69		
-147.09   	 21.59   	 106.82		 84.96   	 -40.69		
-157.78   	 22.01   	  91.56		 84.80   	 -40.69		
-150.15   	 22.38   	  76.30		 84.64   	 -40.69		
-108.95   	 22.69   	  61.04		 84.48   	 -40.69		
-18.01   	 22.93   	  35.61		 84.31   	 -45.78		
131.23   	 23.07   	  10.17		 84.13   	 -45.78		
332.64   	 23.11   	  -5.09		 83.95   	 -45.78		
553.89   	 23.09   	 -20.35		 83.76   	 -55.95		
736.08   	 23.01   	 -35.61		 83.54   	 -55.95		
814.51(R)	 22.87   	 -35.61		 83.32   	 -61.04		
758.06   	 22.73   	 -30.52		 83.07   	 -61.04		
594.79   	 22.60   	 -15.26		 82.83   	 -61.04		
405.58   	 22.54(E)	  10.17		 82.58   	 -66.12		
276.18   	 22.58   	  45.78		 82.32   	 -66.12		
241.70   	 22.77   	  96.64		 82.05   	 -66.12		
269.47   	 23.15   	 157.68		 81.79   	 -66.12		
293.27   	 23.78   	 244.15		 81.53   	 -61.04		
267.64   	 24.76   	 330.62		 81.28   	 -61.04		
190.43   	 26.08   	 437.43		 81.04   	 -61.04		
