  I     	  II     	  LVp     	  LVp'		  AO     	  AO'		
 -7.02   	  0.92   	117.23   	-829.09		131.01   	-391.66		
 -7.32   	  0.31   	113.92   	-854.52		129.44   	-386.57		
 -8.54   	  0.31   	110.50   	-879.96		127.89   	-376.40		
-10.38   	  0.61   	106.98   	-890.13		126.39   	-366.22		
-12.21   	  1.22   	103.42   	-900.30		124.92   	-350.97		
-14.04   	  0.92   	 99.82   	-905.39		123.52   	-330.62		
-15.56   	 -0.61   	 96.19   	-900.30		122.20   	-310.27		
-16.17   	 -3.05   	 92.59   	-900.30		120.96   	-295.01		
-17.70   	 -7.02   	 88.99   	-890.13		119.78   	-279.75		
-19.53   	-10.99   	 85.43   	-879.96		118.66   	-264.50		
-21.36   	-13.12   	 81.91   	-869.78		117.60   	-249.24		
-22.58   	-12.51   	 78.43   	-859.61		116.60   	-239.06		
-22.28   	 -9.77   	 74.99   	-839.26		115.65   	-228.89		
-21.36   	 -5.80   	 71.64   	-818.92		114.73   	-218.72		
-20.14   	 -3.66   	 68.36   	-793.49		113.86   	-213.63		
-19.84   	 -3.97   	 65.19   	-773.14		113.00   	-203.46		
-20.45   	 -6.41   	 62.10   	-747.71		112.19   	-198.37		
-21.67   	 -9.16   	 59.10   	-722.28		111.39   	-193.29		
-21.97   	-10.68   	 56.22   	-686.67		110.62   	-188.20		
-21.06   	-10.07   	 53.47   	-666.32		109.87   	-183.11		
-18.62   	 -7.93   	 50.80   	-630.72		109.13   	-178.03		
-15.87   	 -5.19   	 48.28   	-600.20		108.42   	-172.94		
-14.04   	 -3.66   	 45.88   	-569.68		107.73   	-172.94		
-14.34   	 -3.05   	 43.60   	-544.25		107.04   	-172.94		
-16.48   	 -3.36   	 41.42   	-508.65		106.35   	-162.77		
-19.23   	 -4.58   	 39.39   	-483.21		105.70   	-162.77		
-21.67   	 -5.80   	 37.46   	-457.78		105.05   	-162.77		
-22.28   	 -6.71   	 35.63   	-427.26		104.39   	-157.68		
-21.36   	 -7.32   	 33.92   	-401.83		103.76   	-152.59		
-19.53   	 -6.71   	 32.31   	-376.40		103.15   	-147.51		
-18.01   	 -6.10   	 30.80   	-350.97		102.56   	-147.51		
-17.70   	 -5.80   	 29.40   	-330.62		101.97   	-147.51		
-18.01   	 -6.10   	 28.08   	-305.19		101.38   	-142.42		
-18.31   	 -6.10   	 26.86   	-284.84		100.81   	-142.42		
-18.01   	 -5.49   	 25.72   	-269.58		100.24   	-142.42		
-16.78   	 -5.19   	 24.64   	-249.24		 99.67   	-137.33		
-15.87   	 -6.10   	 23.64   	-233.98		 99.12   	-137.33		
-15.87   	 -7.63   	 22.71   	-213.63		 98.58   	-137.33		
-16.17   	 -9.46   	 21.85   	-203.46		 98.03   	-142.42		
-17.40   	-10.68   	 21.04   	-188.20		 97.46   	-137.33		
-18.92   	-11.29   	 20.28   	-178.03		 96.91   	-132.25		
-20.45   	-12.51   	 19.57   	-162.77		 96.38   	-137.33		
-22.28   	-14.65   	 18.92   	-152.59		 95.83   	-137.33		
-23.80   	-16.48   	 18.31   	-142.42		 95.28   	-137.33		
-23.80   	-17.09   	 17.74   	-127.16		 94.73   	-137.33		
-21.97   	-16.17   	 17.23   	-116.99		 94.18   	-132.25		
-19.84   	-14.34   	 16.76   	-106.82		 93.65   	-132.25		
-18.31   	-13.73   	 16.34   	 -96.64		 93.12   	-127.16		
-18.31   	-14.65   	 15.95   	 -86.47		 92.61   	-127.16		
-19.23   	-16.48   	 15.61   	 -76.30		 92.11   	-127.16		
-19.53   	-17.09   	 15.30   	 -71.21		 91.60   	-122.07		
-18.92   	-16.48   	 15.02   	 -61.04		 91.11   	-116.99		
-17.70   	-14.95   	 14.77   	 -55.95		 90.64   	-122.07		
-16.48   	-13.12   	 14.55   	 -45.78		 90.15   	-111.90		
-15.87   	-12.82   	 14.36   	 -40.69		 89.70   	-116.99		
-16.78   	-13.73   	 14.20   	 -30.52		 89.24   	-111.90		
-18.92   	-14.95   	 14.08   	 -30.52		 88.79   	-106.82		
-21.36   	-16.48   	 13.96   	 -20.35		 88.36   	-111.90		
-22.89   	-17.40   	 13.88   	 -20.35		 87.91   	-106.82		
-22.28   	-17.70   	 13.79   	 -15.26		 87.49   	-101.73		
-19.84   	-17.70   	 13.73   	  -5.09		 87.08   	-106.82		
-16.78   	-17.40   	 13.71   	  -5.09		 86.65   	-101.73		
-15.56   	-17.40   	 13.69   	  -5.09		 86.25   	 -96.64		
-16.48   	-18.31   	 13.67   	   5.09		 85.86   	-101.73		
-18.92   	-19.53   	 13.69   	   5.09		 85.45   	 -96.64		
-21.06   	-19.53   	 13.71   	  10.17		 85.07   	-101.73		
-21.67   	-18.01   	 13.75   	  10.17		 84.66   	 -91.56		
-19.84   	-14.65   	 13.79   	  10.17		 84.29   	 -96.64		
-17.40   	-10.99   	 13.84   	  10.17		 83.91   	 -96.64		
-15.56   	 -8.24   	 13.88   	  10.17		 83.52   	 -96.64		
-14.95   	 -7.32   	 13.92   	  15.26		 83.13   	 -96.64		
-15.56   	 -7.93   	 13.98   	  15.26		 82.75   	 -91.56		
-17.09   	 -9.77   	 14.04   	  15.26		 82.38   	 -96.64		
-18.92   	-12.51   	 14.10   	  20.35		 81.99   	 -91.56		
-20.45   	-16.48   	 14.18   	  20.35		 81.63   	 -91.56		
-20.75   	-19.84   	 14.26   	  25.43		 81.26   	 -91.56		
-20.14   	-21.67   	 14.36   	  25.43		 80.89   	 -91.56		
-18.01   	-20.75   	 14.47   	  25.43		 80.53   	 -91.56		
-16.17   	-17.40   	 14.57   	  30.52		 80.16   	 -86.47		
-16.48   	-14.65   	 14.69   	  30.52		 79.82   	 -91.56		
-19.53   	-14.95   	 14.81   	  30.52		 79.45   	 -91.56		
-22.58   	-17.40   	 14.93   	  30.52		 79.08   	 -86.47		
-23.50   	-19.84   	 15.06   	  30.52		 78.74   	 -91.56		
-20.45   	-19.53   	 15.18   	  30.52		 78.37   	 -96.64		
-15.56   	-16.48   	 15.30   	  25.43		 77.99   	 -91.56		
-12.51   	-12.21   	 15.40   	  25.43		 77.62   	 -91.56		
-12.82   	 -9.77   	 15.50   	  25.43		 77.25   	 -91.56		
-15.56   	-10.07   	 15.61   	  25.43		 76.89   	 -91.56		
-17.40   	-12.82   	 15.71   	  15.26		 76.52   	 -86.47		
-17.09   	-17.70   	 15.77   	  20.35		 76.17   	 -91.56		
-15.87   	-22.89   	 15.85   	  10.17		 75.81   	 -91.56		
-15.56   	-26.86   	 15.89   	  15.26		 75.44   	 -86.47		
-16.78   	-27.47   	 15.95   	   5.09		 75.10   	 -86.47		
-18.01   	-24.72   	 15.97   	  10.17		 74.75   	 -81.38		
-17.70   	-19.53   	 16.01   	   0.00		 74.42   	 -81.38		
-15.87   	-14.34   	 16.01   	   5.09		 74.10   	 -76.30		
-13.43   	-10.68   	 16.03   	   5.09		 73.79   	 -76.30		
-12.21   	 -9.77   	 16.05   	   0.00		 73.49   	 -76.30		
-12.82   	-10.99   	 16.05   	   0.00		 73.18   	 -71.21		
-15.87   	-14.34   	 16.05   	   0.00		 72.90   	 -71.21		
-19.53   	-19.23   	 16.05   	   0.00		 72.61   	 -71.21		
-22.28   	-23.50   	 16.05   	  -5.09		 72.33   	 -71.21		
-21.97   	-25.94   	 16.03   	   0.00		 72.04   	 -71.21		
-19.53   	-25.02   	 16.03   	   0.00		 71.76   	 -71.21		
-15.56   	-21.36   	 16.03   	  -5.09		 71.47   	 -76.30		
-12.21   	-16.17   	 16.01   	  -5.09		 71.17   	 -76.30		
-10.99   	-12.51   	 15.99   	   0.00		 70.86   	 -76.30		
-11.90   	-11.60   	 15.99   	  -5.09		 70.56   	 -81.38		
-13.43   	-13.12   	 15.97   	  -5.09		 70.23   	 -81.38		
-14.65   	-17.09   	 15.95   	   0.00		 69.91   	 -81.38		
-14.65   	-21.06   	 15.95   	  -5.09		 69.58   	 -86.47		
-14.04   	-23.19   	 15.93   	   0.00		 69.24   	 -86.47		
-12.82   	-21.67   	 15.93   	   0.00		 68.89   	 -81.38		
-11.29   	-16.48   	 15.93   	   0.00		 68.57   	 -86.47		
 -9.46   	-10.07   	 15.93   	  -5.09		 68.22   	 -91.56		
 -7.02   	 -5.49   	 15.91   	   5.09		 67.85   	 -81.38		
 -3.97   	 -3.97   	 15.93   	   0.00		 67.53   	 -86.47		
 -1.53   	 -4.27   	 15.93   	   0.00		 67.18   	 -86.47		
  0.31   	 -3.05   	 15.93   	   0.00		 66.84   	 -86.47		
  0.92   	  2.44   	 15.93   	  -5.09		 66.49   	 -81.38		
  1.22   	 14.04   	 15.91   	   0.00		 66.16   	 -81.38		
  2.14   	 30.52   	 15.91   	   0.00		 65.84   	 -81.38		
  3.66   	 47.91   	 15.91   	  -5.09		 65.51   	 -81.38		
  6.41   	 61.34   	 15.89   	 -10.17		 65.19   	 -76.30		
 10.38   	 68.05   	 15.85   	 -10.17		 64.88   	 -81.38		
 15.56   	 68.05   	 15.81   	 -20.35		 64.56   	 -81.38		
 21.67   	 66.22   	 15.73   	 -20.35		 64.23   	 -81.38		
 27.47   	 68.36   	 15.65   	 -35.61		 63.91   	 -86.47		
 31.43   	 76.60   	 15.50   	 -35.61		 63.56   	 -91.56		
 33.57   	 89.72   	 15.36   	 -45.78		 63.19   	 -91.56		
 34.18   	103.15   	 15.18   	 -50.86		 62.83   	 -91.56		
 34.18   	111.39   	 14.97   	 -50.86		 62.46   	 -96.64		
 34.79   	112.92   	 14.77   	 -61.04		 62.08   	 -96.64		
 38.45   	109.86   	 14.53   	 -55.95		 61.69   	 -91.56		
 44.56   	105.59   	 14.30   	 -61.04		 61.32   	 -96.64		
 52.49   	103.15   	 14.06   	 -55.95		 60.94   	 -91.56		
 60.73   	103.45   	 13.84   	 -61.04		 60.57   	 -86.47		
 67.44   	103.45   	 13.59   	 -61.04		 60.22   	 -86.47		
 70.80   	100.40   	 13.35   	 -61.04		 59.88   	 -81.38		
 70.80   	 92.77   	 13.10   	 -66.12		 59.55   	 -81.38		
 67.75   	 80.57   	 12.84   	 -76.30		 59.23   	 -81.38		
 61.65   	 64.09   	 12.53   	 -91.56		 58.90   	 -81.38		
 53.10   	 47.00   	 12.17   	-106.82		 58.58   	 -86.47		
 42.11   	 31.74   	 11.74   	-137.33		 58.23   	 -91.56		
 28.08   	 19.84   	 11.19   	-178.03		 57.86   	-101.73		
 12.51   	  9.46   	 10.48   	-213.63		 57.46   	-122.07		
 -1.83   	 -1.22   	  9.62   	-264.50		 56.97   	-132.25		
-11.90   	-13.73   	  8.57   	-295.01		 56.44   	-152.59		
-15.87   	-27.47   	  7.39   	-325.53		 55.83   	-162.77		
-15.26   	-39.37   	  6.08   	-335.71		 55.18   	-162.77		
-13.43   	-47.30   	  4.74   	-325.53		 54.53   	-157.68		
-13.73   	-51.27   	  3.44   	-300.10		 53.90   	-137.33		
-15.87   	-54.63   	  2.24   	-254.32		 53.35   	-111.90		
-19.53   	-58.90   	  1.22   	-203.46		 52.90   	 -76.30		
-22.28   	-64.39   	  0.41   	-137.33		 52.59   	 -40.69		
-23.80   	-70.19   	 -0.14   	 -76.30		 52.43   	  -5.09		
-24.11   	-74.16   	 -0.45   	 -20.35		 52.41   	  30.52		
-24.41   	-74.77   	 -0.53(D)	  40.69		 52.53   	  61.04		
-25.02   	-72.63   	 -0.37   	  86.47		 52.78   	  81.38		
-26.55   	-69.27   	 -0.02   	 116.99		 53.10   	  91.56		
-28.99   	-67.14   	  0.45   	 147.51		 53.47   	  96.64		
-30.52   	-66.22   	  1.04   	 157.68		 53.86   	  91.56		
-29.91   	-65.61   	  1.67   	 167.85		 54.22   	  81.38		
-28.38   	-64.70   	  2.34   	 162.77		 54.55   	  61.04		
-30.82   	-63.48   	  2.99   	 157.68		 54.79   	  45.78		
-44.25   	-63.48   	  3.62   	 147.51		 54.97   	  20.35		
-69.58   	-64.39   	  4.21   	 132.25		 55.06   	  -5.09		
-97.96   	-61.65   	  4.74   	 127.16		 55.04   	 -25.43		
-111.69   	-46.39   	  5.25   	 106.82		 54.93   	 -50.86		
-93.69   	-10.99   	  5.68   	 101.73		 54.73   	 -61.04		
-38.45   	 43.03   	  6.08   	  96.64		 54.49   	 -76.30		
 49.44   	106.81   	  6.47   	  81.38		 54.18   	 -86.47		
164.79   	174.56   	  6.80   	  81.38		 53.83   	 -96.64		
310.67   	251.16   	  7.12   	  71.21		 53.45   	-101.73		
494.08   	354.31   	  7.41   	  66.12		 53.04   	 -96.64		
706.79   	490.72   	  7.67   	  66.12		 52.65   	-101.73		
909.42   	630.49   	  7.93   	 142.42		 52.25   	-183.11		
1036.07   	660.10(R)	  8.50   	  76.30		 51.52   	 -81.38		
904.24   	468.14   	  8.81   	  91.56		 51.19   	 -66.12		
697.63   	188.60   	  9.18   	 106.82		 50.93   	 -55.95		
498.96   	-88.81   	  9.60   	 127.16		 50.70   	 -40.69		
366.52   	-300.29   	 10.11   	 152.59		 50.54   	 -25.43		
302.43   	-434.88   	 10.72   	 178.03		 50.44   	 -10.17		
265.50   	-516.97   	 11.43   	 208.54		 50.40   	  10.17		
211.18   	-564.88   	 12.27   	 244.15		 50.44   	  20.35		
126.04   	-570.37   	 13.25   	 269.58		 50.52   	  30.52		
 25.02   	-519.10   	 14.32   	 295.01		 50.64   	  35.61		
-68.36   	-425.42   	 15.50   	 325.53		 50.78   	  40.69		
-140.99   	-329.90   	 16.81   	 356.05		 50.95   	  40.69		
-193.79   	-266.11   	 18.23   	 371.31		 51.11   	  35.61		
-233.76   	-239.26   	 19.72   	 386.57		 51.25   	  25.43		
-263.98   	-227.97   	 21.26   	 366.22		 51.35   	  10.17		
-281.68   	-207.82   	 22.73   	 315.36		 51.39   	 -15.26		
-285.64   	-174.26   	 23.99   	 228.89		 51.33   	 -55.95		
-277.71   	-141.30   	 24.90   	 106.82		 51.11   	-101.73		
-260.31   	-123.60   	 25.33   	 -15.26		 50.70   	-157.68		
-234.99   	-122.07   	 25.27   	-147.51		 50.07   	-198.37		
-202.94   	-123.29   	 24.68   	-249.24		 49.28   	-244.15		
-166.02   	-114.75   	 23.68   	-315.36		 48.30   	-259.41		
-128.78   	-92.16   	 22.42   	-335.71		 47.26   	-249.24		
-96.44   	-64.39   	 21.08   	-300.10		 46.27   	-223.80		
-73.24   	-43.03   	 19.88   	-228.89		 45.37   	-167.85		
-60.12   	-35.10   	 18.96   	-116.99		 44.70   	 -86.47		
-54.63   	-37.54   	 18.49   	  20.35		 44.35(D)	   0.00		
-53.41   	-43.95   	 18.58   	 157.68		 44.35   	 101.73		
-53.41   	-48.22   	 19.21   	 300.10		 44.76   	 188.20		
-53.41   	-49.74   	 20.41   	 427.26		 45.51   	 279.75		
-52.80   	-50.05   	 22.12   	 534.08		 46.63   	 350.97		
-51.57   	-50.05   	 24.25   	 630.72		 48.04   	 401.83		
-50.05   	-50.96   	 26.78   	 707.02		 49.64   	 447.61		
-48.52   	-53.41   	 29.60   	 757.88		 51.43   	 467.95		
-47.30   	-55.85   	 32.63   	 793.49		 53.31   	 478.13		
-45.47   	-56.15   	 35.81   	 813.83		 55.22   	 478.13		
-43.33   	-52.80   	 39.06   	 818.92		 57.13   	 462.87		
-41.20   	-46.69   	 42.34   	 808.75		 58.98   	 442.52		
-40.28   	-41.81   	 45.57   	 778.23		 60.75   	 427.26		
-40.89   	-41.81   	 48.69   	 742.62		 62.46   	 396.74		
-42.11   	-46.39   	 51.66   	 701.93		 64.05   	 366.22		
-43.33   	-52.19   	 54.47   	 645.98		 65.51   	 350.97		
-43.64   	-55.54   	 57.05   	 595.11		 66.92   	 325.53		
-42.72   	-54.63   	 59.43   	 539.16		 68.22   	 310.27		
-40.89   	-52.19   	 61.59   	 483.21		 69.46   	 300.10		
-39.06   	-50.05   	 63.52   	 442.52		 70.66   	 289.93		
-37.54   	-50.05   	 65.29   	 396.74		 71.82   	 295.01		
-37.54   	-50.05   	 66.88   	 366.22		 73.00   	 295.01		
-38.45   	-46.69   	 68.34   	 340.79		 74.18   	 310.27		
-40.28   	-40.28   	 69.70   	 335.71		 75.42   	 320.45		
-43.03   	-33.87   	 71.05   	 335.71		 76.70   	 345.88		
-45.17   	-32.35   	 72.39   	 350.97		 78.09   	 366.22		
-46.39   	-36.93   	 73.79   	 366.22		 79.55   	 391.66		
-46.08   	-43.64   	 75.26   	 391.66		 81.12   	 412.00		
-44.86   	-47.91   	 76.83   	 427.26		 82.77   	 432.35		
-44.25   	-46.69   	 78.53   	 462.87		 84.50   	 447.61		
-43.95   	-41.50   	 80.39   	 498.47		 86.29   	 467.95		
-44.25   	-35.40   	 82.38   	 534.08		 88.16   	 478.13		
-43.64   	-31.74   	 84.52   	 574.77		 90.07   	 493.39		
-41.81   	-30.82   	 86.82   	 595.11		 92.04   	 493.39		
-39.67   	-32.04   	 89.20   	 625.63		 94.02   	 503.56		
-38.15   	-34.48   	 91.70   	 635.81		 96.03   	 503.56		
-38.15   	-36.32   	 94.24   	 635.81		 98.05   	 498.47		
-39.98   	-35.71   	 96.78   	 640.89		100.04   	 493.39		
-41.81   	-30.82   	 99.35   	 630.72		102.01   	 493.39		
-43.03   	-21.97   	101.87   	 615.46		103.99   	 483.21		
-43.03   	-10.99   	104.33   	 605.29		105.92   	 473.04		
-42.11   	 -1.53   	106.75   	 590.03		107.81   	 473.04		
-40.59   	  2.75   	109.11   	 579.86		109.70   	 462.87		
-39.06   	  2.14   	111.43   	 559.51		111.56   	 457.78		
-38.15   	 -1.22   	113.67   	 549.34		113.39   	 457.78		
-37.84   	 -1.53   	115.87   	 539.16		115.22   	 452.69		
-37.23   	  4.88   	118.03   	 534.08		117.03   	 452.69		
-36.01   	 17.70   	120.16   	 523.90		118.84   	 457.78		
-33.87   	 32.96   	122.26   	 518.82		120.67   	 457.78		
-31.74   	 45.17   	124.33   	 513.73		122.50   	 452.69		
-30.82   	 51.57   	126.39   	 498.47		124.31   	 452.69		
-31.13   	 53.71   	128.38   	 483.21		126.12   	 447.61		
-32.04   	 56.15   	130.31   	 462.87		127.91   	 442.52		
-31.13   	 62.56   	132.17   	 437.43		129.68   	 427.26		
-27.16   	 73.55   	133.92   	 412.00		131.39   	 412.00		
-21.67   	 86.98   	135.56   	 386.57		133.04   	 401.83		
-15.87   	 99.18   	137.11   	 350.97		134.65   	 381.48		
-11.29   	108.34   	138.51   	 330.62		136.17   	 371.31		
 -7.93   	114.14   	139.84   	 300.10		137.66   	 345.88		
 -4.27   	118.41   	141.04   	 274.67		139.04   	 330.62		
  0.00   	122.68   	142.14   	 249.24		140.37   	 315.36		
  4.58   	126.65   	143.13   	 218.72		141.63   	 295.01		
  9.46   	130.92   	144.01   	 193.29		142.81   	 274.67		
 15.26   	135.19   	144.78   	 152.59		143.91   	 254.32		
 21.97   	138.55   	145.39   	 116.99		144.92   	 239.06		
 28.69   	140.08   	145.86   	  81.38		145.88   	 213.63		
 34.48   	140.08   	146.18   	  35.61		146.73   	 188.20		
 37.84   	137.94   	146.33(S)	   0.00		147.49   	 172.94		
 39.06   	133.36   	146.33   	 -40.69		148.18   	 147.51		
 40.28   	127.87   	146.16   	 -81.38		148.77   	 122.07		
 41.20   	122.07   	145.84   	-116.99		149.26   	 101.73		
 41.50   	116.58   	145.37   	-147.51		149.66   	  81.38		
 40.28   	111.39   	144.78   	-178.03		149.99   	  55.95		
 38.15   	106.20   	144.07   	-203.46		150.21   	  35.61		
 36.32   	100.40   	143.25   	-223.80		150.36   	  10.17		
 34.48   	 91.86   	142.36   	-239.06		150.40(S)	 -10.17		
 31.13   	 80.26   	141.40   	-249.24		150.36   	 -30.52		
 25.02   	 66.83   	140.41   	-254.32		150.23   	 -45.78		
 17.40   	 54.02   	139.39   	-264.50		150.05   	 -71.21		
 10.99   	 44.56   	138.33   	-264.50		149.77   	 -86.47		
  8.85   	 40.59   	137.27   	-264.50		149.42   	-111.90		
 10.99   	 41.81   	136.22   	-259.41		148.97   	-122.07		
 14.65   	 46.69   	135.18   	-259.41		148.48   	-147.51		
 17.40   	 50.66   	134.14   	-259.41		147.89   	-167.85		
 17.09   	 50.96   	133.10   	-259.41		147.22   	-183.11		
 14.34   	 45.17   	132.06   	-254.32		146.49   	-203.46		
 10.38   	 34.79   	131.05   	-254.32		145.68   	-218.72		
  7.02   	 24.72   	130.03   	-254.32		144.80   	-244.15		
  5.80   	 19.23   	129.01   	-254.32		143.82   	-259.41		
  6.41   	 19.53   	128.00   	-254.32		142.79   	-279.75		
  7.93   	 22.58   	126.98   	-254.32		141.67   	-300.10		
  9.46   	 24.11   	125.96   	-254.32		140.47   	-315.36		
 10.07   	 21.67   	124.94   	-259.41		139.21   	-330.62		
  9.46   	 17.09   	123.91   	-254.32		137.88   	-345.88		
  7.93   	 13.12   	122.89   	-259.41		136.50   	-356.05		
  6.10   	 11.90   	121.85   	-259.41		135.08   	-366.22		
  3.97   	 12.82   	120.81   	-254.32		133.61   	-371.31		
  2.44   	 14.04   	119.80   	-254.32		132.13   	-376.40		
  1.22   	 14.95   	118.78   	-254.32		130.62   	-381.48		
  0.61   	 16.78   	117.76   	-249.24		129.09   	-376.40		
  0.00   	 18.31   	116.76   	-249.24		127.59   	-376.40		
 -0.92   	 18.92   	115.77   	-239.06		126.08   	-371.31		
 -1.22   	 17.09   	114.81   	-239.06		124.60   	-361.14		
 -1.22   	 13.43   	113.86   	-228.89		123.15   	-361.14		
 -1.22   	 10.68   	112.94   	-228.89		121.71   	-345.88		
 -0.92   	 10.68   	112.02   	-218.72		120.33   	-340.79		
 -0.92   	 13.43   	111.15   	-208.54		118.96   	-330.62		
 -0.61   	 16.78   	110.31   	-203.46		117.64   	-320.45		
 -0.31   	 18.62   	109.50   	-198.37		116.36   	-305.19		
 -0.92   	 18.31   	108.71   	-193.29		115.14   	-300.10		
 -3.05   	 15.56   	107.93   	-183.11		113.94   	-284.84		
 -6.41   	 10.68   	107.20   	-172.94		112.80   	-279.75		
-10.38   	  4.88   	106.51   	-167.85		111.68   	-264.50		
-13.12   	  0.61   	105.84   	-162.77		110.62   	-259.41		
-13.43   	  0.00   	105.19   	-157.68		109.58   	-244.15		
-10.99   	  4.27   	104.56   	-152.59		108.61   	-239.06		
 -7.63   	 12.21   	103.95   	-142.42		107.65   	-228.89		
 -5.49   	 20.45   	103.38   	-147.51		106.73   	-218.72		
 -5.49   	 25.02   	102.79   	-137.33		105.86   	-208.54		
 -7.02   	 24.41   	102.24   	-137.33		105.03   	-203.46		
 -9.16   	 19.53   	101.69   	-137.33		104.21   	-193.29		
-10.99   	 13.43   	101.14   	-137.33		103.44   	-188.20		
-13.12   	  8.54   	100.59   	-132.25		102.69   	-178.03		
-15.56   	  6.71   	100.06   	-137.33		101.97   	-178.03		
-17.70   	  7.63   	 99.51   	-137.33		101.26   	-167.85		
-17.70   	 10.68   	 98.96   	-137.33		100.59   	-162.77		
-15.26   	 14.04   	 98.41   	-137.33		 99.94   	-162.77		
-11.60   	 15.87   	 97.86   	-137.33		 99.29   	-157.68		
 -9.46   	 14.95   	 97.31   	-142.42		 98.66   	-152.59		
-10.07   	 10.38   	 96.74   	-147.51		 98.05   	-147.51		
-12.21   	  3.05   	 96.15   	-142.42		 97.46   	-152.59		
-14.65   	 -4.27   	 95.58   	-152.59		 96.85   	-142.42		
-15.87   	 -8.24   	 94.97   	-147.51		 96.28   	-147.51		
-15.56   	 -6.10   	 94.38   	-157.68		 95.69   	-142.42		
-14.04   	  0.31   	 93.75   	-157.68		 95.12   	-142.42		
-12.51   	  7.02   	 93.12   	-157.68		 94.55   	-142.42		
-11.90   	 10.38   	 92.49   	-157.68		 93.98   	-142.42		
-12.21   	  9.16   	 91.86   	-162.77		 93.41   	-137.33		
-13.12   	  5.19   	 91.21   	-162.77		 92.86   	-142.42		
-13.73   	  0.92   	 90.56   	-162.77		 92.29   	-137.33		
-14.95   	 -1.83   	 89.91   	-167.85		 91.74   	-137.33		
-17.40   	 -4.27   	 89.24   	-162.77		 91.19   	-132.25		
-20.14   	 -6.71   	 88.59   	-162.77		 90.66   	-137.33		
-21.36   	 -6.71   	 87.93   	-162.77		 90.11   	-132.25		
-19.23   	 -3.05   	 87.28   	-162.77		 89.58   	-132.25		
-14.04   	  3.05   	 86.63   	-157.68		 89.05   	-127.16		
 -8.54   	  6.71   	 86.00   	-152.59		 88.54   	-132.25		
 -6.71   	  4.58   	 85.39   	-157.68		 88.02   	-127.16		
 -9.46   	 -2.44   	 84.76   	-147.51		 87.51   	-122.07		
-14.65   	 -8.24   	 84.17   	-147.51		 87.02   	-127.16		
-18.62   	 -9.16   	 83.58   	-142.42		 86.51   	-122.07		
-20.45   	 -6.10   	 83.01   	-137.33		 86.02   	-122.07		
-20.45   	 -3.36   	 82.46   	-137.33		 85.53   	-122.07		
-19.84   	 -3.66   	 81.91   	-132.25		 85.05   	-116.99		
-19.53   	 -6.41   	 81.38   	-132.25		 84.58   	-116.99		
-18.01   	 -8.54   	 80.85   	-127.16		 84.11   	-116.99		
-15.87   	 -7.32   	 80.35   	-122.07		 83.64   	-116.99		
-13.73   	 -4.27   	 79.86   	-122.07		 83.17   	-116.99		
-13.43   	 -1.53   	 79.37   	-116.99		 82.71   	-111.90		
-14.65   	 -0.61   	 78.90   	-116.99		 82.26   	-116.99		
-15.26   	 -1.53   	 78.43   	-106.82		 81.79   	-111.90		
-14.34   	 -3.36   	 78.01   	-111.90		 81.34   	-106.82		
-11.60   	 -6.10   	 77.56   	-101.73		 80.92   	-111.90		
 -8.54   	 -8.24   	 77.15   	-101.73		 80.47   	-106.82		
 -7.32   	 -8.54   	 76.74   	-101.73		 80.04   	-106.82		
 -8.54   	 -6.41   	 76.34   	 -91.56		 79.61   	-101.73		
-10.99   	 -2.44   	 75.97   	 -91.56		 79.21   	-106.82		
-13.43   	  1.83   	 75.60   	 -91.56		 78.78   	 -96.64		
-14.65   	  3.97   	 75.24   	 -86.47		 78.39   	-101.73		
-14.95   	  3.97   	 74.89   	 -81.38		 77.99   	 -96.64		
-14.65   	  2.44   	 74.57   	 -81.38		 77.60   	 -96.64		
-14.34   	  0.31   	 74.24   	 -81.38		 77.21   	 -91.56		
-13.43   	 -2.44   	 73.92   	 -76.30		 76.85   	 -91.56		
-11.60   	 -4.88   	 73.61   	 -76.30		 76.48   	 -91.56		
 -9.46   	 -6.71   	 73.31   	 -76.30		 76.11   	 -86.47		
 -7.63   	 -7.93   	 73.00   	 -76.30		 75.77   	 -81.38		
 -7.63   	 -9.16   	 72.70   	 -71.21		 75.44   	 -86.47		
-10.07   	-10.99   	 72.41   	 -76.30		 75.10   	 -81.38		
-13.73   	-13.43   	 72.11   	 -71.21		 74.77   	 -81.38		
-16.17   	-14.95   	 71.82   	 -76.30		 74.45   	 -81.38		
-15.87   	-14.65   	 71.52   	 -76.30		 74.12   	 -76.30		
-13.43   	-11.60   	 71.21   	 -76.30		 73.81   	 -76.30		
-10.99   	 -5.80   	 70.91   	 -76.30		 73.51   	 -76.30		
-10.99   	  0.61   	 70.60   	 -76.30		 73.20   	 -71.21		
-13.12   	  4.58   	 70.29   	 -81.38		 72.92   	 -71.21		
-15.26   	  4.27   	 69.97   	 -81.38		 72.63   	 -71.21		
-14.65   	  0.61   	 69.64   	 -81.38		 72.35   	 -71.21		
-10.38   	 -3.36   	 69.32   	 -81.38		 72.06   	 -66.12		
 -5.19   	 -4.88   	 68.99   	 -81.38		 71.80   	 -66.12		
 -2.14   	 -3.36   	 68.67   	 -81.38		 71.54   	 -66.12		
 -3.36   	 -0.31   	 68.34   	 -81.38		 71.27   	 -66.12		
 -7.02   	  1.22   	 68.02   	 -86.47		 71.01   	 -66.12		
-10.38   	  0.92   	 67.67   	 -81.38		 70.74   	 -61.04		
