  I     	  II     	  LVp     	  LVp'		  AO     	  AO'		
-61.34   	-56.76   	 36.99   	 595.11		 52.00   	 111.90		
-55.85   	-62.87   	 39.37   	 610.37		 52.45   	 147.51		
-52.80   	-62.56   	 41.81   	 620.55		 53.04   	 172.94		
-51.88   	-59.81   	 44.29   	 620.55		 53.73   	 193.29		
-51.57   	-58.59   	 46.77   	 620.55		 54.51   	 223.80		
-50.96   	-59.20   	 49.26   	 600.20		 55.40   	 244.15		
-50.05   	-59.81   	 51.66   	 590.03		 56.38   	 264.50		
-48.83   	-58.90   	 54.02   	 569.68		 57.44   	 274.67		
-47.61   	-57.37   	 56.30   	 549.34		 58.53   	 295.01		
-44.56   	-54.93   	 58.49   	 523.90		 59.71   	 305.19		
-40.28   	-51.27   	 60.59   	 503.56		 60.94   	 310.27		
-36.62   	-46.08   	 62.60   	 478.13		 62.18   	 315.36		
-36.32   	-41.20   	 64.52   	 452.69		 63.44   	 320.45		
-38.45   	-40.28   	 66.33   	 427.26		 64.72   	 320.45		
-41.50   	-44.86   	 68.04   	 412.00		 66.00   	 320.45		
-42.42   	-52.49   	 69.68   	 381.48		 67.28   	 315.36		
-41.20   	-59.51   	 71.21   	 371.31		 68.55   	 315.36		
-39.98   	-62.87   	 72.70   	 345.88		 69.81   	 305.19		
-39.67   	-61.95   	 74.08   	 335.71		 71.03   	 305.19		
-40.59   	-58.29   	 75.42   	 325.53		 72.25   	 305.19		
-40.89   	-53.10   	 76.72   	 315.36		 73.47   	 300.10		
-39.98   	-47.91   	 77.99   	 305.19		 74.67   	 305.19		
-38.45   	-44.25   	 79.21   	 305.19		 75.89   	 310.27		
-37.84   	-44.25   	 80.43   	 305.19		 77.13   	 320.45		
-38.76   	-47.61   	 81.65   	 305.19		 78.41   	 320.45		
-41.50   	-52.19   	 82.87   	 300.10		 79.69   	 335.71		
-43.95   	-54.32   	 84.07   	 300.10		 81.04   	 340.79		
-44.56   	-52.80   	 85.27   	 305.19		 82.40   	 350.97		
-43.33   	-48.52   	 86.49   	 295.01		 83.80   	 356.05		
-40.59   	-43.95   	 87.67   	 295.01		 85.23   	 366.22		
-39.06   	-41.81   	 88.85   	 284.84		 86.69   	 366.22		
-39.06   	-41.50   	 89.99   	 279.75		 88.16   	 366.22		
-39.98   	-40.89   	 91.11   	 274.67		 89.62   	 371.31		
-39.67   	-39.06   	 92.21   	 269.58		 91.11   	 366.22		
-37.84   	-36.32   	 93.29   	 259.41		 92.57   	 366.22		
-35.71   	-34.79   	 94.32   	 259.41		 94.04   	 366.22		
-35.71   	-36.01   	 95.36   	 254.32		 95.50   	 361.14		
-38.15   	-38.76   	 96.38   	 259.41		 96.95   	 356.05		
-41.20   	-39.37   	 97.42   	 259.41		 98.37   	 361.14		
-43.03   	-35.10   	 98.45   	 264.50		 99.82   	 361.14		
-41.81   	-25.02   	 99.51   	 274.67		101.26   	 361.14		
-38.45   	-11.29   	100.61   	 279.75		102.71   	 356.05		
-34.79   	  3.05   	101.73   	 284.84		104.13   	 361.14		
-32.04   	 13.73   	102.87   	 289.93		105.57   	 361.14		
-30.82   	 19.53   	104.03   	 289.93		107.02   	 361.14		
-30.21   	 21.06   	105.19   	 300.10		108.46   	 350.97		
-29.91   	 21.36   	106.39   	 300.10		109.87   	 350.97		
-28.08   	 24.41   	107.59   	 300.10		111.27   	 345.88		
-25.63   	 31.13   	108.79   	 295.01		112.65   	 335.71		
-24.11   	 40.59   	109.97   	 300.10		114.00   	 325.53		
-24.41   	 50.05   	111.17   	 289.93		115.30   	 325.53		
-26.86   	 57.37   	112.33   	 295.01		116.60   	 310.27		
-29.60   	 64.09   	113.51   	 284.84		117.84   	 310.27		
-29.91   	 72.63   	114.65   	 289.93		119.08   	 300.10		
-26.55   	 83.01   	115.81   	 279.75		120.28   	 295.01		
-19.84   	 95.52   	116.93   	 284.84		121.46   	 289.93		
-11.90   	107.73   	118.07   	 274.67		122.62   	 284.84		
 -4.88   	119.02   	119.17   	 279.75		123.76   	 284.84		
  0.31   	130.00   	120.28   	 269.58		124.90   	 274.67		
  4.27   	140.99   	121.36   	 269.58		126.00   	 269.58		
  8.24   	150.15   	122.44   	 264.50		127.08   	 264.50		
 12.51   	156.25   	123.50   	 259.41		128.14   	 259.41		
 17.40   	157.78   	124.54   	 249.24		129.18   	 249.24		
 22.28   	155.64   	125.53   	 244.15		130.17   	 249.24		
 26.55   	151.67   	126.51   	 239.06		131.17   	 233.98		
 29.91   	148.01   	127.47   	 228.89		132.11   	 223.80		
 32.96   	146.18   	128.38   	 218.72		133.00   	 218.72		
 35.71   	146.48   	129.26   	 208.54		133.88   	 203.46		
 37.84   	147.09   	130.09   	 193.29		134.69   	 193.29		
 38.15   	146.18   	130.86   	 183.11		135.46   	 172.94		
 36.93   	141.91   	131.60   	 172.94		136.15   	 162.77		
 35.10   	134.58   	132.29   	 152.59		136.81   	 147.51		
 33.87   	126.04   	132.90   	 137.33		137.40   	 132.25		
 34.48   	118.71   	133.45   	 122.07		137.92   	 116.99		
 35.10   	112.61   	133.94   	 106.82		138.39   	  96.64		
 34.18   	105.59   	134.36   	  86.47		138.78   	  76.30		
 30.21   	 96.13   	134.71   	  66.12		139.08   	  61.04		
 23.19   	 84.84   	134.97   	  45.78		139.33   	  40.69		
 15.56   	 73.85   	135.16   	  20.35		139.49   	  20.35		
 10.38   	 65.31   	135.24   	   5.09		139.57   	   5.09		
  8.24   	 59.51   	135.26(S)	 -25.43		139.59(S)	 -20.35		
  9.16   	 55.85   	135.16   	 -45.78		139.51   	 -40.69		
 10.38   	 53.10   	134.97   	 -71.21		139.35   	 -61.04		
 10.38   	 50.05   	134.69   	-101.73		139.10   	 -91.56		
  8.24   	 47.91   	134.28   	-122.07		138.74   	-111.90		
  5.49   	 46.39   	133.79   	-152.59		138.29   	-132.25		
  3.05   	 44.56   	133.18   	-172.94		137.76   	-157.68		
  1.83   	 42.11   	132.49   	-208.54		137.13   	-178.03		
  1.83   	 39.37   	131.66   	-249.24		136.42   	-198.37		
  3.36   	 36.32   	130.66   	-289.93		135.63   	-223.80		
  4.58   	 34.79   	129.50   	-340.79		134.73   	-244.15		
  4.27   	 34.48   	128.14   	-396.74		133.75   	-264.50		
  1.53   	 33.87   	126.55   	-462.87		132.70   	-289.93		
 -2.14   	 31.43   	124.70   	-534.08		131.54   	-310.27		
 -5.49   	 27.47   	122.56   	-605.29		130.29   	-335.71		
 -6.10   	 23.50   	120.14   	-676.50		128.95   	-350.97		
 -5.19   	 21.36   	117.44   	-732.45		127.55   	-361.14		
 -4.27   	 22.58   	114.51   	-788.40		126.10   	-376.40		
 -4.58   	 26.55   	111.35   	-839.26		124.60   	-371.31		
 -5.49   	 31.43   	108.00   	-869.78		123.11   	-371.31		
 -5.19   	 34.79   	104.52   	-895.22		121.63   	-366.22		
 -3.66   	 35.71   	100.94   	-915.56		120.16   	-345.88		
 -1.83   	 34.48   	 97.27   	-920.65		118.78   	-335.71		
 -1.53   	 32.04   	 93.59   	-930.82		117.44   	-310.27		
 -3.05   	 29.60   	 89.87   	-925.73		116.19   	-295.01		
 -5.49   	 27.47   	 86.16   	-920.65		115.01   	-279.75		
 -7.63   	 25.63   	 82.48   	-915.56		113.90   	-259.41		
 -8.54   	 25.33   	 78.82   	-905.39		112.86   	-239.06		
 -8.24   	 25.33   	 75.20   	-895.22		111.90   	-228.89		
 -7.02   	 26.25   	 71.62   	-879.96		110.99   	-218.72		
 -5.49   	 26.55   	 68.10   	-864.70		110.11   	-208.54		
 -4.88   	 26.25   	 64.64   	-849.44		109.28   	-203.46		
 -6.41   	 24.11   	 61.24   	-829.09		108.46   	-193.29		
 -7.93   	 21.97   	 57.92   	-808.75		107.69   	-188.20		
 -8.85   	 20.75   	 54.69   	-783.31		106.94   	-183.11		
 -7.63   	 21.36   	 51.56   	-757.88		106.21   	-178.03		
 -5.49   	 24.11   	 48.52   	-732.45		105.49   	-178.03		
 -4.27   	 27.47   	 45.59   	-701.93		104.78   	-178.03		
 -4.88   	 30.21   	 42.79   	-666.32		104.07   	-167.85		
 -7.32   	 31.43   	 40.12   	-640.89		103.40   	-167.85		
-10.07   	 29.60   	 37.56   	-610.37		102.73   	-162.77		
-11.29   	 25.33   	 35.12   	-574.77		102.07   	-157.68		
-10.68   	 20.14   	 32.82   	-549.34		101.44   	-157.68		
 -8.54   	 15.56   	 30.62   	-518.82		100.81   	-152.59		
 -5.80   	 12.51   	 28.55   	-488.30		100.20   	-147.51		
 -3.97   	 11.29   	 26.59   	-462.87		 99.61   	-147.51		
 -4.27   	 11.90   	 24.74   	-437.43		 99.02   	-142.42		
 -6.10   	 14.04   	 22.99   	-406.92		 98.45   	-142.42		
 -8.85   	 17.09   	 21.36   	-381.48		 97.88   	-137.33		
-11.29   	 19.23   	 19.84   	-361.14		 97.33   	-137.33		
-12.51   	 19.23   	 18.39   	-340.79		 96.78   	-137.33		
-12.51   	 16.17   	 17.03   	-315.36		 96.24   	-137.33		
-11.90   	 11.60   	 15.77   	-289.93		 95.69   	-137.33		
-11.60   	  7.32   	 14.61   	-279.75		 95.14   	-137.33		
-11.29   	  5.80   	 13.49   	-254.32		 94.59   	-132.25		
-10.68   	  7.63   	 12.47   	-239.06		 94.06   	-137.33		
 -9.77   	 11.60   	 11.52   	-223.80		 93.51   	-132.25		
 -8.85   	 14.65   	 10.62   	-203.46		 92.98   	-132.25		
 -9.77   	 15.26   	  9.81   	-193.29		 92.45   	-137.33		
-11.90   	 13.73   	  9.03   	-178.03		 91.90   	-132.25		
-14.04   	 11.29   	  8.32   	-162.77		 91.37   	-132.25		
-14.95   	  9.77   	  7.67   	-152.59		 90.84   	-132.25		
-13.73   	  9.46   	  7.06   	-142.42		 90.32   	-132.25		
-11.29   	 10.68   	  6.49   	-127.16		 89.79   	-132.25		
 -9.16   	 11.90   	  5.98   	-111.90		 89.26   	-127.16		
 -8.24   	 12.51   	  5.53   	-106.82		 88.75   	-127.16		
 -9.16   	 12.51   	  5.11   	 -91.56		 88.24   	-127.16		
-11.60   	 11.60   	  4.74   	 -86.47		 87.73   	-122.07		
-14.95   	  9.77   	  4.39   	 -76.30		 87.24   	-122.07		
-17.40   	  7.63   	  4.09   	 -71.21		 86.75   	-122.07		
-17.40   	  5.49   	  3.80   	 -55.95		 86.27   	-116.99		
-15.26   	  4.27   	  3.58   	 -55.95		 85.80   	-116.99		
-12.21   	  3.66   	  3.36   	 -45.78		 85.33   	-111.90		
-10.99   	  2.75   	  3.17   	 -35.61		 84.88   	-111.90		
-11.60   	  1.83   	  3.03   	 -35.61		 84.44   	-111.90		
-12.82   	  0.61   	  2.89   	 -25.43		 83.99   	-106.82		
-12.51   	  0.61   	  2.79   	 -25.43		 83.56   	-106.82		
-10.99   	  2.14   	  2.69   	 -15.26		 83.13   	-106.82		
 -9.77   	  4.27   	  2.62   	 -15.26		 82.71   	-101.73		
-11.29   	  5.19   	  2.56   	 -10.17		 82.30   	-101.73		
-15.26   	  3.66   	  2.52   	  -5.09		 81.89   	-101.73		
-19.53   	  0.92   	  2.50   	  -5.09		 81.48   	 -96.64		
-21.67   	 -2.14   	  2.48(D)	   0.00		 81.10   	 -96.64		
-21.36   	 -3.66   	  2.48   	   5.09		 80.71   	 -91.56		
-19.53   	 -3.36   	  2.50   	  10.17		 80.35   	 -91.56		
-18.62   	 -1.53   	  2.54   	  10.17		 79.98   	 -91.56		
-18.01   	  1.22   	  2.58   	  15.26		 79.61   	 -91.56		
-17.09   	  3.05   	  2.64   	  20.35		 79.25   	 -86.47		
-15.56   	  3.05   	  2.73   	  20.35		 78.90   	 -86.47		
-13.12   	  0.61   	  2.81   	  20.35		 78.56   	 -86.47		
-10.99   	 -3.05   	  2.89   	  20.35		 78.21   	 -86.47		
-10.38   	 -6.10   	  2.97   	  20.35		 77.86   	 -86.47		
-10.99   	 -7.02   	  3.05   	  25.43		 77.52   	 -86.47		
-12.21   	 -4.88   	  3.15   	  25.43		 77.17   	 -86.47		
-13.43   	 -1.53   	  3.26   	  30.52		 76.83   	 -81.38		
-13.73   	  2.14   	  3.38   	  25.43		 76.50   	 -86.47		
-11.90   	  5.19   	  3.48   	  30.52		 76.15   	 -86.47		
 -8.24   	  7.02   	  3.60   	  35.61		 75.81   	 -81.38		
 -4.27   	  7.32   	  3.74   	  30.52		 75.48   	 -81.38		
 -1.83   	  5.80   	  3.87   	  35.61		 75.16   	 -81.38		
 -3.05   	  3.05   	  4.01   	  35.61		 74.83   	 -81.38		
 -6.41   	  0.00   	  4.15   	  35.61		 74.51   	 -81.38		
-10.38   	 -1.22   	  4.29   	  35.61		 74.18   	 -76.30		
-12.51   	 -0.61   	  4.44   	  35.61		 73.88   	 -76.30		
-13.12   	  1.22   	  4.58   	  40.69		 73.57   	 -71.21		
-12.82   	  1.83   	  4.74   	  40.69		 73.29   	 -76.30		
-12.82   	  0.00   	  4.90   	  40.69		 72.98   	 -71.21		
-13.12   	 -3.05   	  5.07   	  40.69		 72.70   	 -66.12		
-12.51   	 -5.49   	  5.23   	  40.69		 72.43   	 -71.21		
-11.29   	 -5.19   	  5.39   	  45.78		 72.15   	 -66.12		
 -9.77   	 -1.53   	  5.57   	  40.69		 71.88   	 -66.12		
 -9.16   	  3.05   	  5.74   	  45.78		 71.62   	 -66.12		
-10.38   	  4.88   	  5.92   	  40.69		 71.35   	 -61.04		
-12.51   	  3.05   	  6.08   	  45.78		 71.11   	 -66.12		
-13.43   	 -0.92   	  6.27   	  40.69		 70.84   	 -61.04		
-12.21   	 -4.27   	  6.43   	  40.69		 70.60   	 -61.04		
 -9.77   	 -4.88   	  6.59   	  40.69		 70.36   	 -61.04		
 -7.93   	 -3.36   	  6.75   	  35.61		 70.11   	 -55.95		
 -8.54   	 -2.75   	  6.90   	  30.52		 69.89   	 -55.95		
-11.29   	 -3.97   	  7.02   	  35.61		 69.66   	 -61.04		
-13.73   	 -6.10   	  7.16   	  25.43		 69.42   	 -55.95		
-13.43   	 -7.02   	  7.26   	  30.52		 69.20   	 -50.86		
-10.68   	 -5.49   	  7.39   	  20.35		 68.99   	 -55.95		
 -7.02   	 -2.44   	  7.47   	  25.43		 68.77   	 -55.95		
 -4.27   	  0.31   	  7.57   	  20.35		 68.55   	 -50.86		
 -3.66   	  1.22   	  7.65   	  25.43		 68.34   	 -50.86		
 -4.88   	 -0.31   	  7.75   	  20.35		 68.14   	 -50.86		
 -6.71   	 -3.05   	  7.83   	  20.35		 67.93   	 -50.86		
 -8.54   	 -6.10   	  7.91   	  20.35		 67.73   	 -50.86		
-10.07   	 -8.54   	  8.00   	  20.35		 67.53   	 -50.86		
-11.60   	-10.68   	  8.08   	  20.35		 67.32   	 -50.86		
-13.12   	-11.29   	  8.16   	  25.43		 67.12   	 -50.86		
-14.04   	-10.38   	  8.26   	  20.35		 66.92   	 -50.86		
-13.43   	 -8.24   	  8.34   	  20.35		 66.71   	 -50.86		
-10.68   	 -4.88   	  8.42   	  20.35		 66.51   	 -50.86		
 -5.19   	  0.31   	  8.50   	  20.35		 66.31   	 -50.86		
  1.53   	  7.93   	  8.59   	  20.35		 66.10   	 -50.86		
  8.24   	 19.23   	  8.67   	  20.35		 65.90   	 -50.86		
 12.82   	 34.79   	  8.75   	  20.35		 65.70   	 -45.78		
 15.26   	 52.19   	  8.83   	  20.35		 65.51   	 -45.78		
 16.17   	 67.14   	  8.91   	  20.35		 65.33   	 -50.86		
 16.48   	 75.99   	  8.99   	  20.35		 65.13   	 -45.78		
 16.48   	 77.51   	  9.07   	  20.35		 64.94   	 -45.78		
 17.09   	 74.16   	  9.16   	  20.35		 64.76   	 -40.69		
 18.31   	 71.11   	  9.24   	  20.35		 64.60   	 -45.78		
 19.84   	 72.94   	  9.32   	  20.35		 64.41   	 -40.69		
 21.36   	 80.26   	  9.40   	  25.43		 64.25   	 -40.69		
 23.19   	 90.64   	  9.50   	  20.35		 64.09   	 -40.69		
 26.55   	101.01   	  9.58   	  25.43		 63.93   	 -40.69		
 31.43   	109.25   	  9.68   	  25.43		 63.76   	 -35.61		
 38.15   	115.05   	  9.79   	  20.35		 63.62   	 -40.69		
 45.17   	119.63   	  9.87   	  25.43		 63.46   	 -35.61		
 51.57   	122.07   	  9.97   	  25.43		 63.32   	 -35.61		
 56.76   	121.77   	 10.07   	  25.43		 63.17   	 -35.61		
 61.65   	119.02   	 10.17   	  25.43		 63.03   	 -35.61		
 65.61   	114.14   	 10.27   	  25.43		 62.89   	 -35.61		
 67.44   	107.12   	 10.38   	  20.35		 62.75   	 -30.52		
 66.22   	 97.96   	 10.46   	  25.43		 62.62   	 -35.61		
 61.95   	 85.14   	 10.56   	  20.35		 62.48   	 -35.61		
 55.54   	 68.97   	 10.64   	  20.35		 62.34   	 -30.52		
 48.22   	 52.19   	 10.72   	  15.26		 62.22   	 -35.61		
 39.98   	 39.06   	 10.78   	  15.26		 62.08   	 -35.61		
 28.38   	 29.60   	 10.84   	  15.26		 61.93   	 -30.52		
 13.43   	 21.36   	 10.91   	  15.26		 61.81   	 -35.61		
 -1.22   	 10.68   	 10.97   	  15.26		 61.67   	 -30.52		
-11.60   	 -4.27   	 11.03   	  10.17		 61.55   	 -30.52		
-14.65   	-21.67   	 11.07   	  15.26		 61.42   	 -35.61		
-12.21   	-37.23   	 11.13   	  15.26		 61.28   	 -25.43		
 -9.16   	-48.52   	 11.19   	  15.26		 61.18   	 -30.52		
 -9.77   	-55.24   	 11.25   	  20.35		 61.06   	 -25.43		
-13.73   	-57.98   	 11.33   	  20.35		 60.96   	 -25.43		
-18.31   	-58.90   	 11.41   	  25.43		 60.85   	 -25.43		
-20.75   	-57.98   	 11.52   	  30.52		 60.75   	 -25.43		
-20.45   	-56.15   	 11.64   	  30.52		 60.65   	 -20.35		
-19.53   	-54.93   	 11.76   	  35.61		 60.57   	 -20.35		
-20.14   	-55.54   	 11.90   	  40.69		 60.49   	 -20.35		
-21.97   	-57.37   	 12.07   	  40.69		 60.41   	 -20.35		
-23.80   	-59.81   	 12.23   	  45.78		 60.33   	 -20.35		
-24.11   	-60.73   	 12.41   	  50.86		 60.24   	 -20.35		
-22.89   	-59.20   	 12.61   	  50.86		 60.16   	 -20.35		
-21.36   	-56.15   	 12.82   	  55.95		 60.08   	 -25.43		
-21.67   	-54.02   	 13.04   	  61.04		 59.98   	 -20.35		
-28.08   	-54.63   	 13.29   	  61.04		 59.90   	 -20.35		
-43.95   	-58.29   	 13.53   	  71.21		 59.82   	 -25.43		
-68.66   	-62.26   	 13.81   	  71.21		 59.71   	 -25.43		
-94.60   	-60.12   	 14.10   	  76.30		 59.61   	 -20.35		
-108.03   	-44.56   	 14.40   	  76.30		 59.53   	 -25.43		
-93.99   	-10.07   	 14.71   	  81.38		 59.43   	 -25.43		
-45.78   	 41.81   	 15.04   	  86.47		 59.33   	 -25.43		
 35.10   	104.68   	 15.38   	  81.38		 59.23   	 -30.52		
145.87   	175.48   	 15.71   	  91.56		 59.10   	 -25.43		
288.09   	261.54   	 16.07   	  86.47		 59.00   	 -25.43		
466.00   	377.81   	 16.42   	  91.56		 58.90   	 -30.52		
669.56   	527.04   	 16.79   	 183.11		 58.78   	 -55.95		
985.72   	759.28(R)	 17.52(E)	  96.64		 58.56   	 -25.43		
989.99   	709.53   	 17.90   	  96.64		 58.45   	 -25.43		
871.28   	510.25   	 18.29   	 106.82		 58.35   	 -30.52		
679.32   	215.45   	 18.72   	 106.82		 58.23   	 -25.43		
490.42   	-83.01   	 19.15   	 122.07		 58.13   	 -25.43		
361.94   	-314.94   	 19.63   	 137.33		 58.03   	 -25.43		
299.07   	-463.56   	 20.18   	 147.51		 57.92   	 -20.35		
263.67   	-548.40   	 20.77   	 178.03		 57.84   	 -20.35		
212.71   	-590.21   	 21.49   	 203.46		 57.76   	 -15.26		
130.00   	-585.63   	 22.30   	 223.80		 57.70   	 -10.17		
 29.60   	-526.73   	 23.19   	 254.32		 57.66   	 -15.26		
-65.00   	-429.69   	 24.21   	 264.50		 57.60   	 -10.17		
-138.55   	-333.56   	 25.27   	 274.67		 57.56   	 -15.26		
-190.73   	-270.69   	 26.37   	 269.58		 57.50   	 -15.26		
-229.19   	-244.45   	 27.45   	 254.32		 57.44   	 -25.43		
-257.26   	-233.15   	 28.46   	 249.24		 57.33   	 -30.52		
-274.96   	-213.01   	 29.46   	 244.15		 57.21   	 -35.61		
-280.46   	-177.61   	 30.44   	 249.24		 57.07   	 -40.69		
-274.66   	-141.30   	 31.43   	 259.41		 56.91   	 -40.69		
-258.18   	-120.24   	 32.47   	 289.93		 56.74   	 -35.61		
-232.24   	-115.97   	 33.63   	 320.45		 56.60   	 -25.43		
-198.36   	-115.97   	 34.91   	 366.22		 56.50   	 -15.26		
-160.52   	-106.81   	 36.38   	 412.00		 56.44(D)	   0.00		
-124.51   	-84.23   	 38.03   	 457.78		 56.44   	  20.35		
-96.13   	-57.37   	 39.86   	 498.47		 56.52   	  45.78		
-77.82   	-39.67   	 41.85   	 539.16		 56.70   	  71.21		
-68.36   	-37.23   	 44.01   	 569.68		 56.99   	 101.73		
-63.78   	-45.17   	 46.29   	 595.11		 57.40   	 127.16		
-60.42   	-53.10   	 48.67   	 600.20		 57.90   	 152.59		
-57.68   	-54.02   	 51.07   	 610.37		 58.51   	 178.03		
-55.85   	-49.74   	 53.51   	 600.20		 59.23   	 203.46		
-54.93   	-44.56   	 55.91   	 595.11		 60.04   	 228.89		
-54.63   	-42.72   	 58.29   	 579.86		 60.96   	 244.15		
-53.41   	-43.95   	 60.61   	 554.42		 61.93   	 259.41		
-51.57   	-46.39   	 62.83   	 539.16		 62.97   	 274.67		
-50.35   	-48.52   	 64.98   	 508.65		 64.07   	 284.84		
-50.66   	-50.66   	 67.02   	 488.30		 65.21   	 295.01		
-52.49   	-52.80   	 68.97   	 462.87		 66.39   	 300.10		
-53.41   	-54.32   	 70.82   	 437.43		 67.59   	 305.19		
-51.27   	-54.32   	 72.57   	 417.09		 68.81   	 310.27		
-47.00   	-53.10   	 74.24   	 391.66		 70.05   	 305.19		
-42.42   	-50.96   	 75.81   	 371.31		 71.27   	 310.27		
-40.89   	-49.74   	 77.29   	 356.05		 72.51   	 305.19		
-43.03   	-50.05   	 78.72   	 335.71		 73.73   	 305.19		
-47.00   	-51.57   	 80.06   	 325.53		 74.95   	 305.19		
-50.66   	-52.49   	 81.36   	 310.27		 76.17   	 305.19		
-52.19   	-52.80   	 82.60   	 300.10		 77.40   	 310.27		
-51.88   	-52.49   	 83.80   	 295.01		 78.64   	 315.36		
-50.35   	-52.49   	 84.98   	 289.93		 79.90   	 315.36		
-48.52   	-52.49   	 86.14   	 289.93		 81.16   	 325.53		
-47.61   	-52.80   	 87.30   	 284.84		 82.46   	 335.71		
-47.30   	-52.80   	 88.44   	 289.93		 83.80   	 345.88		
-47.91   	-52.49   	 89.60   	 289.93		 85.19   	 356.05		
-48.83   	-52.19   	 90.76   	 289.93		 86.61   	 366.22		
-49.74   	-51.57   	 91.92   	 289.93		 88.08   	 376.40		
-50.05   	-50.66   	 93.08   	 295.01		 89.58   	 386.57		
-49.74   	-49.74   	 94.26   	 289.93		 91.13   	 386.57		
-48.52   	-48.83   	 95.42   	 289.93		 92.68   	 396.74		
-47.30   	-47.91   	 96.58   	 284.84		 94.26   	 391.66		
-46.08   	-46.69   	 97.72   	 284.84		 95.83   	 396.74		
-45.47   	-44.25   	 98.86   	 279.75		 97.42   	 391.66		
-45.47   	-41.50   	 99.98   	 279.75		 98.98   	 386.57		
-46.39   	-39.37   	101.10   	 274.67		100.53   	 386.57		
-47.61   	-38.45   	102.20   	 279.75		102.07   	 381.48		
-48.22   	-37.84   	103.32   	 274.67		103.60   	 376.40		
-48.22   	-37.23   	104.41   	 284.84		105.11   	 376.40		
-47.30   	-34.79   	105.55   	 279.75		106.61   	 376.40		
-45.78   	-30.52   	106.67   	 289.93		108.12   	 366.22		
-43.95   	-25.02   	107.83   	 289.93		109.58   	 366.22		
-42.11   	-19.23   	108.99   	 289.93		111.05   	 366.22		
-41.20   	-14.34   	110.15   	 300.10		112.51   	 356.05		
-41.20   	 -9.77   	111.35   	 300.10		113.94   	 356.05		
-42.42   	 -5.49   	112.55   	 300.10		115.36   	 350.97		
-44.25   	 -0.31   	113.75   	 305.19		116.76   	 350.97		
-44.86   	  6.41   	114.97   	 305.19		118.17   	 335.71		
-43.95   	 14.65   	116.19   	 305.19		119.51   	 335.71		
-41.81   	 23.19   	117.42   	 305.19		120.85   	 330.62		
-39.98   	 31.13   	118.64   	 300.10		122.18   	 325.53		
-38.76   	 37.23   	119.84   	 305.19		123.48   	 315.36		
-38.76   	 42.72   	121.06   	 300.10		124.74   	 315.36		
-38.45   	 48.22   	122.26   	 300.10		126.00   	 305.19		
-36.93   	 55.85   	123.46   	 300.10		127.22   	 305.19		
-33.26   	 64.70   	124.66   	 295.01		128.44   	 300.10		
-27.77   	 74.46   	125.84   	 295.01		129.64   	 295.01		
-21.67   	 83.92   	127.02   	 284.84		130.82   	 289.93		
-15.56   	 92.47   	128.16   	 284.84		131.98   	 284.84		
 -9.16   	 99.79   	129.30   	 279.75		133.12   	 274.67		
 -2.44   	106.20   	130.42   	 269.58		134.22   	 269.58		
  3.97   	111.39   	131.49   	 264.50		135.30   	 259.41		
  9.46   	114.44   	132.55   	 259.41		136.34   	 254.32		
 13.73   	116.27   	133.59   	 244.15		137.35   	 239.06		
 17.70   	117.80   	134.57   	 244.15		138.31   	 228.89		
 22.58   	119.32   	135.54   	 228.89		139.23   	 223.80		
 28.38   	120.85   	136.46   	 218.72		140.12   	 208.54		
 33.87   	121.15   	137.33   	 203.46		140.96   	 198.37		
 37.54   	119.32   	138.15   	 198.37		141.75   	 188.20		
 38.45   	115.66   	138.94   	 178.03		142.50   	 178.03		
 37.23   	111.08   	139.65   	 167.85		143.21   	 167.85		
 35.71   	105.59   	140.32   	 152.59		143.89   	 152.59		
 34.79   	 99.18   	140.94   	 137.33		144.50   	 137.33		
 33.87   	 91.55   	141.48   	 111.90		145.05   	 127.16		
 32.65   	 83.31   	141.93   	 101.73		145.55   	 111.90		
 30.52   	 75.99   	142.34   	  76.30		146.00   	  96.64		
 28.08   	 70.50   	142.64   	  61.04		146.39   	  81.38		
 25.94   	 65.92   	142.89   	  35.61		146.71   	  61.04		
 24.11   	 61.04   	143.03   	  10.17		146.96   	  40.69		
 21.97   	 54.02   	143.07(S)	  -5.09		147.12   	  20.35		
 18.92   	 45.78   	143.05   	 -35.61		147.20(S)	  -5.09		
 15.56   	 38.15   	142.91   	 -55.95		147.18   	 -25.43		
 12.21   	 32.35   	142.69   	 -81.38		147.08   	 -50.86		
  9.16   	 28.69   	142.36   	-106.82		146.88   	 -71.21		
  6.41   	 25.63   	141.93   	-132.25		146.59   	-101.73		
  3.97   	 22.28   	141.40   	-157.68		146.18   	-122.07		
  1.53   	 18.01   	140.77   	-188.20		145.70   	-152.59		
  0.00   	 14.65   	140.02   	-208.54		145.09   	-172.94		
 -0.31   	 12.82   	139.19   	-239.06		144.39   	-193.29		
  1.22   	 12.82   	138.23   	-279.75		143.62   	-218.72		
  3.05   	 13.73   	137.11   	-315.36		142.75   	-239.06		
  4.27   	 13.43   	135.85   	-371.31		141.79   	-264.50		
  3.66   	 12.21   	134.36   	-422.18		140.73   	-284.84		
  0.92   	  9.77   	132.67   	-488.30		139.59   	-315.36		
 -2.75   	  7.02   	130.72   	-554.42		138.33   	-330.62		
 -5.80   	  4.58   	128.50   	-615.46		137.01   	-350.97		
 -7.32   	  3.36   	126.04   	-681.58		135.60   	-371.31		
 -7.32   	  2.44   	123.32   	-737.54		134.12   	-386.57		
 -7.02   	  1.83   	120.37   	-783.31		132.57   	-391.66		
