  I     	  II     	  LVp     	  LVp'		
-114.44   	-141.60   	 95.54   	-310.27		
-113.83   	-141.30   	 94.30   	-381.48		
-113.22   	-138.85   	 92.78   	-442.52		
-112.00   	-135.80   	 91.01   	-503.56		
-110.78   	-132.75   	 88.99   	-564.60		
-109.86   	-131.53   	 86.73   	-615.46		
-109.56   	-131.23   	 84.27   	-656.15		
-108.34   	-131.53   	 81.65   	-696.84		
-106.20   	-131.23   	 78.86   	-727.36		
-103.76   	-130.31   	 75.95   	-757.88		
-102.23   	-129.39   	 72.92   	-778.23		
-101.62   	-128.48   	 69.81   	-803.66		
-102.23   	-127.87   	 66.59   	-824.00		
-103.15   	-127.26   	 63.30   	-834.18		
-103.76   	-126.65   	 59.96   	-844.35		
-103.76   	-126.04   	 56.58   	-839.26		
-103.15   	-125.73   	 53.22   	-834.18		
-102.84   	-126.04   	 49.89   	-818.92		
-102.84   	-126.95   	 46.61   	-798.57		
-102.54   	-128.17   	 43.42   	-762.97		
-102.54   	-129.09   	 40.37   	-732.45		
-101.93   	-129.70   	 37.44   	-691.76		
-101.01   	-129.70   	 34.67   	-656.15		
-101.01   	-130.31   	 32.04   	-610.37		
-101.93   	-132.14   	 29.60   	-574.77		
-103.45   	-134.58   	 27.30   	-534.08		
-105.29   	-136.72   	 25.17   	-488.30		
-106.20   	-137.63   	 23.21   	-452.69		
-106.20   	-137.33   	 21.40   	-412.00		
-105.59   	-136.72   	 19.76   	-376.40		
-104.68   	-136.72   	 18.25   	-340.79		
-104.37   	-137.94   	 16.89   	-310.27		
-104.37   	-140.08   	 15.65   	-269.58		
-105.29   	-142.52   	 14.57   	-249.24		
-106.20   	-145.26   	 13.57   	-213.63		
-107.12   	-147.40   	 12.72   	-193.29		
-107.42   	-149.23   	 11.94   	-167.85		
-107.73   	-150.15   	 11.27   	-142.42		
-108.34   	-149.54   	 10.70   	-127.16		
-108.95   	-148.01   	 10.19   	-106.82		
-109.56   	-146.48   	  9.77   	 -96.64		
-110.17   	-146.48   	  9.38   	 -76.30		
-109.86   	-147.09   	  9.07   	 -66.12		
-108.64   	-148.01   	  8.81   	 -55.95		
-106.81   	-147.40   	  8.59   	 -45.78		
-105.29   	-145.57   	  8.40   	 -35.61		
-104.98   	-143.74   	  8.26   	 -30.52		
-105.90   	-143.43   	  8.14   	 -30.52		
-107.73   	-144.35   	  8.02   	 -20.35		
-108.34   	-145.57   	  7.93   	 -20.35		
-107.42   	-144.35   	  7.85   	 -15.26		
-104.37   	-139.16   	  7.79   	 -15.26		
-101.01   	-129.70   	  7.73   	 -10.17		
-98.27   	-117.80   	  7.69   	 -10.17		
-96.74   	-105.59   	  7.65   	  -5.09		
-95.52   	-94.91   	  7.63   	 -10.17		
-92.77   	-87.28   	  7.59   	 -10.17		
-87.59   	-82.70   	  7.55   	  -5.09		
-80.57   	-80.26   	  7.53   	 -15.26		
-72.63   	-76.90   	  7.47   	 -10.17		
-65.61   	-69.27   	  7.43   	 -15.26		
-60.12   	-55.85   	  7.37   	 -15.26		
-54.63   	-38.15   	  7.30   	 -15.26		
-48.22   	-20.45   	  7.24   	 -15.26		
-40.28   	 -6.71   	  7.18   	 -10.17		
-30.82   	  2.44   	  7.14   	 -15.26		
-21.97   	  7.63   	  7.08   	 -10.17		
-17.09   	  9.16   	  7.04   	 -10.17		
-17.70   	  5.80   	  7.00   	 -10.17		
-23.80   	 -3.05   	  6.96   	 -10.17		
-32.04   	-15.87   	  6.92   	  -5.09		
-38.45   	-31.13   	  6.90   	 -10.17		
-41.50   	-48.22   	  6.86   	  -5.09		
-44.56   	-69.27   	  6.84   	   0.00		
-51.88   	-93.99   	  6.84   	  -5.09		
-65.61   	-118.71   	  6.82(D)	  10.17		
-82.09   	-137.02   	  6.86   	  10.17		
-95.21   	-145.26   	  6.90   	  20.35		
-100.40   	-146.48   	  6.98   	  35.61		
-98.57   	-145.57   	  7.12   	  50.86		
-94.60   	-147.71   	  7.32   	  76.30		
-93.38   	-154.11   	  7.63   	  91.56		
-95.83   	-162.66   	  8.00   	 127.16		
-99.18   	-169.98   	  8.50   	 147.51		
-101.62   	-175.17   	  9.09   	 162.77		
-101.62   	-177.92   	  9.75   	 167.85		
-101.01   	-179.44   	 10.42   	 167.85		
-101.01   	-180.66   	 11.09   	 152.59		
-101.32   	-180.97   	 11.70   	 116.99		
-101.93   	-180.05   	 12.17   	  86.47		
-102.23   	-177.61   	 12.51   	  45.78		
-102.84   	-175.17   	 12.70   	   0.00		
-105.59   	-173.34   	 12.70   	 -40.69		
-111.39   	-169.68   	 12.53   	 -81.38		
-117.49   	-155.94   	 12.21   	-106.82		
-116.58   	-120.54   	 11.78   	-127.16		
-93.38   	-58.29   	 11.27   	-137.33		
-25.63   	 24.72   	 10.72   	-142.42		
106.51   	112.92   	 10.15   	-137.33		
307.92   	189.51   	  9.60   	-223.80		
803.53   	301.51   	  8.71   	 -86.47		
976.56   	346.37   	  8.36   	 -66.12		
1013.18   	368.04(R)	  8.10   	 -40.69		
887.45   	339.05   	  7.93   	 -20.35		
632.02   	242.00   	  7.85(E)	   0.00		
328.98   	 90.03   	  7.85   	  20.35		
 74.46   	-68.97   	  7.93   	  35.61		
-71.11   	-179.44   	  8.08   	  45.78		
-105.90   	-212.10   	  8.26   	  61.04		
-77.21   	-177.00   	  8.50   	  66.12		
-39.06   	-111.08   	  8.77   	  76.30		
-20.75   	-54.63   	  9.07   	  81.38		
-21.36   	-27.47   	  9.40   	  96.64		
-26.55   	-26.55   	  9.79   	 106.82		
-27.47   	-36.62   	 10.21   	 127.16		
-23.80   	-43.64   	 10.72   	 157.68		
-19.53   	-43.64   	 11.35   	 188.20		
-17.40   	-39.37   	 12.11   	 233.98		
-16.17   	-35.10   	 13.04   	 284.84		
-14.95   	-32.35   	 14.18   	 345.88		
-13.73   	-30.21   	 15.56   	 401.83		
-12.21   	-26.86   	 17.17   	 467.95		
-10.68   	-21.67   	 19.04   	 528.99		
 -8.24   	-16.17   	 21.16   	 584.94		
 -5.49   	-12.21   	 23.50   	 630.72		
 -2.44   	 -9.16   	 26.02   	 656.15		
  1.83   	 -5.19   	 28.65   	 681.58		
  6.10   	  0.61   	 31.37   	 681.58		
 10.38   	  8.54   	 34.10   	 666.32		
 14.04   	 16.78   	 36.76   	 640.89		
 17.09   	 23.50   	 39.33   	 620.55		
 21.06   	 29.91   	 41.81   	 595.11		
 25.94   	 36.93   	 44.19   	 590.03		
 32.04   	 46.39   	 46.55   	 605.29		
 39.06   	 57.98   	 48.97   	 651.07		
 46.39   	 70.50   	 51.58   	 712.10		
 53.41   	 82.40   	 54.43   	 783.31		
 61.04   	 93.69   	 57.56   	 844.35		
 69.27   	104.98   	 60.94   	 890.13		
 78.74   	118.10   	 64.50   	 915.56		
 89.72   	133.36   	 68.16   	 900.30		
101.93   	150.45   	 71.76   	 859.61		
114.75   	169.07   	 75.20   	 798.57		
127.87   	187.68   	 78.39   	 717.19		
140.69   	206.60   	 81.26   	 620.55		
153.50   	225.22   	 83.74   	 534.08		
166.02   	243.84   	 85.88   	 432.35		
177.92   	262.15   	 87.61   	 350.97		
189.51   	279.85   	 89.01   	 269.58		
201.42   	297.55   	 90.09   	 208.54		
213.32   	314.03   	 90.93   	 147.51		
224.91   	328.37   	 91.52   	 106.82		
235.60   	339.97   	 91.94   	  71.21		
244.14   	348.51   	 92.23   	  45.78		
249.94   	353.39   	 92.41   	  35.61		
252.38   	354.00   	 92.55   	  20.35		
251.16   	349.12   	 92.63   	  15.26		
245.97   	337.83   	 92.70   	  15.26		
236.82   	320.43   	 92.76   	  15.26		
223.39   	297.85   	 92.82   	  20.35		
205.08   	271.00   	 92.90   	  15.26		
182.19   	241.09   	 92.96   	  15.26		
155.33   	208.13   	 93.02   	  15.26		
126.04   	173.34   	 93.08   	  15.26		
 96.44   	138.24   	 93.14   	  15.26		
 67.44   	104.37   	 93.20   	  10.17		
 40.28   	 73.55   	 93.24   	  15.26		
 14.65   	 44.86   	 93.31   	  15.26		
 -9.16   	 18.01   	 93.37   	  10.17		
-30.52   	 -7.93   	 93.41   	  10.17		
-49.13   	-31.43   	 93.45   	  10.17		
-62.87   	-50.66   	 93.49   	  10.17		
-72.33   	-65.00   	 93.53   	   5.09		
-79.04   	-75.38   	 93.55   	  10.17		
-85.14   	-85.45   	 93.59   	  10.17		
-92.47   	-96.44   	 93.63   	  10.17		
-100.10   	-108.03   	 93.67(S)	   0.00		
-106.51   	-117.19   	 93.67   	 -10.17		
-109.86   	-122.07   	 93.63   	 -15.26		
-110.47   	-121.77   	 93.57   	 -35.61		
-110.17   	-119.63   	 93.43   	 -45.78		
-110.78   	-118.41   	 93.24   	 -71.21		
-112.30   	-119.63   	 92.96   	 -91.56		
-113.22   	-122.07   	 92.59   	-116.99		
-112.30   	-124.21   	 92.13   	-152.59		
-110.47   	-125.12   	 91.52   	-183.11		
-108.34   	-124.51   	 90.78   	-223.80		
-106.81   	-122.68   	 89.89   	-269.58		
-106.51   	-120.85   	 88.81   	-320.45		
-106.51   	-119.02   	 87.53   	-366.22		
-105.90   	-118.41   	 86.06   	-427.26		
-104.37   	-119.63   	 84.35   	-488.30		
-102.23   	-122.07   	 82.40   	-554.42		
-99.18   	-124.21   	 80.18   	-620.55		
-95.83   	-124.51   	 77.70   	-681.58		
-93.69   	-122.68   	 74.97   	-752.79		
-92.47   	-119.63   	 71.96   	-798.57		
-92.16   	-116.27   	 68.77   	-849.44		
-92.16   	-113.53   	 65.37   	-879.96		
-90.94   	-111.39   	 61.85   	-900.30		
-89.11   	-109.86   	 58.25   	-900.30		
-87.28   	-109.25   	 54.65   	-890.13		
-85.75   	-109.25   	 51.09   	-869.78		
-85.75   	-109.86   	 47.61   	-844.35		
-86.67   	-110.47   	 44.23   	-808.75		
-88.20   	-110.17   	 41.00   	-768.05		
-89.42   	-108.95   	 37.92   	-727.36		
-89.72   	-106.20   	 35.02   	-686.67		
-89.11   	-102.84   	 32.27   	-640.89		
-87.59   	-100.10   	 29.70   	-600.20		
-86.36   	-98.88   	 27.30   	-554.42		
-86.06   	-100.10   	 25.09   	-518.82		
-87.59   	-103.15   	 23.01   	-473.04		
-90.33   	-106.81   	 21.12   	-437.43		
-93.69   	-109.86   	 19.37   	-401.83		
-96.13   	-111.08   	 17.76   	-361.14		
-97.05   	-109.56   	 16.32   	-325.53		
-96.13   	-106.81   	 15.02   	-300.10		
-94.60   	-104.98   	 13.81   	-264.50		
-94.30   	-106.51   	 12.76   	-239.06		
-95.21   	-111.69   	 11.80   	-213.63		
-96.74   	-118.10   	 10.95   	-193.29		
-97.35   	-121.77   	 10.17   	-172.94		
-97.05   	-119.93   	  9.48   	-162.77		
-95.52   	-113.22   	  8.83   	-137.33		
-93.99   	-106.20   	  8.28   	-127.16		
-93.38   	-103.15   	  7.77   	-111.90		
-93.69   	-106.20   	  7.32   	 -91.56		
-94.30   	-112.30   	  6.96   	 -71.21		
-94.60   	-117.49   	  6.67   	 -50.86		
-95.21   	-118.71   	  6.47   	 -30.52		
-95.52   	-116.58   	  6.35   	  -5.09		
-95.21   	-112.30   	  6.33   	  25.43		
-93.69   	-106.81   	  6.43   	  45.78		
-90.64   	-99.49   	  6.61   	  76.30		
-86.36   	-90.03   	  6.92   	  86.47		
-82.40   	-79.04   	  7.26   	  96.64		
-79.35   	-69.58   	  7.65   	  91.56		
-76.60   	-62.87   	  8.02   	  76.30		
-73.55   	-59.20   	  8.32   	  50.86		
-69.27   	-55.54   	  8.52   	  15.26		
-64.09   	-50.05   	  8.59   	 -20.35		
-59.20   	-40.89   	  8.50   	 -71.21		
-54.63   	-28.69   	  8.22   	-101.73		
-50.05   	-14.65   	  7.81   	-142.42		
-44.56   	 -1.53   	  7.24   	-162.77		
-36.93   	 10.07   	  6.59   	-178.03		
-28.38   	 19.84   	  5.88   	-183.11		
-20.75   	 27.47   	  5.15   	-178.03		
-17.40   	 31.43   	  4.44   	-162.77		
-19.84   	 30.52   	  3.78   	-142.42		
-25.94   	 25.02   	  3.21   	-116.99		
-31.74   	 15.26   	  2.75   	 -96.64		
-34.79   	  1.22   	  2.36   	 -66.12		
-35.40   	-17.40   	  2.10   	 -35.61		
-39.37   	-41.81   	  1.95   	 -15.26		
-50.05   	-70.50   	  1.89(D)	   5.09		
-66.83   	-96.13   	  1.91   	  30.52		
-83.62   	-112.61   	  2.03   	  40.69		
-94.30   	-119.02   	  2.20   	  55.95		
-96.13   	-119.63   	  2.42   	  71.21		
-92.77   	-120.54   	  2.71   	  71.21		
-89.72   	-126.34   	  2.99   	  81.38		
-90.94   	-135.80   	  3.32   	  81.38		
-95.21   	-144.96   	  3.64   	  81.38		
-99.79   	-150.76   	  3.97   	  81.38		
-102.23   	-153.20   	  4.29   	  76.30		
-102.23   	-152.89   	  4.60   	  66.12		
-101.32   	-150.45   	  4.86   	  66.12		
-101.01   	-145.26   	  5.13   	  50.86		
-101.62   	-137.02   	  5.33   	  50.86		
-102.84   	-126.65   	  5.53   	  35.61		
-102.23   	-117.49   	  5.68   	  35.61		
-98.57   	-112.92   	  5.82   	  25.43		
-89.72   	-110.17   	  5.92   	  25.43		
-70.80   	-97.05   	  6.02   	  30.52		
-35.10   	-51.88   	  6.14   	  25.43		
 25.94   	 40.89   	  6.25   	  30.52		
118.41   	174.87   	  6.37   	  35.61		
243.23   	316.16   	  6.51   	  86.47		
538.02   	456.54(R)	  6.86(E)	  50.86		
657.65   	427.86   	  7.06   	  50.86		
712.59   	364.38   	  7.26   	  45.78		
668.34   	291.14   	  7.45   	  45.78		
514.53   	213.32   	  7.63   	  35.61		
278.63   	122.68   	  7.77   	  35.61		
 27.77   	 14.95   	  7.91   	  25.43		
-160.52   	-93.69   	  8.02   	  20.35		
-238.65   	-172.42   	  8.10   	  15.26		
-214.23   	-199.89   	  8.16   	  20.35		
-139.77   	-179.14   	  8.24   	  20.35		
-71.11   	-130.62   	  8.32   	  35.61		
-34.79   	-79.04   	  8.46   	  50.86		
-25.33   	-42.11   	  8.67   	  71.21		
-22.89   	-23.50   	  8.95   	  91.56		
-16.48   	-18.92   	  9.32   	 122.07		
 -7.93   	-21.06   	  9.81   	 157.68		
 -1.53   	-23.19   	 10.44   	 193.29		
  0.61   	-23.19   	 11.21   	 239.06		
  0.92   	-21.67   	 12.17   	 289.93		
  2.14   	-21.36   	 13.33   	 340.79		
  4.27   	-22.28   	 14.69   	 396.74		
  7.02   	-23.19   	 16.28   	 447.61		
 10.99   	-21.97   	 18.07   	 508.65		
 15.56   	-17.70   	 20.10   	 559.51		
 19.84   	-11.60   	 22.34   	 600.20		
 23.50   	 -6.71   	 24.74   	 640.89		
 26.55   	 -3.66   	 27.30   	 666.32		
 30.21   	 -2.44   	 29.97   	 676.50		
 35.40   	  0.00   	 32.68   	 676.50		
 42.11   	  5.80   	 35.38   	 661.24		
 49.44   	 15.87   	 38.03   	 630.72		
 57.07   	 28.38   	 40.55   	 595.11		
 63.78   	 40.59   	 42.93   	 574.77		
 70.19   	 49.44   	 45.23   	 549.34		
 77.21   	 55.54   	 47.43   	 549.34		
 85.75   	 61.65   	 49.62   	 574.77		
 96.13   	 71.11   	 51.92   	 605.29		
106.81   	 85.45   	 54.34   	 656.15		
117.19   	103.15   	 56.97   	 707.02		
126.95   	120.54   	 59.80   	 747.71		
137.63   	135.50   	 62.79   	 773.14		
150.45   	149.23   	 65.88   	 788.40		
165.41   	164.49   	 69.03   	 773.14		
181.58   	183.41   	 72.13   	 737.54		
198.06   	204.16   	 75.08   	 686.67		
213.32   	224.00   	 77.82   	 625.63		
227.97   	240.48   	 80.33   	 544.25		
242.31   	255.13   	 82.50   	 467.95		
256.04   	270.39   	 84.37   	 391.66		
269.47   	288.09   	 85.94   	 320.45		
281.98   	307.01   	 87.22   	 249.24		
292.97   	322.57   	 88.22   	 188.20		
301.21   	331.42   	 88.97   	 137.33		
305.18   	332.64   	 89.52   	  96.64		
304.26   	328.06   	 89.91   	  66.12		
298.46   	319.52   	 90.17   	  35.61		
288.70   	307.92   	 90.32   	  20.35		
276.18   	292.05   	 90.40   	  10.17		
260.62   	270.08   	 90.44   	   5.09		
241.70   	241.70   	 90.46   	   0.00		
218.81   	208.74   	 90.46   	   5.09		
191.04   	174.26   	 90.48   	  20.35		
160.22   	140.99   	 90.56   	  25.43		
127.87   	109.56   	 90.66   	  45.78		
 96.13   	 79.04   	 90.84   	  50.86		
 66.53   	 48.83   	 91.05   	  61.04		
 39.37   	 19.53   	 91.29   	  61.04		
 15.26   	 -8.24   	 91.54   	  55.95		
 -6.10   	-33.57   	 91.76   	  50.86		
-25.02   	-55.24   	 91.96   	  40.69		
-41.50   	-73.24   	 92.13   	  20.35		
-56.15   	-88.20   	 92.21   	  10.17		
-68.36   	-100.40   	 92.25(S)	  -5.09		
-78.13   	-109.86   	 92.23   	 -20.35		
-84.84   	-117.49   	 92.15   	 -25.43		
-89.42   	-123.60   	 92.04   	 -30.52		
-92.16   	-128.17   	 91.92   	 -35.61		
-94.60   	-131.84   	 91.78   	 -40.69		
-97.05   	-134.28   	 91.62   	 -40.69		
-99.18   	-136.72   	 91.45   	 -40.69		
-101.01   	-138.55   	 91.29   	 -55.95		
-102.23   	-140.69   	 91.07   	 -66.12		
-102.23   	-142.52   	 90.80   	 -91.56		
-101.32   	-143.43   	 90.44   	-127.16		
-100.71   	-143.13   	 89.93   	-167.85		
-100.10   	-142.82   	 89.26   	-218.72		
-100.10   	-142.21   	 88.38   	-279.75		
-99.18   	-141.60   	 87.26   	-335.71		
-97.35   	-139.77   	 85.92   	-401.83		
-94.30   	-137.33   	 84.31   	-462.87		
-91.55   	-134.28   	 82.46   	-523.90		
-89.72   	-132.14   	 80.37   	-579.86		
-88.81   	-131.23   	 78.05   	-630.72		
-87.59   	-130.31   	 75.52   	-671.41		
-85.75   	-128.78   	 72.84   	-712.10		
-83.62   	-126.95   	 69.99   	-737.54		
-81.48   	-124.51   	 67.04   	-762.97		
-80.57   	-122.68   	 63.99   	-768.05		
-80.26   	-121.46   	 60.92   	-778.23		
-80.57   	-120.54   	 57.80   	-773.14		
-80.57   	-119.32   	 54.71   	-773.14		
-79.96   	-118.10   	 51.62   	-757.88		
-79.35   	-116.58   	 48.59   	-752.79		
-79.04   	-114.75   	 45.57   	-732.45		
-78.43   	-113.83   	 42.64   	-717.19		
-78.43   	-113.53   	 39.78   	-696.84		
-78.43   	-113.53   	 36.99   	-671.41		
-78.13   	-113.83   	 34.30   	-640.89		
-77.82   	-113.22   	 31.74   	-610.37		
-77.51   	-112.30   	 29.30   	-579.86		
-77.51   	-111.69   	 26.98   	-539.16		
-78.43   	-111.69   	 24.82   	-498.47		
-79.35   	-112.30   	 22.83   	-447.61		
-80.26   	-113.22   	 21.04   	-406.92		
-80.87   	-113.53   	 19.41   	-356.05		
-80.87   	-113.53   	 17.99   	-300.10		
-81.18   	-113.53   	 16.79   	-249.24		
-81.79   	-114.44   	 15.79   	-193.29		
-82.70   	-116.27   	 15.02   	-142.42		
-83.62   	-118.71   	 14.45   	 -96.64		
-84.23   	-120.85   	 14.06   	 -61.04		
-84.53   	-122.38   	 13.81   	 -40.69		
-84.23   	-123.29   	 13.65   	 -25.43		
-84.53   	-123.90   	 13.55   	 -30.52		
-84.84   	-124.21   	 13.43   	 -40.69		
-85.45   	-124.51   	 13.27   	 -61.04		
-86.36   	-124.51   	 13.02   	 -81.38		
-87.28   	-124.51   	 12.70   	-101.73		
-88.20   	-124.82   	 12.29   	-127.16		
-88.81   	-125.73   	 11.78   	-132.25		
-89.11   	-126.65   	 11.25   	-142.42		
-88.50   	-127.56   	 10.68   	-137.33		
-87.89   	-128.17   	 10.13   	-132.25		
-87.28   	-127.87   	  9.60   	-116.99		
-86.36   	-125.43   	  9.14   	-106.82		
-85.14   	-119.93   	  8.71   	 -91.56		
-82.70   	-111.69   	  8.34   	 -76.30		
-79.96   	-101.01   	  8.04   	 -66.12		
-76.60   	-90.33   	  7.77   	 -55.95		
-73.55   	-81.18   	  7.55   	 -45.78		
-70.80   	-75.07   	  7.37   	 -35.61		
-67.75   	-71.72   	  7.22   	 -25.43		
-64.09   	-68.97   	  7.12   	 -15.26		
-59.20   	-62.87   	  7.06   	 -10.17		
-52.80   	-51.57   	  7.02(D)	   5.09		
-45.47   	-34.79   	  7.04   	  10.17		
-38.45   	-16.17   	  7.08   	  20.35		
-32.04   	  0.00   	  7.16   	  25.43		
-26.86   	 11.60   	  7.26   	  30.52		
-21.97   	 19.53   	  7.39   	  30.52		
-18.31   	 24.72   	  7.51   	  35.61		
-16.78   	 26.25   	  7.65   	  30.52		
-18.92   	 22.58   	  7.77   	  30.52		
-24.41   	 13.73   	  7.89   	  25.43		
-30.82   	  0.31   	  8.00   	  25.43		
-35.10   	-15.87   	  8.10   	  20.35		
-38.15   	-35.71   	  8.18   	  25.43		
-43.03   	-59.81   	  8.28   	  20.35		
-53.10   	-85.45   	  8.36   	  25.43		
-67.44   	-108.03   	  8.46   	  30.52		
-81.79   	-122.38   	  8.59   	  35.61		
-90.64   	-128.78   	  8.73   	  35.61		
-92.16   	-130.92   	  8.87   	  45.78		
-89.11   	-133.67   	  9.05   	  50.86		
-86.06   	-138.55   	  9.26   	  55.95		
-85.45   	-144.96   	  9.48   	  55.95		
-86.98   	-150.76   	  9.70   	  61.04		
