  I     	  II     	  AOp     	  AOp'		
-76.90   	-67.75   	143.97   	-335.71		
-79.96   	-85.75   	142.62   	-345.88		
-80.26   	-108.95   	141.24   	-345.88		
-77.82   	-123.29   	139.86   	-345.88		
-76.29   	-124.51   	138.47   	-335.71		
-79.04   	-117.49   	137.13   	-320.45		
-84.53   	-108.34   	135.85   	-300.10		
-88.81   	-99.79   	134.65   	-279.75		
-86.98   	-93.38   	133.53   	-249.24		
-79.96   	-90.64   	132.53   	-228.89		
-71.41   	-93.38   	131.62   	-198.37		
-64.09   	-96.74   	130.82   	-178.03		
-54.93   	-90.64   	130.11   	-152.59		
-39.67   	-65.31   	129.50   	-127.16		
-17.40   	-21.67   	128.99   	-101.73		
 10.07   	 28.38   	128.59   	 -71.21		
 38.45   	 72.33   	128.30   	 -45.78		
 61.65   	102.84   	128.12   	 -35.61		
 71.72   	121.77   	127.98   	 -15.26		
 65.31   	132.75   	127.91   	  -5.09		
 49.44   	135.50   	127.89   	  10.17		
 45.78   	130.31   	127.93   	  30.52		
 81.48   	121.46   	128.06   	  35.61		
166.02   	121.77   	128.20   	  40.69		
278.02   	146.79   	128.36   	  40.69		
378.42   	203.55   	128.52   	  30.52		
432.74   	279.85   	128.65   	  20.35		
435.79   	348.51   	128.73   	   0.00		
407.71   	385.13(R)	128.73   	 -10.17		
375.98   	381.77   	128.69   	 -30.52		
354.61   	352.48   	128.57   	 -45.78		
340.27   	321.96   	128.38   	 -61.04		
319.52   	305.48   	128.14   	 -66.12		
285.64   	299.07   	127.87   	 -76.30		
241.39   	285.64   	127.57   	 -81.38		
197.75   	251.16   	127.24   	 -86.47		
165.41   	195.31   	126.90   	 -96.64		
150.15   	130.00   	126.51   	-106.82		
149.23   	 70.50   	126.08   	-116.99		
152.89   	 22.89   	125.61   	-127.16		
150.15   	-20.75   	125.11   	-137.33		
134.58   	-75.38   	124.56   	-147.51		
108.03   	-150.76   	123.97   	-157.68		
 79.04   	-241.09   	123.34   	-162.77		
 57.98   	-327.45   	122.69   	-157.68		
 51.57   	-389.10   	122.05   	-147.51		
 57.98   	-417.79   	121.46   	-137.33		
 69.58   	-422.06   	120.92   	-122.07		
 77.21   	-415.95   	120.43   	-116.99		
 72.63   	-407.10   	119.96   	-101.73		
 51.57   	-389.10   	119.55   	 -91.56		
 15.87   	-351.87   	119.19   	 -76.30		
-26.86   	-294.19   	118.88   	 -71.21		
-67.44   	-228.27   	118.60   	 -55.95		
-98.57   	-172.73   	118.37   	 -45.78		
-117.80   	-137.02   	118.19   	 -25.43		
-126.65   	-119.63   	118.09   	 -10.17		
-129.39   	-112.92   	118.05   	   5.09		
-130.00   	-112.92   	118.07   	  10.17		
-130.92   	-117.80   	118.11   	  15.26		
-132.14   	-124.82   	118.17   	  10.17		
-132.45   	-127.56   	118.21   	  -5.09		
-131.53   	-121.15   	118.19   	 -20.35		
-129.70   	-108.03   	118.11   	 -45.78		
-127.56   	-97.35   	117.92   	 -61.04		
-125.73   	-97.35   	117.68   	 -81.38		
-123.60   	-107.12   	117.35   	 -96.64		
-120.54   	-118.41   	116.97   	-111.90		
-118.10   	-123.60   	116.52   	-116.99		
-117.19   	-119.63   	116.05   	-116.99		
-117.80   	-110.47   	115.58   	-101.73		
-118.41   	-102.23   	115.18   	 -91.56		
-117.19   	-100.10   	114.81   	 -66.12		
-113.22   	-104.37   	114.55   	 -50.86		
-108.64   	-112.30   	114.34   	 -35.61		
-104.98   	-117.49   	114.20   	 -15.26		
-103.45   	-115.97   	114.14   	   0.00		
-103.15   	-108.03   	114.14   	   5.09		
-103.15   	-98.88   	114.16   	  10.17		
