  I     	  II     	  LVp     	  LVp'		
311.58   	-875.85   	 24.66   	 208.54		
217.29   	-739.75   	 25.49   	 228.89		
 96.13   	-676.57   	 26.41   	 289.93		
-34.79   	-653.69   	 27.57   	 401.83		
-151.06   	-623.47   	 29.18   	 549.34		
-250.24   	-551.45   	 31.37   	 717.19		
-317.69   	-469.06   	 34.24   	 874.87		
-385.13   	-414.12   	 37.74   	1012.20		
-414.12   	-396.12   	 41.79   	1098.67		
-433.35   	-420.23   	 46.18   	1164.80		
-443.12   	-448.30   	 50.84   	1215.66		
-440.06   	-447.08   	 55.71   	1266.53		
-448.00   	-423.58   	 60.77   	1307.22		
-458.37   	-395.51   	 66.00   	1327.56		
-467.22   	-381.16   	 71.31   	1276.70		
-476.68   	-376.28   	 76.42   	1164.80		
-483.09   	-404.36   	 81.08   	 981.68		
-486.15   	-432.13   	 85.00   	 773.14		
-490.42   	-455.02   	 88.10   	 554.42		
-484.01   	-458.68   	 90.32   	 361.14		
-474.24   	-429.08   	 91.76   	 218.72		
-473.33   	-381.77   	 92.63   	 101.73		
-473.33   	-358.89   	 93.04   	  40.69		
-474.55   	-376.28   	 93.20   	  25.43		
-467.53   	-398.25   	 93.31   	  66.12		
-460.21   	-417.79   	 93.57   	 147.51		
-451.97   	-408.02   	 94.16   	 244.15		
-455.32   	-368.96   	 95.14   	 315.36		
-461.73   	-346.37   	 96.40   	 366.22		
-469.06   	-360.11   	 97.86   	 386.57		
-471.80   	-385.74   	 99.41   	 401.83		
-455.63   	-412.90   	101.02   	 422.18		
-441.28   	-432.74   	102.71   	 447.61		
-437.01   	-411.99   	104.50   	 447.61		
-433.35   	-386.66   	106.29   	 396.74		
-434.27   	-361.63   	107.87   	 320.45		
-456.54   	-337.83   	109.16   	 254.32		
-448.30   	-325.62   	110.17   	 223.80		
-440.06   	-335.08   	111.07   	 249.24		
-435.49   	-343.93   	112.06   	 289.93		
-415.65   	-337.83   	113.22   	 325.53		
-415.65   	-337.52   	114.53   	 310.27		
-415.95   	-324.71   	115.77   	 244.15		
-414.43   	-309.14   	116.74   	 152.59		
-413.21   	-307.92   	117.35   	  61.04		
-400.39   	-310.06   	117.60   	  20.35		
-377.50   	-315.25   	117.68   	  30.52		
-369.57   	-316.47   	117.80   	  81.38		
-346.07   	-304.26   	118.13   	 122.07		
-340.88   	-287.78   	118.62   	 147.51		
-337.83   	-257.26   	119.21   	 132.25		
-315.86   	-233.15   	119.74   	 111.90		
-311.58   	-243.23   	120.18   	  91.56		
-288.70   	-266.72   	120.55   	  91.56		
-262.76   	-287.48   	120.92   	 101.73		
-248.41   	-299.99   	121.32   	 101.73		
-226.44   	-281.07   	121.73   	  81.38		
-213.93   	-251.16   	122.05   	  40.69		
-199.58   	-229.19   	122.22(S)	 -15.26		
-200.81   	-234.38   	122.16   	 -55.95		
-202.94   	-264.59   	121.93   	 -91.56		
-195.01   	-285.64   	121.57   	 -96.64		
-211.79   	-312.50   	121.18   	 -81.38		
-217.90   	-321.04   	120.85   	 -81.38		
-229.19   	-321.04   	120.53   	 -96.64		
-252.69   	-338.75   	120.14   	-152.59		
-256.04   	-348.21   	119.53   	-223.80		
-266.72   	-370.18   	118.64   	-289.93		
-257.57   	-384.52   	117.48   	-350.97		
-260.31   	-393.37   	116.07   	-386.57		
-279.85   	-399.17   	114.53   	-422.18		
-272.83   	-387.27   	112.84   	-452.69		
-287.78   	-386.96   	111.03   	-498.47		
-295.41   	-390.93   	109.03   	-559.51		
-289.31   	-402.83   	106.80   	-620.55		
-301.51   	-423.89   	104.31   	-645.98		
-306.70   	-430.91   	101.73   	-630.72		
-302.12   	-434.57   	 99.21   	-635.81		
-297.85   	-437.62   	 96.66   	-742.62		
-290.22   	-441.59   	 93.69   	-956.25		
-281.68   	-449.22   	 89.87   	-1225.83		
-276.79   	-456.24   	 84.96   	-1459.81		
-276.18   	-449.22   	 79.12   	-1592.06		
-265.81   	-437.32   	 72.76   	-1581.89		
-263.06   	-434.88   	 66.43   	-1429.29		
-259.40   	-430.30   	 60.71   	-1200.40		
-249.02   	-425.42   	 55.91   	-971.51		
-252.99   	-434.57   	 52.02   	-803.66		
-244.14   	-431.82   	 48.81   	-712.10		
-234.99   	-419.92   	 45.96   	-686.67		
-233.46   	-409.85   	 43.21   	-717.19		
-221.86   	-404.97   	 40.35   	-747.71		
-219.12   	-406.80   	 37.35   	-762.97		
-214.23   	-419.31   	 34.30   	-747.71		
-209.35   	-438.84   	 31.31   	-696.84		
-201.11   	-449.52   	 28.52   	-620.55		
-199.28   	-452.58   	 26.04   	-539.16		
-198.67   	-445.86   	 23.89   	-462.87		
-196.84   	-431.52   	 22.03   	-396.74		
-198.97   	-419.31   	 20.45   	-366.22		
-188.60   	-416.87   	 18.98   	-350.97		
-182.80   	-429.99   	 17.58   	-340.79		
-170.59   	-442.20   	 16.22   	-320.45		
-156.56   	-448.00   	 14.93   	-284.84		
-160.22   	-445.86   	 13.79   	-249.24		
-154.42   	-436.40   	 12.80   	-203.46		
-154.42   	-423.28   	 11.98   	-157.68		
-153.50   	-415.34   	 11.35   	-116.99		
-151.98   	-411.68   	 10.89   	 -91.56		
-148.01   	-404.97   	 10.52   	 -61.04		
-144.65   	-407.71   	 10.27   	 -45.78		
-143.74   	-424.80   	 10.09   	 -25.43		
-140.99   	-434.57   	  9.99   	 -15.26		
