  I     	  II     	  LV     	  LV'		
 39.98   	 29.30   	 80.55   	-356.05		
 38.76   	 34.48   	 79.12   	-330.62		
 34.18   	 36.62   	 77.80   	-300.10		
 30.82   	 36.62   	 76.60   	-259.41		
 32.04   	 37.23   	 75.56   	-249.24		
 36.32   	 39.06   	 74.57   	-274.67		
 39.37   	 41.81   	 73.47   	-350.97		
 39.98   	 44.56   	 72.06   	-452.69		
 38.15   	 44.25   	 70.25   	-579.86		
 35.71   	 39.06   	 67.93   	-701.93		
 33.26   	 29.91   	 65.13   	-813.83		
 31.74   	 21.97   	 61.87   	-879.96		
 30.82   	 19.84   	 58.35   	-915.56		
 31.13   	 25.63   	 54.69   	-900.30		
 33.26   	 34.48   	 51.09   	-854.52		
 33.57   	 39.98   	 47.67   	-788.40		
 29.91   	 37.23   	 44.52   	-701.93		
 22.28   	 27.77   	 41.71   	-620.55		
 14.04   	 17.40   	 39.23   	-534.08		
 10.68   	 11.60   	 37.09   	-467.95		
 14.34   	 11.29   	 35.22   	-412.00		
 21.06   	 15.26   	 33.57   	-371.31		
 25.33   	 20.75   	 32.09   	-345.88		
 24.41   	 24.41   	 30.70   	-325.53		
 19.23   	 25.02   	 29.40   	-315.36		
 13.43   	 22.89   	 28.14   	-310.27		
 10.07   	 20.14   	 26.90   	-300.10		
  9.16   	 17.09   	 25.70   	-295.01		
  8.85   	 14.34   	 24.52   	-279.75		
  9.16   	 10.68   	 23.40   	-254.32		
 10.68   	  5.49   	 22.38   	-218.72		
 12.51   	 -1.22   	 21.51   	-183.11		
 13.73   	 -7.02   	 20.77   	-157.68		
 13.12   	 -9.46   	 20.14   	-137.33		
 11.90   	 -7.63   	 19.59   	-127.16		
 11.90   	 -2.75   	 19.08   	-132.25		
 13.73   	  2.75   	 18.56   	-142.42		
 15.56   	  6.41   	 17.99   	-152.59		
 14.65   	  8.54   	 17.38   	-167.85		
 10.07   	 10.07   	 16.70   	-167.85		
  4.27   	 12.21   	 16.03   	-157.68		
  1.53   	 14.34   	 15.40   	-147.51		
  4.27   	 15.26   	 14.81   	-116.99		
 11.90   	 14.95   	 14.34   	 -86.47		
 18.92   	 15.26   	 14.00   	 -50.86		
 21.97   	 19.53   	 13.79   	 -20.35		
 20.14   	 28.99   	 13.71   	  10.17		
 17.40   	 42.11   	 13.75   	  30.52		
 18.62   	 55.85   	 13.88   	  45.78		
 25.33   	 67.14   	 14.06   	  45.78		
 34.48   	 75.99   	 14.24   	  45.78		
 41.81   	 83.62   	 14.43   	  35.61		
 44.56   	 92.77   	 14.57   	  20.35		
 44.56   	104.68   	 14.65   	  10.17		
 46.08   	119.93   	 14.69   	   0.00		
 52.19   	137.63   	 14.69   	 -10.17		
 62.87   	156.86   	 14.65   	 -20.35		
 76.29   	174.87   	 14.57   	 -20.35		
 90.03   	187.99   	 14.49   	 -20.35		
101.01   	194.40   	 14.40   	 -20.35		
107.73   	193.48   	 14.32   	 -10.17		
109.86   	187.07   	 14.28   	  -5.09		
108.95   	180.97   	 14.26   	   5.09		
106.81   	178.83   	 14.28   	  15.26		
104.06   	180.05   	 14.34   	  20.35		
 99.18   	180.66   	 14.43   	  35.61		
 88.50   	173.34   	 14.57   	  45.78		
 69.89   	153.81   	 14.75   	  61.04		
 45.78   	121.77   	 14.99   	  86.47		
 21.67   	 81.18   	 15.34   	 101.73		
  3.66   	 40.28   	 15.75   	 122.07		
 -5.80   	  5.19   	 16.24   	 142.42		
 -8.85   	-19.84   	 16.81   	 152.59		
 -9.46   	-32.35   	 17.42   	 157.68		
-10.68   	-32.96   	 18.05   	 162.77		
-12.82   	-26.86   	 18.70   	 157.68		
-13.43   	-19.84   	 19.33   	 147.51		
-11.90   	-16.78   	 19.92   	 137.33		
 -9.46   	-19.23   	 20.47   	 122.07		
 -6.10   	-24.11   	 20.96   	 106.82		
 -2.14   	-26.86   	 21.38   	  96.64		
  2.75   	-23.80   	 21.77   	  86.47		
  7.02   	-16.48   	 22.12   	  76.30		
  3.97   	 -6.10   	 22.42   	  76.30		
-11.60   	  6.10   	 22.73   	  66.12		
-38.45   	 19.84   	 22.99   	  76.30		
-60.12   	 33.26   	 23.30   	  76.30		
-47.91   	 43.64   	 23.60   	  76.30		
 22.58   	 50.96   	 23.91   	  91.56		
152.89   	 63.78   	 24.27   	  91.56		
309.45   	101.93   	 24.64   	  96.64		
434.88   	181.88   	 25.03   	  96.64		
480.35   	298.16   	 25.41   	 101.73		
432.43   	420.53   	 25.82   	  91.56		
320.13   	504.46   	 26.19   	  91.56		
194.09   	516.05(R)	 26.55(E)	  81.38		
 97.05   	452.58   	 26.88   	  66.12		
 44.56   	343.63   	 27.14   	  55.95		
 28.08   	232.85   	 27.37   	  50.86		
 29.60   	155.03   	 27.57   	  35.61		
 33.57   	120.54   	 27.71   	  35.61		
 28.69   	112.00   	 27.85   	  30.52		
  7.93   	 99.79   	 27.98   	  35.61		
-30.52   	 59.51   	 28.12   	  45.78		
-79.04   	-12.21   	 28.30   	  55.95		
-119.32   	-92.77   	 28.52   	  76.30		
-133.06   	-148.62   	 28.83   	 101.73		
-114.75   	-159.00   	 29.24   	 142.42		
-76.60   	-128.78   	 29.81   	 188.20		
-41.20   	-84.23   	 30.56   	 223.80		
-23.50   	-54.32   	 31.45   	 274.67		
-23.80   	-50.66   	 32.55   	 310.27		
-30.21   	-66.22   	 33.79   	 350.97		
-32.65   	-84.53   	 35.20   	 386.57		
-29.60   	-93.69   	 36.74   	 412.00		
-25.33   	-92.16   	 38.39   	 442.52		
-22.28   	-83.62   	 40.16   	 478.13		
-20.14   	-73.55   	 42.08   	 508.65		
-17.70   	-64.39   	 44.11   	 549.34		
-16.17   	-57.37   	 46.31   	 584.94		
-17.70   	-52.80   	 48.65   	 620.55		
-22.28   	-50.35   	 51.13   	 645.98		
-27.47   	-50.35   	 53.71   	 656.15		
-29.60   	-53.71   	 56.34   	 656.15		
-28.08   	-61.65   	 58.96   	 645.98		
-24.11   	-72.63   	 61.55   	 625.63		
-20.45   	-84.23   	 64.05   	 600.20		
-18.01   	-91.86   	 66.45   	 564.60		
-17.70   	-92.77   	 68.71   	 534.08		
-18.92   	-86.06   	 70.84   	 503.56		
-22.89   	-75.07   	 72.86   	 478.13		
-27.77   	-62.87   	 74.77   	 442.52		
-30.82   	-52.80   	 76.54   	 417.09		
-31.13   	-47.91   	 78.21   	 386.57		
-28.99   	-48.52   	 79.76   	 361.14		
-26.86   	-53.10   	 81.20   	 330.62		
-27.16   	-59.20   	 82.52   	 295.01		
-30.21   	-64.39   	 83.70   	 274.67		
-35.71   	-69.27   	 84.80   	 244.15		
-42.42   	-74.16   	 85.78   	 228.89		
-49.44   	-79.35   	 86.69   	 208.54		
-55.24   	-83.92   	 87.53   	 183.11		
-58.59   	-86.06   	 88.26   	 172.94		
-60.42   	-86.06   	 88.95   	 147.51		
-62.26   	-84.53   	 89.54   	 127.16		
-65.00   	-82.09   	 90.05   	 111.90		
-68.36   	-78.13   	 90.50   	 101.73		
-72.63   	-73.85   	 90.91   	  86.47		
-77.82   	-72.63   	 91.25   	  76.30		
-85.45   	-77.21   	 91.56   	  71.21		
-96.13   	-88.50   	 91.84   	  76.30		
-108.03   	-101.93   	 92.15   	  91.56		
-117.49   	-112.30   	 92.51   	 127.16		
-123.60   	-115.66   	 93.02   	 162.77		
-129.09   	-112.61   	 93.67   	 193.29		
-136.41   	-107.42   	 94.45   	 218.72		
-145.87   	-104.06   	 95.32   	 228.89		
-155.33   	-102.84   	 96.24   	 218.72		
-161.74   	-101.01   	 97.11   	 188.20		
-163.27   	-93.38   	 97.86   	 147.51		
-162.05   	-77.51   	 98.45   	 101.73		
-159.00   	-54.93   	 98.86   	  50.86		
-154.11   	-31.43   	 99.06   	  10.17		
-144.35   	-13.43   	 99.10(S)	 -25.43		
-128.48   	 -4.27   	 99.00   	 -55.95		
-107.42   	 -2.75   	 98.78   	 -71.21		
-86.67   	 -3.66   	 98.49   	 -86.47		
-70.50   	 -2.14   	 98.15   	 -91.56		
-57.68   	  5.19   	 97.78   	 -96.64		
-43.95   	 17.09   	 97.40   	-101.73		
-25.02   	 31.43   	 96.99   	-101.73		
 -0.61   	 44.86   	 96.58   	-111.90		
 21.97   	 55.54   	 96.13   	-116.99		
 36.62   	 61.65   	 95.67   	-122.07		
 41.50   	 64.39   	 95.18   	-137.33		
 40.89   	 64.39   	 94.63   	-152.59		
 40.59   	 62.56   	 94.02   	-172.94		
 42.72   	 58.29   	 93.33   	-193.29		
 44.86   	 49.74   	 92.55   	-213.63		
 43.33   	 36.32   	 91.70   	-239.06		
 37.54   	 20.14   	 90.74   	-269.58		
 30.52   	  6.41   	 89.66   	-300.10		
 27.47   	  0.61   	 88.46   	-330.62		
 29.60   	  4.27   	 87.14   	-345.88		
 33.87   	 14.95   	 85.76   	-366.22		
 36.32   	 27.77   	 84.29   	-366.22		
 35.40   	 37.54   	 82.83   	-350.97		
 32.04   	 41.50   	 81.42   	-330.62		
 29.30   	 40.28   	 80.10   	-320.45		
 29.30   	 35.71   	 78.82   	-325.53		
 30.21   	 31.13   	 77.52   	-376.40		
 31.43   	 29.30   	 76.01   	-467.95		
 32.65   	 30.52   	 74.14   	-584.94		
 33.87   	 31.43   	 71.80   	-722.28		
 34.79   	 28.99   	 68.91   	-849.44		
 34.18   	 22.58   	 65.51   	-946.08		
 29.91   	 15.56   	 61.73   	-1002.03		
 23.19   	 11.29   	 57.72   	-1007.12		
 16.78   	  9.77   	 53.69   	-976.60		
 12.51   	  7.63   	 49.79   	-905.39		
 10.99   	  1.53   	 46.16   	-813.83		
 12.82   	 -7.63   	 42.91   	-712.10		
 16.78   	-13.43   	 40.06   	-605.29		
 22.89   	-11.29   	 37.64   	-513.73		
 28.08   	 -0.61   	 35.58   	-432.35		
 29.60   	 12.51   	 33.86   	-381.48		
 25.94   	 21.97   	 32.33   	-335.71		
 18.31   	 24.72   	 30.99   	-310.27		
 11.29   	 21.36   	 29.75   	-305.19		
  8.85   	 15.26   	 28.52   	-300.10		
 10.38   	  7.32   	 27.32   	-305.19		
 12.21   	 -0.31   	 26.10   	-300.10		
 13.12   	 -6.10   	 24.90   	-300.10		
 13.73   	 -7.93   	 23.70   	-289.93		
 15.56   	 -4.88   	 22.54   	-279.75		
 18.01   	  0.00   	 21.42   	-254.32		
 18.92   	  3.36   	 20.41   	-228.89		
 14.65   	  3.97   	 19.49   	-198.37		
  6.71   	  3.97   	 18.70   	-167.85		
  0.00   	  5.49   	 18.03   	-132.25		
 -2.14   	  9.16   	 17.50   	-106.82		
  0.31   	 13.12   	 17.07   	 -86.47		
  5.80   	 15.87   	 16.72   	 -66.12		
 12.21   	 17.70   	 16.46   	 -45.78		
 17.40   	 18.92   	 16.28   	 -35.61		
 19.84   	 18.31   	 16.13   	 -20.35		
 18.92   	 14.04   	 16.05   	 -10.17		
 13.43   	  6.71   	 16.01(D)	   0.00		
  5.49   	 -1.22   	 16.01   	  10.17		
  0.00   	 -5.49   	 16.05   	  20.35		
  0.31   	 -4.88   	 16.13   	  30.52		
  6.41   	 -1.22   	 16.26   	  35.61		
 14.34   	  2.44   	 16.40   	  50.86		
 18.92   	  4.58   	 16.60   	  55.95		
 17.70   	  5.19   	 16.83   	  61.04		
 12.82   	  5.80   	 17.07   	  66.12		
  8.24   	  6.10   	 17.33   	  66.12		
  5.80   	  5.19   	 17.60   	  66.12		
  6.41   	  3.97   	 17.86   	  61.04		
  9.77   	  5.49   	 18.11   	  55.95		
 14.34   	 14.04   	 18.33   	  50.86		
 20.45   	 31.74   	 18.54   	  45.78		
 27.16   	 56.76   	 18.72   	  40.69		
 33.26   	 81.48   	 18.88   	  35.61		
 37.84   	 97.35   	 19.02   	  25.43		
 42.11   	100.71   	 19.13   	  25.43		
 46.08   	 96.44   	 19.23   	  20.35		
 50.05   	 94.91   	 19.31   	  15.26		
 54.02   	104.37   	 19.37   	  10.17		
 58.59   	125.73   	 19.41   	   5.09		
 65.31   	151.37   	 19.43   	   0.00		
 74.46   	170.29   	 19.43   	   0.00		
 85.45   	176.09   	 19.43   	  -5.09		
 96.44   	172.73   	 19.41   	  -5.09		
107.42   	170.29   	 19.39   	  -5.09		
118.10   	176.09   	 19.37   	 -10.17		
126.95   	188.60   	 19.33   	  -5.09		
130.31   	197.75   	 19.31   	  -5.09		
123.90   	193.48   	 19.29   	   0.00		
106.81   	173.95   	 19.29   	   0.00		
 82.40   	145.57   	 19.29   	  10.17		
 57.98   	117.19   	 19.33   	  10.17		
 38.15   	 92.77   	 19.37   	  20.35		
 22.28   	 69.89   	 19.45   	  30.52		
  9.46   	 46.08   	 19.57   	  40.69		
 -1.22   	 21.36   	 19.74   	  55.95		
 -7.93   	  0.00   	 19.96   	  66.12		
-11.29   	-14.04   	 20.22   	  81.38		
-12.21   	-22.28   	 20.55   	  96.64		
-13.12   	-27.47   	 20.94   	 111.90		
-14.95   	-31.74   	 21.38   	 111.90		
-14.95   	-32.96   	 21.83   	 122.07		
-10.99   	-29.60   	 22.32   	 122.07		
 -3.05   	-21.36   	 22.81   	 122.07		
  5.49   	-11.90   	 23.30   	 122.07		
 10.07   	 -5.49   	 23.78   	 116.99		
  7.32   	 -3.97   	 24.25   	 116.99		
 -4.27   	 -4.58   	 24.72   	 111.90		
-25.63   	 -2.44   	 25.17   	 111.90		
-53.71   	  5.49   	 25.62   	 111.90		
-74.16   	 16.17   	 26.06   	 111.90		
-61.95   	 24.72   	 26.51   	 111.90		
  8.24   	 28.99   	 26.96   	 111.90		
141.91   	 37.84   	 27.41   	 106.82		
308.23   	 71.41   	 27.83   	 106.82		
447.08   	148.62   	 28.26   	 106.82		
501.71   	267.03   	 28.69   	 101.73		
451.36   	395.20   	 29.09   	  96.64		
325.32   	486.76   	 29.48   	  96.64		
182.80   	504.76(R)	 29.87(E)	 106.82		
 76.29   	444.03   	 30.29   	 111.90		
 27.77   	334.17   	 30.74   	 116.99		
 24.72   	219.42   	 31.21   	 116.99		
 41.20   	137.33   	 31.68   	 116.99		
 52.80   	102.23   	 32.15   	  96.64		
 45.78   	100.10   	 32.53   	  86.47		
 15.56   	100.71   	 32.88   	  55.95		
-34.48   	 75.99   	 33.10   	  35.61		
-91.25   	 16.48   	 33.25   	  20.35		
-135.50   	-61.04   	 33.33   	   5.09		
-151.37   	-123.90   	 33.35   	  15.26		
-134.58   	-147.09   	 33.41   	  35.61		
-96.13   	-130.00   	 33.55   	  71.21		
-57.07   	-94.60   	 33.84   	 111.90		
-32.65   	-66.22   	 34.28   	 172.94		
-24.41   	-56.76   	 34.97   	 218.72		
-24.41   	-60.42   	 35.85   	 269.58		
-23.80   	-65.31   	 36.93   	 320.45		
-21.36   	-65.31   	 38.21   	 356.05		
-19.84   	-64.09   	 39.63   	 401.83		
-22.58   	-67.14   	 41.24   	 437.43		
-27.16   	-75.68   	 42.99   	 478.13		
-28.08   	-83.92   	 44.90   	 523.90		
-22.89   	-86.98   	 47.00   	 569.68		
-14.95   	-83.01   	 49.28   	 610.37		
 -8.85   	-73.85   	 51.72   	 640.89		
 -7.63   	-63.78   	 54.28   	 661.24		
-11.29   	-57.07   	 56.93   	 671.41		
-17.40   	-54.63   	 59.61   	 661.24		
-24.11   	-56.46   	 62.26   	 640.89		
-29.30   	-60.73   	 64.82   	 605.29		
-32.96   	-66.22   	 67.24   	 569.68		
-34.18   	-72.02   	 69.52   	 528.99		
-32.96   	-75.38   	 71.64   	 488.30		
-30.52   	-75.07   	 73.59   	 447.61		
-27.47   	-70.80   	 75.38   	 412.00		
-24.41   	-64.70   	 77.03   	 371.31		
-23.50   	-61.04   	 78.51   	 335.71		
-26.25   	-63.17   	 79.86   	 300.10		
-32.96   	-71.41   	 81.06   	 269.58		
-40.59   	-80.57   	 82.14   	 228.89		
-45.47   	-85.75   	 83.05   	 193.29		
-45.17   	-83.92   	 83.82   	 167.85		
-42.11   	-76.90   	 84.50   	 147.51		
-40.89   	-69.89   	 85.09   	 127.16		
-44.86   	-67.75   	 85.59   	 127.16		
-53.71   	-71.41   	 86.10   	 132.25		
-62.26   	-79.04   	 86.63   	 162.77		
-66.22   	-86.06   	 87.28   	 203.46		
-65.61   	-89.42   	 88.10   	 254.32		
-64.70   	-88.20   	 89.11   	 315.36		
-68.05   	-84.84   	 90.38   	 356.05		
-77.51   	-83.31   	 91.80   	 376.40		
-90.94   	-86.36   	 93.31   	 366.22		
-104.98   	-93.08   	 94.77   	 330.62		
-118.10   	-101.62   	 96.09   	 269.58		
-129.39   	-108.95   	 97.17   	 203.46		
-139.77   	-113.53   	 97.99   	 132.25		
-148.93   	-115.66   	 98.51   	  66.12		
-155.03   	-114.14   	 98.78   	  15.26		
-157.78   	-108.34   	 98.84(S)	 -20.35		
-158.69   	-97.96   	 98.76   	 -40.69		
-160.22   	-83.62   	 98.60   	 -50.86		
-163.88   	-68.36   	 98.39   	 -45.78		
-169.98   	-55.54   	 98.21   	 -40.69		
-175.17   	-47.61   	 98.05   	 -30.52		
-175.48   	-45.17   	 97.92   	 -30.52		
-168.76   	-45.78   	 97.80   	 -25.43		
-155.33   	-44.25   	 97.70   	 -25.43		
-137.33   	-36.93   	 97.60   	 -25.43		
-115.97   	-22.28   	 97.50   	 -35.61		
-93.08   	 -3.05   	 97.35   	 -45.78		
-69.27   	 16.17   	 97.17   	 -55.95		
-45.17   	 30.82   	 96.95   	 -61.04		
-23.19   	 39.37   	 96.70   	 -76.30		
 -4.58   	 41.81   	 96.40   	 -86.47		
 11.29   	 40.59   	 96.05   	 -96.64		
 23.80   	 39.06   	 95.67   	-111.90		
 32.04   	 37.84   	 95.22   	-122.07		
 36.32   	 37.23   	 94.73   	-137.33		
 37.84   	 36.93   	 94.18   	-152.59		
 39.37   	 37.84   	 93.57   	-172.94		
 43.03   	 40.59   	 92.88   	-198.37		
 48.22   	 44.86   	 92.09   	-228.89		
 49.44   	 46.08   	 91.17   	-254.32		
 43.03   	 40.89   	 90.15   	-289.93		
 31.13   	 28.38   	 88.99   	-315.36		
 20.45   	 14.65   	 87.73   	-345.88		
 18.01   	  6.71   	 86.35   	-366.22		
 25.02   	 10.68   	 84.88   	-381.48		
 36.62   	 24.72   	 83.36   	-376.40		
 45.47   	 39.98   	 81.85   	-366.22		
 47.61   	 47.91   	 80.39   	-350.97		
 44.56   	 43.33   	 78.98   	-340.79		
 39.06   	 29.30   	 77.62   	-350.97		
 33.57   	 13.12   	 76.22   	-396.74		
 28.69   	  1.83   	 74.63   	-478.13		
 25.63   	 -1.53   	 72.72   	-590.03		
 25.94   	  1.83   	 70.36   	-717.19		
 29.91   	  8.24   	 67.49   	-834.18		
 34.48   	 13.73   	 64.15   	-925.73		
 36.62   	 17.09   	 60.45   	-986.77		
 34.18   	 17.70   	 56.50   	-1002.03		
 28.08   	 15.87   	 52.49   	-971.51		
 21.97   	 11.29   	 48.61   	-910.47		
 17.70   	  4.27   	 44.96   	-829.09		
 15.56   	 -3.36   	 41.65   	-732.45		
 14.65   	 -9.16   	 38.72   	-635.81		
 15.26   	 -9.16   	 36.17   	-544.25		
 18.01   	 -3.05   	 34.00   	-467.95		
 22.58   	  6.10   	 32.13   	-417.09		
 26.55   	 12.21   	 30.46   	-376.40		
 27.16   	 10.68   	 28.95   	-356.05		
 23.50   	  0.92   	 27.53   	-340.79		
 16.17   	-12.21   	 26.16   	-340.79		
  8.85   	-23.50   	 24.80   	-335.71		
  3.97   	-29.60   	 23.46   	-330.62		
  2.75   	-29.91   	 22.14   	-320.45		
  5.19   	-25.33   	 20.85   	-305.19		
  9.16   	-17.40   	 19.63   	-269.58		
 12.51   	 -7.93   	 18.56   	-239.06		
 12.21   	  1.22   	 17.60   	-203.46		
  7.63   	  6.10   	 16.79   	-162.77		
  1.22   	  3.97   	 16.13   	-127.16		
 -2.75   	 -3.97   	 15.63   	 -96.64		
 -1.22   	-12.51   	 15.24   	 -76.30		
  6.41   	-14.95   	 14.93   	 -61.04		
 14.65   	 -8.54   	 14.69   	 -50.86		
 18.62   	  2.44   	 14.49   	 -50.86		
 16.17   	  9.16   	 14.28   	 -45.78		
 10.07   	  5.80   	 14.10   	 -50.86		
  5.49   	 -6.41   	 13.90   	 -45.78		
  5.49   	-20.45   	 13.71   	 -40.69		
  9.46   	-27.77   	 13.55   	 -35.61		
 14.34   	-24.72   	 13.41   	 -25.43		
 17.40   	-14.95   	 13.31   	 -20.35		
 17.09   	 -5.80   	 13.22   	 -10.17		
 14.95   	  0.00   	 13.18   	  -5.09		
 12.51   	  3.66   	 13.16(D)	   0.00		
 11.29   	 11.60   	 13.16   	   5.09		
 14.04   	 27.77   	 13.18   	  10.17		
 21.67   	 50.35   	 13.22   	  10.17		
 32.96   	 70.50   	 13.27   	  15.26		
 43.33   	 81.18   	 13.33   	  20.35		
 48.83   	 82.09   	 13.41   	  20.35		
 48.83   	 80.57   	 13.49   	  25.43		
 46.08   	 86.36   	 13.59   	  30.52		
 46.39   	104.68   	 13.71   	  25.43		
 54.02   	133.06   	 13.81   	  30.52		
 67.75   	164.18   	 13.94   	  30.52		
 83.01   	187.38   	 14.06   	  25.43		
 95.83   	196.84   	 14.16   	  25.43		
103.76   	191.65   	 14.26   	  20.35		
107.42   	176.70   	 14.34   	  25.43		
108.95   	160.52   	 14.45   	  20.35		
110.78   	149.84   	 14.53   	  15.26		
111.69   	144.35   	 14.59   	  20.35		
108.03   	138.85   	 14.67   	  20.35		
 95.83   	128.48   	 14.75   	  25.43		
 74.46   	113.53   	 14.85   	  25.43		
 47.30   	 96.13   	 14.95   	  40.69		
 20.45   	 75.99   	 15.12   	  50.86		
  0.61   	 50.35   	 15.32   	  76.30		
-10.68   	 17.70   	 15.63   	  91.56		
-14.34   	-17.70   	 15.99   	 106.82		
-14.34   	-46.08   	 16.42   	 116.99		
-14.04   	-59.51   	 16.89   	 122.07		
-14.65   	-57.68   	 17.38   	 116.99		
-16.17   	-48.22   	 17.84   	 101.73		
-17.09   	-38.15   	 18.25   	  86.47		
-15.87   	-32.04   	 18.60   	  76.30		
-11.60   	-28.38   	 18.90   	  61.04		
 -5.19   	-25.02   	 19.15   	  55.95		
  1.83   	-20.75   	 19.37   	  55.95		
  5.49   	-16.48   	 19.59   	  61.04		
  2.14   	-13.12   	 19.84   	  66.12		
-13.12   	 -9.77   	 20.10   	  76.30		
-39.98   	 -3.66   	 20.41   	  76.30		
-66.53   	  3.97   	 20.71   	  81.38		
-68.36   	 10.07   	 21.04   	  66.12		
-16.48   	 14.95   	 21.30   	  61.04		
103.45   	 26.86   	 21.55   	  45.78		
269.47   	 62.87   	 21.73   	  25.43		
424.50   	139.77   	 21.83   	  10.17		
503.85   	255.74   	 21.87   	   5.09		
474.85   	383.30   	 21.89   	  -5.09		
358.89   	480.35   	 21.87   	  -5.09		
215.76   	510.86(R)	 21.85(E)	   0.00		
104.98   	465.70   	 21.85   	  10.17		
 51.27   	366.21   	 21.89   	  20.35		
 40.59   	252.69   	 21.97   	  35.61		
 42.72   	162.05   	 22.12   	  50.86		
 38.15   	112.61   	 22.32   	  66.12		
 21.67   	 98.57   	 22.58   	  81.38		
 -4.27   	 95.52   	 22.91   	  86.47		
-37.54   	 75.38   	 23.26   	 101.73		
-77.21   	 24.41   	 23.66   	 111.90		
-117.19   	-49.74   	 24.11   	 132.25		
-142.82   	-120.24   	 24.64   	 157.68		
-140.38   	-159.61   	 25.27   	 183.11		
-109.56   	-157.78   	 26.00   	 218.72		
-65.92   	-127.87   	 26.88   	 254.32		
-30.52   	-94.30   	 27.89   	 295.01		
-15.87   	-76.29   	 29.07   	 330.62		
-20.14   	-76.90   	 30.40   	 366.22		
-31.13   	-86.98   	 31.86   	 391.66		
-37.84   	-93.99   	 33.43   	 422.18		
-36.62   	-93.69   	 35.12   	 447.61		
-31.13   	-87.89   	 36.91   	 467.95		
-25.02   	-81.18   	 38.78   	 498.47		
-20.45   	-77.21   	 40.77   	 528.99		
-17.40   	-75.99   	 42.89   	 554.42		
-17.09   	-77.21   	 45.11   	 584.94		
-18.92   	-78.74   	 47.45   	 620.55		
-21.97   	-80.57   	 49.93   	 640.89		
-24.11   	-81.79   	 52.49   	 651.07		
-24.41   	-81.18   	 55.10   	 651.07		
-22.89   	-78.13   	 57.70   	 645.98		
-21.36   	-74.16   	 60.28   	 615.46		
-20.75   	-72.02   	 62.75   	 590.03		
-21.97   	-73.55   	 65.11   	 549.34		
-26.25   	-79.65   	 67.30   	 513.73		
-32.96   	-86.67   	 69.36   	 478.13		
-39.06   	-89.72   	 71.27   	 442.52		
-40.89   	-86.36   	 73.04   	 412.00		
-36.62   	-78.13   	 74.69   	 386.57		
-28.08   	-68.97   	 76.24   	 361.14		
-21.36   	-62.26   	 77.68   	 335.71		
-20.45   	-60.73   	 79.02   	 315.36		
-25.63   	-63.78   	 80.28   	 295.01		
-34.18   	-70.50   	 81.46   	 274.67		
-41.50   	-77.51   	 82.56   	 249.24		
-46.69   	-83.31   	 83.56   	 239.06		
-50.66   	-87.28   	 84.52   	 223.80		
