  I     	  II     	  LV     	  LV'		  AO     	  AO'		
  5.80   	 50.96   	 -2.62   	  50.86		 59.65   	-193.29		
 12.21   	 70.50   	 -2.42   	  20.35		 58.88   	-122.07		
 16.48   	 80.57   	 -2.34   	  71.21		 58.39   	 -71.21		
 19.23   	 76.90   	 -2.05   	 152.59		 58.11   	 -40.69		
 21.06   	 61.65   	 -1.44   	 142.42		 57.94   	  55.95		
 21.67   	 40.28   	 -0.87   	 157.68		 58.17   	  96.64		
 19.84   	 17.40   	 -0.24   	 116.99		 58.56   	  35.61		
 15.56   	 -4.58   	  0.22   	  30.52		 58.70   	 -40.69		
 10.99   	-24.11   	  0.35   	   0.00		 58.53   	 -61.04		
  8.24   	-39.37   	  0.35   	  76.30		 58.29   	 -71.21		
  7.93   	-49.44   	  0.65   	 122.07		 58.01   	 -20.35		
  7.02   	-55.85   	  1.14   	  76.30		 57.92   	  40.69		
  3.05   	-61.95   	  1.44   	 116.99		 58.09   	  15.26		
 -4.58   	-72.02   	  1.91   	  71.21		 58.15   	 -30.52		
-12.51   	-85.75   	  2.20   	 -35.61		 58.03   	 -45.78		
-17.09   	-100.10   	  2.05   	   5.09		 57.84   	-101.73		
-17.40   	-111.39   	  2.08   	  40.69		 57.44   	 -76.30		
-15.26   	-119.63   	  2.24   	-295.01		 57.13   	-208.54		
-20.14   	-141.60   	  1.06   	-213.63		 56.30   	-167.85		
-22.58   	-147.40   	  0.20   	-233.98		 55.63   	-198.37		
-22.89   	-150.15   	 -0.73   	-295.01		 54.83   	-203.46		
-22.89   	-151.98   	 -1.91   	-249.24		 54.02   	-167.85		
-24.72   	-155.94   	 -2.91   	-101.73		 53.35   	 -96.64		
-28.69   	-162.96   	 -3.32   	  35.61		 52.96   	  20.35		
-32.65   	-171.51   	 -3.17   	 183.11		 53.04   	 122.07		
-35.40   	-177.92   	 -2.44   	 254.32		 53.53   	 147.51		
-36.32   	-176.39   	 -1.42   	 233.98		 54.12   	  91.56		
-38.15   	-162.96   	 -0.49   	 183.11		 54.49   	  35.61		
-43.95   	-138.85   	  0.24   	 147.51		 54.63   	  45.78		
-54.32   	-109.25   	  0.83   	 127.16		 54.81   	  -5.09		
-64.09   	-83.62   	  1.34   	  35.61		 54.79   	 -96.64		
-64.39   	-66.83   	  1.49   	 -35.61		 54.40   	-122.07		
-46.39   	-51.57   	  1.34   	 -10.17		 53.92   	-132.25		
 -2.75   	-18.92   	  1.30   	  10.17		 53.39   	-142.42		
 68.05   	 54.32   	  1.34   	  91.56		 52.82   	 -86.47		
161.74   	167.85   	  1.71   	 228.89		 52.47   	 -91.56		
271.91   	281.98   	  2.62   	 300.10		 52.11   	 -71.21		
384.22   	334.47(R)	  3.83   	 335.71		 51.82   	 -25.43		
475.77   	278.63   	  5.17   	 381.48		 51.72   	 -35.61		
517.27   	120.24   	  6.69   	 498.47		 51.58   	  10.17		
483.70   	-71.11   	  8.69   	 605.29		 51.62   	  45.78		
372.92   	-210.57   	 11.11   	 651.07		 51.80   	  25.43		
214.23   	-255.13   	 13.71   	 768.05		 51.90   	  30.52		
 58.59   	-231.63   	 16.79   	 676.50		 52.02   	  -5.09		
-46.69   	-208.13   	 19.49   	 640.89		 52.00   	-162.77		
-82.09   	-230.71   	 22.05   	1363.17		 51.35   	-264.50		
-64.09   	-288.09   	 27.51   	1902.33		 50.29   	 -76.30		
-28.38   	-327.76   	 35.12   	1709.05		 49.99   	 116.99		
 -5.19   	-305.48   	 41.95   	1678.53		 50.46   	  15.26		
 -4.27   	-225.52   	 48.67   	1693.79		 50.52   	 -45.78		
-17.09   	-134.28   	 55.44   	1139.36		 50.34   	  15.26		
-30.21   	-78.43   	 60.00   	 961.34		 50.40   	  30.52		
-36.01   	-69.89   	 63.85   	1434.38		 50.52   	 213.63		
-35.40   	-88.81   	 69.58   	 885.04		 51.37   	 615.46		
-33.26   	-106.20   	 73.12   	 244.15		 53.83   	 640.89		
-32.65   	-107.73   	 74.10   	 213.63		 56.40   	 422.18		
-34.48   	-97.96   	 74.95   	  81.38		 58.09   	 584.94		
-36.93   	-87.89   	 75.28   	 -96.64		 60.43   	 747.71		
-37.84   	-82.09   	 74.89   	-223.80		 63.42   	 584.94		
-35.71   	-78.43   	 74.00   	-427.26		 65.76   	 320.45		
-32.96   	-74.16   	 72.29   	-239.06		 67.04   	 127.16		
-30.82   	-68.97   	 71.33   	  71.21		 67.55   	 178.03		
-30.21   	-64.09   	 71.62   	-106.82		 68.26   	 254.32		
-31.43   	-60.12   	 71.19   	-259.41		 69.28   	 -55.95		
-32.65   	-57.68   	 70.15   	  81.38		 69.05   	 -86.47		
-33.26   	-56.46   	 70.48   	 147.51		 68.71   	 340.79		
-32.96   	-56.76   	 71.07   	  -5.09		 70.07   	 345.88		
-31.74   	-59.51   	 71.05   	 483.21		 71.45   	 157.68		
-30.21   	-62.87   	 72.98   	 676.50		 72.09   	 574.77		
-28.08   	-64.70   	 75.69   	  61.04		 74.38   	 676.50		
-26.25   	-63.48   	 75.93   	  66.12		 77.09   	 -66.12		
-25.63   	-58.29   	 76.20   	 849.44		 76.83   	  76.30		
-26.25   	-49.44   	 79.59   	 778.23		 77.13   	1032.55		
-26.86   	-38.45   	 82.71   	 -50.86		 81.26   	 554.42		
-25.94   	-27.77   	 82.50   	-183.11		 83.48   	-610.37		
-22.28   	-19.23   	 81.77   	 462.87		 81.04   	 -76.30		
-17.70   	-14.34   	 83.62   	 396.74		 80.73   	 890.13		
-14.95   	-13.12   	 85.21   	-467.95		 84.29   	 106.82		
-14.34   	-13.73   	 83.34   	-233.98		 84.72   	-869.78		
-14.95   	-12.82   	 82.40   	 523.90		 81.24   	 142.42		
-13.43   	 -9.46   	 84.50   	 554.42		 81.81   	1057.98		
 -9.77   	 -3.36   	 86.71   	 396.74		 86.04   	 289.93		
 -4.88   	  3.36   	 88.30   	  71.21		 87.20   	-223.80		
 -1.22   	  9.16   	 88.59   	-325.53		 86.31   	 -66.12		
  0.61   	 14.65   	 87.28   	 -30.52		 86.04   	  40.69		
  1.83   	 22.89   	 87.16   	 432.35		 86.21   	 320.45		
  4.58   	 34.48   	 88.89   	 274.67		 87.49   	 478.13		
  9.77   	 48.22   	 89.99   	-132.25		 89.40   	  25.43		
 15.56   	 59.81   	 89.46   	-437.43		 89.50   	-406.92		
 20.45   	 67.75   	 87.71   	-183.11		 87.87   	-147.51		
 23.50   	 74.16   	 86.98   	 244.15		 87.28   	 391.66		
 25.02   	 81.18   	 87.95   	  30.52		 88.85   	 340.79		
 26.25   	 89.42   	 88.08   	-183.11		 90.21   	-147.51		
 28.69   	 96.13   	 87.34   	  20.35		 89.62   	-111.90		
 32.35   	 99.18   	 87.43   	 335.71		 89.18   	 361.14		
 37.84   	100.10   	 88.77   	 386.57		 90.62   	 483.21		
 43.64   	103.15   	 90.32   	-178.03		 92.55   	 -55.95		
 47.91   	110.78   	 89.60   	-488.30		 92.33   	-503.56		
 49.44   	120.24   	 87.65   	-127.16		 90.32   	-223.80		
 48.52   	126.95   	 87.14   	 300.10		 89.42   	 244.15		
 46.39   	128.17   	 88.34   	 361.14		 90.40   	 340.79		
 46.39   	126.04   	 89.79   	  15.26		 91.76   	  50.86		
 48.83   	124.21   	 89.85   	-203.46		 91.96   	-228.89		
 50.96   	124.21   	 89.03   	   0.00		 91.05   	 -40.69		
 50.05   	123.29   	 89.03   	 122.07		 90.88   	 218.72		
 45.47   	118.41   	 89.52   	 -61.04		 91.76   	  91.56		
 39.06   	109.56   	 89.28   	-223.80		 92.13   	-188.20		
 33.26   	 99.18   	 88.38   	-132.25		 91.37   	-132.25		
 28.99   	 89.72   	 87.85   	 -50.86		 90.84   	 101.73		
 24.11   	 80.57   	 87.65   	-101.73		 91.25   	  10.17		
 16.48   	 69.27   	 87.24   	 -71.21		 91.29   	-132.25		
  6.71   	 53.10   	 86.96   	 -10.17		 90.76   	 -15.26		
 -2.44   	 32.96   	 86.92   	 -30.52		 90.70   	  71.21		
 -7.93   	 12.82   	 86.80   	 -55.95		 90.99   	 -10.17		
-10.38   	 -2.75   	 86.57   	 -96.64		 90.95   	 -71.21		
-11.60   	-13.73   	 86.18   	-178.03		 90.66   	 -96.64		
-14.65   	-22.28   	 85.47   	-244.15		 90.27   	-127.16		
-19.84   	-32.65   	 84.50   	-264.50		 89.77   	-178.03		
-25.63   	-46.08   	 83.44   	-274.67		 89.05   	-183.11		
-29.30   	-59.81   	 82.34   	-310.27		 88.32   	-152.59		
-30.52   	-69.58   	 81.10   	-335.71		 87.71   	-142.42		
-30.21   	-73.85   	 79.76   	-396.74		 87.14   	-193.29		
-29.91   	-75.38   	 78.17   	-539.16		 86.37   	-259.41		
-30.21   	-76.60   	 76.01   	-676.50		 85.33   	-315.36		
-30.52   	-79.04   	 73.31   	-722.28		 84.07   	-350.97		
-29.91   	-80.87   	 70.42   	-757.88		 82.66   	-295.01		
-29.30   	-80.87   	 67.39   	-940.99		 81.48   	-172.94		
-29.30   	-79.96   	 63.62   	-1668.36		 80.79   	-162.77		
-30.82   	-80.57   	 56.95   	-2843.33		 80.14   	-422.18		
-32.65   	-84.84   	 45.57   	-2721.25		 78.45   	-920.65		
-33.26   	-90.03   	 34.69   	-1307.22		 74.77   	-635.81		
-31.43   	-91.86   	 29.46   	-773.14		 72.23   	 254.32		
-28.38   	-88.50   	 26.37   	-722.28		 73.24   	 356.05		
-25.63   	-81.18   	 23.48   	-345.88		 74.67   	 101.73		
-24.41   	-74.46   	 22.10   	-320.45		 75.08   	 218.72		
-25.63   	-71.72   	 20.81   	-493.39		 75.95   	  96.64		
-28.08   	-73.85   	 18.84   	-457.78		 76.34   	 -25.43		
-30.21   	-79.04   	 17.01   	-528.99		 76.24   	  66.12		
-31.74   	-84.84   	 14.89   	-656.15		 76.50   	 -25.43		
-32.35   	-89.72   	 12.27   	-620.55		 76.40   	-249.24		
-31.74   	-91.25   	  9.79   	-549.34		 75.40   	-249.24		
-30.82   	-87.89   	  7.59   	-508.65		 74.40   	-106.82		
-30.21   	-80.87   	  5.55   	-452.69		 73.98   	-116.99		
-30.21   	-72.94   	  3.74   	-401.83		 73.51   	-152.59		
-29.91   	-67.75   	  2.14   	-335.71		 72.90   	-122.07		
-29.30   	-67.75   	  0.79   	-244.15		 72.41   	 -45.78		
-28.08   	-71.41   	 -0.18   	-208.54		 72.23   	  35.61		
-27.16   	-74.77   	 -1.02   	-193.29		 72.37   	  45.78		
-27.47   	-74.77   	 -1.79   	-183.11		 72.55   	   0.00		
-28.38   	-69.89   	 -2.52   	-172.94		 72.55   	 -30.52		
-29.91   	-63.17   	 -3.21   	-142.42		 72.43   	 -91.56		
-29.91   	-58.29   	 -3.78   	 -71.21		 72.06   	-122.07		
-28.38   	-56.15   	 -4.07   	  10.17		 71.58   	 -66.12		
-26.25   	-56.76   	 -4.03   	 -30.52		 71.31   	 -45.78		
-24.72   	-58.90   	 -4.15   	-111.90		 71.13   	-111.90		
-24.41   	-61.04   	 -4.60   	 106.82		 70.68   	-152.59		
-24.72   	-61.95   	 -4.17   	 417.09		 70.07   	 -81.38		
-25.94   	-61.95   	 -2.50   	 518.82		 69.75   	   0.00		
-26.86   	-61.95   	 -0.43   	 401.83		 69.75   	 -50.86		
-27.16   	-62.56   	  1.18   	 167.85		 69.54   	-152.59		
-26.55   	-64.09   	  1.85   	 -55.95		 68.93   	-127.16		
-24.41   	-66.22   	  1.63   	-269.58		 68.42   	 -61.04		
-21.97   	-67.44   	  0.55   	-432.35		 68.18   	 -40.69		
-20.75   	-66.83   	 -1.18   	-391.66		 68.02   	 -40.69		
-21.97   	-64.09   	 -2.75   	-213.63		 67.85   	 -15.26		
-24.41   	-60.42   	 -3.60   	 -25.43		 67.79   	 -15.26		
-26.86   	-57.98   	 -3.70   	 172.94		 67.73   	 -15.26		
-28.38   	-58.59   	 -3.01   	 269.58		 67.67   	 -45.78		
-28.69   	-62.26   	 -1.93   	 269.58		 67.49   	 -55.95		
-28.99   	-66.22   	 -0.85   	 254.32		 67.26   	 -86.47		
-28.69   	-68.36   	  0.16   	 162.77		 66.92   	-157.68		
-28.38   	-67.75   	  0.81   	  50.86		 66.29   	-157.68		
-28.08   	-66.22   	  1.02   	 -35.61		 65.66   	-106.82		
-28.38   	-66.83   	  0.87   	 -71.21		 65.23   	-122.07		
-28.99   	-70.80   	  0.59   	-137.33		 64.74   	 -86.47		
-28.08   	-74.46   	  0.04   	-289.93		 64.39   	  -5.09		
-25.33   	-75.99   	 -1.12   	-356.05		 64.37   	 -15.26		
-21.97   	-74.16   	 -2.54   	-315.36		 64.31   	  30.52		
-21.36   	-72.33   	 -3.80   	-330.62		 64.44   	 208.54		
-24.11   	-72.63   	 -5.13   	-284.84		 65.27   	 -71.21		
-28.08   	-74.46   	 -6.27   	-188.20		 64.98   	-666.32		
-29.30   	-74.77   	 -7.02   	 -81.38		 62.32   	-106.82		
-26.55   	-72.33   	 -7.34   	 -91.56		 61.89   	 422.18		
-22.89   	-69.89   	 -7.71   	 -86.47		 63.58   	-142.42		
-21.36   	-70.80   	 -8.06   	  25.43		 63.01   	-228.89		
-23.19   	-75.68   	 -7.96   	  86.47		 62.10   	 203.46		
-25.94   	-80.87   	 -7.61   	 142.42		 62.91   	  86.47		
-27.16   	-82.40   	 -7.04   	 137.33		 63.26   	-116.99		
-27.16   	-79.35   	 -6.49   	  25.43		 62.79   	   5.09		
-26.86   	-73.55   	 -6.39   	 -35.61		 62.81   	  -5.09		
-26.86   	-65.92   	 -6.53   	  -5.09		 62.79   	-142.42		
-26.25   	-53.71   	 -6.55   	   5.09		 62.22   	-127.16		
-23.80   	-34.48   	 -6.53   	  15.26		 61.71   	 -71.21		
-20.14   	-10.68   	 -6.47   	  66.12		 61.42   	 -61.04		
-18.92   	 11.29   	 -6.21   	 116.99		 61.18   	 -50.86		
-21.97   	 25.33   	 -5.74   	 147.51		 60.98   	 -35.61		
-27.16   	 31.43   	 -5.15   	 122.07		 60.83   	 -15.26		
-29.60   	 36.01   	 -4.66   	  81.38		 60.77   	 -15.26		
-25.63   	 45.47   	 -4.33   	  86.47		 60.71   	 -91.56		
-15.56   	 61.04   	 -3.99   	  40.69		 60.35   	-106.82		
 -4.27   	 78.74   	 -3.83   	 -10.17		 59.92   	 -71.21		
  2.75   	 91.86   	 -3.87   	   5.09		 59.63   	 -86.47		
  3.97   	 95.52   	 -3.85   	   5.09		 59.29   	 -66.12		
  1.22   	 88.50   	 -3.83   	 -10.17		 59.02   	 -25.43		
 -0.92   	 72.63   	 -3.87   	  -5.09		 58.92   	 -61.04		
  0.31   	 52.19   	 -3.89   	  15.26		 58.68   	 -76.30		
  4.27   	 32.04   	 -3.83   	  66.12		 58.37   	 -50.86		
  9.46   	 15.56   	 -3.56   	 122.07		 58.17   	 -35.61		
 12.51   	  3.97   	 -3.07   	 111.90		 58.03   	  15.26		
 11.60   	 -5.49   	 -2.62   	  55.95		 58.09   	  25.43		
  6.10   	-16.78   	 -2.40   	  40.69		 58.19   	 -20.35		
 -2.44   	-32.04   	 -2.24   	 111.90		 58.11   	   0.00		
-11.60   	-48.83   	 -1.79   	 193.29		 58.11   	  50.86		
-18.62   	-64.39   	 -1.02   	 198.37		 58.31   	  25.43		
-22.28   	-77.21   	 -0.22   	 127.16		 58.41   	  15.26		
-22.28   	-87.28   	  0.28   	  76.30		 58.47   	 -20.35		
-21.06   	-95.21   	  0.59   	  55.95		 58.39   	 -61.04		
-21.36   	-103.15   	  0.81   	  40.69		 58.15   	 -35.61		
-22.89   	-112.30   	  0.98   	 -55.95		 58.01   	 -55.95		
-25.33   	-123.60   	  0.75   	-320.45		 57.78   	-167.85		
-27.77   	-137.02   	 -0.53   	-412.00		 57.11   	-249.24		
-30.52   	-151.06   	 -2.18   	-223.80		 56.11   	-228.89		
-33.87   	-161.44   	 -3.07   	 -50.86		 55.20   	 -81.38		
-37.84   	-163.88   	 -3.28   	  25.43		 54.87   	  15.26		
-40.59   	-156.86   	 -3.17   	 116.99		 54.93   	  50.86		
-39.98   	-145.57   	 -2.71   	 162.77		 55.14   	  55.95		
-35.71   	-136.11   	 -2.05   	 203.46		 55.36   	  25.43		
-30.82   	-133.97   	 -1.24   	 284.84		 55.46   	  40.69		
-28.99   	-138.85   	 -0.10   	 223.80		 55.63   	  66.12		
-32.96   	-144.04   	  0.79   	 -25.43		 55.89   	 -61.04		
-43.03   	-141.60   	  0.69   	-132.25		 55.65   	-183.11		
-56.15   	-129.09   	  0.16   	-116.99		 54.91   	-183.11		
-67.75   	-111.08   	 -0.31   	-137.33		 54.18   	-188.20		
-70.80   	-92.16   	 -0.85   	 -91.56		 53.43   	-188.20		
-57.68   	-69.89   	 -1.22   	 127.16		 52.68   	 -76.30		
-22.58   	-29.30   	 -0.71   	 315.36		 52.37   	  40.69		
 36.62   	 49.13   	  0.55   	 412.00		 52.53   	  76.30		
117.49   	171.20   	  2.20   	 462.87		 52.84   	  71.21		
213.62   	304.57   	  4.05   	 412.00		 53.12   	  45.78		
314.03   	389.71(R)	  5.70   	 320.45		 53.31   	  25.43		
402.22   	370.18   	  6.98   	 330.62		 53.41   	 -45.78		
454.10   	231.32   	  8.30   	 401.83		 53.22   	 -81.38		
445.86   	 24.11   	  9.91   	 330.62		 52.90   	 -50.86		
366.21   	-162.05   	 11.23   	 300.10		 52.70   	 -71.21		
232.54   	-260.31   	 12.43   	 462.87		 52.41   	-116.99		
 86.06   	-268.25   	 14.28   	 549.34		 51.94   	 -40.69		
-26.55   	-242.61   	 16.48   	 864.70		 51.78   	  50.86		
-76.60   	-243.23   	 19.94   	1576.80		 51.98   	-111.90		
-69.27   	-282.90   	 26.25   	1805.69		 51.54   	-208.54		
-35.10   	-324.40   	 33.47   	1597.15		 50.70   	 -25.43		
 -5.80   	-319.82   	 39.86   	1632.75		 50.60   	 -20.35		
  1.53   	-256.96   	 46.39   	1683.61		 50.52   	-111.90		
 -8.85   	-169.98   	 53.12   	1546.28		 50.07   	  45.78		
-24.41   	-104.98   	 59.31   	1368.26		 50.25   	 188.20		
-34.18   	-85.14   	 64.78   	1185.14		 51.01   	 233.98		
-36.32   	-99.18   	 69.52   	 839.26		 51.94   	 503.56		
-34.48   	-119.63   	 72.88   	 366.22		 53.96   	 681.58		
-33.57   	-125.73   	 74.34   	  66.12		 56.68   	 473.04		
-35.10   	-114.75   	 74.61   	 -61.04		 58.58   	 376.40		
-36.62   	-96.13   	 74.36   	-137.33		 60.08   	 615.46		
-36.93   	-79.96   	 73.81   	-116.99		 62.54   	 712.10		
-35.40   	-72.94   	 73.35   	 -81.38		 65.39   	 579.86		
-33.26   	-74.77   	 73.02   	-162.77		 67.71   	 396.74		
-32.65   	-82.09   	 72.37   	-269.58		 69.30   	 172.94		
-33.26   	-90.03   	 71.29   	 -66.12		 69.99   	   0.00		
-33.57   	-92.47   	 71.03   	 330.62		 69.99   	 152.59		
-32.35   	-87.28   	 72.35   	 350.97		 70.60   	 366.22		
