  I     	  II     	  LVp     	  LVp'		
-115.05   	379.64   	145.86   	 289.93		
-106.81   	392.46   	147.02   	 259.41		
-101.01   	403.14   	148.06   	 244.15		
-96.44   	412.90   	149.03   	 244.15		
-91.25   	422.97   	150.01   	 239.06		
-85.45   	433.04   	150.97   	 244.15		
-80.57   	442.20   	151.94   	 239.06		
-75.99   	450.44   	152.90   	 223.80		
-69.89   	458.07   	153.79   	 208.54		
-59.81   	465.09   	154.63   	 178.03		
-45.78   	471.50   	155.34   	 142.42		
-31.13   	476.07   	155.91   	 111.90		
-20.14   	476.68   	156.36   	  86.47		
-13.43   	473.02   	156.70   	  55.95		
 -9.77   	465.39   	156.93   	  30.52		
 -6.41   	454.41   	157.05   	   5.09		
 -3.97   	438.84   	157.07   	 -20.35		
 -2.75   	418.70   	156.99   	 -45.78		
 -1.22   	394.90   	156.81   	 -76.30		
  1.22   	368.35   	156.50   	-101.73		
  5.19   	340.58   	156.09   	-132.25		
  9.16   	312.81   	155.56   	-162.77		
 10.68   	285.03   	154.91   	-193.29		
  8.85   	257.87   	154.14   	-218.72		
  5.49   	231.32   	153.26   	-244.15		
  1.53   	205.69   	152.29   	-269.58		
 -3.05   	179.75   	151.21   	-295.01		
 -9.77   	153.20   	150.03   	-320.45		
-18.62   	127.56   	148.75   	-340.79		
-26.55   	104.68   	147.38   	-366.22		
-31.74   	 84.84   	145.92   	-386.57		
-33.26   	 68.66   	144.37   	-412.00		
-32.35   	 56.46   	142.73   	-427.26		
-30.82   	 47.91   	141.02   	-452.69		
-31.43   	 41.50   	139.21   	-467.95		
-35.40   	 33.57   	137.33   	-483.21		
-42.42   	 21.97   	135.40   	-493.39		
-50.66   	  8.24   	133.43   	-508.65		
-57.68   	 -5.49   	131.39   	-508.65		
-61.65   	-15.87   	129.36   	-534.08		
-62.87   	-22.89   	127.22   	-574.77		
-62.26   	-27.47   	124.92   	-640.89		
-61.34   	-30.52   	122.36   	-722.28		
-59.51   	-31.13   	119.47   	-813.83		
-56.46   	-27.77   	116.22   	-895.22		
-51.88   	-20.75   	112.63   	-956.25		
-47.61   	-13.43   	108.81   	-981.68		
-46.39   	 -9.77   	104.88   	-986.77		
-49.13   	-11.60   	100.94   	-976.60		
-55.54   	-17.09   	 97.03   	-951.17		
-61.04   	-21.06   	 93.22   	-930.82		
-62.87   	-20.14   	 89.50   	-910.47		
-60.42   	-15.56   	 85.86   	-900.30		
-56.46   	-10.68   	 82.26   	-895.22		
-54.02   	 -7.93   	 78.68   	-890.13		
-53.71   	 -4.88   	 75.12   	-890.13		
-53.71   	  0.61   	 71.56   	-890.13		
-53.10   	  9.46   	 68.00   	-874.87		
-52.49   	 18.01   	 64.50   	-869.78		
-54.32   	 22.28   	 61.02   	-854.52		
-57.37   	 22.89   	 57.60   	-839.26		
-60.12   	 23.80   	 54.24   	-813.83		
-60.12   	 28.99   	 50.99   	-793.49		
-57.68   	 37.84   	 47.81   	-762.97		
-54.93   	 47.61   	 44.76   	-732.45		
-54.63   	 54.02   	 41.83   	-696.84		
-57.68   	 56.46   	 39.04   	-661.24		
-62.87   	 56.46   	 36.40   	-625.63		
-67.14   	 56.76   	 33.90   	-584.94		
-67.14   	 57.37   	 31.56   	-544.25		
-61.65   	 59.20   	 29.38   	-508.65		
-52.49   	 61.34   	 27.34   	-462.87		
-44.56   	 63.48   	 25.49   	-427.26		
-42.11   	 64.39   	 23.78   	-376.40		
-45.17   	 64.09   	 22.28   	-335.71		
-49.74   	 63.48   	 20.94   	-284.84		
-50.35   	 65.31   	 19.80   	-244.15		
-45.47   	 70.50   	 18.82   	-203.46		
-36.93   	 79.65   	 18.01   	-162.77		
-29.91   	 91.25   	 17.35   	-122.07		
-28.38   	102.23   	 16.87   	 -96.64		
-31.13   	110.78   	 16.48   	 -66.12		
-32.96   	117.19   	 16.22   	 -40.69		
-30.52   	121.15   	 16.05   	 -20.35		
-24.11   	124.51   	 15.97   	  -5.09		
-16.78   	131.53   	 15.95   	   5.09		
-11.90   	145.57   	 15.97   	  15.26		
-10.68   	168.15   	 16.03   	  10.17		
 -9.46   	197.14   	 16.07   	  15.26		
 -5.80   	225.52   	 16.13   	   5.09		
  0.00   	245.06   	 16.15   	   5.09		
  6.41   	252.08   	 16.17   	   0.00		
 12.21   	249.94   	 16.17   	   0.00		
